simplified	TH	example_TH
攀登	ปีน	พวกเขาวางแผนปีนภูเขาหิมะพรุ่งนี้
盘旋	บินวน	เครื่องบินบินวนอยู่เหนือสนามบิน
判决	คำพิพากษา	ศาลประกาศคำพิพากษาวันนี้
畔	ริม	เด็กๆ เดินเล่นริมทะเลสาบ
庞大	มหาศาล	โครงการนี้ต้องใช้เงินทุนมหาศาล
抛弃	ทอดทิ้ง	เขาไม่ยอมทอดทิ้งความฝันของตน
泡沫	ฟอง	ในแก้วมีฟองสีขาวจำนวนมาก
培育	บ่มเพาะ	โรงเรียนพยายามบ่มเพาะความรับผิดชอบของนักเรียน
配备	ติดตั้งพร้อม	รถใหม่ติดตั้งระบบความปลอดภัยพร้อม
配偶	คู่สมรส	แบบฟอร์มสมัครต้องกรอกข้อมูลคู่สมรส
配套	สิ่งอำนวยความสะดวกประกอบ	ชุมชนมีสิ่งอำนวยความสะดวกประกอบครบถ้วน
盆地	แอ่งที่ราบ	แอ่งที่ราบนี้ร้อนมากในฤดูร้อน
烹饪	การปรุงอาหาร	การปรุงอาหารต้องใช้ความอดทนและประสบการณ์
捧	ประคอง	เธอประคองช่อดอกไม้ด้วยสองมือ
劈	ผ่า	คนงานใช้ขวานผ่าฟืน
批发	ขายส่ง	ร้านนี้ส่วนใหญ่ขายส่งผลไม้
批判	วิพากษ์วิจารณ์	บทความวิพากษ์วิจารณ์มุมมองผิดแบบนี้
疲惫	อ่อนล้า	หลังเดินทางไกล ทุกคนอ่อนล้ามาก
疲倦	เหนื่อยล้า	การทำงานต่อเนื่องทำให้เขารู้สึกเหนื่อยล้า
皮革	หนัง	กระเป๋าใบนี้ทำจากหนัง
屁股	ก้น	เด็กหกล้มแล้วเจ็บก้นมาก
譬如	เช่น	เช่น พวกเราอาจทำการทดสอบเล็กๆ ก่อน
偏差	ความคลาดเคลื่อน	ผลการทดลองมีความคลาดเคลื่อนชัดเจน
偏见	อคติ	พวกเราควรหลีกเลี่ยงอคติทางชาติพันธุ์
偏僻	ห่างไกล	หมู่บ้านนี้ตั้งอยู่ห่างไกลมาก
偏偏	กลับดัน	ยิ่งฉันรีบ รถกลับดันยิ่งช้า
片断	ตอนสั้น	ในภาพยนตร์มีตอนสั้นที่ยอดเยี่ยมหลายตอน
片刻	ครู่หนึ่ง	กรุณารอฉันที่นี่ครู่หนึ่ง
漂浮	ลอย	ใบไม้ร่วงลอยอยู่บนผิวน้ำ
飘扬	โบกสะบัด	ธงชาติโบกสะบัดในสายลม
撇	ทิ้งไว้ข้างๆ	เขาทิ้งแผนเก่าไว้ข้างๆ
拼搏	มุ่งสู้	คนหนุ่มสาวต้องมุ่งสู้เพื่ออุดมคติ
拼命	สุดชีวิต	เขาวิ่งไล่ทีมข้างหน้าอย่างสุดชีวิต
贫乏	ขาดแคลน	บทความนี้มีเนื้อหาค่อนข้างขาดแคลน
贫困	ยากจน	รัฐบาลช่วยเหลือครอบครัวยากจน
频繁	บ่อยครั้ง	ช่วงนี้ที่นี่เกิดอุบัติเหตุจราจรบ่อยครั้ง
频率	ความถี่	เสียงชนิดนี้มีความถี่สูงมาก
品尝	ชิม	แขกกำลังชิมอาหารท้องถิ่น
品德	คุณธรรม	โรงเรียนให้ความสำคัญกับการศึกษาคุณธรรมของนักเรียน
品质	คุณภาพ	คุณภาพสินค้าของบริษัทนี้คงที่
品种	สายพันธุ์	ในตลาดมีผลไม้หลายสายพันธุ์
屏幕	หน้าจอ	กรุณาปรับความสว่างหน้าจอให้ต่ำลง
屏障	แนวป้องกัน	ป่าไม้เป็นแนวป้องกันลมที่สำคัญ
平凡	ธรรมดา	เขาทำงานในตำแหน่งธรรมดามาหลายปี
平面	ระนาบ	นักออกแบบวาดผังระนาบของบ้าน
平坦	ราบเรียบ	ถนนสายนี้ราบเรียบมาก
平行	ขนาน	เส้นสองเส้นนี้ขนานกัน
平庸	สามัญไร้ความโดดเด่น	เขาไม่ยอมใช้ชีวิตที่สามัญไร้ความโดดเด่น
平原	ที่ราบ	รถไฟแล่นผ่านที่ราบกว้างใหญ่
评估	ประเมิน	ผู้เชี่ยวชาญกำลังประเมินความเสี่ยงของโครงการ
评论	แสดงความคิดเห็น	ผู้อ่านสามารถแสดงความคิดเห็นใต้บทความได้
坡	เนิน	รถค่อยๆ ขึ้นเนิน
泼	สาด	อย่าสาดน้ำลงบนพื้น
颇	ค่อนข้าง	ผลลัพธ์นี้ค่อนข้างเหนือความคาดหมาย
破例	ยกเว้นเป็นกรณีพิเศษ	ผู้จัดการอนุมัติใบสมัครของเขาเป็นกรณีพิเศษ
迫不及待	รอไม่ไหว	เด็กๆ รอไม่ไหวที่จะเปิดของขวัญ
迫害	ข่มเหง	ในประวัติศาสตร์มีคนจำนวนมากเคยถูกข่มเหง
魄力	ความเด็ดเดี่ยว	ผู้นำต้องมีความเด็ดเดี่ยวในการตัดสินใจ
扑	พุ่งเข้าใส่	เด็กพุ่งเข้าไปในอ้อมกอดแม่ทันที
铺	ปู	คนงานกำลังปูพรมใหม่
普及	แพร่หลาย	อินเทอร์เน็ตแพร่หลายในเมืองแล้ว
朴实	เรียบง่ายจริงใจ	ภาษาของเขาเรียบง่ายและจริงใจ
朴素	เรียบง่าย	เธอชอบวิถีชีวิตที่เรียบง่าย
瀑布	น้ำตก	นักท่องเที่ยวยืนถ่ายรูปข้างน้ำตก
凄凉	เปล่าเปลี่ยว	หมู่บ้านบนเขาในฤดูหนาวดูเปล่าเปลี่ยวมาก
期望	ความคาดหวัง	พ่อแม่มีความคาดหวังสูงต่อลูก
期限	กำหนดเวลา	กำหนดเวลาสมัครคือวันศุกร์นี้
欺负	รังแก	เด็กโตไม่ควรรังแกเด็กเล็ก
欺骗	หลอกลวง	โฆษณาเท็จหลอกลวงผู้บริโภค
奇妙	มหัศจรรย์	ธรรมชาติมีปรากฏการณ์มหัศจรรย์มากมาย
旗袍	ชุดกี่เพ้า	เธอสวมชุดกี่เพ้าสีแดงไปร่วมงานเลี้ยง
旗帜	ธง	ที่จัตุรัสมีธงสีสดโบกสะบัดอยู่
歧视	การเลือกปฏิบัติ	กฎหมายห้ามการเลือกปฏิบัติทุกรูปแบบ
齐全	ครบถ้วน	เครื่องมือของร้านนี้ครบถ้วนมาก
齐心协力	ร่วมแรงร่วมใจ	ทุกคนร่วมแรงร่วมใจทำภารกิจให้เสร็จ
乞丐	ขอทาน	ข้างถนนมีขอทานชราคนหนึ่งนั่งอยู่
企图	พยายาม	เขาพยายามปกปิดสถานการณ์จริง
启程	ออกเดินทาง	คณะผู้แทนจะออกเดินทางเช้าตรู่พรุ่งนี้
启蒙	เปิดความรู้ขั้นต้น	หนังสือเล่มนี้เหมาะสำหรับการอ่านเปิดความรู้ขั้นต้นของเด็ก
启事	ประกาศ	หน้าประตูโรงเรียนติดประกาศรับสมัครงานไว้
启示	ข้อคิด	ความล้มเหลวครั้งนี้ให้ข้อคิดสำคัญแก่พวกเรา
岂有此理	ไร้เหตุผลสิ้นดี	การเก็บเงินแบบนี้ไร้เหตุผลสิ้นดี
起草	ร่าง	ทนายความกำลังร่างสัญญา
起初	ตอนแรก	ตอนแรกเขาไม่เชื่อข่าวนี้
起伏	ขึ้นลง	ถนนบนเขาขึ้นลงตามภูมิประเทศ
起哄	ส่งเสียงก่อกวน	นักเรียนอย่าส่งเสียงก่อกวนในห้องเรียน
起码	อย่างน้อย	อย่างน้อยคุณควรแจ้งฉันล่วงหน้า
起源	ต้นกำเนิด	เทศกาลนี้มีต้นกำเนิดในสมัยโบราณ
器材	อุปกรณ์	ห้องทดลองต้องการอุปกรณ์การสอนใหม่
器官	อวัยวะ	หัวใจเป็นอวัยวะสำคัญของร่างกาย
气概	ความกล้าหาญสง่างาม	บทกวีนี้แสดงความกล้าหาญสง่างามของวีรบุรุษ
气功	ชี่กง	คุณปู่ฝึกชี่กงทุกเช้า
气魄	ความยิ่งใหญ่	สะพานใหญ่แห่งนี้มีความยิ่งใหญ่มาก
气色	สีหน้า	หลังพักผ่อนแล้ว สีหน้าของเขาดีขึ้นมาก
气势	พลังฮึกเหิม	ทีมมีพลังฮึกเหิมมากตั้งแต่เริ่มเกม
气味	กลิ่น	ในครัวมีกลิ่นขนมปังอบ
气象	สภาพอากาศ	สภาพอากาศบนที่ราบสูงที่นี่เปลี่ยนเร็วมาก
气压	ความกดอากาศ	ความกดอากาศลดลงอาจทำให้ฝนตก
气质	บุคลิก	เธอมีบุคลิกเงียบสงบแบบหนึ่ง
迄今为止	จนถึงตอนนี้	จนถึงตอนนี้ การทดลองคืบหน้าอย่างราบรื่น
掐	เด็ด	เธอเด็ดดอกไม้เล็กดอกหนึ่ง
恰当	เหมาะสม	คำตอบของคุณเหมาะสมมาก
恰到好处	พอดีอย่างยิ่ง	ความหวานของอาหารจานนี้พอดีอย่างยิ่ง
恰巧	พอดี	ตอนฉันถึงสถานี ฝนก็ตกพอดี
洽谈	เจรจาหารือ	ทั้งสองฝ่ายกำลังเจรจารายละเอียดความร่วมมือ
千方百计	ทุกวิถีทาง	พวกเขาหาทุกวิถีทางเพื่อหาทางแก้
牵	จูง	แม่จูงลูกข้ามถนน
牵扯	เกี่ยวพัน	เรื่องนี้เกี่ยวพันกับหลายแผนก
牵制	ตรึงไว้	การป้องกันของอีกฝ่ายตรึงการบุกไว้
签署	ลงนาม	บริษัทสองแห่งลงนามข้อตกลงแล้ว
谦逊	ถ่อมตน	หลังประสบความสำเร็จ เขายังคงถ่อมตนมาก
迁就	ตามใจ	พ่อแม่ไม่อาจตามใจลูกอยู่เสมอ
迁徙	อพยพย้ายถิ่น	นกอพยพย้ายถิ่นตามฤดูกาลทุกปี
前景	แนวโน้มอนาคต	อุตสาหกรรมนี้มีแนวโน้มอนาคตดีมาก
前提	เงื่อนไขเบื้องต้น	ความไว้วางใจเป็นเงื่อนไขเบื้องต้นของความร่วมมือ
潜力	ศักยภาพ	นักเรียนคนนี้มีศักยภาพมาก
潜水	ดำน้ำ	พวกเขาไปเรียนดำน้ำที่ชายทะเล
潜移默化	ซึมซับโดยไม่รู้ตัว	สภาพแวดล้อมครอบครัวจะส่งผลต่อเด็กอย่างซึมซับโดยไม่รู้ตัว
谴责	ประณาม	ประชาคมโลกประณามพฤติกรรมรุนแรง
抢劫	ปล้น	ตำรวจจับผู้ต้องสงสัยปล้นธนาคารได้
强制	บังคับ	กฎใหม่บังคับให้คนขับคาดเข็มขัดนิรภัย
强迫	บังคับฝืนใจ	อย่าบังคับฝืนใจให้เด็กทำสิ่งที่ไม่ชอบ
抢救	กู้ชีวิต	หมอกำลังกู้ชีวิตคนงานที่บาดเจ็บ
桥梁	สะพาน	ภาษาเป็นสะพานของการแลกเปลี่ยนวัฒนธรรม
窍门	เคล็ดลับ	การเรียนออกเสียงมีเคล็ดลับบางอย่าง
翘	ยกพาด	เขายกขาข้างหนึ่งพาดบนเก้าอี้
切实	ปฏิบัติได้จริง	พวกเราต้องการแผนที่ปฏิบัติได้จริง
锲而不舍	ไม่ย่อท้อ	เขาศึกษาปัญหานี้อย่างไม่ย่อท้อ
亲密	ใกล้ชิด	พวกเขารักษาความสัมพันธ์ใกล้ชิดมาโดยตลอด
亲热	อบอุ่นเป็นกันเอง	ผู้สูงอายุทักทายแขกอย่างอบอุ่นเป็นกันเอง
侵犯	ละเมิด	พฤติกรรมนี้ละเมิดความเป็นส่วนตัวของบุคคล
侵略	รุกราน	ประชาชนคัดค้านการรุกรานทุกรูปแบบ
钦佩	นับถือ	ฉันนับถือความกล้าหาญของเธอมาก
勤俭	ขยันและประหยัด	คุณยายดูแลบ้านด้วยความขยันและประหยัดมาตลอดชีวิต
勤劳	ขยัน	คนขยันมักสร้างโอกาสได้เสมอ
倾听	รับฟัง	ครูตั้งใจรับฟังความคิดเห็นของนักเรียน
倾向	มีแนวโน้ม	ผู้บริโภควัยหนุ่มสาวมีแนวโน้มซื้อของออนไลน์
倾斜	เอียง	หลังฝนหนัก กำแพงเริ่มเอียง
清澈	ใสสะอาด	ลำธารในภูเขาใสสะอาดมาก
清晨	เช้าตรู่	อากาศยามเช้าตรู่สดชื่นเป็นพิเศษ
清除	กำจัด	คนงานกำจัดหิมะบนถนนแล้ว
清洁	สะอาด	โรงพยาบาลต้องรักษาสภาพแวดล้อมให้สะอาด
清理	จัดเก็บทำความสะอาด	สุดสัปดาห์พวกเราจัดเก็บทำความสะอาดโกดัง
清晰	ชัดเจน	รูปถ่ายนี้ชัดเจนมาก
清醒	ตื่นตัว	หลังดื่มกาแฟ เขาตื่นตัวขึ้นมาก
清真	ฮาลาล	ใกล้ๆ มีร้านอาหารฮาลาลแห่งหนึ่ง
情报	ข่าวกรอง	ผู้สื่อข่าวได้รับข่าวกรองสำคัญ
情节	โครงเรื่อง	โครงเรื่องของนิยายตึงเครียดมาก
情理	เหตุผลความเหมาะสม	ข้อเรียกร้องของเขาไม่สอดคล้องกับเหตุผลความเหมาะสม
情形	สภาพการณ์	สภาพการณ์ที่หน้างานซับซ้อนกว่าที่คิด
晴朗	แจ่มใส	ท้องฟ้าวันนี้แจ่มใสเป็นพิเศษ
请柬	บัตรเชิญ	พวกเขาส่งบัตรเชิญงานแต่งให้ญาติและเพื่อน
请教	ขอคำแนะนำ	ฉันอยากขอคำแนะนำจากคุณเรื่องหนึ่ง
请示	ขอคำสั่ง	เรื่องนี้ต้องขอคำสั่งจากหัวหน้าก่อน
请帖	บัตรเชิญ	บนโต๊ะมีบัตรเชิญวันเกิดหนึ่งใบ
丘陵	เนินเขา	พื้นที่นี้มีเนินเขามาก
区分	แยกแยะ	เด็กสามารถแยกแยะซ้ายขวาได้แล้ว
区域	พื้นที่	พื้นที่นี้ห้ามจอดรถ
屈服	ยอมจำนน	เขาไม่ยอมจำนนต่อแรงกดดัน
曲折	คดเคี้ยวซับซ้อน	พวกเขาผ่านการเจรจาที่คดเคี้ยวซับซ้อน
驱逐	ขับไล่	ตำรวจขับไล่คนก่อความวุ่นวาย
渠道	ช่องทาง	บริษัทขายสินค้าผ่านช่องทางใหม่
取缔	สั่งปิด	รัฐบาลสั่งปิดตลาดผิดกฎหมาย
曲子	ทำนองเพลง	ทำนองเพลงนี้ไพเราะมาก
趣味	ความน่าสนุก	เกมนี้มีความน่าสนุกมาก
圈套	กับดัก	เขาเกือบตกลงไปในกับดักของมิจฉาชีพ
全局	ภาพรวม	ผู้นำต้องคำนึงถึงผลประโยชน์ภาพรวม
全力以赴	ทุ่มเทสุดกำลัง	พวกเราจะทุ่มเทสุดกำลังทำภารกิจให้สำเร็จ
拳头	กำปั้น	เขากำกำปั้นแน่นเตรียมแข่งขัน
权衡	การชั่งน้ำหนัก	เราต้องชั่งน้ำหนักต้นทุนและผลลัพธ์
权威	ผู้ทรงคุณวุฒิ	อาจารย์ท่านนี้เป็นผู้ทรงคุณวุฒิในสาขานี้
犬	สุนัข	สุนัขชนิดนี้เหมาะสำหรับเฝ้าบ้าน
缺口	ช่องโหว่	กำแพงมีช่องโหว่เล็กๆ
缺席	ขาดประชุม	เขาป่วยจึงขาดประชุม
缺陷	ข้อบกพร่อง	การออกแบบนี้มีข้อบกพร่องชัดเจน
瘸	ขาเป๋	ขาซ้ายของเขาขาเป๋เล็กน้อย
确保	ทำให้มั่นใจ	กรุณาทำให้มั่นใจว่าประตูล็อกแล้ว
确立	กำหนดขึ้น	บริษัทกำหนดเป้าหมายการพัฒนาใหม่ขึ้น
确切	แน่ชัด	ฉันไม่รู้เวลาแน่ชัด
确信	เชื่อมั่น	ฉันเชื่อมั่นว่าเขาจะมาถึงตรงเวลา
群众	ประชาชน	ประชาชนสนับสนุนนโยบายใหม่มาก
染	ย้อม	เธอย้อมผมเป็นสีดำ
嚷	ตะโกนโวยวาย	อย่าตะโกนโวยวายในทางเดิน
让步	การยอมถอย	ทั้งสองฝ่ายต่างยอมถอยบางส่วน
饶恕	ให้อภัย	ในที่สุดเธอเลือกให้อภัยอีกฝ่าย
扰乱	รบกวน	เสียงดังรบกวนระเบียบในห้องเรียน
惹祸	ก่อเรื่อง	ล้อเล่นมั่วๆ ง่ายต่อการก่อเรื่อง
热泪盈眶	น้ำตาคลอ	เมื่อได้ยินข่าวดีเธอน้ำตาคลอ
热门	ยอดนิยม	ปัญญาประดิษฐ์เป็นหัวข้อยอดนิยม
人道	มนุษยธรรม	การช่วยเหลือสะท้อนจิตวิญญาณมนุษยธรรม
人格	ศักดิ์ศรีความเป็นคน	การดูหมิ่นผู้อื่นทำร้ายศักดิ์ศรีความเป็นคน
人工	มนุษย์สร้าง	แม่น้ำสายนี้ขุดขึ้นโดยมนุษย์สร้าง
人家	คนอื่น	อย่าเอาตัวเองไปเปรียบเทียบกับคนอื่นเสมอ
人间	โลกมนุษย์	ฤดูใบไม้ผลิทำให้โลกมนุษย์เต็มไปด้วยชีวิตชีวา
人士	บุคคล	บุคคลจากหลายวงการเข้าร่วมการประชุม
人为	จากฝีมือมนุษย์	อุบัติเหตุครั้งนี้เกิดจากฝีมือมนุษย์
人性	ธรรมชาติของมนุษย์	ภาพยนตร์เรื่องนี้พูดถึงธรรมชาติของมนุษย์
人质	ตัวประกัน	ตำรวจช่วยตัวประกันได้สำเร็จ
仁慈	เมตตา	หมอท่านนี้เมตตาต่อคนไข้มาก
忍耐	ความอดทน	การต่อคิวยาวต้องใช้ความอดทนเล็กน้อย
忍受	ทน	ฉันทนเสียงดังที่นี่ไม่ได้
任命	แต่งตั้ง	คณะกรรมการแต่งตั้งเธอเป็นผู้จัดการ
任性	เอาแต่ใจ	เด็กเอาแต่ใจเกินไปจะกระทบการเติบโต
任意	ตามอำเภอใจ	กรุณาอย่าแก้ไขข้อมูลตามอำเภอใจ
任重道远	ภาระหนักหนทางไกล	การปฏิรูปการศึกษายังมีภาระหนักหนทางไกล
认定	ระบุแน่ชัด	ตำรวจระบุแน่ชัดว่านี่เป็นอุบัติเหตุ
认可	การยอมรับ	แผนของเขาได้รับการยอมรับจากทุกคน
仍旧	ยังคง	หลายปีผ่านไปเขายังคงอาศัยอยู่ที่นี่
日新月异	พัฒนาอย่างรวดเร็ว	เทคโนโลยีพัฒนาอย่างรวดเร็ว
日益	นับวันยิ่ง	ปัญหาสิ่งแวดล้อมนับวันยิ่งรุนแรง
容貌	รูปลักษณ์	กาลเวลาเปลี่ยนรูปลักษณ์ของเขา
容纳	รองรับ	ห้องโถงนี้รองรับคนได้ห้าร้อยคน
容器	ภาชนะ	กรุณาเทของเหลวลงในภาชนะแก้ว
容忍	ยอมทน	บริษัทไม่อาจยอมทนต่อการฉ้อโกง
溶解	ละลาย	เกลือจะละลายในน้ำ
荣幸	เป็นเกียรติ	ฉันเป็นเกียรติมากที่ได้เข้าร่วมการประชุม
荣誉	เกียรติยศ	เหรียญนี้แทนเกียรติยศสูงสุด
融化	ละลาย	แสงแดดทำให้น้ำแข็งค่อยๆ ละลาย
融洽	กลมเกลียว	ความสัมพันธ์ระหว่างเพื่อนร่วมงานกลมเกลียวมาก
揉	นวด	แม่ค่อยๆ นวดไหล่ให้ฉัน
柔和	นุ่มนวล	แสงไฟนุ่มนวลและไม่แสบตา
儒家	ลัทธิขงจื๊อ	ลัทธิขงจื๊อมีอิทธิพลต่อวัฒนธรรมเอเชียตะวันออก
弱点	จุดอ่อน	ความสะเพร่าคือจุดอ่อนหลักของเขา
若干	หลายประการ	ที่ประชุมเสนอข้อแนะนำหลายประการ
撒谎	โกหก	เด็กไม่ควรโกหก
散文	ร้อยแก้ว	เธอชอบอ่านร้อยแก้วสมัยใหม่
散布	แพร่กระจาย	มีคนแพร่กระจายข่าวลือบนอินเทอร์เน็ต
散发	ส่งกลิ่น	ในสวนส่งกลิ่นหอมอ่อนๆ
丧失	สูญเสีย	เขาไม่ได้สูญเสียความมั่นใจ
骚扰	รบกวนคุกคาม	กรุณาอย่ารบกวนคุกคามผู้โดยสารคนอื่น
嫂子	พี่สะใภ้	อาหารที่พี่สะใภ้ทำอร่อยมาก
刹车	เบรก	คนขับเบรกกะทันหัน
啥	อะไร	เมื่อกี้คุณพูดว่าอะไร
筛选	คัดกรอง	ระบบจะคัดกรองประวัติสมัครงานโดยอัตโนมัติ
山脉	เทือกเขา	เทือกเขานี้ยาวมาก
闪烁	กะพริบ	แสงไฟไกลๆ กะพริบไม่หยุด
擅长	ถนัด	เขาถนัดจัดการปัญหาซับซ้อน
擅自	โดยพลการ	พนักงานไม่สามารถออกจากตำแหน่งโดยพลการ
伤脑筋	น่าปวดหัว	ปัญหานี้น่าปวดหัวจริงๆ
商标	เครื่องหมายการค้า	บริษัทจดทะเบียนเครื่องหมายการค้าใหม่
上级	ผู้บังคับบัญชา	เขารายงานสถานการณ์ต่อผู้บังคับบัญชา
上进	ใฝ่ก้าวหน้า	เธอเป็นคนใฝ่ก้าวหน้ามาโดยตลอด
上任	เข้ารับตำแหน่ง	ผู้จัดการคนใหม่จะเข้ารับตำแหน่งสัปดาห์หน้า
上瘾	ติด	หลายคนติดวิดีโอสั้น
上游	ต้นน้ำ	มลพิษมาจากต้นน้ำของแม่น้ำ
尚且	แม้แต่	แม้แต่ผู้ใหญ่ก็ยังทำผิดได้
捎	ฝากส่ง	ช่วยฝากส่งข้อความให้ฉันหน่อย
梢	ปลายกิ่ง	นกเกาะอยู่บนปลายกิ่ง
哨	ยามเฝ้า	หน้าประตูมียามเฝ้าหนึ่งนาย
奢侈	ฟุ่มเฟือย	การบริโภคแบบนี้ฟุ่มเฟือยเกินไป
舌头	ลิ้น	เขาลวกลิ้น
摄氏度	องศาเซลเซียส	วันนี้อุณหภูมิสามสิบองศาเซลเซียส
涉及	เกี่ยวข้องกับ	รายงานเกี่ยวข้องกับหลายหน่วยงาน
社区	ชุมชน	ชุมชนจัดการบรรยายเรื่องสุขภาพ
设立	จัดตั้ง	โรงเรียนจัดตั้งทุนการศึกษา
设想	แนวคิด	แนวคิดนี้ยังต้องอภิปราย
设置	ตั้งค่า	กรุณาตั้งรหัสผ่านใหม่
呻吟	คราง	คนไข้ครางเบาๆ
深奥	ลึกซึ้งเข้าใจยาก	เนื้อหาในหนังสือเล่มนี้ลึกซึ้งเข้าใจยาก
深沉	ทุ้มลึก	เสียงของเขาต่ำและทุ้มลึก
深情厚谊	มิตรภาพลึกซึ้ง	ประชาชนสองประเทศสร้างมิตรภาพลึกซึ้งต่อกัน
申报	ยื่นแจ้ง	ผู้โดยสารต้องยื่นแจ้งสิ่งของตามความจริง
绅士	สุภาพบุรุษ	กิริยาของเขาเหมือนสุภาพบุรุษ
神经	เส้นประสาท	ความเครียดส่งผลต่อระบบเส้นประสาท
神奇	มหัศจรรย์	ทิวทัศน์ที่นี่มหัศจรรย์มาก
神气	ท่าทางมั่นใจ	วันนี้เขาดูมีท่าทางมั่นใจเป็นพิเศษ
神圣	ศักดิ์สิทธิ์	นี่คือหน้าที่อันศักดิ์สิทธิ์
神态	สีหน้า	สีหน้าของเธอสงบมาก
神仙	เทพเซียน	ตำนานเล่าว่ามีเทพเซียนอาศัยอยู่ในภูเขา
审查	ตรวจสอบ	แพลตฟอร์มจะตรวจสอบเนื้อหาที่เผยแพร่
审理	พิจารณาคดี	ศาลกำลังพิจารณาคดีนี้
审美	รสนิยมความงาม	รสนิยมความงามของเขาเป็นเอกลักษณ์มาก
审判	การพิจารณาพิพากษา	การพิจารณาพิพากษาแบบเปิดเผยดึงดูดความสนใจจากสื่อ
慎重	รอบคอบ	การตัดสินใจครั้งนี้ต้องรอบคอบ
渗透	ซึมผ่าน	น้ำฝนค่อยๆ ซึมผ่านลงในดิน
声明	แถลงการณ์	บริษัทออกแถลงการณ์อย่างเป็นทางการ
声势	กระแสแรง	การประชาสัมพันธ์ครั้งนี้มีกระแสแรงมาก
声誉	ชื่อเสียง	คุณภาพสินค้าส่งผลต่อชื่อเสียงของแบรนด์
牲畜	ปศุสัตว์	คนเลี้ยงสัตว์ต้อนปศุสัตว์กลับทุ่งหญ้า
生存	การดำรงชีวิต	สัตว์ป่าต้องการพื้นที่สำหรับการดำรงชีวิต
生机	ชีวิตชีวา	ฝนฤดูใบไม้ผลิทำให้ผืนดินเต็มไปด้วยชีวิตชีวา
生理	สรีรวิทยา	การนอนหลับส่งผลต่อสภาพสรีรวิทยาของคน
生疏	ไม่ชำนาญ	ไม่ได้ฝึกมาหลายปี เปียโนของเขาจึงไม่ชำนาญนัก
生态	ระบบนิเวศ	การคุ้มครองป่าเกี่ยวข้องกับสมดุลระบบนิเวศ
生物	สิ่งมีชีวิต	ในทะเลมีสิ่งมีชีวิตแปลกๆ มากมาย
生效	มีผลบังคับ	ข้อกำหนดใหม่จะมีผลบังคับอย่างเป็นทางการพรุ่งนี้
生肖	ปีนักษัตร	ปีนักษัตรของคุณคืออะไร
生锈	ขึ้นสนิม	โซ่จักรยานขึ้นสนิมแล้ว
生育	การมีบุตร	โรงพยาบาลให้บริการปรึกษาเรื่องการมีบุตร
省会	เมืองเอกประจำมณฑล	เฉิงตูเป็นเมืองเอกประจำมณฑลเสฉวนมาตั้งแต่โบราณ
盛产	ผลิตมาก	ที่นี่ผลิตชาคุณภาพดีมาก
盛开	บานสะพรั่ง	ดอกซากุระในสวนกำลังบานสะพรั่ง
盛情	น้ำใจไมตรี	พวกเราขอบคุณการต้อนรับด้วยน้ำใจไมตรีของเจ้าบ้าน
盛行	แพร่หลาย	สไตล์แบบนี้เคยแพร่หลายมาก
胜负	แพ้ชนะ	นาทีสุดท้ายของการแข่งขันตัดสินแพ้ชนะ
失事	ประสบอุบัติเหตุ	สาเหตุที่เครื่องบินประสบอุบัติเหตุยังอยู่ระหว่างสอบสวน
失误	ความผิดพลาด	ความผิดพลาดเล็กน้อยครั้งเดียวทำให้โครงการล่าช้า
失踪	สูญหาย	ตำรวจกำลังค้นหาเด็กที่สูญหาย
尸体	ศพ	ทีมกู้ภัยพบศพผู้เสียชีวิต
师范	ด้านครู	เธอสำเร็จการศึกษาจากมหาวิทยาลัยด้านครู
施加	กดดัน	ผู้ปกครองไม่ควรกดดันมากเกินไป
施展	แสดงความสามารถ	ในที่สุดเขาก็มีโอกาสแสดงความสามารถ
十足	เต็มเปี่ยม	เขามีความมั่นใจต่อผลลัพธ์เต็มเปี่ยม
实惠	คุ้มค่า	ร้านนี้ราคาคุ้มค่ามาก
实力	ศักยภาพ	ศักยภาพโดยรวมของทีมแข็งแกร่งมาก
实施	ดำเนินการ	รัฐบาลเริ่มดำเนินการตามแผนใหม่
实事求是	ยึดข้อเท็จจริง	การทำวิจัยต้องยึดข้อเท็จจริง
实行	ใช้ปฏิบัติ	บริษัทใช้ระบบงานยืดหยุ่นในการปฏิบัติ
实质	แก่นแท้	แก่นแท้ของปัญหาไม่ได้เปลี่ยนไป
拾	เก็บขึ้น	เขาก้มลงเก็บกุญแจบนพื้นขึ้นมา
时常	บ่อยครั้ง	คุณปู่บ่อยครั้งเล่าเรื่องสมัยหนุ่ม
时而	บางครั้ง	อากาศบางครั้งแจ่มใส บางครั้งครึ้ม
时光	ช่วงเวลา	ช่วงเวลาที่ดีมักสั้นเสมอ
时机	จังหวะเวลา	ตอนนี้ไม่ใช่จังหวะเวลาที่ดีสำหรับการเจรจา
时事	เหตุการณ์ปัจจุบัน	นักเรียนอภิปรายเหตุการณ์ปัจจุบันระหว่างประเทศทุกสัปดาห์
石油	น้ำมันปิโตรเลียม	ราคาน้ำมันปิโตรเลียมเพิ่มขึ้นอีกครั้ง
识别	ระบุจำแนก	ระบบสามารถระบุจำแนกใบหน้าของคนต่างกันได้
使命	ภารกิจ	การปกป้องสิ่งแวดล้อมเป็นภารกิจร่วมกัน
世代	รุ่นต่อรุ่น	ฝีมือนี้สืบทอดในครอบครัวรุ่นต่อรุ่น
