hsk_key	source_word	simplified	PT-BR	example_PT-BR	ES-419	example_ES-419
3074:顺	顺	顺	suave; sem obstáculos	Esta estrada é tranquila, então dirigir é conveniente.	fluido; sin obstáculos	Esta carretera es fluida, así que manejar es cómodo.
3081:四处	四处	四处	por toda parte; ao redor	As crianças correram por todo o quintal.	por todas partes; alrededor	Los niños corrían por todo el patio.
3083:四周	四周	四周	arredores; em volta	Há árvores em volta da casa.	alrededor; alrededores	Hay árboles alrededor de la casa.
3084:搜	搜	搜	procurar; buscar	A polícia está procurando pistas sobre a pessoa desaparecida.	buscar; registrar	La policía está buscando pistas sobre la persona desaparecida.
3087:酸甜苦辣	酸甜苦辣	酸甜苦辣	azedo, doce, amargo e picante; altos e baixos da vida	Este livro retrata os altos e baixos da vida.	sabores de la vida; altibajos	Este libro retrata los altibajos de la vida.
3088:随	随	随	seguir; conforme	Os preços mudam conforme as estações.	seguir; según	Los precios cambian según las estaciones.
3089:随后	随后	随后	depois; em seguida	A reunião terminou, e todos foram embora em seguida.	después; enseguida	La reunión terminó y todos se fueron después.
3094:损害	损害	损害	prejudicar; danificar	Fumar prejudica a saúde.	dañar; perjudicar	Fumar perjudica la salud.
3097:缩小	缩小	缩小	reduzir; diminuir	A empresa espera reduzir a diferença de custos.	reducir; disminuir	La empresa espera reducir la brecha de costos.
3100:他人	他人	他人	outras pessoas	Não pegue as coisas dos outros sem permissão.	otras personas	No tomes las cosas de otras personas sin permiso.
3101:台灯	台灯	台灯	luminária de mesa	Há uma luminária de mesa sobre a escrivaninha.	lámpara de escritorio	Hay una lámpara de escritorio sobre el escritorio.
3104:谈话	谈话	谈话	conversa; conversar	Esta conversa nos ajudou a entender melhor um ao outro.	conversación; hablar	Esta conversación nos ayudó a entendernos mejor.
3107:特产	特产	特产	especialidade local	O chá é uma especialidade local daqui.	producto típico local	El té es un producto típico local de aquí.
3110:特有	特有	特有	único; característico	Esta planta tem uma fragrância característica.	único; característico	Esta planta tiene una fragancia característica.
3112:疼痛	疼痛	疼痛	dor	Depois do exercício, há um pouco de dor nas pernas.	dolor	Después del ejercicio, hay algo de dolor en las piernas.
3114:提交	提交	提交	entregar; submeter	Por favor, entregue o relatório antes de sexta-feira.	entregar; presentar	Por favor, entrega el informe antes del viernes.
3116:提起	提起	提起	mencionar; levantar	Quando alguém menciona a cidade natal dele, ele fica muito feliz.	mencionar; levantar	En cuanto se menciona su ciudad natal, se pone muy contento.
3117:提升	提升	提升	melhorar; elevar	O treinamento pode melhorar as habilidades dos funcionários.	mejorar; elevar	La capacitación puede mejorar las habilidades de los empleados.
3120:体力	体力	体力	força física	Corrida de longa distância testa muito a força física.	fuerza física	Las carreras de larga distancia ponen a prueba la fuerza física.
3123:替	替	替	por; no lugar de	Respondi a um e-mail pelo meu colega.	por; en lugar de	Respondí un correo en lugar de mi compañero.
3125:天上	天上	天上	no céu	Há algumas nuvens brancas no céu.	en el cielo	Hay algunas nubes blancas en el cielo.
3126:填	填	填	preencher	Por favor, preencha seu nome na primeira linha.	llenar; completar	Por favor, escribe tu nombre en la primera línea.
3127:甜品	甜品	甜品	sobremesa	Depois da refeição, pedimos uma sobremesa.	postre	Después de la comida, pedimos un postre.
3128:挑	挑	挑	escolher; selecionar	Ele escolheu um casaco cinza.	escoger; seleccionar	Escogió un abrigo gris.
3129:挑选	挑选	挑选	escolher; selecionar	Ela está escolhendo um presente de aniversário.	escoger; seleccionar	Está escogiendo un regalo de cumpleaños.
3130:调	调	调	ajustar	Por favor, aumente um pouco a temperatura do ar-condicionado.	ajustar	Por favor, sube un poco la temperatura del aire acondicionado.
3134:跳高	跳高	跳高	salto em altura	Ele participou do salto em altura na competição da escola.	salto de altura	Participó en el salto de altura en la competencia escolar.
3135:跳远	跳远	跳远	salto em distância	O salto em distância exige velocidade e força.	salto de longitud	El salto de longitud requiere velocidad y fuerza.
3136:贴	贴	贴	colar; grudar	Ela colou a foto na parede.	pegar; adherir	Ella pegó la foto en la pared.
3137:铁路	铁路	铁路	ferrovia	Esta ferrovia conecta as cidades do norte e do sul.	ferrocarril; vía férrea	Este ferrocarril conecta las ciudades del norte y del sur.
3138:停留	停留	停留	permanecer; parar	Os turistas ficaram meia hora à beira do lago.	quedarse; detenerse	Los turistas se quedaron media hora junto al lago.
3140:通行	通行	通行	passar; reabrir ao tráfego	Esta ponte será reaberta ao tráfego amanhã.	transitar; abrir al tráfico	Este puente reabrirá al tráfico mañana.
3141:同	同	同	mesmo; com	Eu fui ao teatro com um amigo.	mismo; con	Fui al teatro con un amigo.
3143:同一	同一	同一	o mesmo; idêntico	Eles moram no mesmo prédio.	el mismo; idéntico	Viven en el mismo edificio.
3147:投	投	投	arremessar; investir; votar	Ele arremessou a bola na cesta.	lanzar; invertir; votar	Lanzó la pelota dentro de la canasta.
3149:头	头	头	sufixo; cabeça	Ainda há um livro dentro da caixa.	sufijo; cabeza	Todavía hay un libro dentro de la caja.
3151:图画	图画	图画	desenho; imagem	O desenho da criança está pendurado na parede.	dibujo; imagen	El dibujo del niño está colgado en la pared.
3152:图书	图书	图书	livros	A biblioteca comprou muitos livros novos.	libros	La biblioteca compró muchos libros nuevos.
3157:团队	团队	团队	equipe	Esta equipe trabalha muito bem em conjunto.	equipo	Este equipo coopera muy bien.
3158:推动	推动	推动	impulsionar; promover	A nova tecnologia impulsionou o desenvolvimento do setor.	impulsar; promover	La nueva tecnología impulsó el desarrollo del sector.
3161:推进	推进	推进	avançar; promover	A empresa está avançando com este projeto.	avanzar; impulsar	La empresa está impulsando este proyecto.
3163:退出	退出	退出	desistir; sair	Ele decidiu desistir desta competição.	retirarse; salir	Decidió retirarse de esta competencia.
3164:退还	退还	退还	devolver; reembolsar	O comerciante concordou em reembolsar todas as taxas.	devolver; reembolsar	El comerciante aceptó reembolsar todos los cargos.
3166:拖鞋	拖鞋	拖鞋	chinelos; pantufas	Depois de entrar em casa, por favor coloque os chinelos.	pantuflas; sandalias de casa	Después de entrar a la casa, por favor ponte las pantuflas.
3167:外部	外部	外部	externo; parte de fora	A parte externa da máquina precisa de limpeza regular.	externo; exterior	El exterior de la máquina necesita limpieza regular.
3169:外观	外观	外观	aparência; exterior	A aparência deste carro é muito bonita.	apariencia; exterior	La apariencia de este auto es muy bonita.
3170:外婆	外婆	外婆	avó materna	Minha avó materna fez o jantar da véspera do Ano-Novo Lunar para mim.	abuela materna	Mi abuela materna me preparó la cena de víspera del Año Nuevo Lunar.
3171:外形	外形	外形	formato; forma externa	Este modelo de celular tem um formato fino e leve.	forma exterior; diseño	Este modelo de celular tiene un diseño delgado y ligero.
3172:弯	弯	弯	curvo; curva	Este caminho é estreito e cheio de curvas.	curvo; curva	Este sendero es angosto y curvo.
3183:围	围	围	cercar; rodear	As crianças se reuniram ao redor da professora.	rodear; cercar	Los niños se reunieron alrededor de la maestra.
3186:违法	违法	违法	violar a lei; ilegal	Dirigir depois de beber é ilegal.	violar la ley; ilegal	Manejar después de beber es ilegal.
3202:问卷	问卷	问卷	questionário	Por favor, preencha este questionário.	cuestionario	Por favor, completa este cuestionario.
3203:握	握	握	segurar; apertar	Ele segurava firmemente a mão do amigo.	sostener; agarrar	Sostenía con fuerza la mano de su amigo.
3206:无关	无关	无关	sem relação; irrelevante	Este assunto não tem nada a ver com ele.	sin relación; irrelevante	Este asunto no tiene nada que ver con él.
3209:无限	无限	无限	ilimitado; infinito	Os jovens têm possibilidades ilimitadas.	ilimitado; infinito	Los jóvenes tienen posibilidades ilimitadas.
3210:无效	无效	无效	inválido; ineficaz	Este ingresso já está inválido.	inválido; ineficaz	Este boleto ya no es válido.
3213:舞台	舞台	舞台	palco	Os atores subiram ao palco.	escenario	Los actores subieron al escenario.
3214:五颜六色	五颜六色	五颜六色	colorido; multicolorido	O jardim está cheio de flores coloridas.	colorido; multicolor	El jardín está lleno de flores coloridas.
3216:物价	物价	物价	preços; custo de vida	Os preços têm subido rapidamente recentemente.	precios; costo de vida	Los precios han subido rápidamente recientemente.
3218:物品	物品	物品	item; objeto	Por favor, mantenha os objetos de valor com você.	objeto; artículo	Por favor, lleva contigo los objetos de valor.
3221:西餐	西餐	西餐	comida ocidental	Este restaurante serve principalmente comida ocidental.	comida occidental	Este restaurante sirve principalmente comida occidental.
3222:吸管	吸管	吸管	canudo	Por favor, me dê um canudo.	popote; pajilla	Por favor, dame un popote.
3224:西装	西装	西装	terno	Ele usou um terno preto para participar da reunião.	traje	Trajo un traje negro para asistir a la reunión.
3225:戏	戏	戏	peça; drama	Esta peça é muito interessante.	obra de teatro; drama	Esta obra de teatro es muy interesante.
3231:先后	先后	先后	sucessivamente; em ordem	Três convidados subiram ao palco sucessivamente para falar.	sucesivamente; en orden	Tres invitados subieron al escenario sucesivamente para hablar.
3233:闲	闲	闲	livre; ocioso	No fim de semana, ele fica relativamente livre.	libre; ocioso	Los fines de semana está relativamente libre.
3240:现代化	现代化	现代化	modernizar; modernização	Esta cidade está acelerando sua modernização.	modernizar; modernización	Esta ciudad está acelerando su modernización.
3241:线路	线路	线路	linha; rota	Esta linha de ônibus passa pela escola.	línea; ruta	Esta ruta de autobús pasa por la escuela.
3246:乡	乡	乡	campo; vila	Ele cresceu no campo desde pequeno.	campo; pueblo	Creció en el campo desde niño.
3248:乡村	乡村	乡村	vila; campo	O ar do campo é muito fresco.	pueblo; campo	El aire del campo es muy fresco.
3254:响声	响声	响声	som; ruído	Um som estranho veio de fora da porta.	sonido; ruido	Un sonido extraño vino de afuera de la puerta.
3257:相册	相册	相册	álbum de fotos	Ela colocou as fotos da viagem no álbum.	álbum de fotos	Guardó las fotos del viaje en el álbum.
3260:向上	向上	向上	para cima	A criança levantou o balão para cima.	hacia arriba	El niño levantó el globo hacia arriba.
3263:消费者	消费者	消费者	consumidor	Os consumidores têm o direito de conhecer as informações do produto.	consumidor	Los consumidores tienen derecho a conocer la información del producto.
3266:销量	销量	销量	volume de vendas	O volume de vendas do novo produto superou as expectativas.	volumen de ventas	El volumen de ventas del nuevo producto superó las expectativas.
3270:小型	小型	小型	pequeno; de pequeno porte	Este é um pequeno café.	pequeño; de tamaño pequeño	Esta es una cafetería pequeña.
3271:小于	小于	小于	menor que	Dois é menor que cinco.	menor que	Dos es menor que cinco.
3279:新人	新人	新人	novato; recém-casado	A empresa organizou treinamento para os novatos.	nuevo empleado; recién casado	La empresa organizó capacitación para los nuevos empleados.
3282:新型	新型	新型	novo tipo	Este é um novo tipo de material ecológico.	nuevo tipo	Este es un nuevo tipo de material ecológico.
3285:信用	信用	信用	crédito; confiança	Bom crédito é muito importante para empréstimos.	crédito; confianza	Un buen crédito es importante para los préstamos.
3286:行程	行程	行程	roteiro; itinerário	O guia enviou a todos o roteiro de amanhã.	itinerario; recorrido	El guía envió a todos el itinerario de mañana.
3293:行驶	行驶	行驶	trafegar; dirigir	O veículo está trafegando na rodovia.	circular; desplazarse	El vehículo circula por la autopista.
3297:行走	行走	行走	caminhar; andar	Ao caminhar no chão em dia de chuva, tenha cuidado.	caminar; desplazarse a pie	Ten cuidado al caminar sobre el suelo en días de lluvia.
3303:需	需	需	precisar; exigir	Este assunto exige mais discussão.	necesitar; requerir	Este asunto requiere más discusión.
3309:学分	学分	学分	crédito acadêmico	Este curso vale três créditos acadêmicos.	crédito académico	Este curso tiene tres créditos académicos.
3310:学科	学科	学科	disciplina; área acadêmica	A medicina é uma disciplina importante.	disciplina; materia académica	La medicina es una disciplina importante.
3312:学年	学年	学年	ano letivo; ano acadêmico	O novo ano letivo começa em setembro.	año escolar; año académico	El nuevo año escolar empieza en septiembre.
3314:学者	学者	学者	acadêmico; estudioso	Este acadêmico pesquisa a história da China.	académico; estudioso	Este académico estudia la historia de China.
3315:雪糕	雪糕	雪糕	picolé; sorvete de palito	No verão, as crianças gostam de comer picolé.	helado de palito; paleta	En verano, a los niños les gusta comer paletas.
3323:鸭子	鸭子	鸭子	pato	Há alguns patos nadando no lago.	pato	Hay varios patos nadando en el lago.
3325:沿	沿	沿	ao longo de	Caminhamos devagar ao longo do rio.	a lo largo de	Caminamos lentamente a lo largo del río.
3327:研发	研发	研发	pesquisar e desenvolver	A empresa está desenvolvendo um novo tipo de robô.	investigar y desarrollar	La empresa está desarrollando un nuevo tipo de robot.
3329:研制	研制	研制	desenvolver; criar por pesquisa	A equipe de pesquisa desenvolveu um novo medicamento.	desarrollar; crear mediante investigación	El equipo de investigación desarrolló un nuevo medicamento.
3330:眼	眼	眼	olho	O vento estava forte demais, então ele semicerrou os olhos.	ojo	El viento era demasiado fuerte, así que entrecerró los ojos.
3332:眼泪	眼泪	眼泪	lágrimas	Ela ficou tão emocionada que derramou lágrimas.	lágrimas	Se conmovió tanto que derramó lágrimas.
3339:要不是	要不是	要不是	se não fosse por	Se você não tivesse me lembrado, eu quase teria esquecido a reunião.	si no fuera por; de no ser por	Si no me hubieras recordado, casi habría olvidado la reunión.
3340:药品	药品	药品	medicamento; produto farmacêutico	Os medicamentos devem ser usados conforme as instruções.	medicamento; producto farmacéutico	Los medicamentos deben usarse según las instrucciones.
3341:药物	药物	药物	remédio; medicamento	Este remédio não pode ser tomado de estômago vazio.	medicamento; fármaco	Este medicamento no se puede tomar con el estómago vacío.
3342:夜间	夜间	夜间	durante a noite; período noturno	Tenha cuidado especial ao dirigir à noite.	durante la noche; horario nocturno	Ten especial cuidado al manejar de noche.
3343:夜市	夜市	夜市	mercado noturno	À noite, esta rua vira um mercado noturno.	mercado nocturno	Esta calle se convierte en mercado nocturno por la noche.
3348:医疗	医疗	医疗	atendimento médico; saúde	Os serviços de saúde da comunidade estão ficando cada vez mais convenientes.	atención médica; salud	Los servicios de salud comunitarios son cada vez más convenientes.
3350:医学	医学	医学	medicina; ciência médica	Ela estudou medicina na universidade.	medicina; ciencia médica	Ella estudió medicina en la universidad.
3351:移	移	移	mover; deslocar	Por favor, mova a mesa um pouco para a esquerda.	mover; desplazar	Por favor, mueve la mesa un poco hacia la izquierda.
3352:一次性	一次性	一次性	descartável; de uso único	O restaurante não oferece mais hashis descartáveis.	desechable; de un solo uso	El restaurante ya no ofrece palillos desechables.
3353:一代	一代	一代	geração	Esta geração de jovens valoriza mais a proteção ambiental.	generación	Esta generación de jóvenes valora más la protección ambiental.
3357:一路	一路	一路	o caminho todo; durante todo o trajeto	Ele correu o caminho todo até a estação.	todo el camino; durante todo el trayecto	Corrió todo el camino hasta la estación.
3358:一路顺风	一路顺风	一路顺风	boa viagem	Antes de meu amigo partir, eu lhe desejei boa viagem.	buen viaje	Antes de que mi amigo saliera, le deseé buen viaje.
3372:音量	音量	音量	volume do som	Por favor, abaixe um pouco o volume da televisão.	volumen	Por favor, baja un poco el volumen de la televisión.
3374:引进	引进	引进	introduzir; trazer de fora	A escola introduziu novos equipamentos de ensino.	introducir; incorporar	La escuela incorporó nuevos equipos de enseñanza.
3377:应当	应当	应当	dever; ser apropriado	Os estudantes devem terminar a lição no prazo.	deber; corresponder	Los estudiantes deben terminar la tarea a tiempo.
3378:迎	迎	迎	receber; dar as boas-vindas	Todos ficaram na entrada para receber os convidados.	recibir; dar la bienvenida	Todos se pararon en la entrada para recibir a los invitados.
3382:影片	影片	影片	filme	Este filme recebeu boas avaliações.	película; filme	Esta película recibió buenas reseñas.
3383:影视	影视	影视	cinema e televisão	Ele trabalha no setor de cinema e televisão.	cine y televisión	Trabaja en la industria del cine y la televisión.
3385:应对	应对	应对	responder a; lidar com	A empresa está lidando com novas mudanças do mercado.	responder a; enfrentar	La empresa está enfrentando nuevos cambios del mercado.
3391:用法	用法	用法	uso; modo de usar	O professor explicou o uso desta palavra.	uso; forma de usar	El maestro explicó el uso de esta palabra.
3393:用力	用力	用力	usar força	A porta é pesada e precisa ser empurrada com força.	usar fuerza	La puerta es pesada y hay que empujarla con fuerza.
3394:用品	用品	用品	artigos; suprimentos	Os artigos de viagem já foram colocados na mala.	artículos; suministros	Los artículos de viaje ya están dentro de la maleta.
3398:优良	优良	优良	excelente; de boa qualidade	Esta variedade tem características excelentes.	excelente; de buena calidad	Esta variedad tiene características excelentes.
3401:优质	优质	优质	de alta qualidade	Esta loja oferece serviço de alta qualidade.	de alta calidad	Esta tienda ofrece servicio de alta calidad.
3402:由此	由此	由此	a partir disso; portanto	A partir disso, dá para ver que o plano precisa de ajustes.	a partir de esto; por lo tanto	A partir de esto, se puede ver que el plan necesita ajustes.
3403:邮寄	邮寄	邮寄	enviar pelo correio	Enviei os documentos ao cliente pelo correio.	enviar por correo	Envié los documentos al cliente por correo.
3406:邮票	邮票	邮票	selo postal	Há um selo postal colado no envelope.	estampilla; sello postal	Hay una estampilla pegada en el sobre.
3407:油条	油条	油条	massa frita chinesa	As massas fritas da loja de café da manhã são muito populares.	churro chino; masa frita china	Las masas fritas chinas de la tienda de desayunos son muy populares.
3409:有害	有害	有害	prejudicial	Este gás é prejudicial ao corpo humano.	dañino; perjudicial	Este gas es dañino para el cuerpo humano.
3410:有力	有力	有力	forte; poderoso	Esta é uma medida forte de apoio.	fuerte; eficaz	Esta es una medida de apoyo fuerte.
3412:有限	有限	有限	limitado	Nosso tempo é limitado.	limitado	Nuestro tiempo es limitado.
3413:有益	有益	有益	benéfico	A leitura é benéfica para aprender idiomas.	beneficioso	La lectura es beneficiosa para aprender idiomas.
3414:有助于	有助于	有助于	ajudar; contribuir para	Sono suficiente ajuda a recuperar a força física.	ayudar; contribuir a	Dormir lo suficiente ayuda a recuperar la fuerza física.
3418:雨水	雨水	雨水	água da chuva	A água da chuva escorreu pelo telhado.	agua de lluvia	El agua de lluvia bajó por el techo.
3419:语文	语文	语文	língua chinesa; língua e literatura	As notas dele em língua chinesa sempre foram boas.	lengua china; lengua y literatura	Sus calificaciones en lengua china siempre han sido buenas.
3420:语音	语音	语音	som da fala; voz	Este software consegue reconhecer a voz.	sonido del habla; voz	Este software puede reconocer la voz.
3422:预测	预测	预测	prever; fazer previsão	Especialistas preveem que os preços subirão no ano que vem.	predecir; pronosticar	Los expertos predicen que los precios subirán el próximo año.
3425:预计	预计	预计	estimar; esperar	Espera-se que o projeto seja concluído até o fim do ano.	prever; estimar	Se prevé que el proyecto se complete a finales de año.
3427:预约	预约	预约	marcar horário; agendar	É melhor marcar horário antes de ir à consulta externa.	hacer una cita; reservar	Es mejor hacer una cita antes de ir a consulta externa.
3428:原	原	原	original; anterior	Por favor, prossiga de acordo com o plano original.	original; anterior	Por favor, procede según el plan original.
3430:原有	原有	原有	original; existente	O novo sistema manteve as funções originais.	original; existente	El nuevo sistema conservó las funciones originales.
3434:愿	愿	愿	estar disposto; desejar	Estou disposto a compartilhar experiências com todos.	estar dispuesto; desear	Estoy dispuesto a compartir mi experiencia con todos.
3436:约定	约定	约定	acordo; combinar	Combinamos de nos encontrar amanhã de manhã.	acuerdo; acordar	Acordamos reunirnos mañana por la mañana.
3437:运	运	运	transportar; mover	O motorista transportou as mercadorias até o armazém.	transportar; mover	El conductor transportó las mercancías al almacén.
3438:运费	运费	运费	frete; taxa de envio	O frete deste produto é de dez yuans.	costo de envío; flete	El costo de envío de este artículo es de diez yuanes.
3442:在场	在场	在场	estar presente	Quando o acidente aconteceu, ele também estava presente.	estar presente	Cuando ocurrió el accidente, él también estaba presente.
3444:在内	在内	在内	incluindo	A taxa inclui hospedagem.	incluido; incluyendo	El costo incluye el alojamiento.
3445:在线	在线	在线	pela internet; online	Os estudantes podem entregar a lição pela internet.	en línea; por internet	Los estudiantes pueden entregar la tarea en línea.
3448:糟	糟	糟	ruim; terrível	A situação do trânsito hoje está terrível.	malo; terrible	La situación del tráfico hoy es terrible.
3450:早期	早期	早期	fase inicial; período inicial	O projeto encontrou muitas dificuldades na fase inicial.	etapa inicial; periodo temprano	El proyecto encontró muchas dificultades en la etapa inicial.
3451:早晚	早晚	早晚	mais cedo ou mais tarde; manhã e noite	Enquanto você persistir, mais cedo ou mais tarde verá resultados.	tarde o temprano; mañana y noche	Si sigues insistiendo, tarde o temprano verás resultados.
3452:早已	早已	早已	há muito tempo; já	Todos já sabiam desta notícia há muito tempo.	desde hace mucho; ya	Todos conocen esta noticia desde hace mucho tiempo.
3453:造	造	造	fazer; construir	Os trabalhadores estão construindo uma nova ponte.	hacer; construir	Los trabajadores están construyendo un puente nuevo.
3455:增	增	增	aumentar	A renda da empresa aumentou bastante este ano.	aumentar	Los ingresos de la empresa aumentaron bastante este año.
3456:增进	增进	增进	aprofundar; melhorar	A comunicação pode aprofundar o entendimento mútuo.	mejorar; fortalecer	La comunicación puede fortalecer el entendimiento mutuo.
3457:增强	增强	增强	fortalecer; aumentar	Exercício pode fortalecer a força física.	fortalecer; aumentar	El ejercicio puede fortalecer la fuerza física.
3458:赠	赠	赠	dar de presente	A escola deu um lote de livros aos alunos.	dar como regalo; obsequiar	La escuela obsequió un lote de libros a los estudiantes.
3460:炸	炸	炸	fritar em óleo; explodir	Este tipo de panqueca precisa ser frito em óleo.	freír; explotar	Este tipo de panqueque necesita freírse en aceite.
3463:展出	展出	展出	expor; exibir	O museu está expondo obras de pintura tradicional chinesa.	exhibir; exponer	El museo está exhibiendo obras de pintura tradicional china.
3469:站台	站台	站台	plataforma de estação	Os passageiros estão esperando na plataforma.	andén; plataforma de estación	Los pasajeros esperan en el andén.
3472:涨价	涨价	涨价	aumentar preços; ficar mais caro	Este restaurante aumentou os preços recentemente.	subir precios; encarecerse	Este restaurante subió sus precios recientemente.
3473:掌声	掌声	掌声	aplausos	Depois que a apresentação terminou, os aplausos foram muito calorosos.	aplausos	Después de que terminó la presentación, los aplausos fueron muy entusiastas.
3475:账号	账号	账号	conta; identificador da conta	Por favor, não conte sua conta a outras pessoas.	cuenta; número de cuenta	Por favor, no le digas tu cuenta a otras personas.
3479:折扣	折扣	折扣	desconto	Esta peça de roupa tem vinte por cento de desconto.	descuento	Esta prenda tiene un veinte por ciento de descuento.
3481:真诚	真诚	真诚	sincero	O pedido de desculpas dele foi muito sincero.	sincero	Su disculpa fue muy sincera.
3488:争	争	争	disputar; competir	As duas equipes estão disputando o campeonato.	competir; luchar por	Los dos equipos compiten por el campeonato.
3492:整整	整整	整整	inteiro; completo	Ele esperou duas horas inteiras.	entero; completo	Esperó dos horas completas.
3496:正如	正如	正如	assim como	Assim como o professor disse, a prática é muito importante.	tal como; justo como	Tal como dijo el maestro, practicar es muy importante.
3500:知名	知名	知名	conhecido; famoso	Esta é uma empresa conhecida.	conocido; reconocido	Esta es una empresa reconocida.
3503:职场	职场	职场	ambiente de trabalho; mercado profissional	Novatos que entram no mercado profissional precisam aprender muitas coisas.	lugar de trabajo; ámbito laboral	Los nuevos empleados que entran al ámbito laboral necesitan aprender muchas cosas.
3504:职工	职工	职工	funcionário; empregado	A fábrica tem trezentos funcionários.	empleado; trabajador	La fábrica tiene trescientos empleados.
3506:止	止	止	parar; terminar	A atividade termina às nove da noite.	terminar; detenerse	La actividad termina a las nueve de la noche.
3508:至	至	至	até; de... a...	O horário de funcionamento é de segunda a sexta-feira.	hasta; de... a...	El horario de apertura es de lunes a viernes.
3509:治	治	治	tratar; governar	O médico disse que esta doença pode ser tratada.	tratar; gobernar	El médico dijo que esta enfermedad se puede tratar.
3510:制订	制订	制订	formular; elaborar	A empresa está elaborando um novo plano de treinamento.	formular; elaborar	La empresa está elaborando un nuevo plan de capacitación.
3520:中华	中华	中华	chinês; China	A cultura chinesa tem uma longa história.	chino; China	La cultura china tiene una larga historia.
3521:中华民族	中华民族	中华民族	povo chinês; nação chinesa	O povo chinês tem tradições ricas e variadas.	nación china; pueblo chino	La nación china tiene tradiciones ricas y variadas.
3522:中级	中级	中级	nível intermediário	Ele está estudando chinês de nível intermediário.	nivel intermedio	Está estudiando chino de nivel intermedio.
3524:中期	中期	中期	meio do período; fase intermediária	O projeto precisa de uma avaliação na fase intermediária.	periodo medio; etapa intermedia	El proyecto necesita una evaluación en la etapa intermedia.
3525:中外	中外	中外	chinês e estrangeiro	A reunião convidou muitos especialistas chineses e estrangeiros.	chino y extranjero	La reunión invitó a muchos expertos chinos y extranjeros.
3527:中药	中药	中药	medicina chinesa; ervas medicinais chinesas	Nesta farmácia, é possível comprar medicina chinesa.	medicina china; remedios chinos	En esta farmacia se puede comprar medicina china.
3528:中医	中医	中医	medicina tradicional chinesa; médico chinês	Ele tem muito interesse por medicina tradicional chinesa.	medicina tradicional china; médico chino	Le interesa mucho la medicina tradicional china.
3532:众多	众多	众多	numerosos; muitos	Esta plataforma atraiu muitos usuários.	numeroso; muchos	Esta plataforma atrajo a muchos usuarios.
3546:主食	主食	主食	alimento básico	O arroz é o alimento básico de muitas pessoas no sul.	alimento básico	El arroz es el alimento básico de muchas personas en el sur.
3550:住房	住房	住房	moradia; habitação	Os preços da moradia urbana sempre recebem atenção.	vivienda	Los precios de la vivienda urbana siempre reciben atención.
3551:住宿	住宿	住宿	hospedagem; alojamento	A agência de viagens vai nos ajudar a organizar a hospedagem.	alojamiento; hospedaje	La agencia de viajes nos ayudará a organizar el alojamiento.
3552:住址	住址	住址	endereço	Por favor, preencha seu endereço atual no formulário.	dirección; domicilio	Por favor, completa tu dirección actual en el formulario.
3573:子女	子女	子女	filhos; filhos e filhas	Todos os pais esperam que os filhos cresçam saudáveis.	hijos; hijos e hijas	Todos los padres esperan que sus hijos crezcan sanos.
3578:自身	自身	自身	si mesmo; próprio	Todos devem prestar atenção à própria segurança.	uno mismo; propio	Todos deben prestar atención a su propia seguridad.
3581:总部	总部	总部	sede	A sede da empresa fica em Xangai.	sede central	La sede central de la empresa está en Shanghái.
3583:总数	总数	总数	número total	O número total de inscritos passou de mil.	número total	El número total de inscritos superó los mil.
3584:总体	总体	总体	geral; como um todo	De modo geral, o resultado é relativamente satisfatório.	en general; conjunto	En general, el resultado es bastante satisfactorio.
3587:租金	租金	租金	aluguel	O aluguel desta casa não é alto.	renta; alquiler	La renta de esta casa no es alta.
3588:族	族	族	grupo étnico; sufixo de clã	Ela estudou as línguas de muitos grupos étnicos.	grupo étnico; sufijo de clan	Ella ha estudiado los idiomas de muchos grupos étnicos.
3589:足够	足够	足够	suficiente	Esta água é suficiente para todos beberem.	suficiente	Esta agua es suficiente para que todos beban.
3594:嘴巴	嘴巴	嘴巴	boca	Há açúcar grudado na boca da criança.	boca	El niño tiene azúcar pegada en la boca.
3597:最佳	最佳	最佳	melhor; ideal	A primavera é a melhor estação para viajar para cá.	mejor; óptimo	La primavera es la mejor estación para viajar aquí.
3600:作出	作出	作出	fazer; tomar	A empresa tomou uma decisão rapidamente.	hacer; tomar	La empresa tomó una decisión rápidamente.
