hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
4294:解读	解读	解读	व्याख्या करना; अर्थ समझाना	विशेषज्ञ ने नई नीति की व्याख्या की।	ব্যাখ্যা করা; বিশ্লেষণ করা	বিশেষজ্ঞ নতুন নীতিটি ব্যাখ্যা করলেন।	bigyang-kahulugan; ipaliwanag	Binigyang-kahulugan ng eksperto ang bagong patakaran.
4296:解说	解说	解说	वर्णन करना; कमेंट्री करना	वह डॉक्यूमेंट्री का वर्णन करता है।	ধারাভাষ্য দেওয়া; বর্ণনা করা	সে প্রামাণ্যচিত্রে ধারাভাষ্য দেয়।	magsalaysay; magkomentaryo	Nagsasalaysay siya para sa dokumentaryo.
4300:金额	金额	金额	राशि; रकम	कृपया भुगतान राशि की पुष्टि करें।	অর্থের পরিমাণ; টাকা	অনুগ্রহ করে পরিশোধের পরিমাণ নিশ্চিত করুন।	halaga ng pera; kabuuang bayad	Pakikumpirma ang halaga ng bayad.
4301:金牌	金牌	金牌	स्वर्ण पदक	आखिरकार उसने स्वर्ण पदक जीत लिया।	সোনার পদক	সে অবশেষে সোনার পদক জিতল।	gintong medalya	Sa wakas, nanalo siya ng gintong medalya.
4302:金钱	金钱	金钱	धन; पैसा	पैसा सच्ची दोस्ती नहीं खरीद सकता।	টাকা; অর্থ	টাকা সত্যিকারের বন্ধুত্ব কিনতে পারে না।	pera; salapi	Hindi mabibili ng pera ang tunay na pagkakaibigan.
4305:金子	金子	金子	सोना; स्वर्ण	यह अंगूठी सोने की बनी है।	সোনা	এই আংটিটি সোনা দিয়ে তৈরি।	ginto	Gawa sa ginto ang singsing na ito.
4306:尽	尽	尽	पूरा लगाना; यथासंभव करना	उसने अपनी पूरी कोशिश की।	সর্বোচ্চ চেষ্টা করা; শেষ পর্যন্ত করা	সে সর্বোচ্চ চেষ্টা করেছে।	gawin ang lahat; lubos na magsikap	Ginawa niya ang buong makakaya.
4308:进度	进度	进度	प्रगति; काम की गति	परियोजना की प्रगति योजना से तेज है।	অগ্রগতি; কাজের গতি	প্রকল্পের অগ্রগতি পরিকল্পনার চেয়ে দ্রুত।	progreso; takbo ng gawain	Mas mabilis kaysa plano ang progreso ng proyekto.
4311:近视	近视	近视	निकट दृष्टि; मायोपिया	वह प्राथमिक विद्यालय से ही निकट दृष्टि वाला है।	নিকটদৃষ্টি; মায়োপিয়া	সে প্রাথমিক বিদ্যালয় থেকেই নিকটদৃষ্টিতে ভুগছে।	malabong paningin sa malayo; myopia	May myopia na siya mula pa noong elementarya.
4313:精美	精美	精美	उत्कृष्ट; सुंदर बारीक	यह चित्र-पुस्तक बहुत सुंदर ढंग से छपी है।	অতি সুন্দর; সূক্ষ্ম	এই ছবির বইটি খুব সুন্দরভাবে ছাপা হয়েছে।	napakaganda; pinong pagkakagawa	Napaganda ng pagkakalimbag ng album na ito.
4315:惊人	惊人	惊人	हैरान करने वाला; अद्भुत	उसकी प्रगति की गति हैरान करने वाली है।	চমকপ্রদ; বিস্ময়কর	তার অগ্রগতির গতি বিস্ময়কর।	nakakagulat; pambihira	Nakakagulat ang bilis ng kaniyang pag-unlad.
4321:精准	精准	精准	सटीक; बिल्कुल ठीक	यह सिस्टम सटीक स्थान बता सकता है।	নির্ভুল; অত্যন্ত সঠিক	এই সিস্টেম নির্ভুলভাবে অবস্থান নির্ণয় করতে পারে।	tumpak; eksakto	Kayang tukuyin nang tumpak ng sistemang ito ang lokasyon.
4324:景观	景观	景观	दृश्य; परिदृश्य	होटल की खिड़की के बाहर का दृश्य बहुत सुंदर है।	দৃশ্য; প্রাকৃতিক দৃশ্য	হোটেলের জানালার বাইরে দৃশ্যটি খুব সুন্দর।	tanawin; tanaw	Napaganda ng tanawin sa labas ng bintana ng hotel.
4325:景象	景象	景象	दृश्य; स्थिति	बारिश के बाद शहर ने नया दृश्य दिखाया।	দৃশ্য; অবস্থা	বৃষ্টির পর শহরটি নতুন দৃশ্য দেখাল।	tanawin; tagpo	Nagpakita ng bagong tagpo ang lungsod pagkatapos ng ulan.
4327:净	净	净	साफ; स्वच्छ	इस कमरे की सफाई बहुत अच्छी तरह हुई है।	পরিষ্কার; নির্মল	এই ঘরটি খুব ভালোভাবে পরিষ্কার করা হয়েছে।	malinis	Nalinis nang mabuti ang silid na ito.
4333:酒水	酒水	酒水	शराब और पेय	रेस्तरां बाहर से शराब-पेय लाने की अनुमति नहीं देता।	মদ্যপ পানীয় ও পানীয়	রেস্তোরাঁ নিজে পানীয় নিয়ে আসতে দেয় না।	inumin; alak at inumin	Hindi pinapayagan ng restawran ang magdala ng sariling inumin.
4334:就读	就读	就读	पढ़ाई करना; नामांकित होकर पढ़ना	वह इस समय पेकिंग विश्वविद्यालय में पढ़ रही है।	অধ্যয়ন করা; ভর্তি হয়ে পড়া	সে বর্তমানে পেকিং বিশ্ববিদ্যালয়ে পড়ছে।	mag-aral sa; kasalukuyang nag-aaral	Kasalukuyan siyang nag-aaral sa Peking University.
4336:救命	救命	救命	जान बचाना; बचाओ	महत्वपूर्ण क्षण में डॉक्टर ने जान बचाई।	প্রাণ বাঁচানো; বাঁচাও	সংকটময় মুহূর্তে ডাক্তার প্রাণ বাঁচালেন।	magligtas ng buhay; saklolo	Sa mahalagang sandali, nagligtas ng buhay ang doktor.
4337:就算	就算	就算	भले ही; अगर मान भी लें	भले ही बारिश हो, हम निकलेंगे।	যদিও; ধরলেও	বৃষ্টি হলেও আমরা রওনা হব।	kahit na; kahit pa	Kahit umulan, aalis pa rin kami.
4338:救援	救援	救援	बचाव; राहत सहायता	बचाव दल आपदा क्षेत्र में पहुंच चुका है।	উদ্ধার; ত্রাণ সহায়তা	উদ্ধার দল ইতিমধ্যে দুর্যোগ এলাকায় পৌঁছেছে।	pagsagip; rescue	Dumating na ang pangkat ng pagsagip sa lugar ng sakuna.
4339:救灾	救灾	救灾	आपदा राहत देना	सरकार ने लोगों को आपदा राहत के लिए संगठित किया।	দুর্যোগ ত্রাণ করা	সরকার লোকজনকে দুর্যোগ ত্রাণে সংগঠিত করেছে।	tumulong sa sakuna; disaster relief	Inorganisa ng pamahalaan ang mga tauhan para sa pagtulong sa sakuna.
4340:救助	救助	救助	मदद करना; राहत देना	फाउंडेशन ने कई कठिनाईग्रस्त परिवारों की मदद की।	সহায়তা করা; উদ্ধারসাহায্য করা	ফাউন্ডেশন অনেক অসচ্ছল পরিবারকে সহায়তা করেছে।	tumulong; magbigay-tulong	Tumulong ang pundasyon sa maraming pamilyang nahihirapan.
4341:局1	局1	局	बाजी; खेल की एक पारी	शतरंज की यह बाजी उसने जीती।	এক দান; খেলার রাউন্ড	এই দাবার দানটি সে জিতেছে।	partida; isang laro	Nanalo siya sa partidang ito ng chess.
4342:局2	局2	局	ब्यूरो; सरकारी विभाग	वह प्रक्रिया पूरी करने कर कार्यालय गया।	ব্যুরো; সরকারি দপ্তর	সে কাজের আনুষ্ঠানিকতা করতে কর দপ্তরে গেল।	kawanihan; tanggapan	Pumunta siya sa kawanihan ng buwis para asikasuhin ang papeles.
4343:菊花	菊花	菊花	गुलदाउदी; क्राइसैंथेमम	शरद ऋतु में पार्क गुलदाउदी फूलों से भर जाता है।	চন্দ্রমল্লিকা	শরতে পার্ক চন্দ্রমল্লিকায় ভরে যায়।	krisantemo	Sa taglagas, napupuno ng krisantemo ang parke.
4348:聚集	聚集	聚集	इकट्ठा होना; जमा होना	भीड़ चौक में इकट्ठा हुई।	জমা হওয়া; সমবেত হওয়া	জনতা চত্বরে সমবেত হল।	magtipon; magsama-sama	Nagtipon ang mga tao sa plaza.
4351:捐款	捐款	捐款	दान में पैसा देना	कई लोगों ने आपदा क्षेत्र के लिए पैसा दान किया।	অর্থ দান করা	অনেকে দুর্যোগ এলাকায় টাকা দান করেছেন।	mag-abuloy ng pera; magdonasyon	Maraming tao ang nagdonasyon ng pera sa lugar ng sakuna.
4352:捐赠	捐赠	捐赠	दान करना; भेंट देना	कंपनी ने कंप्यूटरों का एक बैच दान किया।	দান করা; অনুদান দেওয়া	কোম্পানি এক ব্যাচ কম্পিউটার দান করেছে।	magkaloob; magdonate	Nagkaloob ang kumpanya ng isang pangkat ng mga computer.
4358:军人	军人	军人	सैनिक; सैन्यकर्मी	उस सैनिक ने बुजुर्ग को सड़क पार करने में मदद की।	সৈনিক; সামরিক ব্যক্তি	ওই সৈনিক বৃদ্ধ মানুষটিকে রাস্তা পার হতে সাহায্য করলেন।	sundalo; kawal	Tinulungan ng sundalong iyon ang matanda na tumawid sa kalsada.
4360:卡片	卡片	卡片	कार्ड; छोटी पर्ची	उसने कार्ड पर शुभकामनाएं लिखीं।	কার্ড; ছোট চিরকুট	সে কার্ডে শুভেচ্ছা লিখল।	kard	Isinulat niya ang pagbati sa kard.
4361:开创	开创	开创	आरंभ करना; नया मार्ग खोलना	इस तकनीक ने एक नया युग शुरू किया।	শুরু করা; নতুন পথ খুলে দেওয়া	এই প্রযুক্তি নতুন যুগের সূচনা করেছে।	magsimula; magbukas ng bagong landas	Nagbukas ng bagong panahon ang teknolohiyang ito.
4362:开关	开关	开关	स्विच	दरवाजे के पास वाला स्विच खराब है।	সুইচ	দরজার পাশের সুইচটি নষ্ট।	switch; pambukas-sara	Sira ang switch sa may pinto.
4363:开启	开启	开启	खोलना; शुरू करना	बैठक ने सहयोग के नए अवसर खोले।	খোলা; শুরু করা	সভাটি সহযোগিতার নতুন সুযোগ খুলে দিয়েছে।	buksan; simulan	Nagbukas ang pulong ng bagong pagkakataon sa kooperasyon.
4364:开设	开设	开设	खोलना; शुरू करना	स्कूल ने चीनी भाषा का पाठ्यक्रम शुरू किया।	চালু করা; খুলে দেওয়া	বিদ্যালয় চীনা ভাষার কোর্স চালু করেছে।	magbukas; mag-alok	Nag-alok ang paaralan ng kursong Tsino.
4365:开头	开头	开头	शुरुआत; आरंभ	लेख की शुरुआत बहुत आकर्षक लिखी गई है।	শুরু; সূচনা	প্রবন্ধের শুরুটি খুব আকর্ষণীয়ভাবে লেখা।	simula; pambungad	Kaakit-akit ang pagkakasulat ng simula ng artikulo.
4369:看得起	看得起	看得起	सम्मान देना; कद्र करना	वह मेहनत करता है और चाहता है कि लोग उसकी कद्र करें।	সম্মান করা; মূল্য দেওয়া	সে পরিশ্রম করে, আশা করে অন্যেরা তাকে সম্মান করবে।	igalang; tingalain	Nagsisikap siya sa trabaho at umaasang igagalang siya ng iba.
4370:看好	看好	看好	आशावादी होना; अच्छा मानना	निवेशक इस उद्योग को लेकर आशावादी हैं।	ভালো সম্ভাবনা দেখা; আশাবাদী হওয়া	বিনিয়োগকারীরা এই শিল্প সম্পর্কে আশাবাদী।	maging optimistiko; magandang tingin	Optimistiko ang mga mamumuhunan sa industriyang ito.
4371:看似	看似	看似	दिखने में; प्रतीत होता है	यह समस्या दिखने में सरल है, पर असल में जटिल है।	দেখতে; মনে হয়	এই সমস্যাটি দেখতে সহজ, আসলে খুব জটিল।	tila; mukhang	Mukhang simple ang problemang ito, pero sa totoo ay kumplikado.
4372:看中	看中	看中	पसंद कर लेना; चुनना	उसे एक छोटा अपार्टमेंट पसंद आ गया।	পছন্দ করা; বেছে নেওয়া	সে একটি ছোট ফ্ল্যাট পছন্দ করেছে।	magustuhan; mapili	Nagustuhan niya ang isang maliit na apartment.
4373:看重	看重	看重	महत्व देना; कद्र करना	कंपनी कर्मचारियों की क्षमता को बहुत महत्व देती है।	গুরুত্ব দেওয়া; মূল্য দেওয়া	কোম্পানি কর্মীদের দক্ষতাকে খুব গুরুত্ব দেয়।	pahalagahan; bigyang-halaga	Pinapahalagahan ng kumpanya ang kakayahan ng mga empleyado.
4374:康复	康复	康复	स्वस्थ होना; स्वास्थ्य लाभ	ऑपरेशन के बाद वह अच्छी तरह संभला और जल्दी स्वस्थ हो गया।	সুস্থ হয়ে ওঠা; পুনরুদ্ধার	অস্ত্রোপচারের পর সে ভালোভাবে সেরে উঠল এবং দ্রুত সুস্থ হলো।	gumaling; makarekober	Pagkatapos ng operasyon, maayos siyang gumaling at mabilis na nakarekober.
4379:科	科	科	विभाग; शाखा	उसने आंतरिक चिकित्सा विभाग में पंजीकरण कराया।	বিভাগ; শাখা	সে মেডিসিন বিভাগে নাম নিবন্ধন করেছে।	departamento; sangay	Nagparehistro siya sa departamento ng internal medicine.
4380:科幻	科幻	科幻	विज्ञान कथा	यह विज्ञान-कथा फिल्म बहुत लोकप्रिय है।	বিজ্ঞান কল্পকাহিনি	এই বিজ্ঞান কল্পকাহিনির চলচ্চিত্রটি খুব জনপ্রিয়।	science fiction; kathang-agham	Napakapopular ng pelikulang science fiction na ito.
4382:科普	科普	科普	लोकप्रिय विज्ञान; विज्ञान प्रसार	शिक्षक ने छात्रों को लोकप्रिय विज्ञान पर व्याख्यान दिया।	জনপ্রিয় বিজ্ঞান; বিজ্ঞান প্রচার	শিক্ষক শিক্ষার্থীদের জন্য জনপ্রিয় বিজ্ঞান বক্তৃতা দিলেন।	popular science; pagpapalaganap ng agham	Nagbigay ang guro ng lekturang popular science sa mga estudyante.
4387:客车	客车	客车	यात्री बस	यात्री बस सुबह सात बजे रवाना होती है।	যাত্রীবাহী বাস	যাত্রীবাহী বাস সকাল সাতটায় ছাড়ে।	pampasaherong bus	Aalis ang pampasaherong bus nang alas-siyete ng umaga.
4389:肯	肯	肯	तैयार होना; राजी होना	वह दूसरों की मदद के लिए समय देने को तैयार है।	রাজি হওয়া; ইচ্ছুক হওয়া	সে অন্যদের সাহায্য করতে সময় দিতে রাজি।	pumayag; maging handa	Handa siyang gumugol ng oras para tumulong sa iba.
4391:空地	空地	空地	खाली जगह; खुला मैदान	बच्चे खाली जगह में फुटबॉल खेल रहे हैं।	খালি জায়গা; উন্মুক্ত মাঠ	শিশুরা খোলা জায়গায় ফুটবল খেলছে।	bakanteng lupa; bukas na espasyo	Naglalaro ng soccer ang mga bata sa bakanteng lupa.
4393:口感	口感	口感	मुँह में लगने वाली बनावट; स्वाद- texture	इस रोटी की बनावट बहुत मुलायम है।	মুখে লাগা অনুভূতি; টেক্সচার	এই রুটির টেক্সচার খুব নরম।	tekstura sa bibig; mouthfeel	Napakalambot ng tekstura sa bibig ng tinapay na ito.
4394:口号	口号	口号	नारा; स्लोगन	सबने मिलकर नारा लगाया।	স্লোগান; শ্লোগান	সবাই একসঙ্গে স্লোগান দিল।	islogan; sigaw-slogan	Sabay-sabay na isinigaw ng lahat ang islogan.
4399:酷	酷	酷	कूल; आकर्षक	यह कोट बहुत कूल दिखता है।	কুল; দারুণ	এই কোটটি দেখতে খুব কুল।	cool; astig	Mukhang astig ang coat na ito.
4401:夸奖	夸奖	夸奖	प्रशंसा करना; सराहना करना	शिक्षक ने उसकी प्रगति की प्रशंसा की।	প্রশংসা করা	শিক্ষক তার অগ্রগতির প্রশংসা করলেন।	purihin; papurihan	Pinuri ng guro ang kaniyang pag-unlad.
4404:快捷	快捷	快捷	तेज और सुविधाजनक	ऑनलाइन भुगतान बहुत तेज और सुविधाजनक है।	দ্রুত ও সুবিধাজনক	অনলাইন পেমেন্ট খুব দ্রুত ও সুবিধাজনক।	mabilis at maginhawa	Napakabilis at maginhawa ng online na pagbabayad.
4405:款	款	款	मॉडल; शैली	इस मॉडल का मोबाइल फोन बहुत अच्छा बिकता है।	মডেল; ধরন	এই মডেলের ফোন খুব ভালো বিক্রি হয়।	modelo; uri	Mabenta ang modelong ito ng telepono.
4408:困扰	困扰	困扰	परेशान करना; उलझन देना	यह समस्या उसे बहुत समय से परेशान कर रही है।	বিরক্ত করা; সমস্যায় ফেলা	এই সমস্যা তাকে অনেক দিন ধরে परेशान করছে।	guluhin; bumagabag	Matagal na siyang binabagabag ng problemang ito.
4409:扩展	扩展	扩展	विस्तार करना; फैलाना	कंपनी विदेशी बाजारों का विस्तार करने की योजना बना रही है।	বিস্তৃত করা; প্রসারিত করা	কোম্পানি বিদেশি বাজার প্রসারিত করার পরিকল্পনা করছে।	palawakin; mag-expand	Balak ng kumpanya na palawakin ang mga merkado sa ibang bansa.
4410:落	落	落	छूट जाना; भूलकर छोड़ देना	उसने अपना फोन टैक्सी में छोड़ दिया।	ফেলে আসা; রেখে আসা	সে ফোনটি ট্যাক্সিতে ফেলে এসেছে।	maiwan; malimutan	Naiwan niya ang telepono sa taxi.
4413:来临	来临	来临	आना; निकट आना	वसंतोत्सव आने ही वाला है।	আসন্ন হওয়া; এসে পড়া	বসন্ত উৎসব শিগগিরই আসছে।	dumating; paparating na	Paparating na ang Spring Festival.
4414:来往	来往	来往	आना-जाना	इस सड़क पर बहुत-सी गाड़ियां आती-जाती हैं।	আসা-যাওয়া	এই রাস্তায় অনেক গাড়ি চলাচল করে।	dumaan; paroo't parito	Maraming sasakyan ang paroo't parito sa kalsadang ito.
4415:赖	赖	赖	दोष देना; निर्भर रहना	इस बात के लिए उसे दोष नहीं दे सकते।	দোষ চাপানো; নির্ভর করা	এই ব্যাপারটি তার ওপর দোষ চাপানো যায় না।	sisihin; iasa	Hindi siya maaaring sisihin sa bagay na ito.
4417:栏	栏	栏	खाना; फ़ील्ड	कृपया नाम वाले खाने में अपना नाम लिखें।	ঘর; ফিল্ড	অনুগ্রহ করে নামের ঘরে নাম লিখুন।	field; hanay	Isulat ang pangalan sa name field.
4418:兰花	兰花	兰花	ऑर्किड	खिड़की की चौकी पर रखा ऑर्किड खिल गया।	অর্কিড	জানালার ধারের অর্কিড ফুল ফুটেছে।	orkid	Namukadkad ang orkid sa pasimano ng bintana.
4420:狼	狼	狼	भेड़िया	रात में पहाड़ से भेड़ियों की आवाज आई।	নেকড়ে	রাতে পাহাড় থেকে নেকড়ের ডাক শোনা গেল।	lobo	Sa gabi, narinig mula sa bundok ang alulong ng lobo.
4422:牢	牢	牢	मजबूत; पक्का	यह कुर्सी बहुत मजबूत है।	মজবুত; দৃঢ়	এই চেয়ারটি খুব মজবুত।	matibay	Matibay ang silyang ito.
4423:劳动力	劳动力	劳动力	श्रमशक्ति; कामगार बल	इस उद्योग को बड़ी मात्रा में श्रमशक्ति चाहिए।	শ্রমশক্তি; শ্রমিকবল	এই শিল্পে প্রচুর শ্রমশক্তি দরকার।	lakas-paggawa; labor force	Kailangan ng industriyang ito ng malaking lakas-paggawa.
4426:老太太	老太太	老太太	बुजुर्ग महिला; दादीजी	वह बुजुर्ग महिला हर दिन पार्क में टहलने आती है।	বৃদ্ধা মহিলা	ওই বৃদ্ধা মহিলা প্রতিদিন পার্কে হাঁটতে আসেন।	matandang babae; lola	Dumarating araw-araw sa parke ang matandang babae para maglakad.
4427:乐于	乐于	乐于	खुशी से तैयार होना	वह नई चुनौतियां स्वीकार करने को खुशी से तैयार है।	আনন্দের সঙ্গে রাজি হওয়া	সে নতুন চ্যালেঞ্জ গ্রহণে আগ্রহী।	malugod na handa; bukas sa	Malugod siyang tumatanggap ng mga bagong hamon.
4429:类别	类别	类别	श्रेणी; वर्ग	कृपया फाइलों को श्रेणी के अनुसार व्यवस्थित करें।	বিভাগ; শ্রেণি	অনুগ্রহ করে ফাইলগুলো বিভাগ অনুযায়ী সাজান।	kategorya; uri	Pakiayos ang mga file ayon sa kategorya.
4430:理	理	理	ध्यान देना; परवाह करना	उसने मेरे सवाल पर ध्यान नहीं दिया।	পাত্তা দেওয়া; জবাব দেওয়া	সে আমার প্রশ্নের কোনো পাত্তা দেয়নি।	pansinin; asikasuhin	Hindi niya pinansin ang tanong ko.
4431:理财	理财	理财	वित्त प्रबंधन करना	उसने पैसे संभालना सीखना शुरू किया।	অর্থ ব্যবস্থাপনা করা	সে অর্থ ব্যবস্থাপনা শেখা শুরু করেছে।	mamahala ng pera; financial management	Nagsimula siyang matutong mamahala ng pera.
4432:理科	理科	理科	विज्ञान विषय	हाई स्कूल में उसने विज्ञान विषय चुने।	বিজ্ঞান বিভাগ; বিজ্ঞান বিষয়	সে উচ্চ বিদ্যালয়ে বিজ্ঞান বিভাগ বেছে নিয়েছিল।	agham na asignatura; science track	Pinili niya ang science track noong high school.
4433:理念	理念	理念	विचारधारा; सिद्धांत	यह कंपनी पर्यावरण संरक्षण की विचारधारा को महत्व देती है।	ধারণা; মূলনীতি	এই কোম্পানি পরিবেশ সুরক্ষার ধারণাকে গুরুত্ব দেয়।	prinsipyo; konsepto	Pinapahalagahan ng kumpanyang ito ang prinsipyo ng pangangalaga sa kapaligiran.
4434:理性	理性	理性	तर्कसंगत; विवेकपूर्ण	हमें इस मुद्दे पर तर्कसंगत ढंग से चर्चा करनी चाहिए।	যুক্তিসঙ্গত; বুদ্ধিবৃত্তিক	আমাদের এই বিষয়টি যুক্তিসঙ্গতভাবে আলোচনা করতে হবে।	makatwiran; rasyonal	Kailangan nating talakayin ang isyung ito nang makatwiran.
4435:立	立	立	खड़ा होना; स्थापित करना	दरवाजे पर एक बोर्ड खड़ा है।	দাঁড়ানো; স্থাপন করা	দরজার কাছে একটি সাইনবোর্ড দাঁড়িয়ে আছে।	tumayo; itayo	May nakatayong karatula sa pasukan.
4438:力度	力度	力度	तीव्रता; समर्थन का स्तर	सरकार ने समर्थन का स्तर बढ़ा दिया।	মাত্রা; জোর	সরকার সহায়তার মাত্রা বাড়িয়েছে।	lakas; antas ng suporta	Pinalakas ng pamahalaan ang antas ng suporta.
4439:历经	历经	历经	अनुभव करना; गुजरना	यह शहर कई बदलावों से गुजरा है।	অতিক্রম করা; অভিজ্ঞতা করা	এই শহর বহু পরিবর্তনের মধ্য দিয়ে গেছে।	dumaan sa; maranasan	Dumaan ang lungsod na ito sa maraming pagbabago.
4440:历年	历年	历年	पिछले वर्ष; वर्षों का	पिछले वर्षों का डेटा यहां रखा गया है।	বিগত বছরগুলো; বছরের পর বছর	বিগত বছরের তথ্য এখানে সংরক্ষিত আছে।	mga nakaraang taon; taon-taon	Nakatago rito ang datos mula sa mga nakaraang taon.
4443:联合国	联合国	联合国	संयुक्त राष्ट्र	संयुक्त राष्ट्र ने नई रिपोर्ट जारी की।	জাতিসংঘ	জাতিসংঘ নতুন প্রতিবেদন প্রকাশ করেছে।	Nagkakaisang Bansa	Naglabas ng bagong ulat ang Nagkakaisang Bansa.
4444:联网	联网	联网	इंटरनेट से जुड़ना; नेटवर्क में जुड़ना	यह कंप्यूटर अभी इंटरनेट से जुड़ा नहीं है।	ইন্টারনেটে যুক্ত হওয়া; নেটওয়ার্কে থাকা	এই কম্পিউটার এখনও ইন্টারনেটে যুক্ত নয়।	kumonekta sa internet; naka-network	Hindi pa nakakonekta sa internet ang computer na ito.
4446:链接	链接	链接	लिंक; कड़ी	कृपया मुझे लिंक भेजें।	লিংক; সংযোগ	অনুগ্রহ করে আমাকে লিংকটি পাঠান।	link; kawing	Pakipadala sa akin ang link.
4447:两岸	两岸	两岸	दोनों किनारे; दोनों तट	दोनों किनारों का दृश्य बहुत सुंदर है।	দুই তীর; দুই পাড়	দুই তীরের দৃশ্যই খুব সুন্দর।	magkabilang pampang; dalawang baybay	Maganda ang tanawin sa magkabilang pampang.
4448:两极	两极	两极	दो ध्रुव; दो छोर	इस मुद्दे पर दो विपरीत प्रतिक्रियाएं हुईं।	দুই মেরু; দুই চরম	এই বিষয়টি দুই চরম প্রতিক্রিয়া সৃষ্টি করেছে।	dalawang dulo; dalawang sukdulan	Nagdulot ang isyung ito ng dalawang sukdulang reaksyon.
4450:料1	料1	料	सामग्री; मसाला	यह पकवान बनाने के लिए ताजी सामग्री तैयार करनी होगी।	উপকরণ; মসলা	এই খাবার বানাতে তাজা উপকরণ প্রস্তুত করতে হবে।	sangkap; rekado	Kailangang maghanda ng sariwang sangkap para lutuin ang pagkaing ito.
4451:料2	料2	料	अनुमान करना; उम्मीद करना	मैंने उम्मीद नहीं की थी कि वह इतनी जल्दी आएगा।	ধারণা করা; আশা করা	আমি ভাবিনি সে এত তাড়াতাড়ি আসবে।	asahan; akalain	Hindi ko inakalang darating siya nang ganito kaaga.
4454:流程	流程	流程	प्रक्रिया; कार्यप्रवाह	कृपया पहले पंजीकरण प्रक्रिया समझ लें।	প্রক্রিয়া; ধাপক্রম	অনুগ্রহ করে আগে নিবন্ধন প্রক্রিয়াটি বুঝে নিন।	proseso; daloy ng gawain	Unawain muna ang proseso ng pagpaparehistro.
4455:流动	流动	流动	आवागमन; बहना	छुट्टियों में शहर की आबादी का आवागमन बहुत अधिक होता है।	প্রবাহ; চলাচল	ছুটির দিনে শহরের মানুষের চলাচল খুব বেশি হয়।	pagdaloy; paggalaw	Malaki ang paggalaw ng populasyon sa lungsod tuwing pista opisyal.
4456:浏览器	浏览器	浏览器	वेब ब्राउज़र	कृपया इस वेब पेज को ब्राउज़र से खोलें।	ওয়েব ব্রাউজার	অনুগ্রহ করে এই ওয়েব পেজটি ব্রাউজার দিয়ে খুলুন।	web browser; pambukas ng web	Pakibuksan ang web page na ito gamit ang browser.
4457:流量	流量	流量	ट्रैफिक; प्रवाह मात्रा	इस वेबसाइट पर आज बहुत अधिक ट्रैफिक है।	ট্রাফিক; প্রবাহের পরিমাণ	আজ এই ওয়েবসাইটে ট্রাফিক খুব বেশি।	trapiko; dami ng daloy	Mataas ang trapiko ng website na ito ngayon.
4458:流入	流入	流入	अंदर बहना; प्रवाहित होना	बारिश का पानी भूमिगत पाइपों में बह गया।	ভেতরে প্রবাহিত হওয়া	বৃষ্টির পানি ভূগর্ভস্থ পাইপে ঢুকে গেল।	dumaloy papasok	Pumasok ang tubig-ulan sa mga tubo sa ilalim ng lupa.
4460:楼道	楼道	楼道	गलियारा; सीढ़ीदार रास्ता	गलियारे में बेकार सामान मत जमा करें।	করিডর; সিঁড়িঘর পথ	করিডরে এলোমেলো জিনিসপত্র জমা করবেন না।	pasilyo; koridor	Huwag magtambak ng kalat sa koridor.
4461:露	露	露	दिखाना; प्रकट करना	वह मुस्कुराया तो उसके दांत दिख गए।	দেখানো; প্রকাশ করা	সে হাসতেই দাঁত দেখা গেল।	ipakita; lumitaw	Nang ngumiti siya, lumitaw ang kaniyang mga ngipin.
4462:漏洞	漏洞	漏洞	खामी; सुरक्षा कमजोरी	इस सिस्टम में सुरक्षा खामी है।	ত্রুটি; নিরাপত্তা দুর্বলতা	এই সিস্টেমে নিরাপত্তা দুর্বলতা আছে।	butas; kahinaan sa seguridad	May kahinaan sa seguridad ang sistemang ito.
4463:露1	露1	露	दिखाई देना; सामने आना	आखिरकार वह सामने आया।	দেখা দেওয়া; সামনে আসা	সে অবশেষে দেখা দিল।	magpakita; lumitaw	Sa wakas ay nagpakita siya.
4464:路程	路程	路程	दूरी; रास्ते की लंबाई	यहां से स्कूल तक दूरी ज्यादा नहीं है।	দূরত্ব; পথের দৈর্ঘ্য	এখান থেকে স্কুলের দূরত্ব বেশি নয়।	distansya; haba ng biyahe	Hindi malayo ang distansya mula rito hanggang paaralan.
4465:路况	路况	路况	सड़क की स्थिति	चालक ने पहले से सड़क की स्थिति देखी।	রাস্তার অবস্থা	চালক আগেই রাস্তার অবস্থা দেখে নিলেন।	kalagayan ng kalsada	Maagang tiningnan ng drayber ang kalagayan ng kalsada.
4466:路面	路面	路面	सड़क की सतह	बारिश के बाद सड़क की सतह फिसलन भरी है।	রাস্তার পৃষ্ঠ	বৃষ্টির পরে রাস্তার পৃষ্ঠ পিচ্ছিল।	ibabaw ng kalsada	Madulas ang ibabaw ng kalsada pagkatapos ng ulan.
4467:录像	录像	录像	वीडियो रिकॉर्डिंग	पूरी बैठक की वीडियो रिकॉर्डिंग हुई।	ভিডিও রেকর্ডিং	পুরো সভার ভিডিও রেকর্ডিং হয়েছে।	video recording; pagrekord sa video	May video recording sa buong pulong.
