hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
5374:捉	捉	捉	yakalamak	Çocuklar bahçede kelebek yakaladı.	kukamata	Watoto walikamata vipepeo uwanjani.	tutmaq	Uşaqlar həyətdə kəpənək tutdular.	tutmoq	Bolalar hovlida kapalak tutishdi.
5378:自来水	自来水	自来水	musluk suyu	Buradaki musluk suyu doğrudan içilebilir.	maji ya bomba	Maji ya bomba hapa yanaweza kunywewa moja kwa moja.	kran suyu	Buradakı kran suyunu birbaşa içmək olar.	jo‘mrak suvi	Bu yerdagi jo‘mrak suvini to‘g‘ridan-to‘g‘ri ichish mumkin.
5379:自律	自律	自律	öz disiplin	Öz disiplini korumak öğrenme için önemlidir.	nidhamu binafsi	Kudumisha nidhamu binafsi ni muhimu kwa masomo.	özünütərbiyə; intizam	Təhsildə intizamı qorumaq vacibdir.	o‘zini tartibga solish; intizom	O‘qishda intizomni saqlash muhim.
5381:自杀	自杀	自杀	intihar etmek	Haberler intihar vakalarını dikkatli ele almalıdır.	kujiua	Taarifa za habari zinapaswa kushughulikia visa vya kujiua kwa uangalifu.	intihar etmək	Xəbərlər intihar hadisələrini ehtiyatla işıqlandırmalıdır.	o‘z joniga qasd qilmoq	Xabarlar o‘z joniga qasd qilish holatlarini ehtiyotkorlik bilan yoritishi kerak.
5382:自我	自我	自我	benlik; kendisi	Seyahat onun kendini daha iyi anlamasını sağladı.	nafsi; ubinafsi	Safari ilimfanya ajielewe vizuri zaidi.	öz; mənlik	Səyahət ona özünü daha yaxşı anlamağa kömək etdi.	o‘zlik; o‘zi	Sayohat unga o‘zini yaxshiroq tushunishga yordam berdi.
5383:自言自语	自言自语	自言自语	kendi kendine konuşmak	Kitaplığı düzenlerken kendi kendine konuştu.	kujisemesha	Alijisemesha huku akipanga rafu ya vitabu.	öz-özünə danışmaq	O, kitab rəfini düzəldərkən öz-özünə danışırdı.	o‘z-o‘ziga gapirmoq	U kitob javonini tartiblayotib o‘z-o‘ziga gapirdi.
5385:自助	自助	自助	self servis; kendi kendine hizmet	Bu restoran self servis kahvaltı sunuyor.	huduma binafsi	Mgahawa huu hutoa kifungua kinywa cha huduma binafsi.	özünəxidmət	Bu restoran özünəxidmət səhər yeməyi təklif edir.	o‘z-o‘ziga xizmat ko‘rsatish	Bu restoran o‘z-o‘ziga xizmat ko‘rsatish nonushtasini taklif qiladi.
5388:总计	总计	总计	toplam; toplam tutar	Bu etkinliğe toplam iki yüz kişi katıldı.	jumla; kwa ujumla	Jumla ya watu mia mbili walishiriki katika shughuli hii.	cəmi; ümumi məbləğ	Bu tədbirdə cəmi iki yüz nəfər iştirak etdi.	jami; umumiy hisob	Bu tadbirda jami ikki yuz kishi qatnashdi.
5391:粽子	粽子	粽子	zongzi; yaprağa sarılı pirinç bohçası	Ejderha Teknesi Festivali için birçok zongzi yaptık.	zongzi; wali uliofungwa kwenye majani	Tulitengeneza zongzi nyingi kwa ajili ya Tamasha la Mashua za Joka.	zongzi; yarpağa bükülmüş düyü yeməyi	Əjdaha qayıqları bayramı üçün çoxlu zongzi hazırladıq.	zongzi; bargga o‘ralgan guruchli taom	Ajdar qayiq bayrami uchun ko‘p zongzi tayyorladik.
5393:足	足	足	yeterli; kâfi	Bu para bilet almaya yeter.	kutosha; ya kutosha	Kiasi hiki cha fedha kinatosha kununua tiketi.	kifayət; yetərli	Bu pul bilet almaq üçün kifayətdir.	yetarli	Bu pul chipta olishga yetadi.
5396:阻挡	阻挡	阻挡	engellemek; durdurmak	Yoğun kar araçların ilerlemesini engelledi.	kuzuia; kusimamisha	Theluji kubwa ilizuia magari kusonga mbele.	mane olmaq; dayandırmaq	Güclü qar maşınların irəliləməsinə mane oldu.	to‘smoq; to‘xtatmoq	Qalin qor transport vositalarining yurishini to‘sdi.
5399:钻	钻	钻	delmek; arasına girmek	Çocuk masanın altına girdi.	kuchimba; kujipenyeza	Mtoto alijipenyeza chini ya meza.	deşmək; arasına girmək	Uşaq masanın altına girdi.	teshmoq; kirib olmoq	Bola stol tagiga kirib oldi.
5400:罪	罪	罪	suç; günah	Suçunu kabul etti.	uhalifu; hatia	Alikiri uhalifu wake.	cinayət; günah	O, öz cinayətini etiraf etdi.	jinoyat; ayb	U o‘z jinoyatini tan oldi.
