hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
5306:只得	只得	只得	nemít jinou možnost než	Déšť byl příliš silný, takže jsme neměli jinou možnost než akci zrušit.	nemať inú možnosť než	Dážď bol príliš silný, takže sme nemali inú možnosť než akciu zrušiť.	nem tehet mást, mint	Az eső túl erős volt, ezért nem tehettünk mást, mint lemondtuk a programot.	a nu avea de ales decât	Ploaia era prea puternică, așa că nu am avut de ales decât să anulăm activitatea.	нямам друг избор освен	Дъждът беше твърде силен, затова нямахме друг избор освен да отменим събитието.	nemati drugog izbora nego	Kiša je bila prejaka, pa nismo imali drugog izbora nego otkazati događaj.
5308:只顾	只顾	只顾	myslet jen na; zabývat se jen	Díval se jen do telefonu a neslyšel mě mluvit.	myslieť len na; zaoberať sa len	Pozeral sa len do telefónu a nepočul ma hovoriť.	csak valamivel törődni	Csak a telefonját nézte, és nem hallotta, hogy beszélek.	a se ocupa doar de; a nu se gândi decât la	Se uita doar la telefon și nu m-a auzit vorbind.	мисля само за; занимавам се само с	Той гледаше само телефона си и не чу какво казах.	baviti se samo; misliti samo na	Gledao je samo u telefon i nije čuo što govorim.
5312:制	制	制	vyrábět	Tento lék vyrábí místní farmaceutická továrna.	vyrábať	Tento liek vyrába miestna farmaceutická továreň.	gyártani	Ezt a gyógyszert egy helyi gyógyszergyár gyártja.	a fabrica; a produce	Acest medicament este fabricat de o fabrică farmaceutică locală.	произвеждам	Това лекарство се произвежда от местна фармацевтична фабрика.	proizvoditi	Ovaj lijek proizvodi lokalna farmaceutska tvornica.
5313:至关重要	至关重要	至关重要	klíčový; mimořádně důležitý	Bezpečnostní školení je pro nové zaměstnance mimořádně důležité.	kľúčový; mimoriadne dôležitý	Bezpečnostné školenie je pre nových zamestnancov mimoriadne dôležité.	létfontosságú; rendkívül fontos	A biztonsági képzés rendkívül fontos az új alkalmazottak számára.	crucial; extrem de important	Instruirea de siguranță este extrem de importantă pentru angajații noi.	изключително важен	Обучението по безопасност е изключително важно за новите служители.	ključno; iznimno važno	Obuka o sigurnosti iznimno je važna za nove zaposlenike.
5316:制品	制品	制品	výrobky; produkty	Tento obchod prodává různé dřevěné výrobky.	výrobky; produkty	Tento obchod predáva rôzne drevené výrobky.	termékek; készítmények	Ez az üzlet mindenféle faterméket árul.	produse; articole	Acest magazin vinde tot felul de produse din lemn.	изделия; продукти	Този магазин продава всякакви дървени изделия.	proizvodi; izrađevine	Ova trgovina prodaje razne drvene proizvode.
5318:质疑	质疑	质疑	zpochybňovat	Reportér zpochybnil údaje v této zprávě.	spochybňovať	Reportér spochybnil údaje v tejto správe.	megkérdőjelezni	Az újságíró megkérdőjelezte a jelentés adatait.	a pune sub semnul întrebării	Reporterul a pus sub semnul întrebării datele din acest raport.	поставям под съмнение	Репортерът постави под съмнение данните в този доклад.	dovesti u pitanje	Novinar je doveo u pitanje podatke u ovom izvješću.
5320:中等	中等	中等	střední; průměrný	Tento kus oblečení má střední velikost.	stredný; priemerný	Tento kus oblečenia má strednú veľkosť.	közepes	Ez a ruhadarab közepes méretű.	mediu; de mărime medie	Această piesă de îmbrăcăminte este de mărime medie.	среден	Тази дреха е среден размер.	srednji	Ovaj odjevni predmet je srednje veličine.
5324:钟头	钟头	钟头	hodina	Čekali jsme dvě hodiny.	hodina	Čakali sme dve hodiny.	óra	Két órát vártunk.	oră	Am așteptat două ore.	час	Чакахме два часа.	sat	Čekali smo dva sata.
5327:肿	肿	肿	otéct; oteklý	Kotník mu otekl.	opuchnúť; opuchnutý	Členok mu opuchol.	megdagadni; duzzadt	A bokája megdagadt.	a se umfla; umflat	Glezna lui s-a umflat.	подувам се	Глезенът му се поду.	oteknuti; otečen	Gležanj mu je otekao.
5328:中	中	中	trefit; vyhrát	Vyhrál cenu a byl tak šťastný, že nemohl mluvit.	trafiť; vyhrať	Vyhral cenu a bol taký šťastný, že nemohol hovoriť.	nyerni; eltalálni	Díjat nyert, és olyan boldog volt, hogy megszólalni sem tudott.	a câștiga; a nimeri	A câștigat un premiu și era atât de fericit încât nu putea vorbi.	печеля; улучвам	Той спечели награда и беше толкова щастлив, че не можеше да говори.	osvojiti; pogoditi	Osvojio je nagradu i bio je toliko sretan da nije mogao govoriti.
5329:种地	种地	种地	obdělávat půdu	Dědeček v mládí obdělával půdu na venkově.	obrábať pôdu	Dedko v mladosti obrábal pôdu na vidieku.	földet művelni	A nagypapa fiatal korában vidéken földet művelt.	a lucra pământul	Bunicul lucra pământul la țară când era tânăr.	обработвам земя	Дядо обработваше земя на село, когато беше млад.	obrađivati zemlju	Djed je u mladosti obrađivao zemlju na selu.
5330:中毒	中毒	中毒	otrava; otrávit se	Zkažené jídlo může způsobit otravu.	otrava; otráviť sa	Pokazené jedlo môže spôsobiť otravu.	mérgezés; megmérgeződni	A romlott étel mérgezést okozhat.	intoxicație; a se otrăvi	Mâncarea stricată poate provoca intoxicație.	отравяне	Развалената храна може да причини отравяне.	trovanje	Pokvarena hrana može uzrokovati trovanje.
5331:中奖	中奖	中奖	vyhrát cenu	Vyhrála cenu hned poprvé, když si koupila los.	vyhrať cenu	Vyhrala cenu hneď pri prvom kúpení žrebu.	nyereményt nyerni	Az első lottószelvényével nyereményt nyert.	a câștiga un premiu	A câștigat un premiu prima dată când a cumpărat un bilet de loterie.	печеля награда	Тя спечели награда още първия път, когато купи лотариен билет.	osvojiti nagradu	Osvojila je nagradu prvi put kad je kupila srećku.
5332:众人	众人	众人	všichni; lidé	Po vyslechnutí zprávy byli všichni překvapeni.	všetci; ľudia	Po vypočutí správy boli všetci prekvapení.	mindenki; tömeg	A hír hallatán mindenki meglepődött.	toată lumea; mulțime	Toată lumea a fost surprinsă după ce a auzit vestea.	всички; хората	Всички се изненадаха, след като чуха новината.	svi; ljudi	Svi su se iznenadili nakon što su čuli vijest.
5333:中暑	中暑	中暑	úpal	Ve velmi horkém počasí jsou starší lidé náchylní k úpalu.	úpal	Vo veľmi horúcom počasí sú starší ľudia náchylní na úpal.	hőguta	Nagyon meleg időben az idősek könnyen hőgutát kaphatnak.	insolație; șoc termic	Pe vreme foarte caldă, vârstnicii sunt predispuși la insolație.	слънчев удар; топлинен удар	В много горещо време възрастните хора са склонни към топлинен удар.	toplotni udar	Po vrlo vrućem vremenu stariji ljudi skloni su toplinskom udaru.
5342:珠宝	珠宝	珠宝	šperky; klenoty	Tento obchod se specializuje na navrhování šperků.	šperky; klenoty	Tento obchod sa špecializuje na navrhovanie šperkov.	ékszerek; drágakövek	Ez az üzlet ékszerek tervezésére szakosodott.	bijuterii; giuvaieruri	Acest magazin este specializat în proiectarea de bijuterii.	бижута; скъпоценности	Този магазин е специализиран в дизайна на бижута.	nakit; dragulji	Ova trgovina specijalizirana je za dizajn nakita.
5343:诸多	诸多	诸多	mnoho; četné	Tento projekt čelí mnoha výzvám.	mnoho; početné	Tento projekt čelí mnohým výzvam.	számos; sok	Ez a projekt számos kihívással néz szembe.	numeroase; multe	Acest proiect se confruntă cu numeroase provocări.	много; многобройни	Този проект е изправен пред много предизвикателства.	brojni; mnogi	Ovaj se projekt suočava s brojnim izazovima.
5345:主播	主播	主播	moderátor; hlasatel	Je moderátorkou tohoto pořadu.	moderátor; hlásateľ	Je moderátorkou tohto programu.	műsorvezető	Ő ennek a műsornak a műsorvezetője.	prezentator; gazdă	Ea este prezentatoarea acestui program.	водещ	Тя е водеща на тази програма.	voditelj; voditeljica	Ona je voditeljica ovog programa.
5348:主角	主角	主角	hlavní postava	Hlavní postavou tohoto filmu je lékař.	hlavná postava	Hlavnou postavou tohto filmu je lekár.	főszereplő	A film főszereplője orvos.	personaj principal	Personajul principal din acest film este un medic.	главен герой	Главният герой в този филм е лекар.	glavni lik	Glavni lik u ovom filmu je liječnik.
5350:主演	主演	主演	hrát hlavní roli	V této hře hrají hlavní role mladí herci.	hrať hlavnú úlohu	V tejto hre hrajú hlavné úlohy mladí herci.	főszerepet játszani	Ebben a darabban fiatal színészek játsszák a főszerepeket.	a juca rolul principal	Această piesă are tineri actori în rolurile principale.	играя главна роля	В тази пиеса главните роли се изпълняват от млади актьори.	glumiti glavnu ulogu	U ovoj predstavi glavne uloge igraju mladi glumci.
5355:祝愿	祝愿	祝愿	přát	Upřímně ti přeji štěstí.	želať	Úprimne ti želám šťastie.	kívánni	Őszintén boldogságot kívánok neked.	a ura	Îți doresc sincer fericire.	пожелавам	Искрено ти пожелавам щастие.	poželjeti	Iskreno ti želim sreću.
5359:专科	专科	专科	specializované oddělení; odborný obor	Tato nemocnice má specializovanou oční ambulanci.	špecializované oddelenie; odborný odbor	Táto nemocnica má špecializovanú očnú ambulanciu.	szakrendelés; szakirány	Ebben a kórházban szemészeti szakrendelés működik.	secție specializată; specialitate	Acest spital are o clinică oftalmologică specializată.	специализирано отделение; специалност	Тази болница има специализирана очна клиника.	specijalistički odjel; struka	Ova bolnica ima specijalističku oftalmološku ambulantu.
5362:专用	专用	专用	vyhrazený; speciální	Tato chodba je pouze pro zaměstnance.	vyhradený; špeciálny	Táto chodba je len pre zamestnancov.	külön használatú; kizárólagos	Ez a folyosó kizárólag a személyzet számára van fenntartva.	dedicat; exclusiv	Acest pasaj este doar pentru personal.	специален; само за	Този проход е само за персонала.	namjenski; samo za	Ovaj je prolaz samo za osoblje.
5363:专注	专注	专注	soustředěný; soustředit se	Při pokusech je velmi soustředěná.	sústredený; sústrediť sa	Pri pokusoch je veľmi sústredená.	összpontosított; koncentrálni	Nagyon koncentrált, amikor kísérleteket végez.	concentrat; a se concentra	Este foarte concentrată când face experimente.	съсредоточен; фокусирам се	Тя е много съсредоточена, когато прави експерименти.	usredotočen; koncentrirati se	Vrlo je usredotočena dok radi pokuse.
5364:转换	转换	转换	převést; konvertovat	Prosím, převeďte soubor do formátu PDF.	previesť; konvertovať	Prosím, preveďte súbor do formátu PDF.	átalakítani; konvertálni	Kérlek, alakítsd át a fájlt PDF formátumba.	a converti; a transforma	Vă rog să convertiți fișierul în format PDF.	преобразувам; конвертирам	Моля, преобразувайте файла във формат PDF.	pretvoriti; konvertirati	Molim vas, pretvorite datoteku u PDF format.
5365:转交	转交	转交	předat dál	Prosím, předejte tento dopis vedoucímu.	odovzdať ďalej	Prosím, odovzdajte tento list manažérovi.	továbbadni; átadni	Kérlek, add át ezt a levelet a vezetőnek.	a transmite; a preda	Vă rog să transmiteți această scrisoare managerului.	предавам нататък	Моля, предайте това писмо на управителя.	proslijediti; predati	Molim vas, proslijedite ovo pismo voditelju.
5367:转身	转身	转身	otočit se	Po zaslechnutí zvuku se okamžitě otočil.	otočiť sa	Po začutí zvuku sa okamžite otočil.	megfordulni	A hang hallatán azonnal megfordult.	a se întoarce	După ce a auzit sunetul, s-a întors imediat.	обръщам се	След като чу звука, той веднага се обърна.	okrenuti se	Odmah se okrenuo nakon što je čuo zvuk.
5370:转动	转动	转动	otáčet se; otáčet	Kolo stroje se začalo otáčet.	otáčať sa; otáčať	Koleso stroja sa začalo otáčať.	forogni; forgatni	A gép kereke forogni kezdett.	a se roti; a învârti	Roata mașinii a început să se rotească.	въртя се; завъртам	Колелото на машината започна да се върти.	okretati se; rotirati	Kotač stroja počeo se okretati.
5374:捉	捉	捉	chytit; chytat	Děti chytaly na dvoře motýly.	chytiť; chytať	Deti chytali na dvore motýle.	elkapni; fogni	A gyerekek pillangókat fogtak az udvaron.	a prinde	Copiii prindeau fluturi în curte.	хващам	Децата ловяха пеперуди в двора.	uhvatiti; hvatati	Djeca su u dvorištu hvatala leptire.
5378:自来水	自来水	自来水	voda z kohoutku	Zdejší vodu z kohoutku lze pít přímo.	voda z vodovodu	Tunajšia voda z vodovodu sa dá piť priamo.	csapvíz	Az itteni csapvizet közvetlenül meg lehet inni.	apă de la robinet	Apa de la robinet de aici poate fi băută direct.	чешмяна вода	Чешмяната вода тук може да се пие директно.	voda iz slavine	Ovdašnja voda iz slavine može se piti izravno.
5379:自律	自律	自律	sebekázeň	Udržovat sebekázeň je pro studium důležité.	sebadisciplína	Udržiavanie sebadisciplíny je dôležité pre štúdium.	önfegyelem	Az önfegyelem fenntartása fontos a tanuláshoz.	autodisciplină	Menținerea autodisciplinei este importantă pentru studiu.	самодисциплина	Поддържането на самодисциплина е важно за ученето.	samodisciplina	Održavanje samodiscipline važno je za učenje.
5381:自杀	自杀	自杀	sebevražda	Zpravodajství by mělo s případy sebevraždy zacházet opatrně.	samovražda	Spravodajstvo by malo s prípadmi samovraždy zaobchádzať opatrne.	öngyilkosság	A híradásoknak óvatosan kell kezelniük az öngyilkossági eseteket.	sinucidere	Știrile ar trebui să trateze cu grijă cazurile de sinucidere.	самоубийство	Новините трябва внимателно да отразяват случаи на самоубийство.	samoubojstvo	Vijesti bi trebale pažljivo postupati sa slučajevima samoubojstva.
5382:自我	自我	自我	já; sám sebe	Cestování mu pomohlo lépe porozumět sobě samému.	ja; sám seba	Cestovanie mu pomohlo lepšie porozumieť samému sebe.	én; önmagam	Az utazás segített neki jobban megérteni önmagát.	sine; eu	Călătoriile l-au făcut să se înțeleagă mai bine pe sine.	аз; собствено аз	Пътуването му помогна да разбере себе си по-добре.	sebe; ja	Putovanje mu je pomoglo da bolje razumije sebe.
5383:自言自语	自言自语	自言自语	mluvit si pro sebe	Při uklízení knihovny si mluvila pro sebe.	hovoriť si pre seba	Pri upratovaní knižnice si hovorila pre seba.	magában beszélni	Miközben rendezte a könyvespolcot, magában beszélt.	a vorbi singur	Ea vorbea singură în timp ce organiza biblioteca.	говоря си сам	Тя си говореше сама, докато подреждаше библиотеката.	govoriti sam sa sobom	Govorila je sama sa sobom dok je slagala policu s knjigama.
5385:自助	自助	自助	samoobsluha	Tato restaurace nabízí samoobslužnou snídani.	samoobsluha	Táto reštaurácia ponúka samoobslužné raňajky.	önkiszolgálás	Ez az étterem önkiszolgáló reggelit kínál.	autoservire	Acest restaurant oferă mic dejun cu autoservire.	самообслужване	Този ресторант предлага закуска на самообслужване.	samoposluga	Ovaj restoran nudi doručak na samoposluživanje.
5388:总计	总计	总计	celkem	Celkem se této akce zúčastnilo dvě stě lidí.	spolu; celkovo	Celkovo sa tejto udalosti zúčastnilo dvesto ľudí.	összesen	Összesen kétszáz ember vett részt ezen az eseményen.	în total	În total, două sute de persoane au participat la acest eveniment.	общо	Общо двеста души участваха в това събитие.	ukupno	Ukupno je dvjesto ljudi sudjelovalo u ovom događaju.
5391:粽子	粽子	粽子	zongzi; rýžové závitky	Na Svátek dračích lodí jsme udělali mnoho zongzi.	zongzi; ryžové balíčky	Na Sviatok dračích lodí sme pripravili veľa zongzi.	zongzi; ragacsos rizscsomag	A sárkányhajó-ünnepre sok zongzit készítettünk.	zongzi; pachețele de orez	Pentru Festivalul Bărcilor-Dragon am făcut multe zongzi.	дзундзи; оризови пакетчета	За Празника на драконовите лодки направихме много дзундзи.	zongzi; rižini smotuljci	Za Festival zmajevih čamaca napravili smo mnogo zongzija.
5393:足	足	足	dostatečný	Tato částka stačí na koupi vstupenky.	dostatočný	Táto suma stačí na kúpu lístka.	elégséges; elég	Ez az összeg elég a jegy megvásárlásához.	suficient	Această sumă de bani este suficientă pentru a cumpăra biletul.	достатъчен	Тази сума е достатъчна за купуване на билета.	dovoljan	Ovaj iznos novca dovoljan je za kupnju ulaznice.
5396:阻挡	阻挡	阻挡	bránit; zablokovat	Silný sníh zablokoval vozidlům cestu.	brániť; zablokovať	Silný sneh zabránil vozidlám pokračovať v jazde.	megakadályozni; feltartóztatni	A nagy hó megakadályozta a járművek továbbhaladását.	a împiedica; a bloca	Zăpada abundentă a împiedicat vehiculele să înainteze.	преча; блокирам	Силният сняг попречи на превозните средства да продължат.	spriječiti; blokirati	Obilan snijeg spriječio je vozila da nastave kretanje.
5399:钻	钻	钻	vlézt; proplazit se	Dítě vlezlo pod stůl.	vliezť; preliezť	Dieťa vliezlo pod stôl.	bebújni; átmászni	A gyerek bebújt az asztal alá.	a se strecura; a intra	Copilul s-a strecurat sub masă.	провирам се; влизам	Детето се провря под масата.	zavući se; provući se	Dijete se zavuklo pod stol.
5400:罪	罪	罪	zločin; vina	Přiznal svůj zločin.	zločin; vina	Priznal svoj zločin.	bűn; vétek	Beismerte a bűnét.	crimă; vină	Și-a recunoscut crima.	престъпление; вина	Той призна престъплението си.	zločin; krivnja	Priznao je svoj zločin.
