hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
4305:金子	金子	金子	സ്വർണം	ഈ മോതിരം സ്വർണത്തിൽ നിന്നാണ് നിർമ്മിച്ചത്.	алтын	Бұл сақина алтыннан жасалған.
4306:尽	尽	尽	മുഴുവൻ ഉപയോഗിക്കുക; പരമാവധി ചെയ്യുക	അവൻ പരമാവധി പരിശ്രമിച്ചു.	таусу; барынша істеу	Ол бар күшін салды.
4308:进度	进度	进度	പുരോഗതി; സമയക്രമം	പദ്ധതിയുടെ പുരോഗതി പദ്ധതിയേക്കാൾ വേഗത്തിലാണ്.	ілгерілеу; кесте	Жобаның ілгерілеуі жоспардан жылдам.
4311:近视	近视	近视	കുറുകെ കാണാത്ത; മയോപിയ	അവന് പ്രൈമറി സ്കൂൾ മുതൽ മയോപിയയുണ്ട്.	алыстан нашар көру; миопия	Ол бастауыш мектептен бері алыстан нашар көреді.
4313:精美	精美	精美	നർമ്മമായ; മനോഹരമായി തയ്യാറാക്കിയ	ഈ ചിത്രപുസ്തകത്തിന്റെ അച്ചടി വളരെ മനോഹരമാണ്.	әсем; өте сапалы	Бұл суретті альбом өте әсем басылған.
4315:惊人	惊人	惊人	അതിശയകരമായ; വിസ്മയിപ്പിക്കുന്ന	അവന്റെ പുരോഗതിയുടെ വേഗം അതിശയകരമാണ്.	таңғаларлық; ғажап	Оның ілгерілеу жылдамдығы таңғаларлық.
4321:精准	精准	精准	കൃത്യമായ; നിർവികലമായ	ഈ സിസ്റ്റത്തിന് കൃത്യമായി സ്ഥാനം കണ്ടെത്താം.	дәл; нақты	Бұл жүйе орынды дәл анықтай алады.
4324:景观	景观	景观	ദൃശ്യം; പ്രകൃതിദൃശ്യം	ഹോട്ടൽ ജനാലയ്ക്ക് പുറത്തുള്ള ദൃശ്യം മനോഹരമാണ്.	көрініс; ландшафт	Қонақүй терезесінің сыртындағы көрініс әдемі.
4325:景象	景象	景象	ദൃശ്യം; കാഴ്ച	മഴയ്ക്കുശേഷം നഗരം പുതിയൊരു കാഴ്ചയായി.	көрініс; жағдай	Жаңбырдан кейін қала жаңа көрініс көрсетті.
4327:净	净	净	ശുദ്ധമായ; മാത്രം	ഈ മുറി വളരെ നന്നായി വൃത്തിയാക്കി.	таза; тек	Бұл бөлме өте жақсы тазаланған.
4333:酒水	酒水	酒水	പാനീയങ്ങൾ; മദ്യം	റസ്റ്റോറന്റിൽ സ്വന്തം പാനീയങ്ങൾ കൊണ്ടുവരാൻ അനുവദനീയമല്ല.	сусындар; алкогольді ішімдіктер	Мейрамханаға өз сусындарыңызды әкелуге болмайды.
4334:就读	就读	就读	ഒരു സ്കൂളിൽ പഠിക്കുക	അവൾ ഇപ്പോൾ ബെയ്ജിംഗ് സർവകലാശാലയിൽ പഠിക്കുന്നു.	оқу; білім алу	Ол қазір Бейжің университетінде оқиды.
4336:救命	救命	救命	ജീവൻ രക്ഷിക്കുക; സഹായിക്കൂ	നിർണായക സമയത്ത് ഡോക്ടർ ജീവൻ രക്ഷിച്ചു.	өмір құтқару; көмек	Шешуші сәтте дәрігер адам өмірін құтқарды.
4337:就算	就算	就算	എങ്കിലും; ആയാലും	മഴ പെയ്താലും ഞങ്ങൾ പുറപ്പെടും.	тіпті; болса да	Жаңбыр жауса да, біз жолға шығамыз.
4338:救援	救援	救援	രക്ഷാപ്രവർത്തനം; സഹായം	രക്ഷാസംഘം ദുരന്തപ്രദേശത്ത് ഇതിനകം എത്തി.	құтқару; көмек көрсету	Құтқару тобы апат аймағына жетіп болды.
4339:救灾	救灾	救灾	ദുരന്താശ്വാസം	സർക്കാർ ആളുകളെ ദുരന്താശ്വാസത്തിനായി സംഘടിപ്പിച്ചു.	апатқа көмек; зардапты жою	Үкімет апатқа көмек көрсету үшін адамдарды ұйымдастырды.
4340:救助	救助	救助	സഹായിക്കുക; രക്ഷിക്കുക	ഫൗണ്ടേഷൻ പല ബുദ്ധിമുട്ടുള്ള കുടുംബങ്ങളെയും സഹായിച്ചു.	көмектесу; құтқару	Қор қиын жағдайдағы көп отбасына көмектесті.
4341:局1	局1	局	റൗണ്ട്; കളി	ഈ ചെസ് കളിയിൽ അവൻ ജയിച്ചു.	ойын; кезең	Бұл шахмат ойынында ол жеңді.
4342:局2	局2	局	വകുപ്പ്; ഓഫീസ്	നടപടികൾക്കായി അവൻ നികുതി ഓഫീസിൽ പോയി.	басқарма; мекеме	Ол рәсім жасау үшін салық басқармасына барды.
4343:菊花	菊花	菊花	ചന്ദ്രമല്ലി	ശരത്കാലത്ത് പാർക്കിലൊട്ടാകെ ചന്ദ്രമല്ലി പൂത്തു.	хризантема	Күзде саябақта хризантемалар жайқалып ашылады.
4348:聚集	聚集	聚集	കൂടിച്ചേരുക; ഒത്തുകൂടുക	ജനക്കൂട്ടം സ്ക്വയറിൽ ഒത്തുകൂടി.	жиналу; топталу	Адамдар алаңға жиналды.
4351:捐款	捐款	捐款	പണം ദാനം ചെയ്യുക; സംഭാവന	പലരും ദുരന്തപ്രദേശത്തേക്ക് പണം സംഭാവന ചെയ്തു.	ақша беру; қайырымдылық қаржы	Көп адам апат аймағына ақша аударды.
4352:捐赠	捐赠	捐赠	ദാനം ചെയ്യുക; സംഭാവന നൽകുക	കമ്പനി കമ്പ്യൂട്ടറുകളുടെ ഒരു സംഘം സംഭാവനയായി നൽകി.	сыйға тарту; қайырымдылық жасау	Кәсіпорын компьютерлер тобын сыйға тартты.
4358:军人	军人	军人	സൈനികൻ; സൈന്യാംഗം	ആ സൈനികൻ വയോധികനെ റോഡ് കടക്കാൻ സഹായിച്ചു.	әскери адам; сарбаз	Сол сарбаз қарт адамға жолдан өтуге көмектесті.
4360:卡片	卡片	卡片	കാർഡ്	അവൾ കാർഡിൽ ആശംസകൾ എഴുതി.	карточка; карта	Ол карточкаға тілектерін жазды.
4361:开创	开创	开创	ആരംഭിക്കുക; വഴിതുറക്കുക	ഈ സാങ്കേതികവിദ്യ ഒരു പുതിയ കാലഘട്ടം തുറന്നു.	бастау; негізін қалау	Бұл технология жаңа дәуірдің негізін қалады.
4362:开关	开关	开关	സ്വിച്ച്	വാതിലിനരികിലെ സ്വിച്ച് തകരാറായി.	қосқыш; ажыратқыш	Есіктің жанындағы қосқыш бұзылған.
4363:开启	开启	开启	തുറക്കുക; ആരംഭിക്കുക	യോഗം പുതിയ സഹകരണാവസരങ്ങൾ തുറന്നു.	ашу; бастау	Жиналыс жаңа ынтымақтастық мүмкіндіктерін ашты.
4364:开设	开设	开设	ആരംഭിക്കുക; സ്ഥാപിക്കുക	സ്കൂൾ ചൈനീസ് ഭാഷാ കോഴ്സ് ആരംഭിച്ചു.	ашу; ұйымдастыру	Мектеп қытай тілі курсын ашты.
4365:开头	开头	开头	ആരംഭം; തുടക്കം	ലേഖനത്തിന്റെ തുടക്കം വളരെ ആകർഷകമായി എഴുതിയിരിക്കുന്നു.	басы; басталуы	Мақаланың басы өте тартымды жазылған.
4369:看得起	看得起	看得起	മഹത്തായി കാണുക; വിലമതിക്കുക	മറ്റുള്ളവർ തന്നെ വിലമതിക്കുമെന്ന പ്രതീക്ഷയിൽ അവൻ കഠിനമായി ജോലി ചെയ്യുന്നു.	жоғары бағалау; сыйлау	Ол басқалар өзін сыйласын деп көп еңбектенеді.
4370:看好	看好	看好	പ്രതീക്ഷയോടെ കാണുക; നല്ലതായി വിലയിരുത്തുക	നിക്ഷേപകർ ഈ വ്യവസായത്തെ പ്രതീക്ഷയോടെ കാണുന്നു.	жақсы көру; үміт арту	Инвесторлар бұл салаға үміт артады.
4371:看似	看似	看似	കാണുമ്പോൾ തോന്നുന്ന; പുറമേ	ഈ പ്രശ്നം ലളിതമായി തോന്നുന്നു, പക്ഷേ യാഥാർത്ഥ്യത്തിൽ സങ്കീർണ്ണമാണ്.	көрінгендей; сырттай	Бұл мәселе қарапайым көрінеді, бірақ шын мәнінде күрделі.
4372:看中	看中	看中	ഇഷ്ടപ്പെടുക; തിരഞ്ഞെടുക്കുക	അവൻ ഒരു ചെറിയ അപ്പാർട്ട്മെന്റ് ഇഷ്ടപ്പെട്ടു.	ұнату; таңдау	Ол шағын пәтерді ұнатып қалды.
4373:看重	看重	看重	വിലമതിക്കുക; പ്രാധാന്യം നൽകുക	കമ്പനി ജീവനക്കാരുടെ കഴിവിനെ വളരെ വിലമതിക്കുന്നു.	бағалау; мән беру	Компания қызметкерлердің қабілетін жоғары бағалайды.
4374:康复	康复	康复	സുഖം പ്രാപിക്കുക; പുനരധിവാസം	ശസ്ത്രക്രിയയ്ക്ക് ശേഷം അവൻ നന്നായി സുഖം പ്രാപിച്ചു.	сауығу; оңалту	Операциядан кейін ол жақсы сауығып кетті.
4379:科	科	科	വിഭാഗം; വിഷയം	അവൻ ഇന്റേണൽ മെഡിസിൻ വിഭാഗത്തിന് രജിസ്റ്റർ ചെയ്തു.	бөлім; пән	Ол ішкі аурулар бөліміне тіркелді.
4380:科幻	科幻	科幻	ശാസ്ത്രീയ ഫിക്ഷൻ	ഈ ശാസ്ത്രീയ ഫിക്ഷൻ സിനിമ വളരെ ജനപ്രിയമാണ്.	ғылыми фантастика	Бұл ғылыми фантастикалық фильм өте танымал.
4382:科普	科普	科普	ജനപ്രിയ ശാസ്ത്രം; ശാസ്ത്രബോധവൽക്കരണം	അധ്യാപകൻ വിദ്യാർത്ഥികൾക്കായി ശാസ്ത്രബോധവൽക്കരണ പ്രഭാഷണം നടത്തി.	танымдық ғылым; көпшілікке ғылым түсіндіру	Мұғалім оқушыларға танымдық ғылым дәрісін өткізді.
4387:客车	客车	客车	യാത്രാബസ്	യാത്രാബസ് രാവിലെ ഏഴിന് പുറപ്പെടും.	жолаушылар автобусы	Жолаушылар автобусы таңғы жетіде шығады.
4389:肯	肯	肯	സന്നദ്ധനായിരിക്കുക	മറ്റുള്ളവരെ സഹായിക്കാൻ സമയം ചെലവഴിക്കാൻ അവൻ സന്നദ്ധനാണ്.	келісу; дайын болу	Ол басқаларға көмектесуге уақыт бөлуге дайын.
4391:空地	空地	空地	തുറസ്സായ സ്ഥലം; ഒഴിഞ്ഞ ഭൂമി	കുട്ടികൾ തുറസ്സായ സ്ഥലത്ത് ഫുട്ബോൾ കളിക്കുന്നു.	бос жер; ашық алаң	Балалар бос жерде футбол ойнап жүр.
4393:口感	口感	口感	വായിലെ അനുഭവം; രുചിത്വം	ഈ ബ്രെഡിന്റെ ഘടന വളരെ മൃദുവാണ്.	дәм сезімі; ауыздағы құрылым	Бұл нанның ауыздағы жұмсақтығы өте жақсы.
4394:口号	口号	口号	മുദ്രാവാക്യം	എല്ലാവരും ചേർന്ന് മുദ്രാവാക്യം വിളിച്ചു.	ұран	Барлығы бірге ұранды айғайлап айтты.
4399:酷	酷	酷	കൂൾ; സ്റ്റൈലിഷ്	ഈ കോട്ടു വളരെ സ്റ്റൈലിഷ് ആയി തോന്നുന്നു.	керемет; сәнді	Бұл пальто өте сәнді көрінеді.
4401:夸奖	夸奖	夸奖	പ്രശംസിക്കുക	അധ്യാപകൻ അവന്റെ പുരോഗതിയെ പ്രശംസിച്ചു.	мақтау	Мұғалім оның ілгерілеуін мақтады.
4404:快捷	快捷	快捷	വേഗമുള്ള; സൗകര്യപ്രദമായ	ഓൺലൈൻ പണമടയ്ക്കൽ വളരെ വേഗവും സൗകര്യപ്രദവുമാണ്.	жылдам; ыңғайлы	Онлайн төлем өте жылдам әрі ыңғайлы.
4405:款	款	款	മോഡൽ; ശൈലി	ഈ മൊബൈൽ ഫോൺ മോഡൽ നന്നായി വിറ്റഴിക്കപ്പെടുന്നു.	үлгі; модель	Бұл телефон үлгісі жақсы сатылады.
4408:困扰	困扰	困扰	ബാധിക്കുക; അലട്ടുക	ഈ പ്രശ്നം അവനെ ഏറെക്കാലം അലട്ടിയിരുന്നു.	мазалау; қинау	Бұл мәселе оны ұзақ уақыт мазалады.
4409:扩展	扩展	扩展	വിപുലീകരിക്കുക; നീട്ടുക	കമ്പനി വിദേശ വിപണി വിപുലീകരിക്കാൻ പദ്ധതിയിടുന്നു.	кеңейту; ұлғайту	Компания шетел нарығын кеңейтуді жоспарлап отыр.
4410:落	落	落	വിട്ടുപോകുക; മറന്നുവയ്ക്കുക	അവൻ മൊബൈൽ ഫോൺ ടാക്സിയിൽ മറന്നുവച്ചു.	қалдырып кету; түсу	Ол телефонын таксиде қалдырып кетті.
4413:来临	来临	来临	വരിക; അടുത്തുവരിക	വസന്തോത്സവം ഉടൻ വരാനിരിക്കുകയാണ്.	келу; жақындау	Көктем мерекесі жақындап қалды.
4414:来往	来往	来往	വരികയും പോകുകയും ചെയ്യുക; ഇടപാട് നടത്തുക	ഈ റോഡിൽ വാഹനങ്ങളുടെ വരവും പോകലും കൂടുതലാണ്.	келіп-кету; қатынасу	Бұл жолда көлік көп қатынайды.
4415:赖	赖	赖	കുറ്റം ചുമത്തുക; ആശ്രയിക്കുക	ഈ കാര്യം അവന്റെ മേൽ കുറ്റം ചുമത്താനാകില്ല.	кінәлау; сүйену	Бұл іске оны кінәлауға болмайды.
4417:栏	栏	栏	കോളം; ഫീൽഡ്	പേര് എന്ന ഫീൽഡിൽ നിങ്ങളുടെ പേര് എഴുതുക.	баған; өріс	Аты-жөні өрісіне атыңызды жазыңыз.
4418:兰花	兰花	兰花	ഓർക്കിഡ്	ജനൽപ്പാളിയിലെ ഓർക്കിഡ് പൂത്തു.	орхидея	Терезе алдындағы орхидея гүлдеді.
4420:狼	狼	狼	ചെന്നായ്	രാത്രിയിൽ മലയിൽ നിന്ന് ചെന്നായയുടെ നിലവിളി കേട്ടു.	қасқыр	Түнде таудан қасқырдың ұлыған дауысы естілді.
4422:牢	牢	牢	ദൃഢമായ; ഉറച്ച	ഈ കസേര വളരെ ഉറപ്പുള്ളതാണ്.	мықты; берік	Бұл орындық өте берік.
4423:劳动力	劳动力	劳动力	തൊഴിലാളിശക്തി	ഈ വ്യവസായത്തിന് വലിയ തൊഴിലാളിശക്തി വേണം.	жұмыс күші	Бұл салаға көп жұмыс күші қажет.
4426:老太太	老太太	老太太	വയോധിക സ്ത്രീ	ആ വയോധിക സ്ത്രീ എല്ലാ ദിവസവും പാർക്കിൽ നടക്കാൻ വരുന്നു.	кәрі әйел; әже	Сол әже күн сайын саябаққа серуендеуге келеді.
4427:乐于	乐于	乐于	സന്തോഷത്തോടെ തയ്യാറാകുക	അവൻ പുതിയ വെല്ലുവിളികൾ സ്വീകരിക്കാൻ സന്തോഷത്തോടെ തയ്യാറാണ്.	қуана дайын болу; ынталы болу	Ол жаңа сынақтарды қабылдауға дайын.
4429:类别	类别	类别	വിഭാഗം; തരം	ദയവായി ഫയലുകൾ വിഭാഗംപ്രകാരം ക്രമീകരിക്കുക.	санат; түр	Құжаттарды санаты бойынша реттеңіз.
4430:理	理	理	ശ്രദ്ധിക്കുക; പ്രതികരിക്കുക	അവൻ എന്റെ ചോദ്യത്തെ പരിഗണിച്ചില്ല.	мән беру; жауап беру	Ол менің сұрағыма мән бермеді.
4431:理财	理财	理财	സാമ്പത്തികം കൈകാര്യം ചെയ്യുക	അവൾ സാമ്പത്തികം കൈകാര്യം ചെയ്യാൻ പഠിക്കാൻ തുടങ്ങി.	қаржы басқару	Ол қаржы басқаруды үйрене бастады.
4432:理科	理科	理科	ശാസ്ത്രവിഷയങ്ങൾ	ഹൈസ്കൂളിൽ അവൻ ശാസ്ത്രവിഷയങ്ങൾ തിരഞ്ഞെടുത്തു.	жаратылыстану пәндері	Ол жоғары сыныпта жаратылыстану пәндерін таңдады.
4433:理念	理念	理念	ആശയം; തത്വം	ഈ കമ്പനി പരിസ്ഥിതി സംരക്ഷണ ആശയത്തെ വിലമതിക്കുന്നു.	тұжырымдама; ұстаным	Бұл компания экологиялық ұстанымдарды бағалайды.
4434:理性	理性	理性	യുക്തിസഹമായ; വിവേകം	ഈ പ്രശ്നം നാം യുക്തിസഹമായി ചർച്ച ചെയ്യണം.	рационалды; ақылға қонымды	Бұл мәселені рационалды түрде талқылауымыз керек.
4435:立	立	立	നിൽക്കുക; സ്ഥാപിക്കുക	വാതിൽക്കൽ ഒരു ബോർഡ് നിൽക്കുന്നു.	тұру; орнату	Кіреберісте бір белгі тұр.
4438:力度	力度	力度	ശക്തി; തീവ്രത	സർക്കാർ പിന്തുണയുടെ തീവ്രത വർധിപ്പിച്ചു.	күш; қарқын	Үкімет қолдау қарқынын арттырды.
4439:历经	历经	历经	അനുഭവിക്കുക; കടന്നുപോകുക	ഈ നഗരം നിരവധി മാറ്റങ്ങൾ അനുഭവിച്ചു.	бастан өткеру; көру	Бұл қала көп өзгерісті бастан өткерді.
4440:历年	历年	历年	മുൻവർഷങ്ങൾ; കഴിഞ്ഞ വർഷങ്ങൾ	മുൻവർഷങ്ങളിലെ ഡാറ്റ ഇവിടെ സൂക്ഷിച്ചിരിക്കുന്നു.	өткен жылдар	Өткен жылдардың деректері осында сақталған.
4443:联合国	联合国	联合国	ഐക്യരാഷ്ട്രസഭ	ഐക്യരാഷ്ട്രസഭ പുതിയ റിപ്പോർട്ട് പ്രസിദ്ധീകരിച്ചു.	Біріккен Ұлттар Ұйымы	Біріккен Ұлттар Ұйымы жаңа есеп жариялады.
4444:联网	联网	联网	നെറ്റ്‌വർക്കിൽ ബന്ധിപ്പിക്കുക	ഈ കമ്പ്യൂട്ടർ ഇതുവരെ ഇന്റർനെറ്റിൽ ബന്ധിപ്പിച്ചിട്ടില്ല.	желіге қосылу	Бұл компьютер әлі интернетке қосылмаған.
4446:链接	链接	链接	ലിങ്ക്; ബന്ധം	ദയവായി ലിങ്ക് എനിക്ക് അയയ്ക്കുക.	сілтеме	Сілтемені маған жіберіңіз.
4447:两岸	两岸	两岸	രണ്ട് കരകൾ; ഇരുവശങ്ങളും	രണ്ട് കരകളിലുമുള്ള ദൃശ്യം മനോഹരമാണ്.	екі жағалау; екі жақ	Екі жағалаудың көрінісі де әдемі.
4448:两极	两极	两极	രണ്ട് ധ്രുവങ്ങൾ; അറ്റങ്ങൾ	ഈ പ്രശ്നം രണ്ട് അറ്റങ്ങളിലുള്ള പ്രതികരണങ്ങൾ ഉണ്ടാക്കി.	екі полюс; шектен шығу	Бұл мәселе екі түрлі шектен шыққан реакция туғызды.
4450:料1	料1	料	സാധനം; ചേരുവ	ഈ വിഭവം ഉണ്ടാക്കാൻ പുതിയ ചേരുവകൾ തയ്യാറാക്കണം.	материал; қоспа	Бұл тағамды жасау үшін жаңа қоспалар дайындау керек.
4451:料2	料2	料	പ്രതീക്ഷിക്കുക; കണക്കുകൂട്ടുക	അവൻ ഇത്ര വേഗം വരുമെന്ന് ഞാൻ പ്രതീക്ഷിച്ചില്ല.	күту; болжау	Оның мұнша ерте келетінін күтпедім.
4454:流程	流程	流程	പ്രക്രിയ; പ്രവർത്തനക്രമം	ദയവായി ആദ്യം രജിസ്ട്രേഷൻ പ്രക്രിയ മനസ്സിലാക്കുക.	процесс; жұмыс тәртібі	Алдымен тіркелу процесін түсініп алыңыз.
4455:流动	流动	流动	ഒഴുകുക; സഞ്ചരിക്കുക	അവധി ദിവസങ്ങളിൽ നഗര ജനസംഖ്യയുടെ സഞ്ചാരം കൂടുതലാണ്.	қозғалу; ағу	Мерекелерде қала халқының қозғалысы көп болады.
4456:浏览器	浏览器	浏览器	ബ്രൗസർ	ഈ വെബ് പേജ് ബ്രൗസറിൽ തുറക്കുക.	браузер	Бұл веб-бетті браузермен ашыңыз.
4457:流量	流量	流量	ട്രാഫിക്; ഡാറ്റ പ്രവാഹം	ഈ വെബ്സൈറ്റിന് ഇന്ന് വളരെ കൂടുതൽ ട്രാഫിക് ഉണ്ട്.	трафик; дерек ағыны	Бұл сайтта бүгін трафик өте жоғары.
4458:流入	流入	流入	ഒഴുകിച്ചേരുക; അകത്ത് ഒഴുകുക	മഴവെള്ളം ഭൂഗർഭ പൈപ്പുകളിലേക്ക് ഒഴുകി.	ағып кіру	Жаңбыр суы жер астындағы құбырларға ағып кірді.
4460:楼道	楼道	楼道	ഇടനാഴി; പടിക്കെട്ടുമുറി	ഇടനാഴിയിൽ അനാവശ്യ സാധനങ്ങൾ കൂമ്പരമാക്കരുത്.	дәліз; баспалдақ алаңы	Дәлізге артық заттарды үйіп қоймаңыз.
4461:露	露	露	കാണിക്കുക; പുറത്തുകാട്ടുക	അവൻ ചിരിക്കുമ്പോൾ പല്ലുകൾ പുറത്തുകാട്ടി.	көрсету; ашу	Ол күлгенде тістерін көрсетті.
4462:漏洞	漏洞	漏洞	പാളിച്ച; സുരക്ഷാ ദുർബലത	ഈ സിസ്റ്റത്തിൽ സുരക്ഷാ ദുർബലതയുണ്ട്.	саңылау; осалдық	Бұл жүйеде қауіпсіздік осалдығы бар.
4463:露1	露1	露	പ്രത്യക്ഷപ്പെടുക; പുറത്തുവരുക	അവൻ ഒടുവിൽ പ്രത്യക്ഷപ്പെട്ടു.	көріну; пайда болу	Ол ақыры көрінді.
4464:路程	路程	路程	ദൂരം; യാത്രാമാർഗം	ഇവിടെ നിന്ന് സ്കൂളിലേക്ക് ദൂരം അധികമല്ല.	жол қашықтығы; сапар	Бұл жерден мектепке дейінгі қашықтық алыс емес.
4465:路况	路况	路况	റോഡിന്റെ അവസ്ഥ	ഡ്രൈവർ മുൻകൂട്ടി റോഡിന്റെ അവസ്ഥ പരിശോധിച്ചു.	жол жағдайы	Жүргізуші жол жағдайын алдын ала тексерді.
4466:路面	路面	路面	റോഡ് ഉപരിതലം	മഴയ്ക്കുശേഷം റോഡ് ഉപരിതലം വഴുക്കലാണ്.	жол беті	Жаңбырдан кейін жол беті тайғақ.
4467:录像	录像	录像	വീഡിയോ റെക്കോർഡിംഗ്	യോഗം മുഴുവൻ വീഡിയോയായി രേഖപ്പെടുത്തിയിട്ടുണ്ട്.	бейнежазба	Жиналыстың бәрі бейнежазбаға түсірілді.
4468:录用	录用	录用	നിയമിക്കുക; ജോലിക്ക് എടുക്കുക	കമ്പനി അവനെ ജോലിക്ക് എടുക്കാൻ തീരുമാനിച്ചു.	жұмысқа алу; қабылдау	Компания оны жұмысқа алуға шешім қабылдады.
4469:录制	录制	录制	റെക്കോർഡ് ചെയ്യുക	അവർ പരിപാടി റെക്കോർഡ് ചെയ്യുകയാണ്.	жазу; түсіру	Олар бағдарламаны жазып жатыр.
4470:旅程	旅程	旅程	യാത്ര	ഈ യാത്ര എനിക്ക് മറക്കാനാവാത്തതായിരുന്നു.	сапар; жол	Бұл сапар мен үшін ұмытылмас болды.
4471:旅途	旅途	旅途	യാത്രാമധ്യം; യാത്ര	യാത്രയിൽ സുരക്ഷ ശ്രദ്ധിക്കണം.	сапар; жол үсті	Сапар кезінде қауіпсіздікке назар аударыңыз.
4473:率	率	率	നിരക്ക്; അനുപാതം	ഈ പ്രദേശത്തെ തൊഴിൽനിരക്ക് ഉയർന്നതാണ്.	мөлшерлеме; көрсеткіш	Бұл аймақта жұмыспен қамту көрсеткіші жоғары.
4474:绿化	绿化	绿化	പച്ചപ്പിക്കൽ; സസ്യാവരണം	നഗരത്തിലെ പച്ചപ്പിക്കൽ വായു മെച്ചപ്പെടുത്തുന്നു.	көгалдандыру; жасылдандыру	Қаланы көгалдандыру ауаны жақсартады.
4475:轮	轮	轮	റൗണ്ട്; വട്ടം; ചക്രം	ഈ മത്സര റൗണ്ടിൽ അവൻ നന്നായി പ്രകടനം കാഴ്ചവച്ചു.	кезек; айналым; дөңгелек	Жарыстың осы айналымында ол жақсы өнер көрсетті.
4478:轮椅	轮椅	轮椅	വീൽചെയർ	വയോധികൻ വീൽചെയറിൽ എലിവേറ്ററിൽ കയറി.	мүгедектер арбасы	Қарт адам мүгедектер арбасымен лифтке кірді.
4479:轮子	轮子	轮子	ചക്രം	സ്യൂട്ട്കേസിന്റെ ചക്രം തകരാറായി.	дөңгелек	Чемоданның дөңгелегі сынып қалды.
4481:落地	落地	落地	ഭൂമിയിൽ ഇറങ്ങുക; നിലത്ത് തൊടുക	വിമാനം സുരക്ഷിതമായി നിലത്തിറങ്ങി.	жерге түсу; қону	Ұшақ қауіпсіз қонды.
4487:埋	埋	埋	മൂടിവയ്ക്കുക; മണ്ണിൽ കുഴിച്ചിടുക	കുഞ്ഞ് ചിപ്പി മണലിൽ മൂടിവച്ചു.	көму; жасыру	Бала қабыршақты құмға көмді.
4492:盲人	盲人	盲人	കാഴ്ചയില്ലാത്ത വ്യക്തി	ഈ ചുരത്തിൽ കാഴ്ചയില്ലാത്തവർക്ക് വഴിയുണ്ട്.	зағип адам	Бұл қиылыста зағип адамдарға арналған жол бар.
4493:冒	冒	冒	പുറത്തുവരുക; അപകടം ഏറ്റെടുക്കുക	ചട്ടിയിൽ നിന്ന് ചൂട് വാതകം ഉയരുന്നു.	шығу; тәуекел ету	Қазаннан бу шығып тұр.
4496:煤	煤	煤	കൽക്കരി	ഈ ഫാക്ടറി മുമ്പ് വൈദ്യുതി ഉൽപ്പാദിപ്പിക്കാൻ കൽക്കരി ഉപയോഗിച്ചിരുന്നു.	көмір	Бұл зауыт бұрын электр өндіру үшін көмір қолданған.
4497:梅花	梅花	梅花	പ്ലം പുഷ്പം	ശീതകാലത്ത് പ്ലം പുഷ്പങ്ങൾ മനോഹരമായി വിരിയുന്നു.	қара өрік гүлі	Қыста қара өрік гүлдері әдемі гүлдейді.
4502:密	密	密	സാന്ദ്രമായ; അടുക്കിയ	ഈ കാട് വളരെ സാന്ദ്രമാണ്.	тығыз; жақын	Бұл орман өте тығыз.
4505:密集	密集	密集	സാന്ദ്രമായ; കുത്തിനിറഞ്ഞ	ഇവിടെ ജനസംഖ്യ സാന്ദ്രമാണ്.	тығыз; шоғырланған	Мұнда халық тығыз орналасқан.
4506:棉	棉	棉	പരുത്തി	ഈ വസ്ത്രം പരുത്തിയിലാണ്.	мақта	Бұл киім мақтадан жасалған.
4507:免	免	免	ഒഴിവാക്കുക; ഒഴിവ് നൽകുക	കുട്ടികൾക്ക് ടിക്കറ്റ് ഇല്ലാതെ പ്രവേശിക്കാം.	босату; төлемнен босату	Балалар тегін кіре алады.
4509:免税	免税	免税	നികുതിയില്ലാത്ത	വിമാനത്താവളത്തിൽ നികുതിയില്ലാത്ത കടകളുണ്ട്.	салықсыз	Әуежайда салықсыз дүкендер бар.
4511:面部	面部	面部	മുഖഭാഗം	ഡോക്ടർ അവന്റെ മുഖത്തിലെ മുറിവ് പരിശോധിച്ചു.	бет бөлігі	Дәрігер оның бетіндегі жараны тексерді.
4512:面粉	面粉	面粉	മാവ്	ബ്രെഡ് ഉണ്ടാക്കാൻ എനിക്ക് ഒരു ചാക്ക് മാവ് വേണം.	ұн	Нан пісіру үшін маған бір қап ұн керек.
4516:妙	妙	妙	അദ്ഭുതകരമായ; ബുദ്ധിയുള്ള	ഈ മാർഗം ശരിക്കും ബുദ്ധിയുള്ളതാണ്.	керемет; тапқыр	Бұл тәсіл шынымен тапқыр.
4517:灭	灭	灭	അണയ്ക്കുക; കെടുത്തുക	കാറ്റ് മെഴുകുതിരി അണച്ചു.	өшіру; сөну	Жел шамды өшірді.
4518:民歌	民歌	民歌	ജനപാട്ട്	അവൾക്ക് നിരവധി ജനപാട്ടുകൾ പാടാൻ കഴിയും.	халық әні	Ол көптеген халық әндерін айта алады.
4520:民俗	民俗	民俗	ജനപരമ്പര്യങ്ങൾ; നാട്ടുചടങ്ങുകൾ	ഈ പ്രദർശനം പ്രാദേശിക ജനപരമ്പര്യങ്ങൾ പരിചയപ്പെടുത്തുന്നു.	халық салты; дәстүр	Бұл көрме жергілікті халық салтын таныстырады.
