hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
2450:国画	国画	国画	geleneksel Çin resmi	Dedem geleneksel Çin resmi yapmayı sever.	uchoraji wa jadi wa Kichina	Babu hupenda kuchora kwa mtindo wa jadi wa Kichina.	ənənəvi Çin rəsmi	Babam ənənəvi Çin rəsmi çəkməyi sevir.	an'anaviy Xitoy rasmi	Bobom an'anaviy Xitoy rasmini chizishni yaxshi ko‘radi.
2451:国庆	国庆	国庆	Ulusal Gün; milli bayram	Ulusal Gün tatilinde Hangzhou'ya gittik.	Siku ya Taifa	Wakati wa likizo ya Siku ya Taifa tulienda Hangzhou.	Milli Gün; Respublika bayramı	Milli Gün tətilində Hançjouya getdik.	Milliy bayram kuni	Milliy bayram ta'tilida Xanchjouga bordik.
2461:海外	海外	海外	yurt dışı; denizaşırı	Bu şirketin yurt dışında birçok müşterisi var.	ng'ambo; nje ya nchi	Kampuni hii ina wateja wengi nje ya nchi.	xaric; xarici ölkələrdə	Bu şirkətin xaricdə çoxlu müştərisi var.	xorij; chet el	Bu kompaniyaning chet elda ko‘p mijozlari bor.
2463:含	含	含	içermek; ağzında tutmak	Bu içeceğin şeker oranı çok yüksek.	kuwa na; kubeba	Kinywaji hiki kina sukari nyingi.	ehtiva etmək; tərkibində olmaq	Bu içkidə şəkər miqdarı çox yüksəkdir.	o‘z ichiga olmoq; tarkibida bo‘lmoq	Bu ichimlik tarkibida shakar juda ko‘p.
2464:含量	含量	含量	içerik oranı; miktar	Bu meyvenin vitamin oranı çok yüksek.	kiasi kilichomo; kiwango	Tunda hili lina kiwango kikubwa cha vitamini.	tərkib miqdarı	Bu meyvənin vitamin tərkibi çox yüksəkdir.	tarkib miqdori	Bu mevada vitamin miqdori juda yuqori.
2465:含有	含有	含有	içermek	Süt bol besin içerir.	kuwa na	Maziwa yana virutubisho vingi.	tərkibində olmaq; ehtiva etmək	Südün tərkibində bol qida maddəsi var.	tarkibida bo‘lmoq	Sut tarkibida foydali ozuqa moddalari ko‘p.
2466:汗水	汗水	汗水	ter	Sporcunun teri kıyafetlerini sırılsıklam etti.	jasho	Jasho la mwanariadha lililowanisha nguo zake.	tər	İdmançının təri paltarını tamam islatdı.	ter	Sportchining teri kiyimlarini ho‘l qilib yubordi.
2467:行	行	行	sektör; iş kolu	O, yemek hizmeti sektöründe on yıldır çalışıyor.	sekta; taaluma	Amefanya kazi katika sekta ya huduma za chakula kwa miaka kumi.	sahə; peşə sahəsi	O, iaşə sahəsində on ildir işləyir.	soha; kasb sohasi	U ovqatlanish xizmatlari sohasida o‘n yildan beri ishlaydi.
2469:好评	好评	好评	olumlu yorum; iyi değerlendirme	Bu restoran birçok olumlu yorum aldı.	maoni mazuri	Mkahawa huu umepata maoni mengi mazuri.	müsbət rəy	Bu restoran çoxlu müsbət rəy alıb.	ijobiy fikr; yaxshi baho	Bu restoran ko‘p ijobiy fikr oldi.
2470:好运	好运	好运	iyi şans	Sınavda iyi şanslar dilerim.	bahati njema	Nakutakia bahati njema kwenye mtihani.	uğur; yaxşı şans	İmtahanda sənə uğurlar arzulayıram.	omad	Imtihonda senga omad tilayman.
2471:好转	好转	好转	iyileşmek; iyiye gitmek	Tedaviden sonra durumu iyileşmeye başladı.	kuimarika; kuwa nafuu	Baada ya matibabu, hali yake ilianza kuwa nafuu.	yaxşılaşmaq	Müalicədən sonra onun vəziyyəti yaxşılaşmağa başladı.	yaxshilanmoq	Davolanishdan keyin uning ahvoli yaxshilana boshladi.
2474:合	合	合	kapatmak; birleştirmek	Lütfen kitabı kapatıp beni dinleyin.	kufunga; kuunganisha	Tafadhali funga kitabu na unisikilize.	bağlamaq; birləşdirmək	Zəhmət olmasa kitabı bağlayıb məni dinləyin.	yopmoq; birlashtirmoq	Iltimos, kitobni yopib meni tinglang.
2476:盒饭	盒饭	盒饭	paket yemek; yemek kutusu	Öğlen istasyonda paket yemek aldık.	chakula cha boksi	Mchana tulinunua chakula cha boksi kituoni.	qutu yeməyi; paket yemək	Günorta vağzalda paket yemək aldıq.	qutidagi ovqat; tayyor ovqat	Tushda bekatda qutidagi ovqat sotib oldik.
2478:河流	河流	河流	nehir; akarsu	Bu nehir üç şehirden geçiyor.	mto	Mto huu unapita katika miji mitatu.	çay; axar su	Bu çay üç şəhərdən keçir.	daryo	Bu daryo uchta shahardan oqib o‘tadi.
2485:厚度	厚度	厚度	kalınlık	Bu camın kalınlığı beş milimetre.	unene	Unene wa kioo hiki ni milimita tano.	qalınlıq	Bu şüşənin qalınlığı beş millimetrdir.	qalinlik	Bu oynaning qalinligi besh millimetr.
2489:湖	湖	湖	göl	Göl kenarında birçok kişi yürüyüş yapıyor.	ziwa	Watu wengi wanatembea kando ya ziwa.	göl	Gölün kənarında çoxlu adam gəzir.	ko‘l	Ko‘l bo‘yida ko‘p odam sayr qilmoqda.
2492:互动	互动	互动	etkileşim	Dersteki etkileşim öğrencileri daha aktif yapıyor.	mwingiliano	Mwingiliano darasani huwafanya wanafunzi wawe hai zaidi.	qarşılıqlı əlaqə	Dərsdəki qarşılıqlı əlaqə tələbələri daha fəal edir.	o‘zaro aloqa	Darsdagi o‘zaro aloqa o‘quvchilarni faolroq qiladi.
2493:户外	户外	户外	açık hava; dış mekan	Hafta sonu dağ tırmanmak için açık havaya çıktık.	nje; shughuli za nje	Mwishoni mwa wiki tulienda nje kupanda mlima.	açıq hava; bayır	Həftəsonu dağa çıxmaq üçün açıq havaya getdik.	ochiq havo; tashqi	Dam olish kunida tog‘ga chiqish uchun ochiq havoga chiqdik.
2494:花费	花费	花费	harcamak; maliyeti olmak	Bu arabayı tamir etmek epey para tuttu.	kutumia; kugharimu	Kutengeneza gari hili kuligharimu pesa nyingi.	xərcləmək; başa gəlmək	Bu maşını təmir etmək xeyli pula başa gəldi.	sarflamoq; xarajat bo‘lmoq	Bu mashinani ta'mirlash ancha pulga tushdi.
2497:化	化	化	erimek; dönüşmek	Buz güneşin altında yavaş yavaş eridi.	kuyeyuka; kubadilika	Barafu iliyeyuka polepole chini ya jua.	ərimək; çevrilmək	Buz günəşin altında yavaş-yavaş əridi.	erimoq; aylanish	Muz quyosh ostida asta-sekin eridi.
2498:话费	话费	话费	telefon faturası; konuşma kredisi	Bu ay telefon faturam biraz yüksek.	bili ya simu; salio la simu	Bili yangu ya simu ni kubwa kidogo mwezi huu.	telefon xərci; danışıq balansı	Bu ay telefon xərcim bir az yüksəkdir.	telefon to‘lovi; aloqa balansi	Bu oy telefon to‘lovim biroz yuqori.
2499:画面	画面	画面	görüntü; sahne	Filmdeki bu sahne çok etkileyici.	picha; mandhari ya skrini	Picha hii kwenye filamu inagusa moyo sana.	görüntü; kadr	Filmdəki bu kadr çox təsirlidir.	tasvir; kadr	Filmdagi bu kadr juda ta'sirli.
2504:缓慢	缓慢	缓慢	yavaş	Yaşlı kişi oldukça yavaş yürüyor.	polepole; taratibu	Mzee huyo anatembea polepole sana.	yavaş	Yaşlı adam nisbətən yavaş yeriyir.	sekin	Keksa odam ancha sekin yuradi.
2505:黄瓜	黄瓜	黄瓜	salatalık	Soğuk salatalık salatası ferahlatıcı bir mezedir.	tango	Saladi baridi ya tango ni kitafunwa chenye kuburudisha.	xiyar	Soyuq xiyar salatı çox təravətli qəlyanaltıdır.	bodring	Sovuq bodring salati juda tetiklantiruvchi gazak.
2510:灰色	灰色	灰色	gri	Üzerinde gri bir palto var.	kijivu	Amevaa koti la kijivu.	boz	O, boz palto geyinib.	kulrang	U kulrang palto kiygan.
2514:伙	伙	伙	grup; takım	Bir grup genç kapıda sohbet ediyor.	kundi	Kundi la vijana linazungumza mlangoni.	dəstə; qrup	Bir dəstə gənc qapının ağzında söhbət edir.	guruh; to‘da	Bir guruh yoshlar eshik oldida suhbatlashmoqda.
2516:火锅	火锅	火锅	Çin usulü sıcak tencere yemeği	Kışın Çin usulü sıcak tencere yemeği yemek çok keyifli.	chakula cha chungu cha moto	Kula chakula cha chungu cha moto wakati wa baridi kunapendeza.	qaynar qazan yeməyi	Qışda qaynar qazan yeməyi yemək çox xoşdur.	qaynoq qozon taomi	Qishda qaynoq qozon taomini yeyish juda yoqimli.
2517:或是	或是	或是	veya; ya da	Metroya binebilir ya da taksiyle gidebilirsin.	au	Unaweza kupanda treni ya chini ya ardhi au kwenda kwa teksi.	və ya; yaxud	Metroya minə və ya taksi ilə gedə bilərsən.	yoki	Metroga minishing yoki taksida borishing mumkin.
2518:货物	货物	货物	mal; yük	Depo mallarla dolu.	bidhaa; mizigo	Ghala limejaa bidhaa.	mal; yük	Anbar mallarla doludur.	tovar; yuk	Ombor tovarlar bilan to‘la.
2523:机器人	机器人	机器人	yardımcı robot	Bu servis robotu yemekleri taşımaya yardım edebilir.	roboti	Roboti huyu anaweza kusaidia kupeleka chakula.	robot; xidmət robotu	Bu xidmət robotu yemək çatdırmağa kömək edə bilir.	robot; xizmat roboti	Bu xizmat roboti ovqat yetkazishga yordam bera oladi.
2525:及	及	及	ve; ayrıca	Toplantıda güvenlik ve hizmet konuları tartışıldı.	na; pamoja na	Mkutano ulijadili masuala ya usalama na huduma.	və; həmçinin	İclasda təhlükəsizlik və xidmət məsələləri müzakirə edildi.	va; shuningdek	Yig‘ilishda xavfsizlik va xizmat masalalari muhokama qilindi.
2526:级	级	级	seviye; derece	O şu anda orta düzeyde Çince biliyor.	kiwango; daraja	Sasa yuko katika kiwango cha kati cha Kichina.	səviyyə; dərəcə	O, hazırda orta səviyyədə Çin dili bilir.	daraja; bosqich	U hozir o‘rta darajada xitoy tilini biladi.
2527:集	集	集	bölüm; derleme	Bu belgeselin toplam altı bölümü var.	sehemu; mkusanyo	Makala hii ina sehemu sita kwa jumla.	bölüm; toplu nəşr	Bu sənədli filmin ümumilikdə altı bölümü var.	qism; to‘plam	Bu hujjatli film jami olti qismdan iborat.
2535:急需	急需	急需	acilen ihtiyaç duymak	Afet bölgesinin yiyecek ve ilaca acil ihtiyacı var.	kuhitaji haraka	Eneo la maafa linahitaji chakula na dawa kwa haraka.	təcili ehtiyac duymaq	Fəlakət bölgəsinin qida və dərmana təcili ehtiyacı var.	shoshilinch ehtiyoj sezmoq	Ofat hududi oziq-ovqat va doriga shoshilinch ehtiyoj sezmoqda.
2538:挤	挤	挤	sıkışmak; kalabalık olmak	Metroda çok insan var, herkes birbirine sıkışmış.	kusongamana; kubanana	Kwenye treni ya chini ya ardhi kuna watu wengi, wote wamebanwa pamoja.	sıxışmaq; izdihamlı olmaq	Metroda adam çoxdur, hamı bir-birinə sıxılıb.	siqilmoq; tiqilinch	Metroda odam juda ko‘p, hamma bir-biriga siqilib qolgan.
2539:系	系	系	bağlamak	Dışarı çıkmadan önce ayakkabı bağlarını bağla.	kufunga; kukaza	Tafadhali funga kamba za viatu kabla ya kutoka.	bağlamaq	Evdən çıxmazdan əvvəl ayaqqabı bağlarını bağla.	bog‘lamoq	Ko‘chaga chiqishdan oldin oyoq kiyim bog‘ichlarini bog‘la.
2543:纪录片	纪录片	纪录片	belgesel	Bu belgesel Çin çay kültürünü tanıtıyor.	filamu ya makala	Filamu hii ya makala inaeleza utamaduni wa chai wa China.	sənədli film	Bu sənədli film Çin çay mədəniyyətini təqdim edir.	hujjatli film	Bu hujjatli film Xitoy choy madaniyatini tanishtiradi.
2544:技能	技能	技能	beceri; yetenek	Yeni bir beceri öğrenmek zaman alır.	ujuzi	Kujifunza ujuzi mpya kunahitaji muda.	bacarıq	Yeni bacarıq öyrənmək vaxt tələb edir.	ko‘nikma; mahorat	Yangi ko‘nikma o‘rganish vaqt talab qiladi.
2546:纪念日	纪念日	纪念日	yıl dönümü	Bugün onların evliliklerinin onuncu yıl dönümü.	siku ya kumbukumbu	Leo ni siku yao ya kumbukumbu ya miaka kumi ya ndoa.	ildönümü; xatirə günü	Bu gün onların evliliyinin onuncu ildönümüdür.	yubiley; xotira kuni	Bugun ularning turmush qurganiga o‘n yil to‘lgan kun.
2548:计算机	计算机	计算机	bilgisayar	Okul yeni bir grup bilgisayar aldı.	kompyuta	Shule imenunua kompyuta kadhaa mpya.	kompüter	Məktəb yeni kompüterlər aldı.	kompyuter	Maktab yangi kompyuterlar sotib oldi.
2552:家电	家电	家电	ev aleti; beyaz eşya	Bu mağaza özellikle ev aletleri satıyor.	kifaa cha nyumbani	Duka hili huuza hasa vifaa vya nyumbani.	məişət texnikası	Bu mağaza əsasən məişət texnikası satır.	maishiy texnika	Bu do‘kon asosan maishiy texnika sotadi.
2554:加热	加热	加热	ısıtmak	Yemek soğudu, tekrar biraz ısıtmak gerekiyor.	kupasha moto	Chakula kimepoa, kinahitaji kupashwa moto tena.	qızdırmaq	Yemək soyuyub, onu yenidən qızdırmaq lazımdır.	isitmoq	Ovqat sovib qoldi, uni yana isitish kerak.
2555:加深	加深	加深	derinleştirmek	Bu konuşma birbirimizi daha iyi anlamamızı derinleştirdi.	kuimarisha; kuongeza kina	Mazungumzo haya yaliimarisha uelewano wetu.	dərinləşdirmək	Bu söhbət bizim anlaşmamızı dərinləşdirdi.	chuqurlashtirmoq	Bu suhbat o‘zaro tushunishimizni chuqurlashtirdi.
2556:加速	加速	加速	hızlandırmak	Yeni politika kentsel gelişimi hızlandıracak.	kuharakisha	Sera mpya itaharakisha maendeleo ya mji.	sürətləndirmək	Yeni siyasət şəhərin inkişafını sürətləndirəcək.	tezlashtirmoq	Yangi siyosat shahar rivojlanishini tezlashtiradi.
2560:架	架	架	raf; iskelet; adet ölçüsü	Kitaplık eski kitaplarla dolu.	rafu; fremu; kihesabio	Rafu ya vitabu imejaa vitabu vya zamani.	rəf; çərçivə; say sözü	Kitab rəfi köhnə kitablarla doludur.	tokcha; karkas; hisob so‘zi	Kitob javoni eski kitoblar bilan to‘la.
2562:驾照	驾照	驾照	ehliyet	Geçen yıl ehliyet aldı.	leseni ya udereva	Alipata leseni ya udereva mwaka jana.	sürücülük vəsiqəsi	O, keçən il sürücülük vəsiqəsi aldı.	haydovchilik guvohnomasi	U o‘tgan yili haydovchilik guvohnomasini oldi.
2567:剪	剪	剪	makasla kesmek	Paketi makasla açıp kesti.	kukata kwa mkasi	Alikata kifungashio kwa mkasi.	qayçı ilə kəsmək	O, qablaşdırmanı qayçı ilə kəsib açdı.	qaychi bilan kesmoq	U o‘ramni qaychi bilan kesib ochdi.
2572:建	建	建	inşa etmek; kurmak	Köyde yeni bir okul inşa etmeyi planlıyorlar.	kujenga	Kijiji kinapanga kujenga shule mpya.	tikmək; inşa etmək	Kənddə yeni məktəb tikməyi planlaşdırırlar.	qurmoq	Qishloqda yangi maktab qurish rejalashtirilmoqda.
2573:键	键	键	tuş; düğme	Bilgisayar klavyesindeki bir tuş bozuldu.	kitufe	Kitufe kimoja kwenye kibodi ya kompyuta kimeharibika.	düymə; klaviş	Kompüter klaviaturasındakı bir düymə xarab olub.	tugma; klavish	Kompyuter klaviaturasidagi bitta tugma buzilgan.
2574:渐渐	渐渐	渐渐	yavaş yavaş; giderek	Hava yavaş yavaş karardı.	taratibu; polepole	Anga lilianza kuwa giza polepole.	tədricən	Hava tədricən qaraldı.	asta-sekin	Osmon asta-sekin qorong‘ilashdi.
2578:建造	建造	建造	inşa etmek; yapmak	Bu köprünün yapımı üç yıl sürdü.	kujenga	Daraja hili lilichukua miaka mitatu kujengwa.	inşa etmək; tikmək	Bu körpünün tikintisi üç il çəkdi.	barpo etmoq; qurmoq	Bu ko‘prikni qurish uch yil davom etdi.
2581:讲话	讲话	讲话	konuşmak; konuşma	Yönetici sahnede konuşma yapıyor.	kuzungumza; hotuba	Kiongozi anazungumza jukwaani.	danışmaq; çıxış	Rəhbər səhnədə çıxış edir.	gapirmoq; nutq	Rahbar sahnada nutq so‘zlamoqda.
2584:讲述	讲述	讲述	anlatmak; aktarmak	Bu kitap gerçek bir hikaye anlatıyor.	kusimulia; kueleza	Kitabu hiki kinasimulia hadithi ya kweli.	danışmaq; nəql etmək	Bu kitab gerçək bir hekayəni nəql edir.	hikoya qilmoq; bayon qilmoq	Bu kitob haqiqiy voqeani hikoya qiladi.
2586:降水	降水	降水	yağış; yağış miktarı	Bu hafta yağış belirgin şekilde arttı.	mvua; unyeshaji	Mvua zimeongezeka wazi wiki hii.	yağıntı; yağış	Bu həftə yağıntı xeyli artıb.	yog‘ingarchilik	Bu hafta yog‘ingarchilik sezilarli darajada ko‘paydi.
2591:脚步	脚步	脚步	ayak sesi; adım	Kapının dışından acele ayak sesleri geldi.	hatua; sauti ya miguu	Sauti za hatua za haraka zilisikika nje ya mlango.	ayaq səsi; addım	Qapının çölündən tələsik ayaq səsləri gəldi.	qadam tovushi; qadam	Eshik tashqarisidan shoshqin qadam tovushlari eshitildi.
2593:较	较	较	nispeten; görece	Bu plan nispeten makul.	kwa kulinganisha; kiasi	Mpango huu unaonekana wa busara kiasi.	nisbətən; müqayisədə	Bu plan nisbətən məntiqlidir.	nisbatan; solishtirganda	Bu reja nisbatan oqilona.
2599:接收	接收	接收	almak; kabul etmek	E-posta kutusu dosyayı zaten aldı.	kupokea; kukubali	Sanduku la barua pepe tayari limepokea faili.	qəbul etmək; almaq	Poçt qutusu faylı artıq qəbul edib.	qabul qilmoq; olmoq	Elektron pochta qutisi faylni allaqachon qabul qildi.
2600:结	结	结	düğüm atmak; oluşturmak	İpe bir düğüm attı.	kufunga fundo; kutengeneza	Alifunga fundo kwenye kamba.	düyünləmək; yaratmaq	O, ipə bir düyün vurdu.	tugun qilmoq; shakllantirmoq	U arqonga bitta tugun soldi.
2606:今日	今日	今日	bugün; bugünkü gün	Bugünkü toplantı iptal edildi.	leo	Mkutano wa leo umefutwa.	bu gün	Bugünkü iclas ləğv edilib.	bugun	Bugungi yig‘ilish bekor qilindi.
2607:紧	紧	紧	sıkı; gergin	Bavul çok dolu, kapağı çok sıkı kapanmış.	kubana; yenye mkazo	Sanduku limejaa sana, kifuniko kimefungwa kwa kubana.	sıx; gərgin	Çamadan çox doludur, qapağı çox sıx bağlanıb.	qattiq; tarang	Jomadon juda to‘la, qopqog‘i juda qattiq yopilgan.
2611:紧密	紧密	紧密	yakın; sıkı	İki bölüm yakın işbirliğini sürdürüyor.	karibu; thabiti	Idara hizo mbili zinaendelea kushirikiana kwa karibu.	sıx; yaxın	İki şöbə sıx əməkdaşlığı davam etdirir.	yaqin; mustahkam	Ikki bo‘lim yaqin hamkorlikni saqlab kelmoqda.
2617:近年来	近年来	近年来	son yıllarda	Son yıllarda bu şehir çok değişti.	katika miaka ya karibuni	Katika miaka ya karibuni, jiji hili limebadilika sana.	son illərdə	Son illərdə bu şəhər çox dəyişib.	so‘nggi yillarda	So‘nggi yillarda bu shahar juda o‘zgardi.
2618:近期	近期	近期	yakın zamanda; yakın dönem	Yakın zamanda yeni düzenlemeyi duyuracağız.	hivi karibuni; kipindi cha karibuni	Hivi karibuni tutatangaza mpango mpya.	yaxın vaxtlarda; son dövrdə	Yaxın vaxtlarda yeni planı açıqlayacağıq.	yaqin kunlarda; so‘nggi davr	Yaqin kunlarda yangi tartibni e'lon qilamiz.
2619:近日	近日	近日	son günlerde; yakında	Son günlerde sıcaklık belirgin şekilde düştü.	siku hizi; hivi karibuni	Siku hizi joto limepungua wazi.	bu yaxınlarda; yaxın günlərdə	Bu yaxınlarda temperatur xeyli düşüb.	yaqinda; shu kunlarda	Shu kunlarda harorat sezilarli pasaydi.
2620:进一步	进一步	进一步	daha ileri; ayrıca	İki taraf işbirliği ayrıntılarını daha ileri düzeyde görüşecek.	zaidi; hatua nyingine	Pande zote mbili zitajadili zaidi maelezo ya ushirikiano.	daha da; əlavə olaraq	Tərəflər əməkdaşlıq təfərrüatlarını daha da müzakirə edəcəklər.	yanada; keyingi qadam	Tomonlar hamkorlik tafsilotlarini yanada muhokama qiladi.
2624:惊喜	惊喜	惊喜	güzel sürpriz	Arkadaşları onun için güzel bir sürpriz hazırladı.	mshangao mzuri	Marafiki zake walimwandalia mshangao mzuri.	xoş sürpriz	Dostları onun üçün xoş sürpriz hazırladılar.	yoqimli kutilmagan sovg‘a	Do‘stlari unga yoqimli kutilmagan sovg‘a tayyorlashdi.
2626:静	静	静	sessiz; durgun	Gece geç oldu, sokak çok sessiz.	kimya; tulivu	Usiku umekuwa mwingi, barabara ni tulivu sana.	sakit; hərəkətsiz	Gecə yarısıdır, küçə çox sakitdir.	tinch; sokin	Tun kech bo‘ldi, ko‘cha juda sokin.
2628:久远	久远	久远	çok eski; uzak geçmişte	Bu efsane çok eski bir dönemden geliyor.	wa kale sana; wa mbali	Hadithi hii inatoka katika nyakati za kale sana.	çox uzaq; qədim	Bu əfsanə çox qədim dövrdən gəlir.	olis; qadim zamondagi	Bu afsona juda qadim zamonlardan keladi.
2635:橘子	橘子	橘子	mandalina	Bir torba taze mandalina aldı.	chungwa dogo; mandarini	Alinunua mfuko wa machungwa madogo mabichi.	mandarin	O, bir torba təzə mandarin aldı.	mandarin	U bir xalta yangi mandarin sotib oldi.
2636:据	据	据	göre; dayanarak	Hava tahminine göre yarın yağmur yağacak.	kulingana na; kwa mujibu wa	Kulingana na utabiri wa hali ya hewa, kesho mvua itanyesha.	görə; əsasən	Hava proqnozuna görə sabah yağış yağacaq.	ko‘ra; asoslanib	Ob-havo ma'lumotiga ko‘ra, ertaga yomg‘ir yog‘adi.
2637:距	距	距	uzaklıkta olmak; mesafe	Okul istasyondan yaklaşık iki kilometre uzakta.	kuwa umbali wa; kutoka	Shule iko takriban kilomita mbili kutoka kituoni.	məsafədə olmaq; aralı	Məktəb vağzaldan təxminən iki kilometr məsafədədir.	masofada bo‘lmoq; uzoqlik	Maktab bekatdan taxminan ikki kilometr uzoqlikda.
2639:剧场	剧场	剧场	tiyatro; sahne salonu	Yeni tiyatro gelecek hafta resmi olarak açılacak.	ukumbi wa michezo	Ukumbi mpya wa michezo utafunguliwa rasmi wiki ijayo.	teatr; tamaşa zalı	Yeni teatr gələn həftə rəsmi açılacaq.	teatr; tomosha zali	Yangi teatr kelasi hafta rasmiy ochiladi.
2643:具有	具有	具有	sahip olmak; taşımak	Bu kitabın çok yüksek referans değeri var.	kuwa na; kumiliki	Kitabu hiki kina thamani kubwa ya rejea.	malik olmaq; daşımaq	Bu kitabın yüksək istinad dəyəri var.	ega bo‘lmoq; o‘zida mujassam qilmoq	Bu kitob yuqori ma'lumotnoma qiymatiga ega.
2651:开幕	开幕	开幕	açılmak; başlamak	Film festivali bu akşam resmen açılıyor.	kufunguliwa; kuanza	Tamasha la filamu linafunguliwa rasmi leo usiku.	açılmaq; başlamaq	Film festivalı bu axşam rəsmi açılır.	ochilmoq; boshlanmoq	Kino festivali bugun kechqurun rasmiy ochiladi.
2654:开通	开通	开通	hizmete açmak; açılmak	Bu metro hattı yarın hizmete açılıyor.	kufungua huduma; kuanza kutumika	Njia hii ya treni ya chini ya ardhi itaanza kutumika kesho.	istifadəyə vermək; açmaq	Bu metro xətti sabah istifadəyə veriləcək.	ishga tushirmoq; ochmoq	Bu metro liniyasi ertaga ishga tushadi.
2655:开业	开业	开业	işletmeyi açmak; faaliyete başlamak	Yeni kitapçı gelecek hafta açılıyor.	kufungua biashara	Duka jipya la vitabu litafunguliwa wiki ijayo.	işə başlamaq; açılmaq	Yeni kitab mağazası gələn həftə açılacaq.	ish boshlamoq; ochilmoq	Yangi kitob do‘koni kelasi hafta ochiladi.
2659:看作	看作	看作	olarak görmek; saymak	Herkes onu ekibin merkezi olarak görüyor.	kuchukulia kama	Kila mtu anamchukulia kama kiini cha timu.	hesab etmək; kimi baxmaq	Hamı onu komandanın əsas dayağı hesab edir.	deb hisoblamoq	Hamma uni jamoaning markaziy tayanchi deb hisoblaydi.
2661:靠近	靠近	靠近	yaklaşmak; yakın olmak	Lütfen tehlikeli bölgeye yaklaşmayın.	kukaribia; kuwa karibu	Tafadhali usikaribie eneo hatari.	yaxınlaşmaq; yaxın olmaq	Xahiş edirəm təhlükəli əraziyə yaxınlaşmayın.	yaqinlashmoq; yaqin bo‘lmoq	Iltimos, xavfli hududga yaqinlashmang.
2663:科研	科研	科研	bilimsel araştırma	Bu üniversite bilimsel araştırmaya çok önem veriyor.	utafiti wa kisayansi	Chuo kikuu hiki kinathamini sana utafiti wa kisayansi.	elmi tədqiqat	Bu universitet elmi tədqiqat işinə böyük əhəmiyyət verir.	ilmiy tadqiqot	Bu universitet ilmiy tadqiqot ishlariga katta ahamiyat beradi.
2668:客服	客服	客服	müşteri hizmetleri	Sipariş sorununu çözmek için müşteri hizmetleriyle iletişime geçtim.	huduma kwa wateja	Niliwasiliana na huduma kwa wateja kutatua tatizo la oda.	müştəri xidməti	Sifariş problemini həll etmək üçün müştəri xidməti ilə əlaqə saxladım.	mijozlarga xizmat	Buyurtma muammosini hal qilish uchun mijozlarga xizmatga murojaat qildim.
2672:空中	空中	空中	havada	Uçurtma havada çok yüksekte uçuyor.	angani; hewani	Taiti linaruka juu sana angani.	havada	Çərpələng havada çox yüksəyə qalxıb.	havoda	Varrak havoda baland uchmoqda.
2674:口袋	口袋	口袋	cep	Anahtarı cebine koydu.	mfuko	Aliweka ufunguo mfukoni.	cib	Açarı cibinə qoydu.	cho‘ntak	U kalitni cho‘ntagiga soldi.
2676:库	库	库	depo; veritabanı	Şirket belgeleri veritabanına kaydetti.	ghala; hifadhidata	Kampuni ilihifadhi nyaraka kwenye hifadhidata.	anbar; verilənlər bazası	Şirkət materialları verilənlər bazasına yerləşdirdi.	ombor; ma'lumotlar bazasi	Kompaniya materiallarni ma'lumotlar bazasiga joyladi.
2678:宽度	宽度	宽度	genişlik	Bu masanın genişliği bir metre.	upana	Upana wa meza hii ni mita moja.	en; genişlik	Bu masanın eni bir metrdir.	kenglik	Bu stolning kengligi bir metr.
2679:亏	亏	亏	zarar etmek; eksik olmak	Bu dükkan geçen ay epey zarar etti.	kupata hasara; kupungua	Duka hili lilipata hasara kubwa mwezi uliopita.	zərər etmək; çatışmamaq	Bu mağaza keçən ay xeyli zərər edib.	zarar ko‘rmoq; yetishmaslik	Bu do‘kon o‘tgan oy anchagina zarar ko‘rdi.
2686:老公	老公	老公	koca; eş	Kocası bugün geç saate kadar fazla mesai yaptı.	mume	Mume wake alifanya kazi ya ziada hadi usiku leo.	ər; həyat yoldaşı	Əri bu gün gec saatadək əlavə işlədi.	er; turmush o‘rtoq	Uning eri bugun kechgacha ortiqcha ishladi.
2689:姥爷	姥爷	姥爷	anne tarafından dede	Küçükken yaz tatillerini sık sık anne tarafından dedemin evinde geçirirdim.	babu wa upande wa mama	Nilipokuwa mdogo, mara nyingi nilikaa likizo ya kiangazi kwa babu wa upande wa mama.	ana tərəfdən baba	Uşaq vaxtı yay tətilini tez-tez ana tərəfdən babamın evində keçirirdim.	ona tomondan bobo	Bolaligimda yozgi ta'tilni ko‘pincha ona tomondan bobomnikida o‘tkazardim.
2692:泪	泪	泪	gözyaşı	Haberi duyunca gözlerinden yaş aktı.	chozi	Baada ya kusikia habari hiyo, alitoa machozi.	göz yaşı	Xəbəri eşidəndən sonra gözündən yaş axdı.	ko‘z yoshi	Xabarni eshitgach, uning ko‘zidan yosh oqdi.
2693:类	类	类	tür; kategori	Bu tür sorunlar dikkatle ele alınmalı.	aina; kundi	Aina hii ya tatizo inahitaji kushughulikiwa kwa umakini.	növ; kateqoriya	Bu cür problemlər ciddi şəkildə həll edilməlidir.	tur; toifa	Bunday muammolarni jiddiy hal qilish kerak.
2694:泪水	泪水	泪水	gözyaşları	Gözyaşları yüzünden aşağı aktı.	machozi	Machozi yalitiririka usoni mwake.	göz yaşları	Göz yaşları onun üzündən axdı.	ko‘z yoshlar	Ko‘z yoshlari uning yuzidan oqib tushdi.
