simplified	ID	example_ID
降临	turun	Malam perlahan turun menyelimuti kota
交叉	berpotongan	Dua jalan itu berpotongan di sini
交代	menjelaskan	Tolong jelaskan tugas ini dengan jelas
交涉	berunding	Kedua pihak sedang berunding tentang kompensasi
交易	transaksi	Transaksi ini sudah selesai
娇气	manja	Jangan terlalu manja, cuacanya tidak dingin
焦点	fokus	Lapangan kerja menjadi fokus diskusi
焦急	cemas	Ibu itu menunggu anaknya pulang dengan cemas
侥幸	beruntung	Dia lolos dari bencana itu karena beruntung
搅拌	mengaduk	Tolong aduk adonan itu hingga merata
缴纳	membayar	Warga perlu membayar tagihan air tepat waktu
角落	sudut	Kucing itu bersembunyi di sudut kamar
教养	didikan	Didikan yang baik terlihat dalam detail kecil
较量	bertanding	Dua tim kuat itu akan segera bertanding
接连	berturut-turut	Dia menerima tiga email berturut-turut
揭露	mengungkap	Wartawan itu mengungkap masalah keamanan pangan
皆	semua	Aturan-aturan ini diketahui semua orang
阶层	lapisan sosial	Lapisan sosial yang berbeda memiliki kebutuhan berbeda
截止	ditutup	Pendaftaran ditutup besok sore
截至	hingga	Hingga hari ini, dua ratus orang sudah mendaftar
杰出	unggul	Dia adalah ilmuwan yang unggul
竭尽全力	berusaha sekuat tenaga	Kami akan berusaha sekuat tenaga menyelesaikan tugas ini
结晶	buah hasil	Prestasi ini adalah buah hasil usaha bertahun-tahun
结局	akhir	Akhir cerita itu tidak terduga
结算	menyelesaikan pembayaran	Klien meminta pembayaran diselesaikan pada akhir bulan
节制	menahan diri	Orang harus menahan diri dalam makan dan minum
节奏	irama	Irama lagu ini cepat
解除	mencabut	Perusahaan mencabut peringatan keamanan
解放	membebaskan	Reformasi membebaskan kekuatan produktif
解雇	memecat	Bos memutuskan memecat karyawan itu
解剖	anatomi	Mahasiswa kedokteran sedang mempelajari anatomi
解散	bubar	Setelah rapat selesai, kelompok itu bubar
解体	runtuh	Aliansi itu akhirnya runtuh
借鉴	belajar dari	Kita dapat belajar dari pengalaman luar negeri
借助	dengan bantuan	Dia menemukan rute itu dengan bantuan peta
戒备	waspada	Daerah perbatasan tetap dalam keadaan waspada tinggi
界限	batas	Pekerjaan dan kehidupan membutuhkan batas yang jelas
津津有味	dengan penuh minat	Anak-anak mendengarkan cerita itu dengan penuh minat
金融	keuangan	Pasar keuangan hari ini berfluktuasi besar
紧迫	mendesak	Waktu sangat mendesak, dan kita harus segera bertindak
锦上添花	memperindah yang sudah baik	Hadiah ini benar-benar memperindah yang sudah baik
晋升	dipromosikan	Dia dipromosikan menjadi manajer departemen tahun lalu
浸泡	merendam	Kacang perlu direndam semalaman
近来	akhir-akhir ini	Cuaca akhir-akhir ini banyak berubah
进而	lalu	Pahami dulu kebutuhannya, lalu susun rencana
进攻	menyerang	Tim itu memperkuat serangan pada babak kedua
进化	berevolusi	Makhluk hidup berevolusi bersama lingkungannya
进展	berjalan	Proyek saat ini berjalan lancar
兢兢业业	tekun	Dia bekerja dengan tekun selama tiga puluh tahun
惊动	mengagetkan	Suara keras itu mengagetkan warga sekitar
惊奇	takjub	Anak-anak menonton pertunjukan sulap dengan takjub
惊讶	terkejut	Jawabannya membuat saya terkejut
精打细算	mengatur dengan cermat	Dia selalu mengatur pengeluaran rumah tangga dengan cermat
精华	inti	Artikel ini merangkum inti teori tersebut
精简	merampingkan	Perusahaan memutuskan merampingkan manajemen
精密	presisi	Alat ini sangat presisi
精确	akurat	Data harus akurat hingga dua angka desimal
精通	mahir	Dia mahir dalam tiga bahasa asing
精心	dengan cermat	Ibu menyiapkan makan malam dengan cermat
精益求精	terus menyempurnakan	Pengrajin unggul selalu terus menyempurnakan hasil kerja
精致	indah	Kado ini dikemas dengan sangat indah
经费	dana	Dana penelitian sudah disetujui
经纬	garis lintang dan bujur	Peta itu menandai garis lintang dan bujur
茎	batang	Batang tanaman menopang daunnya
井	sumur	Di pintu masuk desa ada sebuah sumur tua
警告	memperingatkan	Guru memperingatkan siswa agar tidak menyontek
警惕	waspada	Kita harus waspada terhadap penipuan daring
颈椎	tulang leher	Menunduk terlalu lama dapat merusak tulang leher
境界	tingkatan	Lukisannya mencapai tingkatan baru
敬礼	memberi hormat	Prajurit itu memberi hormat kepada bendera nasional
敬业	berdedikasi pada pekerjaan	Dia bekerja dengan serius dan sangat berdedikasi pada pekerjaannya
竞赛	lomba	Sekolah mengadakan lomba matematika
竞选	mencalonkan diri	Dia sedang bersiap mencalonkan diri sebagai wali kota
镜头	lensa	Fotografer menyesuaikan lensa kamera
纠纷	sengketa	Kedua pihak menyelesaikan sengketa melalui mediasi
纠正	mengoreksi	Guru segera mengoreksi kesalahan pelafalan itu
酒精	alkohol	Dokter mensterilkan luka dengan alkohol
就近	terdekat	Siswa dapat mendaftar di sekolah terdekat
就业	lapangan kerja	Pemerintah mengeluarkan kebijakan untuk mendorong lapangan kerja
就职	menjabat	Manajer baru akan resmi menjabat minggu depan
救济	bantuan	Para korban bencana menerima bantuan tepat waktu
居民	penduduk	Penduduk sekitar menentang polusi suara
居住	tinggal	Mereka sudah tinggal di sini selama sepuluh tahun
拘留	menahan	Polisi menahan tersangka sesuai hukum
拘束	canggung	Tidak perlu merasa canggung di depan teman
鞠躬	membungkuk	Aktor itu membungkuk kepada penonton sebagai ucapan terima kasih
局部	lokal	Dokter hanya melakukan anestesi lokal
局面	situasi	Perundingan memperbaiki situasi yang tegang
局势	keadaan	Keadaan internasional masih rumit
局限	keterbatasan	Metode ini memiliki keterbatasan yang jelas
举动	tindakan	Tindakannya menyentuh hati semua orang
举世瞩目	menarik perhatian dunia	Proyek ini menarik perhatian dunia
举足轻重	berperan menentukan	Perusahaan ini berperan menentukan dalam industri
咀嚼	mengunyah	Kamu harus mengunyah pelan-pelan saat makan
沮丧	putus asa	Dia merasa sangat putus asa setelah kalah dalam pertandingan
剧本	naskah	Sutradara sedang merevisi naskah
剧烈	hebat	Tanah bergetar dengan hebat
据悉	menurut laporan	Menurut laporan, rapat akan ditunda hingga minggu depan
聚精会神	berkonsentrasi	Anak-anak mendengarkan pelajaran dengan penuh konsentrasi
卷	menggulung	Dia menggulung peta dan memasukkannya ke tas
倔强	keras kepala	Anak ini memiliki sifat keras kepala
决策	keputusan	Manajemen sedang membahas keputusan penting
绝望	putus asa	Setelah gagal, dia sempat merasa putus asa
觉悟	kesadaran	Pengalaman ini meningkatkan kesadarannya
觉醒	bangkit	Kesadaran lingkungan masyarakat sedang bangkit
军队	tentara	Tentara cepat tiba di daerah bencana
君子	orang berbudi	Orang berbudi harus menyelaraskan kata dan tindakan
卡通	kartun	Anak itu suka menonton film kartun
开采	menambang	Perusahaan ini bertanggung jawab menambang mineral
开除	mengeluarkan	Sekolah memutuskan mengeluarkan siswa yang menyontek
开阔	luas	Pemandangan dari puncak gunung sangat luas
开朗	ceria	Dia ceria dan memiliki banyak teman
开明	berpikiran terbuka	Orang tua itu bersikap berpikiran terbuka
开辟	membuka	Kota membuka rute bus baru
开拓	mengembangkan	Perusahaan berencana mengembangkan pasar luar negeri
开展	mengadakan	Sekolah mengadakan kegiatan pendidikan keselamatan
开支	pengeluaran	Pengeluaran bulanan keluarga meningkat
刊登	memuat	Surat kabar memuat artikelnya
刊物	terbitan	Terbitan ini keluar sebulan sekali
勘探	survei	Tim teknik sedang menyurvei sumber air bawah tanah
侃侃而谈	berbicara lancar	Dia berbicara lancar dan percaya diri dalam rapat
砍伐	menebang	Penebangan hutan secara sembarangan dilarang
看待	memandang	Kita harus memandang masalah ini secara objektif
慷慨	dermawan	Dia dengan dermawan menyumbangkan uang hadiahnya
抗议	memprotes	Penduduk memprotes pembangunan pabrik baru
考察	meninjau	Para ahli pergi ke lokasi untuk meninjau lingkungan
考古	arkeologi	Tim arkeologi menemukan makam kuno
考核	menilai	Perusahaan menilai kinerja karyawan setiap tahun
考验	menguji	Krisis ini menguji kemampuan tim
靠拢	merapat	Anggota tim merapat ke arah tengah
磕	terbentur	Dia tidak sengaja terbentur sudut meja
科目	mata pelajaran	Matematika adalah mata pelajaran favoritnya
可观	besar	Investasi ini membawa keuntungan yang besar
可口	lezat	Makanan di restoran ini lezat
可恶	menjijikkan	Penipuan seperti ini benar-benar menjijikkan
可行	layak	Rencana ini pada dasarnya layak
渴望	mendambakan	Anak-anak mendambakan lebih banyak kesempatan
克制	menahan	Kamu harus menahan emosi saat berdebat
刻不容缓	tidak boleh ditunda	Perlindungan sumber air tidak boleh ditunda
客户	pelanggan	Pelanggan sangat puas dengan layanan ini
课题	topik	Topik ini layak dipelajari secara mendalam
啃	menggerogoti	Anak itu sedang menggerogoti sepotong jagung
恳切	tulus	Dia dengan tulus meminta bantuan semua orang
坑	lubang	Di tepi jalan ada lubang yang dalam
空洞	kosong	Laporan ini kosong dari segi isi
空前绝后	belum pernah ada	Pertunjukan ini dapat disebut belum pernah ada dan sulit terulang
空想	khayalan	Mengandalkan khayalan saja tidak dapat menyelesaikan masalah
空虚	hampa	Setelah kesibukan berlalu, dia merasa hampa
孔	lubang	Ada lubang kecil di dinding
恐怖	menakutkan	Film itu memiliki suasana yang menakutkan
恐吓	mengancam	Pihak lain menggunakan ancaman untuk menakut-nakuti saksi
恐惧	ketakutan	Kegelapan membuat anak itu merasa ketakutan
空白	ruang kosong	Tolong tanda tangani di ruang kosong
空隙	celah	Ada celah antara pintu dan lantai
口气	nada bicara	Nada bicaranya sangat keras
口腔	rongga mulut	Dokter memeriksa rongga mulutnya
口头	lisan	Mereka hanya memiliki kesepakatan lisan
口音	aksen	Bahasa Mandarinnya memiliki sedikit aksen
扣	mengencangkan	Tolong kencangkan sabuk pengaman
哭泣	menangis	Gadis itu bersembunyi di sudut dan menangis
枯萎	layu	Kekurangan air membuat bunga-bunga layu
枯燥	membosankan	Pekerjaan ini agak membosankan
苦尽甘来	masa sulit berakhir	Setelah bertahun-tahun bertahan, masa sulit akhirnya berakhir
苦涩	pahit	Teh obat ini terasa pahit dan sepat
挎	menyandang	Dia keluar sambil menyandang tas kain di lengan
跨	melangkahi	Dia melangkahi parit dan terus berjalan maju
快活	gembira	Anak-anak bermain dengan gembira di rumput
宽敞	luas	Ruang kelas ini terang dan luas
宽容	toleransi	Masyarakat membutuhkan lebih banyak pengertian dan toleransi
款待	menjamu	Tuan rumah menjamu para tamu dengan hangat
款式	model	Pakaian ini memiliki model yang sangat baru
筐	keranjang	Dia membawa sekeranjang apel pulang
况且	lagipula	Jalannya jauh, lagipula hari sudah mulai gelap
旷课	membolos	Siswa yang membolos tanpa alasan akan dicatat
框架	kerangka	Laporan itu perlu ditetapkan kerangkanya terlebih dahulu
矿产	mineral	Daerah ini kaya akan sumber daya mineral
亏待	memperlakukan tidak adil	Perusahaan tidak akan memperlakukan tidak adil karyawan yang bekerja serius
亏损	kerugian	Pabrik mengalami kerugian serius tahun ini
捆绑	mengikat	Tolong ikat kotak-kotak ini dengan kuat
扩充	memperluas	Sekolah berencana memperluas koleksi perpustakaan
扩散	menyebar	Rumor itu cepat menyebar di internet
扩张	ekspansi	Perusahaan sedang melakukan ekspansi bisnis dengan hati-hati
啦	partikel kalimat	Jangan khawatir, semuanya akan membaik
喇叭	klakson	Klakson mobil tiba-tiba berbunyi
蜡烛	lilin	Lilin diletakkan di atas kue ulang tahun
来历	asal-usul	Asal-usul benda budaya ini tidak jelas
来源	sumber	Berita harus menunjukkan sumber informasi
栏目	rubrik	Rubrik program ini tayang seminggu sekali
懒惰	malas	Kemalasan dapat memengaruhi hasil belajar
狼狈	kacau	Setelah hujan, dia basah kuyup dan terlihat sangat kacau
狼吞虎咽	melahap	Dia sangat lapar dan melahap makanannya
捞	menarik keluar	Nelayan menarik jaring dari sungai
唠叨	mengomel	Ibu selalu mengomel tentang hal-hal kecil
牢固	kokoh	Struktur jembatan ini sangat kokoh
牢骚	keluhan	Dia penuh keluhan tetapi tidak mau berubah
乐趣	kesenangan	Membaca memberinya banyak kesenangan
乐意	bersedia	Saya bersedia membantu kamu memperbaiki resume
雷达	radar	Radar mendeteksi sebuah pesawat di kejauhan
类似	serupa	Masalah serupa pernah terjadi sebelumnya
冷酷	dingin	Nada suaranya terdengar sangat dingin
冷落	diabaikan	Karyawan baru itu merasa diabaikan
冷却	mendingin	Mesin perlu mendingin sebelum diperbaiki
愣	terpaku	Mendengar kabar itu, dia terpaku
黎明	fajar	Pada fajar, kota perlahan bangun
理睬	memedulikan	Dia marah dan tidak memedulikan siapa pun
理所当然	wajar	Jangan menganggap bantuan orang lain sebagai hal yang wajar
理直气壮	percaya diri	Dengan bukti yang cukup, dia berbicara penuh percaya diri
理智	rasional	Kamu harus tetap rasional saat menghadapi konflik
礼节	etiket	Budaya yang berbeda memiliki etiket yang berbeda
礼尚往来	balas budi	Tetangga menghargai sikap saling balas budi
里程碑	tonggak	Keberhasilan ini adalah tonggak bagi proyek
例外	pengecualian	Semua orang harus hadir, tanpa pengecualian
利害	kepentingan	Hal ini menyangkut kepentingan kedua pihak
力求	berusaha	Kami berusaha mengurangi kesalahan hingga minimum
力所能及	semampunya	Tolong lakukan semampumu
力争	berupaya	Tim berupaya menyelesaikan tugas lebih cepat dari jadwal
历代	generasi terdahulu	Para sarjana generasi terdahulu telah meneliti masalah ini
历来	selalu	Kota ini selalu mementingkan pendidikan
立场	posisi	Dia menyatakan posisinya dalam rapat
立方	kubik	Tangki air ini berkapasitas tiga meter kubik
立交桥	jalan layang	Jalan layang ini meredakan kemacetan lalu lintas
立体	tiga dimensi	Lukisan ini memiliki efek tiga dimensi yang kuat
立足	berpijak	Perusahaan harus berpijak pada pasar lokal
粒	butir	Ada beberapa butir nasi di atas meja
廉洁	bersih	Pejabat publik harus tetap jujur dan bersih
联欢	pertemuan bersama	Teman-teman sekelas mengadakan pertemuan Tahun Baru
联络	menghubungi	Tolong hubungi klien secepat mungkin
联盟	aliansi	Beberapa negara membentuk aliansi perdagangan
联想	teringat	Foto ini membuat saya teringat masa kecil
连年	bertahun-tahun	Daerah ini mengalami banjir bertahun-tahun berturut-turut
连锁	waralaba	Perusahaan ini menjalankan supermarket waralaba
连同	bersama	Tolong kirim faktur bersama kontrak
良心	hati nurani	Orang harus hidup tanpa mengkhianati hati nurani
晾	menjemur	Dia menjemur pakaian di balkon
谅解	pengertian	Saya harap kamu dapat memahami kesulitan kami
辽阔	luas	Padang rumput itu luas dan membentang tak terlihat ujungnya
列举	menyebutkan	Guru menyebutkan tiga contoh
临床	klinis	Obat ini sedang menjalani uji klinis
淋	kehujanan	Jangan kehujanan terlalu lama
吝啬	pelit	Dia tidak pernah pelit kepada teman-temannya
伶俐	cerdas	Gadis kecil ini cerdas dan cepat tanggap
凌晨	dini hari	Pesawat lepas landas pada pukul tiga dini hari
灵感	inspirasi	Musik memberinya inspirasi kreatif
灵魂	jiwa	Kebebasan adalah jiwa karya ini
灵敏	peka	Alat ini merespons dengan sangat peka
零星	terpencar	Ada cahaya yang terpencar di langit malam
领会	memahami	Dia cepat memahami maksud guru
领事馆	konsulat	Dia pergi ke konsulat untuk mengurus visa
领土	wilayah	Setiap negara menghargai keutuhan wilayah
领悟	menyadari	Setelah mengalami kegagalan, dia menyadari tanggung jawab
领先	unggul	Teknologi mereka saat ini unggul dibanding pesaing
领袖	pemimpin	Pemimpin ini sangat dihormati oleh rakyat
溜	menyelinap	Anak anjing itu menyelinap keluar melalui celah pintu
流浪	mengembara	Saat muda, dia pernah mengembara dari satu tempat ke tempat lain
流露	terlihat	Kegembiraan terlihat di wajahnya
流氓	preman	Polisi menangkap beberapa preman jalanan
流通	beredar	Mata uang ini dulu pernah beredar secara lokal
留恋	enggan berpisah	Saat lulus, semua orang merasa enggan berpisah dari kampus
留念	kenang-kenangan	Kami berfoto di gerbang sekolah sebagai kenang-kenangan
留神	berhati-hati	Kamu harus berhati-hati saat menyeberang jalan
聋哑	tunarungu wicara	Sekolah menyediakan bantuan bagi anak tunarungu wicara
隆重	meriah	Konferensi itu diadakan dengan meriah di auditorium
垄断	monopoli	Monopoli dapat merugikan persaingan pasar
笼罩	menyelimuti	Kabut tebal menyelimuti seluruh desa
搂	memeluk	Ibu memeluk anak itu dengan lembut
炉灶	kompor	Kompor di dapur perlu dibersihkan
轮船	kapal	Kapal perlahan meninggalkan pelabuhan
轮廓	kontur	Kontur puncak gunung di kejauhan sangat jelas
轮胎	ban	Ban mobil perlu diganti
论坛	forum	Para ahli menyampaikan pidato di forum
论证	membuktikan argumen	Laporan itu perlu lebih lanjut membuktikan argumennya
啰唆	bertele-tele	Jangan bertele-tele dan langsung masuk ke pokoknya
络绎不绝	tak henti-henti	Pengunjung datang ke kota tua itu tak henti-henti
落成	rampung	Gedung olahraga baru akan resmi rampung besok
落实	menerapkan	Rapat meminta kebijakan baru segera diterapkan
屡次	berulang kali	Dia berulang kali mengingatkan semua orang agar memperhatikan keselamatan
履行	memenuhi	Kedua pihak harus memenuhi kewajiban kontrak
掠夺	menjarah	Perang menyebabkan penjarahan sumber daya
嘛	partikel penegas	Perkara ini memang sederhana
麻痹	lengah	Keberhasilan yang terlalu lama dapat membuat orang mudah lengah
麻木	mati rasa	Udara dingin membuat jari-jarinya mati rasa
麻醉	membius	Sebelum operasi, dokter membius pasien
码头	dermaga	Kapal barang merapat di samping dermaga
蚂蚁	semut	Semut-semut sedang mengangkut makanan
埋伏	penyergapan	Para prajurit bersembunyi untuk penyergapan di lembah
埋没	tenggelam	Jangan biarkan orang berbakat tenggelam tanpa terlihat
埋葬	menguburkan	Penduduk desa menguburkan orang tua itu di lereng bukit
脉搏	denyut nadi	Perawat sedang mengukur denyut nadinya
迈	melangkah	Dia melangkah lebar menuju pintu
埋怨	mengeluh	Jangan selalu mengeluh tentang orang lain
慢性	kronis	Penyakit kronis membutuhkan pengobatan jangka panjang
漫长	panjang	Mereka melewati penantian yang panjang
漫画	komik	Komik ini sangat populer di kalangan anak muda
蔓延	menyebar	Api cepat menyebar jauh ke dalam hutan
忙碌	sibuk	Akhir tahun adalah masa tersibuk perusahaan
盲目	buta	Investasi tidak boleh mengikuti tren secara buta
茫茫	luas	Perahu itu menghilang di laut yang luas
茫然	bingung	Setelah mendengar penjelasan, dia masih tampak bingung
冒充	menyamar	Seseorang menyamar sebagai polisi untuk menipu uang
冒犯	menyinggung	Kata-kata saya tidak bermaksud menyinggung kamu
茂盛	rimbun	Pohon-pohon di halaman tumbuh dengan rimbun
媒介	media	Internet adalah media informasi yang penting
枚	keping	Dia mengoleksi beberapa keping koin peringatan
美观	indah	Desain ini praktis dan indah
美满	bahagia	Mereka menjalani hidup yang bahagia dan memuaskan
美妙	indah	Konser itu membawa pengalaman yang indah
萌芽	muncul	Sebuah gagasan baru mulai muncul
猛烈	dahsyat	Badai datang dengan sangat dahsyat
眯	memicingkan mata	Sinar matahari terlalu kuat, jadi dia memicingkan mata
弥补	menebus	Permintaan maaf tidak dapat sepenuhnya menebus kerugian
弥漫	memenuhi	Aroma bunga memenuhi halaman
谜语	teka-teki	Anak-anak suka menebak teka-teki
迷惑	bingung	Data yang rumit membuatnya merasa bingung
迷人	menawan	Pemandangan malam di tepi laut sangat menawan
迷信	takhayul	Pendidikan sains dapat mengurangi takhayul
密度	kepadatan	Logam ini memiliki kepadatan tinggi
密封	menyegel	Setelah dibuka, harap segel kembali kantong itu
棉花	kapas	Petani sedang memetik kapas
免得	agar tidak	Berangkatlah lebih awal agar tidak terlambat
免疫	kekebalan	Vaksin ini dapat meningkatkan kekebalan tubuh
勉励	mendorong	Guru sering mendorong siswa untuk terus belajar
勉强	terpaksa	Dia terpaksa menyetujui pengaturan ini
面貌	wajah	Wajah kota telah banyak berubah
面子	muka	Dia tidak ingin kehilangan muka di depan umum
描绘	menggambarkan	Novel itu menggambarkan kehidupan pedesaan
瞄准	membidik	Penembak membidik sasaran
渺小	kecil	Manusia tampak sangat kecil di hadapan alam
藐视	meremehkan	Kita tidak boleh meremehkan lawan mana pun
灭亡	runtuh	Dinasti ini akhirnya menuju keruntuhan
蔑视	penghinaan	Nada suaranya penuh penghinaan
民间	rakyat	Seni rakyat perlu dilindungi
民主	demokratis	Rapat menggunakan pemungutan suara demokratis
敏捷	lincah	Gerakan atlet itu sangat lincah
敏锐	tajam	Wartawan membutuhkan daya pengamatan yang tajam
名次	peringkat	Dia meraih peringkat bagus dalam kompetisi
名额	kuota	Program ini hanya memiliki sepuluh kuota
名副其实	sesuai nama dan kenyataan	Dia adalah ahli yang benar-benar sesuai nama dan kenyataan
名誉	reputasi	Perkara ini merusak reputasi perusahaan
明明	jelas	Dia jelas tahu jawabannya tetapi menolak mengatakannya
明智	bijak	Menunda keputusan adalah pilihan yang bijak
命名	menamai	Para ilmuwan menamai spesies baru itu
摸索	menjelajahi	Tim masih menjelajahi metode baru
摩擦	gesekan	Gesekan dagang muncul antara kedua negara
模范	teladan	Dia adalah teladan bagi semua siswa di sekolah
模式	model	Model bisnis ini sangat berhasil
模型	model	Insinyur membuat model jembatan
磨合	menyesuaikan diri	Tim baru membutuhkan waktu untuk saling menyesuaikan diri
膜	membran	Membran ini dapat menyaring kotoran
魔鬼	iblis	Iblis dalam cerita itu sangat licik
魔术	sulap	Anak-anak suka menonton pertunjukan sulap
抹杀	menghapus	Kontribusinya tidak dapat dihapus
墨水儿	tinta	Tinta dalam pena hampir habis
莫名其妙	tidak masuk akal	Reaksinya membuat orang merasa tidak masuk akal
默默	diam-diam	Dia diam-diam membantu banyak orang
谋求	mencari	Perusahaan sedang mencari peluang pengembangan baru
模样	penampilan	Penampilannya sekarang sudah banyak berubah
母语	bahasa ibu	Anak-anak belajar bahasa ibu sejak kecil
沐浴	bermandikan	Desa pada pagi hari bermandikan sinar matahari
目睹	menyaksikan	Banyak orang menyaksikan kecelakaan itu
目光	pandangan	Pandangan semua orang tertuju pada panggung
拿手	keahlian	Ikan rebus adalah hidangan keahliannya
纳闷儿	heran	Saya terus merasa heran mengapa dia terlambat
耐用	awet	Sepasang sepatu ini sangat awet
南辕北辙	bertentangan dengan tujuan	Cara yang dia pakai bertentangan dengan tujuan
难得	langka	Ini adalah kesempatan yang langka
难堪	malu	Pertanyaan ini membuatnya malu
难能可贵	patut dihargai	Tetap jujur di bawah tekanan sangat patut dihargai
恼火	jengkel	Peralatan itu rusak lagi, dan dia sangat jengkel
内涵	makna	Kata ini memiliki makna budaya yang kaya
内幕	kisah dalam	Wartawan mencoba menyelidiki kisah dalam peristiwa itu
内在	batin	Dia lebih menghargai kualitas batin seseorang
能量	energi	Sarapan ini memberi saya banyak energi
拟定	menyusun	Sekretaris sedang menyusun agenda rapat
逆行	melawan arah	Mobil itu melaju melawan arah di jalan satu arah
年度	tahunan	Perusahaan menerbitkan laporan tahunan
捏	mencubit	Dia mencubit pipi anak itu dengan lembut
凝固	membeku	Setelah dingin, lilin akan perlahan membeku
凝聚	mempersatukan	Tujuan bersama dapat mempersatukan kekuatan tim
凝视	menatap	Dia menatap lampu di kejauhan
拧	mencubit	Dia mencubit saya sekali dengan tangannya
宁肯	lebih baik	Dia lebih baik gagal daripada melepaskan prinsipnya
宁愿	lebih suka	Saya lebih suka berjalan kaki daripada menunggu bus
扭转	membalikkan	Kebijakan baru membalikkan keadaan rugi
纽扣儿	kancing	Kemeja ini kehilangan satu kancing
农历	kalender lunar	Tahun Baru Imlek dirayakan menurut kalender lunar
浓厚	minat kuat	Dia memiliki minat kuat pada sejarah
奴隶	budak	Perbudakan ada dalam masyarakat kuno
挪	memindahkan	Tolong pindahkan kursi sedikit ke samping
虐待	menganiaya	Hukum melarang menganiaya anak-anak
哦	oh	Oh, akhirnya saya mengerti
殴打	memukul	Polisi menangkap orang yang memukul pejalan kaki
偶像	idola	Dia menganggap penulis itu sebagai idola
呕吐	muntah	Dia mulai muntah setelah makan makanan basi
趴	tengkurap	Anak kucing itu tengkurap tidur di ambang jendela
徘徊	mondar-mandir	Dia mondar-mandir lama di depan pintu
排斥	menolak	Bahan baru ini menolak kelembapan
排除	menyingkirkan	Dokter lebih dulu menyingkirkan penyakit serius
排放	emisi	Pabrik harus mengurangi emisi gas buang
排练	berlatih	Para aktor sedang berlatih program baru
派别	faksi	Ada berbagai faksi di dalam organisasi ini
派遣	mengirim	Perusahaan mengirim insinyur ke lokasi
攀登	mendaki	Mereka berencana mendaki gunung bersalju besok
盘旋	berputar	Pesawat berputar di atas bandara
判决	putusan	Pengadilan mengumumkan putusan hari ini
畔	tepi	Anak-anak berjalan di tepi danau
庞大	besar	Proyek ini membutuhkan dana yang besar
抛弃	meninggalkan	Dia tidak mau meninggalkan impiannya
泡沫	busa	Ada banyak busa putih di dalam cangkir
培育	menumbuhkan	Sekolah berusaha menumbuhkan rasa tanggung jawab siswa
配备	dilengkapi	Mobil baru ini dilengkapi sistem keselamatan
配偶	pasangan	Formulir permohonan meminta informasi pasangan
配套	fasilitas pendukung	Komunitas ini memiliki fasilitas pendukung yang lengkap
盆地	cekungan	Cekungan ini sangat panas pada musim panas
烹饪	memasak	Memasak membutuhkan kesabaran dan pengalaman
捧	memegang	Dia memegang sebuket bunga dengan kedua tangan
劈	membelah	Pekerja itu membelah kayu bakar dengan kapak
批发	grosir	Toko ini terutama menjual buah secara grosir
批判	mengkritik	Artikel itu mengkritik pandangan yang keliru ini
疲惫	lelah	Semua orang lelah setelah perjalanan panjang
疲倦	lelah	Pekerjaan terus-menerus membuatnya merasa lelah
皮革	kulit	Tas ini terbuat dari kulit
屁股	pantat	Pantat anak itu sakit setelah jatuh
譬如	misalnya	Misalnya, kita bisa melakukan uji kecil terlebih dahulu
偏差	penyimpangan	Ada penyimpangan yang jelas dalam hasil eksperimen
偏见	prasangka	Kita harus menghindari prasangka etnis
偏僻	terpencil	Desa ini berada di lokasi yang sangat terpencil
偏偏	kebetulan tidak menguntungkan	Semakin saya cemas, kebetulan mobil berjalan semakin lambat
片断	potongan	Ada beberapa potongan yang sangat bagus dalam film itu
片刻	sejenak	Tolong tunggu saya di sini sejenak
漂浮	mengapung	Daun-daun gugur mengapung di atas air
飘扬	berkibar	Bendera nasional berkibar tertiup angin
撇	membuang	Dia membuang rencana lama itu ke samping
拼搏	berjuang	Anak muda harus berjuang demi cita-cita
拼命	sekuat tenaga	Dia mengejar tim di depan dengan sekuat tenaga
贫乏	miskin isi	Isi artikel ini agak miskin
贫困	miskin	Pemerintah membantu keluarga miskin
频繁	sering	Kecelakaan lalu lintas sering terjadi di sini akhir-akhir ini
频率	frekuensi	Frekuensi suara ini sangat tinggi
品尝	mencicipi	Para tamu sedang mencicipi makanan lokal
品德	moral	Sekolah menghargai pendidikan moral siswa
品质	kualitas	Kualitas produk perusahaan ini stabil
品种	varietas	Ada banyak varietas buah di pasar
屏幕	layar	Tolong turunkan kecerahan layar
屏障	penghalang	Hutan adalah penghalang penting terhadap angin
平凡	biasa	Dia bekerja selama bertahun-tahun di posisi biasa
平面	denah	Desainer menggambar denah rumah
平坦	rata	Jalan ini sangat rata
平行	sejajar	Dua garis ini sejajar satu sama lain
平庸	biasa-biasa saja	Dia tidak puas menjalani hidup yang biasa-biasa saja
平原	dataran	Kereta melewati dataran yang luas
评估	menilai	Para ahli sedang menilai risiko proyek
评论	berkomentar	Pembaca dapat berkomentar di bawah artikel
坡	lereng	Mobil perlahan naik ke lereng
泼	menyiram	Jangan menyiram air ke lantai
颇	cukup	Hasil ini cukup mengejutkan
破例	membuat pengecualian	Manajer membuat pengecualian dan menyetujui permohonannya
迫不及待	tidak sabar	Anak-anak tidak sabar membuka hadiah
迫害	penganiayaan	Banyak orang mengalami penganiayaan dalam sejarah
魄力	keberanian	Pemimpin membutuhkan keberanian untuk mengambil keputusan
扑	menerjang	Anak itu tiba-tiba menerjang ke pelukan ibunya
铺	menggelar	Pekerja sedang menggelar karpet baru
普及	tersebar luas	Internet sudah tersebar luas di kota-kota
