hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
2759:美味	美味	美味	chutný; lahodné jídlo	Toto jídlo je velmi chutné.	chutný; lahodné jedlo	Toto jedlo je veľmi chutné.	finom; ízletes étel	Ez az étel nagyon finom.	delicios; mâncare gustoasă	Acest fel de mâncare este delicios.	вкусен; вкусна храна	Това ястие е много вкусно.	ukusan; ukusna hrana	Ovo je jelo vrlo ukusno.
2761:门诊	门诊	门诊	ambulance; ambulantní péče	Dopoledne šel do nemocnice na ambulanci.	ambulancia; ambulantné vyšetrenie	Dopoludnia išiel do nemocnice na ambulanciu.	járóbeteg-rendelés	Délelőtt elment a kórház járóbeteg-rendelésére.	ambulatoriu; consultație ambulatorie	Dimineața a mers la ambulatoriul spitalului.	амбулаторен прием; кабинет	Сутринта той отиде на амбулаторен преглед в болницата.	ambulanta; izvanbolnička ordinacija	Ujutro je otišao u bolničku ambulantu.
2762:迷	迷	迷	fanoušek; nadšenec	Je fanoušek basketbalu.	fanúšik; nadšenec	Je fanúšikom basketbalu.	rajongó	Ő kosárlabdarajongó.	fan; pasionat	Este fan al baschetului.	фен; почитател	Той е фен на баскетбола.	obožavatelj; fan	On je ljubitelj košarke.
2767:面2	面2	面	strana; povrch	Tuto stranu zdi je třeba znovu natřít.	strana; povrch	Túto stranu steny treba znovu natrieť.	oldal; felület	A falnak ezt az oldalát újra kell festeni.	parte; suprafață	Această parte a peretelui trebuie revopsită.	страна; повърхност	Тази страна на стената трябва да се боядиса отново.	strana; površina	Ovu stranu zida treba ponovno obojiti.
2770:面向	面向	面向	směřovat k; být určen pro	Tento kurz je určen pro začátečníky.	smerovať k; byť určený pre	Tento kurz je určený pre začiatočníkov.	szembenézni; célzott	Ez a tanfolyam kezdőknek szól.	a se adresa; a fi orientat către	Acest curs se adresează începătorilor.	насочен към; гледам към	Този курс е насочен към начинаещи.	biti usmjeren na; okrenut prema	Ovaj je tečaj namijenjen početnicima.
2771:描述	描述	描述	popsat	Popište prosím, co se stalo.	opísať	Opíšte prosím, čo sa stalo.	leírni; bemutatni	Kérlek, írd le, mi történt.	a descrie	Vă rog să descrieți ce s-a întâmplat.	описвам	Моля, опишете какво се случи.	opisati	Molim vas, opišite što se dogodilo.
2773:名称	名称	名称	název; jméno	Vyplňte prosím do formuláře název firmy.	názov; meno	Prosím, vyplňte do formulára názov spoločnosti.	név; elnevezés	Kérlek, írd be a cég nevét az űrlapba.	nume; denumire	Vă rugăm să completați denumirea companiei în formular.	име; наименование	Моля, попълнете името на компанията във формуляра.	naziv; ime	Molimo upišite naziv tvrtke u obrazac.
2779:命1	命1	命	život; osud	Tato operace mu zachránila život.	život; osud	Táto operácia mu zachránila život.	élet; sors	Ez a műtét megmentette az életét.	viață; destin	Această operație i-a salvat viața.	живот; съдба	Тази операция спаси живота му.	život; sudbina	Ova mu je operacija spasila život.
2790:难度	难度	难度	obtížnost; náročnost	Obtížnost tohoto úkolu není malá.	náročnosť; obtiažnosť	Náročnosť tejto úlohy nie je malá.	nehézség; nehézségi fok	Ennek a feladatnak nem kicsi a nehézsége.	dificultate; grad de dificultate	Dificultatea acestei probleme nu este mică.	трудност; степен на трудност	Трудността на тази задача не е малка.	težina; razina težine	Težina ovog zadatka nije mala.
2791:难以	难以	难以	těžko; obtížně	Tento problém je těžké vyřešit v krátké době.	ťažko; obtiažne	Tento problém je ťažké vyriešiť v krátkom čase.	nehéz; alig lehet	Ezt a problémát rövid idő alatt nehéz megoldani.	greu de; dificil de	Această problemă este greu de rezolvat pe termen scurt.	трудно; трудно е да	Този проблем е трудно да се реши за кратко време.	teško; teško je	Ovaj je problem teško riješiti u kratkom roku.
2792:男子	男子	男子	muž; mužský	Mladý muž se právě ptá na cestu.	muž; mužský	Mladý muž sa práve pýta na cestu.	férfi; férfinemű	Egy fiatal férfi útbaigazítást kér.	bărbat; masculin	Un tânăr bărbat cere indicații.	мъж; мъжки	Млад мъж пита за посоката.	muškarac; muški	Mladi muškarac pita za put.
2793:闹	闹	闹	hlučný; dělat potíže	Venku je příliš hlučno, nemohu odpočívat.	hlučný; robiť problémy	Vonku je príliš hlučno, nemôžem si oddýchnuť.	zajos; bajt csinálni	Kint túl nagy a zaj, nem tudok pihenni.	gălăgios; a face scandal	Afară este prea mult zgomot, nu mă pot odihni.	шумен; създавам неприятности	Навън е твърде шумно, не мога да си почина.	bučan; praviti probleme	Vani je previše bučno, ne mogu se odmoriti.
2794:闹钟	闹钟	闹钟	budík	Nastavil jsem budík na šest ráno.	budík	Nastavil som budík na šiestu ráno.	ébresztőóra	Reggel hatra állítottam az ébresztőt.	ceas deșteptător; alarmă	Am setat alarma la ora șase dimineața.	будилник	Настроих будилника за шест сутринта.	budilica	Namjestio sam budilicu na šest ujutro.
2797:年初	年初	年初	začátek roku	Na začátku roku firma vytvořila nový plán.	začiatok roka	Na začiatku roka firma vypracovala nový plán.	év eleje	Az év elején a cég új tervet készített.	începutul anului	La începutul anului, compania a făcut un plan nou.	началото на годината	В началото на годината компанията изготви нов план.	početak godine	Početkom godine tvrtka je izradila novi plan.
2800:年夜饭	年夜饭	年夜饭	slavnostní večeře na lunární Silvestr	Celá rodina společně jí slavnostní večeři na lunární Silvestr.	slávnostná večera na lunárny Silvester	Celá rodina spolu je slávnostnú večeru na lunárny Silvester.	holdújévi ünnepi vacsora	Az egész család együtt eszi a holdújévi ünnepi vacsorát.	cină de Anul Nou Lunar	Toată familia ia împreună cina de Anul Nou Lunar.	вечеря за Лунната Нова година	Цялото семейство вечеря заедно на Лунната Нова година.	večera za lunarnu Novu godinu	Cijela obitelj zajedno jede večeru za lunarnu Novu godinu.
2806:女子	女子	女子	žena; ženský	Ta žena právě poskytuje rozhovor.	žena; ženský	Tá žena práve poskytuje rozhovor.	nő; nőnemű	Az a nő éppen interjút ad.	femeie; feminin	Acea femeie este intervievată.	жена; женски	Тази жена дава интервю.	žena; ženski	Ta žena upravo daje intervju.
2810:拍摄	拍摄	拍摄	natáčet; fotografovat	U moře fotí svatební fotografie.	natáčať; fotografovať	Pri mori fotia svadobné fotografie.	forgatni; fényképezni	A tengerparton esküvői fotókat készítenek.	a filma; a fotografia	Ei fac fotografii de nuntă la mare.	снимам; филмирам	Те снимат сватбени снимки край морето.	snimati; fotografirati	Snimaju vjenčane fotografije uz more.
2813:派出所	派出所	派出所	policejní služebna	Ztracenou peněženku odevzdal na policejní služebně.	policajná stanica	Stratenú peňaženku odovzdal na policajnej stanici.	rendőrőrs	A talált pénztárcát leadta a rendőrőrsön.	secție de poliție	A predat portofelul pierdut la secția de poliție.	полицейски участък	Той предаде изгубения портфейл в полицейския участък.	policijska postaja	Izgubljeni novčanik predao je u policijsku postaju.
2814:跑道	跑道	跑道	běžecká dráha; ranvej	Sportovec stojí na startu běžecké dráhy.	bežecká dráha; pristávacia dráha	Športovec stojí na štarte bežeckej dráhy.	futópálya; kifutópálya	A sportoló a futópálya rajtjánál áll.	pistă de alergare; pistă de avion	Sportivul stă la linia de start a pistei.	писта за бягане; самолетна писта	Спортистът стои на старта на пистата.	trkaća staza; uzletno-sletna staza	Sportaš stoji na početku trkaće staze.
2815:赔	赔	赔	nahradit škodu; zaplatit náhradu	Rozbil hrnek a sám zaplatil náhradu.	nahradiť škodu; zaplatiť náhradu	Rozbil pohár a sám zaplatil náhradu.	kártérítést fizetni	Eltörte a poharat, és önként kifizette a kárt.	a despăgubi; a plăti paguba	A spart paharul și a plătit paguba din proprie inițiativă.	обезщетявам; плащам щета	Той счупи чашата и доброволно плати щетата.	nadoknaditi štetu; platiti	Razbio je čašu i sam platio štetu.
2816:陪伴	陪伴	陪伴	doprovázet; společnost	Společnost rodiny ji hodně uklidnila.	sprevádzať; spoločnosť	Spoločnosť rodiny ju veľmi upokojila.	elkísérni; társaság	A családja társasága sokkal nyugodtabbá tette.	a însoți; companie	Compania familiei a făcut-o să se simtă mult mai liniștită.	придружавам; компания	Присъствието на семейството ѝ я успокои много.	pratiti; društvo	Prisutnost obitelji mnogo ju je umirila.
2819:配	配	配	hodit se; přiřadit	Tato kravata se k obleku velmi hodí.	hodiť sa; priradiť	Táto kravata sa k obleku veľmi hodí.	illeni; kiosztani	Ez a nyakkendő jól illik az öltönyhöz.	a se potrivi; a aloca	Această cravată se potrivește bine cu costumul.	подхождам; разпределям	Тази вратовръзка много подхожда на костюма.	pristajati; rasporediti	Ova kravata dobro pristaje uz odijelo.
2821:配送	配送	配送	doručit; distribuovat	Platforma doručí zboží do dvou hodin.	doručiť; distribuovať	Platforma doručí tovar do dvoch hodín.	kiszállítani; terjeszteni	A platform két órán belül kiszállítja az árut.	a livra; a distribui	Platforma va livra mărfurile în două ore.	доставям; разпределям	Платформата ще достави стоките в рамките на два часа.	dostaviti; distribuirati	Platforma će dostaviti robu u roku od dva sata.
2824:碰见	碰见	碰见	náhodou potkat	V supermarketu jsem náhodou potkal bývalého spolužáka.	náhodou stretnúť	V supermarkete som náhodou stretol starého spolužiaka.	véletlenül találkozni	A szupermarketben összefutottam egy régi osztálytársammal.	a întâlni întâmplător	M-am întâlnit întâmplător cu un fost coleg în supermarket.	срещам случайно	В супермаркета случайно срещнах стар съученик.	slučajno sresti	U supermarketu sam slučajno sreo starog školskog kolegu.
2830:拼	拼	拼	skládat; hláskovat; tvrdě bojovat	Dítě složilo tyto obrázky dohromady.	skladať; hláskovať; tvrdo bojovať	Dieťa poskladalo tieto obrázky dohromady.	összerakni; betűzni; küzdeni	A gyerek összerakta ezeket a képeket.	a îmbina; a silabisi; a lupta din greu	Copilul a pus aceste imagini împreună.	сглобявам; спелувам; боря се упорито	Детето сглоби тези картинки заедно.	sastaviti; slovkati; boriti se	Dijete je sastavilo ove slike.
2832:品	品	品	třída; výrobek; ochutnat	Tento obchod prodává mnoho místních specialit.	trieda; výrobok; ochutnať	Tento obchod predáva veľa miestnych špecialít.	minőség; termék; megkóstolni	Ez az üzlet sok helyi különleges terméket árul.	calitate; produs; a gusta	Acest magazin vinde multe produse locale speciale.	качество; продукт; опитвам на вкус	Този магазин продава много местни специални продукти.	kvaliteta; proizvod; kušati	Ova trgovina prodaje mnogo lokalnih specijaliteta.
2833:品牌	品牌	品牌	značka	Domácí spotřebiče této značky jsou velmi kvalitní.	značka	Domáce spotrebiče tejto značky sú veľmi kvalitné.	márka	Ennek a márkának jó minőségűek a háztartási gépei.	marcă; brand	Electrocasnicele acestei mărci sunt de bună calitate.	марка; бранд	Домакинските електроуреди на тази марка са с добро качество.	marka; brend	Kućanski aparati ove marke vrlo su kvalitetni.
2836:聘请	聘请	聘请	najmout; angažovat	Škola najala nového učitele.	najať; angažovať	Škola najala nového učiteľa.	felvenni; megbízni	Az iskola új tanárt vett fel.	a angaja; a invita profesional	Școala a angajat un profesor nou.	наемам; каня на работа	Училището нае нов учител.	zaposliti; angažirati	Škola je zaposlila novog učitelja.
2838:评	评	评	hodnotit; komentovat	Učitel ohodnotí sloh každého studenta.	hodnotiť; komentovať	Učiteľ ohodnotí sloh každého študenta.	értékelni; véleményezni	A tanár értékelni fogja minden diák fogalmazását.	a evalua; a comenta	Profesorul va evalua compunerea fiecărui elev.	оценявам; коментирам	Учителят ще оцени съчинението на всеки ученик.	ocijeniti; komentirati	Učitelj će ocijeniti sastav svakog učenika.
2843:凭借	凭借	凭借	spoléhat na; díky	Díky tvrdé práci se dostal na univerzitu.	spoliehať sa na; vďaka	Vďaka tvrdej práci sa dostal na univerzitu.	támaszkodni valamire; révén	Kemény munkájának köszönhetően bejutott az egyetemre.	a se baza pe; prin intermediul	Prin muncă asiduă a intrat la universitate.	разчитам на; благодарение на	Благодарение на усилията си той влезе в университета.	oslanjati se na; zahvaljujući	Zahvaljujući trudu upisao je sveučilište.
2847:平台	平台	平台	platforma	Tato platforma umožňuje studovat čínštinu online.	platforma	Táto platforma umožňuje učiť sa čínštinu online.	online felület; platform	Ezen az online felületen lehet kínaiul tanulni.	platformă	Această platformă permite studiul limbii chineze online.	платформа	Тази платформа позволява онлайн изучаване на китайски.	platforma	Ova platforma omogućuje online učenje kineskog.
2852:齐	齐	齐	srovnaný; úplný; společně	Všichni úhledně srovnali stoly a židle.	zarovnaný; úplný; spolu	Všetci pekne zarovnali stoly a stoličky.	rendezett; teljes; együtt	Mindenki szépen elrendezte az asztalokat és székeket.	ordonat; complet; împreună	Toți au aranjat mesele și scaunele frumos.	подреден; пълен; заедно	Всички подредиха масите и столовете.	uredan; potpun; zajedno	Svi su uredno posložili stolove i stolice.
2853:其	其	其	jeho; její; jejich	Tato firma rozšiřuje své zahraniční podnikání.	jeho; jej; ich	Táto firma rozširuje svoje zahraničné podnikanie.	annak; övé; saját	Ez a vállalat bővíti saját külföldi üzletágát.	său; sa; lor	Această companie își extinde afacerile peste hotare.	негов; неин; техен	Тази компания разширява своя бизнес в чужбина.	njegov; njezin; njihov	Ova tvrtka širi svoje poslovanje u inozemstvu.
2857:气球	气球	气球	balonek	Dítě drží v ruce červený balonek.	balón	Dieťa drží v ruke červený balón.	lufi	A gyerek egy piros lufit tart a kezében.	balon	Copilul ține în mână un balon roșu.	балон	Детето държи червен балон в ръката си.	balon	Dijete u ruci drži crveni balon.
2860:签订	签订	签订	podepsat; uzavřít	Obě strany zítra podepíšou dohodu o spolupráci.	podpísať; uzavrieť	Obe strany zajtra podpíšu dohodu o spolupráci.	aláírni; megkötni	A két fél holnap aláírja az együttműködési megállapodást.	a semna; a încheia	Ambele părți vor semna mâine acordul de cooperare.	подписвам; сключвам	Двете страни утре ще подпишат споразумението за сътрудничество.	potpisati; sklopiti	Obje će strane sutra potpisati sporazum o suradnji.
2861:签名	签名	签名	podpis; podepsat se	Podepište se prosím pod formulář.	podpis; podpísať sa	Prosím, podpíšte sa pod formulár.	aláírás; aláírni	Kérlek, írd alá az űrlap alján.	semnătură; a semna numele	Vă rog să semnați sub formular.	подпис; подписвам се	Моля, подпишете се под формуляра.	potpis; potpisati se	Molim vas, potpišite se ispod obrasca.
2862:签字	签字	签字	podepsat	Smlouvu musí podepsat příslušná osoba.	podpísať	Zmluvu musí podpísať príslušná osoba.	aláírni	A szerződést az érintett személynek kell aláírnia.	a semna	Contractul trebuie semnat de persoana în cauză.	подписвам	Договорът трябва да бъде подписан лично.	potpisati	Ugovor mora potpisati nadležna osoba.
2863:前进	前进	前进	postupovat vpřed	Tým pokračoval v postupu k vrcholu hory.	postupovať vpred	Tím pokračoval v postupe k vrcholu hory.	előrehaladni	A csapat tovább haladt a hegycsúcs felé.	a înainta	Echipa a continuat să înainteze spre vârful muntelui.	напредвам; движа се напред	Групата продължи да се движи към върха.	napredovati; ići naprijed	Skupina je nastavila napredovati prema vrhu planine.
2864:前来	前来	前来	přijít; dorazit	Mnoho diváků přišlo sledovat zápas.	prísť; doraziť	Mnoho divákov prišlo sledovať zápas.	eljönni; megérkezni	Sok néző jött el megnézni a mérkőzést.	a veni; a sosi	Mulți spectatori au venit să urmărească meciul.	идвам; пристигам	Много зрители дойдоха да гледат мача.	doći; stići	Mnogi su gledatelji došli gledati utakmicu.
2866:前往	前往	前往	vydat se do; směřovat	Delegace zítra odjede do Šanghaje.	vydať sa do; smerovať	Delegácia zajtra odíde do Šanghaja.	elindulni valahová; tartani valahová	A küldöttség holnap Sanghajba utazik.	a merge către; a se îndrepta spre	Delegația va pleca mâine spre Shanghai.	отивам към; отправям се	Делегацията утре заминава за Шанхай.	krenuti prema; otići u	Delegacija sutra odlazi u Šangaj.
2870:强大	强大	强大	silný; mocný	Tento tým je velmi silný.	silný; mocný	Tento tím je veľmi silný.	erős; hatalmas	Ez a csapat nagyon erős.	puternic	Această echipă este foarte puternică.	силен; мощен	Този екип е много силен.	snažan; moćan	Ovaj je tim vrlo snažan.
2872:强度	强度	强度	intenzita; síla	Intenzita tréninku je příliš vysoká a všichni jsou unavení.	intenzita; sila	Intenzita tréningu je príliš vysoká a všetci sú unavení.	intenzitás; erősség	Túl nagy az edzés intenzitása, mindenki fáradt.	intensitate; tărie	Intensitatea antrenamentului este prea mare și toți sunt obosiți.	интензивност; сила	Интензивността на тренировката е твърде висока и всички са уморени.	intenzitet; jačina	Intenzitet treninga je previsok i svi su umorni.
2878:亲	亲	亲	políbit; blízký	Maminka políbila dítě na tvář.	pobozkať; blízky	Mama pobozkala dieťa na líce.	megcsókolni; közeli	Az anya arcon csókolta a gyereket.	a săruta; apropiat	Mama a sărutat copilul pe obraz.	целувам; близък	Майката целуна детето по бузата.	poljubiti; blizak	Majka je poljubila dijete u obraz.
2880:亲朋好友	亲朋好友	亲朋好友	příbuzní a přátelé	Během Svátků jara přišli příbuzní a přátelé domů na jídlo.	príbuzní a priatelia	Počas Sviatkov jari prišli príbuzní a priatelia domov na jedlo.	rokonok és barátok	A tavaszünnep idején rokonok és barátok jöttek haza vacsorára.	rude și prieteni	De Sărbătoarea Primăverii, rudele și prietenii au venit acasă la masă.	роднини и приятели	По време на Пролетния празник роднини и приятели дойдоха вкъщи на вечеря.	rodbina i prijatelji	Za Proljetni festival rodbina i prijatelji došli su kući na večeru.
2882:亲情	亲情	亲情	rodinná láska; rodinné pouto	Tento film je o rodinných poutech.	rodinná láska; rodinné puto	Tento film je o rodinných putách.	családi szeretet; családi kötelék	Ez a film a családi szeretetről szól.	afecțiune familială	Acest film este despre afecțiunea familială.	семейна обич; семейна връзка	Този филм е за семейната обич.	obiteljska ljubav; obiteljska veza	Ovaj film govori o obiteljskoj ljubavi.
2883:亲人	亲人	亲人	člen rodiny; blízký člověk	Když je člověk nemocný, společnost blízkých je velmi důležitá.	člen rodiny; blízky človek	Keď je človek chorý, spoločnosť blízkych je veľmi dôležitá.	családtag; szeretett személy	Betegség idején nagyon fontos a családtagok társasága.	membru al familiei; persoană dragă	Când ești bolnav, compania familiei este foarte importantă.	близък човек; член на семейството	Когато човек е болен, подкрепата на близките е много важна.	član obitelji; voljena osoba	Kad je čovjek bolestan, društvo obitelji vrlo je važno.
2888:轻重	轻重	轻重	důležitost; váha	Při řešení věcí je třeba rozlišit, co je důležitější.	dôležitosť; váha	Pri riešení vecí treba rozlíšiť, čo je dôležitejšie.	fontosság; súly	Ügyek intézésekor meg kell különböztetni a fontosabbat a kevésbé fontostól.	importanță; greutate	Când rezolvi lucruri, trebuie să distingi ce este mai important.	важност; тежест	При решаване на въпроси трябва да се различава кое е по-важно.	važnost; težina	Pri rješavanju stvari treba razlikovati što je važnije.
2889:情感	情感	情感	cit; emoce	Hudba dokáže vyjádřit složité emoce.	cit; emócia	Hudba dokáže vyjadriť zložité emócie.	érzelem; érzés	A zene összetett érzelmeket tud kifejezni.	emoție; sentiment	Muzica poate exprima emoții complexe.	емоция; чувство	Музиката може да изразява сложни емоции.	osjećaj; emocija	Glazba može izraziti složene emocije.
2898:权	权	权	právo; pravomoc	Právo rozhodnout má v rukou manažer.	právo; právomoc	Právomoc rozhodnúť má v rukách manažér.	jog; hatáskör	A döntési jog a vezető kezében van.	drept; autoritate	Dreptul de decizie este în mâinile managerului.	право; власт	Правото на решение е в ръцете на мениджъра.	pravo; ovlast	Pravo odlučivanja u rukama je menadžera.
2900:全力	全力	全力	ze všech sil; naplno	Lékaři se ze všech sil snaží zachránit pacienta.	zo všetkých síl; naplno	Lekári sa zo všetkých síl snažia zachrániť pacienta.	teljes erővel	Az orvosok teljes erővel próbálják megmenteni a beteget.	cu toată puterea; din toate puterile	Medicii fac tot ce pot pentru a salva pacientul.	с всички сили	Лекарите с всички сили се опитват да спасят пациента.	svom snagom; punom snagom	Liječnici svim snagama spašavaju pacijenta.
2902:全体	全体	全体	všichni; celý kolektiv	Všichni zaměstnanci se zúčastnili školení.	všetci; celý kolektív	Všetci zamestnanci sa zúčastnili školenia.	mindenki; teljes csoport	Minden alkalmazott részt vett a képzésen.	toți; întregul grup	Toți angajații au participat la instruire.	всички; целият колектив	Всички служители участваха в обучението.	svi; cijela skupina	Svi zaposlenici sudjelovali su u obuci.
2903:全新	全新	全新	zcela nový	Koupil si zcela nový počítač.	úplne nový	Kúpil si úplne nový počítač.	vadonatúj	Vett egy vadonatúj számítógépet.	complet nou	A cumpărat un calculator complet nou.	съвсем нов	Той купи съвсем нов компютър.	potpuno nov	Kupio je potpuno novo računalo.
2910:群体	群体	群体	skupina; komunita	Senioři jsou skupina, které je třeba věnovat pozornost.	skupina; komunita	Starší ľudia sú skupina, ktorej treba venovať pozornosť.	csoport; közösség	Az idősek olyan csoport, amelyre figyelmet kell fordítani.	grup; comunitate	Persoanele în vârstă sunt un grup care are nevoie de atenție.	група; общност	Възрастните хора са група, която се нуждае от внимание.	skupina; zajednica	Starije osobe su skupina kojoj treba posvetiti pažnju.
2914:热量	热量	热量	teplo; kalorie	Tento nápoj má hodně kalorií.	teplo; kalórie	Tento nápoj má veľa kalórií.	hő; kalória	Ez az ital sok kalóriát tartalmaz.	căldură; calorii	Această băutură are multe calorii.	топлина; калории	Тази напитка е с много калории.	toplina; kalorije	Ovo piće ima mnogo kalorija.
2919:人际	人际	人际	mezilidský	Dobré mezilidské vztahy pomáhají v práci.	medziľudský	Dobré medziľudské vzťahy pomáhajú v práci.	személyközi; emberi kapcsolati	A jó emberi kapcsolatok segítenek a munkában.	între persoane; relațional	Relațiile dintre oameni bune ajută la serviciu.	междуличностен	Добрите междуличностни отношения помагат в работата.	međuljudski	Dobri međuljudski odnosi pomažu na poslu.
2922:人力	人力	人力	pracovní síla; lidské zdroje	Tento projekt potřebuje více pracovních sil.	pracovná sila; ľudské zdroje	Tento projekt potrebuje viac pracovnej sily.	munkaerő; emberi erőforrás	Ehhez a projekthez több munkaerőre van szükség.	forță de muncă; resurse umane	Acest proiect are nevoie de mai multă forță de muncă.	работна сила; човешки ресурси	Този проект се нуждае от повече работна сила.	radna snaga; ljudski resursi	Ovom projektu treba više radne snage.
2923:人民	人民	人民	lid; národ	Tato pamětní síň je lidem otevřena zdarma.	ľud; národ	Táto pamätná sieň je pre ľudí otvorená zadarmo.	nép; emberek	Ez az emlékcsarnok ingyenesen nyitva áll a nép előtt.	popor; oameni	Acest memorial este deschis gratuit publicului.	народ; хора	Този мемориален музей е отворен безплатно за хората.	narod; ljudi	Ova memorijalna dvorana besplatno je otvorena za javnost.
2925:人群	人群	人群	dav; skupina lidí	Sváteční dav zaplnil náměstí.	dav; skupina ľudí	Sviatočný dav zaplnil námestie.	tömeg; embercsoport	Az ünnepi tömeg megtöltötte a teret.	mulțime; grup de oameni	Mulțimea de sărbătoare a umplut piața.	тълпа; група хора	Празничната тълпа изпълни площада.	gomila; skupina ljudi	Blagdanska gomila ispunila je trg.
2926:人体	人体	人体	lidské tělo	Tento kurz představuje základní stavbu lidského těla.	ľudské telo	Tento kurz predstavuje základnú stavbu ľudského tela.	emberi test	Ez a kurz bemutatja az emberi test alapvető felépítését.	corp uman	Acest curs prezintă structura de bază a corpului uman.	човешко тяло	Този курс представя основната структура на човешкото тяло.	ljudsko tijelo	Ovaj tečaj predstavlja osnovnu strukturu ljudskog tijela.
2928:忍	忍	忍	vydržet; snášet	Bolest byla silná, ale pořád ji snášel.	vydržať; znášať	Bolesť bola silná, ale stále ju znášal.	tűrni; elviselni	A fájdalom erős volt, de ő végig tűrte.	a îndura; a suporta	Durerea era puternică, dar el a continuat să o suporte.	търпя; понасям	Болката беше силна, но той продължи да търпи.	izdržati; podnijeti	Bol je bila jaka, ali ju je stalno podnosio.
2929:认	认	认	poznat; uznat	Poznal jsem ho na první pohled.	spoznať; uznať	Spoznal som ho na prvý pohľad.	felismerni; elismerni	Első pillantásra felismertem őt.	a recunoaște; a admite	L-am recunoscut dintr-o privire.	разпознавам; признавам	Разпознах го от пръв поглед.	prepoznati; priznati	Prepoznao sam ga na prvi pogled.
2932:如	如	如	jako; pokud	Výsledek byl takový, jak jsme očekávali.	ako; ak	Výsledok bol taký, ako sme očakávali.	mint; ha	Az eredmény olyan lett, ahogy vártuk.	ca; dacă	Rezultatul a fost așa cum ne așteptam.	като; ако	Резултатът беше такъв, какъвто очаквахме.	kao; ako	Rezultat je bio onakav kakav smo očekivali.
2933:如此	如此	如此	takto; natolik	Nečekal jsem, že problém bude tak složitý.	takto; natoľko	Nečakal som, že problém bude taký zložitý.	ennyire; ilyen	Nem számítottam rá, hogy a probléma ennyire bonyolult lesz.	atât de; astfel	Nu mă așteptam ca problema să fie atât de complicată.	толкова; така	Не очаквах проблемът да бъде толкова сложен.	toliko; ovako	Nisam očekivao da će problem biti toliko složen.
2936:如同	如同	如同	jako; jako by	Hladina jezera v noci připomíná zrcadlo.	ako; akoby	Hladina jazera v noci pripomína zrkadlo.	olyan, mint; mintha	Éjszaka a tó felszíne olyan, mint egy tükör.	ca; ca și cum	Suprafața lacului noaptea este ca o oglindă.	като; сякаш	Повърхността на езерото през нощта е като огледало.	poput; kao da	Površina jezera noću je poput zrcala.
2937:如下	如下	如下	následující; jak je uvedeno níže	Konkrétní uspořádání je následující.	nasledovný; ako je uvedené nižšie	Konkrétne usporiadanie je nasledovné.	az alábbiak szerint	A konkrét beosztás az alábbiak szerint alakul.	după cum urmează	Aranjamentele concrete sunt după cum urmează.	както следва	Конкретната организация е както следва.	kako slijedi	Konkretni raspored je kako slijedi.
2942:赛场	赛场	赛场	závodiště; sportoviště	Sportovci už vstoupili na závodiště.	súťažisko; športovisko	Športovci už vstúpili na súťažisko.	versenypálya; aréna	A sportolók már beléptek a versenyterületre.	teren de competiție; arenă	Sportivii au intrat deja pe terenul de competiție.	състезателно поле; арена	Спортистите вече влязоха на терена.	borilište; arena	Sportaši su već ušli na borilište.
2945:沙子	沙子	沙子	písek	Dítě si hraje s pískem u moře.	piesok	Dieťa sa hrá s pieskom pri mori.	homok	A gyerek homokkal játszik a tengerparton.	nisip	Copilul se joacă cu nisip la mare.	пясък	Детето играе с пясък край морето.	pijesak	Dijete se igra pijeskom uz more.
2948:删	删	删	smazat	Smažte prosím opakovaný obsah.	vymazať	Prosím, vymažte opakovaný obsah.	törölni	Kérlek, töröld az ismétlődő tartalmat.	a șterge	Vă rog să ștergeți conținutul repetat.	изтривам	Моля, изтрийте повтарящото се съдържание.	izbrisati	Molim vas, izbrišite ponovljeni sadržaj.
2949:扇	扇	扇	ovívat; větrat vějířem	Jemně se ovívala vějířem.	ovievať; vejár	Jemne sa ovievala vejárom.	legyezni	Legyezővel finoman legyezte magát.	a face vânt; a evantaia	S-a evantaiat ușor cu evantaiul.	вея; махам с ветрило	Тя леко си вееше с ветрило.	lepezom hladiti; mahati lepezom	Nježno se hladila lepezom.
2951:山区	山区	山区	horská oblast	Noci v horské oblasti jsou velmi tiché.	horská oblasť	Noci v horskej oblasti sú veľmi tiché.	hegyvidék	A hegyvidék éjszakái nagyon csendesek.	zonă montană	Nopțile în zona montană sunt foarte liniștite.	планински район	Нощите в планинския район са много тихи.	planinsko područje	Noći u planinskom području vrlo su tihe.
2956:伤	伤	伤	zranění; zranit	Zranil si ruku.	zranenie; zraniť	Poranil si ruku.	sérülés; megsérteni	Megsérült a keze.	rană; a răni	Mâna lui a fost rănită.	рана; наранявам	Ръката му беше наранена.	ozljeda; ozlijediti	Ozlijedio je ruku.
2958:商家	商家	商家	obchodník; prodejce	Mnoho obchodníků se zúčastnilo této akce.	obchodník; predajca	Veľa obchodníkov sa zúčastnilo tejto akcie.	kereskedő; eladó	Sok kereskedő részt vett ebben az akcióban.	comerciant; vânzător	Mulți comercianți au participat la această promoție.	търговец; продавач	Много търговци участваха в тази промоция.	trgovac; prodavatelj	Mnogi su trgovci sudjelovali u ovoj promociji.
