hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
1378:叫作	叫作	叫作	zvati se	Ovo mesto se zove Istočno jezero.	imenovati se	Ta kraj se imenuje Vzhodno jezero.	vadintis	Ši vieta vadinama Rytų ežeru.	saukties	Šī vieta saucas Austrumu ezers.	nimetama	Seda kohta nimetatakse Idajärveks.	heitast	Þessi staður heitir Austurvatn.
1383:节假日	节假日	节假日	praznici	Za putovanje tokom praznika treba unapred rezervisati karte.	prazniki	Za potovanje med prazniki je treba vnaprej rezervirati vozovnice.	šventės	Per šventes keliaujant reikia iš anksto užsisakyti bilietus.	svētki un brīvdienas	Ceļojot svētkos, biļetes jārezervē iepriekš.	pühad	Pühade ajal reisides tuleb piletid ette broneerida.	hátíðisdagar	Á ferðalögum um hátíðir þarf að bóka miða fyrirfram.
1387:今后	今后	今后	ubuduće; od sada	Ubuduće ću se još više truditi.	odslej; v prihodnje	Odslej se bom še bolj trudil.	nuo šiol	Nuo šiol stengsiuosi dar labiau.	turpmāk	Turpmāk es centīšos vēl vairāk.	edaspidi	Edaspidi pingutan veel rohkem.	héðan í frá	Héðan í frá mun ég leggja enn meira á mig.
1388:仅	仅	仅	samo	Ova aktivnost je otvorena samo za članove.	samo	Ta dejavnost je odprta samo za člane.	tik	Ši veikla skirta tik nariams.	tikai	Šis pasākums pieejams tikai biedriem.	ainult	See tegevus on avatud ainult liikmetele.	aðeins	Þessi viðburður er aðeins opinn meðlimum.
1390:仅仅	仅仅	仅仅	samo; tek	Iskoristio je samo deset minuta.	samo; zgolj	Porabil je zgolj deset minut.	tik; vien	Jis užtruko tik dešimt minučių.	tikai; vien	Viņš izmantoja tikai desmit minūtes.	ainult; kõigest	Tal kulus kõigest kümme minutit.	aðeins; einungis	Hann notaði aðeins tíu mínútur.
1392:进入	进入	进入	ući	Molim vas, stanite u red da uđete u salu.	vstopiti	Prosimo, postavite se v vrsto za vstop v dvorano.	įeiti	Prašome stoti į eilę, kad įeitumėte į salę.	ieiet	Lūdzu, stājieties rindā, lai ieietu zālē.	sisenema	Palun seiske järjekorda, et saali siseneda.	fara inn	Vinsamlegast raðið ykkur upp til að fara inn í salinn.
1401:景点	景点	景点	turistička atrakcija	Ova turistička atrakcija je veoma popularna.	turistična znamenitost	Ta turistična znamenitost je zelo priljubljena.	lankytina vieta	Ši lankytina vieta labai populiari.	apskates vieta	Šī apskates vieta ir ļoti populāra.	vaatamisväärsus	See vaatamisväärsus on väga populaarne.	áhugaverður staður	Þessi áhugaverði staður er mjög vinsæll.
1402:景区	景区	景区	turističko područje	Na ulazu u turističko područje ima mnogo turista.	turistično območje	Pri vhodu v turistično območje je veliko turistov.	lankytina zona	Prie lankytinos zonos įėjimo yra daug turistų.	tūrisma zona	Pie tūrisma zonas ieejas ir daudz tūristu.	turismipiirkond	Turismipiirkonna sissepääsu juures on palju turiste.	ferðamannasvæði	Það eru margir ferðamenn við inngang ferðamannasvæðisins.
1408:就是	就是	就是	upravo; baš	Ovo je upravo moja škola.	prav; ravno	To je prav moja šola.	būtent	Čia būtent mano mokykla.	tieši; ir	Šī tieši ir mana skola.	just; täpselt	See on täpselt minu kool.	einmitt	Þetta er einmitt skólinn minn.
1411:举例	举例	举例	navesti primer	Nastavnik ga je zamolio da navede primer i objasni.	navesti primer	Učitelj ga je prosil, naj navede primer in razloži.	pateikti pavyzdį	Mokytojas paprašė jo pateikti pavyzdį ir paaiškinti.	minēt piemēru	Skolotājs lūdza viņu minēt piemēru un paskaidrot.	näidet tooma	Õpetaja palus tal selgituseks näite tuua.	nefna dæmi	Kennarinn bað hann að nefna dæmi til skýringar.
1413:聚	聚	聚	okupiti se	Prijatelji se okupljaju vikendom.	zbrati se	Prijatelji se ob koncu tedna zberejo.	susirinkti	Draugai savaitgalį susirenka kartu.	sapulcēties	Draugi nedēļas nogalē sapulcējas.	kogunema	Sõbrad kogunevad nädalavahetusel kokku.	safnast saman	Vinir safnast saman um helgina.
1414:聚餐	聚餐	聚餐	zajednički obrok	Večeras zajedno idemo na zajednički obrok.	skupna večerja	Nocoj bomo skupaj jedli.	bendra vakarienė	Šį vakarą kartu vakarieniausime.	kopīga maltīte	Šovakar mēs kopā ieturēsim maltīti.	ühine söömine	Me sööme täna õhtul koos.	borða saman	Við borðum saman í kvöld.
1418:剧院	剧院	剧院	pozorište	Mnogi ljudi čekaju u redu na ulazu u pozorište.	gledališče	Pred vhodom v gledališče stoji veliko ljudi v vrsti.	teatras	Prie teatro įėjimo eilėje stovi daug žmonių.	teātris	Pie teātra ieejas rindā stāv daudz cilvēku.	teater	Teatri sissepääsu juures seisab palju inimesi järjekorras.	leikhús	Margir standa í röð við inngang leikhússins.
1421:烤	烤	烤	peći; pržiti	Peče hleb.	peči	Peče kruh.	kepti	Jis kepa duoną.	cept	Viņš cep maizi.	küpsetama	Ta küpsetab leiba.	baka; steikja	Hann er að baka brauð.
1423:考生	考生	考生	kandidat na ispitu	Kandidati na ispitu moraju poneti ličnu kartu.	kandidat na izpitu	Kandidati na izpitu morajo prinesti osebno izkaznico.	egzamino kandidatas	Egzamino kandidatai privalo atsinešti asmens dokumentus.	eksāmena kārtotājs	Eksāmena kārtotājiem jāņem līdzi personu apliecinošs dokuments.	eksaminand	Eksaminandid peavad isikutunnistuse kaasa võtma.	próftaki	Próftakar verða að hafa skilríki með sér.
1425:科技	科技	科技	nauka i tehnologija	Nauka i tehnologija čine život praktičnijim.	znanost in tehnologija	Znanost in tehnologija olajšata življenje.	mokslas ir technologijos	Technologijos daro gyvenimą patogesnį.	zinātne un tehnoloģijas	Tehnoloģijas padara dzīvi ērtāku.	teadus ja tehnoloogia	Tehnoloogia muudab elu mugavamaks.	vísindi og tækni	Tækni gerir lífið þægilegra.
1427:咳	咳	咳	kašljati	Od prehlade stalno kašlje.	kašljati	Odkar se je prehladil, ves čas kašlja.	kosėti	Po peršalimo jis vis kosėja.	klepot	Kopš saaukstēšanās viņš visu laiku klepo.	köhima	Pärast külmetust on ta kogu aeg köhinud.	hósta	Hann hefur hóstað síðan hann fékk kvef.
1432:客气	客气	客气	ljubazan; učtiv	Previše si ljubazan.	vljuden; obziren	Preveč si vljuden.	mandagus	Tu per daug mandagus.	pieklājīgs	Tu esi pārāk pieklājīgs.	viisakas	Sa oled liiga viisakas.	kurteis	Þú ert of kurteis.
1433:课堂	课堂	课堂	čas; učionica	Na času su svi veoma ozbiljni.	razred; učna ura	Pri uri so vsi zelo resni.	pamoka; klasė	Per pamoką visi labai rimti.	stunda; klase	Stundā visi ir ļoti nopietni.	tund; klassiruum	Tunnis on kõik väga tõsised.	kennslustund; kennslustofa	Allir eru mjög einbeittir í kennslustundinni.
1440:口语	口语	口语	govorni jezik; usmeni govor	Njegov govorni kineski brzo napreduje.	govorjeni jezik; ustni govor	Njegova govorjena kitajščina hitro napreduje.	šnekamoji kalba	Jo šnekamoji kinų kalba greitai gerėja.	runātā valoda	Viņa runātā ķīniešu valoda ātri uzlabojas.	kõnekeel	Tema suuline hiina keel paraneb kiiresti.	talmál; munnlegt mál	Töluð kínverska hans batnar hratt.
1442:快餐	快餐	快餐	brza hrana	U podne smo jeli brzu hranu.	hitra hrana	Opoldne smo jedli hitro hrano.	greitas maistas	Per pietus valgėme greitą maistą.	ātrā ēdināšana	Pusdienlaikā mēs ēdām ātrās ēdināšanas ēdienu.	kiirtoit	Keskpäeval sõime kiirtoitu.	skyndibiti	Í hádeginu borðuðum við skyndibita.
1443:快递	快递	快递	brza pošiljka	Moja pošiljka još nije stigla.	hitra dostava	Moja pošiljka še ni prispela.	skubus siuntinys	Mano siuntinys dar neatvyko.	ātrpiegāde	Mana paciņa vēl nav atnākusi.	kullerisaadetis	Minu pakk pole veel kohale jõudnud.	hraðsending	Hraðsendingin mín er ekki komin enn.
1444:快速	快速	快速	brz	Ovo je brzi prolaz.	hiter	To je hiter prehod.	greitas	Čia yra greitas praėjimas.	ātrs	Šī ir ātrā eja.	kiire	See on kiire läbipääs.	fljótur	Þetta er fljót leið.
1448:垃圾	垃圾	垃圾	smeće	Molim vas, stavite smeće u kantu.	smeti	Prosimo, dajte smeti v koš.	šiukšlės	Prašome įdėti šiukšles į šiukšliadėžę.	atkritumi	Lūdzu, ielieciet atkritumus spainī.	prügi	Palun pange prügi prügikasti.	rusl	Vinsamlegast settu ruslið í tunnuna.
1456:老家	老家	老家	rodni kraj	Za Praznik proleća se vraća u rodni kraj.	rojstni kraj	Med pomladnim praznikom se vrne v rojstni kraj.	gimtasis kraštas	Per Pavasario šventę jis grįžta į gimtąjį kraštą.	dzimtā vieta	Pavasara svētkos viņš atgriežas dzimtajā vietā.	kodukoht	Kevadpüha ajal läheb ta kodukohta tagasi.	heimabær; æskuslóðir	Hann fer aftur til heimabæjar síns á vorhátíðinni.
1457:老年	老年	老年	starost; starije godine	I stariji ljudi treba da vežbaju.	starost; starejša leta	Tudi starejši ljudje potrebujejo gibanje.	senatvė; vyresnis amžius	Vyresnio amžiaus žmonėms taip pat reikia judėti.	vecums; senioru gadi	Arī gados vecākiem cilvēkiem vajag kustēties.	vanadus	Ka eakad inimesed vajavad liikumist.	elliár; efri ár	Eldra fólk þarf líka hreyfingu.
1458:老是	老是	老是	stalno; uvek	Stalno zaboravlja da ponese ključeve.	vedno; nenehno	Vedno pozabi vzeti ključe.	visada; nuolat	Jis nuolat pamiršta pasiimti raktus.	vienmēr; pastāvīgi	Viņš vienmēr aizmirst paņemt atslēgas.	alati; pidevalt	Ta unustab alati võtmed kaasa võtta.	alltaf; sífellt	Hann gleymir alltaf að taka lyklana með sér.
1467:例子	例子	例子	primer	Nastavnik je naveo još jedan primer.	primer	Učitelj je navedel še en primer.	pavyzdys	Mokytojas pateikė dar vieną pavyzdį.	piemērs	Skolotājs minēja vēl vienu piemēru.	näide	Õpetaja tõi veel ühe näite.	dæmi	Kennarinn gaf annað dæmi.
1471:凉	凉	凉	prohladan; ohladio se	Ova šolja čaja se već ohladila.	hladen; ohlajen	Ta skodelica čaja se je že ohladila.	vėsus; atvėsęs	Šis arbatos puodelis jau atvėso.	vēss; atdzisis	Šī tējas krūze jau ir atdzisusi.	jahe; maha jahtunud	See tass teed on juba maha jahtunud.	kaldur; orðinn kaldur	Þessi tebolli er þegar orðinn kaldur.
1472:量	量	量	meriti	Medicinska sestra je detetu izmerila temperaturu.	izmeriti	Medicinska sestra je otroku izmerila temperaturo.	matuoti	Slaugytoja pamatavo vaikui temperatūrą.	mērīt	Māsa bērnam izmērīja temperatūru.	mõõtma	Õde mõõtis lapse temperatuuri.	mæla	Hjúkrunarfræðingurinn mældi hitann hjá barninu.
1475:列	列	列	navesti; red	Molim vas, navedite imena.	našteti; vrsta	Prosimo, naštejte imena.	išvardyti; eilė	Prašome išvardyti vardus.	uzskaitīt; rinda	Lūdzu, uzskaitiet vārdus.	loetlema; rida	Palun loetlege nimed.	telja upp; röð	Vinsamlegast teldu upp nöfnin.
1476:零下	零下	零下	ispod nule	Jutros je temperatura bila pet stepeni ispod nule.	pod ničlo	Danes zjutraj je bila temperatura pet stopinj pod ničlo.	žemiau nulio	Šį rytą temperatūra buvo penki laipsniai žemiau nulio.	zem nulles	Šorīt temperatūra bija pieci grādi zem nulles.	alla nulli	Täna hommikul oli temperatuur viis kraadi alla nulli.	fyrir neðan núll	Í morgun var hitinn fimm gráður fyrir neðan núll.
1477:零花钱	零花钱	零花钱	džeparac	Sačuvao je svoj džeparac.	žepnina	Shranil je svojo žepnino.	kišenpinigiai	Jis susitaupė kišenpinigius.	kabatas nauda	Viņš sakrāja savu kabatas naudu.	taskuraha	Ta pani oma taskuraha kõrvale.	vasapeningar	Hann lagði vasapeningana sína til hliðar.
1480:另	另	另	drugi; posebno	Molim vas, izaberite drugo vreme.	drug; posebej	Prosimo, izberite drug čas.	kitas; atskirai	Prašome pasirinkti kitą laiką.	cits; atsevišķi	Lūdzu, izvēlieties citu laiku.	teine; eraldi	Palun valige teine aeg.	annar; sérstaklega	Vinsamlegast veldu annan tíma.
1483:流	流	流	teći	Mala reka teče pored sela.	teči	Potoček teče mimo vasi.	tekėti	Maža upė teka pro kaimą.	tecēt	Mazā upe tek gar ciemu.	voolama	Väike jõgi voolab külast mööda.	renna	Litla áin rennur fram hjá þorpinu.
1485:留下	留下	留下	ostaviti; ostati	Molim vas, ostavite svoj broj telefona.	pustiti; ostati	Prosimo, pustite svojo telefonsko številko.	palikti	Prašome palikti savo telefono numerį.	atstāt; palikt	Lūdzu, atstājiet savu tālruņa numuru.	maha jätma; jääma	Palun jätke oma telefoninumber.	skilja eftir; vera áfram	Vinsamlegast skildu eftir símanúmerið þitt.
1487:路过	路过	路过	proći pored	Kupio sam knjigu kad sam prolazio pored knjižare.	iti mimo	Kupil sem knjigo, ko sem šel mimo knjigarne.	praeiti pro šalį	Nusipirkau knygą eidamas pro knygyną.	iet garām	Es nopirku grāmatu, kad gāju garām grāmatnīcai.	mööda minema	Ostsin raamatu, kui raamatupoest mööda läksin.	fara fram hjá	Ég keypti bók þegar ég fór fram hjá bókabúðinni.
1488:旅馆	旅馆	旅馆	prenoćište; gostionica	Ovo prenoćište je veoma blizu stanice.	gostišče; prenočišče	To gostišče je zelo blizu postaje.	viešbutis; užeiga	Šis viešbutis yra labai arti stoties.	viesnīca	Šī viesnīca ir ļoti tuvu stacijai.	võõrastemaja	See võõrastemaja on jaamale väga lähedal.	gistihús	Þetta gistihús er mjög nálægt stöðinni.
1489:旅客	旅客	旅客	putnik	Putnici stoje u redu za ukrcavanje.	potnik	Potniki stojijo v vrsti za vkrcanje.	keleivis	Keleiviai rikiuojasi įlaipinimui.	pasažieris	Pasažieri stāv rindā uz iekāpšanu.	reisija	Reisijad seisavad pardale minekuks järjekorras.	farþegi	Farþegar raða sér upp til að fara um borð.
1493:落	落	落	pasti	Lišće je palo na put.	pasti	Listje je padlo na cesto.	kristi	Lapai nukrito ant kelio.	krist	Lapas nokrita uz ceļa.	langema	Lehed langesid teele.	falla	Laufin féllu á veginn.
1498:毛衣	毛衣	毛衣	džemper	Ovaj džemper je veoma topao.	pulover	Ta pulover je zelo topel.	megztinis	Šis megztinis labai šiltas.	džemperis	Šis džemperis ir ļoti silts.	kampsun	See kampsun on väga soe.	peysa	Þessi peysa er mjög hlý.
1500:美	美	美	lep	Pejzaž ovde je veoma lep.	lep	Pokrajina tukaj je zelo lepa.	gražus	Čia kraštovaizdis labai gražus.	skaists	Šejienes ainava ir ļoti skaista.	ilus	Siinne maastik on väga ilus.	fallegur	Landslagið hér er mjög fallegt.
1501:美好	美好	美好	lep; srećan	Svi se nadaju lepom životu.	lep; srečen	Vsi si želijo lepo življenje.	gražus; laimingas	Visi tikisi gražaus gyvenimo.	skaists; laimīgs	Visi cer uz skaistu dzīvi.	kaunis; õnnelik	Kõik loodavad heale elule.	fallegur; farsæll	Allir vonast eftir góðu lífi.
1502:美景	美景	美景	lep prizor; lep pejzaž	Lep prizor na planini se ne zaboravlja.	lep razgled	Lep razgled z gore je nepozaben.	gražus vaizdas	Nuostabus vaizdas ant kalno yra nepamirštamas.	skaista ainava	Skaistā ainava kalnā ir neaizmirstama.	kaunis vaade	Mäe kaunis vaade on unustamatu.	fallegt útsýni	Fallega útsýnið á fjallinu er ógleymanlegt.
1504:美食	美食	美食	ukusna hrana	Ovde ima mnogo lokalne ukusne hrane.	okusna hrana	Tukaj je veliko lokalnih dobrot.	skanus maistas	Čia yra daug vietinio skanaus maisto.	gards ēdiens	Šeit ir daudz vietējo gardu ēdienu.	maitsev toit	Siin on palju kohalikku maitsvat toitu.	góður matur	Hér er mikið af góðum staðbundnum mat.
1510:面试	面试	面试	razgovor za posao	Sutra ujutru ide na razgovor za posao.	razgovor za službo	Jutri dopoldne gre na razgovor za službo.	darbo pokalbis	Rytoj ryte jis dalyvaus darbo pokalbyje.	darba intervija	Rīt no rīta viņš piedalīsies darba intervijā.	töövestlus	Ta läheb homme hommikul töövestlusele.	viðtal	Hann fer í viðtal á morgun fyrir hádegi.
1513:末	末	末	kraj	Školski raspust počinje krajem juna.	konec	Šolske počitnice se začnejo konec junija.	pabaiga	Mokyklos atostogos prasideda birželio pabaigoje.	beigas	Skolas brīvlaiks sākas jūnija beigās.	lõpp	Koolivaheaeg algab juuni lõpus.	lok	Skólafríið byrjar í lok júní.
1514:母女	母女	母女	majka i ćerka	Majka i ćerka putuju zajedno.	mati in hči	Mati in hči potujeta skupaj.	motina ir dukra	Motina ir dukra keliauja kartu.	māte un meita	Māte un meita ceļo kopā.	ema ja tütar	Ema ja tütar reisivad koos.	móðir og dóttir	Móðir og dóttir ferðast saman.
1516:母子	母子	母子	majka i sin	Majka i sin žive na jugu.	mati in sin	Mati in sin živita na jugu.	motina ir sūnus	Motina ir sūnus gyvena pietuose.	māte un dēls	Māte un dēls dzīvo dienvidos.	ema ja poeg	Ema ja poeg elavad lõunas.	móðir og sonur	Móðir og sonur búa í suðri.
1519:目的地	目的地	目的地	odredište	Naše odredište je Peking.	cilj poti	Naš cilj poti je Peking.	kelionės tikslas	Mūsų kelionės tikslas yra Pekinas.	galamērķis	Mūsu galamērķis ir Pekina.	sihtkoht	Meie sihtkoht on Peking.	áfangastaður	Áfangastaðurinn okkar er Peking.
1522:南部	南部	南部	južni deo	Južni deo ove zemlje je veoma topao.	južni del	Južni del te države je zelo topel.	pietinė dalis	Šios šalies pietinė dalis yra labai šilta.	dienvidu daļa	Šīs valsts dienvidu daļa ir ļoti silta.	lõunaosa	Selle riigi lõunaosa on väga soe.	suðurhluti	Suðurhluti þessa lands er mjög hlýr.
1524:男士	男士	男士	gospodin; muškarac	Muški toalet je levo.	gospod; moški	Moško stranišče je na levi.	vyras; ponas	Vyrų tualetas yra kairėje.	kungs; vīrietis	Vīriešu tualete ir pa kreisi.	mees; härrasmees	Meeste tualett on vasakul.	karlmaður; herra	Karlasalernið er til vinstri.
1526:难忘	难忘	难忘	nezaboravan	Ovo putovanje je bilo veoma nezaboravno.	nepozaben	To potovanje je bilo zelo nepozabno.	nepamirštamas	Ši kelionė buvo labai nepamirštama.	neaizmirstams	Šis ceļojums bija ļoti neaizmirstams.	unustamatu	See reis oli väga unustamatu.	ógleymanlegur	Þessi ferð var mjög ógleymanleg.
1527:男性	男性	男性	muški; muškarac	U ovoj aktivnosti mogu učestvovati i muškarci i žene.	moški; moški spol	Ta dejavnost pozdravlja moške in ženske.	vyras; vyriškas	Šioje veikloje laukiami ir vyrai, ir moterys.	vīrietis; vīriešu	Šajā pasākumā laipni gaidīti gan vīrieši, gan sievietes.	meessoost; mees	Sellesse tegevusse on oodatud nii mehed kui naised.	karlkyns; karlmaður	Þessi viðburður býður bæði karla og konur velkomin.
1530:内心	内心	内心	unutrašnjost; osećanja	U sebi je zapravo veoma nervozan.	notranjost; občutki	V sebi je pravzaprav zelo živčen.	vidus; jausmai	Viduje jis iš tikrųjų labai nervinasi.	iekšējā pasaule; jūtas	Iekšēji viņš patiesībā ir ļoti nervozs.	sisemus; tunded	Sisemiselt on ta tegelikult väga närvis.	innra með sér; tilfinningar	Innra með sér er hann í raun mjög stressaður.
1531:能否	能否	能否	da li se može	Izvinite, da li mogu da se prijavim ranije?	ali je mogoče	Ali se lahko prijavim vnaprej?	ar galima	Ar galiu užsiregistruoti iš anksto?	vai var	Vai drīkstu pieteikties iepriekš?	kas saab	Vabandust, kas saab ette registreeruda?	hvort hægt sé	Afsakið, er hægt að skrá sig fyrirfram?
1532:能够	能够	能够	moći	On može samostalno da završi posao.	biti sposoben	On lahko samostojno dokonča delo.	galėti	Jis gali savarankiškai atlikti darbą.	spēt	Viņš spēj patstāvīgi pabeigt darbu.	suutma	Ta suudab töö iseseisvalt lõpetada.	geta	Hann getur lokið verkinu sjálfstætt.
1535:年底	年底	年底	kraj godine	Kompanija će krajem godine održati zajedničku večeru.	konec leta	Podjetje bo konec leta pripravilo skupno večerjo.	metų pabaiga	Metų pabaigoje įmonė surengs bendrą vakarienę.	gada beigas	Gada beigās uzņēmums rīkos kopīgu maltīti.	aasta lõpp	Ettevõte korraldab aasta lõpus ühise söömaaja.	árslok	Fyrirtækið heldur sameiginlega máltíð um árslok.
1539:女性	女性	女性	ženski; žena	Ova prodavnica ima mnogo ženskih mušterija.	ženska; ženski spol	Ta trgovina ima veliko ženskih strank.	moteris; moteriškas	Šioje parduotuvėje daug moterų klienčių.	sieviete; sieviešu	Šajā veikalā ir daudz sieviešu pircēju.	naissoost; naine	Selles poes on palju naiskliente.	kvenkyns; kona	Þessi verslun hefur marga kvenkyns viðskiptavini.
1543:排	排	排	stati u red; red	Svi stoje u redu ispred vrata.	postaviti se v vrsto; vrsta	Vsi stojijo v vrsti pri vratih.	rikiuotis; eilė	Visi rikiuojasi prie durų.	stāvēt rindā; rinda	Visi stāv rindā pie durvīm.	järjekorda seadma; rida	Kõik seisavad ukse juures järjekorras.	raða sér; röð	Allir raða sér upp við dyrnar.
1544:牌	牌	牌	natpis; karta; marka	Natpis na vratima pokazuje radno vreme.	napis; karta; znamka	Napis pri vratih prikazuje delovni čas.	ženklas; kortelė; prekės ženklas	Ženklas prie durų rodo darbo laiką.	zīme; karte; zīmols	Zīme pie durvīm rāda darba laiku.	silt; kaart; kaubamärk	Ukse juures olev silt näitab lahtiolekuaegu.	skilti; kort; vörumerki	Skiltið við dyrnar sýnir opnunartímann.
1546:排球	排球	排球	odbojka	Popodne igramo odbojku.	odbojka	Popoldne igramo odbojko.	tinklinis	Po pietų žaisime tinklinį.	volejbols	Pēcpusdienā spēlēsim volejbolu.	võrkpall	Mängime pärastlõunal võrkpalli.	blak	Við spilum blak síðdegis.
1547:牌子	牌子	牌子	marka; natpis	Torbe ove marke su veoma popularne.	znamka; napis	Torbe te znamke so zelo priljubljene.	prekės ženklas; ženklas	Šio prekės ženklo krepšiai labai populiarūs.	zīmols; zīme	Šī zīmola somas ir ļoti populāras.	kaubamärk; silt	Selle kaubamärgi kotid on väga populaarsed.	vörumerki; skilti	Töskur frá þessu vörumerki eru mjög vinsælar.
1560:葡萄酒	葡萄酒	葡萄酒	vino	Za večeru su popili malo vina.	vino	Pri večerji so spili malo vina.	vynas	Vakarienės metu jie išgėrė šiek tiek vyno.	vīns	Vakariņās viņi izdzēra nedaudz vīna.	vein	Õhtusöögi ajal jõid nad veidi veini.	vín	Þau drukku smá vín með kvöldmatnum.
1562:普通	普通	普通	običan; uobičajen	Ovo je običan restoran.	navaden; običajen	To je navadna restavracija.	paprastas; įprastas	Tai paprastas restoranas.	parasts	Šis ir parasts restorāns.	tavaline	See on tavaline restoran.	venjulegur	Þetta er venjulegur veitingastaður.
1564:期	期	期	period; faza	Ovaj kurs je podeljen u tri faze.	obdobje; faza	Ta tečaj je razdeljen na tri obdobja.	laikotarpis; etapas	Šis kursas padalytas į tris etapus.	posms; periods	Šis kurss ir sadalīts trīs posmos.	periood; etapp	See kursus on jagatud kolmeks etapiks.	tímabil; áfangi	Þessu námskeiði er skipt í þrjá áfanga.
1565:期末	期末	期末	kraj semestra	Ispit na kraju semestra se bliži.	konec obdobja; konec semestra	Izpit ob koncu obdobja se bliža.	semestro pabaiga	Semestro pabaigos egzaminas artėja.	semestra beigas	Semestra beigu eksāmens tuvojas.	perioodi lõpp; semestri lõpp	Lõpueksam on peagi käes.	annar lok	Lokaprófið nálgast.
1566:期中	期中	期中	sredina semestra	Ispit sredinom semestra je sledeće nedelje.	sredina obdobja; vmesni izpit	Vmesni izpit je naslednji teden.	semestro vidurys; tarpinis egzaminas	Tarpinis egzaminas bus kitą savaitę.	semestra vidus	Starpposma eksāmens ir nākamnedēļ.	vaheeksam	Vaheeksam on järgmisel nädalal.	miðannareinkunn; miðannarpróf	Miðannarprófið er í næstu viku.
1569:起到	起到	起到	imati ulogu; delovati	Ova aktivnost je imala veoma dobar efekat.	odigrati vlogo; učinkovati	Ta dejavnost je imela zelo dober učinek.	atlikti vaidmenį; turėti poveikį	Ši veikla turėjo labai gerą poveikį.	pildīt lomu; iedarboties	Šim pasākumam bija ļoti labs efekts.	mõju avaldama; rolli mängima	Sellel tegevusel oli väga hea mõju.	hafa áhrif; gegna hlutverki	Þessi viðburður hafði mjög góð áhrif.
1570:气	气	气	oras; gas	U gumi bicikla nema vazduha.	zrak; plin	V kolesarski gumi ni zraka.	oras; dujos	Dviračio padangoje nėra oro.	gaiss; gāze	Velosipēda riepā nav gaisa.	õhk; gaas	Jalgratta rehvis pole õhku.	loft; gas	Það er ekkert loft í hjólbarðanum.
1572:汽水	汽水	汽水	gazirano piće	Deca vole da piju gazirana pića.	gazirana pijača	Otroci radi pijejo gazirane pijače.	gazuotas gėrimas	Vaikai mėgsta gerti gazuotus gėrimus.	gāzēts dzēriens	Bērniem patīk dzert gāzētus dzērienus.	limonaad	Lastele meeldib limonaadi juua.	gosdrykkur	Börnum finnst gott að drekka gosdrykki.
1573:气温	气温	气温	temperatura vazduha	Današnja temperatura je viša nego juče.	temperatura zraka	Današnja temperatura je višja kot včeraj.	oro temperatūra	Šiandienos temperatūra aukštesnė nei vakar.	gaisa temperatūra	Šodienas temperatūra ir augstāka nekā vakar.	õhutemperatuur	Tänane temperatuur on eilsest kõrgem.	lofthiti	Hitinn í dag er hærri en í gær.
1574:千克	千克	千克	kilogram; mera mase	Ova vreća pirinča teška je pet kilograma.	kilogram; merska enota	Ta vreča riža tehta pet kilogramov.	kilogramas	Šis ryžių maišas sveria penkis kilogramus.	kilograms; masas mērvienība	Šis rīsu maiss sver piecus kilogramus.	kilogramm	See riisikott kaalub viis kilogrammi.	kílógramm	Þessi hrísgrjónapoki vegur fimm kílógrömm.
1577:前方	前方	前方	napred; ispred	Napred je raskrsnica.	spredaj; naprej	Spredaj je križišče.	priekyje	Priekyje yra sankryža.	priekšā	Priekšā ir krustojums.	eespool	Eespool on ristmik.	fram undan	Það eru gatnamót fram undan.
1578:前后	前后	前后	oko; pre i posle	Sastanak je ukupno trajao oko dva sata.	okoli; pred in po	Sestanek je skupaj trajal okoli dve uri.	apie; prieš ir po	Susitikimas iš viso truko apie dvi valandas.	ap; pirms un pēc	Sapulce kopumā ilga apmēram divas stundas.	umbes; enne ja pärast	Koosolek kestis kokku umbes kaks tundi.	um það bil; fyrir og eftir	Fundurinn tók samtals um tvær klukkustundir.
1579:强	强	强	jak	Ovaj tim je veoma jak.	močan	Ta ekipa je zelo močna.	stiprus	Ši komanda labai stipri.	spēcīgs	Šī komanda ir ļoti spēcīga.	tugev	See meeskond on väga tugev.	sterkur	Þetta lið er mjög sterkt.
1582:巧	巧	巧	slučajno; vešt	Kakva slučajnost, ponovo smo se sreli.	naključen; spreten	Kakšno naključje, spet sva se srečala.	atsitiktinis; sumanus	Koks sutapimas, mes vėl susitikome.	nejaušs; prasmīgs	Kāda sakritība, mēs atkal satikāmies.	juhuslik; osav	Mis kokkusattumus, me kohtusime jälle.	tilviljun; laginn	Þvílík tilviljun, við hittumst aftur.
1585:琴	琴	琴	glazbalo; muzička sprava	Ona od malena uči da svira.	glasbilo	Od otroštva se uči igrati na glasbilo.	muzikos instrumentas	Nuo vaikystės ji mokosi groti.	mūzikas instruments	Viņa kopš bērnības mācās spēlēt mūzikas instrumentu.	pill	Ta on lapsepõlvest saadik õppinud pilli mängima.	hljóðfæri	Hún hefur lært að spila á hljóðfæri frá barnæsku.
