hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
5271:招生	招生	招生	upisivati učenike; prijem učenika	Ova škola ove godine planira da upiše petsto učenika.	vpisovati učence; sprejem	Šola letos načrtuje vpis petsto učencev.	priemimas; priimti mokinius	Ši mokykla šiemet planuoja priimti penkis šimtus mokinių.	uzņemšana; uzņemt skolēnus	Šī skola šogad plāno uzņemt piecsimt skolēnu.	vastuvõtt; õpilasi vastu võtma	See kool plaanib sel aastal vastu võtta viissada õpilast.	nemendainntaka	Skólinn ætlar að taka inn fimm hundruð nemendur í ár.
5272:招手	招手	招手	mahnuti	Ona nam je mahala na stanici.	pomahati	Na postaji nam je pomahala.	pamojuoti	Ji mums pamojo stotyje.	māt ar roku	Viņa stacijā mums pamāja ar roku.	lehvitama	Ta lehvitas meile jaamas.	veifa	Hún veifaði til okkar á stöðinni.
5274:照明	照明	照明	osvetljenje	Osvetljenje u ovoj sobi je veoma dobro.	osvetlitev	Osvetlitev v tej sobi je zelo dobra.	apšvietimas	Šio kambario apšvietimas labai geras.	apgaismojums	Šīs istabas apgaismojums ir ļoti labs.	valgustus	Selle toa valgustus on väga hea.	lýsing	Lýsingin í þessu herbergi er mjög góð.
5276:针	针	针	igla; injekcija	Medicinska sestra je pacijentu dala injekciju.	igla; injekcija	Medicinska sestra je bolniku dala injekcijo.	adata; injekcija	Slaugytoja suleido pacientui injekciją.	adata; injekcija	Māsa pacientam veica injekciju.	nõel; süst	Õde tegi patsiendile süsti.	nál; sprauta	Hjúkrunarfræðingurinn gaf sjúklingnum sprautu.
5280:镇	镇	镇	varoš; gradić	Ovaj gradić je blizu mora.	mestece; kraj	To mestece je blizu morja.	miestelis	Šis miestelis yra netoli jūros.	ciemats; mazpilsēta	Šī mazpilsēta atrodas tuvu jūrai.	alev; väikelinn	See väikelinn asub mere lähedal.	bær; smábær	Þessi bær er nálægt sjónum.
5281:阵雨	阵雨	阵雨	pljusak; kratkotrajna kiša	Popodne bi moglo biti pljuskova.	ploha; kratkotrajna ploha	Popoldne so možne plohe.	trumpas lietus; liūtis	Po pietų gali būti trumpas lietus.	lietusgāze; īslaicīgs lietus	Pēcpusdienā iespējamas lietusgāzes.	hoovihm	Pärastlõunal võib tulla hoovihma.	skúr; skúrir	Það gætu komið skúrir síðdegis.
5283:争吵	争吵	争吵	svađati se; svađa	Posvađali su se zbog sitnice.	prepirati se; prepir	Sporekla sta se zaradi malenkosti.	ginčytis; kivirčas	Jie susiginčijo dėl smulkmenos.	strīdēties; strīds	Viņi sastrīdējās par sīkumu.	tülitsema; vaidlus	Nad läksid pisiasja pärast tülli.	rífast; deila	Þau rifust út af smámunum.
5290:正面	正面	正面	prednja strana; lice	Molim vas, stavite fotografiju licem nagore.	sprednja stran; lice	Prosimo, položite fotografijo s sprednjo stranjo navzgor.	priekinė pusė	Prašome padėti nuotrauką priekine puse į viršų.	priekšpuse	Lūdzu, nolieciet fotoattēlu ar priekšpusi uz augšu.	esikülg	Palun asetage foto esikülg ülespoole.	framhlíð; framhlið	Vinsamlegast leggið myndina með framhliðina upp.
5299:之所以	之所以	之所以	razlog zbog kog; zato što	Razlog zbog kog je zakasnio jeste gužva u saobraćaju.	razlog, zakaj; zato ker	Razlog, zakaj je zamudil, je bil zastoj na cesti.	priežastis, kodėl	Priežastis, kodėl jis vėlavo, buvo spūstis kelyje.	iemesls, kāpēc; tāpēc ka	Iemesls, kāpēc viņš kavējās, bija sastrēgums uz ceļa.	põhjus, miks	Põhjus, miks ta hilines, oli liiklusummik.	ástæðan fyrir því að	Ástæðan fyrir því að hann kom of seint var umferðarteppa.
5303:职员	职员	职员	zaposleni; službenik	Svi zaposleni u kompaniji učestvovali su u obuci.	uslužbenec; zaposleni	Vsi zaposleni v podjetju so se udeležili usposabljanja.	darbuotojas; tarnautojas	Visi įmonės darbuotojai dalyvavo mokymuose.	darbinieks; ierēdnis	Visi uzņēmuma darbinieki piedalījās apmācībā.	töötaja; ametnik	Kõik ettevõtte töötajad osalesid koolitusel.	starfsmaður	Allir starfsmenn fyrirtækisins tóku þátt í þjálfuninni.
5304:职责	职责	职责	dužnost; odgovornost	Dužnost lekara je da štiti zdravlje pacijenata.	dolžnost; odgovornost	Dolžnost zdravnika je varovati zdravje bolnikov.	pareiga; atsakomybė	Gydytojo pareiga yra saugoti pacientų sveikatą.	pienākums; atbildība	Ārsta pienākums ir sargāt pacientu veselību.	kohustus; vastutus	Arsti kohustus on kaitsta patsientide tervist.	skylda; ábyrgð	Skylda læknis er að vernda heilsu sjúklinga.
5306:只得	只得	只得	morati; nemati izbora	Kiša je bila prejaka, pa smo morali da otkažemo aktivnost.	morati; ne imeti izbire	Dež je bil premočan, zato smo morali odpovedati dogodek.	neturėti kitos išeities; tekti	Jis taip smarkiai lijo, kad turėjome atšaukti renginį.	nākties; nebūt izvēles	Lietus bija pārāk stiprs, tāpēc mums nācās atcelt pasākumu.	pidama; muud üle ei jääma	Vihm oli liiga tugev, seega pidime ürituse ära jätma.	verða að; eiga ekki annars kost	Rigningin var of mikil, svo við urðum að aflýsa viðburðinum.
5308:只顾	只顾	只顾	misliti samo na; baviti se samo	On je samo gledao telefon i nije čuo šta sam rekao.	misliti samo na; ukvarjati se le z	Gledal je samo telefon in ni slišal, kaj sem rekel.	rūpintis tik; žiūrėti tik į	Jis tik žiūrėjo į telefoną ir negirdėjo, ką sakiau.	domāt tikai par; rūpēties tikai par	Viņš tikai skatījās telefonā un nedzirdēja, ko es teicu.	ainult hoolima; üksnes tegelema	Ta vaatas ainult telefoni ega kuulnud, mida ma ütlesin.	hugsa aðeins um; sinna aðeins	Hann horfði bara á símann og heyrði ekki hvað ég sagði.
5312:制	制	制	napraviti; proizvesti	Ovaj lek se proizvodi u lokalnoj fabrici lekova.	izdelati; proizvesti	To zdravilo izdeluje lokalna farmacevtska tovarna.	gaminti; pagaminti	Šį vaistą gamina vietinė farmacijos gamykla.	ražot; izgatavot	Šīs zāles ražo vietējā farmācijas rūpnīca.	valmistama; tootma	Seda ravimit valmistab kohalik ravimitehas.	framleiða; búa til	Þetta lyf er framleitt af lyfjaverksmiðju á staðnum.
5313:至关重要	至关重要	至关重要	od presudne važnosti	Obuka iz bezbednosti je od presudne važnosti za nove zaposlene.	ključnega pomena	Varnostno usposabljanje je ključnega pomena za nove zaposlene.	ypač svarbus; labai svarbus	Saugos mokymai yra ypač svarbūs naujiems darbuotojams.	ārkārtīgi svarīgs	Drošības apmācība jaunajiem darbiniekiem ir ārkārtīgi svarīga.	äärmiselt tähtis	Ohutuskoolitus on uutele töötajatele äärmiselt tähtis.	afar mikilvægt	Öryggisþjálfun er afar mikilvæg fyrir nýja starfsmenn.
5316:制品	制品	制品	proizvod; izrađevina	Ova prodavnica prodaje razne proizvode od drveta.	izdelek; izdelki	Ta trgovina prodaja različne lesene izdelke.	gaminys; dirbinys	Ši parduotuvė parduoda įvairius medžio gaminius.	izstrādājums	Šis veikals pārdod dažādus koka izstrādājumus.	toode; valmistis	See pood müüb mitmesuguseid puidutooteid.	framleiðsluvara; smíðisgripur	Þessi verslun selur ýmsa viðargripi.
5318:质疑	质疑	质疑	dovesti u pitanje; sumnjati	Novinar je doveo u pitanje podatke iz ovog izveštaja.	postaviti pod vprašaj; dvomiti	Novinar je postavil pod vprašaj podatke v tem poročilu.	abejoti; kelti klausimą	Žurnalistas suabejojo šios ataskaitos duomenimis.	apšaubīt; izteikt šaubas	Žurnālists apšaubīja šī ziņojuma datus.	kahtluse alla seadma; kahtlema	Ajakirjanik seadis selle aruande andmed kahtluse alla.	draga í efa; efast	Blaðamaðurinn dró gögn skýrslunnar í efa.
5320:中等	中等	中等	srednji	Ova odeća je srednje veličine.	srednji	To oblačilo je srednje velikosti.	vidutinis	Šis drabužis yra vidutinio dydžio.	vidējs	Šis apģērbs ir vidēja izmēra.	keskmine	See rõivas on keskmise suurusega.	miðlungs	Þessi flík er í miðlungsstærð.
5324:钟头	钟头	钟头	sat; jedan čas	Čekali smo dva sata.	ura	Čakali smo dve uri.	valanda	Mes laukėme dvi valandas.	stunda	Mēs gaidījām divas stundas.	tund	Me ootasime kaks tundi.	klukkustund	Við biðum í tvær klukkustundir.
5327:肿	肿	肿	oteći; natečen	Zglob mu je otekao.	oteči; otekel	Gleženj mu je otekel.	tinti; patinęs	Jo kulkšnis patino.	pietūkt; pietūcis	Viņa potīte pietūka.	paistetama; turses	Tema pahkluu läks paiste.	bólgna; bólginn	Ökklinn á honum bólgnaði.
5328:中	中	中	pogoditi; osvojiti	On je osvojio nagradu i od sreće nije mogao da govori.	zadeti; dobiti	Zadel je nagrado in od veselja ni mogel govoriti.	laimėti; pataikyti	Jis laimėjo prizą ir iš džiaugsmo negalėjo kalbėti.	laimēt; trāpīt	Viņš laimēja balvu un no prieka nespēja runāt.	võitma; pihta saama	Ta võitis auhinna ega suutnud rõõmust rääkida.	vinna; hitta	Hann vann verðlaun og gat ekki talað af gleði.
5329:种地	种地	种地	obrađivati zemlju; baviti se zemljoradnjom	Deda je u mladosti stalno obrađivao zemlju na selu.	obdelovati zemljo	Dedek je v mladosti ves čas obdeloval zemljo na podeželju.	dirbti žemę; ūkininkauti	Senelis jaunystėje visą laiką dirbo žemę kaime.	apstrādāt zemi; saimniekot	Vectēvs jaunībā laukos vienmēr apstrādāja zemi.	maad harima; põldu pidama	Vanaisa haris noorena kogu aeg maal maad.	rækta land; stunda búskap	Afi ræktaði land í sveitinni þegar hann var ungur.
5330:中毒	中毒	中毒	trovanje	Pokvarena hrana može da izazove trovanje.	zastrupitev	Pokvarjena hrana lahko povzroči zastrupitev.	apsinuodijimas	Sugedęs maistas gali sukelti apsinuodijimą.	saindēšanās	Sabojāta pārtika var izraisīt saindēšanos.	mürgistus	Riknenud toit võib põhjustada mürgistust.	eitrun	Skemmdur matur getur valdið eitrun.
5331:中奖	中奖	中奖	dobiti nagradu; osvojiti na lutriji	Ona je kupila lutrijski listić i prvi put odmah dobila nagradu.	zadeti nagrado	Loterijsko srečko je kupila prvič in takoj zadela nagrado.	laimėti prizą	Ji pirmą kartą nusipirko loterijos bilietą ir iškart laimėjo.	laimēt balvu	Viņa pirmo reizi nopirka loterijas biļeti un uzreiz laimēja.	auhinda võitma	Ta ostis esimest korda loteriipileti ja võitis kohe.	vinna verðlaun	Hún keypti happdrættismiða í fyrsta sinn og vann strax.
5332:众人	众人	众人	svi; prisutni	Svi su se veoma iznenadili kada su čuli vest.	vsi; navzoči	Vsi so bili zelo presenečeni, ko so slišali novico.	visi žmonės; susirinkusieji	Išgirdę naujieną visi labai nustebo.	visi; klātesošie	Visi pēc ziņas dzirdēšanas bija ļoti pārsteigti.	kõik; kohalolijad	Kõik olid uudist kuuldes väga üllatunud.	allir; viðstaddir	Allir urðu mjög hissa þegar þeir heyrðu fréttina.
5333:中暑	中暑	中暑	sunčanica; toplotni udar	Kad je vreme veoma vruće, stariji ljudi lako dobiju toplotni udar.	sončarica; vročinski udar	V zelo vročem vremenu so starejši ljudje nagnjeni k vročinskemu udaru.	šilumos smūgis; saulės smūgis	Per labai karštą orą vyresni žmonės lengvai patiria šilumos smūgį.	karstuma dūriens	Ļoti karstā laikā vecāki cilvēki viegli var dabūt karstuma dūrienu.	kuumarabandus	Väga kuuma ilmaga võivad eakad kergesti saada kuumarabanduse.	sólstingur; hitaslag	Í miklum hita er eldra fólk viðkvæmt fyrir hitaslagi.
5342:珠宝	珠宝	珠宝	nakit; dragulji	Ova prodavnica posebno dizajnira nakit.	nakit; dragulji	Ta trgovina se posebej ukvarja z oblikovanjem nakita.	papuošalai; brangakmeniai	Ši parduotuvė specializuojasi papuošalų kūrime.	rotaslietas; dārglietas	Šis veikals specializējas rotaslietu dizainā.	ehted; juveelid	See pood kujundab spetsiaalselt ehteid.	skartgripir; gimsteinar	Þessi verslun sérhæfir sig í hönnun skartgripa.
5343:诸多	诸多	诸多	mnogi; brojni	Ovaj projekat se suočava s brojnim izazovima.	številni; mnogi	Ta projekt se sooča s številnimi izzivi.	daugelis; gausūs	Šis projektas susiduria su daugybe iššūkių.	daudzi; neskaitāmi	Šis projekts saskaras ar daudziem izaicinājumiem.	paljud; arvukad	See projekt seisab silmitsi paljude väljakutsetega.	margir; fjölmargir	Þetta verkefni stendur frammi fyrir mörgum áskorunum.
5345:主播	主播	主播	voditelj; prezenter	Ona je voditeljka ove emisije.	voditelj; napovedovalec	Ona je voditeljica te oddaje.	vedėjas; transliuotojas	Ji yra šios laidos vedėja.	raidījuma vadītājs; straumētājs	Viņa ir šī raidījuma vadītāja.	saatejuht; striimer	Ta on selle saate juht.	þáttastjórnandi; streymir	Hún er þáttastjórnandi þessa þáttar.
5348:主角	主角	主角	glavni lik	Glavni lik ovog filma je lekar.	glavni lik	Glavni lik tega filma je zdravnik.	pagrindinis veikėjas	Šio filmo pagrindinis veikėjas yra gydytojas.	galvenais varonis	Šīs filmas galvenais varonis ir ārsts.	peategelane	Selle filmi peategelane on arst.	aðalpersóna	Aðalpersóna myndarinnar er læknir.
5350:主演	主演	主演	igrati glavnu ulogu	U ovoj predstavi glavnu ulogu igraju mladi glumci.	igrati glavno vlogo	V tej gledališki predstavi glavne vloge igrajo mladi igralci.	atlikti pagrindinį vaidmenį	Šiame spektaklyje pagrindinius vaidmenis atlieka jauni aktoriai.	spēlēt galveno lomu	Šajā lugā galvenās lomas spēlē jauni aktieri.	peaosas mängima	Selles näidendis mängivad peaosa noored näitlejad.	fara með aðalhlutverk	Ungir leikarar fara með aðalhlutverkin í þessu leikriti.
5355:祝愿	祝愿	祝愿	poželeti; uputiti želje	Od srca vam želim sreću.	želeti; izreči želje	Iskreno vam želim srečo.	linkėti	Aš nuoširdžiai linkiu jums laimės.	novēlēt	Es no sirds novēlu jums laimi.	soovima	Soovin teile südamest õnne.	óska; senda óskir	Ég óska ykkur innilega hamingju.
5359:专科	专科	专科	specijalističko odeljenje; specijalnost	Ova bolnica ima specijalističku očnu ambulantu.	specialistični oddelek; stroka	Ta bolnišnica ima specialistično očesno ambulanto.	specialybė; specializuotas skyrius	Šioje ligoninėje yra specializuota akių ligų klinika.	specializēta nodaļa; specialitāte	Šajā slimnīcā ir specializēta acu ambulatorā nodaļa.	eriala; eriosakond	Selles haiglas on silmahaiguste erivastuvõtt.	sérgrein; sérdeild	Þetta sjúkrahús er með sérhæfða augndeild.
5362:专用	专用	专用	namenski; samo za	Ovaj prolaz je namenjen samo zaposlenima.	namenski; samo za	Ta prehod je namenjen samo zaposlenim.	specialus; skirtas tik	Šis praėjimas skirtas tik darbuotojams.	speciāls; tikai paredzēts	Šī eja ir paredzēta tikai darbiniekiem.	eriotstarbeline; ainult jaoks	See läbipääs on ainult töötajatele.	sérstakur; eingöngu fyrir	Þessi gangur er eingöngu fyrir starfsfólk.
5363:专注	专注	专注	usredsređen; koncentrisan	Ona je veoma usredsređena dok radi eksperiment.	osredotočen	Med poskusom je zelo osredotočena.	susikaupęs; sutelktas	Ji labai susikaupusi atlikdama eksperimentą.	koncentrēts; uzmanīgs	Viņa ir ļoti koncentrējusies, kad veic eksperimentu.	keskendunud	Ta on katset tehes väga keskendunud.	einbeittur	Hún er mjög einbeitt þegar hún gerir tilraun.
5364:转换	转换	转换	pretvoriti; konvertovati	Molim vas, pretvorite fajl u PDF format.	pretvoriti	Prosimo, pretvorite datoteko v obliko PDF.	konvertuoti; pakeisti	Prašome konvertuoti failą į PDF formatą.	pārveidot; konvertēt	Lūdzu, pārveidojiet failu PDF formātā.	teisendama; konvertima	Palun teisendage fail PDF-vormingusse.	umbreyta; breyta	Vinsamlegast breyttu skránni í PDF-snið.
5365:转交	转交	转交	predati; proslediti	Molim vas, predajte ovo pismo menadžeru.	predati; posredovati	Prosimo, predajte to pismo vodji.	perduoti; persiųsti	Prašome perduoti šį laišką vadovui.	nodot; pārsūtīt	Lūdzu, nododiet šo vēstuli vadītājam.	edasi andma; edastama	Palun andke see kiri juhatajale edasi.	afhenda; koma áfram	Vinsamlegast afhentu stjóranum þetta bréf.
5367:转身	转身	转身	okrenuti se	On se odmah okrenuo kada je čuo zvuk.	obrniti se	Ko je zaslišal zvok, se je takoj obrnil.	atsisukti; apsisukti	Išgirdęs garsą jis tuoj pat atsisuko.	pagriezties	Viņš, izdzirdējis skaņu, uzreiz pagriezās.	ümber pöörama	Ta pöördus heli kuuldes kohe ümber.	snúa sér við	Hann sneri sér strax við þegar hann heyrði hljóðið.
5370:转动	转动	转动	okretati se; rotirati	Točkovi mašine počeli su da se okreću.	vrteti se; obračati se	Kolesa stroja so se začela vrteti.	suktis; pasukti	Mašinos ratai pradėjo suktis.	griezties; pagriezt	Iekārtas riteņi sāka griezties.	pöörlema; keerama	Masina rattad hakkasid pöörlema.	snúast; snúa	Hjól vélarinnar fóru að snúast.
5374:捉	捉	捉	hvatati	Deca su hvatala leptire u dvorištu.	loviti; ujeti	Otroci so na dvorišču lovili metulje.	gaudyti; pagauti	Vaikai kieme gaudė drugelius.	ķert	Bērni pagalmā ķēra tauriņus.	püüdma	Lapsed püüdsid õues liblikaid.	veiða; ná	Börnin eltu og reyndu að ná fiðrildum í garðinum.
5378:自来水	自来水	自来水	voda iz česme	Voda iz česme ovde može direktno da se pije.	voda iz pipe	Vodo iz pipe tukaj lahko pijemo neposredno.	vandentiekio vanduo	Čia vandentiekio vandenį galima gerti tiesiai.	krāna ūdens	Šeit krāna ūdeni var dzert tieši.	kraanivesi	Siin võib kraanivett otse juua.	kranavatn	Hér má drekka kranavatnið beint.
5379:自律	自律	自律	samodisciplina	Održavanje samodiscipline veoma je važno za učenje.	samodisciplina	Ohranjanje samodiscipline je zelo pomembno za učenje.	savidrausmė	Savidrausmės laikymasis labai svarbus mokymuisi.	pašdisciplīna	Pašdisciplīnas uzturēšana ir ļoti svarīga mācībām.	enese distsipliin	Enesedistsipliini hoidmine on õppimise jaoks väga tähtis.	sjálfsagi	Að halda sjálfsaga er mjög mikilvægt fyrir nám.
5381:自杀	自杀	自杀	samoubistvo	Novinski izveštaji treba pažljivo da obrađuju slučajeve samoubistva.	samomor	Novinarska poročila morajo samomor obravnavati previdno.	savižudybė	Naujienų pranešimai turėtų atsargiai nagrinėti savižudybės atvejus.	pašnāvība	Ziņu reportāžām jābūt piesardzīgām, runājot par pašnāvības gadījumiem.	enesetapp	Uudised peaksid enesetapujuhtumeid käsitlema ettevaatlikult.	sjálfsvíg	Fréttaflutningur ætti að fjalla varlega um sjálfsvíg.
5382:自我	自我	自我	sopstvo; ja	Putovanje mu je pomoglo da bolje upozna sebe.	jaz; samopodoba	Potovanje mu je pomagalo bolje spoznati samega sebe.	savastis; aš	Kelionės padėjo jam geriau pažinti save.	es; pašapziņa	Ceļošana palīdzēja viņam labāk iepazīt sevi.	mina; enesekuvand	Reisimine aitas tal ennast paremini mõista.	sjálf; sjálfsmynd	Ferðalög hjálpuðu honum að skilja sjálfan sig betur.
5383:自言自语	自言自语	自言自语	govoriti sam sa sobom	Ona je sređivala policu za knjige i govorila sama sa sobom.	govoriti sam s seboj	Med urejanjem knjižne police je govorila sama s seboj.	kalbėtis su savimi	Ji tvarkė knygų lentyną ir kalbėjosi su savimi.	runāt pašam ar sevi	Viņa kārtoja grāmatplauktu un runāja pati ar sevi.	omaette rääkima	Ta korrastas raamaturiiulit ja rääkis omaette.	tala við sjálfan sig	Hún raðaði bókahillunni og talaði við sjálfa sig.
5385:自助	自助	自助	samoposluživanje; samouslužno	Ovaj restoran nudi doručak na bazi samoposluživanja.	samopostrežen; samopomoč	Ta restavracija ponuja samopostrežni zajtrk.	savitarnos; savipagalba	Šis restoranas siūlo savitarnos pusryčius.	pašapkalpošanās	Šis restorāns piedāvā pašapkalpošanās brokastis.	iseteenindus	See restoran pakub iseteenindusega hommikusööki.	sjálfsafgreiðsla	Þessi veitingastaður býður upp á sjálfsafgreiðslumorgunverð.
5388:总计	总计	总计	ukupno	U ovoj aktivnosti je ukupno učestvovalo dvesta ljudi.	skupaj; skupno	Na tej dejavnosti je skupaj sodelovalo dvesto ljudi.	iš viso	Šiame renginyje iš viso dalyvavo du šimtai žmonių.	kopā; kopskaitā	Šajā pasākumā kopā piedalījās divi simti cilvēku.	kokku	Sellel üritusel osales kokku kakssada inimest.	samtals	Alls tóku tvö hundruð manns þátt í þessum viðburði.
5391:粽子	粽子	粽子	zongzi; pirinčani smotuljci	Za Praznik zmajevih čamaca napravili smo mnogo zongzija.	zongzi; riževi zavitki	Za praznik zmajevih čolnov smo pripravili veliko zongzijev.	zongzi; ryžių ryšulėliai	Per Drakono valčių šventę pagaminome daug zongzi.	zongzi; rīsu sainīši	Pūķu laivu svētkos mēs pagatavojām daudz zongzi.	zongzi; riisipakikesed	Draakonipaatide festivaliks tegime palju zongzi'sid.	zongzi; hrísgrjónabögglar	Við bjuggum til mikið af zongzi fyrir drekabátahátíðina.
5393:足	足	足	dovoljan	Ova suma novca je dovoljna za kupovinu karte.	zadosten	Ta vsota denarja zadošča za nakup vozovnice.	pakankamas	Šios pinigų sumos pakanka bilietui nusipirkti.	pietiekams	Šī naudas summa ir pietiekama biļetes nopirkšanai.	piisav	See rahasumma on pileti ostmiseks piisav.	nægur	Þessi upphæð nægir til að kaupa miðann.
5396:阻挡	阻挡	阻挡	sprečiti; blokirati	Veliki sneg je sprečio vozila da napreduju.	ovirati; preprečiti	Močan sneg je vozilom preprečil nadaljevanje poti.	trukdyti; blokuoti	Stiprus sniegas sutrukdė transporto priemonėms judėti pirmyn.	kavēt; bloķēt	Spēcīgs sniegs aizkavēja transportlīdzekļu kustību.	takistama; blokeerima	Tugev lumi takistas sõidukitel edasi liikumast.	hindra; loka	Mikill snjór hindraði ökutækin í að komast áfram.
5399:钻	钻	钻	zavući se; provući se	Dete se zavuklo ispod stola.	zlezti; splaziti se	Otrok se je splazil pod mizo.	lįsti; prasibrauti	Vaikas palindo po stalu.	ielīst; izspraukties	Bērns ielīda zem galda.	sisse pugema; läbi pugema	Laps puges laua alla.	smjúga; skríða inn	Barnið smaug undir borðið.
5400:罪	罪	罪	zločin; krivica	Priznao je svoj zločin.	zločin; krivda	Priznal je svoj zločin.	nusikaltimas; kaltė	Jis pripažino savo nusikaltimą.	noziegums; vaina	Viņš atzina savu noziegumu.	kuritegu; süü	Ta tunnistas oma kuritegu.	glæpur; sekt	Hann játaði glæp sinn.
