hsk_key	source_word	simplified	KA	example_KA	HY	example_HY
1772:味	味	味	გემო; სურნელი	ამ კერძს ცოტა ცხარე გემო აქვს.	համ; բույր	Այս ուտեստը մի քիչ կծու համ ունի։
1774:卫生	卫生	卫生	ჰიგიენა; სისუფთავე	რესტორანში ჰიგიენა ძალიან მნიშვნელოვანია.	հիգիենա; մաքրություն	Ռեստորանում մաքրությունը շատ կարևոր է։
1782:无法	无法	无法	შეუძლებელი; გზის არქონა	წვიმა ძალიან ძლიერია, ამიტომ გარეთ ვერ გავდივართ.	անկարող; հնարավորություն չունենալ	Անձրևը շատ ուժեղ է, ուստի չենք կարող դուրս գալ։
1785:午餐	午餐	午餐	სადილი	ჩვენ თორმეტ საათზე ვსადილობთ.	ճաշ	Մենք ժամը տասներկուսին ճաշում ենք։
1787:吸	吸	吸	შესუნთქვა; მოწევა	გთხოვთ აქ არ მოწიოთ.	ներս քաշել; ծխել	Խնդրում եմ այստեղ չծխել։
1788:西部	西部	西部	დასავლეთი ნაწილი	ჩინეთის დასავლეთ ნაწილში ბევრი მაღალი მთაა.	արևմտյան մաս	Չինաստանի արևմտյան մասում շատ բարձր լեռներ կան։
1791:细	细	细	თხელი; წვრილი	ამ კალმით დაწერილი ხაზი ძალიან თხელია.	բարակ; մանր	Այս գրիչի գիծը շատ բարակ է։
1792:细心	细心	细心	ყურადღებიანი	ის საქმეს ძალიან ყურადღებით აკეთებს.	ուշադիր	Նա գործերում շատ ուշադիր է։
1793:下降	下降	下降	დაცემა; შემცირება	ხვალ ტემპერატურა დაიკლებს.	նվազել; իջնել	Վաղը ջերմաստիճանը կնվազի։
1794:鲜	鲜	鲜	ახალი	ეს თევზი ძალიან ახალია.	թարմ	Այս ձուկը շատ թարմ է։
1795:鲜花	鲜花	鲜花	ახალი ყვავილები	მაგიდაზე ახალი ყვავილების თაიგული დევს.	թարմ ծաղիկներ	Սեղանի վրա թարմ ծաղիկների փունջ կա։
1799:线上	线上	线上	ონლაინ	ამ კურსის ონლაინ სწავლა შეიძლება.	առցանց	Այս դասընթացը կարելի է առցանց սովորել։
1800:线下	线下	线下	ოფლაინ; პირადად	პირისპირ აქტივობა მომავალ კვირას იწყება.	անցանց; դեմ առ դեմ	Դեմ առ դեմ միջոցառումը հաջորդ շաբաթ է սկսվում։
1801:现有	现有	现有	არსებული	ჩვენ ჯერ არსებულ აღჭურვილობას გამოვიყენებთ.	գոյություն ունեցող	Մենք նախ կօգտագործենք առկա սարքավորումները։
1803:相比	相比	相比	შედარებით	შარშანდელთან შედარებით, წელს უფრო დატვირთულია.	համեմատած	Անցյալ տարվա համեմատ այս տարին ավելի զբաղված է։
1805:相互	相互	相互	ურთიერთ	თანაკლასელები ერთმანეთს უნდა დაეხმარონ.	փոխադարձ	Դասընկերները պետք է միմյանց օգնեն։
1809:想法	想法	想法	აზრი; შეხედულება	მსურს შენი აზრები მოვისმინო.	միտք; կարծիք	Ես ուզում եմ լսել քո մտքերը։
1815:小组	小组	小组	პატარა ჯგუფი	ჩვენს ჯგუფში ოთხი ადამიანია.	փոքր խումբ	Մեր խմբում չորս մարդ կա։
1818:血	血	血	სისხლი	ქაღალდზე ცოტა სისხლია.	արյուն	Թղթի վրա մի քիչ արյուն կա։
1819:心	心	心	გული; გონება	მისი გული ძალიან სწრაფად ცემს.	սիրտ; միտք	Նրա սիրտը շատ արագ է բաբախում։
1826:星星	星星	星星	ვარსკვლავები	დღეს ღამით ვარსკვლავები ძალიან კაშკაშაა.	աստղեր	Այս գիշեր աստղերը շատ պայծառ են։
1828:性	性	性	ბუნების ან თვისების აღმნიშვნელი სუფიქსი	სწავლას აქტიურობა სჭირდება.	բնույթ կամ որակ ցույց տվող վերջածանց	Սովորելու համար նախաձեռնողականություն է պետք։
1833:熊	熊	熊	დათვი	ზოოპარკში ერთი დათვია.	արջ	Կենդանաբանական այգում արջ կա։
1834:修	修	修	შეკეთება	ხელოსანი კონდიციონერს აკეთებს.	վերանորոգել	Վարպետը օդորակիչն է վերանորոգում։
1837:学费	学费	学费	სწავლის საფასური	ამ სემესტრის საფასური უკვე გადახდილია.	ուսման վարձ	Այս կիսամյակի ուսման վարձը արդեն վճարված է։
1838:学院	学院	学院	კოლეჯი; ინსტიტუტი	ის უცხო ენების კოლეჯში სწავლობს.	քոլեջ; ինստիտուտ	Նա սովորում է օտար լեզուների քոլեջում։
1839:压	压	压	დაჭერა; დაფიქსირება	გთხოვთ ეს ქაღალდი ხელით დააჭიროთ.	սեղմել; պահել	Խնդրում եմ ձեռքով պահել այս թուղթը։
1843:烟	烟	烟	კვამლი; სიგარეტი	ოთახში კვამლის სუნია.	ծուխ; ծխախոտ	Սենյակում ծխի հոտ կա։
1847:研究生	研究生	研究生	მაგისტრანტი	ის მაგისტრანტია.	մագիստրանտ	Նա մագիստրանտ է։
1849:演	演	演	თამაში; შესრულება	ის ფილმში ექიმს თამაშობს.	խաղալ; կատարել	Նա ֆիլմում բժիշկ է խաղում։
1850:演唱	演唱	演唱	სიმღერა; შესრულება	მომღერალი დღეს საღამოს ახალ სიმღერას შეასრულებს.	երգել; կատարել երգ	Երգիչը այս երեկո նոր երգ է կատարելու։
1853:眼前	眼前	眼前	თვალწინ; ამჟამად	შანსი სწორედ თვალწინაა.	աչքի առաջ; ներկայում	Հնարավորությունը հենց աչքի առաջ է։
1863:夜晚	夜晚	夜晚	ღამე; საღამო	ზაფხულის ღამეები ძალიან მშვიდია.	գիշեր; երեկո	Ամառային գիշերները շատ հանգիստ են։
1866:已	已	已	უკვე	რეგისტრაციების რაოდენობა უკვე შევსებულია.	արդեն	Գրանցվածների թիվը արդեն լրացել է։
1867:以内	以内	以内	ფარგლებში	გთხოვთ სამი დღის განმავლობაში უპასუხოთ.	ընթացքում; ներսում	Խնդրում եմ երեք օրվա ընթացքում պատասխանել։
1869:一生	一生	一生	მთელი ცხოვრება	მას მთელი ცხოვრება მუსიკა უყვარდა.	ամբողջ կյանք	Նա ամբողջ կյանքում երաժշտություն է սիրել։
1875:赢得	赢得	赢得	მოგება; მიღება	გუნდმა თამაში მოიგო.	հաղթել; շահել	Թիմը հաղթեց խաղում։
1879:用来	用来	用来	გამოსაყენებლად	ეს დანა ხილის დასაჭრელად გამოიყენება.	օգտագործվում է	Այս դանակը օգտագործվում է միրգ կտրելու համար։
1880:用于	用于	用于	გამოყენებულია	ეს ფული წიგნების საყიდლად გამოიყენება.	օգտագործվում է	Այս գումարը օգտագործվում է գրքեր գնելու համար։
1885:油	油	油	ზეთი	ტაფაში ცოტა ზეთი ჩაასხით.	յուղ	Թավայի մեջ մի քիչ յուղ լցրեք։
1887:游玩	游玩	游玩	სეირნობა და გართობა	შაბათ-კვირას პარკში გასართობად წავალთ.	զբոսնել; զվարճանալ	Հանգստյան օրերին այգի ենք գնալու զվարճանալու։
1890:友情	友情	友情	მეგობრობა	მათი მეგობრობა ძალიან ღრმაა.	ընկերություն	Նրանց ընկերությունը շատ խորն է։
1892:有效	有效	有效	ეფექტური; მოქმედი	ეს ბილეთი დღესაც მოქმედია.	արդյունավետ; վավեր	Այս տոմսը այսօր դեռ վավեր է։
1894:有着	有着	有着	ქონა; ფლობა	ამ ქალაქს გრძელი ისტორია აქვს.	ունենալ	Այս քաղաքը երկար պատմություն ունի։
1903:远离	远离	远离	შორს ყოფნა	გთხოვთ საშიში ზონიდან შორს იყოთ.	հեռու մնալ	Խնդրում եմ վտանգավոր գոտուց հեռու մնալ։
1904:院长	院长	院长	დეკანი; დირექტორი	დეკანი დღეს შეხვედრას ესწრება.	դեկան; տնօրեն	Դեկանն այսօր հանդիպմանը մասնակցում է։
1905:院子	院子	院子	ეზო	ეზოში ბევრი ყვავილია დარგული.	բակ	Բակում շատ ծաղիկներ են տնկված։
1906:约	约	约	შეხვედრის შეთანხმება; დათქმა	მე მეგობართან ერთად ვახშამი შევუთანხმდი.	պայմանավորվել; ժամադրել	Ես ընկերոջ հետ ընթրելու պայմանավորվել եմ։
1908:月饼	月饼	月饼	მთვარის ნამცხვარი	შუა შემოდგომის დღესასწაულზე მთვარის ნამცხვარს ვჭამთ.	լուսնային թխվածք	Միջին աշնան տոնին մենք լուսնային թխվածք ենք ուտում։
1910:月份	月份	月份	თვე	ივლისში ამინდი ძალიან ცხელია.	ամիս	Հուլիսին եղանակը շատ շոգ է։
1914:再次	再次	再次	კიდევ ერთხელ	კიდევ ერთხელ კეთილი იყოს თქვენი მობრძანება პეკინში.	նորից	Բարի գալուստ Պեկին նորից։
1915:再说	再说	再说	შემდეგ საუბარი	ეს საქმე ხვალ განვიხილოთ.	հետո խոսել	Այս գործի մասին վաղը խոսենք։
1917:暂停	暂停	暂停	პაუზა; დროებითი შეჩერება	თამაში ძლიერი წვიმის გამო დროებით შეჩერდა.	դադար; ժամանակավորապես կանգնեցնել	Խաղը հորդառատ անձրևի պատճառով ժամանակավորապես դադարեց։
1918:早餐	早餐	早餐	საუზმე	საუზმეზე კვერცხი და პური ვჭამე.	նախաճաշ	Նախաճաշին ձու և հաց կերա։
1919:早晨	早晨	早晨	დილა	დილას ჰაერი ძალიან სუფთაა.	առավոտ	Առավոտյան օդը շատ թարմ է։
1922:增长	增长	增长	ზრდა; მატება	წელს შემოსავალი სწრაფად გაიზარდა.	աճել; ավելանալ	Այս տարի եկամուտը արագ աճեց։
1924:着	着	着	ჩაძინება; მოხვედრა	ბავშვმა სწრაფად დაიძინა.	քնել; բռնել	Երեխան արագ քնեց։
1926:者	者	者	პირის აღმნიშვნელი სუფიქსი	ავტორმა საკუთარი გამოცდილება გააცნო.	անձ ցույց տվող վերջածանց	Հեղինակը ներկայացրեց իր փորձը։
1928:整	整	整	მთელი; სრული	მთელი გაკვეთილის განმავლობაში ის ძალიან ყურადღებიანი იყო.	ամբողջ; լրիվ	Ամբողջ դասի ընթացքում նա շատ ուշադիր էր։
1931:证	证	证	მოწმობა; მტკიცებულება	გთხოვთ თქვენი სამუშაო მოწმობა აჩვენოთ.	վկայական; ապացույց	Խնդրում եմ ցույց տալ ձեր աշխատանքային վկայականը։
1940:支付	支付	支付	გადახდა	მე მგზავრობის საფასური ტელეფონით გადავიხადე.	վճարել; վճարում	Ես ուղեվարձը հեռախոսով վճարեցի։
1941:之后	之后	之后	შემდეგ	გამოცდის შემდეგ საჭმელად წავალთ.	հետո	Քննությունից հետո մենք ուտելու կգնանք։
1942:之间	之间	之间	შორის	მათ შორის გაუგებრობა არ არის.	միջև	Նրանց միջև թյուրիմացություն չկա։
1943:之前	之前	之前	მുമ്പ്	შეხვედრამდე გთხოვთ მასალები ჯერ წაიკითხოთ.	նախքան	Հանդիպումից առաջ խնդրում եմ նախ կարդալ նյութերը։
1945:之中	之中	之中	შორის; შუაში	ამ ადამიანებს შორის ის ყველაზე ახალგაზრდაა.	մեջ; նրանց թվում	Այս մարդկանց մեջ նա ամենաերիտասարդն է։
1946:值	值	值	ღირებულება ჰქონდეს	ეს ბილეთი ასი იუანი ღირს.	արժե; արժեք ունենալ	Այս տոմսը արժե հարյուր յուան։
1952:指出	指出	指出	მითითება; ჩვენება	მასწავლებელმა ჩემი შეცდომა მიუთითა.	մատնանշել	Ուսուցիչը մատնանշեց իմ սխալը։
1954:纸巾	纸巾	纸巾	ხელსახოცი ქაღალდი	გთხოვთ ერთი ქაღალდის ხელსახოცი მომეცით.	թղթե անձեռոցիկ	Խնդրում եմ ինձ մեկ թղթե անձեռոցիկ տալ։
1957:中餐	中餐	中餐	ჩინური საჭმელი	ამ რესტორნის ჩინური საჭმელი ძალიან გემრიელია.	չինական ուտելիք	Այս ռեստորանի չինական ուտելիքը շատ համեղ է։
1958:中年	中年	中年	შუა ასაკი	ის უკვე შუა ასაკს მიაღწია.	միջին տարիք	Նա արդեն հասել է միջին տարիքին։
1965:祝	祝	祝	მილოცვა; სურვება	გილოცავ დაბადების დღეს.	մաղթել; շնորհավորել	Շնորհավոր ծնունդդ։
1971:转发	转发	转发	გადაგზავნა; ხელახლა გაზიარება	გთხოვთ შეტყობინება ყველას გადაუგზავნოთ.	փոխանցել; վերահրապարակել	Խնդրում եմ ծանուցումը բոլորին փոխանցել։
1972:转机1	转机1	转机	თვითმფრინავის შეცვლა; ტრანსფერი	ჩვენ შანხაიში თვითმფრინავი უნდა შევცვალოთ.	ինքնաթիռ փոխել; փոխանցում	Մենք Շանհայում ինքնաթիռ պետք է փոխենք։
1975:准	准	准	ზუსტი	მისი პასუხი ძალიან ზუსტია.	ճշգրիտ	Նրա պատասխանը շատ ճշգրիտ է։
1980:自	自	自	დან; მას შემდეგ	გასული წლიდან ის პეკინში ცხოვრობს.	սկսած; ի վեր	Անցյալ տարվանից նա Պեկինում է ապրում։
1982:自习	自习	自习	თვითმეცადინეობა	საღამოს შვიდზე კლასში თვითმეცადინეობისთვის მივდივართ.	ինքնուրույն պարապմունք	Երեկոյան ժամը յոթին մենք դասարան ենք գնում ինքնուրույն պարապելու։
1984:自学	自学	自学	თვითონ სწავლა	ის ვიდეოებით ჩინურს თავად სწავლობს.	ինքնուրույն սովորել	Նա տեսանյութերով ինքնուրույն չինարեն է սովորում։
1988:最终	最终	最终	საბოლოოდ	საბოლოოდ მან დარჩენა გადაწყვიტა.	վերջում; ի վերջո	Ի վերջո նա որոշեց մնալ։
1992:做法	做法	做法	გაკეთების გზა; მეთოდი	ეს მეთოდი ძალიან მარტივია.	գործելու ձև; մեթոդ	Այս մեթոդը շատ պարզ է։
1994:做梦	做梦	做梦	სიზმრის ნახვა	წუხელ მეგობარზე სიზმარი ვნახე.	երազ տեսնել	Անցյալ գիշեր ընկերոջ մասին երազ տեսա։
