hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
4365:开头	开头	开头	początek; wstęp	Początek artykułu jest napisany bardzo ciekawie.	begin; start	Het begin van het artikel is erg aantrekkelijk geschreven.	början; start	Artikelns början är mycket fängslande skriven.	begynnelse; start	Begynnelsen på artikkelen er skrevet svært fengende.	begyndelse; start	Artiklens begyndelse er skrevet meget fængende.	alku; aloitus	Artikkelin alku on kirjoitettu hyvin houkuttelevasti.
4369:看得起	看得起	看得起	poważać; cenić	Ciężko pracuje, bo chce, żeby inni go szanowali.	hoogachten; respecteren	Hij werkt hard en hoopt dat anderen hem respecteren.	se upp till; respektera	Han arbetar hårt och hoppas att andra ska respektera honom.	se opp til; respektere	Han jobber hardt og håper at andre skal respektere ham.	se op til; respektere	Han arbejder hårdt og håber, at andre vil respektere ham.	arvostaa; pitää suuressa arvossa	Hän tekee kovasti töitä ja toivoo muiden arvostavan häntä.
4370:看好	看好	看好	dobrze oceniać; być optymistą	Inwestorzy dobrze oceniają tę branżę.	vertrouwen hebben in; positief inschatten	Investeerders hebben vertrouwen in deze sector.	se positivt på	Investerare ser positivt på den här branschen.	ha tro på; være optimistisk	Investorer har tro på denne bransjen.	have tiltro til; være optimistisk	Investorer har tiltro til denne branche.	suhtautua optimistisesti; uskoa	Sijoittajat suhtautuvat tähän alaan optimistisesti.
4371:看似	看似	看似	pozornie; wydawać się	Ten problem wydaje się prosty, ale naprawdę jest złożony.	lijken; schijnbaar	Dit probleem lijkt eenvoudig, maar is eigenlijk ingewikkeld.	verka; till synes	Problemet verkar enkelt men är egentligen komplicerat.	virke; tilsynelatende	Problemet virker enkelt, men er egentlig komplisert.	virke; tilsyneladende	Problemet virker enkelt, men er faktisk kompliceret.	vaikuttaa; näennäisesti	Tämä ongelma vaikuttaa yksinkertaiselta, mutta on oikeasti monimutkainen.
4372:看中	看中	看中	upatrzyć sobie; wybrać	Upatrzył sobie małe mieszkanie.	op het oog hebben; kiezen	Hij heeft een klein appartement op het oog.	fastna för; välja	Han fastnade för en liten lägenhet.	få sansen for; velge	Han fikk sansen for en liten leilighet.	få øje på; vælge	Han fik øje på en lille lejlighed, han kunne lide.	mieltyä; valita	Hän mieltyi pieneen asuntoon.
4373:看重	看重	看重	cenić; przywiązywać wagę	Firma bardzo ceni umiejętności pracowników.	waarderen; belang hechten aan	Het bedrijf hecht veel waarde aan de vaardigheden van werknemers.	värdera; lägga vikt vid	Företaget värderar medarbetarnas förmågor högt.	verdsette; legge vekt på	Selskapet verdsetter de ansattes evner høyt.	værdsætte; lægge vægt på	Virksomheden lægger stor vægt på medarbejdernes evner.	arvostaa; pitää tärkeänä	Yritys arvostaa työntekijöiden kykyjä.
4374:康复	康复	康复	wracać do zdrowia; rehabilitacja	Po operacji dobrze się regenerował i szybko wrócił do zdrowia.	herstellen; revalidatie	Na de operatie herstelde hij goed en werd hij snel weer gezond.	återhämta sig; rehabilitering	Efter operationen återhämtade han sig bra och blev snart frisk.	komme seg; rehabilitering	Etter operasjonen kom han seg godt og ble snart frisk.	komme sig; rehabilitering	Efter operationen kom han sig godt og blev hurtigt rask.	toipua; kuntoutus	Leikkauksen jälkeen hän toipui hyvin ja parani pian.
4379:科	科	科	oddział; przedmiot	Zarejestrował się do oddziału chorób wewnętrznych.	afdeling; vak	Hij meldde zich aan bij de afdeling interne geneeskunde.	avdelning; ämne	Han registrerade sig på medicinavdelningen.	avdeling; fag	Han registrerte seg ved indremedisinsk avdeling.	afdeling; fag	Han registrerede sig på medicinsk afdeling.	osasto; oppiaine	Hän ilmoittautui sisätautien osastolle.
4380:科幻	科幻	科幻	fantastyka naukowa	Ten film science fiction jest bardzo popularny.	sciencefiction	Deze sciencefictionfilm is erg populair.	science fiction; sf	Den här science fiction-filmen är mycket populär.	science fiction; sci-fi	Denne science fiction-filmen er svært populær.	science fiction; sci-fi	Denne science fiction-film er meget populær.	tieteiskirjallisuus; scifi	Tämä scifi-elokuva on hyvin suosittu.
4382:科普	科普	科普	popularyzacja nauki	Nauczyciel wygłosił uczniom wykład popularnonaukowy.	populaire wetenschap	De leraar gaf de leerlingen een populairwetenschappelijke lezing.	populärvetenskap	Läraren höll en populärvetenskaplig föreläsning för eleverna.	populærvitenskap	Læreren holdt et populærvitenskapelig foredrag for elevene.	populærvidenskab	Læreren holdt et populærvidenskabeligt foredrag for eleverne.	kansantajuinen tiede	Opettaja piti oppilaille yleistajuisen tiedeluennon.
4387:客车	客车	客车	autobus pasażerski	Autobus pasażerski odjeżdża o siódmej rano.	passagiersbus	De passagiersbus vertrekt om zeven uur 's ochtends.	passagerarbuss	Bussen avgår klockan sju på morgonen.	passasjerbuss	Passasjerbussen går klokken sju om morgenen.	passagerbus	Passagerbussen kører klokken syv om morgenen.	matkustajabussi	Matkustajabussi lähtee aamulla seitsemältä.
4389:肯	肯	肯	chcieć; być gotowym	On chętnie poświęca czas, by pomagać innym.	bereid zijn	Hij is bereid tijd te besteden aan het helpen van anderen.	vara villig	Han är villig att lägga tid på att hjälpa andra.	være villig	Han er villig til å bruke tid på å hjelpe andre.	være villig	Han er villig til at bruge tid på at hjælpe andre.	olla valmis; suostua	Hän on valmis käyttämään aikaa muiden auttamiseen.
4391:空地	空地	空地	otwarta przestrzeń; pusty teren	Dzieci grają w piłkę na pustym terenie.	open ruimte; braakliggend terrein	De kinderen voetballen op de open ruimte.	öppen plats; tom mark	Barnen spelar fotboll på den öppna platsen.	åpen plass; ledig tomt	Barna spiller fotball på den åpne plassen.	åben plads; tom grund	Børnene spiller fodbold på den åbne plads.	avoin tila; tyhjä tontti	Lapset pelaavat jalkapalloa avoimella alueella.
4393:口感	口感	口感	konsystencja w ustach; odczucie smaku	Ten chleb ma bardzo miękką konsystencję.	mondgevoel; textuur	Dit brood heeft een heel zachte textuur.	munkänsla; textur	Det här brödet har en mycket mjuk textur.	munnfølelse; tekstur	Dette brødet har en veldig myk tekstur.	mundfølelse; tekstur	Dette brød har en meget blød tekstur.	suutuntuma; rakenne	Tämän leivän suutuntuma on hyvin pehmeä.
4394:口号	口号	口号	hasło; slogan	Wszyscy razem wykrzyknęli hasło.	leus; slogan	Iedereen riep samen de leus.	slogan; paroll	Alla ropade slagordet tillsammans.	slagord; motto	Alle ropte slagordet sammen.	slogan; motto	Alle råbte sloganet sammen.	isulause; slogan	Kaikki huusivat iskulauseen yhdessä.
4399:酷	酷	酷	fajny; modny	Ten płaszcz wygląda bardzo modnie.	cool; modieus	Deze jas ziet er erg modieus uit.	cool; trendig	Den här kappan ser riktigt cool ut.	kul; trendy	Denne jakken ser veldig kul ut.	cool; moderne	Denne frakke ser meget cool ud.	siisti; muodikas	Tämä takki näyttää todella siistiltä.
4401:夸奖	夸奖	夸奖	pochwalić	Nauczyciel pochwalił jego postępy.	prijzen; complimenteren	De leraar prees zijn vooruitgang.	berömma	Läraren berömde hans framsteg.	rose	Læreren roste framgangen hans.	rose	Læreren roste hans fremskridt.	kehua	Opettaja kehui hänen edistymistään.
4404:快捷	快捷	快捷	szybki; wygodny	Płatność online jest bardzo szybka i wygodna.	snel; handig	Online betalen is heel snel en handig.	snabb; smidig	Onlinebetalning är mycket snabb och smidig.	rask; praktisk	Nettbetaling er veldig raskt og praktisk.	hurtig; praktisk	Onlinebetaling er meget hurtig og praktisk.	nopea; kätevä	Verkkomaksu on hyvin nopea ja kätevä.
4405:款	款	款	model; fason	Ten model telefonu sprzedaje się bardzo dobrze.	model; type	Dit model telefoon verkoopt erg goed.	modell; variant	Den här telefonmodellen säljer mycket bra.	modell; variant	Denne telefonmodellen selger veldig godt.	model; variant	Denne telefonmodel sælger meget godt.	malli; tyyli	Tämä puhelinmalli myy hyvin.
4408:困扰	困扰	困扰	dręczyć; sprawiać kłopot	Ten problem dręczył go przez długi czas.	kwellen; lastigvallen	Dit probleem hield hem lange tijd bezig.	besvära; plåga	Det här problemet bekymrade honom länge.	plage; bekymre	Dette problemet plaget ham lenge.	plage; bekymre	Dette problem plagede ham længe.	vaivata; häiritä	Tämä ongelma vaivasi häntä pitkään.
4409:扩展	扩展	扩展	rozszerzać; rozbudowywać	Firma planuje rozszerzyć rynki zagraniczne.	uitbreiden; verlengen	Het bedrijf is van plan de overzeese markten uit te breiden.	utöka; expandera	Företaget planerar att expandera på utländska marknader.	utvide; ekspandere	Selskapet planlegger å utvide utenlandsmarkedene.	udvide; ekspandere	Virksomheden planlægger at udvide de oversøiske markeder.	laajentaa; pidentää	Yritys aikoo laajentaa ulkomaan markkinoita.
4410:落	落	落	zostawić; pominąć	Zostawił telefon w taksówce.	achterlaten; missen	Hij heeft zijn telefoon in de taxi laten liggen.	lämna kvar; missa	Han lämnade sin telefon i taxin.	legge igjen; gå glipp av	Han la igjen telefonen sin i taxien.	efterlade; gå glip af	Han efterlod sin telefon i taxaen.	jättää jälkeen; jäädä väliin	Hän jätti puhelimensa taksiin.
4413:来临	来临	来临	nadejść; zbliżać się	Święto Wiosny wkrótce nadejdzie.	naderen; aankomen	Het Lentefestival komt eraan.	närma sig; anlända	Vårfesten närmar sig.	nærme seg; komme	Vårfestivalen nærmer seg.	nærme sig; komme	Forårsfesten nærmer sig.	saapua; lähestyä	Kevätjuhla lähestyy.
4414:来往	来往	来往	przychodzić i odchodzić; utrzymywać kontakty	Na tej drodze porusza się wiele pojazdów.	heen en weer gaan; omgang hebben	Er komen en gaan veel voertuigen op deze weg.	komma och gå; ha kontakt	Många fordon kommer och går på den här vägen.	komme og gå; ha kontakt	Det kommer og går mange kjøretøy på denne veien.	komme og gå; have kontakt	Der kommer og går mange køretøjer på denne vej.	kulkea edestakaisin; pitää yhteyttä	Tällä tiellä liikkuu paljon ajoneuvoja.
4415:赖	赖	赖	obwiniać; polegać na	Nie można go za to obwiniać.	de schuld geven; afhankelijk zijn	Dit kan hem niet worden verweten.	skylla på; vara beroende av	Det här kan man inte skylla på honom för.	skylde på; være avhengig av	Dette kan ikke skyldes på ham.	skyde skylden på; være afhængig af	Det kan man ikke skyde skylden på ham for.	syyttää; riippua	Tästä asiasta ei voi syyttää häntä.
4417:栏	栏	栏	rubryka; kolumna	Proszę wpisać imię w rubryce z nazwiskiem i imieniem.	rubriek; kolom	Schrijf je naam in het naamveld.	kolumn; fält	Skriv ditt namn i namnfältet.	kolonne; felt	Skriv navnet ditt i navnefeltet.	kolonne; felt	Skriv dit navn i navnefeltet.	sarake; kenttä	Kirjoita nimesi nimikenttään.
4418:兰花	兰花	兰花	storczyk; orchidea	Storczyk na parapecie zakwitł.	orchidee	De orchidee op de vensterbank is uitgebloeid.	orkidé	Orkidén på fönsterbrädan har blommat.	orkidé	Orkidéen i vinduskarmen har blomstret.	orkidé	Orkidéen i vindueskarmen er sprunget ud.	orkidea	Ikkunalaudalla oleva orkidea on kukkinut.
4420:狼	狼	狼	wilk	Nocą z góry dochodziło wycie wilków.	wolf; roofdier	's Nachts kwamen er wolvengehuilen uit de bergen.	varg	På natten hördes vargyl från berget.	ulv	Om natten kom det ulvehyl fra fjellet.	ulv	Om natten lød der ulvehyl fra bjerget.	susi	Yöllä vuorelta kuului suden ulvontaa.
4422:牢	牢	牢	mocny; solidny	To krzesło jest bardzo solidne.	stevig; vast	Deze stoel is erg stevig.	stadig; robust	Den här stolen är mycket stadig.	solid; stødig	Denne stolen er veldig solid.	solid; fast	Denne stol er meget solid.	tukeva; luja	Tämä tuoli on hyvin tukeva.
4423:劳动力	劳动力	劳动力	siła robocza	Ta branża potrzebuje dużej siły roboczej.	arbeidskracht; beroepsbevolking	Deze sector heeft veel arbeidskrachten nodig.	arbetskraft	Den här branschen behöver mycket arbetskraft.	arbeidskraft	Denne bransjen trenger mye arbeidskraft.	arbejdskraft	Denne branche har brug for meget arbejdskraft.	työvoima	Tämä ala tarvitsee paljon työvoimaa.
4426:老太太	老太太	老太太	starsza pani	Ta starsza pani codziennie przychodzi do parku na spacer.	oudere dame	Die oudere dame komt elke dag in het park wandelen.	äldre dam	Den äldre damen kommer till parken varje dag för att promenera.	eldre dame	Den eldre damen kommer til parken hver dag for å gå tur.	ældre dame	Den ældre dame kommer hver dag i parken for at gå tur.	vanha rouva	Se vanha rouva käy joka päivä puistossa kävelyllä.
4427:乐于	乐于	乐于	chętnie; być gotowym	Chętnie przyjmuje nowe wyzwania.	graag bereid zijn	Hij is graag bereid nieuwe uitdagingen aan te gaan.	vara glad att; vara villig	Han tar gärna emot nya utmaningar.	være glad for; være villig	Han er villig til å ta imot nye utfordringer.	være glad for; være villig	Han er villig til at tage imod nye udfordringer.	olla mielellään valmis	Hän ottaa mielellään vastaan uusia haasteita.
4429:类别	类别	类别	kategoria; klasa	Proszę uporządkować pliki według kategorii.	categorie; klasse	Sorteer de bestanden op categorie.	kategori; klass	Sortera filerna efter kategori.	kategori; klasse	Sorter filene etter kategori.	kategori; klasse	Sorter filerne efter kategori.	luokka; kategoria	Lajittele tiedostot kategorian mukaan.
4430:理	理	理	reagować; zwracać uwagę	Nie odpowiedział na moje pytanie.	reageren; aandacht besteden	Hij besteedde geen aandacht aan mijn vraag.	bry sig om; svara på	Han brydde sig inte om min fråga.	bry seg om; svare på	Han brydde seg ikke om spørsmålet mitt.	bryde sig om; svare på	Han tog sig ikke af mit spørgsmål.	välittää; vastata	Hän ei välittänyt kysymyksestäni.
4431:理财	理财	理财	zarządzać finansami	Zaczęła uczyć się zarządzania pieniędzmi.	financiën beheren	Ze begon te leren hoe ze geld moest beheren.	hantera ekonomi	Hon började lära sig privatekonomi.	forvalte økonomi	Hun begynte å lære å håndtere penger.	styre økonomi	Hun begyndte at lære at styre sin økonomi.	hoitaa taloutta	Hän alkoi opetella rahankäytön hallintaa.
4432:理科	理科	理科	przedmioty ścisłe	W liceum wybrał przedmioty ścisłe.	bètavakken; natuurwetenschappen	Hij koos op de middelbare school voor bètavakken.	naturvetenskapliga ämnen	Han valde naturvetenskapliga ämnen på gymnasiet.	realfag	Han valgte realfag på videregående.	naturvidenskabelige fag	Han valgte naturvidenskabelige fag i gymnasiet.	luonnontieteet; reaaliaineet	Hän valitsi lukiossa luonnontieteelliset aineet.
4433:理念	理念	理念	koncepcja; idea	Ta firma ceni idee ochrony środowiska.	concept; filosofie	Dit bedrijf hecht waarde aan milieuvriendelijke principes.	koncept; filosofi	Företaget värdesätter miljöprinciper.	konsept; filosofi	Selskapet legger vekt på miljøprinsipper.	koncept; filosofi	Virksomheden lægger vægt på miljøprincipper.	käsite; periaate	Tämä yritys arvostaa ympäristöperiaatteita.
4434:理性	理性	理性	racjonalny; rozum	Musimy racjonalnie omówić ten problem.	rationeel; rede	We moeten deze kwestie rationeel bespreken.	rationell; förnuft	Vi behöver diskutera frågan rationellt.	rasjonell; fornuft	Vi må diskutere dette problemet rasjonelt.	rationel; fornuft	Vi skal diskutere dette spørgsmål rationelt.	järkevä; järki	Meidän täytyy keskustella asiasta järkevästi.
4435:立	立	立	stać; ustawić	Przy wejściu stoi tablica.	staan; opstellen	Er staat een bord bij de ingang.	stå; sätta upp	En skylt står vid ingången.	stå; sette opp	Det står et skilt ved inngangen.	stå; stille op	Der står et skilt ved indgangen.	seistä; pystyttää	Sisäänkäynnillä seisoo kyltti.
4438:力度	力度	力度	siła; intensywność	Rząd zwiększył skalę wsparcia.	kracht; intensiteit	De overheid verhoogde de mate van steun.	styrka; intensitet	Regeringen ökade stödnivån.	styrke; intensitet	Regjeringen økte støttenivået.	styrke; intensitet	Regeringen øgede støtteniveauet.	voimakkuus; intensiteetti	Hallitus lisäsi tuen voimakkuutta.
4439:历经	历经	历经	przejść przez; doświadczyć	To miasto przeszło wiele zmian.	doormaken; ervaren	Deze stad heeft veel veranderingen doorgemaakt.	genomgå; uppleva	Den här staden har genomgått många förändringar.	gå gjennom; oppleve	Denne byen har gått gjennom mange endringer.	gennemgå; opleve	Denne by har gennemgået mange forandringer.	käydä läpi; kokea	Tämä kaupunki on käynyt läpi monia muutoksia.
4440:历年	历年	历年	minione lata; z poprzednich lat	Dane z poprzednich lat są przechowywane tutaj.	voorbije jaren; eerdere jaren	Gegevens uit eerdere jaren worden hier bewaard.	tidigare år	Data från tidigare år sparas här.	tidligere år	Data fra tidligere år lagres her.	tidligere år	Data fra tidligere år opbevares her.	aiemmat vuodet	Aiempien vuosien tiedot säilytetään täällä.
4443:联合国	联合国	联合国	Organizacja Narodów Zjednoczonych	ONZ opublikowała nowy raport.	Verenigde Naties	De Verenigde Naties brachten een nieuw rapport uit.	Förenta nationerna	Förenta nationerna publicerade en ny rapport.	De forente nasjoner	De forente nasjoner publiserte en ny rapport.	De Forenede Nationer	De Forenede Nationer offentliggjorde en ny rapport.	Yhdistyneet kansakunnat	Yhdistyneet kansakunnat julkaisi uuden raportin.
4444:联网	联网	联网	połączyć z siecią	Ten komputer nie jest jeszcze podłączony do internetu.	verbinden met een netwerk	Deze computer is nog niet met internet verbonden.	ansluta till nätverk	Den här datorn är ännu inte ansluten till internet.	koble til nettverk	Denne datamaskinen er ennå ikke koblet til internett.	forbinde til netværk	Denne computer er endnu ikke forbundet til internettet.	yhdistää verkkoon	Tätä tietokonetta ei ole vielä yhdistetty internetiin.
4446:链接	链接	链接	odnośnik; link	Proszę wysłać mi odnośnik.	koppeling; link	Stuur mij de link.	länk	Skicka länken till mig.	lenke; link	Send meg lenken.	link; henvisning	Send mig linket.	linkki; verkkolinkki	Lähetä linkki minulle.
4447:两岸	两岸	两岸	oba brzegi; obie strony	Krajobraz na obu brzegach jest piękny.	beide oevers; beide kanten	Het landschap aan beide oevers is mooi.	båda stränderna; båda sidor	Landskapet på båda sidor är vackert.	begge bredder; begge sider	Utsikten på begge bredder er vakker.	begge bredder; begge sider	Landskabet på begge bredder er smukt.	molemmat rannat; molemmat puolet	Maisema molemmilla rannoilla on kaunis.
4448:两极	两极	两极	dwa bieguny; skrajności	Ten problem wywołał dwie skrajne reakcje.	twee polen; uitersten	Dit probleem veroorzaakte twee extreme reacties.	två poler; ytterligheter	Frågan ledde till två extrema reaktioner.	to poler; ytterpunkter	Dette problemet førte til to ekstreme reaksjoner.	to poler; yderpunkter	Dette spørgsmål udløste to ekstreme reaktioner.	kaksi napaa; ääripäät	Tämä asia aiheutti kaksi äärimmäistä reaktiota.
4450:料1	料1	料	materiał; składnik	Do zrobienia tego dania trzeba przygotować świeże składniki.	materiaal; ingrediënt	Voor dit gerecht moet je verse ingrediënten voorbereiden.	material; ingrediens	För att laga den här rätten behöver man färska ingredienser.	materiale; ingrediens	For å lage denne retten må du forberede ferske ingredienser.	materiale; ingrediens	For at lave denne ret skal man forberede friske ingredienser.	materiaali; ainesosa	Tämän ruoan tekemiseen tarvitaan tuoreita aineksia.
4451:料2	料2	料	spodziewać się; przewidywać	Nie spodziewałem się, że przyjdzie tak wcześnie.	verwachten; voorzien	Ik had niet verwacht dat hij zo vroeg zou komen.	förvänta sig; förutse	Jag väntade mig inte att han skulle komma så tidigt.	forvente; forutse	Jeg forventet ikke at han skulle komme så tidlig.	forvente; forudse	Jeg forventede ikke, at han ville komme så tidligt.	odottaa; ennakoida	En odottanut hänen tulevan niin aikaisin.
4454:流程	流程	流程	proces; przebieg	Najpierw proszę zapoznać się z procesem rejestracji.	proces; workflow	Lees eerst hoe de aanmeldprocedure werkt.	process; arbetsflöde	Ta först reda på hur anmälningsprocessen går till.	prosess; arbeidsflyt	Forstå først påmeldingsprosessen.	proces; arbejdsgang	Sæt dig først ind i tilmeldingsprocessen.	prosessi; työnkulku	Tutustu ensin ilmoittautumisprosessiin.
4455:流动	流动	流动	płynąć; przemieszczać się	W święta ruch ludności w mieście jest duży.	stromen; bewegen	Tijdens feestdagen is er veel bevolkingsbeweging in de stad.	flöda; röra sig	Under helger rör sig stadsbefolkningen mycket.	strømme; bevege seg	I ferier er det stor bevegelse i bybefolkningen.	strømme; bevæge sig	I ferier er der stor bevægelse i byens befolkning.	virrata; liikkua	Lomien aikana kaupungin väestö liikkuu paljon.
4456:浏览器	浏览器	浏览器	przeglądarka	Proszę otworzyć tę stronę w przeglądarce.	browser; webbrowser	Open deze webpagina met een browser.	webbläsare	Öppna webbsidan med en webbläsare.	nettleser	Åpne denne nettsiden med en nettleser.	browser; webbrowser	Åbn denne webside i en browser.	selain	Avaa tämä verkkosivu selaimella.
4457:流量	流量	流量	ruch; przepływ danych	Ta strona ma dziś duży ruch.	verkeer; datastroom	Deze website heeft vandaag veel verkeer.	trafik; dataflöde	Den här webbplatsen har mycket trafik i dag.	trafikk; datastrøm	Dette nettstedet har høy trafikk i dag.	trafik; datastrøm	Denne hjemmeside har meget trafik i dag.	liikenne; datavirta	Tällä sivustolla on tänään paljon liikennettä.
4458:流入	流入	流入	wpływać; napływać	Deszczówka wpłynęła do podziemnych rur.	binnenstromen	Regenwater stroomde de ondergrondse leidingen in.	rinna in; flöda in	Regnvattnet rann in i de underjordiska rören.	strømme inn	Regnvannet strømmet inn i de underjordiske rørene.	strømme ind	Regnvandet strømmede ind i de underjordiske rør.	virrata sisään	Sadevesi virtasi maanalaisiin putkiin.
4460:楼道	楼道	楼道	korytarz; klatka schodowa	Nie należy składować rupieci na korytarzu.	gang; trappenhuis	Stapel geen rommel in de gang.	korridor; trapphus	Stapla inte skräp i korridoren.	korridor; trappeoppgang	Ikke stable rot i korridoren.	gang; trappeopgang	Stil ikke rod i gangen.	käytävä; porraskäytävä	Älä kasaa tavaroita käytävälle.
4461:露	露	露	pokazać; odsłonić	Gdy się uśmiechnął, pokazał zęby.	laten zien; onthullen	Toen hij glimlachte, liet hij zijn tanden zien.	visa; blotta	När han log visade han tänderna.	vise; avsløre	Da han smilte, viste han tennene.	vise; afsløre	Da han smilede, viste han tænderne.	näyttää; paljastaa	Hymyillessään hän näytti hampaansa.
4462:漏洞	漏洞	漏洞	luka; podatność	Ten system ma lukę bezpieczeństwa.	lek; kwetsbaarheid	Dit systeem heeft een beveiligingslek.	kryphål; sårbarhet	Det här systemet har en säkerhetssårbarhet.	smutthull; sårbarhet	Dette systemet har en sikkerhetssårbarhet.	smuthul; sårbarhed	Dette system har en sikkerhedssårbarhed.	aukko; haavoittuvuus	Tässä järjestelmässä on tietoturva-aukko.
4463:露1	露1	露	pojawić się; ujawnić	W końcu się pojawił.	verschijnen; onthullen	Hij verscheen eindelijk.	dyka upp; avslöja	Han dök äntligen upp.	dukke opp; avsløre	Han dukket endelig opp.	dukke op; afsløre	Han dukkede endelig op.	ilmestyä; paljastaa	Hän ilmestyi vihdoin.
4464:路程	路程	路程	odległość; droga	Odległość stąd do szkoły nie jest duża.	afstand; reis	De afstand van hier naar school is niet ver.	avstånd; resa	Avståndet härifrån till skolan är inte långt.	avstand; reise	Avstanden herfra til skolen er ikke lang.	afstand; rejse	Afstanden herfra til skolen er ikke lang.	matka; etäisyys	Täältä kouluun ei ole pitkä matka.
4465:路况	路况	路况	warunki drogowe	Kierowca wcześniej sprawdził warunki drogowe.	wegomstandigheden	De bestuurder controleerde vooraf de wegomstandigheden.	vägförhållanden	Föraren kontrollerade vägförhållandena i förväg.	veiforhold	Sjåføren sjekket veiforholdene på forhånd.	vejforhold	Chaufføren tjekkede vejforholdene på forhånd.	tieolosuhteet	Kuljettaja tarkisti tieolosuhteet etukäteen.
4466:路面	路面	路面	nawierzchnia drogi	Po deszczu nawierzchnia jest śliska.	wegdek	Het wegdek is glad na de regen.	vägbana	Vägbanan är hal efter regnet.	veibane; veidekke	Veibanen er glatt etter regnet.	vejbelægning	Vejbelægningen er glat efter regnen.	tienpinta	Tienpinta on liukas sateen jälkeen.
4467:录像	录像	录像	nagranie wideo	Całe spotkanie było nagrywane.	video-opname	De hele vergadering is op video opgenomen.	videoinspelning	Hela mötet spelades in på video.	videoopptak	Hele møtet ble tatt opp på video.	videooptagelse	Hele mødet blev optaget på video.	videotallenne	Koko kokous tallennettiin videolle.
4468:录用	录用	录用	zatrudnić; przyjąć do pracy	Firma postanowiła go zatrudnić.	aannemen; in dienst nemen	Het bedrijf besloot hem aan te nemen.	anställa	Företaget beslutade att anställa honom.	ansette	Bedriften bestemte seg for å ansette ham.	ansætte	Virksomheden besluttede at ansætte ham.	palkata; ottaa työhön	Yritys päätti palkata hänet.
4469:录制	录制	录制	nagrywać	Nagrywają program.	opnemen	Ze nemen een programma op.	spela in	De spelar in ett program.	spille inn	De spiller inn et program.	optage	De optager et program.	nauhoittaa; tallentaa	He nauhoittavat ohjelmaa.
4470:旅程	旅程	旅程	podróż	Ta podróż była dla mnie niezapomniana.	reis	Deze reis was onvergetelijk voor mij.	resa	Den här resan blev oförglömlig för mig.	reise	Denne reisen var uforglemmelig for meg.	rejse	Denne rejse var uforglemmelig for mig.	matka	Tämä matka oli minulle unohtumaton.
4471:旅途	旅途	旅途	podróż; trasa	W podróży trzeba dbać o bezpieczeństwo.	reis; tocht	Let op de veiligheid tijdens de reis.	resa; färd	Var uppmärksam på säkerheten under resan.	reise; tur	Vær oppmerksom på sikkerheten under reisen.	rejse; tur	Vær opmærksom på sikkerheden under rejsen.	matka; retki	Matkan aikana pitää huolehtia turvallisuudesta.
4473:率	率	率	wskaźnik; stopa	Wskaźnik zatrudnienia w tym regionie jest wysoki.	percentage; verhouding	Het werkgelegenheidspercentage in dit gebied is hoog.	grad; andel	Sysselsättningsgraden i området är hög.	rate; andel	Sysselsettingsraten i dette området er høy.	rate; andel	Beskæftigelsesgraden i dette område er høj.	aste; suhdeluku	Tämän alueen työllisyysaste on korkea.
4474:绿化	绿化	绿化	zazielenianie; zieleń miejska	Zieleń miejska poprawia jakość powietrza.	vergroening; groenvoorziening	Stedelijke vergroening maakt de lucht beter.	grönska; grönplantering	Stadens grönska gör luften bättre.	grøntanlegg; grønnstruktur	Byens grøntområder gjør luften bedre.	grønne områder; beplantning	Byens grønne områder gør luften bedre.	viherrakentaminen; viheralueet	Kaupunkien viheralueet parantavat ilmaa.
4475:轮	轮	轮	runda; kolej; koło	W tej rundzie zawodów spisał się dobrze.	ronde; beurt; wiel	Hij presteerde goed in deze ronde van de wedstrijd.	omgång; tur; hjul	Han presterade bra i den här tävlingsomgången.	runde; tur; hjul	Han gjorde det bra i denne konkurranserunden.	runde; tur; hjul	Han klarede sig godt i denne konkurrencerunde.	kierros; vuoro; pyörä	Hän suoriutui hyvin tässä kilpailukierroksessa.
4478:轮椅	轮椅	轮椅	wózek inwalidzki	Starszy pan wjechał windą na wózku inwalidzkim.	rolstoel	De oudere man ging in een rolstoel de lift in.	rullstol	Den äldre mannen åkte in i hissen i rullstol.	rullestol	Den eldre mannen kjørte inn i heisen i rullestol.	kørestol	Den ældre mand kørte ind i elevatoren i kørestol.	pyörätuoli	Vanhus meni hissiin pyörätuolissa.
4479:轮子	轮子	轮子	koło	Koło walizki się zepsuło.	wiel	Het wiel van de koffer is kapot.	hjul	Hjulet på resväskan är trasigt.	hjul	Hjulet på kofferten er ødelagt.	hjul	Hjulet på kufferten er gået i stykker.	pyörä	Matkalaukun pyörä on rikki.
4481:落地	落地	落地	wylądować; dotknąć ziemi	Samolot bezpiecznie wylądował.	landen; de grond raken	Het vliegtuig landde veilig.	landa; nå marken	Flygplanet landade säkert.	lande; treffe bakken	Flyet landet trygt.	lande; ramme jorden	Flyet landede sikkert.	laskeutua; koskettaa maata	Lentokone laskeutui turvallisesti.
4487:埋	埋	埋	zakopać	Dziecko zakopało muszlę w piasku.	begraven; ingraven	Het kind begroef de schelp in het zand.	gräva ner	Barnet grävde ner snäckan i sanden.	begrave; grave ned	Barnet gravde skjell ned i sanden.	begrave; grave ned	Barnet gravede muslingen ned i sandet.	haudata; kaivaa maahan	Lapsi hautasi simpukankuoren hiekkaan.
