hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
4270:胶带	胶带	胶带	అంటుకునే టేపు	దయచేసి అంటుకునే టేపుతో పెట్టెను బాగా మూసేయండి.	ಅಂಟುಪಟ್ಟಿ	ದಯವಿಟ್ಟು ಅಂಟುಪಟ್ಟಿಯಿಂದ ಪೆಟ್ಟಿಗೆಯನ್ನು ಚೆನ್ನಾಗಿ ಮುಚ್ಚಿ.
4273:焦虑	焦虑	焦虑	ఆందోళన	పరీక్షకు ముందు అతనికి చాలా ఆందోళనగా అనిపించింది.	ಆತಂಕ	ಪರೀಕ್ಷೆಗೆ ಮೊದಲು ಅವನಿಗೆ ತುಂಬಾ ಆತಂಕವಾಯಿತು.
4275:交谈	交谈	交谈	మాట్లాడుకోవడం	వారు కాఫీ దుకాణంలో చాలాసేపు మాట్లాడుకున్నారు.	ಮಾತುಕತೆ ನಡೆಸುವುದು	ಅವರು ಕಾಫಿ ಅಂಗಡಿಯಲ್ಲಿ ಬಹಳ ಹೊತ್ತು ಮಾತುಕತೆ ನಡೆಸಿದರು.
4276:郊外	郊外	郊外	నగర శివారు	వారాంతంలో మేము నగర శివారులో నడిచాము.	ನಗರದ ಹೊರವಲಯ	ವಾರಾಂತ್ಯದಲ್ಲಿ ನಾವು ನಗರದ ಹೊರವಲಯದಲ್ಲಿ ನಡೆದೆವು.
4278:脚印	脚印	脚印	పాదముద్ర	మంచుపై పాదముద్రలు మిగిలాయి.	ಹೆಜ್ಜೆ ಗುರುತು	ಹಿಮದ ಮೇಲೆ ಹೆಜ್ಜೆ ಗುರುತುಗಳು ಉಳಿದವು.
4279:较为	较为	较为	తులనాత్మకంగా	ఈ పద్ధతి తులనాత్మకంగా సులభం.	ಸಾಪೇಕ್ಷವಾಗಿ	ಈ ವಿಧಾನ ಸಾಪೇಕ್ಷವಾಗಿ ಸರಳವಾಗಿದೆ.
4281:结	结	结	పండ్లు కాయడం	చెట్టుపై చాలా పండ్లు కాశాయి.	ಫಲ ಕೊಡುವುದು	ಮರದಲ್ಲಿ ಅನೇಕ ಹಣ್ಣುಗಳು ಬೆಳೆದವು.
4285:街头	街头	街头	వీధి	వీధిలో చాలా అల్పాహార దుకాణాలు ఉన్నాయి.	ರಸ್ತೆ ಬದಿ	ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ಅನೇಕ ತಿಂಡಿ ಅಂಗಡಿಗಳಿವೆ.
4287:节能	节能	节能	శక్తి ఆదా చేయడం	ఈ ఎయిర్ కండీషనర్ చాలా శక్తి ఆదా చేస్తుంది.	ಶಕ್ತಿ ಉಳಿಸುವುದು	ಈ ಏರ್ ಕಂಡೀಷನರ್ ತುಂಬಾ ಶಕ್ತಿ ಉಳಿಸುತ್ತದೆ.
4288:结尾	结尾	结尾	ముగింపు	కథ ముగింపు చాలా హృద్యంగా ఉంది.	ಅಂತ್ಯ	ಕಥೆಯ ಅಂತ್ಯ ಬಹಳ ಮಧುರವಾಗಿತ್ತು.
4292:解	解	解	పరిష్కరించడం	అతను ఈ ప్రశ్నను త్వరగా పరిష్కరించాడు.	ಪರಿಹರಿಸುವುದು	ಅವನು ಈ ಪ್ರಶ್ನೆಯನ್ನು ಬೇಗ ಪರಿಹರಿಸಿದನು.
4293:解答	解答	解答	సమాధానం చెప్పడం	ఉపాధ్యాయుడు విద్యార్థుల ప్రశ్నలకు ఓపికగా సమాధానం చెప్పారు.	ಉತ್ತರಿಸುವುದು	ಶಿಕ್ಷಕರು ವಿದ್ಯಾರ್ಥಿಗಳ ಪ್ರಶ್ನೆಗಳಿಗೆ ಸಹನೆಯಿಂದ ಉತ್ತರಿಸಿದರು.
4294:解读	解读	解读	వ్యాఖ్యానించడం	నిపుణుడు కొత్త విధానాన్ని వ్యాఖ్యానించాడు.	ವಿವರಣೆ ನೀಡುವುದು	ತಜ್ಞರು ಹೊಸ ನೀತಿಗೆ ವಿವರಣೆ ನೀಡಿದರು.
4296:解说	解说	解说	వివరణ చెప్పడం	అతను డాక్యుమెంటరీకి వ్యాఖ్యానం చెబుతాడు.	ನಿರೂಪಿಸುವುದು	ಅವನು ಸಾಕ್ಷ್ಯಚಿತ್ರಕ್ಕೆ ನಿರೂಪಣೆ ಮಾಡುತ್ತಾನೆ.
4300:金额	金额	金额	మొత్తం	దయచేసి చెల్లింపు మొత్తాన్ని నిర్ధారించండి.	ಮೊತ್ತ	ದಯವಿಟ್ಟು ಪಾವತಿ ಮೊತ್ತವನ್ನು ದೃಢಪಡಿಸಿ.
4301:金牌	金牌	金牌	బంగారు పతకం	ఆమె చివరకు బంగారు పతకం గెలుచుకుంది.	ಚಿನ್ನದ ಪದಕ	ಅವಳು ಕೊನೆಗೆ ಚಿನ್ನದ ಪದಕ ಗೆದ್ದಳು.
4302:金钱	金钱	金钱	డబ్బు	నిజమైన స్నేహాన్ని డబ్బుతో కొనలేము.	ಹಣ	ನಿಜವಾದ ಸ್ನೇಹವನ್ನು ಹಣದಿಂದ ಕೊಂಡುಕೊಳ್ಳಲು ಸಾಧ್ಯವಿಲ್ಲ.
4305:金子	金子	金子	బంగారం	ఈ ఉంగరం బంగారంతో తయారైంది.	ಚಿನ್ನ	ಈ ಉಂಗುರ ಚಿನ್ನದಿಂದ ಮಾಡಲಾಗಿದೆ.
4306:尽	尽	尽	సర్వశక్తిగా ప్రయత్నించడం	అతను తన శక్తిమేరకు ప్రయత్నించాడు.	ಸಾಧ್ಯವಾದಷ್ಟು ಮಾಡುವುದು	ಅವನು ಸಾಧ್ಯವಾದಷ್ಟು ಪ್ರಯತ್ನಿಸಿದನು.
4308:进度	进度	进度	పురోగతి	ప్రాజెక్టు పురోగతి ప్రణాళిక కంటే వేగంగా ఉంది.	ಪ್ರಗತಿ	ಯೋಜನೆಯ ಪ್ರಗತಿ ಯೋಜನೆಗಿಂತ ವೇಗವಾಗಿದೆ.
4311:近视	近视	近视	దగ్గరి చూపు సమస్య	అతనికి ప్రాథమిక పాఠశాల నుంచే దగ్గరి చూపు సమస్య ఉంది.	ಸಮೀಪದೃಷ್ಟಿ	ಅವನಿಗೆ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯಿಂದಲೇ ಸಮೀಪದೃಷ್ಟಿಯಿದೆ.
4313:精美	精美	精美	నాజూకైన	ఈ చిత్రాల పుస్తకం ముద్రణ చాలా నాజూకుగా ఉంది.	ಅಂದವಾದ	ಈ ಚಿತ್ರಪುಸ್ತಕದ ಮುದ್ರಣ ಬಹಳ ಅಂದವಾಗಿದೆ.
4315:惊人	惊人	惊人	ఆశ్చర్యకరమైన	అతని పురోగతి వేగం ఆశ్చర్యకరంగా ఉంది.	ಆಶ್ಚರ್ಯಕರ	ಅವನ ಪ್ರಗತಿಯ ವೇಗ ಆಶ್ಚರ್ಯಕರವಾಗಿದೆ.
4321:精准	精准	精准	ఖచ్చితమైన	ఈ వ్యవస్థ ఖచ్చితంగా స్థానం గుర్తించగలదు.	ನಿಖರವಾದ	ಈ ವ್ಯವಸ್ಥೆ ನಿಖರವಾಗಿ ಸ್ಥಳ ಪತ್ತೆ ಮಾಡಬಹುದು.
4324:景观	景观	景观	దృశ్యం	హోటల్ కిటికీ బయట దృశ్యం చాలా అందంగా ఉంది.	ದೃಶ್ಯ	ಹೋಟೆಲ್ ಕಿಟಕಿಯ ಹೊರಗಿನ ದೃಶ್ಯ ಬಹಳ ಸುಂದರವಾಗಿದೆ.
4325:景象	景象	景象	దృశ్యం	వాన తర్వాత నగరం కొత్త దృశ్యాన్ని చూపించింది.	ದೃಶ್ಯ	ಮಳೆಯ ನಂತರ ನಗರ ಹೊಸ ದೃಶ್ಯವನ್ನು ತೋರಿಸಿತು.
4327:净	净	净	శుభ్రమైన	ఈ గది బాగా శుభ్రం చేయబడింది.	ಸ್ವಚ್ಛ	ಈ ಕೊಠಡಿಯನ್ನು ಚೆನ್ನಾಗಿ ಸ್ವಚ್ಛಗೊಳಿಸಲಾಗಿದೆ.
4333:酒水	酒水	酒水	పానీయాలు	రెస్టారెంట్‌లో బయట నుంచి పానీయాలు తీసుకురావడానికి అనుమతి లేదు.	ಪಾನೀಯಗಳು	ಊಟಮನೆಯು ಹೊರಗಿನಿಂದ ಪಾನೀಯಗಳನ್ನು ತರಲು ಅನುಮತಿಸುವುದಿಲ್ಲ.
4334:就读	就读	就读	చదువుకోవడం	ఆమె ప్రస్తుతం బీజింగ్ విశ్వవిద్యాలయంలో చదువుతోంది.	ವಿದ್ಯಾಭ್ಯಾಸ ಮಾಡುವುದು	ಅವಳು ಈಗ ಬೀಜಿಂಗ್ ವಿಶ್ವವಿದ್ಯಾಲಯದಲ್ಲಿ ವಿದ್ಯಾಭ್ಯಾಸ ಮಾಡುತ್ತಿದ್ದಾಳೆ.
4336:救命	救命	救命	ప్రాణం కాపాడడం	కీలక సమయంలో వైద్యుడు ప్రాణం కాపాడాడు.	ಜೀವ ಉಳಿಸುವುದು	ಪ್ರಮುಖ ಕ್ಷಣದಲ್ಲಿ ವೈದ್ಯರು ಜೀವ ಉಳಿಸಿದರು.
4337:就算	就算	就算	అయినా సరే	వాన పడినా సరే, మేము బయలుదేరుతాం.	ಆದರೂ	ಮಳೆ ಬಂದರೂ ನಾವು ಹೊರಡುತ್ತೇವೆ.
4338:救援	救援	救援	రక్షణ సహాయం	రక్షణ బృందం ఇప్పటికే విపత్తు ప్రాంతానికి చేరుకుంది.	ರಕ್ಷಣಾ ಸಹಾಯ	ರಕ್ಷಣಾ ತಂಡ ಈಗಾಗಲೇ ವಿಪತ್ತು ಪ್ರದೇಶಕ್ಕೆ ತಲುಪಿದೆ.
4339:救灾	救灾	救灾	విపత్తు సహాయం	ప్రభుత్వం విపత్తు సహాయానికి సిబ్బందిని ఏర్పాటు చేసింది.	ವಿಪತ್ತು ಪರಿಹಾರ	ಸರ್ಕಾರ ವಿಪತ್ತು ಪರಿಹಾರಕ್ಕಾಗಿ ಸಿಬ್ಬಂದಿಯನ್ನು ಸಂಘಟಿಸಿತು.
4340:救助	救助	救助	సహాయం చేయడం	ఫౌండేషన్ చాలా కష్టాల్లో ఉన్న కుటుంబాలకు సహాయం చేసింది.	ಸಹಾಯ ಮಾಡುವುದು	ಪ್ರತಿಷ್ಠಾನವು ಕಷ್ಟದಲ್ಲಿದ್ದ ಅನೇಕ ಕುಟುಂಬಗಳಿಗೆ ಸಹಾಯ ಮಾಡಿತು.
4341:局1	局1	局	ఆట రౌండ్	ఈ చెస్ ఆటలో అతను గెలిచాడు.	ಆಟದ ಸುತ್ತು	ಈ ಚದುರಂಗದ ಸುತ್ತಿನಲ್ಲಿ ಅವನು ಗೆದ್ದನು.
4342:局2	局2	局	కార్యాలయం	అతను పనులు పూర్తి చేయడానికి పన్ను కార్యాలయానికి వెళ్లాడు.	ಕಚೇರಿ	ಅವನು ಕ್ರಮಗಳನ್ನು ಮುಗಿಸಲು ತೆರಿಗೆ ಕಚೇರಿಗೆ ಹೋದನು.
4343:菊花	菊花	菊花	చామంతి	శరదృతువులో ఉద్యానవనం అంతా చామంతి పూలతో నిండిపోయింది.	ಸೇವಂತಿಗೆ	ಶರತ್ಕಾಲದಲ್ಲಿ ಉದ್ಯಾನವನವಿಡೀ ಸೇವಂತಿಗೆ ಹೂಗಳಿಂದ ತುಂಬಿತು.
4348:聚集	聚集	聚集	గుమికూడడం	జనసమూహం చౌరస్తాలో గుమికూడింది.	ಸೇರುವುದು	ಜನಸಮೂಹ ಚೌಕದಲ್ಲಿ ಸೇರಿತು.
4351:捐款	捐款	捐款	విరాళం ఇవ్వడం	చాలా మంది విపత్తు ప్రాంతానికి డబ్బు విరాళంగా ఇచ్చారు.	ಹಣ ದಾನ ಮಾಡುವುದು	ಅನೇಕ ಜನರು ವಿಪತ್ತು ಪ್ರದೇಶಕ್ಕೆ ಹಣ ದಾನ ಮಾಡಿದರು.
4352:捐赠	捐赠	捐赠	దానం చేయడం	సంస్థ కంప్యూటర్ల సమూహాన్ని దానం చేసింది.	ದಾನ ಮಾಡುವುದು	ಕಂಪನಿಯು ಕಂಪ್ಯೂಟರ್‌ಗಳ ಒಂದು ಗುಂಪನ್ನು ದಾನ ಮಾಡಿತು.
4358:军人	军人	军人	సైనికుడు	ఆ సైనికుడు వృద్ధుడికి రోడ్డు దాటడానికి సహాయం చేశాడు.	ಸೈನಿಕ	ಆ ಸೈನಿಕನು ವೃದ್ಧರಿಗೆ ರಸ್ತೆ ದಾಟಲು ಸಹಾಯ ಮಾಡಿದನು.
4360:卡片	卡片	卡片	కార్డు	ఆమె కార్డుపై శుభాకాంక్షలు రాసింది.	ಕಾರ್ಡ್	ಅವಳು ಕಾರ್ಡ್ ಮೇಲೆ ಶುಭಾಶಯ ಬರೆದಳು.
4361:开创	开创	开创	ఆరంభించడం	ఈ సాంకేతికత కొత్త యుగాన్ని ఆరంభించింది.	ಹೊಸದು ಪ್ರಾರಂಭಿಸುವುದು	ಈ ತಂತ್ರಜ್ಞಾನ ಹೊಸ ಯುಗವನ್ನು ಪ್ರಾರಂಭಿಸಿತು.
4362:开关	开关	开关	స్విచ్	తలుపు దగ్గర ఉన్న స్విచ్ పాడైంది.	ಸ್ವಿಚ್	ಬಾಗಿಲ ಬಳಿಯ ಸ್ವಿಚ್ ಕೆಟ್ಟಿದೆ.
4363:开启	开启	开启	ప్రారంభించడం	సమావేశం కొత్త సహకార అవకాశాలను ప్రారంభించింది.	ಆರಂಭಿಸುವುದು	ಸಭೆ ಹೊಸ ಸಹಕಾರ ಅವಕಾಶಗಳನ್ನು ಆರಂಭಿಸಿತು.
4364:开设	开设	开设	ప్రారంభించడం	పాఠశాల చైనీస్ కోర్సును ప్రారంభించింది.	ಆರಂಭಿಸುವುದು	ಶಾಲೆ ಚೀನೀ ಪಾಠ್ಯಕ್ರಮವನ್ನು ಆರಂಭಿಸಿತು.
4365:开头	开头	开头	ఆరంభం	వ్యాసం ఆరంభం చాలా ఆకర్షణీయంగా ఉంది.	ಆರಂಭ	ಲೇಖನದ ಆರಂಭ ಬಹಳ ಆಕರ್ಷಕವಾಗಿದೆ.
4369:看得起	看得起	看得起	గౌరవించడం	అతను కష్టపడి పని చేసి ఇతరులు తనను గౌరవించాలని ఆశిస్తున్నాడు.	ಗೌರವಿಸುವುದು	ಅವನು ಶ್ರಮಪಟ್ಟು ಕೆಲಸ ಮಾಡಿ ಇತರರು ತನ್ನನ್ನು ಗೌರವಿಸಲಿ ಎಂದು ಆಶಿಸುತ್ತಾನೆ.
4370:看好	看好	看好	మంచిగా భావించడం	పెట్టుబడిదారులు ఈ రంగంపై మంచి ఆశలు పెట్టుకున్నారు.	ಭರವಸೆ ಇಡುವುದು	ಹೂಡಿಕೆದಾರರು ಈ ಕ್ಷೇತ್ರದ ಬಗ್ಗೆ ಭರವಸೆ ಇಟ್ಟಿದ್ದಾರೆ.
4371:看似	看似	看似	చూస్తే అనిపించడం	ఈ సమస్య చూస్తే సులభంగా అనిపిస్తుంది, కాని నిజానికి క్లిష్టంగా ఉంది.	ತೋರಿಕೊಳ್ಳುವುದು	ಈ ಸಮಸ್ಯೆ ಸರಳವಾಗಿ ತೋರಿಕೊಳ್ಳುತ್ತದೆ, ಆದರೆ ವಾಸ್ತವವಾಗಿ ಸಂಕೀರ್ಣವಾಗಿದೆ.
4372:看中	看中	看中	నచ్చడం	అతనికి ఒక చిన్న అపార్ట్‌మెంట్ నచ్చింది.	ಇಷ್ಟಪಡುವುದು	ಅವನಿಗೆ ಒಂದು ಚಿಕ್ಕ ಅಪಾರ್ಟ್‌ಮೆಂಟ್ ಇಷ್ಟವಾಯಿತು.
4373:看重	看重	看重	ప్రాధాన్యం ఇవ్వడం	కంపెనీ ఉద్యోగుల సామర్థ్యానికి చాలా ప్రాధాన్యం ఇస్తుంది.	ಮೌಲ್ಯ ನೀಡುವುದು	ಕಂಪನಿ ಉದ್ಯೋಗಿಗಳ ಸಾಮರ್ಥ್ಯಕ್ಕೆ ಬಹಳ ಮೌಲ್ಯ ನೀಡುತ್ತದೆ.
4374:康复	康复	康复	కోలుకోవడం	శస్త్రచికిత్స తర్వాత అతను బాగా కోలుకుని త్వరగా ఆరోగ్యవంతుడయ్యాడు.	ಚೇತರಿಸಿಕೊಳ್ಳುವುದು	ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ನಂತರ ಅವನು ಚೆನ್ನಾಗಿ ಚೇತರಿಸಿಕೊಂಡು ಬೇಗ ಗುಣಮುಖನಾದನು.
4379:科	科	科	విభాగం	అతను అంతర్గత వైద్య విభాగంలో నమోదు చేసుకున్నాడు.	ವಿಭಾಗ	ಅವನು ಆಂತರಿಕ ವೈದ್ಯಕೀಯ ವಿಭಾಗಕ್ಕೆ ನೋಂದಾಯಿಸಿಕೊಂಡನು.
4380:科幻	科幻	科幻	విజ్ఞాన కల్పితం	ఈ విజ్ఞాన కల్పిత చిత్రం చాలా ప్రజాదరణ పొందింది.	ವೈಜ್ಞಾನಿಕ ಕಲ್ಪನೆ	ಈ ವೈಜ್ಞಾನಿಕ ಕಲ್ಪನೆಯ ಸಿನಿಮಾ ಬಹಳ ಜನಪ್ರಿಯವಾಗಿದೆ.
4382:科普	科普	科普	ప్రజా విజ్ఞానం	ఉపాధ్యాయుడు విద్యార్థులకు ప్రజా విజ్ఞాన ఉపన్యాసం ఇచ్చారు.	ಜನಪ್ರಿಯ ವಿಜ್ಞಾನ	ಶಿಕ್ಷಕರು ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಜನಪ್ರಿಯ ವಿಜ್ಞಾನ ಉಪನ್ಯಾಸ ನೀಡಿದರು.
4387:客车	客车	客车	ప్రయాణికుల బస్సు	ప్రయాణికుల బస్సు ఉదయం ఏడు గంటలకు బయలుదేరుతుంది.	ಪ್ರಯಾಣಿಕರ ಬಸ್	ಪ್ರಯಾಣಿಕರ ಬಸ್ ಬೆಳಗ್ಗೆ ಏಳು ಗಂಟೆಗೆ ಹೊರಡುತ್ತದೆ.
4389:肯	肯	肯	సిద్ధంగా ఉండటం	అతను ఇతరులకు సహాయం చేయడానికి సమయం కేటాయించడానికి సిద్ధంగా ఉంటాడు.	ಸಿದ್ಧರಾಗಿರುವುದು	ಅವನು ಇತರರಿಗೆ ಸಹಾಯ ಮಾಡಲು ಸಮಯ ಕೊಡುವುದಕ್ಕೆ ಸಿದ್ಧನಿದ್ದಾನೆ.
4391:空地	空地	空地	ఖాళీ స్థలం	పిల్లలు ఖాళీ స్థలంలో ఫుట్‌బాల్ ఆడుతున్నారు.	ಖಾಲಿ ಜಾಗ	ಮಕ್ಕಳು ಖಾಲಿ ಜಾಗದಲ್ಲಿ ಫುಟ್‌ಬಾಲ್ ಆಡುತ್ತಿದ್ದಾರೆ.
4393:口感	口感	口感	రుచి అనుభూతి	ఈ బ్రెడ్ తినేటప్పుడు చాలా మృదువుగా అనిపిస్తుంది.	ಬಾಯಿಗೆ ತಗುಲುವ ಅನುಭವ	ಈ ರೊಟ್ಟಿಯ ಬಾಯಿಗೆ ತಗುಲುವ ಅನುಭವ ತುಂಬಾ ಮೃದುವಾಗಿದೆ.
4394:口号	口号	口号	నినాదం	అందరూ కలిసి నినాదం పలికారు.	ಘೋಷವಾಕ್ಯ	ಎಲ್ಲರೂ ಸೇರಿ ಘೋಷವಾಕ್ಯ ಕೂಗಿದರು.
4399:酷	酷	酷	స్టైలిష్	ఈ కోటు చాలా స్టైలిష్‌గా కనిపిస్తోంది.	ಸ್ಟೈಲಿಷ್	ಈ ಕೋಟ್ ತುಂಬಾ ಸ್ಟೈಲಿಷ್ ಆಗಿ ಕಾಣುತ್ತದೆ.
4401:夸奖	夸奖	夸奖	ప్రశంసించడం	ఉపాధ్యాయుడు అతని పురోగతిని ప్రశంసించారు.	ಪ್ರಶಂಸಿಸುವುದು	ಶಿಕ್ಷಕರು ಅವನ ಪ್ರಗತಿಯನ್ನು ಪ್ರಶಂಸಿಸಿದರು.
4404:快捷	快捷	快捷	వేగవంతమైన	ఆన్‌లైన్ చెల్లింపు చాలా వేగంగా, సౌకర్యంగా ఉంటుంది.	ವೇಗವಾದ	ಆನ್‌ಲೈನ್ ಪಾವತಿ ತುಂಬಾ ವೇಗವೂ ಅನುಕೂಲಕರವೂ ಆಗಿದೆ.
4405:款	款	款	మోడల్	ఈ ఫోన్ మోడల్ బాగా అమ్ముడవుతోంది.	ಮಾದರಿ	ಈ ಫೋನ್ ಮಾದರಿ ಚೆನ್ನಾಗಿ ಮಾರಾಟವಾಗುತ್ತಿದೆ.
4408:困扰	困扰	困扰	ఇబ్బంది పెట్టడం	ఈ సమస్య అతనిని చాలా కాలం ఇబ్బంది పెట్టింది.	ತೊಂದರೆ ಕೊಡುವುದು	ಈ ಸಮಸ್ಯೆ ಅವನಿಗೆ ಬಹಳ ಕಾಲ ತೊಂದರೆ ಕೊಟ್ಟಿತು.
4409:扩展	扩展	扩展	విస్తరించడం	కంపెనీ విదేశీ మార్కెట్‌ను విస్తరించాలని యోచిస్తోంది.	ವಿಸ್ತರಿಸುವುದು	ಕಂಪನಿ ವಿದೇಶಿ ಮಾರುಕಟ್ಟೆಯನ್ನು ವಿಸ್ತರಿಸಲು ಯೋಜಿಸಿದೆ.
4410:落	落	落	వదిలిపెట్టడం	అతను తన ఫోన్‌ను టాక్సీలో వదిలేశాడు.	ಬಿಟ್ಟುಬರುವುದು	ಅವನು ತನ್ನ ಫೋನ್ ಅನ್ನು ಟ್ಯಾಕ್ಸಿಯಲ್ಲಿ ಬಿಟ್ಟುಬಂದನು.
4413:来临	来临	来临	రాబోవడం	వసంత పండుగ త్వరలో రాబోతోంది.	ಬರುವುದು	ವಸಂತ ಹಬ್ಬ ಶೀಘ್ರದಲ್ಲೇ ಬರಲಿದೆ.
4414:来往	来往	来往	రాకపోకలు	ఈ రహదారిపై వాహనాల రాకపోకలు ఎక్కువగా ఉన్నాయి.	ಬರುವುದು ಹೋಗುವುದು	ಈ ರಸ್ತೆಯಲ್ಲಿ ವಾಹನಗಳ ಸಂಚಾರ ಹೆಚ್ಚು.
4415:赖	赖	赖	నిందించడం	ఈ విషయం కోసం అతనిని నిందించకూడదు.	ದೋಷ ಹಾಕುವುದು	ಈ ವಿಷಯಕ್ಕೆ ಅವನ ಮೇಲೆ ದೋಷ ಹಾಕಬಾರದು.
4417:栏	栏	栏	ఫీల్డ్	దయచేసి పేరు ఫీల్డ్‌లో మీ పేరు రాయండి.	ಕ್ಷೇತ್ರ	ದಯವಿಟ್ಟು ಹೆಸರು ಕ್ಷೇತ್ರದಲ್ಲಿ ನಿಮ್ಮ ಹೆಸರನ್ನು ಬರೆಯಿರಿ.
4418:兰花	兰花	兰花	ఆర్కిడ్ పువ్వు	కిటికీ అంచుపై ఉన్న ఆర్కిడ్ పువ్వు వికసించింది.	ಆರ್ಕಿಡ್ ಹೂವು	ಕಿಟಕಿಯ ತಟ್ಟೆಯ ಮೇಲಿರುವ ಆರ್ಕಿಡ್ ಹೂವು ಅರಳಿದೆ.
4420:狼	狼	狼	తోడేలు	రాత్రి కొండపై నుంచి తోడేలు అరుపు వినిపించింది.	ತೋಳ	ರಾತ್ರಿ ಬೆಟ್ಟದಿಂದ ತೋಳದ ಕೂಗು ಕೇಳಿಸಿತು.
4422:牢	牢	牢	దృఢమైన	ఈ కుర్చీ చాలా దృఢంగా ఉంది.	ಗಟ್ಟಿಯಾದ	ಈ ಕುರ್ಚಿ ತುಂಬಾ ಗಟ್ಟಿಯಾಗಿದೆ.
4423:劳动力	劳动力	劳动力	కార్మిక శక్తి	ఈ రంగానికి పెద్ద మొత్తంలో కార్మిక శక్తి అవసరం.	ಕಾರ್ಮಿಕ ಶಕ್ತಿ	ಈ ಕ್ಷೇತ್ರಕ್ಕೆ ಹೆಚ್ಚಿನ ಕಾರ್ಮಿಕ ಶಕ್ತಿ ಬೇಕಾಗಿದೆ.
4426:老太太	老太太	老太太	వృద్ధురాలు	ఆ వృద్ధురాలు ప్రతి రోజు ఉద్యానవనానికి నడవడానికి వస్తుంది.	ವೃದ್ಧ ಮಹಿಳೆ	ಆ ವೃದ್ಧ ಮಹಿಳೆ ಪ್ರತಿದಿನ ಉದ್ಯಾನವನಕ್ಕೆ ನಡೆಯಲು ಬರುತ್ತಾರೆ.
4427:乐于	乐于	乐于	సంతోషంగా సిద్ధంగా ఉండడం	అతను కొత్త సవాళ్లను స్వీకరించడానికి సంతోషంగా సిద్ధంగా ఉంటాడు.	ಸಂತೋಷದಿಂದ ಸಿದ್ಧರಾಗಿರುವುದು	ಅವನು ಹೊಸ ಸವಾಲುಗಳನ್ನು ಸ್ವೀಕರಿಸಲು ಸಂತೋಷದಿಂದ ಸಿದ್ಧನಿದ್ದಾನೆ.
4429:类别	类别	类别	వర్గం	దయచేసి ఫైళ్లను వర్గం ప్రకారం సర్దండి.	ವರ್ಗ	ದಯವಿಟ್ಟು ಕಡತಗಳನ್ನು ವರ್ಗದಂತೆ ಸರಿಸಿ.
4430:理	理	理	పట్టించుకోవడం	అతను నా ప్రశ్నను పట్టించుకోలేదు.	ಗಮನ ಕೊಡುವುದು	ಅವನು ನನ್ನ ಪ್ರಶ್ನೆಗೆ ಗಮನ ಕೊಡಲಿಲ್ಲ.
4431:理财	理财	理财	ఆర్థిక నిర్వహణ	ఆమె ఆర్థిక నిర్వహణ నేర్చుకోవడం ప్రారంభించింది.	ಹಣಕಾಸು ನಿರ್ವಹಣೆ	ಅವಳು ಹಣಕಾಸು ನಿರ್ವಹಣೆ ಕಲಿಯಲು ಆರಂಭಿಸಿದಳು.
4432:理科	理科	理科	సైన్స్ విభాగం	అతను ఉన్నత పాఠశాలలో సైన్స్ విభాగాన్ని ఎంచుకున్నాడు.	ವಿಜ್ಞಾನ ವಿಷಯಗಳು	ಅವನು ಪ್ರೌಢಶಾಲೆಯಲ್ಲಿ ವಿಜ್ಞಾನ ವಿಷಯಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಿಕೊಂಡನು.
4433:理念	理念	理念	భావన	ఈ కంపెనీ పర్యావరణ భావనకు ప్రాధాన్యం ఇస్తుంది.	ತತ್ವ	ಈ ಕಂಪನಿ ಪರಿಸರ ಸಂರಕ್ಷಣೆಯ ತತ್ವಕ್ಕೆ ಮೌಲ್ಯ ನೀಡುತ್ತದೆ.
4434:理性	理性	理性	తార్కికమైన	ఈ సమస్యను మనం తార్కికంగా చర్చించాలి.	ತಾರ್ಕಿಕ	ನಾವು ಈ ವಿಷಯವನ್ನು ತಾರ್ಕಿಕವಾಗಿ ಚರ್ಚಿಸಬೇಕು.
4435:立	立	立	నిలబడడం	తలుపు దగ్గర ఒక బోర్డు నిలబడి ఉంది.	ನಿಲ್ಲುವುದು	ಬಾಗಿಲ ಬಳಿ ಒಂದು ಫಲಕ ನಿಂತಿದೆ.
4438:力度	力度	力度	మద్దతు స్థాయి	ప్రభుత్వం మద్దతు స్థాయిని పెంచింది.	ಮಟ್ಟ	ಸರ್ಕಾರ ಬೆಂಬಲದ ಮಟ್ಟವನ್ನು ಹೆಚ್ಚಿಸಿತು.
4439:历经	历经	历经	అనుభవించడం	ఈ నగరం అనేక మార్పులను అనుభవించింది.	ಅನುಭವಿಸುವುದು	ಈ ನಗರ ಅನೇಕ ಬದಲಾವಣೆಗಳನ್ನು ಅನುಭವಿಸಿದೆ.
4440:历年	历年	历年	గత సంవత్సరాలు	గత సంవత్సరాల డేటా అంతా ఇక్కడ నిల్వ ఉంది.	ಹಿಂದಿನ ವರ್ಷಗಳು	ಹಿಂದಿನ ವರ್ಷಗಳ ಮಾಹಿತಿಯೆಲ್ಲ ಇಲ್ಲಿ ಸಂಗ್ರಹವಾಗಿದೆ.
