hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
1675:试题	试题	试题	പരീക്ഷാ ചോദ്യം	ഈ പരീക്ഷാ ചോദ്യം കുറച്ച് ബുദ്ധിമുട്ടാണ്.	емтихан сұрағы	Бұл емтихан сұрағы сәл қиын.
1677:收费	收费	收费	ഫീസ് ഈടാക്കുക	ഈ പാർക്കിംഗ് സ്ഥലം മണിക്കൂറിന് ഫീസ് ഈടാക്കുന്നു.	ақы алу	Бұл тұрақ сағат бойынша ақы алады.
1680:收听	收听	收听	പ്രക്ഷേപണം കേൾക്കുക	ഇന്നത്തെ പരിപാടി കേൾക്കാൻ സ്വാഗതം.	тыңдау; эфир тыңдау	Бүгінгі бағдарламаны тыңдауға қош келдіңіз.
1685:售票员	售票员	售票员	ടിക്കറ്റ് വിൽപ്പനക്കാരൻ; ടിക്കറ്റ് ക്ലർക്ക്	ടിക്കറ്റ് ക്ലർക്ക് അവസാന ബസിന്റെ സമയം ഞങ്ങളോട് പറഞ്ഞു.	билет сатушы; билет қызметкері	Билет қызметкері бізге соңғы автобустың уақытын айтты.
1688:熟	熟	熟	പരിചിതം; വേവിച്ച	ഈ റോഡ് എനിക്ക് നന്നായി പരിചിതമാണ്.	таныс; піскен	Бұл жол маған жақсы таныс.
1690:暑假	暑假	暑假	വേനലവധിയ്	വേനലവധിയിൽ കടൽത്തീരത്തേക്ക് പോകാൻ എനിക്ക് ആഗ്രഹമുണ്ട്.	жазғы демалыс	Жазғы демалыста теңіз жағасына барғым келеді.
1693:树林	树林	树林	മരക്കൂട്ടം; തോട്ടം	കുട്ടികൾ മരക്കൂട്ടത്തിന്റെ അരികിൽ കളിക്കുന്നു.	орманша; тоғай	Балалар тоғайдың шетінде ойнап жүр.
1699:说法	说法	说法	പറയുന്ന രീതി; വിശദീകരണം	ഈ പറയുന്ന രീതി അത്ര കൃത്യമല്ല.	айту тәсілі; түсіндіру	Мұндай айту тәсілі онша дәл емес.
1701:说明书	说明书	说明书	ഉപയോഗ നിർദ്ദേശപുസ്തകം	ഉപയോഗിക്കുന്നതിന് മുമ്പ് ദയവായി നിർദ്ദേശപുസ്തകം വായിക്കുക.	нұсқаулық	Қолданбас бұрын нұсқаулықты оқыңыз.
1705:塑料	塑料	塑料	പ്ലാസ്റ്റിക്	ഈ പെട്ടി പ്ലാസ്റ്റിക്കിൽ നിന്നാണ് നിർമ്മിച്ചിരിക്കുന്നത്.	пластик	Бұл қорап пластиктен жасалған.
1707:酸奶	酸奶	酸奶	തൈര് പാനം	പ്രഭാതഭക്ഷണത്തിന് ഞാൻ ഒരു കപ്പ് തൈര് പാനം കുടിച്ചു.	йогурт	Таңғы асқа бір стақан йогурт іштім.
1708:算	算	算	കണക്കുകൂട്ടുക; ആയി കണക്കാക്കുക	ഈ പ്രശ്നം ഞാൻ തെറ്റായി കണക്കാക്കി.	есептеу; санау	Бұл есепті мен қате шығардым.
1711:孙女	孙女	孙女	പേരക്കുട്ടി മകൾ	അമ്മുമ്മ പലപ്പോഴും പേരക്കുട്ടിക്ക് കഥകൾ പറയുന്നു.	немере қыз	Әжем немере қызына жиі әңгіме айтып береді.
1716:抬头	抬头	抬头	തല ഉയർത്തുക; മുകളിലേക്ക് നോക്കുക	ദയവായി തല ഉയർത്തി ബ്ലാക്ക്ബോർഡ് നോക്കുക.	бас көтеру; жоғары қарау	Басыңды көтеріп, тақтаға қара.
1718:弹	弹	弹	തന്തിവാദ്യമോ കീബോർഡ് വാദ്യമോ വായിക്കുക	അവൾക്ക് പിയാനോ വായിക്കാൻ കഴിയും.	ішекті не пернелі аспапта ойнау	Ол пианино ойнай алады.
1727:提出	提出	提出	മുന്നോട്ടുവയ്ക്കുക; ഉന്നയിക്കുക	അവൻ ഒരു പുതിയ ചോദ്യം ഉന്നയിച്ചു.	ұсыну; көтеру	Ол жаңа сұрақ көтерді.
1728:提到	提到	提到	പരാമർശിക്കുക	അധ്യാപകൻ ക്ലാസിൽ ഈ പുസ്തകം പരാമർശിച്ചു.	атап өту	Мұғалім сабақта бұл кітапты атап өтті.
1732:体检	体检	体检	ആരോഗ്യ പരിശോധന	കമ്പനി ഓരോ വർഷവും ഒരു ആരോഗ്യ പരിശോധന ക്രമീകരിക്കുന്നു.	медициналық тексеріс	Компания жыл сайын бір медициналық тексеріс ұйымдастырады.
1733:体温	体温	体温	ശരീരതാപനില	നഴ്സ് ശരീരതാപനില അളക്കുകയാണ്.	дене қызуы	Мейірбике дене қызуын өлшеп жатыр.
1734:体重	体重	体重	ശരീരഭാരം	അവന്റെ ശരീരഭാരം രണ്ട് കിലോ കൂടി.	дене салмағы	Оның дене салмағы екі килограмға артты.
1735:填写	填写	填写	പൂരിപ്പിക്കുക	ദയവായി ഈ രജിസ്ട്രേഷൻ ഫോം പൂരിപ്പിക്കുക.	толтыру	Мына тіркеу формасын толтырыңыз.
1737:听力	听力	听力	കേൾവിശേഷി	അവന്റെ ചൈനീസ് കേൾവിശേഷി വേഗത്തിൽ മെച്ചപ്പെടുന്നു.	тыңдау қабілеті	Оның қытай тілін тыңдау қабілеті тез жақсарып келеді.
1738:听众	听众	听众	ശ്രോതാക്കൾ	ഇന്ന് ശ്രോതാക്കൾ പ്രത്യേകിച്ച് കൂടുതലാണ്.	тыңдарман	Бүгін тыңдарман ерекше көп.
1740:停车	停车	停车	വാഹനം നിർത്തുക; പാർക്ക് ചെയ്യുക	ഇവിടെ പാർക്കിംഗ് അനുവദനീയമല്ല.	көлік қою; тоқтау	Мұнда көлік қоюға рұқсат жоқ.
1741:停车场	停车场	停车场	പാർക്കിംഗ് സ്ഥലം	മാളിന്റെ പിന്നിൽ പാർക്കിംഗ് സ്ഥലം ഉണ്ട്.	тұрақ	Сауда орталығының артында тұрақ бар.
1742:停止	停止	停止	നിർത്തുക	മഴ നിർത്തിയ ശേഷം ഞങ്ങൾ പുറപ്പെടും.	тоқтау	Жаңбыр тоқтағаннан кейін біз жолға шығамыз.
1743:通	通	通	കടക്കുക; തുറന്നിരിക്കുക	ഈ റോഡ് ഇതിനകം തുറന്നിരിക്കുന്നു.	өту; ашық болу	Бұл жол қазір ашық.
1746:童年	童年	童年	ബാല്യം	എന്റെ ബാല്യം ഗ്രാമപ്രദേശത്ത് കഴിഞ്ഞു.	балалық шақ	Менің балалық шағым ауылда өтті.
1748:同样	同样	同样	അതേ; ഒരേ	അവനും അതേ തെറ്റ് ചെയ്തു.	бірдей; дәл сондай	Ол да дәл сондай қате жіберді.
1749:桶	桶	桶	ബക്കറ്റ്; പീപ്പ	വാതിലിനരികിൽ ഒരു വെള്ളബക്കറ്റ് ഉണ്ട്.	шелек; бөшке	Есіктің жанында бір су шелегі тұр.
1750:痛	痛	痛	വേദനയുള്ള	എന്റെ കൈക്ക് കുറച്ച് വേദനയുണ്ട്.	ауыру; ауырсыну	Қолым сәл ауырып тұр.
1751:头痛	头痛	头痛	തലവേദന	അവൻ ഇന്നലെ രാത്രി കുറച്ച് മാത്രം ഉറങ്ങി, ഇന്ന് തലവേദനയുണ്ട്.	бас ауру	Ол кеше түнде аз ұйықтады, бүгін басы ауырып тұр.
1752:图	图	图	ചിത്രം; ചാർട്ട്; ഭൂപടം	ദയവായി പുസ്തകത്തിലെ ചിത്രം നോക്കുക.	сурет; диаграмма; карта	Кітаптағы суретке қараңыз.
1753:图片	图片	图片	ചിത്രം	ഈ ചിത്രം വളരെ വ്യക്തമാണ്.	сурет	Бұл сурет өте анық.
1754:土	土	土	മണ്ണ്	ചെടിച്ചട്ടിയിലെ മണ്ണ് വളരെ വരണ്ടിരിക്കുന്നു.	топырақ; жер	Гүл құмырасындағы топырақ тым құрғақ.
1757:推出	推出	推出	പുറത്തിറക്കുക; അവതരിപ്പിക്കുക	കമ്പനി പുതിയ ഉൽപ്പന്നം പുറത്തിറക്കി.	шығару; таныстыру	Компания жаңа өнім шығарды.
1760:外出	外出	外出	പുറത്തുപോകുക	വാരാന്ത്യത്തിൽ പുറത്തുപോകുന്നതിനു മുമ്പ് വാതിലുകളും ജനലുകളും നന്നായി അടയ്ക്കുക.	сыртқа шығу	Демалыс күні сыртқа шығар алдында есік-терезені жақсылап жабыңыз.
1761:外套	外套	外套	കോട്ട്; ജാക്കറ്റ്	കാലാവസ്ഥ തണുപ്പാണ്, കോട്ട് ധരിക്കാൻ ഓർക്കുക.	сырт киім; күрте	Күн суық, күрте киюді ұмытпа.
1763:晚安	晚安	晚安	ശുഭ രാത്രി	ഉറങ്ങുന്നതിന് മുമ്പ് അമ്മ കുട്ടിയോട് ശുഭ രാത്രി പറയുന്നു.	қайырлы түн	Ұйықтар алдында анасы балаға қайырлы түн дейді.
1764:晚餐	晚餐	晚餐	രാത്രി ഭക്ഷണം	ഇന്നത്തെ രാത്രി ഭക്ഷണം വളരെ ലളിതമാണ്.	кешкі ас	Бүгінгі кешкі ас өте қарапайым.
1765:网购	网购	网购	ഓൺലൈൻ ഷോപ്പിംഗ് നടത്തുക	അവൾക്ക് വസ്ത്രങ്ങൾ ഓൺലൈനിൽ വാങ്ങാൻ ഇഷ്ടമാണ്.	онлайн сатып алу	Ол киімді онлайн сатып алғанды ұнатады.
1767:网页	网页	网页	വെബ്‌പേജ്	ഈ വെബ്‌പേജ് വളരെ മന്ദഗതിയിൽ തുറക്കുന്നു.	веб-бет	Бұл веб-бет өте баяу ашылады.
1768:网友	网友	网友	ഓൺലൈൻ സുഹൃത്ത്	അവൻ ഓൺലൈൻ സുഹൃത്തുകളുമായി പഠനരീതികൾ ചർച്ച ചെയ്യുന്നു.	онлайн дос; желі қолданушысы	Ол онлайн достарымен оқу әдістерін талқылайды.
1769:网址	网址	网址	വെബ്‌സൈറ്റ് വിലാസം	ദയവായി വെബ്‌സൈറ്റ് വിലാസം എനിക്ക് അയയ്ക്കുക.	веб-сайт мекенжайы	Веб-сайт мекенжайын маған жіберіңіз.
1772:味	味	味	രുചി; മണം	ഈ വിഭവത്തിന് കുറച്ച് കാഠിന്യരുചി ഉണ്ട്.	дәм; иіс	Бұл тағамда сәл ащы дәм бар.
1774:卫生	卫生	卫生	ശുചിത്വം	റസ്റ്റോറന്റിലെ ശുചിത്വം വളരെ പ്രധാനമാണ്.	тазалық; гигиена	Мейрамханадағы тазалық өте маңызды.
1782:无法	无法	无法	കഴിയാത്ത	മഴ വളരെ കനമാണ്, അതിനാൽ ഞങ്ങൾക്ക് പുറത്തുപോകാൻ കഴിയില്ല.	мүмкін емес; амал жоқ	Жаңбыр тым қатты, біз сыртқа шыға алмаймыз.
1785:午餐	午餐	午餐	ഉച്ചഭക്ഷണം	ഞങ്ങൾ പന്ത്രണ്ട് മണിക്ക് ഉച്ചഭക്ഷണം കഴിക്കുന്നു.	түскі ас	Біз сағат он екіде түскі ас ішеміз.
1787:吸	吸	吸	ഉൾശ്വസിക്കുക; വലിക്കുക	ദയവായി ഇവിടെ പുകവലിക്കരുത്.	ішке тарту; сору	Мұнда темекі шекпеңіз.
1788:西部	西部	西部	പടിഞ്ഞാറൻ ഭാഗം	ചൈനയുടെ പടിഞ്ഞാറൻ ഭാഗത്ത് പല ഉയർന്ന മലകളും ഉണ്ട്.	батыс бөлік	Қытайдың батыс бөлігінде көп биік тау бар.
1791:细	细	细	മെലിഞ്ഞ; സൂക്ഷ്മം	ഈ പേന എഴുതുന്ന വര വളരെ നേർന്നതാണ്.	жіңішке; ұсақ	Бұл қаламның сызығы өте жіңішке.
1792:细心	细心	细心	ശ്രദ്ധാലു	അവൾ ജോലിയിൽ വളരെ ശ്രദ്ധാലുവാണ്.	мұқият	Ол жұмыста өте мұқият.
1793:下降	下降	下降	താഴുക; കുറയുക	നാളെ താപനില താഴും.	төмендеу	Ертең температура төмендейді.
1794:鲜	鲜	鲜	പുതിയ	ഈ മീൻ വളരെ പുതുതാണ്.	жаңа; балғын	Бұл балық өте балғын.
1795:鲜花	鲜花	鲜花	പുതിയ പൂക്കൾ	മേശപ്പുറത്ത് ഒരു പൂച്ചെണ്ട് ഉണ്ട്.	жаңа гүлдер	Үстелде бір шоқ жаңа гүл тұр.
1799:线上	线上	线上	ഓൺലൈൻ	ഈ കോഴ്സ് ഓൺലൈൻ ആയി പഠിക്കാം.	онлайн	Бұл курсты онлайн оқуға болады.
1800:线下	线下	线下	ഓഫ്‌ലൈൻ; നേരിട്ട്	നേരിട്ടുള്ള പ്രവർത്തനം അടുത്ത ആഴ്ച തുടങ്ങും.	офлайн; бетпе-бет	Бетпе-бет іс-шара келесі аптада басталады.
1801:现有	现有	现有	നിലവിലുള്ള	ഞങ്ങൾ ആദ്യം നിലവിലുള്ള ഉപകരണങ്ങൾ ഉപയോഗിക്കും.	қазіргі; бар	Біз алдымен бар жабдықты қолданамыз.
1803:相比	相比	相比	താരതമ്യം ചെയ്യുമ്പോൾ	കഴിഞ്ഞ വർഷത്തോടു താരതമ്യം ചെയ്യുമ്പോൾ ഈ വർഷം കൂടുതൽ തിരക്കാണ്.	салыстырғанда	Былтырмен салыстырғанда биыл көбірек қарбалас.
1805:相互	相互	相互	പരസ്പരം	ക്ലാസ്മേറ്റുകൾ പരസ്പരം സഹായിക്കണം.	өзара	Сыныптастар өзара көмектесуі керек.
1809:想法	想法	想法	ആലോചന; അഭിപ്രായം	നിന്റെ ആലോചനകൾ കേൾക്കാൻ ഞാൻ ആഗ്രഹിക്കുന്നു.	ой; пікір	Мен сенің ойыңды тыңдағым келеді.
1815:小组	小组	小组	ചെറിയ സംഘം	ഞങ്ങളുടെ സംഘത്തിൽ നാലുപേർ ഉണ്ട്.	шағын топ	Біздің топта төрт адам бар.
1818:血	血	血	രക്തം	കാഗിതത്തിൽ കുറച്ച് രക്തം ഉണ്ട്.	қан	Қағазда аздап қан бар.
1819:心	心	心	ഹൃദയം; മനസ്സ്	അവളുടെ ഹൃദയം വളരെ വേഗം താളമിടുന്നു.	жүрек; көңіл	Оның жүрегі өте тез соғып тұр.
1826:星星	星星	星星	നക്ഷത്രങ്ങൾ	ഇന്ന് രാത്രി നക്ഷത്രങ്ങൾ വളരെ പ്രകാശമുള്ളതാണ്.	жұлдыздар	Бүгін түнде жұлдыздар жарық.
1828:性	性	性	സ്വഭാവമോ ഗുണമോ സൂചിപ്പിക്കുന്ന പ്രത്യയം	പഠനത്തിന് സജീവത ആവശ്യമാണ്.	қасиет не сапа жұрнағы	Оқуға белсенділік қажет.
1833:熊	熊	熊	കരടി	മൃഗശാലയിൽ ഒരു കരടി ഉണ്ട്.	аю	Зообақта бір аю бар.
1834:修	修	修	ശരിയാക്കുക; അറ്റകുറ്റപ്പണി നടത്തുക	ടെക്നീഷ്യൻ എയർ കണ്ടീഷണർ ശരിയാക്കുകയാണ്.	жөндеу	Шебер кондиционерді жөндеп жатыр.
1837:学费	学费	学费	ട്യൂഷൻ ഫീസ്	ഈ സെമസ്റ്ററിന്റെ ഫീസ് ഇതിനകം അടച്ചു.	оқу ақысы	Бұл семестрдің оқу ақысы төленіп қойды.
1838:学院	学院	学院	കോളേജ്; ഇൻസ്റ്റിറ്റ്യൂട്ട്	അവൾ വിദേശഭാഷാ കോളേജിൽ പഠിക്കുന്നു.	колледж; институт	Ол шет тілдері колледжінде оқиды.
1839:压	压	压	അമർത്തുക; പിടിച്ചുവെക്കുക	ദയവായി കൈകൊണ്ട് ഈ പേപ്പർ അമർത്തി പിടിക്കുക.	басу; басып ұстау	Мына қағазды қолмен басып ұстаңыз.
1843:烟	烟	烟	പുക; സിഗരറ്റ്	മുറിയിൽ പുകയുടെ മണം ഉണ്ട്.	түтін; темекі	Бөлмеде түтін иісі бар.
1847:研究生	研究生	研究生	പിജി വിദ്യാർത്ഥി	അവൻ ഒരു പിജി വിദ്യാർത്ഥിയാണ്.	магистрант; аспирант	Ол магистрант.
1849:演	演	演	അഭിനയിക്കുക; അവതരിപ്പിക്കുക	അവൻ സിനിമയിൽ ഡോക്ടറായി അഭിനയിക്കുന്നു.	ойнау; өнер көрсету	Ол фильмде дәрігердің рөлін ойнайды.
1850:演唱	演唱	演唱	പാടുക; ഗാനം അവതരിപ്പിക്കുക	ഗായകൻ ഇന്ന് രാത്രി പുതിയ പാട്ട് പാടും.	ән айту	Әнші бүгін кешке жаңа ән айтады.
1853:眼前	眼前	眼前	കണ്ണിന് മുമ്പിൽ; ഇപ്പോൾ	അവസരം കണ്ണിന് മുമ്പിലാണ്.	көз алдында; қазір	Мүмкіндік дәл көз алдымызда.
1863:夜晚	夜晚	夜晚	രാത്രി	വേനൽ രാത്രികൾ വളരെ ശാന്തമാണ്.	түн; кеш	Жазғы түндер өте тыныш.
1866:已	已	已	ഇതിനകം	രജിസ്ട്രേഷൻ എണ്ണം ഇതിനകം നിറഞ്ഞു.	әлдеқашан; қазірдің өзінде	Тіркелген адам саны толып қалды.
1867:以内	以内	以内	അകത്ത്; ഉള്ളിൽ	ദയവായി മൂന്ന് ദിവസത്തിനുള്ളിൽ മറുപടി നൽകുക.	ішінде	Үш күн ішінде жауап беріңіз.
1869:一生	一生	一生	ജീവിതമൊട്ടാകെ	അവൻ ജീവിതമൊട്ടാകെ സംഗീതം സ്നേഹിച്ചു.	ғұмыр бойы	Ол ғұмыр бойы музыканы сүйді.
1875:赢得	赢得	赢得	ജയിക്കുക; നേടുക	ടീം കളി ജയിച്ചു.	жеңіп алу	Команда ойынды жеңді.
1879:用来	用来	用来	ഉപയോഗിക്കാൻ	ഈ കത്തി പഴം അരിയാൻ ഉപയോഗിക്കുന്നു.	үшін қолданылу	Бұл пышақ жеміс кесуге қолданылады.
1880:用于	用于	用于	ക്കായി ഉപയോഗിക്കുക	ഈ പണം പുസ്തകം വാങ്ങാൻ ഉപയോഗിക്കുന്നു.	үшін пайдалану	Бұл ақша кітап сатып алуға пайдаланылады.
1885:油	油	油	എണ്ണ	പാനിൽ കുറച്ച് എണ്ണ ഒഴിക്കുക.	май	Табаға аздап май құйыңыз.
1887:游玩	游玩	游玩	സഞ്ചരിച്ച് കളിക്കുക; വിനോദിക്കുക	വാരാന്ത്യത്തിൽ ഞങ്ങൾ പാർക്കിൽ വിനോദിക്കാൻ പോകും.	серуендеу; көңіл көтеру	Демалыс күні біз саябаққа көңіл көтеруге барамыз.
1890:友情	友情	友情	സ്നേഹം; സൗഹൃദം	അവരുടെ സൗഹൃദം വളരെ ആഴമുള്ളതാണ്.	достық	Олардың достығы өте терең.
1892:有效	有效	有效	ഫലപ്രദമായ; സാധുവായ	ഈ ടിക്കറ്റ് ഇന്ന് ഇനിയും സാധുവാണ്.	тиімді; жарамды	Бұл билет бүгін әлі жарамды.
1894:有着	有着	有着	ഉണ്ടായിരിക്കുക	ഈ നഗരത്തിന് ദീർഘമായ ചരിത്രമുണ്ട്.	ие болу; бар	Бұл қаланың ұзақ тарихы бар.
1903:远离	远离	远离	അകലെ നിൽക്കുക	ദയവായി അപകടപ്രദേശത്ത് നിന്ന് അകലെ നിൽക്കുക.	алыс болу	Қауіпті аймақтан алыс болыңыз.
1904:院长	院长	院长	ഡീൻ; ഡയറക്ടർ	ഡീൻ ഇന്ന് യോഗത്തിൽ പങ്കെടുക്കുന്നു.	декан; директор	Декан бүгін жиналысқа қатысады.
1905:院子	院子	院子	മുറ്റം	മുറ്റത്ത് പല പൂക്കളും നട്ടിരിക്കുന്നു.	аула	Аулаға көп гүл отырғызылған.
1906:约	约	约	അപ്പോയിന്റ്മെന്റ് എടുക്കുക; ക്രമീകരിക്കുക	ഞാൻ സുഹൃത്തുമായി രാത്രി ഭക്ഷണം കഴിക്കാൻ ക്രമീകരിച്ചു.	кездесу белгілеу; келісу	Мен досыммен кешкі ас ішуге келістім.
1908:月饼	月饼	月饼	മൂൺകേക്ക്	മധ്യശരത്കാല ഉത്സവത്തിൽ ഞങ്ങൾ മൂൺകേക്ക് കഴിക്കും.	ай тоқашы	Күз ортасы мерекесінде біз ай тоқашын жейміз.
1910:月份	月份	月份	മാസം	ജൂലൈയിൽ കാലാവസ്ഥ വളരെ ചൂടാണ്.	ай	Шілде айында ауа райы өте ыстық.
1914:再次	再次	再次	വീണ്ടും	നിങ്ങൾ വീണ്ടും ബെയ്ജിങിലേക്ക് വന്നത് സ്വാഗതം.	қайтадан	Бейжіңге қайта келгеніңізге қош келдіңіз.
1915:再说	再说	再说	പിന്നെ സംസാരിക്കുക	ഈ കാര്യം നാളെ സംസാരിക്കാം.	кейін айту	Бұл істі ертең сөйлесейік.
1917:暂停	暂停	暂停	താൽക്കാലിക നിർത്തൽ	മഴ കാരണം കളി താൽക്കാലികമായി നിർത്തി.	үзіліс; уақытша тоқтату	Қатты жаңбырға байланысты ойын уақытша тоқтатылды.
1918:早餐	早餐	早餐	പ്രഭാതഭക്ഷണം	പ്രഭാതഭക്ഷണത്തിന് ഞാൻ മുട്ടയും അപ്പവും കഴിച്ചു.	таңғы ас	Таңғы асқа жұмыртқа мен нан жедім.
1919:早晨	早晨	早晨	രാവിലെ	രാവിലെ വായു വളരെ പുതുതാണ്.	таңертең	Таңертеңгі ауа өте таза.
1922:增长	增长	增长	വളരുക; വർധിക്കുക	ഈ വർഷം വരുമാനം വേഗത്തിൽ വർധിച്ചു.	өсу; арту	Биыл табыс тез өсті.
1924:着	着	着	ഉറങ്ങിപ്പോകുക; പിടിക്കുക	കുട്ടി വേഗം ഉറങ്ങിപ്പോയി.	ұйықтап кету; іліну	Бала тез ұйықтап қалды.
1926:者	者	者	വ്യക്തിയെ സൂചിപ്പിക്കുന്ന പ്രത്യയം	രചയിതാവ് സ്വന്തം അനുഭവം പരിചയപ്പെടുത്തി.	адамды білдіретін жұрнақ	Автор өз тәжірибесін таныстырды.
1928:整	整	整	മുഴുവൻ; പൂർണ്ണ	മുഴുവൻ ക്ലാസിലും അവൻ വളരെ ശ്രദ്ധയോടെ ഇരുന്നു.	бүтін; толық	Ол бүкіл сабақ бойы өте мұқият болды.
1931:证	证	证	സർട്ടിഫിക്കറ്റ്; തെളിവ്	ദയവായി നിങ്ങളുടെ ജോലി തിരിച്ചറിയൽ കാർഡ് കാണിക്കുക.	куәлік; дәлел	Жұмыс куәлігіңізді көрсетіңіз.
1940:支付	支付	支付	അടയ്ക്കുക; പണമടയ്ക്കൽ	ഞാൻ മൊബൈൽ ഫോൺ ഉപയോഗിച്ച് യാത്രാചെലവ് അടച്ചു.	төлеу; төлем	Мен жол ақысын телефонмен төледім.
1941:之后	之后	之后	ശേഷം	പരീക്ഷയ്ക്ക് ശേഷം ഞങ്ങൾ ഭക്ഷണം കഴിക്കാൻ പോകും.	кейін	Емтиханнан кейін біз тамақ ішуге барамыз.
1942:之间	之间	之间	ഇടയിൽ	അവർക്കിടയിൽ തെറ്റിദ്ധാരണയില്ല.	арасында	Олардың арасында түсініспеушілік жоқ.
1943:之前	之前	之前	മുമ്പ്	യോഗത്തിന് മുമ്പ് ദയവായി സാമഗ്രികൾ ആദ്യം വായിക്കുക.	бұрын	Жиналысқа дейін материалдарды оқыңыз.
1945:之中	之中	之中	ഇവരിൽ; നടുവിൽ	ഈ ആളുകളിൽ അവനാണ് ഏറ്റവും ചെറുപ്പൻ.	ішінде; арасында	Бұл адамдардың ішінде ол ең жас.
1946:值	值	值	വിലമതിക്കുക	ഈ ടിക്കറ്റിന് നൂറ് യുവാൻ വിലയുണ്ട്.	тұру; құны болу	Бұл билет жүз юань тұрады.
1952:指出	指出	指出	ചൂണ്ടിക്കാണിക്കുക	അധ്യാപകൻ എന്റെ പിഴവ് ചൂണ്ടിക്കാട്ടി.	көрсету; атап айту	Мұғалім менің қатемді көрсетті.
1954:纸巾	纸巾	纸巾	ടിഷ്യു	ദയവായി എനിക്ക് ഒരു ടിഷ്യു തരൂ.	қағаз майлық	Маған бір қағаз майлық беріңіз.
1957:中餐	中餐	中餐	ചൈനീസ് ഭക്ഷണം	ഈ റെസ്റ്റോറന്റിലെ ചൈനീസ് ഭക്ഷണം വളരെ രുചികരം.	қытай тағамы	Бұл мейрамханадағы қытай тағамы өте дәмді.
1958:中年	中年	中年	മധ്യവയസ്	അവൻ ഇതിനകം മധ്യവയസിലെത്തി.	орта жас	Ол орта жасқа жетті.
1965:祝	祝	祝	ആശംസിക്കുക; അഭിനന്ദിക്കുക	നിനക്ക് ജന്മദിനാശംസകൾ.	тілеу; құттықтау	Туған күніңмен құттықтаймын.
1971:转发	转发	转发	ഫോർവേഡ് ചെയ്യുക; വീണ്ടും പങ്കിടുക	ദയവായി അറിയിപ്പ് എല്ലാവർക്കും ഫോർവേഡ് ചെയ്യുക.	қайта жіберу; бөлісу	Хабарламаны бәріне қайта жіберіңіз.
1972:转机1	转机1	转机	വിമാനം മാറുക; ട്രാൻസ്ഫർ	ഞങ്ങൾ ഷാങ്ഹായിൽ വിമാനം മാറണം.	ұшақ ауыстыру; трансфер	Біз Шанхайда ұшақ ауыстыруымыз керек.
1975:准	准	准	കൃത്യമായ	അവന്റെ മറുപടി വളരെ കൃത്യമാണ്.	дәл	Оның жауабы өте дәл.
1980:自	自	自	മുതൽ	കഴിഞ്ഞ വർഷം മുതൽ അവൻ ബെയ്ജിങിൽ താമസിക്കുന്നു.	бері; бастап	Ол былтырдан бері Бейжіңде тұрады.
1982:自习	自习	自习	സ്വയംപഠനം	വൈകിട്ട് ഏഴിന് ഞങ്ങൾ ക്ലാസ് മുറിയിലേക്ക് സ്വയംപഠനത്തിന് പോകുന്നു.	өздік оқу	Кешкі жетіде біз сынып бөлмесіне өздік оқуға барамыз.
1984:自学	自学	自学	സ്വയം പഠിക്കുക	അവൻ വീഡിയോകൾ വഴി ചൈനീസ് സ്വയം പഠിക്കുന്നു.	өз бетінше оқу	Ол бейне арқылы қытай тілін өз бетінше оқиды.
1988:最终	最终	最终	ഒടുവിൽ	ഒടുവിൽ അവൻ അവിടെ തന്നെ തുടരാൻ തീരുമാനിച്ചു.	ақырында; соңында	Ақырында ол қалуға шешім қабылдады.
1992:做法	做法	做法	ചെയ്യുന്ന രീതി; മാർഗം	ഈ രീതി വളരെ ലളിതമാണ്.	істеу тәсілі; әдіс	Бұл әдіс өте қарапайым.
1994:做梦	做梦	做梦	സ്വപ്നം കാണുക	ഇന്നലെ രാത്രി ഞാൻ ഒരു സുഹൃത്തിനെക്കുറിച്ച് സ്വപ്നം കണ്ടു.	түс көру	Кеше түнде мен досым туралы түс көрдім.
