hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
2810:拍摄	拍摄	拍摄	చిత్రీకరించడం; ఫోటో తీయడం	వాళ్లు సముద్రతీరంలో వివాహ ఫోటోలు తీస్తున్నారు.	ಚಿತ್ರಿಸುವುದು; ಛಾಯಾಚಿತ್ರ ತೆಗೆಯುವುದು	ಅವರು ಸಮುದ್ರ ತೀರದಲ್ಲಿ ಮದುವೆ ಛಾಯಾಚಿತ್ರಗಳನ್ನು ತೆಗೆಯುತ್ತಿದ್ದಾರೆ.
2813:派出所	派出所	派出所	పోలీస్ స్టేషన్	అతను దొరికిన పర్సును పోలీస్ స్టేషన్‌కు ఇచ్చాడు.	ಪೊಲೀಸ್ ಠಾಣೆ	ಅವನು ಕಳೆದುಹೋದ ಪರ್ಸ್ ಅನ್ನು ಪೊಲೀಸ್ ಠಾಣೆಗೆ ಒಪ್ಪಿಸಿದನು.
2814:跑道	跑道	跑道	పరుగుపథం; రన్‌వే	క్రీడాకారుడు పరుగు పథం ప్రారంభ స్థానంలో నిలబడ్డాడు.	ಓಟದ ಹಳಿ; ರನ್‌ವೇ	ಕ್ರೀಡಾಪಟು ಓಟದ ಹಳಿಯ ಆರಂಭ ಬಿಂದುವಿನಲ್ಲಿ ನಿಂತನು.
2815:赔	赔	赔	నష్టం చెల్లించడం; పరిహారం ఇవ్వడం	అతను గ్లాసును పగలగొట్టి స్వయంగా డబ్బు చెల్లించాడు.	ಪರಿಹಾರ ಕೊಡುವುದು; ನಷ್ಟ ಪಾವತಿಸುವುದು	ಅವನು ಕಪ್ ಒಡೆದು ಸ್ವಯಂ ಹಣ ಪಾವತಿಸಿದನು.
2816:陪伴	陪伴	陪伴	తోడు ఉండడం	కుటుంబం తోడు ఉండటం ఆమెకు చాలా నెమ్మదిని ఇచ్చింది.	ಜೊತೆಗಿರುವುದು	ಕುಟುಂಬದ ಜೊತೆಗಿರುವಿಕೆ ಅವಳಿಗೆ ಬಹಳ ನೆಮ್ಮದಿ ನೀಡಿತು.
2819:配	配	配	సరిపోవడం; జత చేయడం	ఈ టై సూట్‌కు బాగా సరిపోతుంది.	ಹೊಂದಿಕೊಳ್ಳುವುದು; ಜೋಡಿಸುವುದು	ಈ ನೆಕ್‌ಟೈ ಸೂಟ್‌ಗೆ ಚೆನ್ನಾಗಿ ಹೊಂದುತ್ತದೆ.
2821:配送	配送	配送	పంపిణీ చేయడం; సరుకు చేర్చడం	ప్లాట్‌ఫారమ్ రెండు గంటల్లో సరుకులు పంపిణీ చేస్తుంది.	ತಲುಪಿಸುವುದು; ವಿತರಿಸುವುದು	ವೇದಿಕೆ ಎರಡು ಗಂಟೆಯೊಳಗೆ ಸರಕುಗಳನ್ನು ತಲುಪಿಸುತ್ತದೆ.
2824:碰见	碰见	碰见	అనుకోకుండా కలవడం	నేను సూపర్‌మార్కెట్‌లో పాత సహపాఠిని అనుకోకుండా కలిశాను.	ಆಕಸ್ಮಿಕವಾಗಿ ಭೇಟಿಯಾಗುವುದು	ನಾನು ಸೂಪರ್‌ಮಾರ್ಕೆಟ್‌ನಲ್ಲಿ ಹಳೆಯ ಸಹಪಾಠಿಯನ್ನು ಆಕಸ್ಮಿಕವಾಗಿ ಭೇಟಿಯಾದೆ.
2830:拼	拼	拼	కలిపి అమర్చడం; అక్షరాలు కలపడం; గట్టిగా ప్రయత్నించడం	పిల్లవాడు ఈ చిత్రాలను కలిపి అమర్చాడు.	ಜೋಡಿಸುವುದು; ಅಕ್ಷರಿಸಿ ಬರೆಯುವುದು; ಶ್ರಮಿಸುವುದು	ಮಗು ಈ ಚಿತ್ರಗಳನ್ನು ಜೋಡಿಸಿತು.
2832:品	品	品	స్థాయి; ఉత్పత్తి; రుచి చూడడం	ఈ దుకాణం అనేక స్థానిక ప్రత్యేక ఉత్పత్తులు అమ్ముతుంది.	ದರ್ಜೆ; ಉತ್ಪನ್ನ; ರುಚಿಸುವುದು	ಈ ಅಂಗಡಿ ಅನೇಕ ಸ್ಥಳೀಯ ವಿಶೇಷ ಉತ್ಪನ್ನಗಳನ್ನು ಮಾರುತ್ತದೆ.
2833:品牌	品牌	品牌	బ్రాండ్; వాణిజ్య గుర్తు	ఈ బ్రాండ్ గృహోపకరణాల నాణ్యత చాలా బాగుంది.	ಬ್ರ್ಯಾಂಡ್	ಈ ಬ್ರ್ಯಾಂಡ್‌ನ ಗೃಹೋಪಕರಣಗಳ ಗುಣಮಟ್ಟ ತುಂಬ ಚೆನ್ನಾಗಿದೆ.
2836:聘请	聘请	聘请	ఉద్యోగానికి తీసుకోవడం; నియమించడం	పాఠశాల ఒక కొత్త ఉపాధ్యాయుడిని నియమించింది.	ನೇಮಕ ಮಾಡುವುದು; ಕೆಲಸಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳುವುದು	ಶಾಲೆ ಒಬ್ಬ ಹೊಸ ಶಿಕ್ಷಕರನ್ನು ನೇಮಕ ಮಾಡಿತು.
2838:评	评	评	వ్యాఖ్యానించడం; మూల్యాంకనం చేయడం	గురువు ప్రతి విద్యార్థి వ్యాసాన్ని మూల్యాంకనం చేస్తారు.	ಮೌಲ್ಯಮಾಪನ ಮಾಡುವುದು; ಅಭಿಪ್ರಾಯ ಹೇಳುವುದು	ಶಿಕ್ಷಕರು ಪ್ರತಿ ವಿದ್ಯಾರ್ಥಿಯ ಪ್ರಬಂಧವನ್ನು ಮೌಲ್ಯಮಾಪನ ಮಾಡುತ್ತಾರೆ.
2843:凭借	凭借	凭借	ఆధారంగా; సహాయంతో	అతను కష్టపడి విశ్వవిద్యాలయంలో ప్రవేశం పొందాడు.	ಆಧರಿಸಿ; ಮೂಲಕ	ಅವನು ಪರಿಶ್ರಮದ ಮೂಲಕ ವಿಶ್ವವಿದ್ಯಾಲಯಕ್ಕೆ ಸೇರಿಕೊಂಡನು.
2847:平台	平台	平台	వేదిక; ప్లాట్‌ఫారమ్	ఈ వేదికలో ఆన్‌లైన్‌లో చైనీస్ నేర్చుకోవచ్చు.	ವೇದಿಕೆ	ಈ ವೇದಿಕೆಯಲ್ಲಿ ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಚೀನೀ ಕಲಿಯಬಹುದು.
2852:齐	齐	齐	సరిగా; పూర్తి; కలిసి	అందరూ టేబుళ్లు, కుర్చీలను సరిగా అమర్చారు.	ಸರಿಯಾಗಿ; ಸಂಪೂರ್ಣ; ಒಟ್ಟಿಗೆ	ಎಲ್ಲರೂ ಮೇಜು ಕುರ್ಚಿಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿದರು.
2853:其	其	其	దాని; వారి	ఈ కంపెనీ తన విదేశీ వ్యాపారాన్ని విస్తరిస్తోంది.	ಅದರ; ಅವರ	ಈ ಕಂಪನಿ ತನ್ನ ವಿದೇಶಿ ವ್ಯಾಪಾರವನ್ನು ವಿಸ್ತರಿಸುತ್ತಿದೆ.
2857:气球	气球	气球	బెలూన్	పిల్లవాడి చేతిలో ఒక ఎరుపు బెలూన్ ఉంది.	ಬಲೂನ್	ಮಗುವಿನ ಕೈಯಲ್ಲಿ ಒಂದು ಕೆಂಪು ಬಲೂನ್ ಇದೆ.
2860:签订	签订	签订	సంతకం చేసి ఒప్పందం కుదుర్చుకోవడం	రెండు పక్షాలు రేపు సహకార ఒప్పందంపై సంతకం చేస్తాయి.	ಸಹಿ ಮಾಡಿ ಒಪ್ಪಂದ ಮಾಡಿಕೊಳ್ಳುವುದು	ಎರಡು ಪಕ್ಷಗಳು ನಾಳೆ ಸಹಕಾರ ಒಪ್ಪಂದಕ್ಕೆ ಸಹಿ ಹಾಕುತ್ತವೆ.
2861:签名	签名	签名	సంతకం; పేరు సంతకం చేయడం	దయచేసి ఫారం కింద సంతకం చేయండి.	ಸಹಿ; ಹೆಸರನ್ನು ಸಹಿ ಮಾಡುವುದು	ದಯವಿಟ್ಟು ನಮೂನೆಯ ಕೆಳಗೆ ಸಹಿ ಮಾಡಿ.
2862:签字	签字	签字	సంతకం చేయడం	ఒప్పందానికి సంబంధిత వ్యక్తి స్వయంగా సంతకం చేయాలి.	ಸಹಿ ಮಾಡುವುದು	ಒಪ್ಪಂದಕ್ಕೆ ಸಂಬಂಧಪಟ್ಟ ವ್ಯಕ್ತಿಯೇ ಸಹಿ ಮಾಡಬೇಕು.
2863:前进	前进	前进	ముందుకు సాగడం	బృందం పర్వత శిఖరం వైపు ముందుకు సాగింది.	ಮುಂದೆ ಸಾಗುವುದು	ತಂಡವು ಪರ್ವತ ಶಿಖರದ ಕಡೆಗೆ ಮುಂದೆ ಸಾಗಿತು.
2864:前来	前来	前来	రావడం; చేరుకోవడం	చాలా మంది ప్రేక్షకులు పోటీ చూడటానికి వచ్చారు.	ಬರುವುದು; ಆಗಮಿಸುವುದು	ಅನೇಕ ಪ್ರೇಕ್ಷಕರು ಪಂದ್ಯ ನೋಡಲು ಬಂದರು.
2866:前往	前往	前往	వెళ్లడం; బయలుదేరడం	ప్రతినిధి బృందం రేపు షాంఘైకి వెళ్తుంది.	ಹೋಗುವುದು; ತೆರಳುವುದು	ಪ್ರತಿನಿಧಿ ಮಂಡಳಿ ನಾಳೆ ಶಾಂಘೈಗೆ ತೆರಳುತ್ತದೆ.
2870:强大	强大	强大	శక్తివంతమైన; బలమైన	ఈ బృందం చాలా బలంగా ఉంది.	ಶಕ್ತಿಶಾಲಿ; ಬಲವಾದ	ಈ ತಂಡ ತುಂಬ ಬಲವಾಗಿದೆ.
2872:强度	强度	强度	తీవ్రత; బలం	శిక్షణ తీవ్రత చాలా ఎక్కువగా ఉంది, అందరూ అలసిపోయారు.	ತೀವ್ರತೆ; ಬಲ	ತರಬೇತಿಯ ತೀವ್ರತೆ ತುಂಬ ಹೆಚ್ಚಿದೆ, ಎಲ್ಲರೂ ದಣಿದಿದ್ದಾರೆ.
2878:亲	亲	亲	ముద్దు పెట్టడం; సన్నిహితం	అమ్మ పిల్లవాడి చెంపపై ముద్దు పెట్టింది.	ಮುತ್ತಿಡುವುದು; ಆಪ್ತ	ತಾಯಿ ಮಗುವಿನ ಗಲ್ಲಕ್ಕೆ ಮುತ್ತಿಟ್ಟಳು.
2880:亲朋好友	亲朋好友	亲朋好友	బంధువులు, స్నేహితులు	వసంత పండుగలో బంధువులు, స్నేహితులు అందరూ ఇంటికి భోజనానికి వచ్చారు.	ಬಂಧುಮಿತ್ರರು	ವಸಂತ ಹಬ್ಬದ ಸಮಯದಲ್ಲಿ ಬಂಧುಮಿತ್ರರೆಲ್ಲ ಮನೆಗೆ ಊಟಕ್ಕೆ ಬಂದರು.
2882:亲情	亲情	亲情	కుటుంబ ప్రేమ; బంధుత్వ అనురాగం	ఈ సినిమా కుటుంబ ప్రేమ గురించి చెబుతుంది.	ಕುಟುಂಬ ಪ್ರೀತಿ; ಬಂಧುತ್ವದ ಮಮತೆ	ಈ ಚಿತ್ರ ಕುಟುಂಬ ಪ್ರೀತಿಯ ಬಗ್ಗೆ ಹೇಳುತ್ತದೆ.
2883:亲人	亲人	亲人	కుటుంబ సభ్యుడు; ఆప్తుడు	అనారోగ్య సమయంలో కుటుంబ సభ్యుల తోడు చాలా ముఖ్యం.	ಕುಟುಂಬ ಸದಸ್ಯ; ಪ್ರಿಯ ವ್ಯಕ್ತಿ	ಅನಾರೋಗ್ಯದ ಸಮಯದಲ್ಲಿ ಕುಟುಂಬದವರ ಜೊತೆಗಿರುವುದು ಬಹಳ ಮುಖ್ಯ.
2888:轻重	轻重	轻重	ప్రాధాన్యత; బరువు	విషయాలు నిర్వహించేటప్పుడు ఏది ముఖ్యమో తక్కువో స్పష్టంగా గుర్తించాలి.	ಪ್ರಾಮುಖ್ಯತೆ; ತೂಕ	ವಿಷಯಗಳನ್ನು ನಿರ್ವಹಿಸುವಾಗ ಯಾವುದು ಹೆಚ್ಚು ಕಡಿಮೆ ಮುಖ್ಯವೆಂದು ತಿಳಿಯಬೇಕು.
2889:情感	情感	情感	భావోద్వేగం; అనుభూతి	సంగీతం క్లిష్టమైన భావోద్వేగాలను వ్యక్తం చేయగలదు.	ಭಾವನೆ; ಅನುಭವ	ಸಂಗೀತ ಸಂಕೀರ್ಣ ಭಾವನೆಗಳನ್ನು ವ್ಯಕ್ತಪಡಿಸಬಹುದು.
2898:权	权	权	హక్కు; అధికారం	ఈ నిర్ణయం తీసుకునే అధికారం మేనేజర్ చేతిలో ఉంది.	ಹಕ್ಕು; ಅಧಿಕಾರ	ಈ ನಿರ್ಧಾರ ಮಾಡುವ ಅಧಿಕಾರ ವ್ಯವಸ್ಥಾಪಕರ ಕೈಯಲ್ಲಿದೆ.
2900:全力	全力	全力	పూర్తి శక్తితో	వైద్యులు రోగిని కాపాడటానికి పూర్తి శక్తితో ప్రయత్నిస్తున్నారు.	ಪೂರ್ಣ ಶಕ್ತಿಯಿಂದ	ವೈದ್ಯರು ರೋಗಿಯನ್ನು ಉಳಿಸಲು ಪೂರ್ಣ ಶಕ್ತಿಯಿಂದ ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದಾರೆ.
2902:全体	全体	全体	అందరూ; మొత్తం బృందం	అన్ని ఉద్యోగులు శిక్షణలో పాల్గొన్నారు.	ಎಲ್ಲರೂ; ಸಂಪೂರ್ಣ ಗುಂಪು	ಎಲ್ಲ ಉದ್ಯೋಗಿಗಳು ತರಬೇತಿಯಲ್ಲಿ ಭಾಗವಹಿಸಿದರು.
2903:全新	全新	全新	పూర్తిగా కొత్త	అతను పూర్తిగా కొత్త కంప్యూటర్ కొనుగోలు చేశాడు.	ಸಂಪೂರ್ಣ ಹೊಸ	ಅವನು ಸಂಪೂರ್ಣ ಹೊಸ ಕಂಪ್ಯೂಟರ್ ಖರೀದಿಸಿದನು.
2910:群体	群体	群体	గుంపు; సమూహం	వృద్ధులు శ్రద్ధ అవసరమైన సమూహం.	ಗುಂಪು; ಸಮುದಾಯ	ವೃದ್ಧರು ಗಮನ ಕೊಡಬೇಕಾದ ಗುಂಪು.
2914:热量	热量	热量	వేడి; కేలరీలు	ఈ పానీయంలో కేలరీలు చాలా ఎక్కువ.	ಉಷ್ಣತೆ; ಕ್ಯಾಲೊರಿ	ಈ ಪಾನೀಯದಲ್ಲಿ ಕ್ಯಾಲೊರಿ ಪ್ರಮಾಣ ಹೆಚ್ಚು.
2919:人际	人际	人际	వ్యక్తుల మధ్య సంబంధాలకు సంబంధించిన	మంచి వ్యక్తిగత సంబంధాలు పనికి సహాయపడతాయి.	ಮಾನವ ಸಂಬಂಧಗಳ	ಉತ್ತಮ ಮಾನವ ಸಂಬಂಧಗಳು ಕೆಲಸಕ್ಕೆ ಸಹಾಯ ಮಾಡುತ್ತವೆ.
2922:人力	人力	人力	మానవ శక్తి; సిబ్బంది వనరులు	ఈ ప్రాజెక్టుకు మరింత మానవ శక్తి అవసరం.	ಮಾನವಶಕ್ತಿ; ಮಾನವ ಸಂಪನ್ಮೂಲ	ಈ ಯೋಜನೆಗೆ ಇನ್ನಷ್ಟು ಮಾನವಶಕ್ತಿ ಬೇಕಾಗಿದೆ.
2923:人民	人民	人民	ప్రజలు	ఈ స్మారక మందిరం ప్రజలకు ఉచితంగా తెరిచి ఉంది.	ಜನರು; ಪ್ರಜೆಗಳು	ಈ ಸ್ಮಾರಕ ಭವನ ಜನರಿಗೆ ಉಚಿತವಾಗಿ ತೆರೆಯಲಾಗಿದೆ.
2925:人群	人群	人群	జన సమూహం	పండుగ జన సమూహం చౌరస్తాను నింపేసింది.	ಜನಸ್ತೋಮ; ಜನ ಗುಂಪು	ಹಬ್ಬದ ಜನಸ್ತೋಮ ಚೌಕವನ್ನು ತುಂಬಿತು.
2926:人体	人体	人体	మానవ శరీరం	ఈ కోర్సు మానవ శరీరపు ప్రాథమిక నిర్మాణాన్ని పరిచయం చేస్తుంది.	ಮಾನವ ದೇಹ	ಈ ಪಠ್ಯಕ್ರಮ ಮಾನವ ದೇಹದ ಮೂಲ ರಚನೆಯನ್ನು ಪರಿಚಯಿಸುತ್ತದೆ.
2928:忍	忍	忍	భరించడం; సహించడం	నొప్పి ఎక్కువగా ఉన్నా అతను నిరంతరం భరించాడు.	ಸಹಿಸುವುದು; ತಾಳುವುದು	ನೋವು ಜಾಸ್ತಿಯಾಗಿದ್ದರೂ ಅವನು ಸಹಿಸಿಕೊಂಡೇ ಇದ್ದನು.
2929:认	认	认	గుర్తించడం; ఒప్పుకోవడం	నేను ఒక్క చూపులోనే అతన్ని గుర్తించాను.	ಗುರುತಿಸುವುದು; ಒಪ್ಪಿಕೊಳ್ಳುವುದು	ನಾನು ಒಂದು ನೋಟದಲ್ಲೇ ಅವನನ್ನು ಗುರುತಿಸಿದೆ.
2932:如	如	如	వలె; అయితే	ఫలితం మేము ఊహించినట్లే వచ్చింది.	ಹಾಗೆ; ಇದ್ದರೆ	ಫಲಿತಾಂಶ ನಾವು ನಿರೀಕ್ಷಿಸಿದಂತೆ ಇತ್ತು.
2933:如此	如此	如此	ఇంతగా; ఇలా	సమస్య ఇంత క్లిష్టంగా ఉంటుందని నేను ఊహించలేదు.	ಇಷ್ಟು; ಹೀಗೆ	ಸಮಸ್ಯೆ ಇಷ್ಟು ಸಂಕೀರ್ಣವಾಗಿರುತ್ತದೆ ಎಂದು ನಾನು ಊಹಿಸಲಿಲ್ಲ.
2936:如同	如同	如同	వలె; అలాగే ఉన్నట్టు	రాత్రి సరస్సు పైభాగం అద్దంలా ఉంది.	ಹಾಗೆ; ಇದ್ದಂತೆ	ರಾತ್ರಿಯ ಸರೋವರದ ಮೇಲ್ಮೈ ಕನ್ನಡಿ ಹಾಗಿತ್ತು.
2937:如下	如下	如下	క్రింది విధంగా	నిర్దిష్ట ఏర్పాట్లు క్రింది విధంగా ఉన్నాయి.	ಕೆಳಗಿನಂತೆ	ನಿರ್ದಿಷ್ಟ ವ್ಯವಸ್ಥೆಗಳು ಕೆಳಗಿನಂತಿವೆ.
2942:赛场	赛场	赛场	పోటీ మైదానం; రంగస్థలం	క్రీడాకారులు ఇప్పటికే పోటీ మైదానంలోకి ప్రవేశించారు.	ಸ್ಪರ್ಧಾ ಮೈದಾನ; ಅರೇನಾ	ಕ್ರೀಡಾಪಟುಗಳು ಈಗಾಗಲೇ ಸ್ಪರ್ಧಾ ಮೈದಾನಕ್ಕೆ ಪ್ರವೇಶಿಸಿದ್ದಾರೆ.
2945:沙子	沙子	沙子	ఇసుక	పిల్లవాడు సముద్రతీరంలో ఇసుకతో ఆడుతున్నాడు.	ಮರಳು	ಮಗು ಸಮುದ್ರ ತೀರದಲ್ಲಿ ಮರಳಿನಿಂದ ಆಡುತ್ತಿದೆ.
2948:删	删	删	తొలగించడం	దయచేసి పునరావృతమైన విషయాన్ని తొలగించండి.	ಅಳಿಸುವುದು	ದಯವಿಟ್ಟು ಪುನರಾವರ್ತಿತ ವಿಷಯವನ್ನು ಅಳಿಸಿ.
2949:扇	扇	扇	వీసి గాలి చేయడం	ఆమె వీచికతో మెల్లగా గాలి చేసింది.	ಬೀಸುವುದು	ಅವಳು ಬೀಸಣಿಯಿಂದ ಮೃದುವಾಗಿ ಗಾಳಿ ಬೀಸಿದಳು.
2951:山区	山区	山区	పర్వత ప్రాంతం	పర్వత ప్రాంతంలోని రాత్రులు చాలా నిశ్శబ్దంగా ఉంటాయి.	ಪರ್ವತ ಪ್ರದೇಶ	ಪರ್ವತ ಪ್ರದೇಶದ ರಾತ್ರಿ ತುಂಬ ನಿಶ್ಶಬ್ದವಾಗಿರುತ್ತದೆ.
2956:伤	伤	伤	గాయం; గాయపరచడం	అతని చేతికి గాయం అయింది.	ಗಾಯ; ನೋಯಿಸುವುದು	ಅವನ ಕೈಗೆ ಗಾಯವಾಯಿತು.
2958:商家	商家	商家	వ్యాపారి; అమ్మకందారు	చాలా మంది వ్యాపారులు ఈ ప్రమోషన్‌లో పాల్గొన్నారు.	ವ್ಯಾಪಾರಿ; ಮಾರಾಟಗಾರ	ಅನೇಕ ವ್ಯಾಪಾರಿಗಳು ಈ ಪ್ರಚಾರದಲ್ಲಿ ಭಾಗವಹಿಸಿದರು.
2959:商人	商人	商人	వ్యాపారి; వ్యాపారవేత్త	ఈ వ్యాపారి తరచుగా విదేశాలకు వ్యాపార ప్రయాణం చేస్తాడు.	ವ್ಯಾಪಾರಿ; ಉದ್ಯಮಿ	ಈ ವ್ಯಾಪಾರಿ ಆಗಾಗ ವಿದೇಶಗಳಿಗೆ ಕೆಲಸದ ಪ್ರಯಾಣ ಮಾಡುತ್ತಾನೆ.
2962:赏	赏	赏	ఆస్వాదించడం; మెచ్చుకోవడం	పర్యాటకులు సరస్సు ఒడ్డున పూలను ఆస్వాదించారు.	ಆಸ್ವಾದಿಸುವುದು; ಮೆಚ್ಚುವುದು	ಪ್ರವಾಸಿಗರು ಸರೋವರದ ಬಳಿಯಲ್ಲಿ ಹೂಗಳನ್ನು ಮೆಚ್ಚಿದರು.
2963:上传	上传	上传	అప్‌లోడ్ చేయడం	దయచేసి ఫోటోలను వేదికకు అప్‌లోడ్ చేయండి.	ಅಪ್‌ಲೋಡ್ ಮಾಡುವುದು	ದಯವಿಟ್ಟು ಚಿತ್ರಗಳನ್ನು ವೇದಿಕೆಗೆ ಅಪ್‌ಲೋಡ್ ಮಾಡಿ.
2964:上升	上升	上升	పైకి ఎగసిపోవడం; పెరగడం	ఈ సంవత్సరం అమ్మకాలు ఇంకా పెరుగుతున్నాయి.	ಏರುವುದು; ಹೆಚ್ಚಾಗುವುದು	ಈ ವರ್ಷದ ಮಾರಾಟ ಮುಂದುವರಿದು ಹೆಚ್ಚುತ್ತಿದೆ.
2965:上下	上下	上下	పైకీ కిందకీ; సుమారు	ఈ భవనంలో మొత్తం పది అంతస్తులు ఉన్నాయి.	ಮೇಲೆ ಕೆಳಗೆ; ಸುಮಾರು	ಈ ಕಟ್ಟಡದಲ್ಲಿ ಒಟ್ಟು ಹತ್ತು ಮಹಡಿಗಳಿವೆ.
2966:上涨	上涨	上涨	పెరగడం; ధర ఎగబాకడం	ఇటీవల కూరగాయల ధరలు పెరిగాయి.	ಏರಿಕೆಯಾಗುವುದು; ಬೆಲೆ ಹೆಚ್ಚಾಗುವುದು	ಇತ್ತೀಚೆಗೆ ತರಕಾರಿ ಬೆಲೆಗಳು ಏರಿವೆ.
2967:烧	烧	烧	కాల్చడం; వండడం; జ్వరం రావడం	పాత్రలోని నీరు ఇప్పటికే మరిగింది.	ಸುಡುವುದು; ಬೇಯಿಸುವುದು; ಜ್ವರ ಬರುವುದು	ಪಾತ್ರೆಯಲ್ಲಿರುವ ನೀರು ಈಗಾಗಲೇ ಕುದಿದಿದೆ.
2968:烧烤	烧烤	烧烤	బార్బెక్యూ; కాల్చిన వంట	వారాంతంలో మేము నది ఒడ్డున బార్బెక్యూ తిన్నాం.	ಬಾರ್ಬಿಕ್ಯೂ; ಹೊತ್ತಿಸಿ ಬೇಯಿಸಿದ ಆಹಾರ	ವಾರಾಂತ್ಯದಲ್ಲಿ ನಾವು ನದಿಯ ತೀರದಲ್ಲಿ ಬಾರ್ಬಿಕ್ಯೂ ತಿಂದೆವು.
2971:舍得	舍得	舍得	వదులుకోవడానికి సిద్ధంగా ఉండడం	పిల్ల కోసం ఆమె సమయం కేటాయించడానికి సిద్ధంగా ఉంది.	ಬಿಡಲು ಸಿದ್ಧವಾಗಿರುವುದು	ಮಗುವಿಗಾಗಿ ಅವಳು ಸಮಯ ಕಳೆಯಲು ಸಿದ್ಧಳಾಗಿದ್ದಾಳೆ.
2981:深度	深度	深度	లోతు	ఈ సరస్సు లోతు ఇరవై మీటర్లకు మించి ఉంది.	ಆಳ	ಈ ಸರೋವರದ ಆಳ ಇಪ್ಪತ್ತು ಮೀಟರ್‌ಗಿಂತ ಹೆಚ್ಚಾಗಿದೆ.
2983:深厚	深厚	深厚	లోతైన; గాఢమైన	వారి మధ్య గాఢమైన స్నేహం ఉంది.	ಆಳವಾದ; ಗಾಢ	ಅವರ ನಡುವೆ ಗಾಢ ಸ್ನೇಹವಿದೆ.
2985:深入	深入	深入	లోపలికి లోతుగా వెళ్లడం; లోతైన	పత్రికా ప్రతినిధి ఇంటర్వ్యూల కోసం పర్వత ప్రాంతంలోకి లోతుగా వెళ్లాడు.	ಆಳವಾಗಿ ಹೋಗುವುದು; ಆಳವಾದ	ಪತ್ರಕರ್ತನು ಸಂದರ್ಶನಕ್ಕಾಗಿ ಪರ್ವತ ಪ್ರದೇಶದ ಒಳಗೆ ಆಳವಾಗಿ ಹೋದನು.
2986:深远	深远	深远	దూరప్రభావం కలిగిన	ఈ సంస్కరణ దూరప్రభావం కలిగించింది.	ದೂರವ್ಯಾಪಿ	ಈ ಸುಧಾರಣೆ ದೂರವ್ಯಾಪಿ ಪರಿಣಾಮ ಉಂಟುಮಾಡಿತು.
2993:升级	升级	升级	అప్‌గ్రేడ్ చేయడం; స్థాయి పెంచడం	మొబైల్ ఫోన్ వ్యవస్థను అప్‌గ్రేడ్ చేయాలి.	ನವೀಕರಿಸುವುದು; ಮಟ್ಟ ಹೆಚ್ಚಿಸುವುದು	ಮೊಬೈಲ್ ವ್ಯವಸ್ಥೆಯನ್ನು ನವೀಕರಿಸಬೇಕು.
2994:升温	升温	升温	వెచ్చబడడం; ఉష్ణోగ్రత పెరగడం	రేపటి నుంచి వాతావరణం స్పష్టంగా వెచ్చబడుతుంది.	ಬಿಸಿಯಾಗುವುದು; ತಾಪಮಾನ ಏರಿಕೆ	ನಾಳೆಯಿಂದ ಹವಾಮಾನ ಸ್ಪಷ್ಟವಾಗಿ ಬಿಸಿಯಾಗುತ್ತದೆ.
2999:省份	省份	省份	ప్రావిన్స్; రాష్ట్రస్థాయి ప్రాంతం	చైనాలో అనేక భిన్నమైన ప్రావిన్సులు ఉన్నాయి.	ಪ್ರಾಂತ್ಯ	ಚೀನಾದಲ್ಲಿ ಅನೇಕ ವಿಭಿನ್ನ ಪ್ರಾಂತ್ಯಗಳಿವೆ.
3001:胜	胜	胜	గెలవడం; మించిపోవడం	స్వదేశీ జట్టు అతిథి జట్టును రెండు పాయింట్ల తేడాతో గెలిచింది.	ಗೆಲ್ಲುವುದು; ಮೇಲುಗೈ ಸಾಧಿಸುವುದು	ಸ್ಥಳೀಯ ತಂಡ ಅತಿಥಿ ತಂಡವನ್ನು ಎರಡು ಅಂಕಗಳಿಂದ ಗೆದ್ದಿತು.
3004:湿	湿	湿	తడి	వర్షం తర్వాత గడ్డి ఇంకా తడిగానే ఉంది.	ಒದ್ದೆ	ಮಳೆಯ ನಂತರ ಹುಲ್ಲು ಇನ್ನೂ ಒದ್ದೆಯಾಗಿದೆ.
3005:失恋	失恋	失恋	ప్రేమ విఫలమవడం; విడిపోవడంతో బాధపడడం	విడిపోయిన తర్వాత ఆమె చాలా కాలం బాధపడింది.	ಪ್ರೇಮಭಂಗ ಅನುಭವಿಸುವುದು	ಪ್ರೇಮಭಂಗದ ನಂತರ ಅವಳು ಬಹಳ ಕಾಲ ದುಃಖಪಟ್ಟಳು.
3007:诗人	诗人	诗人	కవి	ఈ కవి అనేక ప్రసిద్ధ కవితలు రాశాడు.	ಕವಿ	ಈ ಕವಿ ಅನೇಕ ಪ್ರಸಿದ್ಧ ಕವಿತೆಗಳನ್ನು ಬರೆದಿದ್ದಾನೆ.
3023:实验室	实验室	实验室	ప్రయోగశాల	విద్యార్థులు ప్రయోగశాలలో పరీక్షలు చేస్తున్నారు.	ಪ್ರಯೋಗಾಲಯ	ವಿದ್ಯಾರ್ಥಿಗಳು ಪ್ರಯೋಗಾಲಯದಲ್ಲಿ ಪರೀಕ್ಷೆಗಳನ್ನು ಮಾಡುತ್ತಿದ್ದಾರೆ.
