hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
5308:只顾	只顾	只顾	ఒకదానిపైనే దృష్టి పెట్టడం	అతను ఫోన్ చూడడంపైనే దృష్టి పెట్టి, నేను మాట్లాడినది వినలేదు.	ಒಂದರಲ್ಲೇ ತಲ್ಲೀನವಾಗಿರುವುದು	ಅವನು ಫೋನ್ ನೋಡುವುದರಲ್ಲೇ ತಲ್ಲೀನವಾಗಿ, ನಾನು ಮಾತನಾಡಿದ್ದು ಕೇಳಲಿಲ್ಲ.
5312:制	制	制	తయారు చేయడం; వ్యవస్థ	ఈ ఔషధం స్థానిక ఔషధ కర్మాగారంలో తయారు చేయబడింది.	ತಯಾರಿಸುವುದು; ವ್ಯವಸ್ಥೆ	ಈ ಔಷಧಿಯನ್ನು ಸ್ಥಳೀಯ ಔಷಧ ಕಾರ್ಖಾನೆಯಲ್ಲಿ ತಯಾರಿಸಲಾಗಿದೆ.
5313:至关重要	至关重要	至关重要	అత్యంత ముఖ్యమైన	కొత్త ఉద్యోగులకు భద్రతా శిక్షణ అత్యంత ముఖ్యమైనది.	ಅತ್ಯಂತ ಮುಖ್ಯವಾದ	ಹೊಸ ನೌಕರರಿಗೆ ಸುರಕ್ಷತಾ ತರಬೇತಿ ಅತ್ಯಂತ ಮುಖ್ಯವಾಗಿದೆ.
5316:制品	制品	制品	ఉత్పత్తులు; తయారైన వస్తువులు	ఈ దుకాణం వివిధ రకాల చెక్క ఉత్పత్తులను అమ్ముతుంది.	ಉತ್ಪನ್ನಗಳು; ತಯಾರಿಸಿದ ವಸ್ತುಗಳು	ಈ ಅಂಗಡಿ ಹಲವು ಬಗೆಯ ಮರದ ಉತ್ಪನ್ನಗಳನ್ನು ಮಾರುತ್ತದೆ.
5318:质疑	质疑	质疑	ప్రశ్నించడం; సందేహించడం	రిపోర్టర్ ఈ నివేదికలోని డేటాను ప్రశ్నించాడు.	ಪ್ರಶ್ನಿಸುವುದು; ಸಂಶಯಿಸುವುದು	ವರದಿಗಾರ ಈ ವರದಿಯ ಮಾಹಿತಿಯನ್ನು ಪ್ರಶ್ನಿಸಿದರು.
5320:中等	中等	中等	మధ్యస్థ; సగటు	ఈ దుస్తి మధ్యస్థ పరిమాణంలో ఉంది.	ಮಧ್ಯಮ; ಸರಾಸರಿ	ಈ ಉಡುಪು ಮಧ್ಯಮ ಗಾತ್ರದಲ್ಲಿದೆ.
5324:钟头	钟头	钟头	గంట	మేము రెండు గంటలు వేచి ఉన్నాము.	ಗಂಟೆ	ನಾವು ಎರಡು ಗಂಟೆ ಕಾಯುತ್ತಿದ್ದೆವು.
5327:肿	肿	肿	వాపు రావడం; వాచిన	అతని మడమ వాచిపోయింది.	ಊದಿಕೊಳ್ಳುವುದು; ಊದಿದ	ಅವನ ಕಣಕಾಲು ಊದಿಕೊಂಡಿತು.
5328:中	中	中	తగలడం; గెలుచుకోవడం	అతను బహుమతి గెలుచుకొని మాట రాని తీరుగా సంతోషించాడు.	ಬಡಿದು ತಗುಲುವುದು; ಬಹುಮಾನ ಗೆಲ್ಲುವುದು	ಅವನು ಬಹುಮಾನ ಗೆದ್ದು ಮಾತು ಬರದಷ್ಟು ಸಂತೋಷಪಟ್ಟನು.
5329:种地	种地	种地	వ్యవసాయం చేయడం; భూమి పండించడం	తాతయ్య యువకుడిగా ఉన్నప్పుడు గ్రామంలో వ్యవసాయం చేసేవాడు.	ಕೃಷಿ ಮಾಡುವುದು; ಭೂಮಿ ಬೆಳೆಸುವುದು	ಅಜ್ಜ ಯುವಕನಾಗಿದ್ದಾಗ ಗ್ರಾಮದಲ್ಲಿ ಕೃಷಿ ಮಾಡುತ್ತಿದ್ದನು.
5330:中毒	中毒	中毒	విషం తగలడం	పాడైన ఆహారం విషప్రయోగానికి కారణమవచ్చు.	ವಿಷ ಬಾಧೆಯಾಗುವುದು	ಕೆಟ್ಟ ಆಹಾರ ವಿಷಬಾಧೆಗೆ ಕಾರಣವಾಗಬಹುದು.
5331:中奖	中奖	中奖	బహుమతి గెలుచుకోవడం	ఆమె లాటరీ టికెట్ కొనుగోలు చేసిన మొదటి సారే బహుమతి గెలుచుకుంది.	ಬಹುಮಾನ ಗೆಲ್ಲುವುದು	ಅವಳು ಲಾಟರಿ ಟಿಕೆಟ್ ಖರೀದಿಸಿದ ಮೊದಲ ಸಲವೇ ಬಹುಮಾನ ಗೆದ್ದಳು.
5332:众人	众人	众人	అందరూ; జనసమూహం	వార్త విన్న తర్వాత అందరూ ఆశ్చర్యపోయారు.	ಎಲ್ಲರೂ; ಜನಸಮೂಹ	ಸುದ್ದಿ ಕೇಳಿದ ನಂತರ ಎಲ್ಲರೂ ಆಶ್ಚರ್ಯಪಟ್ಟರು.
5333:中暑	中暑	中暑	వడదెబ్బ; వేడితో అస్వస్థత	వాతావరణం చాలా వేడిగా ఉన్నప్పుడు వృద్ధులకు వడదెబ్బ తగలడం సులభం.	ಬಿಸಿಗಾಳಿ ಹೊಡೆತ; ಉಷ್ಣಾಘಾತ	ಹವಾಮಾನ ತುಂಬ ಬಿಸಿ ಇದ್ದಾಗ ವಯೋವೃದ್ಧರಿಗೆ ಉಷ್ಣಾಘಾತ ಸುಲಭವಾಗಿ ಉಂಟಾಗಬಹುದು.
5342:珠宝	珠宝	珠宝	ఆభరణాలు	ఈ దుకాణం ఆభరణాల రూపకల్పనలో ప్రత్యేకత కలిగి ఉంది.	ಆಭರಣ	ಈ ಅಂಗಡಿ ಆಭರಣ ವಿನ್ಯಾಸದಲ್ಲಿ ವಿಶೇಷತೆ ಹೊಂದಿದೆ.
5343:诸多	诸多	诸多	అనేక; చాలా	ఈ ప్రాజెక్ట్ అనేక సవాళ్లను ఎదుర్కొంటోంది.	ಅನೇಕ; ಬಹಳಷ್ಟು	ಈ ಯೋಜನೆ ಅನೇಕ ಸವಾಲುಗಳನ್ನು ಎದುರಿಸುತ್ತಿದೆ.
5345:主播	主播	主播	నిర్వాహకుడు; లైవ్ ప్రసారకర్త	ఆమె ఈ కార్యక్రమం యొక్క నిర్వాహకురాలు.	ನಿರೂಪಕ; ನೇರಪ್ರಸಾರ ನಿರೂಪಕ	ಅವಳು ಈ ಕಾರ್ಯಕ್ರಮದ ನಿರೂಪಕಿ.
5348:主角	主角	主角	ప్రధాన పాత్ర	ఈ సినిమాలో ప్రధాన పాత్ర ఒక వైద్యుడు.	ಮುಖ್ಯ ಪಾತ್ರ	ಈ ಸಿನಿಮಾದ ಮುಖ್ಯ ಪಾತ್ರ ಒಬ್ಬ ವೈದ್ಯ.
5350:主演	主演	主演	ప్రధాన పాత్రలో నటించడం; ప్రధాన నటుడు	ఈ నాటకంలో యువ నటులు ప్రధాన పాత్రల్లో నటిస్తున్నారు.	ಮುಖ್ಯ ಪಾತ್ರದಲ್ಲಿ ನಟಿಸುವುದು; ಪ್ರಮುಖ ನಟ	ಈ ನಾಟಕದಲ್ಲಿ ಯುವ ನಟರು ಮುಖ್ಯ ಪಾತ್ರಗಳಲ್ಲಿ ನಟಿಸುತ್ತಿದ್ದಾರೆ.
5355:祝愿	祝愿	祝愿	ఆశీర్వదించడం; హృదయపూర్వకంగా కోరుకోవడం	మీరు సంతోషంగా ఉండాలని నేను హృదయపూర్వకంగా కోరుకుంటున్నాను.	ಹಾರೈಸುವುದು; ಹೃತ್ಪೂರ್ವಕವಾಗಿ ಕೋರುವುದು	ನೀವು ಸಂತೋಷವಾಗಿರಲಿ ಎಂದು ನಾನು ಹೃತ್ಪೂರ್ವಕವಾಗಿ ಹಾರೈಸುತ್ತೇನೆ.
5359:专科	专科	专科	ప్రత్యేక విభాగం; జూనియర్ కళాశాల	ఈ ఆసుపత్రిలో కంటి వైద్య ప్రత్యేక బాహ్య రోగి విభాగం ఉంది.	ವಿಶೇಷ ವಿಭಾಗ; ಜೂನಿಯರ್ ಕಾಲೇಜು	ಈ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಕಣ್ಣಿನ ವಿಶೇಷ ಹೊರರೋಗಿ ವಿಭಾಗವಿದೆ.
5362:专用	专用	专用	ప్రత్యేక వినియోగానికి; కేటాయించిన	ఈ మార్గం సిబ్బంది వినియోగానికి మాత్రమే కేటాయించబడింది.	ವಿಶೇಷ ಬಳಕೆಗೆ; ಮೀಸಲಾದ	ಈ ದಾರಿ ಸಿಬ್ಬಂದಿ ಬಳಕೆಗೆ ಮಾತ್ರ ಮೀಸಲಾಗಿದೆ.
5363:专注	专注	专注	ఏకాగ్రంగా; దృష్టి కేంద్రీకరించడం	ఆమె ప్రయోగాలు చేసే సమయంలో చాలా ఏకాగ్రంగా ఉంటుంది.	ಗಮನಕೇಂದ್ರಿತ; ಏಕಾಗ್ರ	ಅವಳು ಪ್ರಯೋಗ ಮಾಡುವಾಗ ತುಂಬ ಏಕಾಗ್ರಳಾಗಿರುತ್ತಾಳೆ.
5364:转换	转换	转换	మార్చడం; రూపాంతరం చేయడం	దయచేసి ఫైల్‌ను PDF ఆకృతికి మార్చండి.	ಪರಿವರ್ತಿಸುವುದು; ಬದಲಿಸುವುದು	ದಯವಿಟ್ಟು ಕಡತವನ್ನು PDF ರೂಪಕ್ಕೆ ಪರಿವರ್ತಿಸಿ.
5365:转交	转交	转交	అప్పగించడం; ముందుకు అందించడం	దయచేసి ఈ లేఖను మేనేజర్‌కు అప్పగించండి.	ಒಪ್ಪಿಸುವುದು; ಮುಂದಕ್ಕೆ ನೀಡುವುದು	ದಯವಿಟ್ಟು ಈ ಪತ್ರವನ್ನು ವ್ಯವಸ್ಥಾಪಕರಿಗೆ ಒಪ್ಪಿಸಿ.
5367:转身	转身	转身	తిరగడం; వెనక్కి తిరగడం	శబ్దం విన్న వెంటనే అతను తిరిగాడు.	ತಿರುಗುವುದು; ಹಿಂದಿರುಗಿ ನೋಡುವುದು	ಅವನು ಶಬ್ದ ಕೇಳಿದ ತಕ್ಷಣ ತಿರುಗಿದನು.
5370:转动	转动	转动	తిరగడం; తిప్పడం	యంత్రం చక్రం తిరగడం ప్రారంభించింది.	ಸುತ್ತುವುದು; ತಿರುಗಿಸುವುದು	ಯಂತ್ರದ ಚಕ್ರ ಸುತ್ತಲು ಆರಂಭಿಸಿತು.
5374:捉	捉	捉	పట్టుకోవడం	పిల్లలు ఆవరణలో సీతాకోకచిలుకలను పట్టుకున్నారు.	ಹಿಡಿಯುವುದು	ಮಕ್ಕಳು ಅಂಗಳದಲ್ಲಿ ಚಿಟ್ಟೆಗಳನ್ನು ಹಿಡಿದರು.
5378:自来水	自来水	自来水	కుళాయి నీరు	ఇక్కడి కుళాయి నీటిని నేరుగా తాగవచ్చు.	ಟ್ಯಾಪ್ ನೀರು	ಇಲ್ಲಿನ ಟ್ಯಾಪ್ ನೀರನ್ನು ನೇರವಾಗಿ ಕುಡಿಯಬಹುದು.
5379:自律	自律	自律	స్వీయ క్రమశిక్షణ	స్వీయ క్రమశిక్షణను నిలుపుకోవడం చదువుకు ముఖ్యమైనది.	ಸ್ವಯಂ ಶಿಸ್ತು	ಸ್ವಯಂ ಶಿಸ್ತನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳುವುದು ಅಧ್ಯಯನಕ್ಕೆ ಮುಖ್ಯ.
5381:自杀	自杀	自杀	ఆత్మహత్య	వార్తా నివేదికలు ఆత్మహత్య సంఘటనలను జాగ్రత్తగా నిర్వహించాలి.	ಆತ್ಮಹತ್ಯೆ	ಸುದ್ದಿ ವರದಿಗಳು ಆತ್ಮಹತ್ಯೆ ಘಟನೆಗಳನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ನಿರ್ವಹಿಸಬೇಕು.
5382:自我	自我	自我	స్వయం; తనను తాను	ప్రయాణం అతనికి తనను తాను మరింతగా అర్థం చేసుకునేలా చేసింది.	ಸ್ವ; ತನ್ನನ್ನು ತಾನು	ಪ್ರಯಾಣ ಅವನಿಗೆ ತನ್ನನ್ನು ತಾನು ಇನ್ನಷ್ಟು ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಸಹಾಯ ಮಾಡಿತು.
5383:自言自语	自言自语	自言自语	తనతో తాను మాట్లాడుకోవడం	ఆమె పుస్తకాల అల్మారాను సర్దుకుంటూ తనతో తాను మాట్లాడుకుంది.	ತನ್ನೊಳಗೆ ಮಾತಾಡಿಕೊಳ್ಳುವುದು	ಅವಳು ಪುಸ್ತಕದ ರ್ಯಾಕ್ ಸರಿಪಡಿಸುತ್ತಾ ತನ್ನೊಳಗೆ ಮಾತಾಡಿಕೊಂಡಳು.
5385:自助	自助	自助	స్వీయ సేవ	ఈ రెస్టారెంట్ స్వీయ సేవ అల్పాహారం అందిస్తుంది.	ಸ್ವಸೇವೆ	ಈ ಉಪಹಾರ ಗೃಹವು ಸ್ವಸೇವೆ ಉಪಹಾರವನ್ನು ಒದಗಿಸುತ್ತದೆ.
5388:总计	总计	总计	మొత్తం; మొత్తం లెక్క	ఈ కార్యక్రమంలో మొత్తం రెండు వందల మంది పాల్గొన్నారు.	ಒಟ್ಟು; ಒಟ್ಟು ಮೊತ್ತ	ಈ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಒಟ್ಟು ಎರಡು ನೂರು ಜನರು ಭಾಗವಹಿಸಿದರು.
5391:粽子	粽子	粽子	జోంగ్జి; ఆకుల్లో చుట్టిన బియ్యపు వంటకం	డ్రాగన్ బోట్ పండుగకు మేము చాలా జోంగ్జి చేశాము.	ಜೋಂಗ್‌ಜಿ; ಎಲೆಗಳಲ್ಲಿ ಸುತ್ತಿದ ಅಕ್ಕಿ ಉಂಡೆ	ಡ್ರ್ಯಾಗನ್ ದೋಣಿ ಹಬ್ಬಕ್ಕೆ ನಾವು ಅನೇಕ ಜೋಂಗ್‌ಜಿಗಳನ್ನು ಮಾಡಿದೆವು.
5393:足	足	足	సరిపడే; తగినంత	ఈ డబ్బు టికెట్ కొనడానికి సరిపోతుంది.	ಸಾಕಷ್ಟು; ತೃಪ್ತಿಕರ	ಈ ಹಣ ಟಿಕೆಟ್ ಖರೀದಿಸಲು ಸಾಕಷ್ಟಾಗಿದೆ.
5396:阻挡	阻挡	阻挡	అడ్డుకోవడం; నిలిపివేయడం	భారీ మంచు వాహనాలు ముందుకు సాగకుండా అడ్డుకుంది.	ತಡೆಯುವುದು; ಅಡ್ಡಿಪಡಿಸುವುದು	ಭಾರಿ ಹಿಮವು ವಾಹನಗಳು ಮುಂದೆ ಸಾಗುವುದನ್ನು ತಡೆದಿತು.
5399:钻	钻	钻	డ్రిల్ చేయడం; లోపలికి చేరడం	బాలుడు టేబుల్ క్రిందికి చేరాడు.	ತುರಿಯುವುದು; ಒಳನುಗ್ಗುವುದು	ಮಗು ಮೇಜಿನ ಕೆಳಗೆ ಒಳನುಗ್ಗಿತು.
5400:罪	罪	罪	నేరం; తప్పు	అతను తన నేరాన్ని ఒప్పుకున్నాడు.	ಅಪರಾಧ; ತಪ್ಪು	ಅವನು ತನ್ನ ಅಪರಾಧವನ್ನು ಒಪ್ಪಿಕೊಂಡನು.
