hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
1442:快餐	快餐	快餐	ఫాస్ట్ ఫుడ్	మధ్యాహ్నం మేము ఫాస్ట్ ఫుడ్ తిన్నాము.	ವೇಗದ ಆಹಾರ	ಮಧ್ಯಾಹ್ನ ನಾವು ವೇಗದ ಆಹಾರ ತಿಂದೆವು.
1443:快递	快递	快递	ఎక్స్‌ప్రెస్ డెలివరీ	నా పార్సెల్ ఇంకా రాలేదు.	ಎಕ್ಸ್‌ಪ್ರೆಸ್ ವಿತರಣೆ	ನನ್ನ ಪಾರ್ಸೆಲ್ ಇನ್ನೂ ಬಂದಿಲ್ಲ.
1444:快速	快速	快速	త్వరిత; వేగమైన	ఇది ఒక త్వరిత మార్గం.	ವೇಗವಾದ	ಇದು ಒಂದು ವೇಗದ ಮಾರ್ಗವಾಗಿದೆ.
1448:垃圾	垃圾	垃圾	చెత్త	దయచేసి చెత్తను బుట్టలో వేయండి.	ಕಸ	ದಯವಿಟ್ಟು ಕಸವನ್ನು ಡಬ್ಬಿಯಲ್ಲಿ ಹಾಕಿ.
1456:老家	老家	老家	స్వగ్రామం	వసంతోత్సవ సమయంలో అతను స్వగ్రామానికి తిరిగి వెళ్తాడు.	ಹುಟ್ಟೂರು	ವಸಂತ ಹಬ್ಬದ ಸಮಯದಲ್ಲಿ ಅವನು ಹುಟ್ಟೂರಿಗೆ ಮರಳುತ್ತಾನೆ.
1457:老年	老年	老年	వృద్ధాప్యం	వృద్ధులకూ వ్యాయామం అవసరం.	ವೃದ್ಧಾಪ್ಯ	ವೃದ್ಧರಿಗೂ ವ್ಯಾಯಾಮ ಅಗತ್ಯ.
1458:老是	老是	老是	ఎప్పుడూ; పదేపదే	అతను ఎప్పుడూ తాళాలు తీసుకురావడం మరిచిపోతాడు.	ಯಾವಾಗಲೂ; ಪದೇಪದೇ	ಅವನು ಯಾವಾಗಲೂ ಕೀಲಿಗಳನ್ನು ತರಲು ಮರೆತುಬಿಡುತ್ತಾನೆ.
1467:例子	例子	例子	ఉదాహరణ	గురువు మరో ఉదాహరణ ఇచ్చారు.	ಉದಾಹರಣೆ	ಶಿಕ್ಷಕರು ಮತ್ತೊಂದು ಉದಾಹರಣೆ ನೀಡಿದರು.
1471:凉	凉	凉	చల్లగా	ఈ కప్పు టీ ఇప్పటికే చల్లారిపోయింది.	ತಂಪಾದ	ಈ ಕಪ್ ಚಹಾ ಈಗಾಗಲೇ ತಣ್ಣಗಾಗಿದೆ.
1472:量	量	量	కొలవడం	నర్స్ పిల్లవాడి ఉష్ణోగ్రత కొలిచింది.	ಅಳೆಯುವುದು	ನರ್ಸ್ ಮಗುವಿನ ತಾಪಮಾನವನ್ನು ಅಳೆಯಿದರು.
1475:列	列	列	జాబితా చేయడం; వరుస	దయచేసి పేర్లను జాబితా చేయండి.	ಪಟ್ಟಿ ಮಾಡುವುದು; ಸಾಲು	ದಯವಿಟ್ಟು ಹೆಸರುಗಳನ್ನು ಪಟ್ಟಿಮಾಡಿ.
1476:零下	零下	零下	శూన్యానికి దిగువ	ఈ ఉదయం ఉష్ణోగ్రత శూన్యానికి ఐదు డిగ్రీలు దిగువగా ఉంది.	ಶೂನ್ಯಕ್ಕಿಂತ ಕೆಳಗೆ	ಇಂದು ಬೆಳಿಗ್ಗೆ ತಾಪಮಾನ ಶೂನ್ಯಕ್ಕಿಂತ ಐದು ಡಿಗ್ರಿ ಕೆಳಗಿತ್ತು.
1477:零花钱	零花钱	零花钱	ఖర్చు డబ్బు	అతను తన ఖర్చు డబ్బును దాచుకున్నాడు.	ಜೇಬು ಖರ್ಚು ಹಣ	ಅವನು ತನ್ನ ಜೇಬು ಖರ್ಚು ಹಣವನ್ನು ಉಳಿಸಿಕೊಂಡನು.
1480:另	另	另	మరొకటి; విడిగా	దయచేసి మరొక సమయాన్ని ఎంచుకోండి.	ಇನ್ನೊಂದು; ಪ್ರತ್ಯೇಕವಾಗಿ	ದಯವಿಟ್ಟು ಇನ್ನೊಂದು ಸಮಯವನ್ನು ಆಯ್ಕೆಮಾಡಿ.
1483:流	流	流	ప్రవహించడం	చిన్న నది గ్రామం పక్కగా ప్రవహిస్తుంది.	ಹರಿಯುವುದು	ಸಣ್ಣ ನದಿ ಹಳ್ಳಿಯ ಅಂಚಿನಿಂದ ಹರಿಯುತ್ತದೆ.
1485:留下	留下	留下	వదిలి పెట్టడం; ఉండిపోవడం	దయచేసి మీ ఫోన్ నంబర్‌ను వదిలి పెట్టండి.	ಬಿಟ್ಟುಹೋಗುವುದು; ಉಳಿಯುವುದು	ದಯವಿಟ್ಟು ನಿಮ್ಮ ದೂರವಾಣಿ ಸಂಖ್ಯೆಯನ್ನು ಬಿಡಿ.
1487:路过	路过	路过	దారిలో వెళ్లడం	పుస్తక దుకాణం దాటుతున్నప్పుడు నేను ఒక పుస్తకం కొన్నాను.	ಹಾದುಹೋಗುವುದು	ಪುಸ್ತಕ ಅಂಗಡಿಯ ಬಳಿಯಿಂದ ಹಾದುಹೋದಾಗ ನಾನು ಒಂದು ಪುಸ್ತಕ ಕೊಂಡೆ.
1488:旅馆	旅馆	旅馆	హోటల్; ఇన్	ఈ హోటల్ స్టేషన్‌కు చాలా దగ్గరగా ఉంది.	ಹೋಟೆಲ್; ವಸತಿ ಮಂದಿರ	ಈ ಹೋಟೆಲ್ ನಿಲ್ದಾಣಕ್ಕೆ ಬಹಳ ಹತ್ತಿರದಲ್ಲಿದೆ.
1489:旅客	旅客	旅客	ప్రయాణికుడు	ప్రయాణికులు విమానంలో ఎక్కడానికి వరుసలో నిలబడ్డారు.	ಪ್ರಯಾಣಿಕ	ಪ್ರಯಾಣಿಕರು ಏರಲು ಸಾಲಿನಲ್ಲಿ ನಿಂತಿದ್ದಾರೆ.
1493:落	落	落	పడిపోవడం	ఆకులు రోడ్డుపై పడ్డాయి.	ಬೀಳುವುದು	ಎಲೆಗಳು ರಸ್ತೆಯ ಮೇಲೆ ಬಿದ್ದವು.
1498:毛衣	毛衣	毛衣	స్వెటర్	ఈ స్వెటర్ చాలా వెచ్చగా ఉంది.	ಸ್ವೆಟರ್	ಈ ಸ್ವೆಟರ್ ತುಂಬ ಬಿಸಿಯಾಗಿರುತ್ತದೆ.
1500:美	美	美	అందంగా	ఇక్కడి దృశ్యం చాలా అందంగా ఉంది.	ಸುಂದರ	ಇಲ್ಲಿನ ದೃಶ್ಯ ಬಹಳ ಸುಂದರವಾಗಿದೆ.
1501:美好	美好	美好	అందమైన; సంతోషకరమైన	అందరూ మంచి జీవితాన్ని ఆశిస్తున్నారు.	ಸುಂದರ; ಸಂತೋಷಕರ	ಎಲ್ಲರೂ ಒಳ್ಳೆಯ ಜೀವನವನ್ನು ಆಶಿಸುತ್ತಾರೆ.
1502:美景	美景	美景	అందమైన దృశ్యం	కొండపై ఉన్న అందమైన దృశ్యం మరచిపోలేనిది.	ಸುಂದರ ದೃಶ್ಯ	ಬೆಟ್ಟದ ಮೇಲಿನ ಸುಂದರ ದೃಶ್ಯ ಮರೆಯಲಾಗದಂತಿದೆ.
1504:美食	美食	美食	రుచికరమైన ఆహారం	ఇక్కడ స్థానిక రుచికరమైన ఆహారం చాలా ఉంది.	ರುಚಿಕರ ಆಹಾರ	ಇಲ್ಲಿ ಸ್ಥಳೀಯ ರುಚಿಕರ ಆಹಾರ ಬಹಳಷ್ಟು ಇದೆ.
1510:面试	面试	面试	ఇంటర్వ్యూ	అతను రేపు ఉదయం ఇంటర్వ్యూకు వెళ్తాడు.	ಸಂದರ್ಶನ	ಅವನು ನಾಳೆ ಬೆಳಿಗ್ಗೆ ಸಂದರ್ಶನಕ್ಕೆ ಹೋಗುತ್ತಾನೆ.
1513:末	末	末	చివర	జూన్ చివరలో పాఠశాల సెలవులు మొదలవుతాయి.	ಕೊನೆ	ಜೂನ್ ಕೊನೆಯಲ್ಲಿ ಶಾಲಾ ರಜೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
1514:母女	母女	母女	తల్లి మరియు కుమార్తె	ఈ తల్లి కుమార్తె కలిసి ప్రయాణిస్తున్నారు.	ತಾಯಿ ಮತ್ತು ಮಗಳು	ಈ ತಾಯಿ ಮತ್ತು ಮಗಳು ಒಟ್ಟಿಗೆ ಪ್ರಯಾಣಿಸುತ್ತಿದ್ದಾರೆ.
1516:母子	母子	母子	తల్లి మరియు కుమారుడు	ఈ తల్లి కుమారుడు దక్షిణ భాగంలో ఉంటారు.	ತಾಯಿ ಮತ್ತು ಮಗ	ಈ ತಾಯಿ ಮತ್ತು ಮಗ ದಕ್ಷಿಣ ಭಾಗದಲ್ಲಿ ವಾಸಿಸುತ್ತಾರೆ.
1519:目的地	目的地	目的地	గమ్యస్థానం	మా గమ్యస్థానం బీజింగ్.	ಗಮ್ಯಸ್ಥಾನ	ನಮ್ಮ ಗಮ್ಯಸ್ಥಾನ ಬೀಜಿಂಗ್.
1522:南部	南部	南部	దక్షిణ భాగం	ఈ దేశం దక్షిణ భాగం వెచ్చగా ఉంటుంది.	ದಕ್ಷಿಣ ಭಾಗ	ಈ ದೇಶದ ದಕ್ಷಿಣ ಭಾಗ ಬಿಸಿಯಾಗಿರುತ್ತದೆ.
1524:男士	男士	男士	పురుషుడు; జెంటిల్మన్	పురుషుల శౌచాలయం ఎడమవైపున ఉంది.	ಪುರುಷ; ಸಜ್ಜನ	ಪುರುಷರ ಶೌಚಾಲಯ ಎಡಬದಿಯಲ್ಲಿದೆ.
1526:难忘	难忘	难忘	మరచిపోలేని	ఈ ప్రయాణం చాలా మరచిపోలేనిది.	ಮರೆಯಲಾಗದ	ಈ ಪ್ರಯಾಣ ತುಂಬ ಮರೆಯಲಾಗದಂತಿತ್ತು.
1527:男性	男性	男性	పురుషుడు; మగ	ఈ కార్యక్రమానికి పురుషులు మరియు మహిళలు ఇద్దరూ స్వాగతం.	ಪುರುಷ; ಗಂಡು	ಈ ಚಟುವಟಿಕೆಗೆ ಪುರುಷರು ಮತ್ತು ಮಹಿಳೆಯರು ಇಬ್ಬರಿಗೂ ಸ್ವಾಗತ.
1530:内心	内心	内心	అంతరంగం; భావాలు	అతను లోపల నిజానికి చాలా టెన్షన్‌గా ఉన్నాడు.	ಅಂತರಂಗ; ಭಾವನೆಗಳು	ಅವನು ಒಳಗೆ ನಿಜವಾಗಿ ತುಂಬ ಆತಂಕದಲ್ಲಿದ್ದಾನೆ.
1531:能否	能否	能否	చేయగలమా లేదా	ముందుగానే నమోదు చేసుకోవచ్చా అని అడగవచ్చా?	ಸಾಧ್ಯವೇ ಇಲ್ಲವೇ	ಮುಂಚಿತವಾಗಿ ನೋಂದಾಯಿಸಬಹುದೇ ಎಂದು ಕೇಳಬಹುದೇ?
1532:能够	能够	能够	చేయగలగడం	అతను స్వతంత్రంగా పని పూర్తి చేయగలడు.	ಸಾಧ್ಯವಾಗುವುದು	ಅವನು ಸ್ವತಂತ್ರವಾಗಿ ಕೆಲಸವನ್ನು ಪೂರ್ಣಗೊಳಿಸಬಲ್ಲನು.
1535:年底	年底	年底	సంవత్సరాంతం	కంపెనీ సంవత్సరాంతంలో సమూహ భోజనం నిర్వహిస్తుంది.	ವರ್ಷಾಂತ್ಯ	ಕಂಪನಿ ವರ್ಷಾಂತ್ಯದಲ್ಲಿ ಗುಂಪು ಊಟವನ್ನು ಆಯೋಜಿಸುತ್ತದೆ.
1539:女性	女性	女性	మహిళ; స్త్రీ	ఈ దుకాణంలో చాలా మంది మహిళా కస్టమర్లు ఉన్నారు.	ಮಹಿಳೆ; ಸ್ತ್ರೀ	ಈ ಅಂಗಡಿಯಲ್ಲಿ ಅನೇಕ ಮಹಿಳಾ ಗ್ರಾಹಕರು ಇದ್ದಾರೆ.
1543:排	排	排	వరుసలో నిలబడడం; వరుస	అందరూ తలుపు దగ్గర వరుసలో నిలబడ్డారు.	ಸಾಲಿನಲ್ಲಿ ನಿಲ್ಲುವುದು; ಸಾಲು	ಎಲ್ಲರೂ ಬಾಗಿಲಿನ ಬಳಿ ಸಾಲಿನಲ್ಲಿ ನಿಂತಿದ್ದಾರೆ.
1544:牌	牌	牌	బోర్డు; కార్డు; బ్రాండ్	తలుపు దగ్గర బోర్డుపై వ్యాపార సమయం రాసి ఉంది.	ಫಲಕ; ಕಾರ್ಡ್; ಬ್ರ್ಯಾಂಡ್	ಬಾಗಿಲಿನ ಫಲಕದಲ್ಲಿ ವ್ಯಾಪಾರ ಸಮಯ ಬರೆದಿದೆ.
1546:排球	排球	排球	వాలీబాల్	మేము మధ్యాహ్నం వాలీబాల్ ఆడతాము.	ವಾಲಿಬಾಲ್	ನಾವು ಮಧ್ಯಾಹ್ನ ವಾಲಿಬಾಲ್ ಆಡುತ್ತೇವೆ.
1547:牌子	牌子	牌子	బ్రాండ్; బోర్డు	ఈ బ్రాండ్ సంచులు చాలా ప్రజాదరణ పొందాయి.	ಬ್ರ್ಯಾಂಡ್; ಫಲಕ	ಈ ಬ್ರ್ಯಾಂಡ್‌ನ ಚೀಲಗಳು ಬಹಳ ಜನಪ್ರಿಯ.
1560:葡萄酒	葡萄酒	葡萄酒	వైన్	వారు భోజన సమయంలో కొద్దిగా వైన్ తాగారు.	ದ್ರಾಕ್ಷಾರಸ	ಅವರು ಊಟದ ಸಮಯದಲ್ಲಿ ಸ್ವಲ್ಪ ದ್ರಾಕ್ಷಾರಸ ಕುಡಿದರು.
1562:普通	普通	普通	సాధారణ	ఇది ఒక సాధారణ భోజనశాల.	ಸಾಮಾನ್ಯ	ಇದು ಒಂದು ಸಾಮಾನ್ಯ ಊಟದ ಮನೆ.
1564:期	期	期	కాలం; సంచిక; దశ	ఈ కోర్సు మూడు దశలుగా విభజించబడింది.	ಅವಧಿ; ಸಂಚಿಕೆ; ಹಂತ	ಈ ಪಠ್ಯಕ್ರಮವನ್ನು ಮೂರು ಹಂತಗಳಾಗಿ ವಿಭಜಿಸಲಾಗಿದೆ.
1565:期末	期末	期末	టర్మ్ ముగింపు	టర్మ్ ముగింపు పరీక్ష త్వరలో వస్తోంది.	ಅವಧಿಯ ಕೊನೆ	ಅವಧಿ ಅಂತ್ಯದ ಪರೀಕ್ಷೆ ಬೇಗ ಬರುತ್ತಿದೆ.
1566:期中	期中	期中	మధ్యంతర	మధ్యంతర పరీక్ష వచ్చే వారం ఉంది.	ಮಧ್ಯಾವಧಿ	ಮಧ್ಯಾವಧಿ ಪರೀಕ್ಷೆ ಮುಂದಿನ ವಾರ ಇದೆ.
1569:起到	起到	起到	పాత్ర పోషించడం; ప్రభావం చూపడం	ఈ కార్యక్రమం మంచి ప్రభావం చూపింది.	ಪಾತ್ರ ವಹಿಸುವುದು; ಪರಿಣಾಮ ಬೀರುವುದು	ಈ ಚಟುವಟಿಕೆ ಉತ್ತಮ ಪರಿಣಾಮ ಬೀರಿತು.
1570:气	气	气	గాలి; వాయువు	సైకిల్ టైర్‌లో గాలి లేదు.	ಗಾಳಿ; ಅನಿಲ	ಸೈಕಲ್ ಟೈರ್‌ನಲ್ಲಿ ಗಾಳಿ ಇಲ್ಲ.
1572:汽水	汽水	汽水	సోడా	పిల్లలకు సోడా తాగడం ఇష్టం.	ಸೋಡಾ	ಮಕ್ಕಳಿಗೆ ಸೋಡಾ ಕುಡಿಯುವುದು ಇಷ್ಟ.
1573:气温	气温	气温	గాలి ఉష్ణోగ్రత	ఈ రోజు ఉష్ణోగ్రత నిన్నటి కంటే ఎక్కువగా ఉంది.	ವಾತಾವರಣದ ತಾಪಮಾನ	ಇಂದಿನ ತಾಪಮಾನ ನಿನ್ನೆಗಿಂತ ಹೆಚ್ಚಾಗಿದೆ.
1574:千克	千克	千克	కిలోగ్రాము	ఈ బియ్యం సంచి ఐదు కిలోల బరువు ఉంది.	ಕಿಲೋಗ್ರಾಂ	ಈ ಅಕ್ಕಿ ಚೀಲ ಐದು ಕಿಲೋಗ್ರಾಂ ತೂಕವಿದೆ.
1577:前方	前方	前方	ముందు; ముందుభాగం	ముందు ఒక కూడలి ఉంది.	ಮುಂದೆ; ಮುಂಭಾಗ	ಮುಂದೆ ಒಂದು ರಸ್ತೆ ಸಂಧಿ ಇದೆ.
1578:前后	前后	前后	చుట్టూ; ముందు మరియు తరువాత	సమావేశం మొత్తం సుమారు రెండు గంటలు పట్టింది.	ಸುಮಾರು; ಮೊದಲು ಮತ್ತು ನಂತರ	ಸಭೆ ಒಟ್ಟು ಸುಮಾರು ಎರಡು ಗಂಟೆ ತೆಗೆದುಕೊಂಡಿತು.
1579:强	强	强	బలమైన	ఈ జట్టు చాలా బలంగా ఉంది.	ಬಲವಾದ	ಈ ತಂಡ ಬಹಳ ಬಲವಾಗಿದೆ.
1582:巧	巧	巧	యాదృచ్ఛికం; నైపుణ్యమైన	ఎంత యాదృచ్ఛికం, మనం మళ్లీ కలిశాం.	ಯಾದೃಚ್ಛಿಕ; ಕುಶಲ	ಎಷ್ಟು ಯಾದೃಚ್ಛಿಕ, ನಾವು ಮತ್ತೆ ಭೇಟಿಯಾದೆವು.
1585:琴	琴	琴	సంగీత వాద్యం	ఆమె చిన్నప్పటి నుంచి వాద్యం వాయించడం నేర్చుకుంది.	ವಾದ್ಯ	ಅವಳು ಬಾಲ್ಯದಿಂದಲೇ ವಾದ್ಯ ವಾದಿಸುವುದನ್ನು ಕಲಿತಳು.
1587:青年	青年	青年	యువకుడు; యువజనుడు	చాలా మంది యువకులకు ఈ క్రీడ నచ్చుతుంది.	ಯುವಕ; ಯುವಜನ	ಅನೇಕ ಯುವಜನರಿಗೆ ಈ ಕ್ರೀಡೆ ಇಷ್ಟ.
1591:球队	球队	球队	క్రీడా జట్టు	ఈ జట్టులో చాలా మంది కొత్త సభ్యులు ఉన్నారు.	ಕ್ರೀಡಾ ತಂಡ	ಈ ತಂಡದಲ್ಲಿ ಅನೇಕ ಹೊಸ ಸದಸ್ಯರು ಇದ್ದಾರೆ.
1593:区	区	区	జిల్లా; ప్రాంతం	ఈ ప్రాంతంలో చాలా పాఠశాలలు ఉన్నాయి.	ಜಿಲ್ಲೆ; ಪ್ರದೇಶ	ಈ ಪ್ರದೇಶದಲ್ಲಿ ಅನೇಕ ಶಾಲೆಗಳು ಇವೆ.
1596:取得	取得	取得	పొందడం; సాధించడం	అతను మంచి ఫలితాలు సాధించాడు.	ಪಡೆಯುವುದು; ಸಾಧಿಸುವುದು	ಅವನು ಉತ್ತಮ ಫಲಿತಾಂಶಗಳನ್ನು ಸಾಧಿಸಿದನು.
1598:全	全	全	మొత్తం; అంతా	మొత్తం తరగతి పోటీలో పాల్గొంది.	ಪೂರ್ಣ; ಎಲ್ಲಾ	ಪೂರ್ಣ ತರಗತಿಯೂ ಸ್ಪರ್ಧೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿತು.
1600:全都	全都	全都	అన్నీ	ఈ సమస్యలన్నీ పరిష్కారమయ్యాయి.	ಎಲ್ಲವೂ	ಈ ಸಮಸ್ಯೆಗಳೆಲ್ಲವೂ ಪರಿಹಾರವಾದವು.
1601:全球	全球	全球	ప్రపంచవ్యాప్త; మొత్తం ప్రపంచం	ప్రపంచం నలుమూలల పర్యాటకులు ఈ సుందర ప్రదేశాన్ని ఇష్టపడతారు.	ಜಾಗತಿಕ; ಸಂಪೂರ್ಣ ಜಗತ್ತು	ಜಗತ್ತಿನ ಎಲ್ಲೆಡೆಯ ಪ್ರವಾಸಿಗರು ಈ ಪ್ರೇಕ್ಷಣೀಯ ಸ್ಥಳವನ್ನು ಇಷ್ಟಪಡುತ್ತಾರೆ.
1602:全身	全身	全身	మొత్తం శరీరం	పరుగెత్తిన తర్వాత అతని మొత్తం శరీరం చెమటతో తడిసింది.	ಪೂರ್ಣ ದೇಹ	ಓಡಿದ ನಂತರ ಅವನ ಪೂರ್ಣ ದೇಹ ಬೆವರಿನಿಂದ ತುಂಬಿತ್ತು.
1603:缺	缺	缺	లేకపోవడం; కొరతగా ఉండడం	మాకు ఇంకా ఒక కుర్చీ తక్కువగా ఉంది.	ಕಮ್ಮಿಯಾಗಿರುವುದು; ಕೊರತೆ	ನಮಗೆ ಇನ್ನೂ ಒಂದು ಕುರ್ಚಿ ಕೊರತೆಯಿದೆ.
1611:人数	人数	人数	మంది సంఖ్య	ఈ కార్యక్రమంలో మంది సంఖ్య ఎక్కువ కాదు.	ಜನರ ಸಂಖ್ಯೆ	ಈ ಚಟುವಟಿಕೆಯಲ್ಲಿ ಜನರ ಸಂಖ್ಯೆ ಹೆಚ್ಚು ಇಲ್ಲ.
1616:仍	仍	仍	ఇంకా	అతను ఇంకా చైనీస్ నేర్చుకుంటున్నాడు.	ಇನ್ನೂ	ಅವನು ಇನ್ನೂ ಚೀನೀ ಭಾಷೆ ಕಲಿಯುತ್ತಿದ್ದಾನೆ.
1622:入	入	入	ప్రవేశించడం	దయచేసి దక్షిణ గేటు ద్వారా ప్రవేశించండి.	ಪ್ರವೇಶಿಸುವುದು	ದಯವಿಟ್ಟು ದಕ್ಷಿಣ ದ್ವಾರದಿಂದ ಪ್ರವೇಶಿಸಿ.
1624:入学	入学	入学	పాఠశాలలో చేరడం	పిల్లవాడు ఈ సెప్టెంబర్‌లో పాఠశాలలో చేరుతాడు.	ಶಾಲೆಗೆ ಸೇರುವುದು	ಮಗು ಈ ಸೆಪ್ಟೆಂಬರ್‌ನಲ್ಲಿ ಶಾಲೆಗೆ ಸೇರುತ್ತದೆ.
1625:入住	入住	入住	చెక్ ఇన్ చేయడం; నివసించడానికి చేరడం	మేము మధ్యాహ్నం రెండు గంటలకు చెక్ ఇన్ చేయవచ్చు.	ಚೆಕ್ ಇನ್ ಮಾಡುವುದು; ವಾಸಕ್ಕೆ ಸೇರುವುದು	ನಾವು ಮಧ್ಯಾಹ್ನ ಎರಡು ಗಂಟೆಗೆ ಚೆಕ್ ಇನ್ ಮಾಡಬಹುದು.
1627:扫码	扫码	扫码	కోడ్ స్కాన్ చేయడం	టికెట్ కొనడానికి ముందు కోడ్ స్కాన్ చేయాలి.	ಕೋಡ್ ಸ್ಕ್ಯಾನ್ ಮಾಡುವುದು	ಟಿಕೆಟ್ ಖರೀದಿಸುವ ಮೊದಲು ಕೋಡ್ ಸ್ಕ್ಯಾನ್ ಮಾಡಬೇಕು.
1632:上门	上门	上门	ఇంటికి వచ్చి సేవ చేయడం	డాక్టర్ ఇంటికి వచ్చి సేవ చేయగలడు.	ಮನೆಗೆ ಬಂದು ಸೇವೆ ನೀಡುವುದು	ವೈದ್ಯರು ಮನೆಗೆ ಬಂದು ಸೇವೆ ನೀಡಬಹುದು.
1633:稍	稍	稍	కొంచెం	దయచేసి కొద్దిసేపు వేచి ఉండండి.	ಸ್ವಲ್ಪ	ದಯವಿಟ್ಟು ಸ್ವಲ್ಪ ಹೊತ್ತು ಕಾಯಿರಿ.
1635:少见	少见	少见	అరుదైన	ఇలాంటి పరిస్థితి కొంత అరుదుగా ఉంటుంది.	ಅಪರೂಪ	ಇಂತಹ ಪರಿಸ್ಥಿತಿ ಸ್ವಲ್ಪ ಅಪರೂಪ.
1636:少量	少量	少量	చిన్న పరిమాణం	దయచేసి కొద్దిగా ఉప్పు జోడించండి.	ಸಣ್ಣ ಪ್ರಮಾಣ	ದಯವಿಟ್ಟು ಸ್ವಲ್ಪ ಉಪ್ಪು ಸೇರಿಸಿ.
1637:少数	少数	少数	కొద్దిమంది; అల్పసంఖ్య	కొద్దిమంది విద్యార్థులు నడుచుకుంటూ పాఠశాలకు వెళ్లడాన్ని ఎంచుకుంటారు.	ಸ್ವಲ್ಪ ಮಂದಿ; ಅಲ್ಪಸಂಖ್ಯೆ	ಸ್ವಲ್ಪ ವಿದ್ಯಾರ್ಥಿಗಳು ನಡೆದು ಶಾಲೆಗೆ ಹೋಗುವುದನ್ನು ಆಯ್ಕೆ ಮಾಡುತ್ತಾರೆ.
1638:少年	少年	少年	కిశోరుడు; యువకుడు	ఈ కిశోరుడికి బాస్కెట్‌బాల్ ఆడటం ఇష్టం.	ಕಿಶೋರ; ಯುವಕ	ಈ ಕಿಶೋರನಿಗೆ ಬ್ಯಾಸ್ಕೆಟ್‌ಬಾಲ್ ಆಡುವುದು ಇಷ್ಟ.
1641:身	身	身	శరీరం; దుస్తుల సమితికి గణక పదం	అతను పూర్తిగా నల్ల దుస్తులు ధరించాడు.	ದೇಹ; ಬಟ್ಟೆಯ ಸಮೂಹಕ್ಕೆ ಗಣಕ ಪದ	ಅವನು ಪೂರ್ಣ ಕಪ್ಪು ಬಟ್ಟೆ ಧರಿಸಿದ್ದ.
1643:身份证	身份证	身份证	గుర్తింపు కార్డు	కార్డు కోసం దరఖాస్తు చేసేటప్పుడు గుర్తింపు కార్డు అవసరం.	ಗುರುತಿನ ಚೀಟಿ	ಕಾರ್ಡ್‌ಗೆ ಅರ್ಜಿ ಹಾಕುವಾಗ ಗುರುತಿನ ಚೀಟಿ ಬೇಕು.
1646:生1	生1	生	జన్మనివ్వడం; పెరగడం	ఆమె నిన్న ఒక కుమార్తెకు జన్మనిచ్చింది.	ಹುಟ್ಟುಹಾಕುವುದು; ಬೆಳೆಯುವುದು	ಅವಳು ನಿನ್ನೆ ಒಬ್ಬ ಮಗಳಿಗೆ ಜನ್ಮ ನೀಡಿದಳು.
1647:生2	生2	生	ముడి; వండని	ఈ మాంసం ఇంకా ముడిగానే ఉంది.	ಕಚ್ಚಾ; ಬೇಯದ	ಈ ಮಾಂಸ ಇನ್ನೂ ಕಚ್ಚಾಗಿದೆ.
1655:师生	师生	师生	గురువులు మరియు విద్యార్థులు	మొత్తం పాఠశాల గురువులు మరియు విద్యార్థులు కార్యక్రమంలో పాల్గొన్నారు.	ಶಿಕ್ಷಕರು ಮತ್ತು ವಿದ್ಯಾರ್ಥಿಗಳು	ಸಂಪೂರ್ಣ ಶಾಲೆಯ ಶಿಕ್ಷಕರು ಮತ್ತು ವಿದ್ಯಾರ್ಥಿಗಳು ಚಟುವಟಿಕೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದರು.
1659:时间表	时间表	时间表	సమయ పట్టిక	దయచేసి సమయ పట్టికను నాకు పంపండి.	ಸಮಯಪಟ್ಟಿ	ದಯವಿಟ್ಟು ಸಮಯಪಟ್ಟಿಯನ್ನು ನನಗೆ ಕಳುಹಿಸಿ.
1660:实际上	实际上	实际上	నిజానికి	నిజానికి అతనికి సమాధానం చాలా ముందే తెలుసు.	ನಿಜವಾಗಿ	ನಿಜವಾಗಿ ಅವನಿಗೆ ಉತ್ತರ ಬಹಳ ಹಿಂದೆಯೇ ಗೊತ್ತಿತ್ತು.
1661:食品	食品	食品	ఆహార ఉత్పత్తి	ఈ దుకాణం దిగుమతి ఆహార ఉత్పత్తులు అమ్ముతుంది.	ಆಹಾರ ಉತ್ಪನ್ನ	ಈ ಅಂಗಡಿ ಆಮದು ಆಹಾರ ಉತ್ಪನ್ನಗಳನ್ನು ಮಾರುತ್ತದೆ.
1662:食堂	食堂	食堂	క్యాంటీన్; భోజనశాల	మేము మధ్యాహ్నం క్యాంటీన్‌లో భోజనం చేస్తాము.	ಕ್ಯಾಂಟೀನ್; ಊಟದ ಮಂಟಪ	ನಾವು ಮಧ್ಯಾಹ್ನ ಕ್ಯಾಂಟೀನ್‌ನಲ್ಲಿ ಊಟ ಮಾಡುತ್ತೇವೆ.
1665:十字路口	十字路口	十字路口	కూడలి; చౌరస్తా	కూడలిలో ఎడమవైపు తిరగండి.	ರಸ್ತೆ ಸಂಧಿ; ಚೌಕ	ರಸ್ತೆ ಸಂಧಿಯಲ್ಲಿ ಎಡಕ್ಕೆ ತಿರುಗಿ.
