hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
2752:毛笔	毛笔	毛笔	चीनी लेखन ब्रश	दादाजी ब्रश से वसंत दोहे लिखते हैं।	চীনা লেখার তুলি	দাদু তুলি দিয়ে বসন্ত উৎসবের দুপাশের লেখা লিখছেন।	pinsel na panulat na Tsino	Gumagamit si Lolo ng panulat na brush para magsulat ng Spring Festival couplets.
2755:没法儿	没法儿	没法儿	कोई उपाय नहीं; नहीं कर पाना	बारिश बहुत तेज़ है, हम बाहर नहीं जा सकते।	উপায় নেই; পারা যায় না	বৃষ্টি খুব জোরে হচ্ছে, আমরা বেরোতে পারছি না।	hindi magawa	Masyadong malakas ang ulan, hindi kami makalabas.
2756:玫瑰	玫瑰	玫瑰	गुलाब	फूलों की दुकान के दरवाज़े पर बहुत से गुलाब रखे हैं।	গোলাপ	ফুলের দোকানের সামনে অনেক গোলাপ রাখা আছে।	rosas	Maraming rosas ang nakalagay sa harap ng tindahan ng bulaklak.
2759:美味	美味	美味	स्वादिष्ट; स्वादिष्ट भोजन	यह व्यंजन बहुत स्वादिष्ट है।	সুস্বাদু; সুস্বাদু খাবার	এই পদটি খুব সুস্বাদু।	masarap	Masarap ang pagkaing ito.
2761:门诊	门诊	门诊	बाह्य रोगी क्लिनिक	वह सुबह अस्पताल के बाह्य रोगी विभाग गया।	বহির্বিভাগ	সে সকালে হাসপাতালে বহির্বিভাগে ডাক্তার দেখাতে গেছে।	klinika para sa pasyenteng hindi naka-admit	Nagpunta siya sa ospital sa umaga para sa outpatient na konsultasyon.
2762:迷	迷	迷	प्रशंसक; शौकीन	वह बास्केटबॉल का बड़ा प्रशंसक है।	ভক্ত; অনুরাগী	সে একজন বাস্কেটবল ভক্ত।	tagahanga	Isa siyang tagahanga ng basketball.
2767:面2	面2	面	पक्ष; सतह	दीवार की इस सतह पर फिर से पेंट करना होगा।	পাশ; পৃষ্ঠ	দেয়ালের এই পাশটি আবার রং করতে হবে।	gilid; ibabaw	Kailangang pinturahan muli ang bahaging ito ng dingding.
2770:面向	面向	面向	की ओर; के लिए लक्षित	यह पाठ्यक्रम शुरुआती विद्यार्थियों के लिए है।	উদ্দেশে; মুখী	এই কোর্সটি নতুন শিক্ষার্থীদের উদ্দেশে।	nakatuon sa	Nakatuon ang kursong ito sa mga nagsisimula.
2771:描述	描述	描述	वर्णन करना	कृपया घटना की प्रक्रिया का वर्णन करें।	বর্ণনা করা	দয়া করে ঘটনার ধারাবাহিকতা বর্ণনা করুন।	ilarawan	Pakiilarawan ang nangyari.
2773:名称	名称	名称	नाम; शीर्षक	कृपया फ़ॉर्म में कंपनी का नाम भरें।	নাম; শিরোনাম	দয়া করে ফর্মে কোম্পানির নাম লিখুন।	pangalan; pamagat	Pakisulat ang pangalan ng kompanya sa form.
2779:命1	命1	命	जीवन; भाग्य	इस ऑपरेशन ने उसकी जान बचा ली।	জীবন; ভাগ্য	এই অস্ত্রোপচার তার জীবন বাঁচিয়েছে।	buhay; kapalaran	Iniligtas ng operasyong ito ang kanyang buhay.
2790:难度	难度	难度	कठिनाई का स्तर	इस प्रश्न की कठिनाई कम नहीं है।	কঠিনতার মাত্রা	এই প্রশ্নের কঠিনতার মাত্রা কম নয়।	antas ng hirap	Hindi mababa ang antas ng hirap ng tanong na ito.
2791:难以	难以	难以	करना कठिन	यह समस्या अल्पकाल में हल करना कठिन है।	কঠিন হওয়া	এই সমস্যা স্বল্প সময়ে সমাধান করা কঠিন।	mahirap na	Mahirap malutas ang problemang ito sa maikling panahon.
2792:男子	男子	男子	पुरुष	एक युवा पुरुष रास्ता पूछ रहा है।	পুরুষ	একজন তরুণ পুরুষ রাস্তা জিজ্ঞেস করছে।	lalaki	May isang binatang lalaki na nagtatanong ng daan.
2793:闹	闹	闹	शोरगुल होना; झगड़ा करना	बाहर बहुत शोर है, मैं आराम नहीं कर सकता।	হইচই করা; গোলমাল করা	বাইরে খুব হইচই, আমি বিশ্রাম নিতে পারছি না।	maingay; manggulo	Masyadong maingay sa labas, hindi ako makapagpahinga.
2794:闹钟	闹钟	闹钟	अलार्म घड़ी	मैंने अलार्म सुबह छह बजे के लिए लगाया है।	অ্যালার্ম ঘড়ি	আমি অ্যালার্ম ঘড়ি সকাল ছয়টায় সেট করেছি।	orasan na may alarm	Itinakda ko ang orasan na may alarm sa alas-sais ng umaga.
2797:年初	年初	年初	साल की शुरुआत	साल की शुरुआत में कंपनी ने नई योजना बनाई।	বছরের শুরু	বছরের শুরুতে কোম্পানি নতুন পরিকল্পনা করেছে।	simula ng taon	Gumawa ng bagong plano ang kompanya sa simula ng taon.
2800:年夜饭	年夜饭	年夜饭	नए साल की पूर्वसंध्या का पारिवारिक भोजन	पूरा परिवार साथ में नए साल की पूर्वसंध्या का भोजन करता है।	নববর্ষের আগের রাতের পারিবারিক খাবার	পুরো পরিবার একসঙ্গে নববর্ষের আগের রাতের খাবার খায়।	hapunan sa bisperas ng Bagong Taon	Sama-samang kumakain ang buong pamilya ng hapunan sa bisperas ng Bagong Taon.
2806:女子	女子	女子	महिला	वह महिला अभी साक्षात्कार दे रही है।	নারী; মহিলা	ওই নারীটি সাক্ষাৎকার দিচ্ছেন।	babae	Iniinterbyu ngayon ang babaeng iyon.
2810:拍摄	拍摄	拍摄	फिल्माना; फोटो लेना	वे समुद्र किनारे शादी की तस्वीरें खींच रहे हैं।	ছবি তোলা; চিত্রায়ণ করা	তারা সমুদ্রতীরে বিয়ের ছবি তুলছে।	kumuha ng larawan; mag-shoot	Kumukuha sila ng wedding photos sa tabing-dagat.
2813:派出所	派出所	派出所	थाना	उसने खोया हुआ बटुआ थाने में जमा कर दिया।	থানা	সে হারানো মানিব্যাগটি থানায় জমা দিয়েছে।	himpilan ng pulis	Dinala niya sa himpilan ng pulis ang nawawalang pitaka.
2814:跑道	跑道	跑道	दौड़-पथ; रनवे	खिलाड़ी दौड़-पथ की शुरुआत पर खड़ा है।	দৌড়পথ; রানওয়ে	ক্রীড়াবিদ দৌড়পথের শুরুতে দাঁড়িয়ে আছে।	takbuhan; runway	Nakatayo ang atleta sa simula ng takbuhan.
2815:赔	赔	赔	मुआवज़ा देना	उसने कप तोड़ दिया और खुद पैसे देकर मुआवज़ा किया।	ক্ষতিপূরণ দেওয়া	সে কাপ ভেঙে নিজে থেকে ক্ষতিপূরণ দিয়েছে।	magbayad-pinsala	Nabasag niya ang tasa at kusa siyang nagbayad-pinsala.
2816:陪伴	陪伴	陪伴	साथ देना	परिवार का साथ उसे बहुत आश्वस्त करता है।	সঙ্গ দেওয়া	পরিবারের সঙ্গ তাকে অনেক নিশ্চিন্ত করে।	samahan	Ang pagsama ng pamilya ay nagbigay sa kanya ng kapanatagan.
2819:配	配	配	मेल खाना; बांटना	यह नेकटाई सूट के साथ खूब मेल खाती है।	মানানসই হওয়া; বরাদ্দ করা	এই টাইটি স্যুটের সঙ্গে খুব মানায়।	bumagay; ipares	Bumagay ang kurbatang ito sa suit.
2821:配送	配送	配送	डिलीवर करना; वितरण करना	मंच दो घंटे के भीतर माल डिलीवर करेगा।	ডেলিভারি করা; বিতরণ করা	প্ল্যাটফর্ম দুই ঘণ্টার মধ্যে পণ্য ডেলিভারি করবে।	ihatid; ipamahagi	Ihahatid ng platform ang kalakal sa loob ng dalawang oras.
2824:碰见	碰见	碰见	संयोग से मिलना	मैं सुपरमार्केट में पुराने सहपाठी से मिला।	হঠাৎ দেখা হওয়া	সুপারমার্কেটে আমার পুরোনো সহপাঠীর সঙ্গে হঠাৎ দেখা হলো।	makasalubong	Nakasalubong ko ang dati kong kaklase sa supermarket.
2830:拼	拼	拼	जोड़ना; वर्तनी करना; पूरी कोशिश करना	बच्चे ने इन चित्रों को जोड़ दिया।	জোড়া লাগানো; বানান করা; প্রাণপণ চেষ্টা করা	শিশুটি ছবিগুলো জোড়া লাগিয়েছে।	buuin; baybayin	Pinagdugtong ng bata ang mga larawang ito.
2832:品	品	品	दर्जा; उत्पाद; चखना	यह दुकान कई स्थानीय विशेष उत्पाद बेचती है।	মান; পণ্য; স্বাদ নেওয়া	এই দোকান অনেক স্থানীয় বিশেষ পণ্য বিক্রি করে।	antas; produkto; tikman	Maraming lokal na espesyal na produkto ang ibinebenta ng tindahang ito.
2833:品牌	品牌	品牌	ब्रांड	इस ब्रांड के घरेलू बिजली उपकरणों की गुणवत्ता अच्छी है।	ব্র্যান্ড	এই ব্র্যান্ডের গৃহস্থালি বৈদ্যুতিক যন্ত্রের মান ভালো।	tatak	Maganda ang kalidad ng kagamitang pambahay ng tatak na ito.
2836:聘请	聘请	聘请	नियुक्त करना	स्कूल ने एक नए शिक्षक को नियुक्त किया।	নিয়োগ করা	স্কুল একজন নতুন শিক্ষক নিয়োগ করেছে।	kumuha; upahan	Kumuha ang paaralan ng bagong guro.
2838:评	评	评	टिप्पणी करना; मूल्यांकन करना	शिक्षक हर विद्यार्थी की रचना का मूल्यांकन करेंगे।	মূল্যায়ন করা; মন্তব্য করা	শিক্ষক প্রত্যেক ছাত্রের রচনা মূল্যায়ন করবেন।	suriin; magkomento	Susuriin ng guro ang sanaysay ng bawat estudyante.
2843:凭借	凭借	凭借	के बल पर; सहारे से	उसने मेहनत के बल पर विश्वविद्यालय में प्रवेश पाया।	ভরসায়; সাহায্যে	সে পরিশ্রমের ভরসায় বিশ্ববিদ্যালয়ে ভর্তি হয়েছে।	sa pamamagitan ng; umasa sa	Nakapasa siya sa unibersidad sa pamamagitan ng pagsisikap.
2847:平台	平台	平台	मंच; प्लेटफ़ॉर्म	इस मंच पर ऑनलाइन चीनी सीखी जा सकती है।	প্ল্যাটফর্ম; মঞ্চ	এই প্ল্যাটফর্মে অনলাইনে চীনা শেখা যায়।	plataporma	Maaaring mag-aral ng Tsino online sa platapormang ito.
2852:齐	齐	齐	साफ़-सुथरा; पूरा; साथ-साथ	सबने मेज़-कुर्सियां ठीक से सजा दीं।	সারি করে; সম্পূর্ণ; একসঙ্গে	সবাই টেবিল-চেয়ার ঠিকভাবে সাজিয়ে দিয়েছে।	pantay; kumpleto	Inayos ng lahat nang pantay ang mga mesa at upuan.
2853:其	其	其	उसका; उनका	यह कंपनी अपना विदेशी कारोबार बढ़ा रही है।	তার; তাদের	এই কোম্পানি তার বিদেশি ব্যবসা বাড়াচ্ছে।	nito; kanilang	Pinalalawak ng kompanyang ito ang negosyo nito sa ibang bansa.
2857:气球	气球	气球	गुब्बारा	बच्चे के हाथ में एक लाल गुब्बारा है।	বেলুন	শিশুর হাতে একটি লাল বেলুন আছে।	lobo	May hawak na pulang lobo ang bata.
2860:签订	签订	签订	हस्ताक्षर करके तय करना	दोनों पक्ष कल सहयोग समझौते पर हस्ताक्षर करेंगे।	স্বাক্ষর করে চুক্তি করা	দুই পক্ষ কাল সহযোগিতা চুক্তিতে স্বাক্ষর করবে।	pumirma ng kasunduan	Pipirmahan bukas ng magkabilang panig ang kasunduan sa kooperasyon.
2861:签名	签名	签名	हस्ताक्षर; नाम लिखकर हस्ताक्षर करना	कृपया फ़ॉर्म के नीचे हस्ताक्षर करें।	স্বাক্ষর; স্বাক্ষর করা	দয়া করে ফর্মের নিচে স্বাক্ষর করুন।	lagda; pumirma	Pumirma sa ibaba ng form.
2862:签字	签字	签字	हस्ताक्षर करना	अनुबंध पर व्यक्ति को स्वयं हस्ताक्षर करने होंगे।	স্বাক্ষর করা	চুক্তিতে ব্যক্তিকে নিজে স্বাক্ষর করতে হবে।	pumirma	Kailangang personal na pirmahan ang kontrata.
2863:前进	前进	前进	आगे बढ़ना	दल पहाड़ की चोटी की ओर आगे बढ़ता रहा।	এগিয়ে যাওয়া	দলটি পাহাড়ের চূড়ার দিকে এগিয়ে চলল।	sumulong	Nagpatuloy ang grupo sa pagsulong patungo sa tuktok ng bundok.
2864:前来	前来	前来	आना	बहुत से दर्शक प्रतियोगिता देखने आए।	এসে উপস্থিত হওয়া	অনেক দর্শক প্রতিযোগিতা দেখতে এসেছেন।	dumating	Maraming manonood ang dumating upang panoorin ang paligsahan.
2866:前往	前往	前往	की ओर जाना	प्रतिनिधिमंडल कल शंघाई जाएगा।	গমন করা; যাওয়া	প্রতিনিধিদল কাল সাংহাই যাবে।	magtungo sa	Magtutungo sa Shanghai ang delegasyon bukas.
2870:强大	强大	强大	शक्तिशाली; मज़बूत	यह टीम बहुत मज़बूत है।	শক্তিশালী	এই দলটি খুব শক্তিশালী।	makapangyarihan; malakas	Napakalakas ng koponang ito.
2872:强度	强度	强度	तीव्रता; शक्ति	प्रशिक्षण की तीव्रता बहुत अधिक है, सब बहुत थके हैं।	তীব্রতা; শক্তি	প্রশিক্ষণের তীব্রতা খুব বেশি, সবাই ক্লান্ত।	tindi; lakas	Masyadong mataas ang tindi ng pagsasanay, pagod ang lahat.
2878:亲	亲	亲	चूमना; घनिष्ठ	मां ने बच्चे के गाल पर चूमा।	চুমু খাওয়া; ঘনিষ্ঠ	মা শিশুর গালে চুমু খেলেন।	halikan; malapit	Hinalikan ng ina ang pisngi ng bata.
2880:亲朋好友	亲朋好友	亲朋好友	रिश्तेदार और दोस्त	वसंत त्योहार पर रिश्तेदार और दोस्त घर खाने आए।	আত্মীয়স্বজন ও বন্ধুবান্ধব	বসন্ত উৎসবে আত্মীয়স্বজন ও বন্ধুবান্ধব সবাই বাড়িতে খেতে এলেন।	mga kamag-anak at kaibigan	Tuwing Spring Festival, pumupunta sa bahay ang mga kamag-anak at kaibigan para kumain.
2882:亲情	亲情	亲情	पारिवारिक स्नेह	यह फिल्म पारिवारिक स्नेह के बारे में है।	পারিবারিক স্নেহ	এই চলচ্চিত্রটি পারিবারিক স্নেহ নিয়ে।	pagmamahal ng pamilya	Tungkol sa pagmamahal ng pamilya ang pelikulang ito.
2883:亲人	亲人	亲人	परिजन; प्रियजन	बीमारी के समय परिजनों का साथ बहुत महत्वपूर्ण होता है।	আত্মীয়; প্রিয়জন	অসুস্থতার সময় প্রিয়জনের সঙ্গ খুব গুরুত্বপূর্ণ।	kapamilya; mahal sa buhay	Mahalaga ang pagsama ng kapamilya kapag may sakit.
2888:轻重	轻重	轻重	महत्व और कम महत्व; वजन	काम संभालते समय प्राथमिकता समझनी चाहिए।	গুরুত্ব; ওজন	কাজ সামলাতে হলে কোনটা বেশি জরুরি তা বুঝতে হয়।	bigat at gaan; kahalagahan	Kailangang makilala ang mahalaga at hindi gaanong mahalaga sa pag-aasikaso ng bagay.
2889:情感	情感	情感	भावना	संगीत जटिल भावनाएं व्यक्त कर सकता है।	অনুভূতি	সঙ্গীত জটিল অনুভূতি প্রকাশ করতে পারে।	damdamin	Kayang ipahayag ng musika ang masalimuot na damdamin.
2898:权	权	权	अधिकार; शक्ति	इस फैसले का अधिकार प्रबंधक के हाथ में है।	অধিকার; কর্তৃত্ব	এই সিদ্ধান্তের অধিকার ম্যানেজারের হাতে।	karapatan; kapangyarihan	Nasa kamay ng manager ang kapangyarihang magpasya.
2900:全力	全力	全力	पूरी ताकत से	डॉक्टर मरीज को बचाने की पूरी कोशिश कर रहे हैं।	সমস্ত শক্তি দিয়ে	ডাক্তাররা রোগীকে বাঁচাতে সর্বশক্তি দিয়ে চেষ্টা করছেন।	buong lakas	Ginagawa ng mga doktor ang lahat upang mailigtas ang pasyente.
2902:全体	全体	全体	सभी; पूरा समूह	सभी कर्मचारी प्रशिक्षण में शामिल हुए।	সকল; পুরো দল	সব কর্মচারী প্রশিক্ষণে অংশ নিয়েছেন।	buong grupo; lahat	Dumalo sa pagsasanay ang lahat ng empleyado.
2903:全新	全新	全新	बिल्कुल नया	उसने एक बिल्कुल नया कंप्यूटर खरीदा।	একেবারে নতুন	সে একটি একেবারে নতুন কম্পিউটার কিনেছে।	bagong-bago	Bumili siya ng bagong-bagong kompyuter.
2910:群体	群体	群体	समूह; समुदाय	बुज़ुर्ग लोग ऐसा समूह हैं जिस पर ध्यान देना चाहिए।	গোষ্ঠী; সম্প্রদায়	বয়স্ক মানুষ এমন একটি গোষ্ঠী যাদের দিকে নজর দেওয়া দরকার।	pangkat; komunidad	Ang matatanda ay pangkat na kailangang bigyan ng pansin.
2914:热量	热量	热量	ऊष्मा; कैलरी	इस पेय में कैलरी बहुत अधिक है।	তাপ; ক্যালরি	এই পানীয়তে ক্যালরি খুব বেশি।	init; kaloriya	Mataas ang kaloriya ng inuming ito.
2919:人际	人际	人际	लोगों के बीच का	अच्छे पारस्परिक संबंध काम में मदद करते हैं।	মানুষে মানুষে	ভালো আন্তঃব্যক্তিক সম্পর্ক কাজে সাহায্য করে।	ugnayang pantao	Nakatutulong sa trabaho ang magandang ugnayang pantao.
2922:人力	人力	人力	मानव-शक्ति; मानव संसाधन	इस परियोजना को अधिक मानव-शक्ति चाहिए।	মানবশক্তি; মানবসম্পদ	এই প্রকল্পে আরও মানবশক্তি দরকার।	lakas-tao	Kailangan ng proyektong ito ng mas maraming lakas-tao.
2923:人民	人民	人民	जनता	यह स्मारक जनता के लिए निःशुल्क खुला है।	জনগণ	এই স্মৃতিসৌধ জনগণের জন্য বিনামূল্যে খোলা।	mamamayan	Bukas nang libre para sa mamamayan ang memorial na ito.
2925:人群	人群	人群	भीड़; लोगों का समूह	त्योहार की भीड़ ने पूरा चौक भर दिया।	ভিড়; মানুষের দল	উৎসবের ভিড়ে পুরো চত্বর ভরে গেল।	pulutong ng tao	Puno ng pulutong ng tao ang plaza noong pista.
2926:人体	人体	人体	मानव शरीर	यह पाठ मानव शरीर की बुनियादी संरचना बताता है।	মানবদেহ	এই কোর্সে মানবদেহের মৌলিক গঠন পরিচয় করানো হয়।	katawan ng tao	Ipinakikilala ng kursong ito ang batayang estruktura ng katawan ng tao.
2928:忍	忍	忍	सहना	दर्द बहुत तेज़ था, लेकिन वह सहता रहा।	সহ্য করা	ব্যথা খুব বেশি ছিল, কিন্তু সে সহ্য করে গেল।	tiisin	Matindi ang sakit, pero patuloy niya itong tiniis.
2929:认	认	认	पहचानना; स्वीकार करना	मैंने उसे एक नज़र में पहचान लिया।	চেনা; স্বীকার করা	আমি এক নজরেই তাকে চিনে ফেলেছি।	makilala; aminin	Nakilala ko siya sa unang tingin.
2932:如	如	如	जैसा; यदि	परिणाम वैसा ही है जैसा हमने अपेक्षा की थी।	যেমন; যদি	ফলাফল আমাদের প্রত্যাশার মতোই হয়েছে।	tulad ng; kung	Ang resulta ay tulad ng inaasahan namin.
2933:如此	如此	如此	इतना; इस तरह	मैंने नहीं सोचा था कि समस्या इतनी जटिल होगी।	এত; এভাবে	সমস্যা এত জটিল হবে ভাবিনি।	ganito; gayon	Hindi ko inakalang magiging ganito kakomplikado ang problema.
2936:如同	如同	如同	जैसे	रात में झील की सतह दर्पण जैसी होती है।	যেন; মতো	রাতের হ্রদের পৃষ্ঠ যেন আয়না।	parang	Parang salamin ang ibabaw ng lawa sa gabi.
2937:如下	如下	如下	निम्नलिखित	विशिष्ट व्यवस्था निम्नलिखित है।	নিম্নরূপ	নির্দিষ্ট ব্যবস্থা নিম্নরূপ।	gaya ng sumusunod	Ang tiyak na ayos ay gaya ng sumusunod.
2942:赛场	赛场	赛场	प्रतियोगिता मैदान	खिलाड़ी प्रतियोगिता मैदान में प्रवेश कर चुके हैं।	প্রতিযোগিতার মাঠ	ক্রীড়াবিদরা ইতিমধ্যে প্রতিযোগিতার মাঠে ঢুকেছেন।	palaruan; arena	Nakapasok na sa arena ang mga atleta.
2945:沙子	沙子	沙子	रेत	बच्चे समुद्र किनारे रेत से खेल रहे हैं।	বালি	শিশুরা সমুদ্রতীরে বালি নিয়ে খেলছে।	buhangin	Naglalaro ng buhangin ang mga bata sa tabing-dagat.
2948:删	删	删	हटाना; मिटाना	कृपया दोहराई गई सामग्री हटा दें।	মুছে ফেলা	দয়া করে পুনরাবৃত্ত অংশ মুছে ফেলুন।	burahin	Pakiburahin ang paulit-ulit na nilalaman.
2949:扇	扇	扇	पंखे से हवा करना	वह पंखे से हल्की हवा कर रही है।	পাখা করা	সে পাখা দিয়ে আস্তে আস্তে বাতাস করছে।	paypayan	Dahan-dahan siyang nagpapaypay gamit ang pamaypay.
2951:山区	山区	山区	पर्वतीय क्षेत्र	पर्वतीय क्षेत्र की रात बहुत शांत होती है।	পাহাড়ি এলাকা	পাহাড়ি এলাকার রাত খুব শান্ত।	lugar sa bundok	Tahimik ang gabi sa lugar sa bundok.
2956:伤	伤	伤	चोट; घायल करना	उसके हाथ में चोट लगी है।	চোট; আঘাত করা	তার হাতে চোট লেগেছে।	sugat; masaktan	Nasugatan ang kamay niya.
2958:商家	商家	商家	व्यापारी; विक्रेता	कई व्यापारियों ने इस प्रचार बिक्री में भाग लिया।	ব্যবসায়ী; বিক্রেতা	অনেক ব্যবসায়ী এই প্রচারমূলক বিক্রিতে অংশ নিয়েছেন।	nagtitinda; mangangalakal	Maraming nagtitinda ang sumali sa promosyon na ito.
2959:商人	商人	商人	व्यवसायी	यह व्यवसायी अक्सर विदेश व्यापार यात्रा पर जाता है।	ব্যবসায়ী	এই ব্যবসায়ী প্রায়ই বিদেশে ব্যবসায়িক সফরে যান।	negosyante	Madalas bumiyahe sa ibang bansa ang negosyanteng ito para sa trabaho.
2962:赏	赏	赏	आनंद लेना; देखना	पर्यटक झील किनारे फूलों का आनंद ले रहे हैं।	উপভোগ করা; দেখা	পর্যটকেরা হ্রদের ধারে ফুল উপভোগ করছেন।	tamasahin	Tinatamasa ng mga turista ang mga bulaklak sa tabi ng lawa.
2963:上传	上传	上传	अपलोड करना	कृपया तस्वीरें मंच पर अपलोड करें।	আপলোড করা	দয়া করে ছবিগুলো প্ল্যাটফর্মে আপলোড করুন।	i-upload	Paki-upload ang mga larawan sa platform.
2964:上升	上升	上升	बढ़ना; ऊपर जाना	इस साल बिक्री लगातार बढ़ रही है।	উঠে যাওয়া; বৃদ্ধি পাওয়া	এ বছর বিক্রি অব্যাহতভাবে বৃদ্ধি পাচ্ছে।	tumaas	Patuloy na tumataas ang benta ngayong taon.
2965:上下	上下	上下	ऊपर-नीचे; लगभग	इस इमारत में कुल मिलाकर दस मंज़िलें हैं।	উপর-নিচ; মোটামুটি	এই ভবনে উপর-নিচ মিলিয়ে মোট দশ তলা।	pataas-pababa; humigit-kumulang	Sampung palapag ang kabuuan ng gusaling ito.
2966:上涨	上涨	上涨	कीमत बढ़ना	हाल में सब्जियों की कीमत बढ़ गई है।	দাম বাড়া	সাম্প্রতিক সময়ে সবজির দাম বেড়েছে।	tumaas ang presyo	Kamakailan, tumaas ang presyo ng gulay.
2967:烧	烧	烧	जलाना; पकाना; बुखार होना	बर्तन का पानी उबल चुका है।	পোড়ানো; রান্না করা; জ্বর হওয়া	হাঁড়ির পানি ফুটে গেছে।	pakuluin; sunugin; lagnatin	Kumulo na ang tubig sa kaldero.
2968:烧烤	烧烤	烧烤	बारबेक्यू; भुना खाना	सप्ताहांत में हम नदी किनारे बारबेक्यू खाने जाएंगे।	বারবিকিউ	সপ্তাহান্তে আমরা নদীর ধারে বারবিকিউ খেতে যাব।	inihaw	Pupunta kami sa tabi ng ilog para kumain ng inihaw sa katapusan ng linggo.
2971:舍得	舍得	舍得	खर्च या त्याग करने को तैयार होना	बच्चे के लिए वह समय देने को तैयार रहती है।	ত্যাগ করতে রাজি হওয়া	সন্তানের জন্য সে সময় দিতে রাজি।	handang maglaan	Handa siyang maglaan ng oras para samahan ang anak.
2981:深度	深度	深度	गहराई	इस झील की गहराई बीस मीटर से अधिक है।	গভীরতা	এই হ্রদের গভীরতা বিশ মিটারের বেশি।	lalim	Lampas dalawampung metro ang lalim ng lawang ito.
2983:深厚	深厚	深厚	गहरा; गाढ़ा	उन दोनों के बीच गहरी दोस्ती है।	গভীর	তাদের মধ্যে গভীর বন্ধুত্ব আছে।	malalim	May malalim na pagkakaibigan sa pagitan nila.
2985:深入	深入	深入	गहराई तक जाना; गहन	पत्रकार गहराई से साक्षात्कार करने पहाड़ी क्षेत्र में गए।	গভীরে যাওয়া; গভীরভাবে	সাংবাদিক পাহাড়ি এলাকায় গভীরভাবে সাক্ষাৎকার নিতে গেছেন।	malalimang pumasok; masinsinan	Pumasok nang masinsinan sa lugar sa bundok ang reporter upang mag-interbyu.
2986:深远	深远	深远	दूरगामी	इस सुधार ने दूरगामी प्रभाव पैदा किया।	সুদূরপ্রসারী	এই সংস্কার সুদূরপ্রসারী প্রভাব ফেলেছে।	malayong epekto	Nagdulot ng malayong epekto ang repormang ito.
2993:升级	升级	升级	अपग्रेड करना	मोबाइल फोन प्रणाली को अपग्रेड करना होगा।	আপগ্রেড করা	মোবাইল সিস্টেম আপগ্রেড করতে হবে।	i-upgrade	Kailangang i-upgrade ang sistema ng cellphone.
2994:升温	升温	升温	तापमान बढ़ना	कल से मौसम स्पष्ट रूप से गरम होगा।	তাপমাত্রা বাড়া	কাল থেকে আবহাওয়া স্পষ্টভাবে উষ্ণ হবে।	umininit	Simula bukas, malinaw na iinit ang panahon.
2999:省份	省份	省份	प्रांत	चीन में कई अलग-अलग प्रांत हैं।	প্রদেশ	চীনে অনেক ভিন্ন প্রদেশ আছে।	probinsiya	Maraming iba't ibang probinsiya sa Tsina.
3001:胜	胜	胜	जीतना; बेहतर होना	मेज़बान टीम ने दो अंकों से अतिथि टीम को हरा दिया।	জয়ী হওয়া; শ্রেষ্ঠ হওয়া	স্বাগতিক দল দুই পয়েন্টে অতিথি দলকে হারিয়েছে।	manalo	Nanalo ang home team laban sa visiting team sa lamang na dalawang puntos.
3004:湿	湿	湿	गीला	बारिश के बाद घास अभी भी गीली है।	ভেজা	বৃষ্টির পর ঘাস এখনও ভেজা।	basa	Basa pa rin ang damuhan pagkatapos ng ulan.
3005:失恋	失恋	失恋	प्रेम-विच्छेद से दुखी होना	प्रेम-विच्छेद के बाद वह बहुत दिनों तक दुखी रही।	প্রেমে বিচ্ছেদ হওয়া	প্রেমে বিচ্ছেদের পর সে অনেক দিন মন খারাপ করে ছিল।	masawi sa pag-ibig	Matagal siyang nalungkot matapos masawi sa pag-ibig.
3007:诗人	诗人	诗人	कवि	इस कवि ने कई प्रसिद्ध कविताएं लिखी हैं।	কবি	এই কবি অনেক বিখ্যাত কবিতা লিখেছেন।	makata	Maraming tanyag na tula ang isinulat ng makatang ito.
3023:实验室	实验室	实验室	प्रयोगशाला	विद्यार्थी प्रयोगशाला में परीक्षण कर रहे हैं।	পরীক্ষাগার	ছাত্ররা পরীক্ষাগারে পরীক্ষা করছে।	laboratoryo	Gumagawa ng pagsubok ang mga estudyante sa laboratoryo.
3025:食用	食用	食用	खाने योग्य; खाना	यह फूल खाया भी जा सकता है और चाय में भी डाला जा सकता है।	খাওয়া যায়; খাদ্য হিসেবে ব্যবহার	এই ফুল খাওয়া যায়, আবার চা বানাতেও ব্যবহার করা যায়।	maaaring kainin	Maaaring kainin ang bulaklak na ito at maaari ring gawing tsaa.
3026:使得	使得	使得	कारण बनना	मूसलाधार बारिश के कारण प्रतियोगिता रद्द हो गई।	কারণ হওয়া	মুষলধারে বৃষ্টির কারণে প্রতিযোগিতা বাতিল হয়েছে।	maging sanhi	Naging sanhi ang malakas na ulan upang makansela ang paligsahan.
3028:式	式	式	प्रकार; शैली	इस नए प्रकार की बिजली साइकिल बहुत लोकप्रिय है।	ধরন; শৈলী	এই নতুন ধরনের বিদ্যুৎচালিত যান খুব জনপ্রিয়।	uri; istilo	Sikat na sikat ang bagong istilong de-kuryenteng sasakyan na ito.
3029:适当	适当	适当	उचित	उचित व्यायाम नींद में मदद करता है।	উপযুক্ত	উপযুক্ত ব্যায়াম ঘুমে সাহায্য করে।	angkop	Nakatutulong sa tulog ang angkop na ehersisyo.
