hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
1527:男性	男性	男性	erkek; eril	Bu etkinliğe erkekler ve kadınlar katılabilir.	mwanaume; kiume	Shughuli hii inakaribisha wanaume na wanawake kushiriki.	kişi; kişi cinsi	Bu tədbirdə kişilər və qadınlar iştirak edə bilərlər.	erkak; erkak jinsi	Bu tadbirda erkaklar ham, ayollar ham qatnashishi mumkin.
1530:内心	内心	内心	iç dünya; gönül	O içten içe aslında çok gergin.	moyoni; ndani ya moyo	Moyoni mwake kwa kweli ana wasiwasi sana.	daxili aləm; ürək	O daxilində əslində çox həyəcanlıdır.	ichki dunyo; qalb	Uning ichida aslida juda hayajon bor.
1531:能否	能否	能否	mümkün olup olmadığı	Acaba önceden kayıt olmak mümkün mü?	ikiwa inawezekana	Naomba kuuliza, je, inawezekana kujiandikisha mapema?	mümkün olub-olmaması	Zəhmət olmasa, əvvəlcədən qeydiyyatdan keçmək mümkündürmü?	mumkin yoki yo'qligi	Iltimos, oldindan ro'yxatdan o'tish mumkinmi?
1532:能够	能够	能够	yapabilmek	O işi bağımsız olarak tamamlayabilir.	kuweza	Anaweza kumaliza kazi kwa kujitegemea.	bacar olmaq	O işi müstəqil şəkildə tamamlaya bilər.	qila olmoq	U ishni mustaqil ravishda tugata oladi.
1535:年底	年底	年底	yıl sonu	Şirket yıl sonunda birlikte yemek düzenleyecek.	mwisho wa mwaka	Kampuni itafanya chakula cha pamoja mwishoni mwa mwaka.	il sonu	Şirkət il sonunda yemək toplantısı keçirəcək.	yil oxiri	Kompaniya yil oxirida umumiy ovqatlanish tadbiri o'tkazadi.
1539:女性	女性	女性	kadın; dişi	Bu mağazada çok kadın müşteri var.	mwanamke; kike	Duka hili lina wateja wengi wanawake.	qadın; qadın cinsi	Bu mağazada çox qadın müştəri var.	ayol; ayol jinsi	Bu do'konda ko'p ayol mijozlar bor.
1543:排	排	排	sıraya girmek; sıra	Herkes kapıda sıraya girdi.	kupanga foleni; safu	Kila mtu alipanga foleni mlangoni.	növbəyə durmaq; sıra	Hamı qapıda növbəyə durdu.	navbatga turmoq; qator	Hamma eshik oldida navbatga turdi.
1544:牌	牌	牌	tabela; kart; marka	Kapıdaki tabelada çalışma saatleri yazıyor.	bango; kadi; chapa	Bango la mlangoni limeandika saa za kazi.	lövhə; kart; marka	Qapıdakı lövhədə iş saatları yazılıb.	lavha; karta; brend	Eshikdagi lavhada ish vaqti yozilgan.
1546:排球	排球	排球	voleybol	Öğleden sonra voleybol oynayacağız.	mpira wa wavu	Alasiri tutacheza mpira wa wavu.	voleybol	Günortadan sonra voleybol oynayacağıq.	voleybol	Tushdan keyin voleybol o'ynaymiz.
1547:牌子	牌子	牌子	marka; tabela	Bu markanın çantası çok seviliyor.	chapa; bango	Mikoba ya chapa hii inapendwa sana.	marka; lövhə	Bu markanın çantası çox sevilir.	brend; lavha	Bu brendning sumkasi juda mashhur.
1560:葡萄酒	葡萄酒	葡萄酒	şarap	Akşam yemeğinde biraz şarap içtiler.	mvinyo	Wakati wa chakula cha jioni walikunywa mvinyo kidogo.	şərab	Axşam yeməyində onlar bir az şərab içdilər.	vino	Kechki ovqatda ular ozgina vino ichdi.
1562:普通	普通	普通	sıradan; yaygın	Bu sıradan bir lokanta.	ya kawaida	Huu ni mgahawa wa kawaida.	adi; ümumi	Bu adi bir restorandır.	oddiy; keng tarqalgan	Bu oddiy restoran.
1564:期	期	期	dönem; sayı; aşama	Bu kurs üç döneme ayrılır.	kipindi; toleo; awamu	Kozi hii imegawanywa katika awamu tatu.	dövr; buraxılış; mərhələ	Bu kurs üç mərhələyə bölünür.	davr; son; bosqich	Bu kurs uch bosqichga bo'linadi.
1565:期末	期末	期末	dönem sonu	Dönem sonu sınavı yaklaşıyor.	mwisho wa muhula	Mtihani wa mwisho wa muhula unakaribia.	semestr sonu	Semestr sonu imtahanı yaxınlaşır.	semestr oxiri	Semestr oxiri imtihoni yaqinlashmoqda.
1566:期中	期中	期中	ara sınav; dönem ortası	Ara sınav gelecek hafta.	katikati ya muhula	Mtihani wa katikati ya muhula uko wiki ijayo.	ara imtahan; semestr ortası	Ara imtahan gələn həftədir.	oraliq; semestr o'rtasi	Oraliq imtihon kelasi haftada.
1569:起到	起到	起到	rol oynamak; etki etmek	Bu etkinlik çok iyi bir rol oynadı.	kuchangia; kuwa na athari	Shughuli hii imekuwa na athari nzuri sana.	rol oynamaq; təsir göstərmək	Bu tədbir çox yaxşı rol oynadı.	rol o'ynamoq; ta'sir qilmoq	Bu tadbir juda yaxshi rol o'ynadi.
1570:气	气	气	hava; gaz	Bisikletin lastiğinde hava yok.	hewa; gesi	Tairi la baiskeli halina hewa.	hava; qaz	Velosipedin təkərində hava yoxdur.	havo; gaz	Velosiped shinasida havo yo'q.
1572:汽水	汽水	汽水	gazoz; soda	Çocuklar gazoz içmeyi sever.	soda; kinywaji chenye gesi	Watoto hupenda kunywa soda.	qazlı su; limonad	Uşaqlar qazlı içki içməyi sevirlər.	gazli ichimlik	Bolalar gazli ichimlik ichishni yaxshi ko'radi.
1573:气温	气温	气温	hava sıcaklığı	Bugünkü hava sıcaklığı dünkünden yüksek.	joto la hewa	Joto la leo ni juu kuliko la jana.	hava temperaturu	Bugünkü hava temperaturu dünənkindən yüksəkdir.	havo harorati	Bugungi havo harorati kechagidan yuqori.
1574:千克	千克	千克	kilogram; kilo	Bu pirinç torbası beş kilogram ağırlığında.	kilogramu	Mfuko huu wa mchele una uzito wa kilogramu tano.	kiloqram	Bu düyü kisəsi beş kiloqramdır.	kilogramm; kilo	Bu guruch xaltasi besh kilogram keladi.
1577:前方	前方	前方	ileride; ön taraf	İleride bir kavşak var.	mbele	Mbele kuna makutano.	irəlidə; ön tərəf	İrəlidə bir yolayrıcı var.	oldinda	Oldinda chorraha bor.
1578:前后	前后	前后	öncesi ve sonrası; yaklaşık	Toplantı toplam yaklaşık iki saat sürdü.	kabla na baada; takribani	Mkutano ulitumia takribani saa mbili kwa ujumla.	əvvəl və sonra; təxminən	İclas əvvəl-sonra birlikdə təxminən iki saat çəkdi.	oldin-keyin; taxminan	Yig'ilish oldin-keyin jami ikki soat davom etdi.
1579:强	强	强	güçlü	Bu takım çok güçlü.	nguvu; imara	Timu hii ina nguvu sana.	güclü	Bu komanda çox güclüdür.	kuchli	Bu jamoa juda kuchli.
1582:巧	巧	巧	tesadüfî; becerikli	Ne tesadüf, yine karşılaştık.	kwa bahati; stadi	Imetokea kwa bahati kweli, tumekutana tena.	təsadüfi; məharətli	Nə yaxşı təsadüf, yenə görüşdük.	tasodifiy; mohir	Juda qiziq tasodif, yana uchrashdik.
1585:琴	琴	琴	çalgı; müzik aleti	O küçük yaştan beri çalgı çalmayı öğreniyor.	ala ya muziki	Alianza kujifunza kupiga ala ya muziki tangu utotoni.	musiqi aləti	O uşaqlıqdan musiqi aləti çalmağı öyrənir.	musiqa asbobi	U bolaligidan musiqa asbobi chalishni o'rgangan.
1587:青年	青年	青年	genç; gençlik	Birçok genç bu sporu sever.	kijana; vijana	Vijana wengi wanapenda mchezo huu.	gənc; gənclik	Çox gənc bu idman növünü sevir.	yosh; yoshlar	Ko'p yoshlar bu sport turini yaxshi ko'radi.
1591:球队	球队	球队	spor takımı	Bu takımda çok yeni üye var.	timu ya michezo	Timu hii ina wanatimu wengi wapya.	idman komandası	Bu komandada çoxlu yeni üzv var.	sport jamoasi	Bu jamoada ko'p yangi a'zolar bor.
1593:区	区	区	bölge; semt	Bu bölgede çok okul var.	wilaya; eneo	Eneo hili lina shule nyingi.	rayon; sahə	Bu rayonda çox məktəb var.	tuman; hudud	Bu tumanda ko'p maktab bor.
1596:取得	取得	取得	elde etmek; başarmak	O iyi sonuçlar elde etti.	kupata; kufanikiwa	Alipata matokeo mazuri.	əldə etmək; nail olmaq	O yaxşı nəticə əldə etdi.	erishmoq; qo'lga kiritmoq	U yaxshi natijalarga erishdi.
1598:全	全	全	bütün; tamam	Bütün sınıf yarışmaya katıldı.	yote; kamili	Darasa lote lilishiriki mashindano.	bütün; tam	Bütün sinif yarışda iştirak etdi.	butun; hamma	Butun sinf musobaqada qatnashdi.
1600:全都	全都	全都	hepsi; tamamen	Bu sorunların hepsi çözüldü.	yote	Masuala haya yote yametatuliwa.	hamısı	Bu problemlərin hamısı həll olunub.	hammasi	Bu muammolarning hammasi hal qilindi.
1601:全球	全球	全球	küresel; bütün dünya	Dünyanın her yerinden turistler bu turistik yeri sever.	dunia nzima	Watalii kutoka duniani kote wanapenda kivutio hiki.	qlobal; bütün dünya	Bütün dünyadan turistlər bu görməli yeri sevirlər.	global; butun dunyo	Butun dunyodan sayyohlar bu joyni yaxshi ko'radi.
1602:全身	全身	全身	tüm vücut	Koşudan sonra tüm vücudu terledi.	mwili mzima	Baada ya kukimbia, mwili wake wote ulikuwa na jasho.	bütün bədən	Qaçandan sonra bütün bədəni tər içində idi.	butun tana	Yugurgandan keyin butun tanasi ter bo'ldi.
1603:缺	缺	缺	eksik olmak; yetmemek	Hâlâ bir sandalyemiz eksik.	kukosa; kuwa pungufu	Bado tunakosa kiti kimoja.	çatışmamaq	Bizə hələ bir stul çatışmır.	kam bo'lmoq; yetishmaslik	Bizga hali bitta stul yetishmayapti.
1611:人数	人数	人数	kişi sayısı	Bu etkinlikte kişi sayısı fazla değil.	idadi ya watu	Idadi ya watu katika shughuli hii si kubwa.	adam sayı	Bu tədbirdə adam sayı çox deyil.	odam soni	Bu tadbirda odam soni ko'p emas.
1616:仍	仍	仍	hâlâ; yine	O hâlâ Çince öğreniyor.	bado	Bado anajifunza Kichina.	hələ də	O hələ də Çin dili öyrənir.	hanuz; hali ham	U hali ham xitoy tilini o'rganyapti.
1622:入	入	入	girmek	Lütfen güney kapısından içeri girin.	kuingia	Tafadhali ingia kwa lango la kusini.	daxil olmaq	Zəhmət olmasa cənub qapısından daxil olun.	kirmoq	Iltimos, janubiy eshikdan kiring.
1624:入学	入学	入学	okula başlamak	Çocuk bu yıl eylül ayında okula başlıyor.	kuanza shule	Mtoto ataanza shule Septemba mwaka huu.	məktəbə başlamaq	Uşaq bu ilin sentyabrında məktəbə başlayacaq.	maktabga kirish	Bola bu yil sentyabrda maktabga boradi.
1625:入住	入住	入住	giriş yapmak; yerleşmek	Öğleden sonra saat ikide giriş yapabiliriz.	kuingia hotelini; kuhamia	Tunaweza kuingia saa nane alasiri.	qeydiyyatdan keçib yerləşmək; köçmək	Biz günorta saat ikidə yerləşə bilərik.	joylashmoq; kirib yashamoq	Biz tushdan keyin soat ikkida joylasha olamiz.
1627:扫码	扫码	扫码	kod taramak	Bilet almadan önce kod taramak gerekiyor.	kuchanganua msimbo	Kabla ya kununua tiketi, unahitaji kuchanganua msimbo.	kod skan etmək	Bilet almadan əvvəl kod skan etmək lazımdır.	kodni skan qilmoq	Chipta olishdan oldin kodni skan qilish kerak.
1632:上门	上门	上门	eve gelmek; kapıya hizmet	Doktor eve hizmet verebilir.	kwenda nyumbani; huduma ya nyumbani	Daktari anaweza kutoa huduma ya nyumbani.	evə gəlmək; qapıya xidmət	Həkim evə xidmət göstərə bilər.	uyga kelmoq; uyda xizmat	Shifokor uyga kelib xizmat ko'rsatishi mumkin.
1633:稍	稍	稍	biraz	Lütfen biraz bekleyin.	kidogo	Tafadhali subiri kidogo.	bir az	Zəhmət olmasa bir az gözləyin.	biroz	Iltimos, biroz kuting.
1635:少见	少见	少见	nadir; az görülen	Bu durum oldukça nadir görülür.	nadra; isiyoonekana sana	Hali hii ni nadra kiasi.	nadir; az görülən	Bu vəziyyət nisbətən nadirdir.	kam uchraydigan	Bu holat ancha kam uchraydi.
1636:少量	少量	少量	az miktar	Lütfen az miktarda tuz ekleyin.	kiasi kidogo	Tafadhali ongeza kiasi kidogo cha chumvi.	az miqdar	Zəhmət olmasa az miqdarda duz əlavə edin.	oz miqdor	Iltimos, oz miqdorda tuz qo'shing.
1637:少数	少数	少数	az sayıda; azınlık	Az sayıda öğrenci okula yürüyerek gitmeyi seçti.	wachache; idadi ndogo	Wanafunzi wachache walichagua kutembea kwenda shule.	az sayda; azlıq	Az sayda tələbə məktəbə piyada getməyi seçdi.	ozchilik; kam sonli	Ozchilik talabalar maktabga piyoda borishni tanladi.
1638:少年	少年	少年	genç; ergen	Bu genç basketbol oynamayı seviyor.	kijana; mvulana	Kijana huyu anapenda kucheza mpira wa kikapu.	yeniyetmə; gənc	Bu yeniyetmə basketbol oynamağı sevir.	o'smir; yigit	Bu o'smir basketbol o'ynashni yaxshi ko'radi.
1641:身	身	身	vücut; takım elbise ölçü sözü	O baştan aşağı siyah giydi.	mwili; kihesabio cha nguo	Amavaa mavazi meusi mwili mzima.	bədən; geyim dəsti üçün say sözü	O, başdan-ayağa qara geyinib.	tana; kiyim to'plami uchun hisob so'zi	U boshdan oyoq qora kiyim kiygan.
1643:身份证	身份证	身份证	kimlik kartı	Kart çıkarmak için kimlik kartı gerekir.	kitambulisho	Wakati wa kutengeneza kadi, unahitaji kitambulisho.	şəxsiyyət vəsiqəsi	Kart düzəldəndə şəxsiyyət vəsiqəsi lazımdır.	shaxsni tasdiqlovchi hujjat	Karta rasmiylashtirishda shaxsni tasdiqlovchi hujjat kerak.
1646:生1	生1	生	doğurmak; büyümek	O dün bir kız çocuk doğurdu.	kuzaa; kukua	Jana alimzaa binti.	doğmaq; böyümək	O dünən bir qız uşağı dünyaya gətirdi.	tug'moq; o'smoq	U kecha qiz farzand tug'di.
1647:生2	生2	生	çiğ; pişmemiş	Bu et hâlâ çiğ.	mbichi; haijapikwa	Nyama hii bado ni mbichi.	çiy; bişməmiş	Bu ət hələ çiydir.	xom; pishmagan	Bu go'sht hali xom.
1655:师生	师生	师生	öğretmenler ve öğrenciler	Bütün okulun öğretmenleri ve öğrencileri etkinliğe katıldı.	walimu na wanafunzi	Walimu na wanafunzi wa shule nzima walishiriki shughuli hiyo.	müəllimlər və şagirdlər	Bütün məktəbin müəllimləri və şagirdləri tədbirdə iştirak etdilər.	o'qituvchilar va o'quvchilar	Butun maktab o'qituvchilari va o'quvchilari tadbirda qatnashdi.
1659:时间表	时间表	时间表	zaman çizelgesi; program	Lütfen zaman çizelgesini bana gönder.	ratiba	Tafadhali nitumie ratiba.	vaxt cədvəli	Zəhmət olmasa vaxt cədvəlini mənə göndər.	jadval; vaqt jadvali	Iltimos, jadvalni menga yuboring.
1660:实际上	实际上	实际上	aslında; gerçekte	Aslında cevabı çoktan biliyordu.	kwa kweli; kimsingi	Kwa kweli, alikuwa amejua jibu mapema.	əslində	Əslində o cavabı çoxdan bilirdi.	haqiqatda; aslida	Aslida u javobni allaqachon bilardi.
1661:食品	食品	食品	gıda ürünü	Bu mağaza ithal gıda ürünleri satıyor.	bidhaa ya chakula	Duka hili huuza bidhaa za chakula zilizoagizwa kutoka nje.	qida məhsulu	Bu mağaza idxal qida məhsulları satır.	oziq-ovqat mahsuloti	Bu do'kon import oziq-ovqat mahsulotlari sotadi.
1662:食堂	食堂	食堂	yemekhane	Öğlen yemekhanede yemek yiyoruz.	kantini; ukumbi wa chakula	Mchana tunakula kantini.	yeməkxana	Biz günorta yeməkxanada yemək yeyirik.	oshxona; talabalar oshxonasi	Tushda oshxonada ovqatlanamiz.
1665:十字路口	十字路口	十字路口	kavşak	Kavşakta sola dön.	makutano ya barabara	Kwenye makutano ya barabara, geuka kushoto.	yolayrıcı; kəsişmə	Yolayrıcında sola dön.	chorraha	Chorrahada chapga buriling.
1667:使馆	使馆	使馆	elçilik	O vize işlemleri için elçiliğe gitti.	ubalozi	Alienda ubalozini kushughulikia visa.	səfirlik	O viza rəsmiləşdirmək üçün səfirliyə getdi.	elchixona	U viza rasmiylashtirish uchun elchixonaga bordi.
1674:市区	市区	市区	şehir merkezi; kentsel bölge	Şehir merkezinde ulaşım çok uygun.	eneo la mjini; katikati ya mji	Usafiri katika eneo la mjini ni rahisi sana.	şəhər mərkəzi; şəhər rayonu	Şəhər mərkəzində nəqliyyat çox rahatdır.	shahar markazi; shahar hududi	Shahar markazida transport juda qulay.
1675:试题	试题	试题	sınav sorusu	Bu sınav sorusu biraz zor.	swali la mtihani	Swali hili la mtihani ni gumu kidogo.	imtahan sualı	Bu imtahan sualı bir az çətindir.	imtihon savoli	Bu imtihon savoli biroz qiyin.
1677:收费	收费	收费	ücret almak	Bu otopark saat başı ücret alır.	kutoza ada	Maegesho haya hutoza ada kwa saa.	ödəniş almaq	Bu parkinq saatla ödəniş alır.	haq olmoq	Bu avtoturargoh soatbay haq oladi.
1680:收听	收听	收听	radyo yayını dinlemek	Bugünkü programı dinlediğiniz için hoş geldiniz.	kusikiliza matangazo	Karibu kusikiliza kipindi cha leo.	verilişi dinləmək	Bugünkü verilişi dinləməyə xoş gəlmisiniz.	eshittirishni tinglamoq	Bugungi dasturimizni tinglashga xush kelibsiz.
1685:售票员	售票员	售票员	bilet görevlisi	Bilet görevlisi bize son otobüs saatini söyledi.	muuzaji wa tiketi	Muuzaji wa tiketi alituambia wakati wa basi la mwisho.	bilet satıcısı	Bilet satıcısı bizə son avtobusun vaxtını dedi.	chiptachi	Chiptachi bizga oxirgi avtobus vaqtini aytdi.
1688:熟	熟	熟	tanıdık; pişmiş	Bu yolu çok iyi biliyorum.	kuzoea; kuiva	Ninaifahamu barabara hii vizuri sana.	tanış; bişmiş	Bu yol mənə çox tanışdır.	tanish; pishgan	Bu yo'l menga juda tanish.
1690:暑假	暑假	暑假	yaz tatili	Yaz tatilinde deniz kenarına gitmek istiyorum.	likizo ya kiangazi	Wakati wa likizo ya kiangazi nataka kwenda kando ya bahari.	yay tətili	Yay tətilində dəniz kənarına getmək istəyirəm.	yozgi ta'til	Yozgi ta'tilda dengiz bo'yiga bormoqchiman.
1693:树林	树林	树林	koruluk; ağaçlık	Çocuklar koruluğun kenarında oynuyor.	msitu mdogo; kichaka cha miti	Watoto wanacheza kando ya kichaka cha miti.	ağaclıq	Uşaqlar ağaclığın kənarında oynayırlar.	daraxtzor	Bolalar daraxtzor chetida o'ynashyapti.
1699:说法	说法	说法	söyleyiş; açıklama	Bu açıklama pek doğru değil.	namna ya kusema; maelezo	Namna hii ya kusema si sahihi sana.	deyiliş; izah	Bu izah çox dəqiq deyil.	aytish usuli; izoh	Bu izoh unchalik aniq emas.
1701:说明书	说明书	说明书	kullanım kılavuzu	Lütfen kullanmadan önce kılavuza bakın.	kitabu cha maelekezo	Tafadhali soma kitabu cha maelekezo kabla ya kutumia.	təlimat kitabçası	İstifadədən əvvəl zəhmət olmasa təlimat kitabçasını oxu.	yo'riqnoma	Ishlatishdan oldin yo'riqnomani o'qing.
1705:塑料	塑料	塑料	plastik	Bu kutu plastikten yapılmış.	plastiki	Sanduku hili limetengenezwa kwa plastiki.	plastik	Bu qutu plastikdən hazırlanıb.	plastik	Bu quti plastikdan yasalgan.
1707:酸奶	酸奶	酸奶	yoğurt	Kahvaltıda bir bardak yoğurt içtim.	mtindi	Kifungua kinywa nilikunywa glasi moja ya mtindi.	qatıq	Səhər yeməyində bir stəkan qatıq içdim.	qatiq	Nonushtada bir stakan qatiq ichdim.
1708:算	算	算	hesaplamak; sayılmak	Bu soruyu yanlış hesapladım.	kuhesabu; kuonekana kama	Nilihesabu swali hili vibaya.	hesablamaq; sayılmaq	Bu sualı səhv hesabladım.	hisoblamoq; sanalmoq	Bu masalani noto'g'ri hisobladim.
1711:孙女	孙女	孙女	torun kız	Büyükanne torun kızına sık sık hikaye anlatır.	mjukuu wa kike	Bibi humsimulia mjukuu wake wa kike hadithi mara nyingi.	nəvə qız	Nənə nəvə qızına tez-tez nağıl danışır.	nabira qiz	Buvi nabira qiziga tez-tez hikoya aytadi.
1716:抬头	抬头	抬头	başını kaldırmak	Lütfen başını kaldırıp tahtaya bak.	kuinua kichwa	Tafadhali inua kichwa uangalie ubao.	başını qaldırmaq	Zəhmət olmasa başını qaldırıb lövhəyə bax.	bosh ko'tarmoq	Iltimos, boshingizni ko'tarib doskaga qarang.
1718:弹	弹	弹	çalmak	O piyano çalabilir.	kupiga ala ya nyuzi au kinanda	Anaweza kupiga piano.	çalmaq	O piano çala bilir.	chalmoq	U pianino chala oladi.
1727:提出	提出	提出	ileri sürmek; ortaya koymak	O yeni bir soru ortaya koydu.	kutoa; kupendekeza	Alitoa swali jipya.	irəli sürmək	O yeni bir sual irəli sürdü.	taklif qilmoq; ko'tarmoq	U yangi savol ko'tardi.
1728:提到	提到	提到	bahsetmek	Öğretmen derste bu kitaptan bahsetti.	kutaja	Mwalimu alitaja kitabu hiki darasani.	qeyd etmək; xatırlatmaq	Müəllim dərsdə bu kitabdan bəhs etdi.	tilga olmoq	O'qituvchi darsda bu kitobni tilga oldi.
1732:体检	体检	体检	sağlık kontrolü	Şirket her yıl bir sağlık kontrolü düzenler.	uchunguzi wa afya	Kampuni hupanga uchunguzi wa afya mara moja kila mwaka.	tibbi müayinə	Şirkət hər il bir dəfə tibbi müayinə təşkil edir.	tibbiy ko'rik	Kompaniya har yili bir marta tibbiy ko'rik tashkil qiladi.
1733:体温	体温	体温	vücut sıcaklığı	Hemşire vücut sıcaklığını ölçüyor.	joto la mwili	Muuguzi anapima joto la mwili.	bədən temperaturu	Tibb bacısı bədən temperaturunu ölçür.	tana harorati	Hamshira tana haroratini o'lchayapti.
1734:体重	体重	体重	vücut ağırlığı	Onun kilosu iki kilo arttı.	uzito wa mwili	Uzito wake umeongezeka kwa kilogramu mbili.	bədən çəkisi	Onun bədən çəkisi iki kiloqram artıb.	tana vazni	Uning tana vazni ikki kilogramga oshdi.
1735:填写	填写	填写	doldurmak	Lütfen bu kayıt formunu doldurun.	kujaza	Tafadhali jaza fomu hii ya kujiandikisha.	doldurmaq	Zəhmət olmasa bu qeydiyyat formasını doldurun.	to'ldirmoq	Iltimos, bu ro'yxatdan o'tish shaklini to'ldiring.
1737:听力	听力	听力	dinleme becerisi	Onun Çince dinleme becerisi hızla ilerliyor.	uwezo wa kusikiliza	Uwezo wake wa kusikiliza Kichina umeendelea haraka.	dinləmə bacarığı	Onun Çin dili dinləmə bacarığı sürətlə inkişaf edir.	tinglab tushunish	Uning xitoy tilini tinglab tushunishi tez yaxshilanmoqda.
1738:听众	听众	听众	dinleyici	Bugünkü dinleyici sayısı özellikle fazla.	wasikilizaji	Wasikilizaji wa leo ni wengi hasa.	dinləyici	Bugünkü dinləyicilər xüsusilə çoxdur.	tinglovchi	Bugungi tinglovchilar ayniqsa ko'p.
1740:停车	停车	停车	park etmek; durmak	Burada park etmek yasak.	kuegesha gari; kusimama	Hairuhusiwi kuegesha gari hapa.	maşın saxlamaq; dayanmaq	Burada maşın saxlamaq olmaz.	to'xtash; mashina qo'yish	Bu yerda mashina qo'yishga ruxsat yo'q.
1741:停车场	停车场	停车场	otopark	Alışveriş merkezinin arkasında otopark var.	maegesho	Nyuma ya kituo cha maduka kuna maegesho.	avtodayanacaq; parkinq	Ticarət mərkəzinin arxasında parkinq var.	avtoturargoh	Savdo markazi orqasida avtoturargoh bor.
1742:停止	停止	停止	durmak; sona ermek	Yağmur durduktan sonra yola çıkacağız.	kusimama; kukoma	Baada ya mvua kukoma, tutaondoka.	dayanmaq; dayandırmaq	Yağış dayanandan sonra yola çıxacağıq.	to'xtamoq	Yomg'ir to'xtagandan keyin yo'lga chiqamiz.
1743:通	通	通	açık olmak; geçmek	Bu yol artık açık.	kupita; kuwa wazi	Barabara hii tayari imefunguliwa.	açıq olmaq; keçmək	Bu yol artıq açıqdır.	o'tmoq; ochiq bo'lmoq	Bu yo'l allaqachon ochilgan.
1746:童年	童年	童年	çocukluk	Çocukluğum kırsalda geçti.	utoto	Utoto wangu ulipita vijijini.	uşaqlıq	Mənim uşaqlığım kənddə keçib.	bolalik	Mening bolaligim qishloqda o'tgan.
1748:同样	同样	同样	aynı	O da aynı hatayı yaptı.	sawa; vivyo hivyo	Yeye pia alifanya kosa lile lile.	eyni	O da eyni səhvi etdi.	xuddi shunday	U ham xuddi shunday xato qildi.
1749:桶	桶	桶	kova; varil	Kapının yanında bir su kovası duruyor.	ndoo; pipa	Mlangoni kuna ndoo moja ya maji.	vedrə; çəllək	Qapının yanında bir su vedrəsi var.	chelak; bochka	Eshik oldida bir chelak suv turibdi.
1750:痛	痛	痛	ağrımak; acı	Elim biraz ağrıyor.	maumivu; kuuma	Mkono wangu unauma kidogo.	ağrı; ağrımaq	Əlim bir az ağrıyır.	og'riq; og'rimoq	Qo'lim biroz og'riyapti.
1751:头痛	头痛	头痛	baş ağrısı	O dün gece az uyudu, bugün başı ağrıyor.	maumivu ya kichwa	Alilala kidogo jana usiku, leo ana maumivu ya kichwa.	baş ağrısı	O dünən gecə az yatdı, bu gün başı ağrıyır.	bosh og'rig'i	U kecha kam uxladi, bugun boshi og'riyapti.
1752:图	图	图	resim; çizelge; harita	Lütfen kitaptaki resme bak.	picha; chati; ramani	Tafadhali angalia picha kwenye kitabu.	şəkil; cədvəl; xəritə	Zəhmət olmasa kitabdakı şəklə bax.	rasm; jadval; xarita	Iltimos, kitobdagi rasmga qarang.
1753:图片	图片	图片	görsel; resim	Bu resim çok net.	picha	Picha hii iko wazi sana.	şəkil	Bu şəkil çox aydındır.	rasm	Bu rasm juda aniq.
1754:土	土	土	toprak	Saksıdaki toprak çok kuru.	udongo	Udongo kwenye chungu cha maua ni mkavu sana.	torpaq	Dibçəkdəki torpaq çox qurudur.	tuproq	Gul tuvagidagi tuproq juda quruq.
1757:推出	推出	推出	piyasaya sürmek; tanıtmak	Şirket yeni ürün çıkardı.	kuzindua; kutoa	Kampuni imezindua bidhaa mpya.	təqdim etmək; bazara çıxarmaq	Şirkət yeni məhsul təqdim etdi.	chiqarmoq; taqdim etmoq	Kompaniya yangi mahsulot chiqardi.
1760:外出	外出	外出	dışarı çıkmak	Hafta sonu dışarı çıkmadan önce kapı ve pencereleri kapat.	kutoka nje	Kabla ya kutoka nje mwishoni mwa wiki, funga milango na madirisha.	çölə çıxmaq	Həftəsonu çölə çıxmazdan əvvəl qapı-pəncərəni bağla.	tashqariga chiqmoq	Dam olish kuni tashqariga chiqishdan oldin eshik-derazalarni yoping.
1761:外套	外套	外套	mont; ceket	Hava soğuk, mont giymeyi unutma.	koti; jaketi	Hali ya hewa ni baridi, kumbuka kuvaa koti.	palto; pencək	Hava soyuqdur, palto geyinməyi unutma.	kurtka; palto	Havo sovuq, kurtka kiyishni unutma.
1763:晚安	晚安	晚安	iyi geceler	Uyumadan önce anne çocuğa iyi geceler dedi.	usiku mwema	Kabla ya kulala, mama alimwambia mtoto usiku mwema.	gecən xeyrə	Qadın yatmazdan əvvəl uşağa gecən xeyrə dedi.	xayrli tun	Uxlashdan oldin ona bolaga xayrli tun dedi.
1764:晚餐	晚餐	晚餐	akşam yemeği	Bu akşamki akşam yemeği çok sade.	chakula cha jioni	Chakula cha jioni cha leo ni rahisi sana.	axşam yeməyi	Bu axşamkı yemək çox sadədir.	kechki ovqat	Bugungi kechki ovqat juda oddiy.
1765:网购	网购	网购	internetten alışveriş yapmak	O internetten kıyafet almayı sever.	kununua mtandaoni	Anapenda kununua nguo mtandaoni.	onlayn alış-veriş etmək	O, paltarları onlayn almağı sevir.	internetdan xarid qilmoq	U kiyimlarni internetdan sotib olishni yaxshi ko'radi.
1767:网页	网页	网页	web sayfası	Bu web sayfası çok yavaş açılıyor.	ukurasa wa wavuti	Ukurasa huu wa wavuti unafunguka polepole sana.	veb-səhifə	Bu veb-səhifə çox yavaş açılır.	veb-sahifa	Bu veb-sahifa juda sekin ochilyapti.
