hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
931:以下	以下	以下	níže; následující	Prosím, pečlivě si přečti následující obsah.	nižšie; nasledujúci	Prosím, pozorne si prečítaj nasledujúci obsah.	alábbi; következő	Kérlek, olvasd el figyelmesen az alábbi tartalmat.	mai jos; următorul	Te rog citește cu atenție conținutul următor.	по-долу; следното	Моля, прочети внимателно следното съдържание.	ispod; sljedeće	Molim te, pažljivo pročitaj sljedeći sadržaj.
937:银行卡	银行卡	银行卡	bankovní karta	Nemohu najít svou bankovní kartu.	banková karta	Neviem nájsť svoju bankovú kartu.	bankkártya	Nem találom a bankkártyámat.	card bancar	Nu-mi găsesc cardul bancar.	банкова карта	Не мога да намеря банковата си карта.	bankovna kartica	Ne mogu pronaći svoju bankovnu karticu.
942:邮件	邮件	邮件	e-mail; pošta	Poslal jsem e-mail.	e-mail; pošta	Poslal som e-mail.	e-mail; elektronikus levél	Küldtem egy e-mailt.	e-mail; poștă electronică	Am trimis un e-mail.	имейл; електронна поща	Изпратих имейл.	e-pošta; elektronička pošta	Poslao sam e-poštu.
943:游客	游客	游客	turista; návštěvník	Každý den je tu mnoho turistů.	turista; návštevník	Každý deň je tu veľa turistov.	turista; látogató	Itt mindennap sok turista van.	turist; vizitator	Aici sunt mulți turiști în fiecare zi.	турист; посетител	Тук всеки ден има много туристи.	turist; posjetitelj	Ovdje svaki dan ima mnogo turista.
945:邮箱	邮箱	邮箱	e-mailová schránka; poštovní schránka	Pošli prosím soubor do mé e-mailové schránky.	e-mailová schránka; poštová schránka	Pošli prosím súbor do mojej e-mailovej schránky.	e-mail-fiók; postaláda	Kérlek, küldd a fájlt az e-mail-fiókomba.	căsuță de e-mail; cutie poștală	Te rog trimite fișierul în căsuța mea de e-mail.	имейл кутия; пощенска кутия	Моля, изпрати файла в имейл кутията ми.	e-mail sandučić; poštanski sandučić	Molim te, pošalji datoteku u moj e-mail sandučić.
946:有关	有关	有关	související s; týkající se	Tato kniha souvisí s čínskou kulturou.	súvisiaci s; týkajúci sa	Táto kniha súvisí s čínskou kultúrou.	kapcsolatos; vonatkozó	Ez a könyv a kínai kultúrához kapcsolódik.	legat de; referitor la	Această carte este legată de cultura chineză.	свързан с; отнасящ се до	Тази книга е свързана с китайската култура.	povezan s; u vezi s	Ova knjiga povezana je s kineskom kulturom.
948:有用	有用	有用	užitečný	Tato metoda je velmi užitečná.	užitočný	Táto metóda je veľmi užitočná.	hasznos	Ez a módszer nagyon hasznos.	util; folositor	Această metodă este foarte utilă.	полезен	Този метод е много полезен.	koristan	Ova metoda je vrlo korisna.
952:雨衣	雨衣	雨衣	pláštěnka	Když prší, vezmi si prosím pláštěnku.	pršiplášť	Keď prší, obleč si prosím pršiplášť.	esőkabát	Ha esik, kérlek, vegyél fel esőkabátot.	pelerină de ploaie; impermeabil	Te rog poartă pelerină de ploaie când plouă.	дъждобран	Когато вали, моля, облечи дъждобран.	kišna kabanica	Kad pada kiša, obuci kišnu kabanicu.
954:遇见	遇见	遇见	potkat; narazit na	Po cestě jsem potkal učitele.	stretnúť; naraziť na	Na ceste som stretol učiteľa.	találkozni; összefutni	Útközben összefutottam a tanárral.	a întâlni; a da peste	M-am întâlnit cu profesorul pe drum.	срещам; натъквам се	По пътя срещнах учителя.	sresti; naići na	Na putu sam sreo učitelja.
955:园	园	园	zahrada; park	V této zahradě je mnoho květin.	záhrada; park	V tejto záhrade je veľa kvetov.	kert; park	Ebben a kertben sok virág van.	grădină; parc	În această grădină sunt multe flori.	градина; парк	В тази градина има много цветя.	vrt; park	U ovom vrtu ima mnogo cvijeća.
956:员	员	员	přípona pro osobu v roli	Můj starší bratr je číšník.	prípona pre osobu v úlohe	Môj starší brat je čašník.	szerepet jelölő utótag	A bátyám pincér.	sufix pentru o persoană într-un rol	Fratele meu mai mare este chelner.	суфикс за човек в роля	По-големият ми брат е сервитьор.	nastavak za osobu u ulozi	Moj stariji brat je konobar.
960:运动会	运动会	运动会	sportovní závody; sportovní den	Škola bude příští týden pořádat sportovní závody.	športové preteky; športový deň	Škola bude budúci týždeň organizovať športové preteky.	sportverseny; sportnap	Az iskola jövő héten sportnapot tart.	întâlnire sportivă; competiție sportivă	Școala va organiza o competiție sportivă săptămâna viitoare.	спортно състезание; спортен празник	Следващата седмица училището ще проведе спортно състезание.	sportsko natjecanje; sportski dan	Škola će sljedeći tjedan održati sportsko natjecanje.
961:运动员	运动员	运动员	sportovec; atlet	Tento sportovec běží velmi rychle.	športovec; atlét	Tento športovec beží veľmi rýchlo.	sportoló; atléta	Ez a sportoló nagyon gyorsan fut.	sportiv; atlet	Acest sportiv aleargă foarte repede.	спортист; атлет	Този спортист тича много бързо.	sportaš; atlet	Ovaj sportaš trči vrlo brzo.
964:怎么办	怎么办	怎么办	co dělat; jak to řešit	Nevím, co mám dělat.	čo robiť; ako to riešiť	Neviem, čo mám robiť.	mit tegyek; hogyan kezeljem	Nem tudom, mit tegyek.	ce să fac; cum să procedez	Nu știu ce să fac.	какво да правя; как да постъпя	Не знам какво да правя.	što učiniti; kako postupiti	Ne znam što učiniti.
965:怎样	怎样	怎样	jaký; jak	Co si myslíš o této metodě?	aký; ako	Čo si myslíš o tejto metóde?	milyen; hogyan	Mit gondolsz erről a módszerről?	cum; ce fel	Ce părere ai despre această metodă?	как; какъв	Какво мислиш за този метод?	kako; kakav	Što misliš o ovoj metodi?
973:照相	照相	照相	fotit; udělat fotku	Fotíme se u vchodu.	fotiť; urobiť fotografiu	Fotíme sa pri vchode.	fényképezni; fotót készíteni	A bejáratnál fényképezkedünk.	a face o fotografie; a fotografia	Facem o fotografie la intrare.	снимам; правя снимка	Снимаме се на входа.	fotografirati; slikati	Fotografiramo se na ulazu.
974:直到	直到	直到	až do; teprve	Domů jsem se vrátil až večer.	až do; až	Domov som sa vrátil až večer.	egészen addig; csak	Estig nem mentem haza.	până la; abia	M-am întors acasă abia seara.	до; чак до	Прибрах се чак вечерта.	do; tek	Nisam se vratio kući do večeri.
976:纸	纸	纸	papír	Na stole leží list papíru.	papier	Na stole je hárok papiera.	papír	Az asztalon van egy papírlap.	hârtie	Pe masă este o foaie de hârtie.	хартия	На масата има лист хартия.	papir	Na stolu je list papira.
977:只能	只能	只能	moci jen; pouze	Dnes prší, takže můžeme jen zůstat doma.	môcť len; iba	Dnes prší, takže môžeme iba zostať doma.	csak lehet; csak tud	Ma esik, ezért csak otthon maradhatunk.	a putea doar; numai	Astăzi plouă, așa că putem doar să stăm acasă.	мога само; единствено	Днес вали, затова можем само да останем вкъщи.	moći samo; jedino	Danas pada kiša pa možemo samo ostati kod kuće.
978:只是	只是	只是	jen; pouze	Chci ti jen pomoct.	iba; len	Chcem ti len pomôcť.	csak; csupán	Csak segíteni szeretnék neked.	doar; numai	Vreau doar să te ajut.	само; просто	Просто искам да ти помогна.	samo; tek	Samo ti želim pomoći.
980:只有	只有	只有	jen je; pouze	Tady je jen jedna místnost.	je len; iba	Tu je len jedna miestnosť.	csak van; csak	Itt csak egy szoba van.	există doar; numai	Aici există doar o cameră.	има само; единствено	Тук има само една стая.	ima samo; jedino	Ovdje je samo jedna soba.
981:中	中	中	v; mezi	Na fotce jsou tři lidé.	v; medzi	Na fotografii sú traja ľudia.	-ban; között	A fényképen három ember van.	în; printre	În fotografie sunt trei persoane.	в; сред	На снимката има трима души.	u; među	Na fotografiji su tri osobe.
989:住院	住院	住院	být hospitalizován; ležet v nemocnici	Dědeček je v nemocnici.	byť hospitalizovaný; ležať v nemocnici	Dedko je v nemocnici.	kórházban feküdni; kórházba kerülni	A nagypapa kórházban van.	a fi internat în spital	Bunicul este în spital.	лежа в болница; хоспитализиран съм	Дядо е в болницата.	biti hospitaliziran; ležati u bolnici	Djed je u bolnici.
990:字典	字典	字典	slovník	Používám slovník k vyhledávání nových slov.	slovník	Používam slovník na vyhľadávanie nových slov.	szótár	Szótárt használok az új szavak kikeresésére.	dicționar	Folosesc dicționarul ca să caut cuvinte noi.	речник	Използвам речник, за да търся нови думи.	rječnik	Koristim rječnik za traženje novih riječi.
992:子	子	子	přípona používaná v podstatných jménech	Na stole leží kniha.	prípona používaná v podstatných menách	Na stole je kniha.	főnevekben használt utótag	Az asztalon van egy könyv.	sufix folosit în substantive	Pe masă este o carte.	суфикс в съществителни	На масата има книга.	nastavak u imenicama	Na stolu je knjiga.
993:总	总	总	vždy; obecně	Do školy vždy přichází velmi brzy.	vždy; všeobecne	Do školy vždy prichádza veľmi skoro.	mindig; általában	Mindig nagyon korán érkezik az iskolába.	întotdeauna; în general	El ajunge întotdeauna foarte devreme la școală.	винаги; като цяло	Той винаги идва в училище много рано.	uvijek; općenito	Uvijek dolazi u školu vrlo rano.
999:做客	做客	做客	být hostem; jít na návštěvu	O víkendu půjdu na návštěvu k příteli.	byť hosťom; ísť na návštevu	Cez víkend pôjdem na návštevu k priateľovi.	vendégségben lenni; látogatóba menni	Hétvégén vendégségbe megyek egy barátomhoz.	a fi oaspete; a merge în vizită	În weekend merg în vizită la un prieten.	гостувам; бъда гост	През уикенда ще отида на гости у приятел.	biti gost; otići u goste	Za vikend idem u goste prijatelju.
