hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
5204:有劲	有劲	有劲	အားရှိသော; စိတ်ဝင်စားစရာကောင်းသော	ဒီရုပ်ရှင်က ကြည့်လေ စိတ်ဝင်စားစရာကောင်းလေ ဖြစ်လာတယ်။	មានកម្លាំង; គួរឱ្យចាប់អារម្មណ៍	ភាពយន្តនេះមើលកាន់តែច្រើន កាន់តែគួរឱ្យចាប់អារម្មណ៍។	ມີແຮງ; ນ່າສົນໃຈ	ໜັງເລື່ອງນີ້ຍິ່ງເບິ່ງຍິ່ງນ່າສົນໃຈ.	ऊर्जावान; रोचक	यो फिल्म जति हेर्दै गयो, उति रोचक लाग्छ।
5205:有序	有序	有序	စနစ်တကျ; အစဉ်လိုက်	ပရိသတ်တွေက ခန်းမထဲကို စနစ်တကျ ဝင်သွားကြတယ်။	មានសណ្តាប់ធ្នាប់; រៀបរយ	ទស្សនិកជនបានចូលសាលប្រជុំយ៉ាងមានសណ្តាប់ធ្នាប់។	ເປັນລະບຽບ; ຢ່າງມີລຳດັບ	ຜູ້ຊົມເຂົ້າຫໍປະຊຸມຢ່າງເປັນລະບຽບ.	व्यवस्थित; क्रमबद्ध	दर्शकहरू व्यवस्थित रूपमा सभास्थलमा प्रवेश गरे।
5206:于	于	于	တွင်; သို့; အား	အစည်းအဝေးကို မနက် ကိုးနာရီတွင် စတင်မယ်။	នៅ; ក្នុង; ចំពោះ	កិច្ចប្រជុំនឹងចាប់ផ្តើមនៅម៉ោងប្រាំបួនព្រឹក។	ທີ່; ໃນ; ຕໍ່	ກອງປະຊຸມຈະເລີ່ມທີ່ເກົ້າໂມງເຊົ້າ.	मा; प्रति; बाट	बैठक बिहान नौ बजे सुरु हुनेछ।
5207:余额	余额	余额	လက်ကျန်ငွေ; လက်ကျန်ပမာဏ	ကျေးဇူးပြုပြီး ဘဏ်ကတ်လက်ကျန်ငွေကို အရင်စစ်ပါ။	សមតុល្យ; ចំនួននៅសល់	សូមពិនិត្យសមតុល្យកាតធនាគារជាមុនសិន។	ຍອດເຫຼືອ; ຈຳນວນເຫຼືອ	ກະລຸນາກວດຍອດເຫຼືອໃນບັດທະນາຄານກ່ອນ.	बाँकी रकम; मौज्दात	कृपया पहिले बैंक कार्डको बाँकी रकम जाँच्नुहोस्।
5210:预定	预定	预定	ကြိုတင်မှာသည်; ကြိုတင်စီစဉ်သည်	မနက်ဖြန်ညအတွက် ထိုင်ခုံကို ကျွန်တော် ကြိုတင်မှာထားပြီးပြီ။	កក់ទុក; រៀបចំជាមុន	ខ្ញុំបានកក់កន្លែងអង្គុយសម្រាប់យប់ស្អែករួចហើយ។	ຈອງລ່ວງໜ້າ; ກຳນົດໄວ້ກ່ອນ	ຂ້ອຍຈອງບ່ອນນັ່ງສຳລັບຄືນມື້ອື່ນແລ້ວ.	आरक्षण गर्नु; पहिले नै तय गर्नु	मैले भोलि रातिका सिटहरू पहिले नै आरक्षण गरिसकेको छु।
5213:浴室	浴室	浴室	ရေချိုးခန်း	ရေချိုးခန်းကြမ်းပြင်က နည်းနည်းချော်တယ်။	បន្ទប់ទឹក	កម្រាលបន្ទប់ទឹករអិលបន្តិច។	ຫ້ອງນ້ຳ; ຫ້ອງອາບນ້ຳ	ພື້ນຫ້ອງນ້ຳລື່ນນ້ອຍໜຶ່ງ.	स्नानघर; बाथरुम	बाथरुमको भुइँ अलि चिप्लो छ।
5215:原本	原本	原本	မူလက; အစက	မူလက စနေ၊ တနင်္ဂနွေမှာ ပေကျင်းသွားမယ်လို့ စီစဉ်ထားတယ်။	ដើមឡើយ; ជាមុន	ដើមឡើយ ខ្ញុំមានគម្រោងទៅប៉េកាំងចុងសប្តាហ៍។	ເດີມທີ; ແຕ່ຕົ້ນ	ເດີມທີຂ້ອຍວາງແຜນຈະໄປປັກກິ່ງທ້າຍອາທິດ.	मूल रूपमा; पहिल्यै	मूल रूपमा म सप्ताहान्तमा बेइजिङ जाने योजना बनाएको थिएँ।
5216:原材料	原材料	原材料	ကုန်ကြမ်း; မူရင်းပစ္စည်း	စက်ရုံက ကုန်ကြမ်းတည်ငြိမ်တဲ့ ထောက်ပံ့မှု လိုအပ်တယ်။	វត្ថុធាតុដើម	រោងចក្រត្រូវការការផ្គត់ផ្គង់វត្ថុធាតុដើមដែលមានស្ថេរភាព។	ວັດຖຸດິບ	ໂຮງງານຕ້ອງການການສະໜອງວັດຖຸດິບທີ່ມີສະຖຽນລະພາບ.	कच्चा पदार्थ; कच्चा माल	कारखानालाई कच्चा पदार्थको स्थिर आपूर्ति चाहिन्छ।
5224:元宵	元宵	元宵	ယွမ်ရှောင်; မီးပုံးပွဲတော်ဆန်လုံး	မီးပုံးပွဲနေ့မှာ ကျွန်တော်တို့ ယွမ်ရှောင်စားခဲ့တယ်။	នំបាយដំណើបផ្អែមសម្រាប់បុណ្យបង្ហោះគោម	ថ្ងៃបុណ្យបង្ហោះគោម យើងបានញ៉ាំនំបាយដំណើបផ្អែម។	ຢວນຊຽວ; ເຂົ້າໜຽວປັ້ນຫວານ	ມື້ບຸນໂຄມໄຟ ພວກເຮົາກິນຢວນຊຽວ.	युआनसियाओ; लालटेन पर्वको गुलियो चामल डल्लो	लालटेन पर्वको दिन हामीले युआनसियाओ खायौं।
5225:源于	源于	源于	ဆင်းသက်လာသည်; အရင်းခံသည်	ဒီဓလေ့က ရှေးခေတ်ပွဲတော်တစ်ခုကနေ ဆင်းသက်လာတယ်။	មានប្រភពពី; កើតចេញពី	ទំនៀមនេះមានប្រភពពីបុណ្យបុរាណមួយ។	ມີທີ່ມາຈາກ; ເກີດຈາກ	ປະເພນີນີ້ມີທີ່ມາຈາກງານບຸນເກົ່າແກ່.	बाट उत्पन्न हुनु; बाट आएको हुनु	यो परम्परा प्राचीन पर्वबाट उत्पन्न भएको हो।
5226:远程	远程	远程	အဝေးမှ; ရီမုတ်	ကုမ္ပဏီက အဝေးမှအင်တာဗျူးကို စီစဉ်ခဲ့တယ်။	ពីចម្ងាយ; រយៈចម្ងាយវែង	ក្រុមហ៊ុនបានរៀបចំសម្ភាសន៍ពីចម្ងាយ។	ທາງໄກ; ຣີໂມດ	ບໍລິສັດຈັດການສຳພາດທາງໄກ.	दूरस्थ; टाढाबाट	कम्पनीले दूरस्थ अन्तर्वार्ता आयोजना गर्यो।
5227:远方	远方	远方	အဝေးဒေသ; ဝေးလံရာအရပ်	သူက အဝေးမှာရှိတဲ့ မိသားစုကို မကြာခဏ သတိရတယ်။	ទីឆ្ងាយ; ឆ្ងាយ	គាត់តែងនឹកដល់គ្រួសារនៅទីឆ្ងាយ។	ທີ່ໄກ; ບ່ອນໄກ	ລາວມັກຄິດຮອດຄອບຄົວທີ່ຢູ່ໄກ.	टाढाको ठाउँ; दूर देश	ऊ टाढा रहेका परिवारलाई प्रायः सम्झन्छ।
5229:月光	月光	月光	လရောင်	လရောင်က တိတ်ဆိတ်တဲ့ ရေကန်ပေါ်မှာ ထွန်းလင်းနေတယ်။	ពន្លឺព្រះចន្ទ	ពន្លឺព្រះចន្ទបានចាំងលើផ្ទៃបឹងស្ងប់ស្ងាត់។	ແສງຈັນ	ແສງຈັນສ່ອງລົງໃສ່ຜິວທະເລສາບທີ່ສະຫງົບ.	चन्द्रप्रकाश; जूनको उज्यालो	चन्द्रप्रकाश शान्त तालको सतहमा परेको थियो।
5231:月球	月球	月球	လ; လကမ္ဘာ	သိပ္ပံပညာရှင်တွေက လကမ္ဘာရဲ့ မျက်နှာပြင်ကို လေ့လာနေကြတယ်။	ព្រះចន្ទ; ដួងចន្ទ	អ្នកវិទ្យាសាស្ត្រកំពុងសិក្សាផ្ទៃព្រះចន្ទ។	ດວງຈັນ	ນັກວິທະຍາສາດກຳລັງສຶກສາພື້ນຜິວຂອງດວງຈັນ.	चन्द्रमा	वैज्ञानिकहरू चन्द्रमाको सतह अध्ययन गर्दै छन्।
5232:乐曲	乐曲	乐曲	တေးသီချင်း; တေးရေး	ဒီတေးသီချင်းက အလွန်လှပစွာ အသံထွက်တယ်။	បទភ្លេង; ស្នាដៃតន្ត្រី	បទភ្លេងនេះស្តាប់ទៅពិរោះណាស់។	ບົດເພງ; ບົດດົນຕີ	ບົດເພງນີ້ຟັງແລ້ວໄພເຣາະຫຼາຍ.	संगीत रचना; धुन	यो संगीत रचना धेरै सुन्दर सुनिन्छ।
5234:晕车	晕车	晕车	ကားမူးသည်	သူမက အဝေးပြေးဘတ်စ်ကားစီးရင် လွယ်လင့်တကူ ကားမူးတတ်တယ်။	វិលមុខពេលជិះឡាន; ពុលឡាន	នាងងាយវិលមុខពេលជិះឡានក្រុងចម្ងាយឆ្ងាយ។	ເມົາລົດ	ນາງເມົາລົດງ່າຍເມື່ອນັ່ງລົດເມທາງໄກ.	गाडी लाग्नु	लामो बस यात्रामा उसलाई सजिलै गाडी लाग्छ।
5235:运送	运送	运送	ပို့ဆောင်သည်; သယ်ယူသည်	ဒီပစ္စည်းတွေကို ဘေးဒုက္ခဒေသဆီ ပို့ဆောင်မယ်။	ដឹកជញ្ជូន; បញ្ជូន	សម្ភារទាំងនេះនឹងត្រូវដឹកជញ្ជូនទៅតំបន់គ្រោះមហន្តរាយ។	ຂົນສົ່ງ; ສົ່ງໄປ	ສິ່ງຂອງເຫຼົ່ານີ້ຈະຖືກຂົນສົ່ງໄປເຂດປະສົບໄພ.	ढुवानी गर्नु; पुर्याउनु	यी सामग्रीहरू विपद् क्षेत्रमा ढुवानी गरिनेछन्।
5237:运营	运营	运营	လည်ပတ်စီမံသည်; အော်ပရေးရှင်းလုပ်သည်	ဒီပလက်ဖောင်းကို ကျွမ်းကျင်တဲ့အဖွဲ့က လည်ပတ်စီမံတယ်။	ប្រតិបត្តិការ; គ្រប់គ្រងដំណើរការ	វេទិកានេះត្រូវបានប្រតិបត្តិការដោយក្រុមជំនាញ។	ດຳເນີນງານ; ບໍລິຫານ	ແພລດຟອມນີ້ຖືກດຳເນີນງານໂດຍທີມມືອາຊີບ.	सञ्चालन गर्नु; चलाउनु	यो प्लेटफर्म पेशेवर टोलीद्वारा सञ्चालन गरिएको छ।
5238:杂	杂	杂	ရောနှောသော; အထွေထွေ	ဒီအံဆွဲထဲမှာ အထွေထွေပစ္စည်းတွေ အများကြီး ထည့်ထားတယ်။	ចម្រុះ; ផ្សេងៗ	ក្នុងថតតុមានរបស់ចម្រុះជាច្រើន។	ປະສົມ; ຈິບຈ່ອຍ	ໃນລິ້ນຊັກນີ້ມີຂອງຈິບຈ່ອຍຫຼາຍ.	मिश्रित; विविध	यो दराजमा धेरै विविध सामान छन्।
5239:灾	灾	灾	ဘေးအန္တရာယ်; ကပ်ဘေး	ဒီဘေးအန္တရာယ်ကြောင့် ရွာက ဆုံးရှုံးမှုကြီးမားခဲ့တယ်။	គ្រោះមហន្តរាយ; វិបត្តិ	គ្រោះមហន្តរាយនេះបានធ្វើឱ្យភូមិខាតបង់យ៉ាងធំ។	ໄພພິບັດ; ເຫດຮ້າຍ	ໄພພິບັດນີ້ເຮັດໃຫ້ບ້ານສູນເສຍຫຼາຍ.	विपद्; आपदा	यो विपद्ले गाउँलाई ठूलो क्षति पुर्यायो।
5242:灾区	灾区	灾区	ဘေးဒုက္ခဒေသ; ကပ်ဘေးဒေသ	စေတနာ့ဝန်ထမ်းတွေက အစားအစာကို ဘေးဒုက္ခဒေသဆီ ပို့ခဲ့တယ်။	តំបន់គ្រោះមហន្តរាយ	អ្នកស្ម័គ្រចិត្តបានដឹកម្ហូបអាហារទៅតំបន់គ្រោះមហន្តរាយ។	ເຂດປະສົບໄພ; ເຂດໄພພິບັດ	ອາສາສະໝັກສົ່ງອາຫານໄປເຂດປະສົບໄພ.	विपद् क्षेत्र	स्वयंसेवकहरूले विपद् क्षेत्रमा खाना पुर्याए।
5244:再生	再生	再生	ပြန်လည်အသုံးချသည်; ပြန်လည်ဖြစ်ပေါ်သည်	ဒီပစ္စည်းတွေကို ပြန်လည်အသုံးချနိုင်တယ်။	កែច្នៃឡើងវិញ; បង្កើតឡើងវិញ	សម្ភារទាំងនេះអាចកែច្នៃប្រើឡើងវិញបាន។	ນຳກັບມາໃຊ້ໃໝ່; ຟື້ນຟູ	ວັດຖຸເຫຼົ່ານີ້ສາມາດນຳກັບມາໃຊ້ໃໝ່ໄດ້.	पुनः प्रयोग गर्नु; पुनर्जनन गर्नु	यी सामग्रीहरू पुनः प्रयोग गर्न सकिन्छ।
5246:赞赏	赞赏	赞赏	ချီးကျူးသည်; တန်ဖိုးထားသည်	ဆရာက သူ့ရဲ့ တာဝန်ယူတဲ့သဘောထားကို ချီးကျူးတယ်။	កោតសរសើរ; សរសើរ	គ្រូបានកោតសរសើរអាកប្បកិរិយាខិតខំរបស់គាត់។	ຊົມເຊີຍ; ຍົກຍ້ອງ	ຄູຊົມເຊີຍທ່າທີຈິງຈັງຂອງລາວ.	प्रशंसा गर्नु; सराहना गर्नु	शिक्षकले उसको गम्भीर व्यवहारको प्रशंसा गरे।
5247:赞同	赞同	赞同	သဘောတူသည်; ထောက်ခံသည်	အဖွဲ့ဝင်အများစုက ဒီဆုံးဖြတ်ချက်ကို သဘောတူကြတယ်။	យល់ព្រម; គាំទ្រ	សមាជិកភាគច្រើនយល់ព្រមនឹងសេចក្តីសម្រេចនេះ។	ເຫັນດີ; ສະໜັບສະໜູນ	ສະມາຊິກສ່ວນໃຫຍ່ເຫັນດີກັບການຕັດສິນໃຈນີ້.	सहमत हुनु; समर्थन गर्नु	अधिकांश सदस्यहरू यो निर्णयसँग सहमत भए।
5248:遭到	遭到	遭到	ကြုံတွေ့ရသည်; ခံရသည်	ဒီအစီအစဉ်က အချို့သော ကန့်ကွက်မှုတွေကို ကြုံတွေ့ခဲ့တယ်။	ជួបប្រទះ; រង	ផែនការនេះបានជួបប្រទះការប្រឆាំងមួយចំនួន។	ປະສົບ; ຖືກ	ແຜນນີ້ປະສົບກັບການຄັດຄ້ານບາງສ່ວນ.	भोग्नु; सामना गर्नु	यो योजनाले केही विरोधको सामना गर्यो।
5251:噪声	噪声	噪声	ဆူညံသံ; အသံညစ်ညမ်းမှု	ဆောက်လုပ်ရေးဆူညံသံက အနီးအနားနေထိုင်သူတွေကို ထိခိုက်စေတယ်။	សំឡេងរំខាន; សំឡេងកខ្វក់	សំឡេងរំខានពីការសាងសង់បានប៉ះពាល់ដល់អ្នករស់នៅជិតៗ។	ສຽງລົບກວນ; ສຽງດັງ	ສຽງກໍ່ສ້າງລົບກວນຜູ້ອາໄສຢູ່ໃກ້ໆ.	हल्ला; ध्वनि प्रदूषण	निर्माणको हल्लाले नजिकका बासिन्दालाई असर गर्यो।
5255:炸	炸	炸	ပေါက်ကွဲသည်; ကြော်သည်	မီးရှူးမီးပန်းက ရုတ်တရက် ပေါက်ကွဲပြီး လူတိုင်း လန့်သွားတယ်။	ផ្ទុះ; ចៀន	ផាវបានផ្ទុះភ្លាមៗ ហើយមនុស្សគ្រប់គ្នាភ្ញាក់ផ្អើល។	ລະເບີດ; ທອດ	ປະທັດລະເບີດຂຶ້ນທັນທີ ແລະທຸກຄົນຕົກໃຈ.	विस्फोट हुनु; तार्नु	पटाका अचानक विस्फोट भयो र सबै जना झस्किए।
5256:粘	粘	粘	ကပ်သည်; ကော်ဖြင့်ကပ်သည်	ကော်က စက္ကူတွေကို အတူတကွ ကပ်စေတယ်။	ជាប់; បិទភ្ជាប់	កាវបានបិទក្រដាសទាំងនេះជាប់គ្នា។	ຕິດ; ແປະ	ກາວເຮັດໃຫ້ເຈ້ຍຕິດກັນ.	टाँसिनु; टाँस्नु	गोंदले कागजहरू एकआपसमा टाँस्यो।
5259:占比	占比	占比	ရာခိုင်နှုန်းအချိုး; ပါဝင်မှုနှုန်း	အွန်လိုင်းရောင်းအားရဲ့ ပါဝင်မှုနှုန်းက တစ်ဝက်ကျော်ပြီးသားပါ။	សមាមាត្រ; ចំណែកភាគ	ចំណែកការលក់តាមអនឡាញបានលើសពាក់កណ្តាលហើយ។	ສັດສ່ວນ; ສ່ວນແບ່ງ	ສັດສ່ວນຍອດຂາຍອອນລາຍເກີນຄຶ່ງແລ້ວ.	अनुपात; हिस्सा	अनलाइन बिक्रीको हिस्सा आधाभन्दा बढी भइसकेको छ।
5262:战胜	战胜	战胜	အနိုင်ယူသည်; ကျော်လွှားသည်	သူတို့က အခက်အခဲအားလုံးကို နောက်ဆုံးမှာ ကျော်လွှားနိုင်ခဲ့တယ်။	យកឈ្នះ; ជម្នះ	ពួកគេបានជម្នះការលំបាកទាំងអស់ចុងក្រោយ។	ເອົາຊະນະ; ຜ່ານຜ່າ	ພວກເຂົາສຸດທ້າຍກໍຜ່ານຜ່າຄວາມຫຍຸ້ງຍາກທັງໝົດໄດ້.	पराजित गर्नु; पार गर्नु	उनीहरूले अन्ततः सबै कठिनाइ पार गरे।
5263:占有	占有	占有	ပိုင်ဆိုင်သည်; သိမ်းပိုက်ထားသည်	ဒီကုမ္ပဏီက ဈေးကွက်ဝေစုကြီးမားစွာကို ပိုင်ဆိုင်ထားတယ်။	កាន់កាប់; មានកម្មសិទ្ធិ	ក្រុមហ៊ុននេះកាន់កាប់ចំណែកទីផ្សារធំមួយ។	ຄອບຄອງ; ຖືກຄອບຄອງ	ບໍລິສັດນີ້ຄອບຄອງສ່ວນແບ່ງຕະຫຼາດຂະໜາດໃຫຍ່.	ओगट्नु; स्वामित्वमा राख्नु	यो कम्पनीले ठूलो बजार हिस्सा ओगटेको छ।
5265:章	章	章	အခန်း; ပုဒ်မ	ကျေးဇူးပြုပြီး တတိယအခန်းရဲ့ အကြောင်းအရာကို ဖတ်ပါ။	ជំពូក; ផ្នែក	សូមអានខ្លឹមសារនៃជំពូកទីបី។	ບົດ; ພາກ	ກະລຸນາອ່ານເນື້ອໃນຂອງບົດທີສາມ.	अध्याय; खण्ड	कृपया तेस्रो अध्यायको सामग्री पढ्नुहोस्।
5268:账单	账单	账单	ဘီလ်; ငွေတောင်းခံလွှာ	ဝန်ဆောင်သူက ဘီလ်ကို စားပွဲပေါ် တင်ခဲ့တယ်။	វិក្កយបត្រ; បញ្ជីប្រាក់	អ្នកបម្រើបានដាក់វិក្កយបត្រលើតុ។	ໃບບິນ; ໃບແຈ້ງໜີ້	ພະນັກງານເສີບວາງໃບບິນໄວ້ເທິງໂຕະ.	बिल; विवरणपत्र	वेटरले बिल टेबुलमा राख्यो।
5269:招	招	招	ခန့်ယူသည်; ဆွဲဆောင်သည်	ကုမ္ပဏီက ဝန်ထမ်းအသစ်တွေ ခန့်ယူနေတယ်။	ជ្រើសរើស; ទាក់ទាញ	ក្រុមហ៊ុនកំពុងជ្រើសរើសបុគ្គលិកថ្មី។	ຮັບສະໝັກ; ດຶງດູດ	ບໍລິສັດກຳລັງຮັບສະໝັກພະນັກງານໃໝ່.	भर्ती गर्नु; आकर्षित गर्नु	कम्पनीले नयाँ कर्मचारी भर्ती गरिरहेको छ।
5271:招生	招生	招生	ကျောင်းသားလက်ခံသည်; ဝင်ခွင့်ခေါ်သည်	ဒီကျောင်းက ဒီနှစ် ကျောင်းသားငါးရာ လက်ခံဖို့ စီစဉ်ထားတယ်။	ចុះឈ្មោះសិស្ស; ជ្រើសរើសសិស្ស	សាលានេះមានគម្រោងទទួលសិស្សប្រាំរយនាក់ឆ្នាំនេះ។	ຮັບນັກຮຽນ; ເປີດຮັບສະໝັກນັກຮຽນ	ໂຮງຮຽນນີ້ວາງແຜນຮັບນັກຮຽນຫ້າຮ້ອຍຄົນໃນປີນີ້.	विद्यार्थी भर्ना गर्नु	यो विद्यालयले यस वर्ष पाँच सय विद्यार्थी भर्ना गर्ने योजना बनाएको छ।
5272:招手	招手	招手	လက်ဝှေ့ပြသည်; လက်ယပ်ခေါ်သည်	သူမက ဘူတာမှာ ကျွန်တော်တို့ကို လက်ဝှေ့ပြတယ်။	គ្រវីដៃ; ហៅដោយដៃ	នាងគ្រវីដៃមកយើងនៅស្ថានីយ។	ໂບກມື; ເອີ້ນດ້ວຍມື	ນາງໂບກມືໃຫ້ພວກເຮົາຢູ່ສະຖານີ.	हात हल्लाउनु; इशारा गर्नु	उसले स्टेशनमा हामीतिर हात हल्लाई।
5274:照明	照明	照明	မီးအလင်းရောင်; အလင်းပေးစနစ်	ဒီအခန်းရဲ့ မီးအလင်းရောင်စနစ်က အလွန်ကောင်းတယ်။	ពន្លឺ; ប្រព័ន្ធភ្លើង	ប្រព័ន្ធភ្លើងក្នុងបន្ទប់នេះល្អណាស់។	ແສງສະຫວ່າງ; ລະບົບໄຟ	ລະບົບໄຟໃນຫ້ອງນີ້ດີຫຼາຍ.	प्रकाश; रोशनी व्यवस्था	यो कोठाको रोशनी व्यवस्था धेरै राम्रो छ।
5276:针	针	针	အပ်; ထိုးဆေး	သူနာပြုက လူနာကို ထိုးဆေးတစ်လုံး ထိုးပေးတယ်။	ម្ជុល; ថ្នាំចាក់	គិលានុបដ្ឋាយិកាបានចាក់ថ្នាំមួយម្ជុលឱ្យអ្នកជំងឺ។	ເຂັມ; ຢາສັກ	ພະຍາບານສັກຢາໃຫ້ຄົນເຈັບໜຶ່ງເຂັມ.	सुई; इन्जेक्सन	नर्सले बिरामीलाई एउटा इन्जेक्सन लगाइदिइन्।
5280:镇	镇	镇	မြို့ငယ်; စိတ်အေးစေသည်	ဒီမြို့ငယ်က ပင်လယ်ကမ်းခြေနဲ့ နီးတယ်။	ទីប្រជុំជន; បន្ធូរអារម្មណ៍	ទីប្រជុំជននេះនៅជិតសមុទ្រ។	ເມືອງນ້ອຍ; ປອບໃຈ	ເມືອງນ້ອຍນີ້ຢູ່ໃກ້ທະເລ.	नगर; शान्त पार्नु	यो नगर समुद्र नजिक छ।
5281:阵雨	阵雨	阵雨	ခဏတာမိုး; ရုတ်တရက်မိုး	နေ့လယ်ပိုင်းမှာ ခဏတာမိုး ရွာနိုင်တယ်။	ភ្លៀងមួយភ្លែត; ភ្លៀងបណ្តោះអាសន្ន	រសៀលនេះអាចមានភ្លៀងមួយភ្លែត។	ຝົນຊົ່ວຄາວ; ຝົນຕົກເປັນຊ່ວງ	ຕອນບ່າຍອາດຈະມີຝົນຊົ່ວຄາວ.	झरी; छोटो वर्षा	दिउँसो छोटो वर्षा हुन सक्छ।
5283:争吵	争吵	争吵	ရန်ဖြစ်သည်; အငြင်းပွားသည်	သူတို့က အသေးအဖွဲကိစ္စကြောင့် ရန်ဖြစ်လာကြတယ်။	ឈ្លោះគ្នា; ប្រកែកគ្នា	ពួកគេបានឈ្លោះគ្នាព្រោះរឿងតូចមួយ។	ຖຽງກັນ; ທະເລາະກັນ	ພວກເຂົາເລີ່ມຖຽງກັນເພາະເລື່ອງນ້ອຍໆ.	झगडा गर्नु; विवाद गर्नु	उनीहरू सानो कुरामा झगडा गर्न थाले।
5290:正面	正面	正面	ရှေ့ဘက်; အပြုသဘောဘက်	ဓာတ်ပုံရဲ့ ရှေ့ဘက်ကို အပေါ်မူအောင် ထားပါ။	ផ្នែកខាងមុខ; ខាងវិជ្ជមាន	សូមដាក់ផ្នែកខាងមុខរូបថតឱ្យបែរឡើងលើ។	ດ້ານໜ້າ; ດ້ານບວກ	ກະລຸນາວາງດ້ານໜ້າຂອງຮູບໃຫ້ຫງາຍຂຶ້ນ.	अगाडिको भाग; सकारात्मक पक्ष	कृपया फोटोको अगाडिको भाग माथि फर्काएर राख्नुहोस्।
5299:之所以	之所以	之所以	အကြောင်းရင်းမှာ; ဘာကြောင့်ဆိုသော်	သူ နောက်ကျခဲ့ရတဲ့အကြောင်းရင်းမှာ လမ်းပိတ်နေခဲ့လို့ပါ။	មូលហេតុដែល; ព្រោះថា	មូលហេតុដែលគាត់យឺតគឺព្រោះផ្លូវស្ទះ។	ເຫດຜົນທີ່; ເພາະວ່າ	ເຫດຜົນທີ່ລາວມາຊ້າແມ່ນເພາະລົດຕິດ.	कारण यो हो कि; किनभने	ऊ ढिला हुनुको कारण बाटो जाम हुनु थियो।
5303:职员	职员	职员	ဝန်ထမ်း; ရုံးဝန်ထမ်း	ကုမ္ပဏီဝန်ထမ်းအားလုံးက သင်တန်းကို တက်ရောက်ခဲ့ကြတယ်။	បុគ្គលិក; និយោជិត	បុគ្គលិកក្រុមហ៊ុនទាំងអស់បានចូលរួមវគ្គបណ្តុះបណ្តាល។	ພະນັກງານ; ລູກຈ້າງ	ພະນັກງານບໍລິສັດທຸກຄົນເຂົ້າຮ່ວມການຝຶກອົບຮົມ.	कर्मचारी	कम्पनीका सबै कर्मचारी तालिममा सहभागी भए।
5304:职责	职责	职责	တာဝန်; ဝတ္တရား	ဆရာဝန်ရဲ့ တာဝန်က လူနာကျန်းမာရေးကို ကာကွယ်ဖို့ပါ။	ភារកិច្ច; ទំនួលខុសត្រូវ	ភារកិច្ចរបស់វេជ្ជបណ្ឌិតគឺការពារសុខភាពអ្នកជំងឺ។	ໜ້າທີ່; ຄວາມຮັບຜິດຊອບ	ໜ້າທີ່ຂອງໝໍແມ່ນປົກປ້ອງສຸຂະພາບຄົນເຈັບ.	कर्तव्य; जिम्मेवारी	डाक्टरको कर्तव्य बिरामीको स्वास्थ्य रक्षा गर्नु हो।
5306:只得	只得	只得	မဖြစ်မနေ; မရွေးချယ်နိုင်ဘဲ	မိုးအရမ်းကြီးလို့ လှုပ်ရှားမှုကို မဖြစ်မနေ ဖျက်သိမ်းခဲ့ရတယ်။	គ្មានជម្រើសក្រៅពី; ត្រូវតែ	ភ្លៀងធំពេក ដូច្នេះយើងគ្មានជម្រើសក្រៅពីលុបចោលសកម្មភាព។	ຈຳຕ້ອງ; ບໍ່ມີທາງເລືອກນອກຈາກ	ຝົນຕົກໜັກເກີນໄປ ພວກເຮົາຈຳຕ້ອງຍົກເລີກກິດຈະກຳ.	बाध्य हुनु; अरू विकल्प नहुनु	वर्षा धेरै भएकाले हामी गतिविधि रद्द गर्न बाध्य भयौं।
5308:只顾	只顾	只顾	တစ်ခုတည်းကိုသာ ဂရုစိုက်သည်; အာရုံစိုက်နေသည်	သူက ဖုန်းကိုပဲ ကြည့်နေပြီး ငါပြောတာ မကြားဘူး။	គិតតែ; ជាប់តែ	គាត់គិតតែមើលទូរស័ព្ទ ហើយមិនបានឮខ្ញុំនិយាយទេ។	ສົນໃຈແຕ່; ຈົດຈໍ່ແຕ່	ລາວສົນໃຈແຕ່ເບິ່ງໂທລະສັບ ແລະບໍ່ໄດ້ຍິນຂ້ອຍເວົ້າ.	केवल ध्यान दिनु; त्यसैमा लाग्नु	ऊ फोन हेर्नमै लागेको थियो र मेरो कुरा सुनेन।
5312:制	制	制	ပြုလုပ်သည်; စနစ်	ဒီဆေးကို ဒေသခံဆေးဝါးစက်ရုံက ပြုလုပ်ထားတယ်။	ផលិត; ប្រព័ន្ធ	ថ្នាំនេះត្រូវបានផលិតដោយរោងចក្រឱសថក្នុងស្រុក។	ຜະລິດ; ລະບົບ	ຢານີ້ຜະລິດໂດຍໂຮງງານຢາທ້ອງຖິ່ນ.	बनाउनु; प्रणाली	यो औषधि स्थानीय औषधि कारखानाले बनाएको हो।
