simplified	TH	example_TH
女士	สุภาพสตรี	สุภาพสตรีคนนั้นกำลังรอรถ
欧洲	ยุโรป	เดือนหน้าเขาจะไปเที่ยวยุโรป
偶然	บังเอิญ	ฉันบังเอิญเจอเพื่อนร่วมชั้นเก่า
拍	ถ่าย; ตบ	กรุณาช่วยถ่ายรูปให้ฉันหนึ่งรูป
派	ส่งไป; ฝ่าย	บริษัทส่งเขาไปทำงานที่เซี่ยงไฮ้
盼望	เฝ้ารอ; หวัง	ฉันเฝ้ารอที่จะได้พบคุณเร็ว ๆ
培训	การฝึกอบรม	พนักงานใหม่ต้องเข้าร่วมการฝึกอบรม
培养	ปลูกฝัง; พัฒนา	โรงเรียนให้ความสำคัญกับการปลูกฝังความสามารถของนักเรียน
赔偿	ชดเชย	บริษัทตกลงชดเชยความเสียหาย
佩服	นับถือ; ชื่นชม	ฉันชื่นชมความกล้าหาญของเขามาก
配合	ร่วมมือ	กรุณาให้ทุกคนร่วมมือกับการจัดการของครู
盆	กระถาง; กะละมัง	บนระเบียงมีกระถางดอกไม้หนึ่งใบ
碰	แตะ; ชน	ระวัง อย่าแตะน้ำร้อน
批	ชุด; ล็อต	สินค้าชุดนี้มาถึงวันนี้แล้ว
批准	อนุมัติ	ผู้จัดการอนุมัติแผนนี้แล้ว
披	คลุม; พาด	เธอคลุมเสื้อโค้ตตัวหนึ่งไว้
疲劳	ความเหนื่อยล้า; เหนื่อยล้า	ทำงานนาน ๆ จะรู้สึกเหนื่อยล้า
匹	ลักษณนามสำหรับม้า	บนสนามหญ้ามีม้าหนึ่งตัว
片	แผ่น; ชิ้น; แว่น	กรุณาให้ขนมปังฉันหนึ่งแผ่น
片面	ด้านเดียว; ไม่รอบด้าน	มุมมองแบบนี้ด้านเดียวเกินไป
飘	ลอย; ปลิว	เกล็ดหิมะลอยอยู่กลางอากาศ
拼音	พินอิน	กรุณาเขียนพินอินข้างตัวอักษรจีน
频道	ช่อง; ช่องรายการ	กรุณาเปลี่ยนไปช่องข่าว
凭	อาศัย; ด้วย; ตาม	ใช้ตั๋วก็เข้าได้
平均	เฉลี่ย; โดยเฉลี่ย	โดยเฉลี่ยแต่ละคนใช้เงินสิบหยวน
平	เรียบ; เสมอ	ถนนสายนี้เรียบมาก
平安	ปลอดภัย; โดยสวัสดิภาพ	ขอให้คุณเดินทางโดยสวัสดิภาพ
平常	ปกติ; ตามปกติ	ตามปกติเขาแทบไม่มาสาย
平等	เท่าเทียม	ทุกคนควรได้รับการปฏิบัติอย่างเท่าเทียม
平方	ตาราง	ห้องนี้มีพื้นที่ยี่สิบตารางเมตร
平衡	สมดุล	งานและชีวิตต้องมีสมดุล
平静	สงบ	ผิวน้ำในทะเลสาบสงบมาก
评价	ประเมิน; คำประเมิน	ครูให้คำประเมินสูงมาก
破产	ล้มละลาย	บริษัทนั้นล้มละลายเมื่อปีที่แล้ว
破坏	ทำลาย; ทำให้เสียหาย	กรุณาอย่าทำลายทรัพย์สินสาธารณะ
迫切	เร่งด่วน	พวกเราต้องการหมอเพิ่มอย่างเร่งด่วน
期待	คาดหวัง; เฝ้ารอ	ฉันเฝ้ารอการเดินทางครั้งนี้มาก
期间	ช่วงเวลา; ระหว่าง	กรุณาปิดโทรศัพท์ระหว่างการประชุม
其余	ที่เหลือ	ปัญหาที่เหลือค่อยคุยกันพรุ่งนี้
奇迹	ปาฏิหาริย์	หมอบอกว่านี่คือปาฏิหาริย์
企业	บริษัท; องค์กรธุรกิจ	บริษัทนี้พัฒนาเร็วมาก
启发	ให้แรงบันดาลใจ; กระตุ้นความคิด	หนังสือเล่มนี้ให้แรงบันดาลใจฉันมาก
气氛	บรรยากาศ	บรรยากาศในห้องเรียนผ่อนคลายมาก
汽油	น้ำมันเบนซิน	รถต้องเติมน้ำมันเบนซิน
签	เซ็นชื่อ	กรุณาเซ็นชื่อที่นี่
谦虚	ถ่อมตัว	เขาเก่งมากและถ่อมตัวมากด้วย
前途	อนาคต; โอกาสก้าวหน้า	สาขานี้มีอนาคตมาก
浅	ตื้น	แม่น้ำสายนี้ตื้นมาก
欠	ติดค้าง; เป็นหนี้	เขายังติดเงินฉันยี่สิบหยวน
枪	ปืน	ตำรวจถือปืนอยู่ในมือ
墙	กำแพง; ผนัง	บนผนังแขวนภาพไว้หนึ่งภาพ
强调	เน้นย้ำ	ครูเน้นย้ำเรื่องความปลอดภัย
强烈	รุนแรง; แรงกล้า	เขามีความรับผิดชอบแรงกล้ามาก
抢	แย่ง; รีบคว้า	อย่าแย่งที่นั่งกับคนอื่น
悄悄	เงียบ ๆ; แอบ	เธอเดินเข้าห้องมาเงียบ ๆ
瞧	ดู; มอง	ดูสิ ข้างนอกหิมะตกแล้ว
巧妙	ฉลาดแยบยล	วิธีนี้ฉลาดแยบยลมาก
切	หั่น; ตัด	กรุณาหั่นผลไม้เป็นชิ้นเล็ก ๆ
亲爱	ที่รัก; อันเป็นที่รัก	เพื่อนที่รัก ขอบคุณนะ
亲切	เป็นกันเอง; ใจดี	ครูพูดจาเป็นกันเองมาก
亲自	ด้วยตนเอง	ผู้จัดการต้อนรับแขกด้วยตนเอง
勤奋	ขยัน	คนขยันประสบความสำเร็จได้ง่ายกว่า
清淡	รสอ่อน; ไม่มัน	ฉันชอบกินอาหารรสอ่อน
轻视	ดูเบา; ประมาท	อย่าดูเบาปัญหาเล็ก ๆ นี้
轻易	ง่าย ๆ; โดยง่าย	เขาจะไม่ยอมแพ้ง่าย ๆ
青	สีเขียวอมฟ้า	เสื้อผ้าตัวนี้เป็นสีเขียวอมฟ้า
青春	วัยหนุ่มสาว	วัยหนุ่มสาวมีค่า
青少年	วัยรุ่น	วัยรุ่นต้องการการนอนหลับที่เพียงพอ
情景	ฉาก; สถานการณ์	ฉากในภาพยนตร์ซาบซึ้งมาก
情绪	อารมณ์	อารมณ์ของเขาไม่ค่อยมั่นคง
请求	คำขอ; ขอร้อง	เขายื่นคำขอหนึ่งเรื่อง
庆祝	เฉลิมฉลอง	พวกเราเฉลิมฉลองวันเกิดของเขา
球迷	แฟนกีฬา; แฟนบอล	แฟนกีฬาจำนวนมากมาดูการแข่งขัน
趋势	แนวโน้ม	แนวโน้มนี้เห็นได้ชัดขึ้นเรื่อย ๆ
取消	ยกเลิก	เพราะฝนตก กิจกรรมจึงถูกยกเลิก
娶	แต่งงานกับผู้หญิง	เขาวางแผนจะแต่งงานกับเธอปีหน้า
去世	เสียชีวิต	ปู่ของเขาเสียชีวิตเมื่อปีที่แล้ว
圈	วงกลม; วง	กรุณาวงคำตอบที่ถูกต้อง
全面	รอบด้าน; ครอบคลุม	พวกเราต้องเข้าใจสถานการณ์อย่างรอบด้าน
权利	สิทธิ	ทุกคนมีสิทธิได้รับการศึกษา
权力	อำนาจ	อำนาจควรถูกตรวจสอบ
劝	แนะนำ; เกลี้ยกล่อม	เพื่อนแนะนำให้ฉันพักผ่อนเร็วขึ้น
缺乏	ขาดแคลน; ขาด	พื้นที่นี้ขาดแคลนน้ำสะอาด
确定	แน่นอน; กำหนด	ฉันยังไม่สามารถกำหนดเวลาได้
确认	ยืนยัน	กรุณายืนยันที่อยู่ของคุณ
群	กลุ่ม; ฝูง	เด็กกลุ่มหนึ่งกำลังเล่นอยู่ในสนาม
燃烧	เผาไหม้	ไม้กำลังเผาไหม้อยู่
绕	วนรอบ; อ้อม	พวกเราเดินวนรอบทะเลสาบหนึ่งรอบ
热爱	รักอย่างยิ่ง	เขารักงานของตัวเองอย่างยิ่ง
热烈	อบอุ่น; กระตือรือร้น	ทุกคนต้อนรับแขกอย่างอบอุ่น
热心	มีน้ำใจ; กระตือรือร้น	เพื่อนบ้านทุกคนมีน้ำใจมาก
人才	บุคลากรที่มีความสามารถ	บริษัทต้องการบุคลากรที่มีความสามารถมากขึ้น
人口	ประชากร	เมืองนี้มีประชากรมาก
人类	มนุษยชาติ	มนุษยชาติต้องปกป้องโลก
人民币	เงินหยวนจีน	ฉันแลกเงินหยวนจีนมาบ้าง
人生	ชีวิตคน	ชีวิตคนมีทางเลือกมากมาย
人事	ฝ่ายบุคคล; งานบุคคล	เธอทำงานในฝ่ายบุคคล
人物	ตัวละคร; บุคคล	ตัวละครในนวนิยายสมจริงมาก
人员	เจ้าหน้าที่; บุคลากร	เจ้าหน้าที่มาครบแล้ว
忍不住	อดไม่ได้	พอได้ยินเรื่องตลก เขาก็อดหัวเราะไม่ได้
日常	ประจำวัน	นี่คืองานประจำวันของฉัน
日程	ตารางเวลา	ตารางวันนี้แน่นมาก
日历	ปฏิทิน	บนผนังแขวนปฏิทินไว้หนึ่งเล่ม
日期	วันที่	กรุณาเขียนวันที่ให้ชัดเจน
日用品	ของใช้ประจำวัน	ซูเปอร์มาร์เก็ตขายของใช้ประจำวันมากมาย
日子	วันเวลา; ช่วงนี้	ช่วงนี้เขายุ่งมาก
如何	อย่างไร	พวกเราควรแก้ปัญหานี้อย่างไร
如今	ปัจจุบัน; ทุกวันนี้	ทุกวันนี้การคมนาคมสะดวกขึ้นมาก
软	นุ่ม; อ่อน	เตียงนี้นุ่มมาก
软件	ซอฟต์แวร์	ซอฟต์แวร์นี้ใช้ง่ายมาก
弱	อ่อนแอ	ร่างกายของเขาค่อนข้างอ่อนแอ
洒	ทำหก; โปรย	เขาเผลอทำน้ำหก
嗓子	คอ; เสียง	คอของฉันเจ็บนิดหน่อย
色彩	สีสัน	ภาพวาดภาพนี้มีสีสันหลากหลายมาก
杀	ฆ่า	ในภาพยนตร์เรื่องนี้ไม่มีฉากฆ่าคน
沙漠	ทะเลทราย	น้ำในทะเลทรายมีค่ามาก
沙滩	ชายหาด	เด็ก ๆ กำลังเล่นอยู่บนชายหาด
傻	โง่; งี่เง่า	อย่าทำเรื่องโง่ ๆ
晒	ตากแดด; ผึ่งแดด	เสื้อผ้ากำลังตากแดดอยู่ที่ระเบียง
删除	ลบ	กรุณาลบอีเมลฉบับนี้
闪电	ฟ้าแลบ	กลางคืนมีฟ้าแลบเกิดขึ้น
善良	ใจดี; มีเมตตา	เธอเป็นคนใจดีคนหนึ่ง
善于	ถนัด; เก่งในการ	เขาถนัดแก้ปัญหา
扇子	พัด	ฤดูร้อนฉันใช้พัดบ่อย
伤害	ทำร้าย	อย่าทำร้ายความรู้สึกของคนอื่น
商品	สินค้า	ร้านนี้มีสินค้ามากมาย
商务	ธุรกิจ; การค้า	พรุ่งนี้เขาจะไปเข้าร่วมประชุมธุรกิจ
商业	การค้า; ธุรกิจ	ย่านนี้การค้าพัฒนามาก
上当	ถูกหลอก	เขาเกือบถูกหลอกแล้ว
蛇	งู	ในพงหญ้ามีงูหนึ่งตัว
舍不得	ตัดใจไม่ได้; ไม่อยากจาก	ฉันไม่อยากจากที่นี่ไป
射击	ยิงปืน; การยิง	เขากำลังฝึกยิงปืน
摄影	การถ่ายภาพ	เธอสนใจการถ่ายภาพมาก
设备	อุปกรณ์	อุปกรณ์ในห้องทดลองทันสมัยมาก
设计	ออกแบบ; การออกแบบ	การออกแบบนี้มีความคิดสร้างสรรค์มาก
设施	สิ่งอำนวยความสะดวก	สิ่งอำนวยความสะดวกด้านกีฬาของโรงเรียนดีมาก
伸	ยื่น; เหยียด	กรุณายื่นมือออกมา
深刻	ลึกซึ้ง	ประสบการณ์ครั้งนี้ทำให้ฉันประทับใจลึกซึ้ง
身材	รูปร่าง	เธอมีรูปร่างแข็งแรง
身份	ตัวตน; สถานะ	กรุณาแสดงหลักฐานยืนยันตัวตน
神话	ตำนาน; เทพนิยาย	เด็ก ๆ ชอบฟังเรื่องตำนาน
神秘	ลึกลับ	เมืองโบราณแห่งนี้ลึกลับมาก
升	ลิตร; เพิ่มขึ้น	ราคาน้ำมันต่อลิตรขึ้นนิดหน่อย
声调	วรรณยุกต์; เสียงวรรณยุกต์	ภาษาจีนมีวรรณยุกต์พื้นฐานสี่เสียง
生产	ผลิต	โรงงานนี้ผลิตโทรศัพท์มือถือ
生动	มีชีวิตชีวา	ครูอธิบายได้มีชีวิตชีวามาก
生长	เติบโต	พืชชนิดนี้เติบโตเร็วมาก
绳子	เชือก	กรุณาใช้เชือกมัดกล่องให้แน่น
省略	ละเว้น; ตัดออก	ตรงนี้ละตัวอักษรหนึ่งตัวได้
胜利	ชัยชนะ	ในที่สุดพวกเขาก็ได้รับชัยชนะ
失眠	นอนไม่หลับ	ช่วงนี้เขานอนไม่หลับบ่อย
失去	สูญเสีย	อย่าสูญเสียความมั่นใจ
失业	ตกงาน	หลังตกงาน เขาเริ่มเรียนทักษะใหม่
湿润	ชื้น	อากาศหลังฝนตกชื้นมาก
狮子	สิงโต	ในสวนสัตว์มีสิงโตสองตัว
诗	บทกวี	เขาเขียนบทกวีหนึ่งบท
实话	ความจริง	กรุณาพูดความจริง
实践	ปฏิบัติ; การปฏิบัติ	ทฤษฎีต้องผ่านการทดสอบด้วยการปฏิบัติ
实习	ฝึกงาน	ปิดเทอมฤดูร้อนเธอจะไปฝึกงานที่โรงพยาบาล
实现	ทำให้เป็นจริง; บรรลุ	ในที่สุดเขาก็ทำความฝันให้เป็นจริง
实验	การทดลอง	นักเรียนกำลังทำการทดลอง
实用	ใช้งานได้จริง	เครื่องมือนี้ใช้งานได้จริงมาก
时差	ความต่างของเวลา	เขายังปรับตัวกับความต่างของเวลาไม่ได้
时代	ยุคสมัย	พวกเราใช้ชีวิตอยู่ในยุคข้อมูลข่าวสาร
时刻	ช่วงเวลา; ขณะ	กรุณาจดจำช่วงเวลาสำคัญนี้ไว้
时髦	ทันสมัย	เสื้อผ้าตัวนี้ทันสมัยมาก
时期	ช่วงเวลา; ยุค	ช่วงมหาวิทยาลัยมีอิทธิพลต่อเขามาก
时尚	แฟชั่น	เธอสนใจแฟชั่นมาก
石头	ก้อนหิน	ริมถนนมีก้อนหินหนึ่งก้อน
食物	อาหาร	กรุณาเอาอาหารใส่ตู้เย็น
使劲儿	ออกแรง	เปิดขวดนี้ต้องออกแรงหน่อย
始终	ตลอดมา; ตั้งแต่ต้นจนจบ	เขาเชื่อมาตลอดว่าตัวเองจะสำเร็จได้
事实	ข้อเท็จจริง	ข้อเท็จจริงพิสูจน์ว่าเขาถูก
事物	สิ่งต่าง ๆ	เด็ก ๆ อยากรู้อยากเห็นต่อสิ่งใหม่ ๆ มาก
事先	ล่วงหน้า	กรุณาบอกเวลาฉันล่วงหน้า
似的	เหมือนกับว่า	เขาเหนื่อยจนเหมือนไม่อยากพูดสักคำ
士兵	ทหาร	ทหารกำลังฝึกอยู่
市场	ตลาด	ตลาดนี้คึกคักมาก
试卷	ข้อสอบ; กระดาษข้อสอบ	ครูกำลังตรวจข้อสอบ
收获	ผลที่ได้รับ; เก็บเกี่ยว	การเดินทางครั้งนี้ทำให้ฉันได้อะไรมากมาย
收据	ใบเสร็จ	หลังชำระเงินกรุณาเก็บใบเสร็จไว้
手工	ทำมือ; งานฝีมือ	ของขวัญชิ้นนี้ทำด้วยมือ
手术	การผ่าตัด	พรุ่งนี้หมอจะผ่าตัดให้เขา
手套	ถุงมือ	ฤดูหนาวออกจากบ้านต้องสวมถุงมือ
手续	ขั้นตอน; เอกสารขั้นตอน	การดำเนินขั้นตอนต้องใช้บัตรประชาชน
手指	นิ้วมือ	นิ้วมือของเขาบาดเจ็บ
首	ลักษณนามสำหรับเพลงหรือบทกวี	เธอร้องเพลงหนึ่งเพลง
受伤	บาดเจ็บ	เขาบาดเจ็บในการแข่งขัน
寿命	อายุการใช้งาน; อายุขัย	เครื่องจักรชนิดนี้มีอายุการใช้งานยาว
书架	ชั้นหนังสือ	ชั้นหนังสือวางหนังสือเต็มไปหมด
梳子	หวี	เธอใช้หวีหวีผม
舒适	สบาย	ห้องนี้สบายมาก
蔬菜	ผัก	กินผักมากขึ้นดีต่อสุขภาพ
输入	ป้อนข้อมูล	กรุณาป้อนรหัสผ่านลงในคอมพิวเตอร์
熟练	ชำนาญ	เขาใช้คอมพิวเตอร์ได้อย่างชำนาญ
属于	เป็นของ; อยู่ในประเภท	หนังสือเล่มนี้เป็นของห้องสมุด
数	นับ	กรุณานับดูว่ามีกี่คน
鼠标	เมาส์	เมาส์ของฉันเสียแล้ว
数据	ข้อมูล	ข้อมูลเหล่านี้สำคัญมาก
数码	ดิจิทัล	เขาซื้อกล้องดิจิทัลหนึ่งตัว
摔倒	ล้ม	เธอล้มบนถนน
甩	สะบัด; เหวี่ยง	เขาสะบัดน้ำออกจากมือ
双方	ทั้งสองฝ่าย	ทั้งสองฝ่ายเห็นด้วยกับแผนนี้
税	ภาษี	เวลาซื้อของต้องจ่ายภาษี
说不定	อาจจะ; ไม่แน่	ไม่แน่พรุ่งนี้อาจมีหิมะตก
说服	โน้มน้าว	ในที่สุดเขาก็โน้มน้าวพ่อแม่ได้
丝绸	ผ้าไหม	ผ้าพันคอผืนนี้ทำจากผ้าไหม
丝毫	แม้แต่น้อย	เขาไม่ได้เปลี่ยนใจแม้แต่น้อย
思考	คิดไตร่ตรอง	กรุณาคิดไตร่ตรองปัญหานี้อย่างจริงจัง
思想	ความคิด	ความคิดของเขาเปิดกว้างมาก
撕	ฉีก	กรุณาอย่าฉีกกระดาษแผ่นนี้
私人	ส่วนตัว	นี่คือพื้นที่ส่วนตัวของฉัน
似乎	ดูเหมือนว่า	เขาดูเหมือนไม่ค่อยดีใจ
搜索	ค้นหา	ฉันค้นหาข้อมูลบนอินเทอร์เน็ต
宿舍	หอพัก	นักเรียนพักอยู่ในหอพักของโรงเรียน
随身	ติดตัว	กรุณาพกหนังสือเดินทางติดตัวไว้ให้ดี
随时	ได้ทุกเมื่อ	คุณโทรหาฉันได้ทุกเมื่อ
随手	ทำไปพร้อมกัน; โดยไม่ลำบาก	ตอนออกไปกรุณาปิดประตูให้ด้วย
碎	แตก; ละเอียด	แก้วตกพื้นแล้วแตก
损失	ความเสียหาย; การสูญเสีย	อุบัติเหตุครั้งนี้ทำให้เกิดความเสียหายมาก
缩短	ย่น; ทำให้สั้นลง	เส้นทางใหม่ย่นระยะทางลง
所	ลักษณนามสำหรับโรงเรียนหรืออาคาร	โรงเรียนแห่งนี้มีชื่อเสียงมาก
锁	ล็อก; กุญแจ	ก่อนออกจากบ้านกรุณาล็อกประตูให้ดี
台阶	ขั้นบันได	ผู้สูงอายุเดินขึ้นขั้นบันไดช้า ๆ
太极拳	ไทเก๊ก	ในสวนสาธารณะมีคนฝึกไทเก๊ก
太太	คุณนาย; ภรรยา	คุณนายหวังกำลังทำอาหาร
谈判	เจรจา; การเจรจา	ทั้งสองฝ่ายกำลังเจรจากัน
坦率	ตรงไปตรงมา	เขาพูดความคิดออกมาอย่างตรงไปตรงมา
烫	ร้อนลวก; ร้อนมาก	ชาถ้วยนี้ร้อนมาก
桃	ลูกท้อ	บนต้นไม้มีลูกท้อมากมาย
淘气	ซน	เด็กคนนี้ซนนิดหน่อย
逃	หนี	ลูกสุนัขหนีออกจากลานบ้าน
逃避	หลีกเลี่ยง	อย่าหลีกเลี่ยงความรับผิดชอบ
讨价还价	ต่อราคา	เวลาซื้อของเขาชอบต่อราคา
套	ชุด; ปลอก	เขาซื้อเสื้อผ้าใหม่หนึ่งชุด
特色	ลักษณะเด่น; เอกลักษณ์	ร้านอาหารนี้มีเอกลักษณ์ท้องถิ่น
特殊	พิเศษ	วันนี้เป็นวันพิเศษวันหนึ่ง
特征	ลักษณะเฉพาะ	สัตว์ชนิดนี้มีลักษณะเฉพาะชัดเจน
疼爱	รักและเอ็นดู	ปู่ย่ารักและเอ็นดูเด็กมาก
提倡	สนับสนุน; รณรงค์	โรงเรียนรณรงค์ให้ประหยัดน้ำ
提纲	โครงร่าง	ก่อนเขียนบทความให้วางโครงร่างก่อน
提问	ถามคำถาม	นักเรียนถามคำถามได้ทุกเมื่อ
题目	หัวข้อ; โจทย์	โจทย์ข้อนี้ไม่ยากมาก
体会	ความเข้าใจจากประสบการณ์	จากการเดินทาง ฉันได้ความเข้าใจใหม่
体贴	เอาใจใส่	เขาเอาใจใส่คนในครอบครัวมาก
体现	สะท้อน; แสดงให้เห็น	เรื่องนี้สะท้อนจิตวิญญาณทีม
体验	สัมผัสประสบการณ์	ฉันอยากสัมผัสชีวิตท้องถิ่น
天空	ท้องฟ้า	วันนี้ท้องฟ้าสีฟ้ามาก
天真	ไร้เดียงสา	ความคิดของเด็กไร้เดียงสามาก
调皮	ซุกซน	แมวตัวนั้นซุกซนมาก
调整	ปรับ; การปรับ	พวกเราต้องปรับแผน
挑战	ความท้าทาย	นี่เป็นความท้าทายที่ใหญ่มาก
通常	โดยปกติ	โดยปกติเขาตื่นเจ็ดโมง
统一	รวมให้เป็นหนึ่ง; ทำให้ตรงกัน	ความคิดเห็นของทุกคนต้องทำให้ตรงกัน
痛苦	เจ็บปวด; ทุกข์	การเสียเพื่อนไปทำให้เขาเจ็บปวดมาก
痛快	สนุกเต็มที่; สะใจ	วันนี้เล่นกันสนุกเต็มที่จริง ๆ
偷	ขโมย	อย่าขโมยของของคนอื่น
投入	ทุ่มเท; ลงทุน	เขาทำงานอย่างทุ่มเทมาก
投资	ลงทุน; การลงทุน	พวกเขาลงทุนในโครงการใหม่หนึ่งโครงการ
透明	โปร่งใส	แก้วใบนี้โปร่งใส
突出	เด่น; โดดเด่น	ข้อดีของเขาโดดเด่นมาก
土地	ที่ดิน; ผืนดิน	ที่ดินผืนนี้อุดมสมบูรณ์มาก
土豆	มันฝรั่ง	ฉันซื้อมันฝรั่งมาหลายลูก
兔子	กระต่าย	เด็กเลี้ยงกระต่ายหนึ่งตัว
吐	อาเจียน	เขาไม่สบายและอยากอาเจียน
团	กลุ่ม; คณะ	พวกเราเข้าร่วมคณะทัวร์หนึ่งคณะ
推辞	ปฏิเสธอย่างสุภาพ	เขาปฏิเสธคำเชิญของเพื่อนอย่างสุภาพ
推广	ส่งเสริม; เผยแพร่	บริษัทกำลังส่งเสริมสินค้าใหม่
推荐	แนะนำ	ครูแนะนำหนังสือเล่มนี้
退	ถอย	กรุณาถอยหลังหนึ่งก้าว
退步	ถอยหลัง; แย่ลง	ถ้าไม่ฝึก ระดับจะถอยหลัง
退休	เกษียณ	ปีหน้าเขาก็จะเกษียณแล้ว
歪	เอียง	ภาพนี้แขวนเอียงแล้ว
外公	ตา	ปีนี้ตาของฉันอายุแปดสิบปี
外交	การทูต	เขาเรียนความสัมพันธ์ระหว่างประเทศและการทูต
完美	สมบูรณ์แบบ	แผนนี้ไม่ได้สมบูรณ์แบบ
完善	ปรับปรุงให้สมบูรณ์	พวกเราต้องปรับปรุงกระบวนการบริการให้สมบูรณ์
完整	ครบถ้วน; สมบูรณ์	กรุณาให้รายงานฉบับสมบูรณ์แก่ฉัน
玩具	ของเล่น	เด็กเอาของเล่นใส่กล่อง
万一	เผื่อว่า; ถ้าหาก	ถ้าหากฝนตก พวกเราก็ไปวันอื่น
王子	เจ้าชาย	เจ้าชายในเรื่องกล้าหาญมาก
往返	ไปกลับ	ตั๋วใบนี้ไปกลับภายในวันเดียวได้
网络	อินเทอร์เน็ต; เครือข่าย	อินเทอร์เน็ตที่นี่เสถียรมาก
危害	เป็นอันตรายต่อ	การสูบบุหรี่เป็นอันตรายต่อสุขภาพ
威胁	คุกคาม	มลพิษกำลังคุกคามแม่น้ำ
微笑	ยิ้ม	เธอยิ้มให้ฉันครั้งหนึ่ง
唯一	เพียงหนึ่งเดียว	นี่เป็นวิธีเดียว
围巾	ผ้าพันคอ	ฤดูหนาวเขาสวมผ้าพันคอ
围绕	ล้อมรอบ; มุ่งไปที่	การอภิปรายมุ่งไปที่ปัญหานี้
维修	ซ่อมบำรุง	ลิฟต์กำลังซ่อมบำรุงอยู่
违反	ฝ่าฝืน	ทำแบบนี้ฝ่าฝืนกฎ
伟大	ยิ่งใหญ่	นี่เป็นการค้นพบที่ยิ่งใหญ่
委屈	รู้สึกไม่ได้รับความเป็นธรรม	เธอรู้สึกไม่ได้รับความเป็นธรรมมาก
尾巴	หาง	ลูกสุนัขส่ายหาง
位于	ตั้งอยู่ที่	โรงเรียนตั้งอยู่ใจกลางเมือง
位置	ตำแหน่ง; ที่นั่ง	ตำแหน่งนี้เงียบมาก
未必	ไม่จำเป็นต้อง; อาจไม่	สิ่งที่เขาพูดอาจไม่จริง
未来	อนาคต	พวกเราต้องเตรียมตัวเพื่ออนาคต
胃	กระเพาะอาหาร	กระเพาะอาหารของฉันไม่ค่อยสบาย
胃口	ความอยากอาหาร	วันนี้เขาอยากอาหารมาก
温暖	อบอุ่น	แสงแดดฤดูใบไม้ผลิอบอุ่นมาก
温柔	อ่อนโยน	เธอพูดจาอ่อนโยนมาก
文件	เอกสาร; ไฟล์	กรุณาส่งเอกสารให้ฉัน
文具	เครื่องเขียน	ในกระเป๋านักเรียนมีเครื่องเขียนมากมาย
文明	มีอารยธรรม; สุภาพ	การเข้าคิวเป็นพฤติกรรมที่สุภาพ
文学	วรรณกรรม	เธอชอบวรรณกรรมจีน
文字	ตัวอักษร; ข้อความ	ตัวอักษรเหล่านี้อ่านยากมาก
闻	ได้กลิ่น	ฉันได้กลิ่นหอมของดอกไม้
吻	จูบ	แม่จูบแก้มเด็ก
稳定	มั่นคง; เสถียร	ราคาสินค้าคงที่
问候	ฝากความคิดถึง; ทักทาย	กรุณาฝากความคิดถึงถึงครอบครัวคุณแทนฉันด้วย
卧室	ห้องนอน	ในห้องนอนมีเตียงใหญ่หนึ่งเตียง
握手	จับมือ	ตอนพบกันพวกเขาจับมือกัน
屋子	ห้อง; บ้าน	ในห้องอบอุ่นมาก
无奈	จนใจ; ช่วยไม่ได้	เขาส่ายหน้าอย่างจนใจ
无数	นับไม่ถ้วน	บนท้องฟ้ายามค่ำคืนมีดาวนับไม่ถ้วน
无所谓	ไม่เป็นไร; ไม่สำคัญ	คุณอยากกินอะไรก็ไม่เป็นไร
武术	ศิลปะการต่อสู้	เขาเรียนศิลปะการต่อสู้มาตั้งแต่เด็ก
勿	ห้าม; อย่า	กรุณาห้ามสูบบุหรี่ที่นี่
物理	ฟิสิกส์	วิชาฟิสิกส์น่าสนใจมาก
物质	สาร; วัตถุ	น้ำเป็นสารสำคัญชนิดหนึ่ง
雾	หมอก	ตอนเช้ามีหมอกหนามาก
吸取	รับเอา; เรียนรู้จาก	พวกเราควรเรียนรู้จากบทเรียนครั้งนี้
吸收	ดูดซึม; รับเข้า	พืชดูดซึมน้ำ
戏剧	ละคร	เขาชอบดูละครแบบดั้งเดิม
系	ภาควิชา; สาขา	เธอเรียนอยู่ภาควิชาภาษาจีน
系统	ระบบ	ระบบนี้ทำงานได้เสถียร
细节	รายละเอียด	กรุณาใส่ใจรายละเอียดเหล่านี้
瞎	สุ่มสี่สุ่มห้า; มั่ว	อย่าเดามั่ว ดูข้อมูลก่อน
下载	ดาวน์โหลด	ฉันดาวน์โหลดซอฟต์แวร์นี้แล้ว
吓	ทำให้ตกใจ	เสียงกะทันหันทำให้ฉันตกใจ
夏令营	ค่ายฤดูร้อน	เด็กเข้าร่วมค่ายภาษาจีนฤดูร้อน
鲜艳	สีสด	สีของกระโปรงตัวนี้สดมาก
显得	ดูเหมือน; ทำให้ดู	เสื้อผ้าตัวนี้ทำให้เขาดูหนุ่มมาก
显然	เห็นได้ชัด	เห็นได้ชัดว่าเขารู้ผลแล้ว
显示	แสดง	หน้าจอแสดงเวลาไม่ถูกต้อง
县	อำเภอ; เขตปกครองระดับท้องถิ่น	อำเภอนี้มีไร่ชาจำนวนมาก
现代	สมัยใหม่	ชีวิตสมัยใหม่แยกจากอินเทอร์เน็ตไม่ได้
现实	ความเป็นจริง	พวกเราต้องเผชิญความเป็นจริง
现象	ปรากฏการณ์	ปรากฏการณ์แบบนี้พบได้บ่อย
限制	จำกัด	ที่นี่จำกัดไม่ให้รถเข้า
