hsk_key	source_word	simplified	gloss	example_zh	example_pinyin	example_en
2985:深入	深入	深入	to go deep; in-depth	记者深入山区采访。	Jì zhě shēn rù shān qū cǎi fǎng.	The reporter went deep into the mountain area to interview people.
2986:深远	深远	深远	far-reaching	这项改革产生了深远影响。	Zhè xiàng gǎi gé chǎn shēng le shēn yuǎn yǐng xiǎng.	This reform had a far-reaching impact.
2993:升级	升级	升级	to upgrade	手机系统需要升级。	Shǒu jī xì tǒng xū yào shēng jí.	The phone system needs to be upgraded.
2994:升温	升温	升温	to warm up; temperature rises	明天开始天气会明显升温。	Míng tiān kāi shǐ tiān qì huì míng xiǎn shēng wēn.	Starting tomorrow, the weather will warm up noticeably.
2999:省份	省份	省份	province	中国有很多不同的省份。	Zhōng guó yǒu hěn duō bù tóng de shěng fèn.	China has many different provinces.
3001:胜	胜	胜	to win; be superior	主队以两分胜了客队。	Zhǔ duì yǐ liǎng fēn shèng le kè duì.	The home team beat the visiting team by two points.
3004:湿	湿	湿	wet	雨后草地还是湿的。	Yǔ hòu cǎo dì hái shì shī de.	After the rain, the grass is still wet.
3005:失恋	失恋	失恋	to suffer a breakup	她失恋后难过了很久。	Tā shī liàn hòu nán guò le hěn jiǔ.	After the breakup, she was sad for a long time.
3007:诗人	诗人	诗人	poet	这位诗人写过很多名诗。	Zhè wèi shī rén xiě guò hěn duō míng shī.	This poet wrote many famous poems.
3023:实验室	实验室	实验室	laboratory	学生们在实验室做测试。	Xué sheng men zài shí yàn shì zuò cè shì.	The students are doing tests in the laboratory.
3025:食用	食用	食用	to eat; edible	这种花可以食用，也可以泡茶。	Zhè zhǒng huā kě yǐ shí yòng, yě kě yǐ pào chá.	This kind of flower can be eaten and can also be used to make tea.
3026:使得	使得	使得	to cause; make	暴雨使得比赛被取消。	Bào yǔ shǐ de bǐ sài bèi qǔ xiāo.	The heavy rain caused the match to be canceled.
3028:式	式	式	type; style; formula suffix	这种新式电动车很受欢迎。	Zhè zhǒng xīn shì diàn dòng chē hěn shòu huān yíng.	This new-style electric vehicle is very popular.
3029:适当	适当	适当	appropriate; proper	适当运动有助于睡眠。	Shì dàng yùn dòng yǒu zhù yú shuì mián.	Appropriate exercise helps sleep.
3034:市民	市民	市民	citizen; city resident	很多市民参加了周末活动。	Hěn duō shì mín cān jiā le zhōu mò huó dòng.	Many city residents took part in the weekend event.
3036:视为	视为	视为	to regard as	大家把安全视为最重要的事情。	Dà jiā bǎ ān quán shì wéi zuì zhòng yào de shì qing.	Everyone regards safety as the most important matter.
3041:试用	试用	试用	to try out; on trial	新软件可以免费试用七天。	Xīn ruǎn jiàn kě yǐ miǎn fèi shì yòng qī tiān.	The new software can be tried for free for seven days.
3042:适用	适用	适用	applicable; suitable	这条规定适用于全体员工。	Zhè tiáo guī dìng shì yòng yú quán tǐ yuán gōng.	This rule applies to all employees.
3044:收集	收集	收集	to collect	研究人员正在收集数据。	Yán jiū rén yuán zhèng zài shōu jí shù jù.	The researchers are collecting data.
3045:收看	收看	收看	to watch; tune in	晚上八点请收看新闻节目。	Wǎn shang bā diǎn qǐng shōu kàn xīn wén jié mù.	Please watch the news program at eight in the evening.
3046:守	守	守	to guard; keep	保安在门口守了一夜。	Bǎo ān zài mén kǒu shǒu le yí yè.	The security guard stayed on watch at the entrance all night.
3047:首次	首次	首次	first time	这是她首次参加国际比赛。	Zhè shì tā shǒu cì cān jiā guó jì bǐ sài.	This is her first time taking part in an international competition.
3048:手段	手段	手段	means; method	沟通是解决问题的重要手段。	Gōu tōng shì jiě jué wèn tí de zhòng yào shǒu duàn.	Communication is an important means of solving problems.
3054:售价	售价	售价	selling price	这台电脑的售价不低。	Zhè tái diàn nǎo de shòu jià bù dī.	The selling price of this computer is not low.
3057:书房	书房	书房	study room	爸爸晚上常在书房工作。	Bà ba wǎn shang cháng zài shū fáng gōng zuò.	Father often works in the study at night.
3062:熟人	熟人	熟人	acquaintance	在新城市遇到熟人很开心。	Zài xīn chéng shì yù dào shú rén hěn kāi xīn.	It is nice to meet an acquaintance in a new city.
3068:树木	树木	树木	trees	道路两旁种了很多树木。	Dào lù liǎng páng zhòng le hěn duō shù mù.	Many trees were planted on both sides of the road.
3069:摔	摔	摔	to fall; throw down	他在雨天摔了一跤。	Tā zài yǔ tiān shuāi le yì jiāo.	He fell on a rainy day.
3071:水分	水分	水分	moisture; water content	这种水果水分很多。	Zhè zhǒng shuǐ guǒ shuǐ fèn hěn duō.	This fruit has a lot of moisture.
3073:睡眠	睡眠	睡眠	sleep	良好的睡眠能提高工作效率。	Liáng hǎo de shuì mián néng tí gāo gōng zuò xiào lǜ.	Good sleep can improve work efficiency.
3074:顺	顺	顺	smooth; along	这条路很顺，开车很方便。	Zhè tiáo lù hěn shùn, kāi chē hěn fāng biàn.	This road is smooth, so driving is convenient.
3081:四处	四处	四处	everywhere; all around	孩子们在院子里四处跑。	Hái zi men zài yuàn zi lǐ sì chù pǎo.	The children ran all around the yard.
3083:四周	四周	四周	surroundings; all around	房子四周都是树。	Fáng zi sì zhōu dōu shì shù.	There are trees all around the house.
3084:搜	搜	搜	to search	警察正在搜失踪人员的线索。	Jǐng chá zhèng zài sōu shī zōng rén yuán de xiàn suǒ.	The police are searching for clues about the missing person.
3087:酸甜苦辣	酸甜苦辣	酸甜苦辣	sour, sweet, bitter and spicy; life's flavors	这本书写出了生活的酸甜苦辣。	Zhè běn shū xiě chū le shēng huó de suān tián kǔ là.	This book portrays the many flavors of life.
3088:随	随	随	to follow; along with	价格会随季节变化。	Jià gé huì suí jì jié biàn huà.	Prices change with the seasons.
3089:随后	随后	随后	afterwards; subsequently	会议结束，大家随后离开。	Huì yì jié shù, dà jiā suí hòu lí kāi.	The meeting ended, and everyone left afterwards.
3094:损害	损害	损害	to damage; harm	吸烟会损害健康。	Xī yān huì sǔn hài jiàn kāng.	Smoking harms health.
3097:缩小	缩小	缩小	to shrink; reduce	公司希望缩小成本差距。	Gōng sī xī wàng suō xiǎo chéng běn chā jù.	The company hopes to reduce the cost gap.
3100:他人	他人	他人	other people	不要随便拿他人的东西。	Bú yào suí biàn ná tā rén de dōng xi.	Do not casually take other people's things.
3101:台灯	台灯	台灯	desk lamp	书桌上有一盏台灯。	Shū zhuō shang yǒu yì zhǎn tái dēng.	There is a desk lamp on the desk.
3104:谈话	谈话	谈话	conversation; to talk	这次谈话让我们更了解彼此。	Zhè cì tán huà ràng wǒ men gèng liǎo jiě bǐ cǐ.	This conversation helped us understand each other better.
3107:特产	特产	特产	local specialty	茶叶是这里的特产。	Chá yè shì zhè lǐ de tè chǎn.	Tea is a local specialty here.
3110:特有	特有	特有	unique; characteristic	这种植物有特有的香味。	Zhè zhǒng zhí wù yǒu tè yǒu de xiāng wèi.	This plant has a unique fragrance.
3112:疼痛	疼痛	疼痛	pain	运动后腿部有些疼痛。	Yùn dòng hòu tuǐ bù yǒu xiē téng tòng.	After exercise, there is some pain in the legs.
3114:提交	提交	提交	to submit	请在周五前提交报告。	Qǐng zài zhōu wǔ qián tí jiāo bào gào.	Please submit the report before Friday.
3116:提起	提起	提起	to mention; lift	一提起家乡，他就很开心。	Yì tí qǐ jiā xiāng, tā jiù hěn kāi xīn.	Whenever his hometown is mentioned, he becomes happy.
3117:提升	提升	提升	to improve; promote	培训可以提升员工技能。	Péi xùn kě yǐ tí shēng yuán gōng jì néng.	Training can improve employees' skills.
3120:体力	体力	体力	physical strength	长跑很考验体力。	Cháng pǎo hěn kǎo yàn tǐ lì.	Long-distance running tests physical strength.
3123:替	替	替	for; in place of	我替同事回复了一封邮件。	Wǒ tì tóng shì huí fù le yì fēng yóu jiàn.	I replied to an email for my colleague.
3125:天上	天上	天上	in the sky	天上有几朵白云。	Tiān shang yǒu jǐ duǒ bái yún.	There are several white clouds in the sky.
3126:填	填	填	to fill in	请把姓名填在第一行。	Qǐng bǎ xìng míng tián zài dì yī háng.	Please fill in your name on the first line.
3127:甜品	甜品	甜品	dessert	饭后我们点了一份甜品。	Fàn hòu wǒ men diǎn le yí fèn tián pǐn.	After the meal, we ordered a dessert.
3128:挑	挑	挑	to choose; select	他挑了一件灰色外套。	Tā tiāo le yí jiàn huī sè wài tào.	He chose a gray coat.
3129:挑选	挑选	挑选	to select; choose	她正在挑选生日礼物。	Tā zhèng zài tiāo xuǎn shēng rì lǐ wù.	She is choosing a birthday gift.
3130:调	调	调	to adjust	请把空调温度调高一点。	Qǐng bǎ kōng tiáo wēn dù tiáo gāo yì diǎn.	Please adjust the air conditioner temperature a little higher.
3134:跳高	跳高	跳高	high jump	他在学校比赛中参加跳高。	Tā zài xué xiào bǐ sài zhōng cān jiā tiào gāo.	He took part in the high jump at the school competition.
3135:跳远	跳远	跳远	long jump	跳远需要速度和力量。	Tiào yuǎn xū yào sù dù hé lì liàng.	Long jump requires speed and strength.
3136:贴	贴	贴	to paste; stick	她把照片贴在墙上。	Tā bǎ zhào piàn tiē zài qiáng shang.	She pasted the photo on the wall.
3137:铁路	铁路	铁路	railway	这条铁路连接南北两个城市。	Zhè tiáo tiě lù lián jiē nán běi liǎng ge chéng shì.	This railway connects the northern and southern cities.
3138:停留	停留	停留	to stay; stop over	游客在湖边停留了半小时。	Yóu kè zài hú biān tíng liú le bàn xiǎo shí.	The tourists stayed by the lake for half an hour.
3140:通行	通行	通行	to pass through; be open to traffic	这座桥明天恢复通行。	Zhè zuò qiáo míng tiān huī fù tōng xíng.	This bridge will reopen to traffic tomorrow.
3141:同	同	同	same; with	我同朋友一起前往剧场。	Wǒ tóng péng you yì qǐ qián wǎng jù chǎng.	I went to the theater with a friend.
3143:同一	同一	同一	same; identical	他们住在同一栋楼。	Tā men zhù zài tóng yī dòng lóu.	They live in the same building.
3147:投	投	投	to throw; invest; vote	他把球投进了篮筐。	Tā bǎ qiú tóu jìn le lán kuāng.	He threw the ball into the basket.
3149:头	头	头	suffix; head	箱子里头还有一本书。	Xiāng zi lǐ tou hái yǒu yì běn shū.	There is still a book inside the box.
3151:图画	图画	图画	picture; drawing	墙上挂着孩子的图画。	Qiáng shang guà zhe hái zi de tú huà.	The child's drawing is hanging on the wall.
3152:图书	图书	图书	books	图书馆新买了很多图书。	Tú shū guǎn xīn mǎi le hěn duō tú shū.	The library bought many new books.
3157:团队	团队	团队	team	这个团队合作得很好。	Zhè ge tuán duì hé zuò de hěn hǎo.	This team works together very well.
3158:推动	推动	推动	to promote; push forward	新技术推动了行业发展。	Xīn jì shù tuī dòng le háng yè fā zhǎn.	New technology has promoted the development of the industry.
3161:推进	推进	推进	to advance; push forward	公司正在推进这个项目。	Gōng sī zhèng zài tuī jìn zhè ge xiàng mù.	The company is advancing this project.
3163:退出	退出	退出	to withdraw; exit	他决定退出这次比赛。	Tā jué dìng tuì chū zhè cì bǐ sài.	He decided to withdraw from this competition.
3164:退还	退还	退还	to return; refund	商家同意退还全部费用。	Shāng jiā tóng yì tuì huán quán bù fèi yòng.	The merchant agreed to refund all the fees.
3166:拖鞋	拖鞋	拖鞋	slippers	进屋后请换上拖鞋。	Jìn wū hòu qǐng huàn shang tuō xié.	After entering the house, please change into slippers.
3167:外部	外部	外部	external; outside	机器外部需要定期清洁。	Jī qì wài bù xū yào dìng qī qīng jié.	The outside of the machine needs regular cleaning.
3169:外观	外观	外观	appearance; exterior	这辆车的外观很漂亮。	Zhè liàng chē de wài guān hěn piào liang.	The appearance of this car is beautiful.
3170:外婆	外婆	外婆	maternal grandmother	外婆给我做了年夜饭。	Wài pó gěi wǒ zuò le nián yè fàn.	My maternal grandmother made New Year's Eve dinner for me.
3171:外形	外形	外形	shape; external form	这款手机外形很轻薄。	Zhè kuǎn shǒu jī wài xíng hěn qīng báo.	This phone model has a thin and light shape.
3172:弯	弯	弯	bent; curve	这条小路又窄又弯。	Zhè tiáo xiǎo lù yòu zhǎi yòu wān.	This path is narrow and winding.
3183:围	围	围	to surround; encircle	孩子们围在老师身边。	Hái zi men wéi zài lǎo shī shēn biān.	The children gathered around the teacher.
3186:违法	违法	违法	to break the law; illegal	酒后开车是违法的。	Jiǔ hòu kāi chē shì wéi fǎ de.	Driving after drinking is illegal.
3202:问卷	问卷	问卷	questionnaire	请填写这份问卷。	Qǐng tián xiě zhè fèn wèn juàn.	Please fill out this questionnaire.
3203:握	握	握	to hold; grasp	他紧紧握着朋友的手。	Tā jǐn jǐn wò zhe péng you de shǒu.	He held his friend's hand tightly.
3206:无关	无关	无关	unrelated	这件事和他无关。	Zhè jiàn shì hé tā wú guān.	This matter has nothing to do with him.
3209:无限	无限	无限	unlimited; infinite	年轻人有无限的可能。	Nián qīng rén yǒu wú xiàn de kě néng.	Young people have unlimited possibilities.
3210:无效	无效	无效	invalid; ineffective	这张票已经无效。	Zhè zhāng piào yǐ jīng wú xiào.	This ticket is already invalid.
3213:舞台	舞台	舞台	stage	演员们走上舞台。	Yǎn yuán men zǒu shàng wǔ tái.	The actors walked onto the stage.
3214:五颜六色	五颜六色	五颜六色	colorful; multicolored	花园里开满了五颜六色的花。	Huā yuán lǐ kāi mǎn le wǔ yán liù sè de huā.	The garden is full of colorful flowers.
3216:物价	物价	物价	prices; cost of living	最近物价上涨得很快。	Zuì jìn wù jià shàng zhǎng de hěn kuài.	Prices have been rising quickly recently.
3218:物品	物品	物品	item; goods	贵重物品请随身携带。	Guì zhòng wù pǐn qǐng suí shēn xié dài.	Please keep valuable items with you.
3221:西餐	西餐	西餐	Western food	这家餐厅主要提供西餐。	Zhè jiā cān tīng zhǔ yào tí gōng xī cān.	This restaurant mainly serves Western food.
3222:吸管	吸管	吸管	straw	请给我一根吸管。	Qǐng gěi wǒ yì gēn xī guǎn.	Please give me a straw.
3224:西装	西装	西装	suit	他穿着黑色西装参加会议。	Tā chuān zhe hēi sè xī zhuāng cān jiā huì yì.	He wore a black suit to attend the meeting.
3225:戏	戏	戏	play; drama	这出戏很有意思。	Zhè chū xì hěn yǒu yì si.	This play is very interesting.
3231:先后	先后	先后	in succession; order	三位嘉宾先后上台讲话。	Sān wèi jiā bīn xiān hòu shàng tái jiǎng huà.	Three guests went on stage to speak in succession.
3233:闲	闲	闲	free; idle	周末他比较闲。	Zhōu mò tā bǐ jiào xián.	He is relatively free on weekends.
3240:现代化	现代化	现代化	to modernize; modernization	这座城市正在加快现代化建设。	Zhè zuò chéng shì zhèng zài jiā kuài xiàn dài huà jiàn shè.	This city is speeding up modernization.
3241:线路	线路	线路	line; route	这条公交线路经过学校。	Zhè tiáo gōng jiāo xiàn lù jīng guò xué xiào.	This bus route passes by the school.
3246:乡	乡	乡	countryside; township	他从小在乡里长大。	Tā cóng xiǎo zài xiāng lǐ zhǎng dà.	He grew up in the countryside from childhood.
3248:乡村	乡村	乡村	village; countryside	乡村的空气很清新。	Xiāng cūn de kōng qì hěn qīng xīn.	The air in the countryside is very fresh.
3254:响声	响声	响声	sound; noise	门外传来奇怪的响声。	Mén wài chuán lái qí guài de xiǎng shēng.	A strange sound came from outside the door.
3257:相册	相册	相册	photo album	她把旅行照片放进相册。	Tā bǎ lǚ xíng zhào piàn fàng jìn xiàng cè.	She put the travel photos into an album.
3260:向上	向上	向上	upward	孩子把气球向上举。	Hái zi bǎ qì qiú xiàng shàng jǔ.	The child raised the balloon upward.
3263:消费者	消费者	消费者	consumer	消费者有权了解产品信息。	Xiāo fèi zhě yǒu quán liǎo jiě chǎn pǐn xìn xī.	Consumers have the right to know product information.
3266:销量	销量	销量	sales volume	新产品的销量超过预期。	Xīn chǎn pǐn de xiāo liàng chāo guò yù qī.	The new product's sales volume exceeded expectations.
3270:小型	小型	小型	small-sized	这是一家小型咖啡馆。	Zhè shì yì jiā xiǎo xíng kā fēi guǎn.	This is a small cafe.
3271:小于	小于	小于	less than	二小于五。	Èr xiǎo yú wǔ.	Two is less than five.
3279:新人	新人	新人	newcomer; newlywed	公司为新人安排了培训。	Gōng sī wèi xīn rén ān pái le péi xùn.	The company arranged training for newcomers.
3282:新型	新型	新型	new type	这是一种新型环保材料。	Zhè shì yì zhǒng xīn xíng huán bǎo cái liào.	This is a new type of environmentally friendly material.
3285:信用	信用	信用	credit; trust	良好的信用对贷款很重要。	Liáng hǎo de xìn yòng duì dài kuǎn hěn zhòng yào.	Good credit is important for loans.
3286:行程	行程	行程	itinerary; journey	导游把明天的行程发给大家。	Dǎo yóu bǎ míng tiān de xíng chéng fā gěi dà jiā.	The guide sent everyone tomorrow's itinerary.
3293:行驶	行驶	行驶	to travel; drive	车辆正在高速公路上行驶。	Chē liàng zhèng zài gāo sù gōng lù shang xíng shǐ.	The vehicle is traveling on the highway.
3297:行走	行走	行走	to walk; move on foot	雨天在地面行走要小心。	Yǔ tiān zài dì miàn xíng zǒu yào xiǎo xīn.	Be careful when walking on the ground on rainy days.
3303:需	需	需	to need; require	此事需进一步讨论。	Cǐ shì xū jìn yí bù tǎo lùn.	This matter requires further discussion.
3309:学分	学分	学分	academic credit	这门课有三个学分。	Zhè mén kè yǒu sān ge xué fēn.	This course has three credits.
3310:学科	学科	学科	academic subject; discipline	医学是一门重要学科。	Yī xué shì yì mén zhòng yào xué kē.	Medicine is an important discipline.
3312:学年	学年	学年	school year; academic year	新学年从九月开始。	Xīn xué nián cóng jiǔ yuè kāi shǐ.	The new school year starts in September.
3314:学者	学者	学者	scholar	这位学者研究中国历史。	Zhè wèi xué zhě yán jiū Zhōng guó lì shǐ.	This scholar studies Chinese history.
3315:雪糕	雪糕	雪糕	ice cream bar	夏天孩子们喜欢吃雪糕。	Xià tiān hái zi men xǐ huan chī xuě gāo.	Children like eating ice cream bars in summer.
3323:鸭子	鸭子	鸭子	duck	湖里有几只鸭子在游。	Hú lǐ yǒu jǐ zhī yā zi zài yóu.	Several ducks are swimming in the lake.
3325:沿	沿	沿	along	我们沿河边慢慢走。	Wǒ men yán hé biān màn màn zǒu.	We walked slowly along the river.
3327:研发	研发	研发	to research and develop	公司正在研发新型机器人。	Gōng sī zhèng zài yán fā xīn xíng jī qì rén.	The company is developing a new type of robot.
3329:研制	研制	研制	to develop; manufacture through research	科研团队研制出一种新药。	Kē yán tuán duì yán zhì chū yì zhǒng xīn yào.	The research team developed a new medicine.
3330:眼	眼	眼	eye	风太大，他眯起了眼。	Fēng tài dà, tā mī qǐ le yǎn.	The wind was too strong, so he narrowed his eyes.
3332:眼泪	眼泪	眼泪	tears	她感动得流下了眼泪。	Tā gǎn dòng de liú xià le yǎn lèi.	She was so moved that she shed tears.
3339:要不是	要不是	要不是	if it were not for	要不是你提醒，我差点忘了会议。	Yào bú shì nǐ tí xǐng, wǒ chà diǎn wàng le huì yì.	If you had not reminded me, I almost would have forgotten the meeting.
3340:药品	药品	药品	medicine; pharmaceutical product	药品必须按说明书使用。	Yào pǐn bì xū àn shuō míng shū shǐ yòng.	Medicines must be used according to the instructions.
3341:药物	药物	药物	medicine; drug	这种药物不能空腹吃。	Zhè zhǒng yào wù bù néng kōng fù chī.	This medicine cannot be taken on an empty stomach.
3342:夜间	夜间	夜间	nighttime	夜间开车要特别小心。	Yè jiān kāi chē yào tè bié xiǎo xīn.	Be especially careful when driving at night.
3343:夜市	夜市	夜市	night market	这条街晚上会变成夜市。	Zhè tiáo jiē wǎn shang huì biàn chéng yè shì.	This street turns into a night market in the evening.
3348:医疗	医疗	医疗	medical treatment; healthcare	社区医疗服务越来越方便。	Shè qū yī liáo fú wù yuè lái yuè fāng biàn.	Community healthcare services are becoming more convenient.
3350:医学	医学	医学	medicine; medical science	她大学学的是医学。	Tā dà xué xué de shì yī xué.	She studied medicine at university.
3351:移	移	移	to move; shift	请把桌子往左移一点。	Qǐng bǎ zhuō zi wǎng zuǒ yí yì diǎn.	Please move the table a little to the left.
3352:一次性	一次性	一次性	disposable; one-time	餐厅不再提供一次性筷子。	Cān tīng bú zài tí gōng yí cì xìng kuài zi.	The restaurant no longer provides disposable chopsticks.
3353:一代	一代	一代	generation	这一代年轻人更重视环保。	Zhè yí dài nián qīng rén gèng zhòng shì huán bǎo.	This generation of young people values environmental protection more.
3357:一路	一路	一路	all the way; throughout	他一路跑到车站。	Tā yí lù pǎo dào chē zhàn.	He ran all the way to the station.
3358:一路顺风	一路顺风	一路顺风	have a good trip	朋友出发前，我对他说一路顺风。	Péng you chū fā qián, wǒ duì tā shuō yí lù shùn fēng.	Before my friend left, I told him to have a good trip.
3372:音量	音量	音量	volume	请把电视音量调小一点。	Qǐng bǎ diàn shì yīn liàng tiáo xiǎo yì diǎn.	Please turn down the TV volume a little.
3374:引进	引进	引进	to introduce; bring in	学校引进了新的教学设备。	Xué xiào yǐn jìn le xīn de jiào xué shè bèi.	The school introduced new teaching equipment.
3377:应当	应当	应当	should; ought to	学生应当按时完成作业。	Xué sheng yīng dāng àn shí wán chéng zuò yè.	Students should complete their homework on time.
3378:迎	迎	迎	to welcome; meet	大家站在门口迎客人。	Dà jiā zhàn zài mén kǒu yíng kè rén.	Everyone stood at the entrance to welcome the guests.
3382:影片	影片	影片	film; movie	这部影片获得了好评。	Zhè bù yǐng piàn huò dé le hǎo píng.	This film received good reviews.
3383:影视	影视	影视	film and television	他在影视行业工作。	Tā zài yǐng shì háng yè gōng zuò.	He works in the film and television industry.
3385:应对	应对	应对	to respond to; deal with	公司正在应对新的市场变化。	Gōng sī zhèng zài yìng duì xīn de shì chǎng biàn huà.	The company is responding to new market changes.
3391:用法	用法	用法	usage; way of using	老师解释了这个词的用法。	Lǎo shī jiě shì le zhè ge cí de yòng fǎ.	The teacher explained the usage of this word.
3393:用力	用力	用力	to use force	门很重，需要用力推。	Mén hěn zhòng, xū yào yòng lì tuī.	The door is heavy and needs to be pushed with force.
3394:用品	用品	用品	supplies; articles for use	旅行用品已经放进行李箱。	Lǚ xíng yòng pǐn yǐ jīng fàng jìn xíng li xiāng.	The travel supplies have already been put into the suitcase.
3398:优良	优良	优良	excellent; fine	这个品种具有优良的特点。	Zhè ge pǐn zhǒng jù yǒu yōu liáng de tè diǎn.	This variety has excellent characteristics.
3401:优质	优质	优质	high-quality	这家店提供优质服务。	Zhè jiā diàn tí gōng yōu zhì fú wù.	This shop provides high-quality service.
3402:由此	由此	由此	from this; therefore	由此可以看出，计划需要调整。	Yóu cǐ kě yǐ kàn chū, jì huà xū yào tiáo zhěng.	From this, it can be seen that the plan needs adjustment.
3403:邮寄	邮寄	邮寄	to mail; send by post	我把文件邮寄给了客户。	Wǒ bǎ wén jiàn yóu jì gěi le kè hù.	I mailed the documents to the client.
3406:邮票	邮票	邮票	postage stamp	信封上贴着一张邮票。	Xìn fēng shang tiē zhe yì zhāng yóu piào.	There is a stamp on the envelope.
3407:油条	油条	油条	fried dough stick	早餐店的油条很受欢迎。	Zǎo cān diàn de yóu tiáo hěn shòu huān yíng.	The fried dough sticks at the breakfast shop are very popular.
3409:有害	有害	有害	harmful	这种气体对人体有害。	Zhè zhǒng qì tǐ duì rén tǐ yǒu hài.	This gas is harmful to the human body.
3410:有力	有力	有力	powerful; strong	这是一项有力的支持措施。	Zhè shì yí xiàng yǒu lì de zhī chí cuò shī.	This is a strong support measure.
3412:有限	有限	有限	limited	我们的时间有限。	Wǒ men de shí jiān yǒu xiàn.	Our time is limited.
3413:有益	有益	有益	beneficial	阅读对学习语言有益。	Yuè dú duì xué xí yǔ yán yǒu yì.	Reading is beneficial for language learning.
3414:有助于	有助于	有助于	to help; contribute to	充足睡眠有助于恢复体力。	Chōng zú shuì mián yǒu zhù yú huī fù tǐ lì.	Enough sleep helps restore physical strength.
3418:雨水	雨水	雨水	rainwater	雨水顺着屋顶流下来。	Yǔ shuǐ shùn zhe wū dǐng liú xià lái.	Rainwater flowed down along the roof.
3419:语文	语文	语文	Chinese language; language arts	他的语文成绩一直很好。	Tā de yǔ wén chéng jì yì zhí hěn hǎo.	His Chinese language grades have always been good.
3420:语音	语音	语音	speech sound; voice	这个软件可以识别语音。	Zhè ge ruǎn jiàn kě yǐ shí bié yǔ yīn.	This software can recognize speech.
3422:预测	预测	预测	to predict; forecast	专家预测明年物价会上涨。	Zhuān jiā yù cè míng nián wù jià huì shàng zhǎng.	Experts predict that prices will rise next year.
3425:预计	预计	预计	to estimate; expect	工程预计年底完成。	Gōng chéng yù jì nián dǐ wán chéng.	The project is expected to be completed by the end of the year.
3427:预约	预约	预约	to make an appointment	看门诊前最好先预约。	Kàn mén zhěn qián zuì hǎo xiān yù yuē.	It is best to make an appointment before visiting the outpatient clinic.
3428:原	原	原	original; former	请按原计划进行。	Qǐng àn yuán jì huà jìn xíng.	Please proceed according to the original plan.
3430:原有	原有	原有	original; existing	新系统保留了原有功能。	Xīn xì tǒng bǎo liú le yuán yǒu gōng néng.	The new system kept the original functions.
3434:愿	愿	愿	to be willing; wish	我愿和大家分享经验。	Wǒ yuàn hé dà jiā fēn xiǎng jīng yàn.	I am willing to share my experience with everyone.
3436:约定	约定	约定	agreement; to arrange	我们约定明天上午见面。	Wǒ men yuē dìng míng tiān shàng wǔ jiàn miàn.	We agreed to meet tomorrow morning.
3437:运	运	运	to transport; move	司机把货物运到了仓库。	Sī jī bǎ huò wù yùn dào le cāng kù.	The driver transported the goods to the warehouse.
3438:运费	运费	运费	shipping fee	这件商品的运费是十元。	Zhè jiàn shāng pǐn de yùn fèi shì shí yuán.	The shipping fee for this item is ten yuan.
3442:在场	在场	在场	to be present	事故发生时，他也在场。	Shì gù fā shēng shí, tā yě zài chǎng.	When the accident happened, he was also present.
3444:在内	在内	在内	including	费用包括住宿在内。	Fèi yòng bāo kuò zhù sù zài nèi.	The fee includes accommodation.
3445:在线	在线	在线	online	学生可以在线提交作业。	Xué sheng kě yǐ zài xiàn tí jiāo zuò yè.	Students can submit homework online.
3448:糟	糟	糟	bad; terrible	今天的交通情况很糟。	Jīn tiān de jiāo tōng qíng kuàng hěn zāo.	The traffic situation today is terrible.
3450:早期	早期	早期	early stage; early period	项目早期遇到了不少困难。	Xiàng mù zǎo qī yù dào le bù shǎo kùn nan.	The project encountered many difficulties in the early stage.
3451:早晚	早晚	早晚	sooner or later; morning and evening	只要坚持，早晚会看到效果。	Zhǐ yào jiān chí, zǎo wǎn huì kàn dào xiào guǒ.	If you keep at it, sooner or later you will see results.
3452:早已	早已	早已	long since; already	这个消息大家早已知道。	Zhè ge xiāo xi dà jiā zǎo yǐ zhī dào.	Everyone has known this news for a long time.
3453:造	造	造	to make; build	工人们正在造一座新桥。	Gōng rén men zhèng zài zào yí zuò xīn qiáo.	The workers are building a new bridge.
3455:增	增	增	to increase	今年公司收入增了不少。	Jīn nián gōng sī shōu rù zēng le bù shǎo.	The company's income increased quite a lot this year.
3456:增进	增进	增进	to enhance; improve	交流可以增进彼此的了解。	Jiāo liú kě yǐ zēng jìn bǐ cǐ de liǎo jiě.	Communication can enhance mutual understanding.
3457:增强	增强	增强	to strengthen; enhance	运动能增强体力。	Yùn dòng néng zēng qiáng tǐ lì.	Exercise can strengthen physical power.
3458:赠	赠	赠	to give as a gift	学校赠给学生一批图书。	Xué xiào zèng gěi xué sheng yì pī tú shū.	The school gave a batch of books to the students as a gift.
3460:炸	炸	炸	to deep-fry; explode	这种饼需要用油炸。	Zhè zhǒng bǐng xū yào yòng yóu zhá.	This kind of pancake needs to be deep-fried in oil.
3463:展出	展出	展出	to exhibit; display	博物馆正在展出国画作品。	Bó wù guǎn zhèng zài zhǎn chū guó huà zuò pǐn.	The museum is exhibiting traditional Chinese paintings.
3469:站台	站台	站台	platform	乘客在站台上等车。	Chéng kè zài zhàn tái shang děng chē.	The passengers are waiting on the platform.
3472:涨价	涨价	涨价	to raise prices; price rises	这家餐厅最近涨价了。	Zhè jiā cān tīng zuì jìn zhǎng jià le.	This restaurant has raised its prices recently.
