hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
4258:箭	箭	箭	矢; や	矢は遠くの的へ飛んでいった。	화살	화살이 먼 과녁을 향해 날아갔다.	mũi tên	Mũi tên bay về phía bia ở xa.	ลูกธนู	ลูกธนูพุ่งไปยังเป้าไกลๆ	anak panah	Anak panah terbang ke sasaran yang jauh.	anak panah	Anak panah melesat ke sasaran yang jauh.
4263:建筑物	建筑物	建筑物	建物; 建築物	この建物には100年の歴史がある。	건축물; 건물	이 건물은 100년의 역사를 가지고 있다.	tòa nhà; công trình kiến trúc	Tòa nhà này có lịch sử một trăm năm.	อาคาร; สิ่งปลูกสร้าง	อาคารหลังนี้มีประวัติหนึ่งร้อยปี	bangunan; struktur	Bangunan ini mempunyai sejarah seratus tahun.	bangunan; struktur	Bangunan ini memiliki sejarah seratus tahun.
4265:讲解	讲解	讲解	解説する; 説明する	ガイドが古城の歴史を解説している。	해설하다; 설명하다	가이드가 옛 도시의 역사를 설명하고 있다.	giảng giải; thuyết minh	Hướng dẫn viên đang thuyết minh về lịch sử thành cổ.	อธิบาย; บรรยาย	ไกด์กำลังอธิบายประวัติเมืองโบราณ	menerangkan; memberi penjelasan	Pemandu pelancong sedang menerangkan sejarah kota lama.	menjelaskan	Pemandu wisata sedang menjelaskan sejarah kota kuno.
4266:奖牌	奖牌	奖牌	メダル	彼女は試合で金メダルを獲得した。	메달	그녀는 경기에서 금메달을 땄다.	huy chương	Cô ấy giành huy chương vàng trong cuộc thi.	เหรียญรางวัล	เธอได้รับเหรียญทองในการแข่งขัน	pingat	Dia memenangi pingat emas dalam pertandingan.	medali	Dia memenangkan medali emas dalam pertandingan.
4267:奖品	奖品	奖品	賞品	イベント終了後に賞品が配られる。	상품	행사 후에 상품이 지급된다.	giải thưởng; phần thưởng	Sau khi hoạt động kết thúc sẽ phát phần thưởng.	รางวัล	หลังจบกิจกรรมจะมีการแจกรางวัล	hadiah	Hadiah akan diberikan selepas acara berakhir.	hadiah	Hadiah akan diberikan setelah kegiatan berakhir.
4268:酱	酱	酱	ソース; たれ	麺に少したれを加えるともっとおいしい。	소스; 장	면에 소스를 조금 넣으면 더 맛있다.	nước sốt; tương	Thêm một ít nước sốt vào mì sẽ ngon hơn.	ซอส; เครื่องจิ้ม	ใส่ซอสเล็กน้อยในบะหมี่จะอร่อยขึ้น	sos; pes	Menambah sedikit sos ke dalam mi membuatnya lebih sedap.	saus; pasta bumbu	Menambahkan sedikit saus ke mi membuatnya lebih enak.
4270:胶带	胶带	胶带	粘着テープ; テープ	箱をテープでしっかり閉じてください。	테이프; 접착테이프	상자를 테이프로 잘 봉해 주세요.	băng dính	Xin hãy dùng băng dính dán kín thùng.	เทปกาว	กรุณาใช้เทปกาวปิดกล่องให้เรียบร้อย	pita pelekat	Sila tutup kotak itu dengan pita pelekat.	selotip	Harap segel kotak dengan selotip.
4273:焦虑	焦虑	焦虑	不安な; 不安	試験前に彼はとても不安を感じた。	불안한; 불안	시험 전에 그는 매우 불안했다.	lo lắng; sự lo âu	Trước kỳ thi, anh ấy cảm thấy rất lo lắng.	วิตกกังวล	ก่อนสอบเขารู้สึกวิตกกังวลมาก	cemas; kebimbangan	Sebelum peperiksaan, dia berasa sangat cemas.	cemas; kecemasan	Sebelum ujian, dia merasa sangat cemas.
4275:交谈	交谈	交谈	話し合う; 会話する	彼らはカフェで長い間話し合った。	대화하다; 이야기를 나누다	그들은 카페에서 오래 대화했다.	trò chuyện	Họ trò chuyện rất lâu trong quán cà phê.	พูดคุย	พวกเขาพูดคุยกันนานในคาเฟ่	berbual	Mereka berbual lama di kafe.	bercakap-cakap	Mereka bercakap-cakap lama di kafe.
4276:郊外	郊外	郊外	郊外; こうがい	週末に私たちは郊外へ散歩に行った。	교외	주말에 우리는 교외로 산책을 갔다.	ngoại ô	Cuối tuần chúng tôi đi dạo ở ngoại ô.	ชานเมือง	วันหยุดสุดสัปดาห์พวกเราไปเดินเล่นที่ชานเมือง	pinggir bandar	Pada hujung minggu, kami berjalan-jalan di pinggir bandar.	pinggiran kota	Pada akhir pekan, kami berjalan-jalan ke pinggiran kota.
4278:脚印	脚印	脚印	足跡; あしあと	雪の上に足跡が残っていた。	발자국	눈밭에 발자국이 남았다.	dấu chân	Dấu chân đã để lại trên tuyết.	รอยเท้า	มีรอยเท้าถูกทิ้งไว้บนหิมะ	jejak kaki	Jejak kaki tertinggal di atas salji.	jejak kaki	Jejak kaki tertinggal di atas salju.
4279:较为	较为	较为	比較的	この方法は比較的簡単だ。	비교적	이 방법은 비교적 간단하다.	tương đối	Phương pháp này tương đối đơn giản.	ค่อนข้าง	วิธีนี้ค่อนข้างง่าย	agak; secara relatif	Kaedah ini agak mudah.	relatif; cukup	Metode ini relatif sederhana.
4281:结	结	结	実をつける; 結ぶ	木にたくさん実がなった。	맺다; 열리다	나무에 열매가 많이 맺혔다.	kết; ra quả	Cây đã ra rất nhiều quả.	ออกผล; ผูก	ต้นไม้ออกผลจำนวนมาก	berbuah; mengikat	Pokok itu berbuah dengan banyak.	berbuah; mengikat	Pohon itu berbuah banyak.
4285:街头	街头	街头	街頭; 町角	街頭には屋台がたくさんある。	길거리; 거리	길거리에는 간식 노점이 많다.	đầu đường; phố xá	Trên phố có nhiều quầy đồ ăn vặt.	ถนน; หัวมุมถนน	บนถนนมีแผงขายของกินเล่นมากมาย	jalan; penjuru jalan	Di jalan itu ada banyak gerai makanan ringan.	jalan; sudut jalan	Di jalan ada banyak kios jajanan.
4287:节能	节能	节能	省エネの; エネルギーを節約する	このエアコンはとても省エネだ。	에너지를 절약하다; 절전의	이 에어컨은 매우 에너지 절약형이다.	tiết kiệm năng lượng	Máy điều hòa này rất tiết kiệm năng lượng.	ประหยัดพลังงาน	เครื่องปรับอากาศเครื่องนี้ประหยัดพลังงานมาก	menjimatkan tenaga	Penyaman udara ini sangat menjimatkan tenaga.	hemat energi	Pendingin udara ini sangat hemat energi.
4288:结尾	结尾	结尾	結末; 終わり	物語の結末はとても温かい。	결말; 끝	이야기의 결말은 매우 따뜻하다.	phần kết; kết thúc	Phần kết của câu chuyện rất ấm áp.	ตอนจบ	ตอนจบของเรื่องอบอุ่นมาก	pengakhiran	Pengakhiran cerita itu sangat hangat.	akhir cerita	Kesudahan cerita itu sangat hangat.
4292:解	解	解	解く; 解決する	彼はすぐにこの問題を解いた。	풀다; 해결하다	그는 이 문제를 금방 풀었다.	giải; tháo	Anh ấy nhanh chóng giải được bài này.	แก้; แกะ	เขาแก้โจทย์ข้อนี้ได้อย่างรวดเร็ว	menyelesaikan; membuka ikatan	Dia cepat menyelesaikan soalan ini.	memecahkan; membuka ikatan	Dia cepat memecahkan soal ini.
4293:解答	解答	解答	解答する; 説明する	先生は学生の質問に辛抱強く答えた。	답하다; 해설하다	선생님은 학생들의 질문에 인내심 있게 답했다.	giải đáp; trả lời	Giáo viên kiên nhẫn giải đáp câu hỏi của học sinh.	ตอบและอธิบาย	ครูตอบคำถามของนักเรียนอย่างอดทน	menjawab; menerangkan	Guru menjawab soalan pelajar dengan sabar.	menjawab; menjelaskan	Guru dengan sabar menjawab pertanyaan siswa.
4294:解读	解读	解读	読み解く; 解釈する	専門家が新しい政策を解釈した。	해석하다; 분석하다	전문가가 새 정책을 해석했다.	giải thích; phân tích	Chuyên gia đã phân tích chính sách mới.	ตีความ; วิเคราะห์	ผู้เชี่ยวชาญตีความนโยบายใหม่	mentafsir; menganalisis	Pakar mentafsir dasar baharu itu.	menafsirkan; menganalisis	Ahli menafsirkan kebijakan baru itu.
4296:解说	解说	解说	ナレーションする; 解説する	彼はドキュメンタリーのナレーションをする。	해설하다; 내레이션하다	그는 다큐멘터리 해설을 한다.	thuyết minh; giải thích	Anh ấy thuyết minh cho phim tài liệu.	บรรยาย; อธิบาย	เขาบรรยายสารคดี	mengulas; meriwayatkan	Dia membuat ulasan untuk dokumentari itu.	menarasikan; menjelaskan	Dia menarasikan film dokumenter.
4300:金额	金额	金额	金額; きんがく	支払い金額を確認してください。	금액	결제 금액을 확인해 주세요.	số tiền	Xin hãy xác nhận số tiền thanh toán.	จำนวนเงิน	กรุณายืนยันจำนวนเงินที่ชำระ	jumlah wang	Sila sahkan jumlah bayaran.	jumlah uang	Harap konfirmasi jumlah pembayaran.
4301:金牌	金牌	金牌	金メダル	彼女はついに金メダルを獲得した。	금메달	그녀는 마침내 금메달을 땄다.	huy chương vàng	Cuối cùng cô ấy đã giành huy chương vàng.	เหรียญทอง	ในที่สุดเธอก็คว้าเหรียญทองได้	pingat emas	Dia akhirnya memenangi pingat emas.	medali emas	Dia akhirnya memenangkan medali emas.
4302:金钱	金钱	金钱	お金; 金銭	お金で本当の友情は買えない。	돈; 재산	돈은 진정한 우정을 살 수 없다.	tiền bạc; của cải	Tiền bạc không mua được tình bạn thật sự.	เงินทอง	เงินไม่สามารถซื้อมิตรภาพที่แท้จริงได้	wang; kekayaan	Wang tidak dapat membeli persahabatan sejati.	uang; kekayaan	Uang tidak dapat membeli persahabatan sejati.
4305:金子	金子	金子	金; きん	この指輪は金でできている。	금	이 반지는 금으로 만들어졌다.	vàng	Chiếc nhẫn này được làm bằng vàng.	ทองคำ	แหวนวงนี้ทำจากทองคำ	emas	Cincin ini dibuat daripada emas.	emas	Cincin ini terbuat dari emas.
4306:尽	尽	尽	尽くす; 使い果たす	彼は最大限の努力を尽くした。	다하다; 소진하다	그는 최대한의 노력을 다했다.	hết; tận lực	Anh ấy đã cố gắng hết sức.	ใช้จนหมด; ทุ่มเท	เขาทุ่มเทความพยายามสูงสุด	menghabiskan; mencurahkan	Dia mencurahkan usaha yang terbaik.	menghabiskan; mengerahkan	Dia mengerahkan usaha maksimal.
4308:进度	进度	进度	進捗; スケジュール	プロジェクトの進捗は計画より速い。	진행 상황; 일정	프로젝트 진행은 계획보다 빠르다.	tiến độ	Tiến độ dự án nhanh hơn kế hoạch.	ความคืบหน้า; กำหนดการ	ความคืบหน้าของโครงการเร็วกว่าที่วางแผนไว้	kemajuan; jadual	Kemajuan projek lebih cepat daripada rancangan.	kemajuan; jadwal	Kemajuan proyek lebih cepat daripada rencana.
4311:近视	近视	近视	近視; きんし	彼は小学校のころから近視だ。	근시	그는 초등학교 때부터 근시였다.	cận thị	Anh ấy bị cận thị từ tiểu học.	สายตาสั้น	เขาสายตาสั้นตั้งแต่ประถม	rabun jauh	Dia rabun jauh sejak sekolah rendah.	rabun jauh	Dia rabun jauh sejak sekolah dasar.
4313:精美	精美	精美	精巧な; 美しい	この画集はとても美しく印刷されている。	정교하다; 아름답다	이 화보집은 매우 정교하게 인쇄되었다.	tinh mỹ; đẹp tinh xảo	Cuốn album tranh này được in rất đẹp.	ประณีต	หนังสือภาพเล่มนี้พิมพ์ได้ประณีตมาก	indah; halus	Album gambar ini dicetak dengan sangat indah.	indah; halus	Album gambar ini dicetak dengan sangat indah.
4315:惊人	惊人	惊人	驚くべき	彼の進歩の速さは驚くべきものだ。	놀라운	그의 발전 속도는 놀랍다.	đáng kinh ngạc	Tốc độ tiến bộ của anh ấy thật đáng kinh ngạc.	น่าตกใจ; น่าทึ่ง	ความเร็วในการพัฒนาของเขาน่าทึ่ง	mengagumkan	Kadar kemajuannya sangat mengagumkan.	mencengangkan	Kecepatan kemajuannya mencengangkan.
4321:精准	精准	精准	正確な; 精密な	このシステムは正確に位置を特定できる。	정밀한; 정확한	이 시스템은 정확하게 위치를 찾을 수 있다.	chính xác	Hệ thống này có thể định vị chính xác.	แม่นยำ	ระบบนี้ระบุตำแหน่งได้แม่นยำ	tepat; jitu	Sistem ini boleh menentukan lokasi dengan tepat.	tepat; akurat	Sistem ini dapat menentukan lokasi dengan akurat.
4324:景观	景观	景观	景観; けいかん	ホテルの窓の外の景色は美しい。	경관; 풍경	호텔 창밖의 경관이 아름답다.	cảnh quan	Cảnh ngoài cửa sổ khách sạn rất đẹp.	ทิวทัศน์; วิว	ทิวทัศน์นอกหน้าต่างโรงแรมสวยมาก	pemandangan	Pemandangan di luar tingkap hotel sangat indah.	pemandangan	Pemandangan di luar jendela hotel sangat indah.
4325:景象	景象	景象	光景; 景象	雨上がりの町は新しい光景を見せた。	광경; 모습	비 온 뒤 도시는 새로운 모습을 보였다.	cảnh tượng	Thành phố sau mưa hiện ra một cảnh tượng mới.	ภาพเหตุการณ์	เมืองหลังฝนตกปรากฏภาพใหม่	pemandangan; keadaan	Bandar selepas hujan menunjukkan pemandangan baharu.	pemandangan; suasana	Kota setelah hujan menampilkan pemandangan baru.
4327:净	净	净	きれいな; だけ	この部屋はとてもきれいに掃除されている。	깨끗하다; 오직	이 방은 아주 깨끗하게 청소되었다.	sạch; chỉ	Căn phòng này được dọn rất sạch.	สะอาด; เท่านั้น	ห้องนี้ทำความสะอาดได้สะอาดมาก	bersih; hanya	Bilik ini telah dibersihkan dengan sangat baik.	bersih; hanya	Ruangan ini sudah dibersihkan dengan sangat baik.
4333:酒水	酒水	酒水	飲み物; 酒類	レストランは飲み物の持ち込みを許可していない。	음료; 주류	식당은 음료 반입을 허용하지 않는다.	đồ uống; rượu bia	Nhà hàng không cho phép tự mang đồ uống.	เครื่องดื่ม; เครื่องดื่มแอลกอฮอล์	ร้านอาหารไม่อนุญาตให้นำเครื่องดื่มมาเอง	minuman; minuman beralkohol	Restoran tidak membenarkan pelanggan membawa minuman sendiri.	minuman; minuman beralkohol	Restoran tidak mengizinkan pelanggan membawa minuman sendiri.
4334:就读	就读	就读	在学する	彼女は現在北京大学に在学している。	재학하다	그녀는 현재 베이징대학교에 재학 중이다.	theo học	Hiện cô ấy đang theo học tại Đại học Bắc Kinh.	ศึกษาอยู่	ตอนนี้เธอกำลังศึกษาอยู่ที่มหาวิทยาลัยปักกิ่ง	belajar di	Dia kini belajar di Universiti Peking.	belajar di	Dia saat ini belajar di Universitas Peking.
4336:救命	救命	救命	命を救う; 助けを求める	重大な瞬間に医師が命を救った。	목숨을 구하다; 살려 달라고 하다	중요한 순간에 의사가 목숨을 구했다.	cứu mạng; giúp với	Vào thời khắc then chốt, bác sĩ đã cứu mạng người.	ช่วยชีวิต; ขอความช่วยเหลือ	ในช่วงสำคัญ แพทย์ช่วยชีวิตไว้	menyelamatkan nyawa; meminta tolong	Pada saat genting, doktor menyelamatkan nyawa.	menyelamatkan nyawa; minta tolong	Pada saat kritis, dokter menyelamatkan nyawa.
4337:就算	就算	就算	たとえ...でも	たとえ雨が降っても、私たちは出発する。	설령 ...라도	비가 오더라도 우리는 출발할 것이다.	cho dù	Dù trời mưa, chúng tôi vẫn sẽ xuất phát.	แม้ว่า	แม้ว่าฝนตก พวกเราก็จะออกเดินทาง	walaupun	Walaupun hujan, kami tetap akan bertolak.	walaupun	Walaupun hujan, kami tetap akan berangkat.
4338:救援	救援	救援	救援する; 救助	救援隊はすでに被災地に到着した。	구조하다; 구호	구조대가 이미 재해 지역에 도착했다.	cứu hộ; cứu trợ	Đội cứu hộ đã đến vùng thiên tai.	กู้ภัย; ช่วยเหลือ	ทีมกู้ภัยมาถึงพื้นที่ประสบภัยแล้ว	menyelamatkan; bantuan kecemasan	Pasukan penyelamat sudah tiba di kawasan bencana.	menyelamatkan; bantuan	Tim penyelamat sudah tiba di daerah bencana.
4339:救灾	救灾	救灾	災害救援; 救災	政府は災害救援のために人員を組織した。	재해 구호	정부는 재해 구호 인력을 조직했다.	cứu trợ thiên tai	Chính phủ tổ chức nhân lực cứu trợ thiên tai.	บรรเทาภัยพิบัติ	รัฐบาลจัดเจ้าหน้าที่เพื่อบรรเทาภัยพิบัติ	bantuan bencana	Kerajaan mengatur kakitangan untuk bantuan bencana.	bantuan bencana	Pemerintah mengatur petugas untuk bantuan bencana.
4340:救助	救助	救助	救助する; 支援する	財団は多くの困難な家庭を支援した。	구조하다; 돕다	재단은 많은 어려운 가정을 도왔다.	giúp đỡ; cứu trợ	Quỹ đã giúp đỡ nhiều gia đình khó khăn.	ช่วยเหลือ	มูลนิธิช่วยเหลือครอบครัวยากลำบากจำนวนมาก	membantu; menyelamatkan	Yayasan itu membantu banyak keluarga susah.	membantu; menolong	Yayasan itu membantu banyak keluarga sulit.
4341:局1	局1	局	局; 勝負の一局	彼はこの将棋の一局に勝った。	판; 국	그는 이 바둑 한 판을 이겼다.	ván; lượt	Anh ấy thắng ván cờ này.	กระดาน; รอบ	เขาชนะหมากรุกกระดานนี้	pusingan; permainan	Dia menang permainan catur ini.	babak; permainan	Dia memenangkan permainan catur ini.
4342:局2	局2	局	局; 役所	彼は手続きをするため税務署へ行った。	국; 관청	그는 절차를 처리하러 세무서에 갔다.	cục; cơ quan	Anh ấy đến cục thuế để làm thủ tục.	สำนัก; กรม	เขาไปสำนักงานภาษีเพื่อทำเรื่อง	biro; pejabat	Dia pergi ke pejabat cukai untuk mengurus prosedur.	biro; kantor	Dia pergi ke kantor pajak untuk mengurus prosedur.
4343:菊花	菊花	菊花	菊; 菊花	秋には公園いっぱいに菊が咲く。	국화	가을에는 공원 가득 국화가 핀다.	hoa cúc	Mùa thu, hoa cúc nở khắp công viên.	ดอกเบญจมาศ	ฤดูใบไม้ร่วงดอกเบญจมาศบานเต็มสวน	bunga kekwa	Pada musim luruh, bunga kekwa mekar di seluruh taman.	bunga krisan	Pada musim gugur, bunga krisan bermekaran di seluruh taman.
4348:聚集	聚集	聚集	集まる; 集結する	群衆が広場に集まった。	모이다; 집결하다	사람들이 광장에 모였다.	tụ tập; tập hợp	Đám đông tụ tập ở quảng trường.	รวมตัว	ฝูงชนรวมตัวกันที่จัตุรัส	berkumpul	Orang ramai berkumpul di dataran.	berkumpul	Kerumunan berkumpul di alun-alun.
4351:捐款	捐款	捐款	寄付する; 寄付金	多くの人が被災地へ寄付した。	기부하다; 기부금	많은 사람들이 재해 지역에 기부했다.	quyên tiền; khoản quyên góp	Nhiều người quyên tiền cho vùng thiên tai.	บริจาคเงิน	หลายคนบริจาคเงินให้พื้นที่ประสบภัย	menderma wang; derma	Ramai orang menderma wang kepada kawasan bencana.	menyumbang uang; donasi	Banyak orang menyumbang uang ke daerah bencana.
4352:捐赠	捐赠	捐赠	寄贈する; 寄付する	企業は一群のコンピューターを寄贈した。	기증하다; 기부하다	기업이 컴퓨터 한 묶음을 기증했다.	quyên tặng	Công ty đã quyên tặng một lô máy tính.	บริจาคสิ่งของ	บริษัทบริจาคคอมพิวเตอร์หนึ่งชุด	menderma	Syarikat itu menderma satu kumpulan komputer.	menyumbangkan	Perusahaan menyumbangkan satu paket komputer.
4358:军人	军人	军人	軍人; ぐんじん	その軍人は老人が道を渡るのを助けた。	군인	그 군인은 노인이 길을 건너는 것을 도왔다.	quân nhân	Người quân nhân đó giúp người già qua đường.	ทหาร	ทหารคนนั้นช่วยผู้สูงอายุข้ามถนน	anggota tentera	Anggota tentera itu membantu orang tua melintas jalan.	prajurit	Tentara itu membantu orang tua menyeberang jalan.
4360:卡片	卡片	卡片	カード	彼女はカードに祝福の言葉を書いた。	카드	그녀는 카드에 축하 글을 썼다.	tấm thiệp; thẻ	Cô ấy viết lời chúc lên tấm thiệp.	การ์ด	เธอเขียนคำอวยพรบนการ์ด	kad	Dia menulis ucapan pada kad itu.	kartu	Dia menulis ucapan di kartu.
4361:开创	开创	开创	切り開く; 創始する	この技術は新しい時代を切り開いた。	개척하다; 창조하다	이 기술은 새로운 시대를 열었다.	khai sáng; mở ra	Công nghệ này mở ra một thời đại mới.	บุกเบิก; สร้างสรรค์	เทคโนโลยีนี้เปิดยุคใหม่	merintis; mencipta	Teknologi ini merintis era baharu.	merintis; menciptakan	Teknologi ini menciptakan era baru.
4362:开关	开关	开关	スイッチ	入口のスイッチが壊れている。	스위치	문 옆 스위치가 고장 났다.	công tắc	Công tắc ở cửa bị hỏng.	สวิตช์	สวิตช์ที่หน้าประตูเสียแล้ว	suis	Suis di pintu masuk rosak.	sakelar	Sakelar di dekat pintu rusak.
4363:开启	开启	开启	開く; 始める	会議は新しい協力の機会を開いた。	열다; 시작하다	회의는 새로운 협력 기회를 열었다.	mở ra; khởi động	Cuộc họp mở ra cơ hội hợp tác mới.	เปิด; เริ่ม	การประชุมเปิดโอกาสความร่วมมือใหม่	membuka; memulakan	Mesyuarat itu membuka peluang kerjasama baharu.	membuka; memulai	Pertemuan itu membuka peluang kerja sama baru.
4364:开设	开设	开设	開設する; 設置する	学校は中国語コースを開設した。	개설하다; 설치하다	학교는 중국어 강좌를 개설했다.	mở; thiết lập	Trường mở khóa học tiếng Trung.	เปิดสอน; จัดตั้ง	โรงเรียนเปิดหลักสูตรภาษาจีน	membuka; menubuhkan	Sekolah membuka kursus bahasa Mandarin.	membuka; mendirikan	Sekolah membuka kursus bahasa Mandarin.
4365:开头	开头	开头	書き出し; 始まり	文章の書き出しはとても人を引きつける。	시작; 첫머리	글의 시작 부분이 매우 매력적으로 쓰였다.	phần mở đầu	Phần mở đầu bài viết rất cuốn hút.	ตอนต้น; จุดเริ่มต้น	ตอนต้นของบทความเขียนได้น่าสนใจมาก	permulaan	Awal artikel itu ditulis dengan sangat menarik.	awal; pembukaan	Awal artikel itu ditulis dengan sangat menarik.
4369:看得起	看得起	看得起	高く評価する; 認める	彼は一生懸命働き、他人に認められたいと思っている。	높이 평가하다	그는 열심히 일하며 다른 사람들이 자신을 높이 평가하길 바란다.	coi trọng; đánh giá cao	Anh ấy làm việc chăm chỉ, hy vọng người khác đánh giá cao mình.	เห็นคุณค่า	เขาทำงานหนักและหวังว่าคนอื่นจะเห็นคุณค่าเขา	memandang tinggi	Dia bekerja keras dan berharap orang lain memandang tinggi dirinya.	menghargai; memandang tinggi	Dia bekerja keras dan berharap orang lain menghargainya.
4370:看好	看好	看好	有望視する; 楽観する	投資家はこの業界を有望視している。	좋게 보다; 낙관하다	투자자들은 이 업종을 좋게 본다.	lạc quan về; đánh giá tốt	Nhà đầu tư lạc quan về ngành này.	มองในแง่ดี	นักลงทุนมองอุตสาหกรรมนี้ในแง่ดี	optimis tentang	Pelabur optimis tentang industri ini.	optimis terhadap	Investor optimis terhadap industri ini.
4371:看似	看似	看似	...のように見える; 一見	この問題は簡単そうに見えるが、実は複雑だ。	...처럼 보이다; 겉보기에는	이 문제는 간단해 보이지만 사실 복잡하다.	có vẻ; dường như	Vấn đề này có vẻ đơn giản nhưng thật ra rất phức tạp.	ดูเหมือน	ปัญหานี้ดูเหมือนง่ายแต่จริงๆ ซับซ้อนมาก	kelihatan seperti	Masalah ini kelihatan mudah, tetapi sebenarnya rumit.	tampak seperti	Masalah ini tampak sederhana, tetapi sebenarnya rumit.
4372:看中	看中	看中	気に入る; 選ぶ	彼は小さなマンションを気に入った。	마음에 들다; 고르다	그는 작은 아파트 하나가 마음에 들었다.	ưng ý; chọn	Anh ấy ưng ý một căn hộ nhỏ.	ถูกใจ; เลือก	เขาถูกใจห้องชุดเล็กๆ หนึ่งชุด	berkenan; memilih	Dia berkenan dengan sebuah apartmen kecil.	menyukai; memilih	Dia menyukai sebuah apartemen kecil.
4373:看重	看重	看重	重視する	会社は従業員の能力を重視している。	중시하다	회사는 직원들의 능력을 중시한다.	coi trọng	Công ty rất coi trọng năng lực của nhân viên.	ให้ความสำคัญ	บริษัทให้ความสำคัญกับความสามารถของพนักงานมาก	menghargai; mementingkan	Syarikat sangat mementingkan kebolehan pekerja.	menghargai; mementingkan	Perusahaan sangat menghargai kemampuan karyawan.
4374:康复	康复	康复	回復する; リハビリ	手術後、彼はよく回復し、すぐ健康を取り戻した。	회복하다; 재활	수술 후 그는 잘 회복되어 곧 건강을 되찾았다.	hồi phục; phục hồi chức năng	Sau phẫu thuật, anh ấy hồi phục tốt và nhanh chóng khỏe lại.	ฟื้นตัว; การฟื้นฟู	หลังผ่าตัดเขาฟื้นตัวดีและหายเร็ว	pulih; pemulihan	Selepas pembedahan, dia pulih dengan baik dan cepat sihat semula.	pulih; rehabilitasi	Setelah operasi, dia pulih dengan baik dan segera sehat kembali.
4379:科	科	科	科; 診療科	彼は内科の受付番号を取った。	과; 진료과	그는 내과 진료 접수를 했다.	khoa; môn học	Anh ấy đăng ký khám khoa nội.	แผนก; วิชา	เขาลงทะเบียนเข้าตรวจแผนกอายุรกรรม	jabatan; subjek	Dia mendaftar untuk jabatan perubatan dalaman.	departemen; mata pelajaran	Dia mendaftar di bagian penyakit dalam.
4380:科幻	科幻	科幻	SF; サイエンスフィクション	このSF映画はとても人気がある。	공상 과학; SF	이 공상 과학 영화는 매우 인기가 있다.	khoa học viễn tưởng	Bộ phim khoa học viễn tưởng này rất được yêu thích.	นิยายวิทยาศาสตร์	ภาพยนตร์นิยายวิทยาศาสตร์เรื่องนี้ได้รับความนิยมมาก	fiksyen sains	Filem fiksyen sains ini sangat popular.	fiksi ilmiah	Film fiksi ilmiah ini sangat populer.
4382:科普	科普	科普	科学普及; 一般向け科学	先生は学生に科学普及の講座を行った。	과학 대중화	선생님은 학생들에게 과학 대중화 강연을 했다.	phổ biến khoa học	Giáo viên đã giảng một buổi phổ biến khoa học cho học sinh.	วิทยาศาสตร์สำหรับประชาชน	ครูจัดบรรยายวิทยาศาสตร์สำหรับนักเรียน	sains popular	Guru memberikan kuliah sains popular kepada pelajar.	sains populer	Guru memberikan kuliah sains populer kepada siswa.
4387:客车	客车	客车	旅客バス; 乗合バス	旅客バスは朝7時に出発する。	여객 버스; 버스	여객 버스는 아침 7시에 출발한다.	xe khách	Xe khách khởi hành lúc bảy giờ sáng.	รถโดยสาร	รถโดยสารออกตอนเจ็ดโมงเช้า	bas penumpang	Bas penumpang bertolak pada pukul tujuh pagi.	bus penumpang	Bus penumpang berangkat pukul tujuh pagi.
4389:肯	肯	肯	喜んで...する; 進んで...する	彼は時間をかけて他人を助けようとする。	기꺼이 하다	그는 시간을 들여 다른 사람을 도우려 한다.	sẵn lòng	Anh ấy sẵn lòng dành thời gian giúp người khác.	ยินดี	เขายินดีใช้เวลาเพื่อช่วยคนอื่น	sanggup	Dia sanggup meluangkan masa untuk membantu orang lain.	bersedia	Dia bersedia meluangkan waktu untuk membantu orang lain.
4391:空地	空地	空地	空き地	子どもたちは空き地でサッカーをしている。	빈터	아이들이 빈터에서 축구를 하고 있다.	bãi đất trống	Bọn trẻ đá bóng trên bãi đất trống.	ที่ว่าง	เด็กๆ เตะบอลบนที่ว่าง	tanah lapang	Kanak-kanak bermain bola sepak di tanah lapang.	tanah kosong	Anak-anak bermain sepak bola di tanah kosong.
4393:口感	口感	口感	口当たり; 食感	このパンは口当たりがとても柔らかい。	식감; 입안 느낌	이 빵은 식감이 매우 부드럽다.	cảm giác trong miệng; kết cấu vị	Loại bánh mì này có cảm giác rất mềm.	สัมผัสในปาก	ขนมปังชนิดนี้มีสัมผัสนุ่มมาก	rasa di mulut; tekstur	Roti ini mempunyai tekstur yang sangat lembut.	rasa di mulut; tekstur	Roti ini memiliki tekstur yang sangat lembut.
4394:口号	口号	口号	スローガン	みんなでスローガンを叫んだ。	구호; 슬로건	모두가 함께 구호를 외쳤다.	khẩu hiệu	Mọi người cùng hô khẩu hiệu.	คำขวัญ	ทุกคนตะโกนคำขวัญพร้อมกัน	cogan kata; slogan	Semua orang melaungkan cogan kata bersama-sama.	semboyan; slogan	Semua orang meneriakkan semboyan bersama-sama.
4399:酷	酷	酷	かっこいい; クールな	このコートはとてもかっこよく見える。	멋지다; 쿨하다	이 외투는 매우 멋져 보인다.	ngầu; thời trang	Chiếc áo khoác này trông rất ngầu.	เท่	เสื้อโค้ตตัวนี้ดูเท่มาก	bergaya; hebat	Kot ini kelihatan sangat bergaya.	keren	Mantel ini terlihat sangat keren.
