hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
1387:今后	今后	今后	od teraz; w przyszłości	Od teraz będę pracować jeszcze ciężej.	voortaan; in de toekomst	Voortaan zal ik nog harder werken.	från och med nu; framöver	Framöver ska jag anstränga mig ännu mer.	fra nå av; fremover	Fra nå av skal jeg jobbe enda hardere.	fra nu af; fremover	Fra nu af vil jeg arbejde endnu hårdere.	tästä lähtien; jatkossa	Tästä lähtien teen vielä enemmän töitä.
1388:仅	仅	仅	tylko; jedynie	To wydarzenie jest dostępne tylko dla członków.	alleen; slechts	Deze activiteit is alleen toegankelijk voor leden.	endast; bara	Den här aktiviteten är endast öppen för medlemmar.	kun; bare	Denne aktiviteten er bare åpen for medlemmer.	kun; blot	Denne aktivitet er kun åben for medlemmer.	vain	Tämä toiminta on avoin vain jäsenille.
1390:仅仅	仅仅	仅仅	tylko; zaledwie	On użył tylko dziesięciu minut.	alleen maar; slechts	Hij gebruikte slechts tien minuten.	endast; bara	Han använde bara tio minuter.	bare; kun	Han brukte bare ti minutter.	kun; blot	Han brugte kun ti minutter.	vain; pelkästään	Hän käytti vain kymmenen minuuttia.
1392:进入	进入	进入	wejść; wchodzić	Proszę ustawić się w kolejce i wejść do holu.	binnengaan; betreden	Ga alstublieft in de rij staan om de hal binnen te gaan.	gå in; komma in	Ställ er i kö för att gå in i hallen.	gå inn; komme inn	Still dere i kø for å gå inn i hallen.	gå ind; komme ind	Stil jer venligst i kø for at gå ind i hallen.	mennä sisään	Asettukaa jonoon päästäksenne aulaan.
1401:景点	景点	景点	atrakcja turystyczna	To miejsce turystyczne jest bardzo popularne.	bezienswaardigheid	Deze bezienswaardigheid is erg populair.	sevärdhet	Den här sevärdheten är mycket populär.	severdighet	Denne severdigheten er veldig populær.	seværdighed	Denne seværdighed er meget populær.	nähtävyys	Tämä nähtävyys on hyvin suosittu.
1402:景区	景区	景区	obszar turystyczny; teren widokowy	Przy wejściu do obszaru turystycznego jest wielu turystów.	toeristisch gebied; natuurgebied	Bij de ingang van het toeristische gebied zijn veel toeristen.	turistområde; naturskönt område	Vid ingången till turistområdet finns många turister.	turistområde; naturskjønt område	Det er mange turister ved inngangen til turistområdet.	turistområde; naturskønt område	Der er mange turister ved indgangen til turistområdet.	matkailualue; maisema-alue	Matkailualueen sisäänkäynnillä on paljon turisteja.
1408:就是	就是	就是	właśnie; dokładnie; jest	To właśnie moja szkoła.	precies; namelijk; is	Dit is precies mijn school.	just; precis; är	Det här är precis min skola.	akkurat; nettopp; er	Dette er akkurat skolen min.	netop; præcis; er	Dette er netop min skole.	juuri; täsmälleen	Tämä on juuri minun kouluni.
1411:举例	举例	举例	podać przykład	Nauczyciel poprosił go, żeby podał przykład i wyjaśnił.	een voorbeeld geven	De leraar vroeg hem een voorbeeld te geven om het uit te leggen.	ge ett exempel	Läraren bad honom ge ett exempel och förklara.	gi et eksempel	Læreren ba ham gi et eksempel for å forklare.	give et eksempel	Læreren bad ham give et eksempel for at forklare.	antaa esimerkki	Opettaja pyysi häntä selittämään esimerkin avulla.
1413:聚	聚	聚	zebrać się; spotkać się	Przyjaciele spotykają się w weekend.	samenkomen; verzamelen	Vrienden komen in het weekend samen.	samlas	Vänner samlas på helgen.	samles	Venner samles i helgen.	samles	Venner samles i weekenden.	kokoontua	Ystävät kokoontuvat viikonloppuna.
1414:聚餐	聚餐	聚餐	wspólnie zjeść posiłek	Dziś wieczorem jemy razem kolację.	samen eten	We eten vanavond samen.	äta tillsammans	Vi äter tillsammans i kväll.	spise sammen	Vi skal spise sammen i kveld.	spise sammen	Vi spiser sammen i aften.	syödä yhdessä	Syömme tänä iltana yhdessä.
1418:剧院	剧院	剧院	teatr	Przy wejściu do teatru stoi kolejka wielu ludzi.	theater; schouwburg	Veel mensen staan in de rij bij de ingang van het theater.	teater; scenhus	Många står i kö vid teaterns entré.	teater; scenehus	Mange står i kø ved inngangen til teateret.	teater; skuespilhus	Der står mange mennesker i kø ved teaterindgangen.	teatteri	Teatterin sisäänkäynnillä on paljon ihmisiä jonossa.
1421:烤	烤	烤	piec; opiekać	On piecze chleb.	bakken; roosteren	Hij is brood aan het bakken.	baka; rosta	Han håller på att baka bröd.	steke; bake	Han baker brød.	bage; riste	Han er ved at bage brød.	paistaa; paahtaa	Hän paistaa leipää.
1423:考生	考生	考生	zdający egzamin	Zdający muszą zabrać dokument tożsamości.	examenkandidaat	Examenkandidaten moeten hun identiteitskaart meenemen.	provdeltagare; examenskandidat	Provdeltagare måste ta med id-kort.	eksamenskandidat	Eksamenskandidater må ta med ID-kort.	eksamenskandidat	Eksamenskandidater skal medbringe ID-kort.	kokelas; kokeeseen osallistuja	Kokelaiden täytyy ottaa henkilökortti mukaan.
1425:科技	科技	科技	nauka i technologia	Technologia sprawia, że życie jest wygodniejsze.	wetenschap en technologie	Technologie maakt het leven gemakkelijker.	vetenskap och teknik	Teknik gör livet bekvämare.	vitenskap og teknologi	Teknologi gjør livet mer praktisk.	videnskab og teknologi	Teknologi gør livet mere bekvemt.	tiede ja teknologia	Teknologia tekee elämästä mukavampaa.
1427:咳	咳	咳	kaszleć	Po przeziębieniu cały czas kaszle.	hoesten	Hij hoest de hele tijd sinds hij verkouden werd.	hosta	Han har hostat hela tiden sedan han blev förkyld.	hoste	Han har hostet hele tiden etter at han ble forkjølet.	hoste	Han har hostet hele tiden efter forkølelsen.	yskiä	Hän on yskinyt koko ajan flunssan jälkeen.
1432:客气	客气	客气	grzeczny; uprzejmy	Jesteś zbyt uprzejmy.	beleefd; hoffelijk	Je bent te beleefd.	artig; hövlig	Du är alldeles för artig.	høflig; beskjeden	Du er altfor høflig.	høflig; beskeden	Du er alt for høflig.	kohtelias; vaatimaton	Olet liian kohtelias.
1433:课堂	课堂	课堂	lekcja; klasa	Na lekcji wszyscy są bardzo uważni.	klas; les	In de les is iedereen erg serieus.	klassrum; lektion	Alla är mycket seriösa på lektionen.	klasserom; time	Alle er veldig seriøse i timen.	klasseværelse; time	Alle er meget seriøse i timen.	luokkahuone; oppitunti	Oppitunnilla kaikki ovat hyvin keskittyneitä.
1440:口语	口语	口语	język mówiony; mówienie	Jego mówiony chiński szybko się poprawia.	spreektaal; spreekvaardigheid	Zijn gesproken Chinees gaat snel vooruit.	talspråk; muntlig förmåga	Hans talade kinesiska förbättras snabbt.	muntlig språk; taleferdighet	Hans muntlige kinesisk blir raskt bedre.	talesprog; mundtlig færdighed	Hans mundtlige kinesisk bliver hurtigt bedre.	puhuttu kieli; suullinen taito	Hänen puhuttu kiinansa paranee nopeasti.
1442:快餐	快餐	快餐	fast food; szybkie jedzenie	W południe jedliśmy szybkie jedzenie.	fastfood; snelle maaltijd	Tussen de middag aten we fastfood.	snabbmat	Vi åt snabbmat till lunch.	hurtigmat	Vi spiste hurtigmat til lunsj.	fastfood; hurtig mad	Vi spiste fastfood til middag.	pikaruoka	Söimme keskipäivällä pikaruokaa.
1443:快递	快递	快递	przesyłka ekspresowa; kurier	Moja przesyłka ekspresowa jeszcze nie dotarła.	snelle bezorging; pakketdienst	Mijn pakket is nog niet aangekomen.	expressleverans; paket	Min expressleverans har inte kommit än.	ekspresslevering; pakke	Pakken min har ikke kommet ennå.	ekspreslevering; pakke	Min pakke er ikke kommet endnu.	pikatoimitus; paketti	Pikatoimitukseni ei ole vielä saapunut.
1444:快速	快速	快速	szybki; prędki	To jest szybkie przejście.	snel; rap	Dit is een snelle doorgang.	snabb	Det här är en snabb passage.	rask; hurtig	Dette er en rask passasje.	hurtig; rask	Dette er en hurtig passage.	nopea	Tämä on nopea kulkuväylä.
1448:垃圾	垃圾	垃圾	śmieci	Włóż proszę śmieci do wiadra.	afval; vuilnis	Doe het afval alstublieft in de emmer.	sopor; skräp	Lägg soporna i hinken.	søppel	Legg søppelet i bøtten.	affald	Læg affaldet i spanden.	roskat	Laita roskat ämpäriin.
1456:老家	老家	老家	rodzinne strony; dom rodzinny	Podczas Święta Wiosny wraca w rodzinne strony.	geboorteplaats; ouderlijk huis	Tijdens het Lentefeest keert hij terug naar zijn ouderlijk huis.	hembygd; barndomshem	Under vårfestivalen åker han tillbaka till sin hembygd.	hjemsted; barndomshjem	Under vårfestivalen reiser han hjem til hjemstedet sitt.	hjemegn; barndomshjem	Under forårsfestivalen vender han hjem til sin hjemegn.	kotikylä; lapsuudenkoti	Kevätjuhlan aikaan hän palaa kotiseudulleen.
1457:老年	老年	老年	starość; wiek podeszły	Osoby starsze także potrzebują ruchu.	ouderdom; hoge leeftijd	Oudere mensen hebben ook beweging nodig.	ålderdom; äldre år	Äldre personer behöver också motion.	alderdom; eldre år	Eldre mennesker trenger også mosjon.	alderdom; ældre år	Ældre mennesker har også brug for motion.	vanhuus; iäkkäät vuodet	Myös iäkkäät ihmiset tarvitsevat liikuntaa.
1458:老是	老是	老是	zawsze; ciągle	On ciągle zapomina zabrać klucze.	altijd; steeds	Hij vergeet altijd zijn sleutels mee te nemen.	alltid; jämt	Han glömmer alltid att ta med nycklarna.	alltid; stadig	Han glemmer alltid å ta med nøklene.	altid; hele tiden	Han glemmer altid at tage nøglerne med.	aina; jatkuvasti	Hän unohtaa aina ottaa avaimet mukaan.
1467:例子	例子	例子	przykład	Nauczyciel podał kolejny przykład.	voorbeeld	De leraar gaf nog een voorbeeld.	exempel	Läraren gav ännu ett exempel.	eksempel	Læreren ga et nytt eksempel.	eksempel	Læreren gav endnu et eksempel.	esimerkki	Opettaja antoi vielä yhden esimerkin.
1471:凉	凉	凉	chłodny; ostygły	Ta herbata już ostygła.	koel; afgekoeld	Deze kop thee is al afgekoeld.	sval; avsvalnad	Den här koppen te har redan svalnat.	kjølig; avkjølt	Denne koppen te har allerede blitt kald.	kølig; afkølet	Denne kop te er allerede blevet kold.	viileä; jäähtynyt	Tämä teekuppi on jo jäähtynyt.
1472:量	量	量	mierzyć	Pielęgniarka zmierzyła dziecku temperaturę.	meten	De verpleegkundige mat de temperatuur van het kind.	mäta	Sjuksköterskan mätte barnets temperatur.	måle	Sykepleieren målte barnets temperatur.	måle	Sygeplejersken målte barnets temperatur.	mitata	Sairaanhoitaja mittasi lapsen lämmön.
1475:列	列	列	wymienić; rząd	Wypisz proszę imiona.	opsommen; rij	Noem de namen alstublieft op.	lista; rad	Lista upp namnen, tack.	liste opp; rad	Vennligst list opp navnene.	opremse; række	Skriv venligst navnene op.	luetella; rivi	Luettele nimet.
1476:零下	零下	零下	poniżej zera	Dziś rano temperatura wynosiła pięć stopni poniżej zera.	onder nul	Vanochtend was de temperatuur vijf graden onder nul.	under noll	I morse var temperaturen fem grader under noll.	under null	I morges var temperaturen fem minusgrader.	under nul	I morges var temperaturen fem grader under nul.	pakkasen puolella; alle nollan	Tänä aamuna lämpötila oli viisi astetta pakkasta.
1477:零花钱	零花钱	零花钱	kieszonkowe	On odłożył swoje kieszonkowe.	zakgeld	Hij spaarde zijn zakgeld op.	fickpengar	Han sparade sina fickpengar.	lommepenger	Han sparte lommepengene sine.	lommepenge	Han sparede sine lommepenge op.	taskuraha	Hän säästi taskurahansa.
1480:另	另	另	inny; osobno	Wybierz proszę inny termin.	ander; apart	Kies alstublieft een ander tijdstip.	annan; separat	Välj en annan tid.	annen; separat	Velg et annet tidspunkt.	anden; separat	Vælg venligst et andet tidspunkt.	toinen; erikseen	Valitse toinen aika.
1483:流	流	流	płynąć	Mała rzeka płynie obok wioski.	stromen	Het kleine riviertje stroomt langs het dorp.	flyta; rinna	Den lilla ån rinner förbi byn.	renne; flyte	Den lille elven renner forbi landsbyen.	flyde; løbe	Den lille å løber forbi landsbyen.	virrata	Pieni joki virtaa kylän ohi.
1485:留下	留下	留下	zostawić; zostać	Zostaw proszę swój numer telefonu.	achterlaten; blijven	Laat alstublieft uw telefoonnummer achter.	lämna kvar; stanna	Lämna ditt telefonnummer, tack.	legge igjen; bli igjen	Legg igjen telefonnummeret ditt.	efterlade; blive	Læg venligst dit telefonnummer.	jättää; jäädä	Jätä puhelinnumerosi.
1487:路过	路过	路过	przechodzić obok; mijać	Kupiłem książkę, kiedy mijałem księgarnię.	langskomen; voorbijgaan	Ik kocht een boek toen ik langs de boekwinkel kwam.	passera; gå förbi	Jag köpte en bok när jag passerade bokhandeln.	gå forbi; passere	Jeg kjøpte en bok da jeg gikk forbi bokhandelen.	gå forbi; passere	Jeg købte en bog, da jeg gik forbi boghandlen.	kulkea ohi	Ostin kirjan kulkiessani kirjakaupan ohi.
1488:旅馆	旅馆	旅馆	hotel; zajazd	Ten hotel jest bardzo blisko stacji.	hotel; herberg	Dit hotel ligt heel dicht bij het station.	hotell; värdshus	Det här hotellet ligger mycket nära stationen.	hotell; gjestehus	Dette hotellet ligger veldig nær stasjonen.	hotel; kro	Dette hotel ligger meget tæt på stationen.	hotelli; majatalo	Tämä hotelli on hyvin lähellä asemaa.
1489:旅客	旅客	旅客	podróżny; pasażer	Pasażerowie stoją w kolejce do wejścia na pokład.	reiziger; passagier	De passagiers staan in de rij om in te stappen.	resenär; passagerare	Passagerarna står i kö för att gå ombord.	reisende; passasjer	Passasjerene står i kø for å gå om bord.	rejsende; passager	Passagererne står i kø for at gå ombord.	matkustaja	Matkustajat jonottavat koneeseen nousua.
1493:落	落	落	spadać	Liście spadły na drogę.	vallen	De bladeren vielen op de weg.	falla	Löven föll på vägen.	falle	Bladene falt på veien.	falde	Bladene faldt ned på vejen.	pudota	Lehdet putosivat tielle.
1498:毛衣	毛衣	毛衣	sweter	Ten sweter jest bardzo ciepły.	trui	Deze trui is erg warm.	tröja; stickad tröja	Den här tröjan är mycket varm.	genser	Denne genseren er veldig varm.	striktrøje	Denne striktrøje er meget varm.	villapaita	Tämä villapaita on hyvin lämmin.
1500:美	美	美	piękny	Tutejszy krajobraz jest piękny.	mooi	Het landschap hier is mooi.	vacker	Landskapet här är vackert.	vakker	Landskapet her er vakkert.	smuk	Landskabet her er smukt.	kaunis	Täällä maisema on kaunis.
1501:美好	美好	美好	piękny; szczęśliwy	Każdy ma nadzieję na dobre życie.	mooi; gelukkig	Iedereen hoopt op een goed leven.	vacker; lycklig	Alla hoppas på ett gott liv.	vakker; lykkelig	Alle håper på et godt liv.	smuk; lykkelig	Alle håber på et godt liv.	kaunis; onnellinen	Kaikki toivovat hyvää elämää.
1502:美景	美景	美景	piękny widok	Piękny widok w górach trudno zapomnieć.	mooi landschap	Het mooie landschap op de berg is onvergetelijk.	vacker utsikt	Den vackra utsikten på berget är svår att glömma.	vakker utsikt	Den vakre utsikten på fjellet er uforglemmelig.	smuk udsigt	Den smukke udsigt på bjerget er svær at glemme.	kaunis maisema	Vuoren kaunista maisemaa on vaikea unohtaa.
1504:美食	美食	美食	pyszne jedzenie; przysmak	Jest tu wiele lokalnych przysmaków.	lekker eten; delicatesse	Hier is veel lekker lokaal eten.	god mat; delikatess	Det finns mycket lokal god mat här.	god mat; delikatesse	Her finnes det mye lokal god mat.	lækker mad; delikatesse	Her er der meget lokal lækker mad.	herkullinen ruoka	Täällä on paljon paikallista herkullista ruokaa.
1510:面试	面试	面试	rozmowa kwalifikacyjna	On jutro rano idzie na rozmowę kwalifikacyjną.	sollicitatiegesprek	Hij gaat morgenochtend naar een sollicitatiegesprek.	intervju; anställningsintervju	Han ska gå på intervju i morgon förmiddag.	intervju; jobbintervju	Han skal på intervju i morgen formiddag.	jobsamtale; interview	Han skal til jobsamtale i morgen formiddag.	haastattelu	Hän osallistuu haastatteluun huomenaamulla.
1513:末	末	末	koniec; końcówka	Pod koniec czerwca szkoła zaczyna wakacje.	einde	Eind juni begint de schoolvakantie.	slut; ända	Skollovet börjar i slutet av juni.	slutt; ende	Skoleferien starter i slutten av juni.	slutning; ende	Skoleferien begynder i slutningen af juni.	loppu	Koululoma alkaa kesäkuun lopussa.
1514:母女	母女	母女	matka i córka	Ta matka i córka podróżują razem.	moeder en dochter	Deze moeder en dochter reizen samen.	mor och dotter	Den här modern och dottern reser tillsammans.	mor og datter	Denne moren og datteren reiser sammen.	mor og datter	Denne mor og datter rejser sammen.	äiti ja tytär	Tämä äiti ja tytär matkustavat yhdessä.
1516:母子	母子	母子	matka i syn	Ta matka z synem mieszkają na południu.	moeder en zoon	Deze moeder en zoon wonen in het zuiden.	mor och son	Den här modern och sonen bor i söder.	mor og sønn	Denne moren og sønnen bor i sør.	mor og søn	Denne mor og søn bor i syd.	äiti ja poika	Tämä äiti ja poika asuvat etelässä.
1519:目的地	目的地	目的地	cel podróży	Naszym celem podróży jest Pekin.	bestemming	Onze bestemming is Beijing.	resmål	Vårt resmål är Peking.	reisemål	Målet for reisen vår er Beijing.	destination; rejsemål	Vores rejsemål er Beijing.	määränpää	Matkamme määränpää on Peking.
1522:南部	南部	南部	południowa część	Południowa część tego kraju jest bardzo ciepła.	zuiden; zuidelijk deel	Het zuiden van dit land is erg warm.	södra delen	Den södra delen av landet är mycket varm.	sørlige del	Den sørlige delen av landet er veldig varm.	sydlige del	Den sydlige del af landet er meget varm.	eteläosa	Tämän maan eteläosa on hyvin lämmin.
1524:男士	男士	男士	mężczyzna; pan	Toaleta męska jest po lewej.	man; heer	Het herentoilet is links.	herre; man	Herrtoaletten ligger till vänster.	mann; herre	Herretoalettet er til venstre.	mand; herre	Herretoilettet ligger til venstre.	mies; herra	Miesten wc on vasemmalla.
1526:难忘	难忘	难忘	niezapomniany	Ta podróż była naprawdę niezapomniana.	onvergetelijk	Deze reis was echt onvergetelijk.	oförglömlig	Den här resan var verkligen oförglömlig.	uforglemmelig	Denne reisen var virkelig uforglemmelig.	uforglemmelig	Denne rejse var virkelig uforglemmelig.	unohtumaton	Tämä matka oli todella unohtumaton.
1527:男性	男性	男性	mężczyzna; płeć męska	W tym wydarzeniu mogą brać udział mężczyźni i kobiety.	mannelijk; man	Aan deze activiteit kunnen mannen en vrouwen meedoen.	manlig; man	Den här aktiviteten välkomnar både män och kvinnor.	mannlig; mann	Dette arrangementet er åpent for både menn og kvinner.	mandlig; mand	Dette arrangement er åbent for både mænd og kvinder.	miespuolinen; mies	Tähän tapahtumaan voivat osallistua sekä miehet että naiset.
1530:内心	内心	内心	wnętrze; uczucia	W głębi duszy jest naprawdę zdenerwowany.	innerlijk; gevoelens	Vanbinnen is hij eigenlijk erg zenuwachtig.	inre; känslor	Innerst inne är han faktiskt mycket nervös.	indre; følelser	Innerst inne er han egentlig veldig nervøs.	indre; følelser	Inderst inde er han faktisk meget nervøs.	sisimmäinen; tunteet	Sisimmässään hän on oikeastaan hyvin jännittynyt.
1531:能否	能否	能否	czy można; czy da się	Czy można zapisać się wcześniej?	of men kan; of het mogelijk is	Mag ik vragen of ik me vooraf kan inschrijven?	om det går; huruvida man kan	Får jag fråga om det går att anmäla sig i förväg?	om det er mulig; hvorvidt man kan	Kan jeg spørre om det er mulig å melde seg på på forhånd?	om det er muligt; hvorvidt man kan	Må jeg spørge, om det er muligt at tilmelde sig på forhånd?	voiko; onko mahdollista	Saanko kysyä, voiko ilmoittautua etukäteen?
1532:能够	能够	能够	móc; być w stanie	On potrafi samodzielnie ukończyć pracę.	kunnen; in staat zijn	Hij kan het werk zelfstandig afmaken.	kunna; vara i stånd att	Han kan slutföra arbetet självständigt.	kunne; være i stand til	Han kan fullføre arbeidet selvstendig.	kunne; være i stand til	Han kan fuldføre arbejdet selvstændigt.	pystyä; kyetä	Hän pystyy tekemään työn itsenäisesti loppuun.
1535:年底	年底	年底	koniec roku	Firma zorganizuje wspólną kolację pod koniec roku.	einde van het jaar	Het bedrijf houdt aan het eind van het jaar een gezamenlijke maaltijd.	årsslut; slutet av året	Företaget ordnar en gemensam middag i slutet av året.	årsslutt; slutten av året	Selskapet holder en felles middag ved årets slutt.	årets slutning; slutningen af året	Virksomheden holder en fælles middag ved årets slutning.	vuoden loppu	Yritys järjestää yhteisen illallisen vuoden lopussa.
1539:女性	女性	女性	kobieta; płeć żeńska	Ten sklep ma wiele klientek.	vrouw; vrouwelijk	Deze winkel heeft veel vrouwelijke klanten.	kvinna; kvinnlig	Den här butiken har många kvinnliga kunder.	kvinne; kvinnelig	Denne butikken har mange kvinnelige kunder.	kvinde; kvindelig	Denne butik har mange kvindelige kunder.	nainen; naispuolinen	Tässä kaupassa on paljon naisasiakkaita.
1543:排	排	排	ustawiać się; rząd	Wszyscy ustawiają się w kolejce przy wejściu.	rij; in de rij staan	Iedereen staat bij de deur in de rij.	rad; köa	Alla köar vid dörren.	rad; stille seg i kø	Alle står i kø ved døren.	række; stå i kø	Alle står i kø ved døren.	jono; asettaa riviin	Kaikki jonottavat ovella.
1544:牌	牌	牌	tablica; znak; marka	Na tabliczce przy wejściu są godziny otwarcia.	bord; kaart; merk	Op het bord bij de deur staan de openingstijden.	skylt; kort; märke	Skylten vid dörren visar öppettiderna.	skilt; kort; merke	Skiltet ved døren viser åpningstidene.	skilt; kort; mærke	Skiltet ved døren viser åbningstiderne.	kyltti; kortti; merkki	Oven kyltissä lukee aukioloajat.
1546:排球	排球	排球	siatkówka	Po południu gramy w siatkówkę.	volleybal	We spelen vanmiddag volleybal.	volleyboll	Vi spelar volleyboll i eftermiddag.	volleyballsport; ballspill	Vi spiller volleyball i ettermiddag.	volleyballspil; boldspil	Vi spiller volleyball i eftermiddag.	lentopallo	Pelaamme lentopalloa iltapäivällä.
1547:牌子	牌子	牌子	marka; szyld	Torby tej marki są bardzo popularne.	merk; bord	Tassen van dit merk zijn erg populair.	märke; skylt	Väskor av det här märket är mycket populära.	merke; skilt	Vesker fra dette merket er veldig populære.	mærke; skilt	Tasker fra dette mærke er meget populære.	merkki; kyltti	Tämän merkin laukut ovat hyvin suosittuja.
1560:葡萄酒	葡萄酒	葡萄酒	wino	Do kolacji wypili trochę wina.	wijn	Ze dronken wat wijn bij het avondeten.	vin	De drack lite vin till middagen.	vin	De drakk litt vin til middagen.	vin	De drak lidt vin til aftensmaden.	viini	He joivat hieman viiniä illallisella.
1562:普通	普通	普通	zwykły; powszechny	To jest zwykła restauracja.	gewoon; algemeen	Dit is een gewoon restaurant.	vanlig; allmän	Det här är en vanlig restaurang.	vanlig; alminnelig	Dette er en vanlig restaurant.	almindelig; normal	Dette er en almindelig restaurant.	tavallinen; yleinen	Tämä on tavallinen ravintola.
1564:期	期	期	okres; etap; numer	Ten kurs jest podzielony na trzy etapy.	periode; fase; nummer	Deze cursus is verdeeld in drie fasen.	period; fas; nummer	Kursen är indelad i tre faser.	periode; fase; nummer	Dette kurset er delt inn i tre faser.	periode; fase; nummer	Dette kursus er opdelt i tre faser.	jakso; vaihe; numero	Tämä kurssi on jaettu kolmeen vaiheeseen.
1565:期末	期末	期末	koniec semestru	Egzamin końcowy zbliża się szybko.	einde van de termijn; einde van het semester	Het tentamen aan het eind van de termijn komt eraan.	terminsslut; slutet av terminen	Slutprovet närmar sig.	terminslutt; slutten av semesteret	Eksamen ved terminens slutt nærmer seg.	terminsafslutning; slutningen af semesteret	Eksamen ved terminens afslutning nærmer sig.	lukukauden loppu	Lukukauden lopun koe lähestyy.
1566:期中	期中	期中	połowa semestru; śródsemestralny	Egzamin śródsemestralny jest w przyszłym tygodniu.	midden van de termijn; tussentijds	Het tussentijdse tentamen is volgende week.	mittermin; mitt i terminen	Mittentamen är nästa vecka.	midt i semesteret; midtveisprøve	Midtveiseksamen er neste uke.	midt i semesteret; midtvejseksamen	Midtvejseksamen er i næste uge.	lukukauden puoliväli; välikoe	Välikoe on ensi viikolla.
1569:起到	起到	起到	odegrać rolę; przynieść efekt	To wydarzenie przyniosło bardzo dobry efekt.	een rol spelen; effect hebben	Deze activiteit had een heel goed effect.	spela en roll; ha effekt	Aktiviteten hade en mycket god effekt.	spille en rolle; ha en effekt	Dette arrangementet hadde en veldig god effekt.	spille en rolle; have en virkning	Dette arrangement havde en meget god virkning.	vaikuttaa; olla vaikutusta	Tällä tapahtumalla oli erittäin hyvä vaikutus.
1570:气	气	气	powietrze; gaz	W oponie roweru nie ma powietrza.	lucht; gas	De fietsband heeft geen lucht meer.	luft; gas	Cykeldäcket har ingen luft kvar.	luft; gass	Sykkeldekket er tomt for luft.	luft; gas	Cykeldækket er løbet tør for luft.	ilma; kaasu	Polkupyörän renkaassa ei ole ilmaa.
1572:汽水	汽水	汽水	napój gazowany	Dzieci lubią pić napoje gazowane.	frisdrank	Kinderen drinken graag frisdrank.	läsk	Barn tycker om att dricka läsk.	brus	Barn liker å drikke brus.	sodavand	Børn kan lide at drikke sodavand.	limsa; virvoitusjuoma	Lapset pitävät limsan juomisesta.
1573:气温	气温	气温	temperatura powietrza	Dzisiejsza temperatura jest wyższa niż wczoraj.	luchttemperatuur	De temperatuur is vandaag hoger dan gisteren.	lufttemperatur	Temperaturen i dag är högre än i går.	lufttemperatur	Temperaturen i dag er høyere enn i går.	lufttemperatur	Temperaturen i dag er højere end i går.	ilman lämpötila	Tämän päivän lämpötila on korkeampi kuin eilen.
1574:千克	千克	千克	kilogram; kilo	Ten worek ryżu waży pięć kilogramów.	kilo; kilogram	Deze zak rijst weegt vijf kilo.	kilogram; kilo	Den här rissäcken väger fem kilo.	kilogram; kilo	Denne sekken med ris veier fem kilo.	kilogram; kilo	Denne pose ris vejer fem kilo.	kilogramma; kilo	Tämä riisisäkki painaa viisi kiloa.
1577:前方	前方	前方	z przodu; przed nami	Przed nami jest skrzyżowanie.	vooruit; vooraan	Verderop is een kruispunt.	framför; längre fram	Det finns en korsning längre fram.	foran; lenger fram	Det er et kryss lenger framme.	foran; længere fremme	Der er et vejkryds længere fremme.	edessä; etupuolella	Edessä on risteys.
1578:前后	前后	前后	około; przed i po	Całe spotkanie trwało około dwóch godzin.	rond; voor en na	De vergadering duurde in totaal ongeveer twee uur.	omkring; före och efter	Mötet tog ungefär två timmar sammanlagt.	omtrent; før og etter	Møtet tok omtrent to timer til sammen.	omkring; før og efter	Mødet tog cirka to timer i alt.	noin; ennen ja jälkeen	Kokous kesti yhteensä noin kaksi tuntia.
1579:强	强	强	silny	Ta drużyna jest bardzo silna.	sterk	Dit team is erg sterk.	stark	Det här laget är mycket starkt.	sterk	Dette laget er veldig sterkt.	stærk	Dette hold er meget stærkt.	vahva	Tämä joukkue on hyvin vahva.
1582:巧	巧	巧	przypadkowy; zręczny	Ale zbieg okoliczności, znowu się spotykamy.	toevallig; handig	Wat toevallig, we zien elkaar weer.	tilfällig; skicklig	Vilket sammanträffande, vi ses igen.	tilfeldig; dyktig	Så tilfeldig, vi møtes igjen.	tilfældig; dygtig	Sikke et sammentræf, vi mødes igen.	sattumalta; taitava	Olipa sattuma, tapaamme taas.
1585:琴	琴	琴	instrument muzyczny; qin	Ona od dziecka uczy się grać na instrumencie.	muziekinstrument; qin	Zij leert al van jongs af aan een instrument bespelen.	instrument; qin	Hon har lärt sig spela instrument sedan hon var liten.	musikkinstrument; qin	Hun har lært å spille instrument siden hun var liten.	musikinstrument; qin	Hun har lært at spille instrument, siden hun var lille.	soitin; qin	Hän on opiskellut soittamista lapsesta asti.
1587:青年	青年	青年	młody człowiek; młodzież	Wielu młodych ludzi lubi ten sport.	jongere; jeugd	Veel jongeren vinden deze sport leuk.	ung person; ungdom	Många unga gillar den här sporten.	ung person; ungdom	Mange unge liker denne sporten.	ung person; ungdom	Mange unge kan lide denne sport.	nuori; nuoriso	Monet nuoret pitävät tästä urheilulajista.
1591:球队	球队	球队	drużyna sportowa	Ta drużyna ma wielu nowych zawodników.	sportteam; ploeg	Dit team heeft veel nieuwe spelers.	lag; idrottslag	Det här laget har många nya spelare.	lag; idrettslag	Dette laget har mange nye spillere.	hold; sportshold	Dette hold har mange nye spillere.	joukkue	Tässä joukkueessa on paljon uusia pelaajia.
