hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
2852:齐	齐	齐	uredan; potpun; zajedno	Svi su uredno poređali stolove i stolice.	urejen; popoln; skupaj	Vsi so lepo poravnali mize in stole.	tvarkingas; visas; kartu	Visi tvarkingai sustatė stalus ir kėdes.	kārtīgs; pilns; kopā	Visi kārtīgi salika galdus un krēslus.	korras; täielik; koos	Kõik seadsid lauad ja toolid korralikult ritta.	snyrtilegur; heill; saman	Allir röðuðu borðum og stólum snyrtilega.
2853:其	其	其	njegov; njihov	Ova kompanija širi svoje poslovanje u inostranstvu.	njegov; njihov	To podjetje širi svoje poslovanje v tujini.	jo; jų	Ši įmonė plečia savo verslą užsienyje.	tā; to	Šis uzņēmums paplašina savu darbību ārzemēs.	selle; nende	See ettevõte laiendab oma äritegevust välismaal.	þess; þeirra	Þetta fyrirtæki er að stækka starfsemi sína erlendis.
2857:气球	气球	气球	balon	Dete u ruci drži crveni balon.	balon	Otroku je v roki rdeč balon.	balionas	Vaikas rankoje laiko raudoną balioną.	balons	Bērns rokā tur sarkanu balonu.	õhupall	Laps hoiab käes punast õhupalli.	blöðru	Barn heldur á rauðri blöðru.
2860:签订	签订	签订	potpisati; zaključiti	Dve strane će sutra potpisati sporazum o saradnji.	podpisati; skleniti	Obe strani bosta jutri podpisali sporazum o sodelovanju.	pasirašyti; sudaryti	Abi šalys rytoj pasirašys bendradarbiavimo sutartį.	parakstīt; noslēgt	Abas puses rīt parakstīs sadarbības līgumu.	allkirjastama; sõlmima	Mõlemad pooled allkirjastavad homme koostöölepingu.	undirrita; gera	Báðir aðilar undirrita samstarfssamninginn á morgun.
2861:签名	签名	签名	potpis; potpisati se	Molim vas, potpišite se ispod obrasca.	podpis; podpisati se	Prosimo, podpišite se pod obrazcem.	parašas; pasirašyti	Prašome pasirašyti po forma.	paraksts; parakstīties	Lūdzu, parakstieties zem veidlapas.	allkiri; allkirja andma	Palun andke vormi all oma allkiri.	undirskrift; skrifa undir	Vinsamlegast skrifaðu undir neðst á eyðublaðið.
2862:签字	签字	签字	potpisati	Ugovor mora da potpiše lično ta osoba.	podpisati	Pogodbo mora podpisati zadevna oseba osebno.	pasirašyti	Sutartį turi pasirašyti pats asmuo.	parakstīties	Līgums jāparaksta pašai attiecīgajai personai.	allkirjastama	Lepingu peab allkirjastama asjaomane isik ise.	skrifa undir	Það þarf að skrifa undir samninginn persónulega.
2863:前进	前进	前进	ići napred; napredovati	Ekipa je nastavila da ide ka vrhu planine.	iti naprej; napredovati	Skupina je nadaljevala pot proti vrhu gore.	judėti pirmyn; žengti į priekį	Grupė toliau judėjo kalno viršūnės link.	virzīties uz priekšu; progresēt	Grupa turpināja virzīties uz kalna virsotni.	edasi liikuma; edenema	Rühm jätkas liikumist mäetipu poole.	halda áfram; sækja fram	Hópurinn hélt áfram í átt að fjallstindinum.
2864:前来	前来	前来	doći; stići	Mnogi gledaoci su došli da gledaju utakmicu.	priti; prispeti	Veliko gledalcev je prišlo gledat tekmo.	atvykti; ateiti	Daug žiūrovų atvyko žiūrėti varžybų.	ierasties; atnākt	Daudzi skatītāji ieradās skatīties sacensības.	kohale tulema; saabuma	Paljud pealtvaatajad tulid võistlust vaatama.	koma; mæta	Margir áhorfendur komu til að horfa á leikinn.
2866:前往	前往	前往	otići ka; uputiti se	Delegacija sutra putuje u Šangaj.	odpraviti se; iti proti	Delegacija jutri potuje v Šanghaj.	vykti į; keliauti į	Delegacija rytoj vyksta į Šanchajų.	doties uz; braukt uz	Delegācija rīt dosies uz Šanhaju.	suunduma; minema	Delegatsioon suundub homme Shanghaisse.	fara til; halda til	Sendinefndin fer til Sjanghæ á morgun.
2870:强大	强大	强大	jak; moćan	Ovaj tim je veoma jak.	močan; silen	Ta ekipa je zelo močna.	stiprus; galingas	Ši komanda labai stipri.	spēcīgs; varens	Šī komanda ir ļoti spēcīga.	tugev; võimas	See meeskond on väga tugev.	sterkur; öflugur	Þetta lið er mjög sterkt.
2872:强度	强度	强度	intenzitet; jačina	Intenzitet treninga je prevelik, svi su veoma umorni.	intenzivnost; moč	Intenzivnost treninga je prevelika, zato so vsi zelo utrujeni.	intensyvumas; stiprumas	Treniruotės intensyvumas per didelis, visi labai pavargę.	intensitāte; stiprums	Treniņa intensitāte ir pārāk liela, visi ir ļoti noguruši.	intensiivsus; tugevus	Treeningu intensiivsus on liiga suur ja kõik on väga väsinud.	ákefð; styrkur	Æfingin er of ákaflega erfið og allir eru mjög þreyttir.
2878:亲	亲	亲	poljubiti; blizak	Majka je poljubila dete u obraz.	poljubiti; blizu	Mama je otroka poljubila na lice.	pabučiuoti; artimas	Mama pabučiavo vaikui skruostą.	noskūpstīt; tuvs	Māte noskūpstīja bērnam vaigu.	suudlema; lähedane	Ema suudles last põsele.	kyssa; náinn	Móðirin kyssti barnið á kinnina.
2880:亲朋好友	亲朋好友	亲朋好友	rodbina i prijatelji	Za Prolećni festival rodbina i prijatelji dolaze kod nas na ručak.	sorodniki in prijatelji	Ob pomladnem prazniku pridejo sorodniki in prijatelji k nam na kosilo.	giminės ir draugai	Per Pavasario šventę giminės ir draugai ateina į namus valgyti.	radi un draugi	Pavasara svētkos radi un draugi nāk pie mums ēst.	sugulased ja sõbrad	Kevadpüha ajal tulevad sugulased ja sõbrad meile sööma.	ættingjar og vinir	Á vorhátíðinni koma ættingjar og vinir heim til okkar að borða.
2882:亲情	亲情	亲情	porodična ljubav; porodična veza	Ovaj film govori o porodičnoj ljubavi.	družinska naklonjenost; družinska vez	Ta film govori o družinski naklonjenosti.	šeimos meilė; giminystės jausmas	Šis filmas pasakoja apie šeimos meilę.	ģimenes mīlestība; radniecības jūtas	Šī filma ir par ģimenes mīlestību.	perekondlik kiindumus; pereside	See film räägib perekondlikust kiindumusest.	fjölskylduást; fjölskyldubönd	Þessi mynd fjallar um fjölskylduást.
2883:亲人	亲人	亲人	član porodice; voljena osoba	Kada je čovek bolestan, prisustvo bliskih ljudi je veoma važno.	družinski član; ljubljena oseba	Ko je človek bolan, je družba bližnjih zelo pomembna.	šeimos narys; artimas žmogus	Sergant artimųjų buvimas šalia yra labai svarbus.	ģimenes loceklis; tuvs cilvēks	Slimības laikā tuvinieku klātbūtne ir ļoti svarīga.	pereliige; lähedane inimene	Haiguse ajal on lähedaste juuresolek väga tähtis.	fjölskyldumeðlimur; ástvinur	Þegar maður er veikur er nærvera ástvina mjög mikilvæg.
2888:轻重	轻重	轻重	važnost; težina	Kada rešavaš stvari, moraš razlikovati važno od manje važnog.	pomembnost; teža	Pri urejanju zadev je treba ločiti pomembno od manj pomembnega.	svarba; svoris	Tvarkant reikalus reikia atskirti svarbiausius nuo mažiau svarbių.	svarīgums; svars	Risinot lietas, jāprot atšķirt svarīgāko no mazāk svarīgā.	tähtsus; kaal	Asju lahendades tuleb eristada olulist vähem olulisest.	mikilvægi; þyngd	Þegar mál eru leyst þarf að greina mikilvægt frá minna mikilvægu.
2889:情感	情感	情感	osećanje; emocija	Muzika može da izrazi složena osećanja.	čustvo; občutek	Glasba lahko izrazi zapletena čustva.	jausmas; emocija	Muzika gali išreikšti sudėtingus jausmus.	jūtas; emocija	Mūzika var izteikt sarežģītas jūtas.	tunne; emotsioon	Muusika saab väljendada keerulisi tundeid.	tilfinning; geðhrif	Tónlist getur tjáð flóknar tilfinningar.
2898:权	权	权	pravo; ovlašćenje	Pravo odluke je u rukama menadžera.	pravica; pooblastilo	Pravica do odločitve je v rokah vodje.	teisė; įgaliojimas	Sprendimo teisė yra vadovo rankose.	tiesības; pilnvaras	Lēmuma tiesības ir vadītāja rokās.	õigus; volitus	Otsustusõigus on juhi käes.	réttur; vald	Ákvörðunarvaldið er í höndum stjórnandans.
2900:全力	全力	全力	svom snagom; svim silama	Lekari svim silama spasavaju pacijenta.	z vso močjo; z vsemi silami	Zdravniki se z vsemi silami trudijo rešiti bolnika.	visomis jėgomis	Gydytojai visomis jėgomis gelbsti pacientą.	ar visiem spēkiem	Ārsti ar visiem spēkiem glābj pacientu.	kogu jõuga; täie pingutusega	Arstid püüavad patsienti kogu jõuga päästa.	af fullum krafti	Læknarnir reyna af fullum krafti að bjarga sjúklingnum.
2902:全体	全体	全体	svi; celokupna grupa	Svi zaposleni su učestvovali u obuci.	vsi; celotna skupina	Vsi zaposleni so se udeležili usposabljanja.	visi; visa grupė	Visi darbuotojai dalyvavo mokymuose.	visi; viss kolektīvs	Visi darbinieki piedalījās apmācībā.	kõik; kogu rühm	Kõik töötajad osalesid koolitusel.	allir; allur hópurinn	Allt starfsfólkið tók þátt í þjálfuninni.
2903:全新	全新	全新	potpuno nov	On je kupio potpuno nov računar.	popolnoma nov	Kupil je popolnoma nov računalnik.	visiškai naujas	Jis nusipirko visiškai naują kompiuterį.	pilnīgi jauns	Viņš nopirka pilnīgi jaunu datoru.	täiesti uus	Ta ostis täiesti uue arvuti.	glænýr	Hann keypti glænýja tölvu.
2910:群体	群体	群体	grupa; zajednica	Starije osobe su grupa kojoj treba posvetiti pažnju.	skupina; skupnost	Starejši so skupina, ki ji je treba nameniti pozornost.	grupė; bendruomenė	Vyresnio amžiaus žmonės yra grupė, kuriai reikia dėmesio.	grupa; kopiena	Vecāka gadagājuma cilvēki ir grupa, kurai jāpievērš uzmanība.	rühm; kogukond	Eakad on rühm, kellele tuleb tähelepanu pöörata.	hópur; samfélag	Eldra fólk er hópur sem þarf að veita athygli.
2914:热量	热量	热量	toplotna energija; kalorije	Ovo piće ima mnogo kalorija.	toplota; kalorije	Ta pijača ima veliko kalorij.	šiluma kiekis; kalorijos	Šiame gėrime yra daug kalorijų.	siltums; kalorijas	Šajā dzērienā ir daudz kaloriju.	soojushulk; kalorid	Selles joogis on palju kaloreid.	hiti; hitaeiningar	Þessi drykkur er mjög hitaeiningaríkur.
2919:人际	人际	人际	međuljudski	Dobri međuljudski odnosi pomažu u radu.	medoseben	Dobri medosebni odnosi pomagajo pri delu.	tarpasmeninis	Geri tarpasmeniniai santykiai padeda darbe.	savstarpējs; starppersonu	Labas starppersonu attiecības palīdz darbā.	inimestevaheline	Head inimestevahelised suhted aitavad tööl.	mannleg samskipti	Góð mannleg samskipti hjálpa í starfi.
2922:人力	人力	人力	ljudstvo; ljudski resursi	Ovom projektu treba više ljudstva.	človeški viri; delovna sila	Ta projekt potrebuje več delovne sile.	darbo jėga; žmogiškieji ištekliai	Šiam projektui reikia daugiau darbo jėgos.	darbaspēks; cilvēkresursi	Šim projektam vajag vairāk darbaspēka.	tööjõud; inimressursid	See projekt vajab rohkem tööjõudu.	mannafli; mannauður	Þetta verkefni þarf meiri mannafla.
2923:人民	人民	人民	narod	Ovaj memorijalni muzej besplatno je otvoren za narod.	ljudstvo; narod	Ta spominski muzej je za ljudi odprt brezplačno.	liaudis; žmonės	Šis memorialinis muziejus žmonėms atviras nemokamai.	tauta	Šis piemiņas muzejs tautai ir atvērts bez maksas.	rahvas	See mälestusmuuseum on rahvale tasuta avatud.	fólkið; þjóðin	Þetta minjasafn er opið fólki án endurgjalds.
2925:人群	人群	人群	gomila; grupa ljudi	Praznična gomila ispunila je trg.	množica; skupina ljudi	Praznična množica je napolnila trg.	minia; žmonių grupė	Šventinė minia užpildė aikštę.	pūlis; cilvēku grupa	Svētku pūlis piepildīja laukumu.	rahvahulk; inimeste rühm	Pühade rahvahulk täitis väljaku.	mannfjöldi; hópur fólks	Hátíðarmannfjöldinn fyllti torgið.
2926:人体	人体	人体	ljudsko telo	Ovaj kurs predstavlja osnovnu građu ljudskog tela.	človeško telo	Ta predmet predstavlja osnovno zgradbo človeškega telesa.	žmogaus kūnas	Šis kursas supažindina su pagrindine žmogaus kūno sandara.	cilvēka ķermenis	Šis kurss iepazīstina ar cilvēka ķermeņa pamatuzbūvi.	inimkeha	See kursus tutvustab inimkeha põhiehitust.	mannslíkami	Þetta námskeið kynnir grunnbyggingu mannslíkamans.
2928:忍	忍	忍	trpeti; izdržati	Bol je bio jak, ali on je sve vreme trpeo.	prenašati; zdržati	Bolečina je bila močna, vendar jo je ves čas prenašal.	kęsti; ištverti	Skausmas buvo stiprus, bet jis visą laiką kentė.	paciest; izturēt	Sāpes bija stipras, bet viņš visu laiku pacieta.	taluma; kannatama	Valu oli tugev, kuid ta kannatas seda kogu aeg.	þola; bera	Sársaukinn var mikill en hann þoldi hann allan tímann.
2929:认	认	认	prepoznati; priznati	Prepoznao sam ga na prvi pogled.	prepoznati; priznati	Prepoznal sem ga na prvi pogled.	atpažinti; pripažinti	Jį atpažinau iš pirmo žvilgsnio.	atpazīt; atzīt	Es viņu atpazinu no pirmā acu uzmetiena.	ära tundma; tunnistama	Tundsin ta esimesest pilgust ära.	þekkja; viðurkenna	Ég þekkti hann strax við fyrstu sýn.
2932:如	如	如	kao; ako	Rezultat je bio kao što smo očekivali.	kot; če	Rezultat je bil tak, kot smo pričakovali.	kaip; jei	Rezultatas buvo toks, kokio tikėjomės.	kā; ja	Rezultāts bija tāds, kā gaidījām.	nagu; kui	Tulemus oli selline, nagu ootasime.	eins og; ef	Niðurstaðan var eins og við bjuggumst við.
2933:如此	如此	如此	tako; ovako	Nisam očekivao da će problem biti tako složen.	tako; tako zelo	Nisem pričakoval, da bo problem tako zapleten.	taip; toks	Nesitikėjau, kad problema bus tokia sudėtinga.	tik; tāds	Es negaidīju, ka problēma būs tik sarežģīta.	nii; selline	Ma ei arvanud, et probleem on nii keeruline.	svona; svo	Ég bjóst ekki við að vandamálið yrði svona flókið.
2936:如同	如同	如同	kao; kao da	Noćna površina jezera bila je kao ogledalo.	kot; kakor da	Nočna gladina jezera je bila kot ogledalo.	kaip; tarsi	Naktinis ežero paviršius buvo lyg veidrodis.	kā; it kā	Ezera virsma naktī bija kā spogulis.	nagu; otsekui	Järve pind öösel oli nagu peegel.	eins og; sem væri	Vatnið um nóttina var eins og spegill.
2937:如下	如下	如下	kako sledi	Konkretan raspored je kako sledi.	kot sledi	Podroben razpored je naslednji.	kaip nurodyta toliau	Konkreti tvarka yra tokia, kaip nurodyta toliau.	kā norādīts tālāk	Konkrētais plāns ir norādīts tālāk.	järgmine; nagu allpool	Täpne korraldus on järgmine.	eins og hér segir	Nákvæm dagskrá er eins og hér segir.
2942:赛场	赛场	赛场	takmičarski teren; arena	Sportisti su već ušli na takmičarski teren.	tekmovalno prizorišče; arena	Športniki so že vstopili na tekmovalno prizorišče.	varžybų aikštelė; arena	Sportininkai jau įėjo į varžybų aikštelę.	sacensību laukums; arēna	Sportisti jau ir iegājuši sacensību laukumā.	võistlusväljak; areen	Sportlased on juba võistlusväljakule sisenenud.	keppnisvöllur; leikvangur	Íþróttamennirnir eru þegar komnir inn á keppnisvöllinn.
2945:沙子	沙子	沙子	pesak	Deca se igraju peskom pored mora.	pesek	Otroci se ob morju igrajo s peskom.	smėlis	Vaikai prie jūros žaidžia su smėliu.	smiltis	Bērni pie jūras spēlējas ar smiltīm.	liiv	Lapsed mängivad mere ääres liivaga.	sandur	Börnin leika sér með sand við sjóinn.
2948:删	删	删	obrisati	Molim vas, obrišite ponovljeni sadržaj.	izbrisati	Prosimo, izbrišite ponovljeno vsebino.	ištrinti	Prašome ištrinti pasikartojantį turinį.	dzēst	Lūdzu, izdzēsiet atkārtoto saturu.	kustutama	Palun kustutage korduv sisu.	eyða	Vinsamlegast eyddu endurteknu efninu.
2949:扇	扇	扇	lepezom hladiti; mahati	Nežno se hladila lepezom.	pahljati; mahati	Rahlo se je hladila s pahljačo.	vėduoti; mojuoti	Ji švelniai vėdavosi vėduokle.	vēdināt ar vēdekli; vēdināt	Viņa viegli vēdinājās ar vēdekli.	lehvitama; tuulutama	Ta jahutas end õrnalt lehvikuga.	blaka; kæla með blævæng	Hún blakaði blævængnum varlega til að kæla sig.
2951:山区	山区	山区	planinsko područje	Noć u planinskom području je veoma tiha.	gorsko območje	Noč v gorskem območju je zelo tiha.	kalnų vietovė	Naktis kalnų vietovėje labai rami.	kalnu apvidus	Nakts kalnu apvidū ir ļoti klusa.	mägipiirkond	Öö mägipiirkonnas on väga vaikne.	fjallasvæði	Nóttin á fjallasvæðinu er mjög kyrr.
2956:伤	伤	伤	povreda; povrediti	Ruka mu je povređena.	poškodba; poškodovati	Roka se mu je poškodovala.	sužalojimas; sužeisti	Jo ranka buvo sužeista.	ievainojums; savainot	Viņa roka tika savainota.	vigastus; vigastama	Tema käsi sai vigastada.	meiðsli; meiða	Hönd hans meiddist.
2958:商家	商家	商家	trgovac; prodavac	Mnogi trgovci su učestvovali u ovoj akciji sniženja.	trgovec; prodajalec	Veliko trgovcev je sodelovalo v tej promocijski akciji.	prekybininkas; pardavėjas	Daug prekybininkų dalyvavo šioje akcijoje.	tirgotājs; pārdevējs	Daudzi tirgotāji piedalījās šajā izpārdošanas akcijā.	kaupmees; müüja	Paljud kaupmehed osalesid selles sooduskampaanias.	seljandi; kaupmaður	Margir seljendur tóku þátt í þessari kynningarútsölu.
2959:商人	商人	商人	poslovni čovek; trgovac	Ovaj poslovni čovek često putuje u inostranstvo zbog posla.	poslovnež; trgovec	Ta poslovnež pogosto potuje v tujino zaradi dela.	verslininkas	Šis verslininkas dažnai vyksta į užsienį darbo reikalais.	uzņēmējs; tirgotājs	Šis uzņēmējs bieži dodas komandējumos uz ārzemēm.	äriinimene; kaupmees	See äriinimene käib sageli välismaal tööreisidel.	kaupsýslumaður	Þessi kaupsýslumaður fer oft í vinnuferðir til útlanda.
2962:赏	赏	赏	uživati u; diviti se	Turisti uživaju u cveću pored jezera.	uživati v; občudovati	Turisti ob jezeru občudujejo rože.	grožėtis; mėgautis	Turistai prie ežero grožisi gėlėmis.	baudīt; apbrīnot	Tūristi pie ezera bauda ziedus.	nautima; imetlema	Turistid imetlevad järve ääres lilli.	njóta; dást að	Ferðamennirnir njóta blómanna við vatnið.
2963:上传	上传	上传	otpremiti; učitati	Molim vas, otpremite fotografije na platformu.	naložiti	Prosimo, naložite fotografije na platformo.	įkelti	Prašome įkelti nuotraukas į platformą.	augšupielādēt	Lūdzu, augšupielādējiet fotogrāfijas platformā.	üles laadima	Palun laadige fotod platvormile üles.	hlaða upp	Vinsamlegast hladdu myndunum upp á vettvanginn.
2964:上升	上升	上升	rasti; povećavati se	Prodaja ove godine nastavlja da raste.	naraščati; dvigovati se	Letošnja prodaja še naprej narašča.	kilti; didėti	Šių metų pardavimai toliau kyla.	pieaugt; kāpt	Šogad pārdošanas apjoms turpina pieaugt.	tõusma; kasvama	Selle aasta müük jätkab kasvu.	hækka; aukast	Salan heldur áfram að aukast á þessu ári.
2965:上下	上下	上下	gore-dole; oko	Ova zgrada ima ukupno oko deset spratova.	gor in dol; približno	Ta stavba ima skupaj približno deset nadstropij.	aukštyn ir žemyn; maždaug	Šiame pastate iš viso yra apie dešimt aukštų.	augšā un lejā; aptuveni	Šajā ēkā kopumā ir aptuveni desmit stāvi.	üles ja alla; umbes	Selles hoones on kokku umbes kümme korrust.	upp og niður; um það bil	Þessi bygging er alls um tíu hæðir.
2966:上涨	上涨	上涨	rasti; poskupeti	Cene povrća su nedavno porasle.	narasti; podražiti se	Cene zelenjave so v zadnjem času narasle.	kilti; brangti	Pastaruoju metu daržovių kainos pakilo.	pieaugt; sadārdzināties	Pēdējā laikā dārzeņu cenas ir pieaugušas.	tõusma; kallinema	Köögiviljade hinnad on viimasel ajal tõusnud.	hækka	Grænmetisverð hefur hækkað undanfarið.
2967:烧	烧	烧	goreti; kuvati; imati temperaturu	Voda u loncu je već provrela.	goreti; kuhati; imeti vročino	Voda v loncu je že zavrela.	deginti; virti; karščiuoti	Vanduo puode jau užvirė.	dedzināt; vārīt; būt drudzim	Ūdens katlā jau ir uzvārījies.	põletama; keetma; palavikus olema	Potis olev vesi on juba keema läinud.	brenna; sjóða; vera með hita	Vatnið í pottinum er þegar farið að sjóða.
2968:烧烤	烧烤	烧烤	roštilj; pečenje na roštilju	Za vikend idemo pored reke na roštilj.	žar; peka na žaru	Ob koncu tedna gremo ob reko jest jedi z žara.	kepsninė; grilis	Savaitgalį eisime prie upės valgyti kepsnių.	grils; grilēšana	Nedēļas nogalē dosimies pie upes ēst grilētu ēdienu.	grill; grillimine	Nädalavahetusel läheme jõe äärde grillima.	grill; grillmatur	Um helgina förum við að ánni að borða grillmat.
2971:舍得	舍得	舍得	biti voljan dati; ne žaliti	Radi deteta ne žali da odvoji vreme za druženje.	biti pripravljen dati; ne obžalovati	Zaradi otroka si rada vzame čas za druženje.	noriai skirti; negailėti	Dėl vaiko ji negaili laiko būti kartu.	būt gatavam atdot; nežēlot	Bērna dēļ viņa nežēlo laiku kopā būšanai.	raatsima; valmis olema	Lapse nimel raatsib ta aega koos olemiseks kulutada.	vera fús til að gefa; tíma ekki ekki	Fyrir barnið er hún fús til að verja tíma með því.
2981:深度	深度	深度	dubina	Dubina ovog jezera prelazi dvadeset metara.	globina	Globina tega jezera presega dvajset metrov.	gylis	Šio ežero gylis viršija dvidešimt metrų.	dziļums	Šī ezera dziļums pārsniedz divdesmit metrus.	sügavus	Selle järve sügavus ületab kakskümmend meetrit.	dýpt	Dýpt þessa vatns er yfir tuttugu metrar.
2983:深厚	深厚	深厚	dubok; snažan	Među njima postoji duboko prijateljstvo.	globok; trden	Med njima je globoko prijateljstvo.	gilus; tvirtas	Tarp jų yra gili draugystė.	dziļš; stiprs	Starp viņiem ir dziļa draudzība.	sügav; tugev	Nende vahel on sügav sõprus.	djúpur; sterkur	Það er djúp vinátta á milli þeirra.
2985:深入	深入	深入	prodreti; dubinski	Novinar je otišao duboko u planinsko područje radi intervjua.	poglobiti se; poglobljen	Novinar je šel globoko v gorsko območje na intervju.	gilintis; išsamus	Žurnalistas nuvyko giliai į kalnų vietovę imti interviu.	iedziļināties; padziļināts	Žurnālists devās dziļi kalnu apvidū, lai intervētu.	süvenema; põhjalik	Ajakirjanik läks intervjuudeks sügavale mägipiirkonda.	fara djúpt; ítarlegur	Fréttamaðurinn fór djúpt inn á fjallasvæðið til að taka viðtöl.
2986:深远	深远	深远	dalekosežan; dubok	Ova reforma je imala dalekosežan uticaj.	daljnosežen; globok	Ta reforma je imela daljnosežen vpliv.	tolimas; plataus poveikio	Ši reforma turėjo plataus masto poveikį.	tālejošs; dziļš	Šī reforma radīja tālejošu ietekmi.	kaugeleulatuv; sügav	Sellel reformil oli kaugeleulatuv mõju.	víðtækur; djúpstæður	Þessi umbót hafði víðtæk áhrif.
2993:升级	升级	升级	nadograditi; unaprediti	Sistem telefona treba nadograditi.	nadgraditi; izboljšati	Sistem telefona je treba nadgraditi.	atnaujinti; pakelti lygį	Telefono sistemą reikia atnaujinti.	atjaunināt; paaugstināt līmeni	Tālruņa sistēma ir jāatjaunina.	uuendama; täiustama	Telefoni süsteem vajab uuendamist.	uppfæra; hækka um stig	Símaforritið þarf að uppfæra.
2994:升温	升温	升温	zagrejati se; temperatura raste	Od sutra će se vreme očigledno zagrejati.	segreti se; temperatura narašča	Od jutri se bo vreme očitno segrelo.	šilti; temperatūrai kilti	Nuo rytojaus oras aiškiai sušils.	sasilt; temperatūrai kāpt	No rītdienas laiks manāmi sasils.	soojenema; temperatuur tõuseb	Alates homsest läheb ilm märgatavalt soojemaks.	hlýna; hitastig hækkar	Frá og með morgundeginum hlýnar greinilega í veðri.
2999:省份	省份	省份	pokrajina; provincija	Kina ima mnogo različitih pokrajina.	pokrajina; provinca	Kitajska ima veliko različnih provinc.	provincija	Kinijoje yra daug skirtingų provincijų.	provinces apgabals	Ķīnā ir daudz dažādu provinču.	provints	Hiinas on palju erinevaid provintse.	hérað; fylki	Í Kína eru mörg mismunandi héruð.
3001:胜	胜	胜	pobediti; biti bolji	Domaći tim je pobedio goste sa dva poena razlike.	zmagati; biti boljši	Domača ekipa je goste premagala za dve točki.	laimėti; būti pranašesniam	Namų komanda laimėjo prieš svečius dviem taškais.	uzvarēt; būt pārākam	Mājinieku komanda uzvarēja viesus ar divu punktu pārsvaru.	võitma; parem olema	Kodumeeskond võitis külalisi kahe punktiga.	sigra; vera betri	Heimaliðið sigraði gestina með tveggja stiga mun.
3004:湿	湿	湿	mokar	Trava je posle kiše još mokra.	moker	Trava je po dežju še vedno mokra.	šlapias	Po lietaus žolė vis dar šlapia.	mitrs	Pēc lietus zāle vēl ir mitra.	märg	Pärast vihma on muru ikka märg.	blautur	Grasið er enn blautt eftir rigninguna.
3005:失恋	失恋	失恋	doživeti raskid; patiti zbog ljubavi	Posle raskida dugo je bila tužna.	doživeti razhod; trpeti zaradi ljubezni	Po razhodu je bila dolgo žalostna.	išgyventi išsiskyrimą	Po išsiskyrimo ji ilgai liūdėjo.	pārdzīvot šķiršanos	Pēc šķiršanās viņa ilgi skuma.	armuvalus olema; lahkuminekut üle elama	Pärast lahkuminekut oli ta kaua kurb.	lenda í ástarsorg	Hún var lengi leið eftir sambandsslitin.
3007:诗人	诗人	诗人	pesnik	Ovaj pesnik je napisao mnogo poznatih pesama.	pesnik	Ta pesnik je napisal veliko znanih pesmi.	poetas	Šis poetas parašė daug garsių eilėraščių.	dzejnieks	Šis dzejnieks ir uzrakstījis daudz slavenu dzejoļu.	luuletaja	See luuletaja on kirjutanud palju kuulsaid luuletusi.	skáld	Þetta skáld hefur ort mörg fræg ljóð.
3023:实验室	实验室	实验室	laboratorija	Studenti rade testove u laboratoriji.	laboratorij	Študenti v laboratoriju opravljajo preizkuse.	laboratorija	Studentai laboratorijoje atlieka bandymus.	laboratorija	Studenti laboratorijā veic testus.	labor	Õpilased teevad laboris katseid.	rannsóknarstofa	Nemendur gera prófanir á rannsóknarstofunni.
3025:食用	食用	食用	jesti; jestiv	Ovaj cvet može da se jede, a može i da se koristi za čaj.	uživati; užitno	To rožo je mogoče jesti, lahko pa se uporabi tudi za čaj.	valgyti; valgomas	Šią gėlę galima valgyti ir naudoti arbatai.	ēst; ēdams	Šo ziedu var ēst, kā arī izmantot tējai.	sööma; söödav	Seda lille saab süüa ja kasutada ka tee valmistamiseks.	borða; ætur	Þetta blóm er hægt að borða og nota líka í te.
3026:使得	使得	使得	prouzrokovati; učiniti	Pljusak je doveo do otkazivanja utakmice.	povzročiti; narediti	Naliv je povzročil odpoved tekme.	lemti; padaryti	Liūtis lėmė, kad varžybos buvo atšauktos.	izraisīt; panākt	Spēcīgais lietus izraisīja sacensību atcelšanu.	põhjustama; tegema	Paduvihm põhjustas võistluse tühistamise.	valda því að; gera	Mikla rigningin varð til þess að leiknum var aflýst.
3028:式	式	式	tip; stil; obrazac	Ovaj novi tip električnog vozila veoma je popularan.	tip; slog; oblika	Ta nova vrsta električnega vozila je zelo priljubljena.	tipas; stilius; forma	Šis naujo tipo elektrinis automobilis labai populiarus.	tips; stils; forma	Šis jaunā tipa elektroauto ir ļoti populārs.	tüüp; stiil; vorm	See uut tüüpi elektrisõiduk on väga populaarne.	gerð; stíll	Þessi nýja gerð rafbíls er mjög vinsæl.
3029:适当	适当	适当	odgovarajući; prikladan	Odgovarajuće vežbanje pomaže snu.	ustrezen; primeren	Ustrezna vadba pomaga pri spanju.	tinkamas; deramas	Tinkamas fizinis aktyvumas padeda miegui.	atbilstošs; piemērots	Piemērotas fiziskās aktivitātes palīdz miegam.	sobiv; mõõdukas	Sobiv liikumine aitab und parandada.	viðeigandi; hæfilegur	Hæfileg hreyfing hjálpar svefni.
