hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
1578:前后	前后	前后	लगभग; पहले और बाद	बैठक में कुल मिलाकर लगभग दो घंटे लगे।	প্রায়; আগে-পরে	সভাটি মোটামুটি দুই ঘণ্টা লেগেছে।	humigit-kumulang; bago at pagkatapos	Humigit-kumulang dalawang oras ang ginugol sa pagpupulong.
1579:强	强	强	मज़बूत	यह टीम बहुत मज़बूत है।	শক্তিশালী	এই দলটি খুব শক্তিশালী।	malakas	Malakas ang koponang ito.
1582:巧	巧	巧	संयोगपूर्ण; कुशल	क्या संयोग है, हम फिर मिल गए।	কাকতালীয়; দক্ষ	কি কাকতালীয়, আমরা আবার দেখা করলাম।	nagkataon; mahusay	Nagkataon talaga, nagkita na naman tayo.
1585:琴	琴	琴	साज़; वाद्य	वह बचपन से साज़ बजाना सीख रही है।	বাদ্যযন্ত্র	সে ছোটবেলা থেকে বাদ্যযন্ত্র বাজানো শিখছে।	instrumentong pangmusika	Mula pagkabata, nag-aaral siyang tumugtog ng instrumentong pangmusika.
1587:青年	青年	青年	युवा	कई युवा इस खेल को पसंद करते हैं।	যুবক; তরুণ	অনেক তরুণ এই খেলাটি পছন্দ করে।	kabataan; batang tao	Maraming kabataan ang gusto ang isports na ito.
1591:球队	球队	球队	खेल टीम	इस टीम में कई नए सदस्य हैं।	খেলাধুলার দল	এই দলে অনেক নতুন সদস্য আছে।	koponang pampalakasan	Maraming bagong kasapi ang koponang ito.
1593:区	区	区	ज़िला; क्षेत्र	इस ज़िले में कई स्कूल हैं।	জেলা; এলাকা	এই এলাকায় অনেক স্কুল আছে।	distrito; lugar	Maraming paaralan sa distritong ito.
1596:取得	取得	取得	प्राप्त करना; हासिल करना	उसने अच्छे परिणाम हासिल किए।	অর্জন করা	সে ভালো ফলাফল অর্জন করেছে।	makamit	Nakamit niya ang magagandang resulta.
1598:全	全	全	पूरा; सब	पूरी कक्षा ने प्रतियोगिता में भाग लिया।	পুরো; সব	পুরো ক্লাস প্রতিযোগিতায় অংশ নিয়েছে।	buo; lahat	Lumahok sa paligsahan ang buong klase.
1600:全都	全都	全都	सबके सब	ये सभी समस्याएं हल हो गई हैं।	সবগুলো	এই সমস্যাগুলো সব সমাধান হয়েছে।	lahat	Lahat ng problemang ito ay nalutas na.
1601:全球	全球	全球	सारा विश्व; वैश्विक	दुनिया भर के पर्यटकों को यह पर्यटन स्थल पसंद है।	সারা বিশ্ব	সারা বিশ্বের পর্যটকেরা এই দর্শনীয় স্থান পছন্দ করে।	buong daigdig	Gusto ng mga turista mula sa buong daigdig ang pasyalang ito.
1602:全身	全身	全身	पूरा शरीर	दौड़ने के बाद उसका पूरा शरीर पसीने से भर गया।	পুরো শরীর	দৌড়ানোর পর তার পুরো শরীর ঘামে ভিজে গেছে।	buong katawan	Pagkatapos tumakbo, pawis ang buong katawan niya.
1603:缺	缺	缺	कमी होना	हमें अभी भी एक कुर्सी की कमी है।	কম থাকা	আমাদের এখনও একটি চেয়ার কম আছে।	kulang	Kulang pa kami ng isang upuan.
1611:人数	人数	人数	लोगों की संख्या	इस गतिविधि में लोगों की संख्या अधिक नहीं है।	লোকসংখ্যা	এই কার্যক্রমে লোকসংখ্যা বেশি নয়।	bilang ng tao	Hindi marami ang bilang ng tao sa gawaing ito.
1616:仍	仍	仍	अभी भी	वह अभी भी चीनी पढ़ रहा है।	এখনও	সে এখনও চীনা ভাষা শিখছে।	pa rin	Nag-aaral pa rin siya ng Tsino.
1622:入	入	入	प्रवेश करना	कृपया दक्षिणी द्वार से प्रवेश करें।	প্রবেশ করা	দয়া করে দক্ষিণ দরজা দিয়ে প্রবেশ করুন।	pumasok	Pumasok sa timog na tarangkahan.
1624:入学	入学	入学	स्कूल में प्रवेश लेना	बच्चा इस सितंबर स्कूल में प्रवेश लेगा।	স্কুলে ভর্তি হওয়া	শিশুটি এ বছরের সেপ্টেম্বরে স্কুলে ভর্তি হবে।	pumasok sa paaralan	Papasok sa paaralan ang bata ngayong Setyembre.
1625:入住	入住	入住	चेक-इन करना; रहने आना	हम दोपहर दो बजे चेक-इन कर सकते हैं।	চেক-ইন করা; উঠতে যাওয়া	আমরা বিকেল দুইটায় চেক-ইন করতে পারি।	magparehistro sa tuluyan; lumipat	Maaari kaming magparehistro sa tuluyan nang alas-dos ng hapon.
1627:扫码	扫码	扫码	कोड पढ़ना	टिकट खरीदने से पहले फोन से कोड पढ़ना होगा।	কোড পড়া	টিকিট কেনার আগে ফোন দিয়ে কোড পড়তে হবে।	basahin ang kodigo	Kailangang basahin ang kodigo bago bumili ng tiket.
1632:上门	上门	上门	घर आकर सेवा देना	डॉक्टर घर आकर सेवा दे सकता है।	বাড়িতে এসে সেবা দেওয়া	ডাক্তার বাড়িতে এসে সেবা দিতে পারেন।	serbisyo sa bahay	Maaaring magbigay ng serbisyo sa bahay ang doktor.
1633:稍	稍	稍	थोड़ा	कृपया थोड़ा इंतज़ार कीजिए।	একটু	দয়া করে একটু অপেক্ষা করুন।	sandali; kaunti	Maghintay sandali.
1635:少见	少见	少见	दुर्लभ	इस तरह की स्थिति अपेक्षाकृत दुर्लभ है।	দুর্লভ	এই ধরনের অবস্থা তুলনামূলকভাবে দুর্লভ।	bihira	Medyo bihira ang ganitong sitwasyon.
1636:少量	少量	少量	थोड़ी मात्रा	कृपया थोड़ा नमक डालें।	অল্প পরিমাণ	অনুগ্রহ করে অল্প লবণ দিন।	kaunting dami	Magdagdag ng kaunting asin.
1637:少数	少数	少数	कम संख्या; अल्पसंख्यक	कुछ ही छात्र पैदल स्कूल जाते हैं।	অল্প সংখ্যা; সংখ্যালঘু	অল্প কয়েকজন ছাত্র হেঁটে স্কুলে যায়।	maliit na bilang; minorya	Ilang mag-aaral lamang ang naglalakad papuntang paaralan.
1638:少年	少年	少年	किशोर; नौजवान	यह किशोर बास्केटबॉल खेलना पसंद करता है।	কিশোর; তরুণ	এই কিশোর বাস্কেটবল খেলতে পছন্দ করে।	binatilyo; kabataan	Mahilig maglaro ng basketbol ang binatilyong ito.
1641:身	身	身	शरीर; कपड़ों का पूरा सेट	उसने पूरे काले कपड़े पहने।	শরীর; পোশাকের সম্পূর্ণ সেট	সে পুরো কালো পোশাক পরেছিল।	katawan; buong kasuotan	Nakasuot siya ng buong itim na kasuotan.
1643:身份证	身份证	身份证	पहचान पत्र	कार्ड बनवाते समय पहचान पत्र चाहिए।	পরিচয়পত্র	কার্ড করতে পরিচয়পত্র লাগে।	kard ng pagkakakilanlan	Kailangan ang kard ng pagkakakilanlan kapag kukuha ng kard.
1646:生1	生1	生	जन्म देना; उगना	उसने कल एक बेटी को जन्म दिया।	জন্ম দেওয়া; বেড়ে ওঠা	সে গতকাল এক কন্যাসন্তানের জন্ম দিয়েছে।	manganak; tumubo	Kahapon ay nanganak siya ng isang anak na babae.
1647:生2	生2	生	कच्चा; बिना पका	मांस का यह टुकड़ा अभी कच्चा है।	কাঁচা; না-পাকা	মাংসের এই টুকরোটি এখনও কাঁচা।	hilaw; hindi luto	Hilaw pa ang pirasong karne na ito.
1655:师生	师生	师生	शिक्षक और विद्यार्थी	पूरे स्कूल के शिक्षक और विद्यार्थी गतिविधि में शामिल हुए।	শিক্ষক ও শিক্ষার্থী	পুরো বিদ্যালয়ের শিক্ষক ও শিক্ষার্থীরা অনুষ্ঠানে অংশ নিয়েছে।	mga guro at mag-aaral	Lumahok sa gawain ang mga guro at mag-aaral ng buong paaralan.
1659:时间表	时间表	时间表	समय-सारणी	कृपया समय-सारणी मुझे भेज दें।	সময়সূচি	অনুগ্রহ করে সময়সূচি আমাকে পাঠান।	talaan ng oras	Pakipadala sa akin ang talaan ng oras.
1660:实际上	实际上	实际上	वास्तव में; असल में	असल में उसे जवाब बहुत पहले से पता था।	আসলে; বাস্তবে	আসলে সে অনেক আগেই উত্তরটি জানত।	sa totoo lang; sa katunayan	Sa totoo lang, matagal na niyang alam ang sagot.
1661:食品	食品	食品	खाद्य पदार्थ	यह दुकान आयातित खाद्य पदार्थ बेचती है।	খাদ্যপণ্য	এই দোকানে আমদানি করা খাদ্যপণ্য বিক্রি হয়।	produktong pagkain	Nagbebenta ang tindahang ito ng mga inangkat na produktong pagkain.
1662:食堂	食堂	食堂	भोजनालय; कैंटीन	हम दोपहर में कैंटीन में खाना खाते हैं।	ক্যান্টিন; খাবারঘর	আমরা দুপুরে ক্যান্টিনে খাই।	kantina	Kumakain kami ng tanghalian sa kantina.
1665:十字路口	十字路口	十字路口	चौराहा	चौराहे पर बाएँ मुड़ें।	চৌরাস্তা	চৌরাস্তায় বাঁ দিকে যান।	sangang-daan	Kumaliwa sa sangang-daan.
1667:使馆	使馆	使馆	दूतावास	वह वीज़ा का काम कराने दूतावास गया।	দূতাবাস	সে ভিসার কাজ করতে দূতাবাসে গেছে।	embahada	Pumunta siya sa embahada para asikasuhin ang visa niya.
1674:市区	市区	市区	शहरी इलाका; शहर का केंद्र	शहरी इलाके में यातायात बहुत सुविधाजनक है।	শহরাঞ্চল; নগরকেন্দ্র	শহরাঞ্চলে যাতায়াত খুব সুবিধাজনক।	kabayanan; sentro ng lungsod	Maginhawa ang transportasyon sa sentro ng lungsod.
1675:试题	试题	试题	परीक्षा प्रश्न	यह परीक्षा प्रश्न थोड़ा कठिन है।	পরীক্ষার প্রশ্ন	এই পরীক্ষার প্রশ্নটি একটু কঠিন।	tanong sa pagsusulit	Medyo mahirap ang tanong sa pagsusulit na ito.
1677:收费	收费	收费	शुल्क लेना	यह पार्किंग स्थल घंटे के हिसाब से शुल्क लेता है।	শুল্ক নেওয়া	এই গাড়ি পার্কিং জায়গায় ঘণ্টা অনুযায়ী শুল্ক নেওয়া হয়।	maningil	Naniningil bawat oras ang paradahang ito.
1680:收听	收听	收听	प्रसारण सुनना	आज के कार्यक्रम को सुनने के लिए आपका स्वागत है।	সম্প্রচার শোনা	আজকের অনুষ্ঠান শুনতে আপনাদের স্বাগতম।	makinig sa pagsasahimpapawid	Maligayang pakikinig sa programa ngayon.
1685:售票员	售票员	售票员	टिकट विक्रेता	टिकट विक्रेता ने हमें आखिरी बस का समय बताया।	টিকিট বিক্রেতা	টিকিট বিক্রেতা আমাদের শেষ বাসের সময় বললেন।	tagapagbenta ng tiket	Sinabi sa amin ng tagapagbenta ng tiket ang oras ng huling bus.
1688:熟	熟	熟	परिचित; पका हुआ	मैं इस रास्ते से बहुत परिचित हूँ।	পরিচিত; রান্না হয়েছে	এই পথটি আমার খুব চেনা।	pamilyar; luto	Pamilyar na pamilyar ako sa daang ito.
1690:暑假	暑假	暑假	गर्मी की छुट्टी	गर्मी की छुट्टी में मैं समुद्र किनारे जाना चाहता हूँ।	গ্রীষ্মের ছুটি	গ্রীষ্মের ছুটিতে আমি সমুদ্রতীরে যেতে চাই।	bakasyon sa tag-init	Gusto kong pumunta sa tabing-dagat sa bakasyon sa tag-init.
1693:树林	树林	树林	जंगल का झुरमुट	बच्चे पेड़ों के झुरमुट के पास खेल रहे हैं।	বনানী; গাছপালা ঘেরা জায়গা	শিশুরা বনানীর ধারে খেলছে।	kakahuyan	Naglalaro ang mga bata sa gilid ng kakahuyan.
1699:说法	说法	说法	कहने का तरीका; व्याख्या	यह कहने का तरीका बहुत सटीक नहीं है।	বলার ধরন; ব্যাখ্যা	এই বলার ধরনটি খুব সঠিক নয়।	paraan ng pagsasabi; paliwanag	Hindi gaanong tumpak ang ganitong paraan ng pagsasabi.
1701:说明书	说明书	说明书	निर्देश पुस्तिका	उपयोग करने से पहले कृपया निर्देश पुस्तिका पढ़ें।	নির্দেশিকা	ব্যবহারের আগে অনুগ্রহ করে নির্দেশিকা পড়ুন।	aklat ng tagubilin	Basahin muna ang aklat ng tagubilin bago gamitin.
1705:塑料	塑料	塑料	प्लास्टिक	यह डिब्बा प्लास्टिक से बना है।	প্লাস্টিক	এই বাক্সটি প্লাস্টিক দিয়ে তৈরি।	plastik	Gawa sa plastik ang kahong ito.
1707:酸奶	酸奶	酸奶	दही	मैंने नाश्ते में एक कप दही पिया।	দই	আমি সকালের নাশতায় এক কাপ দই খেয়েছি।	binurong gatas	Uminom ako ng isang tasa ng binurong gatas sa almusal.
1708:算	算	算	हिसाब लगाना; माना जाना	मैंने इस सवाल का हिसाब गलत लगाया।	হিসাব করা; গণ্য হওয়া	আমি এই অঙ্কটি ভুল হিসাব করেছি।	kalkulahin; maituring	Mali ang pagkalkula ko sa tanong na ito.
1711:孙女	孙女	孙女	पोती; नातिन	दादी अक्सर अपनी पोती को कहानियाँ सुनाती हैं।	নাতনি	দাদি প্রায়ই নাতনিকে গল্প বলেন।	apong babae	Madalas magkuwento ang lola sa kanyang apong babae.
1716:抬头	抬头	抬头	सिर उठाना	कृपया सिर उठाकर ब्लैकबोर्ड देखें।	মাথা তোলা	অনুগ্রহ করে মাথা তুলে বোর্ডের দিকে তাকাও।	itaas ang ulo; tumingala	Pakitaas ang ulo at tumingin sa pisara.
1718:弹	弹	弹	बजाना	वह पियानो बजा सकती है।	বাদ্যযন্ত্র বাজানো	সে পিয়ানো বাজাতে পারে।	tumugtog	Marunong siyang tumugtog ng piyano.
1727:提出	提出	提出	प्रस्ताव रखना; उठाना	उसने एक नया सवाल उठाया।	উত্থাপন করা; প্রস্তাব করা	সে একটি নতুন প্রশ্ন তুলেছে।	maghain; magtaas ng usapin	Naghain siya ng bagong tanong.
1728:提到	提到	提到	ज़िक्र करना	शिक्षक ने कक्षा में इस किताब का ज़िक्र किया।	উল্লেখ করা	শিক্ষক ক্লাসে এই বইটির কথা উল্লেখ করেছেন।	banggitin	Binanggit ng guro ang aklat na ito sa klase.
1732:体检	体检	体检	स्वास्थ्य जांच	कंपनी हर साल एक बार स्वास्थ्य जांच करवाती है।	স্বাস্থ্য পরীক্ষা	কোম্পানি প্রতি বছর একবার স্বাস্থ্য পরীক্ষা করায়।	pagsusuring pangkalusugan	Nag-aayos ang kumpanya ng pagsusuring pangkalusugan bawat taon.
1733:体温	体温	体温	शरीर का तापमान	नर्स शरीर का तापमान माप रही है।	শরীরের তাপমাত্রা	নার্স শরীরের তাপমাত্রা মাপছেন।	temperatura ng katawan	Kinukuha ng nars ang temperatura ng katawan.
1734:体重	体重	体重	शरीर का वजन	उसका वजन दो किलो बढ़ गया।	শরীরের ওজন	তার ওজন দুই কেজি বেড়েছে।	bigat ng katawan	Nadagdagan ng dalawang kilo ang bigat ng katawan niya.
1735:填写	填写	填写	भरना	कृपया यह पंजीकरण फॉर्म भरें।	পূরণ করা	অনুগ্রহ করে এই নিবন্ধন ফর্মটি পূরণ করুন।	punan	Pakisagutan ang papel sa pagpaparehistro.
1737:听力	听力	听力	सुनने की क्षमता	उसकी चीनी सुनने की क्षमता तेज़ी से सुधर रही है।	শোনার দক্ষতা	তার চীনা ভাষা শোনার দক্ষতা দ্রুত উন্নত হচ্ছে।	kakayahan sa pakikinig	Mabilis umuunlad ang kakayahan niya sa pakikinig ng Tsino.
1738:听众	听众	听众	श्रोता	आज श्रोताओं की संख्या विशेष रूप से अधिक है।	শ্রোতা	আজ শ্রোতার সংখ্যা বিশেষভাবে বেশি।	tagapakinig	Napakarami ng tagapakinig ngayon.
1740:停车	停车	停车	गाड़ी खड़ी करना; रुकना	यहाँ गाड़ी खड़ी करने की अनुमति नहीं है।	গাড়ি পার্ক করা; থামা	এখানে গাড়ি পার্ক করা নিষেধ।	magparada; huminto	Hindi pinapayagan ang pagpaparada dito.
1741:停车场	停车场	停车场	पार्किंग स्थल	मॉल के पीछे पार्किंग स्थल है।	গাড়ি রাখার জায়গা	বিপণিবিতানের পেছনে গাড়ি রাখার জায়গা আছে।	paradahan	May paradahan sa likod ng pamilihan.
1742:停止	停止	停止	रुकना; बंद होना	बारिश रुकने के बाद हम चलेंगे।	থামা; বন্ধ হওয়া	বৃষ্টি থামার পরে আমরা রওনা হব।	tumigil	Aalis kami kapag tumigil ang ulan.
1743:通	通	通	खुला होना; होकर जाना	यह सड़क अब खुल गई है।	চলাচলের জন্য খোলা; সংযুক্ত হওয়া	এই রাস্তা এখন চলাচলের জন্য খোলা।	bukas na; madaanan	Bukas na ulit ang daang ito.
1746:童年	童年	童年	बचपन	मेरा बचपन गाँव में बीता।	শৈশব	আমার শৈশব গ্রামে কেটেছে।	pagkabata	Sa probinsya lumipas ang aking pagkabata.
1748:同样	同样	同样	वही; समान	उसने भी वही गलती की।	একই রকম; একই	সেও একই ভুল করেছে।	pareho; gayundin	Gumawa rin siya ng parehong pagkakamali.
1749:桶	桶	桶	बाल्टी; पीपा	दरवाज़े के पास पानी की एक बाल्टी रखी है।	বালতি; পিপে	দরজার কাছে একটি পানির বালতি রাখা আছে।	timba; bariles	May timba ng tubig sa tabi ng pinto.
1750:痛	痛	痛	दर्द होना; पीड़ादायक	मेरे हाथ में थोड़ा दर्द है।	ব্যথা; ব্যথা করা	আমার হাতে একটু ব্যথা করছে।	masakit; kirot	Medyo masakit ang kamay ko.
1751:头痛	头痛	头痛	सिरदर्द	वह कल रात कम सोया, इसलिए आज उसे सिरदर्द है।	মাথাব্যথা	গত রাতে সে কম ঘুমিয়েছে, তাই আজ তার মাথাব্যথা।	sakit ng ulo	Kaunti ang tulog niya kagabi, kaya masakit ang ulo niya ngayon.
1752:图	图	图	चित्र; नक्शा; तालिका	कृपया किताब में दिया चित्र देखें।	ছবি; চিত্র; মানচিত্র	অনুগ্রহ করে বইয়ের ছবিটি দেখুন।	larawan; tsart; mapa	Tingnan ang larawan sa aklat.
1753:图片	图片	图片	तस्वीर; चित्र	यह तस्वीर बहुत साफ़ है।	ছবি	এই ছবিটি খুব পরিষ্কার।	larawan	Napakalinaw ng larawang ito.
1754:土	土	土	मिट्टी; धरती	गमले की मिट्टी बहुत सूखी है।	মাটি	ফুলের টবের মাটি খুব শুকনো।	lupa	Masyadong tuyo ang lupa sa paso.
1757:推出	推出	推出	पेश करना; शुरू करना	कंपनी ने नया उत्पाद पेश किया।	চালু করা; প্রকাশ করা	কোম্পানি নতুন পণ্য চালু করেছে।	ilunsad; ipakilala	Naglunsad ang kumpanya ng bagong produkto.
1760:外出	外出	外出	बाहर जाना	सप्ताहांत में बाहर जाने से पहले दरवाज़े और खिड़कियाँ बंद कर दें।	বাইরে যাওয়া	সপ্তাহান্তে বাইরে যাওয়ার আগে দরজা-জানালা বন্ধ করুন।	lumabas	Isara ang mga pinto at bintana bago lumabas sa katapusan ng linggo.
1761:外套	外套	外套	कोट; जैकेट	मौसम ठंडा है, कोट पहनना याद रखें।	কোট; জ্যাকেট	আবহাওয়া ঠান্ডা, কোট পরতে মনে রেখো।	amerikana; dyaket	Malamig ang panahon, kaya tandaan mong magsuot ng amerikana.
1763:晚安	晚安	晚安	शुभ रात्रि	सोने से पहले माँ बच्चे से शुभ रात्रि कहती है।	শুভরাত্রি	ঘুমানোর আগে মা শিশুকে শুভরাত্রি বলেন।	magandang gabi	Bago matulog, sinasabi ng ina sa bata ang magandang gabi.
1764:晚餐	晚餐	晚餐	रात का खाना	आज रात का खाना बहुत साधारण है।	রাতের খাবার	আজ রাতের খাবার খুব সাধারণ।	hapunan	Simple lang ang hapunan ngayong gabi.
1765:网购	网购	网购	ऑनलाइन खरीदारी करना	उसे ऑनलाइन कपड़े खरीदना पसंद है।	অনলাইনে কেনাকাটা করা	সে অনলাইনে কাপড় কিনতে পছন্দ করে।	mamili sa internet	Mahilig siyang mamili ng damit sa internet.
1767:网页	网页	网页	इंटरनेट पृष्ठ	यह इंटरनेट पृष्ठ बहुत धीरे खुलता है।	ওয়েবপেজ; ইন্টারনেট পৃষ্ঠা	এই ইন্টারনেট পৃষ্ঠাটি খুব ধীরে খোলে।	pahina sa internet	Mabagal bumukas ang pahinang ito sa internet.
1768:网友	网友	网友	ऑनलाइन मित्र; इंटरनेट उपयोगकर्ता	वह ऑनलाइन मित्रों के साथ पढ़ाई के तरीकों पर चर्चा करता है।	অনলাইন বন্ধু; ইন্টারনেট ব্যবহারকারী	সে অনলাইন বন্ধুদের সঙ্গে পড়াশোনার পদ্ধতি নিয়ে আলোচনা করে।	kaibigan sa internet	Tinatalakay niya ang paraan ng pag-aaral kasama ang mga kaibigan sa internet.
1769:网址	网址	网址	वेबसाइट का पता	कृपया वेबसाइट का पता मुझे भेज दें।	ওয়েবসাইটের ঠিকানা	অনুগ্রহ করে ওয়েবসাইটের ঠিকানাটি আমাকে পাঠান।	adres sa internet	Pakipadala sa akin ang adres sa internet.
1772:味	味	味	स्वाद	इस व्यंजन में थोड़ा तीखा स्वाद है।	স্বাদ	এই খাবারে একটু ঝাল স্বাদ আছে।	lasa	May kaunting anghang ang lasa ng pagkaing ito.
1774:卫生	卫生	卫生	स्वच्छता	रेस्तराँ की स्वच्छता बहुत महत्वपूर्ण है।	স্বাস্থ্যবিধি; পরিচ্ছন্নতা	রেস্তোরাঁর পরিচ্ছন্নতা খুব গুরুত্বপূর্ণ।	kalinisan	Mahalaga ang kalinisan sa restawran.
1782:无法	无法	无法	असमर्थ होना; कोई उपाय न होना	बारिश बहुत तेज़ है, इसलिए हम बाहर नहीं जा सकते।	না পারা; উপায় না থাকা	বৃষ্টি খুব বেশি, তাই আমরা বাইরে যেতে পারছি না।	hindi magawa; walang paraan	Masyadong malakas ang ulan, kaya hindi kami makalabas.
1785:午餐	午餐	午餐	दोपहर का भोजन	हम बारह बजे दोपहर का भोजन करते हैं।	দুপুরের খাবার	আমরা বারোটায় দুপুরের খাবার খাই।	tanghalian	Kumakain kami ng tanghalian sa alas-dose.
1787:吸	吸	吸	साँस में लेना; खींचना	कृपया यहाँ धूम्रपान न करें।	শ্বাসে নেওয়া; টানা	অনুগ্রহ করে এখানে ধূমপান করবেন না।	humigop; sumipsip	Huwag manigarilyo dito.
1788:西部	西部	西部	पश्चिमी भाग	चीन के पश्चिमी भाग में बहुत से ऊँचे पहाड़ हैं।	পশ্চিমাংশ	চীনের পশ্চিমাংশে অনেক উঁচু পাহাড় আছে।	kanlurang bahagi	Maraming matataas na bundok sa kanlurang bahagi ng Tsina.
1791:细	细	细	पतला; महीन	इस पेन से लिखी रेखा बहुत महीन है।	পাতলা; সূক্ষ্ম	এই কলমের লেখা দাগ খুব সূক্ষ্ম।	manipis; pino	Napakapino ng guhit na ginagawa ng panulat na ito.
1792:细心	细心	细心	सावधान; बारीक़ी से काम करने वाला	वह काम बहुत सावधानी से करती है।	সাবধানী; মনোযোগী	সে কাজ খুব মনোযোগ দিয়ে করে।	maingat; mapagmatyag	Maingat siya sa kanyang ginagawa.
1793:下降	下降	下降	घटना; कम होना	कल तापमान कम होगा।	কমে যাওয়া	আগামীকাল তাপমাত্রা কমবে।	bumaba	Bababa ang temperatura bukas.
1794:鲜	鲜	鲜	ताज़ा	यह मछली बहुत ताज़ा है।	তাজা	এই মাছটি খুব তাজা।	sariwa	Sariwa ang isdang ito.
1795:鲜花	鲜花	鲜花	ताज़े फूल	मेज़ पर ताज़े फूलों का एक गुच्छा रखा है।	তাজা ফুল	টেবিলে এক গুচ্ছ তাজা ফুল রাখা আছে।	sariwang bulaklak	May isang bungkos ng sariwang bulaklak sa mesa.
1799:线上	线上	线上	ऑनलाइन	यह पाठ्यक्रम ऑनलाइन पढ़ा जा सकता है।	অনলাইনে	এই কোর্সটি অনলাইনে পড়া যায়।	sa internet	Maaaring pag-aralan ang kursong ito sa internet.
1800:线下	线下	线下	ऑफ़लाइन; आमने-सामने	आमने-सामने की गतिविधि अगले सप्ताह शुरू होगी।	সশরীরে; অফলাইন	সশরীরের কার্যক্রম আগামী সপ্তাহে শুরু হবে।	harapan; hindi sa internet	Magsisimula sa susunod na linggo ang harapang gawain.
1801:现有	现有	现有	मौजूदा	हम पहले मौजूदा उपकरणों का उपयोग करेंगे।	বিদ্যমান	আমরা আগে বিদ্যমান সরঞ্জাম ব্যবহার করব।	kasalukuyang mayroon	Gagamitin muna namin ang kasalukuyang kagamitang mayroon.
1803:相比	相比	相比	तुलना करना	पिछले साल की तुलना में यह साल ज़्यादा व्यस्त है।	তুলনা করা	গত বছরের তুলনায় এ বছর বেশি ব্যস্ত।	ihambing	Kung ihahambing sa nakaraang taon, mas abala ang taong ito.
1805:相互	相互	相互	आपस में	सहपाठियों को आपस में मदद करनी चाहिए।	পারস্পরিকভাবে	সহপাঠীদের একে অপরকে সাহায্য করা উচিত।	sa isa't isa	Dapat magtulungan ang magkaklase sa isa't isa.
1809:想法	想法	想法	विचार; राय	मैं तुम्हारे विचार सुनना चाहता हूँ।	ভাবনা; মতামত	আমি তোমার ভাবনা শুনতে চাই।	kaisipan; opinyon	Gusto kong marinig ang iyong kaisipan.
1815:小组	小组	小组	छोटा समूह	हमारे छोटे समूह में चार लोग हैं।	ছোট দল	আমাদের ছোট দলে চারজন আছে।	maliit na grupo	May apat na tao sa aming maliit na grupo.
1818:血	血	血	खून	कागज़ पर थोड़ा खून है।	রক্ত	কাগজে একটু রক্ত আছে।	dugo	May kaunting dugo sa papel.
1819:心	心	心	दिल; मन	उसका दिल बहुत तेज़ धड़क रहा है।	হৃদয়; মন	তার হৃদয় খুব দ্রুত ধুকধুক করছে।	puso; isip	Mabilis ang tibok ng puso niya.
1826:星星	星星	星星	तारे	आज रात तारे बहुत चमकदार हैं।	তারা	আজ রাতের তারাগুলো খুব উজ্জ্বল।	mga bituin	Maliwanag ang mga bituin ngayong gabi.
1828:性	性	性	गुण; स्वभाव-सूचक प्रत्यय	पढ़ाई में पहल करने का गुण चाहिए।	গুণ বা স্বভাবসূচক প্রত্যয়	পড়াশোনার জন্য উদ্যোগী স্বভাব দরকার।	katangian; panlapi sa katangian	Kailangan sa pag-aaral ang pagiging kusa.
1833:熊	熊	熊	भालू	चिड़ियाघर में एक भालू है।	ভালুক	চিড়িয়াখানায় একটি ভালুক আছে।	oso	May isang oso sa hayupan.
1834:修	修	修	मरम्मत करना	मिस्त्री एयर कंडीशनर की मरम्मत कर रहा है।	মেরামত করা	কারিগর এয়ার কন্ডিশনার মেরামত করছেন।	ayusin	Inaayos ng tekniko ang aircon.
1837:学费	学费	学费	शिक्षा शुल्क	इस सेमेस्टर का शिक्षा शुल्क पहले ही जमा कर दिया गया है।	পড়াশোনার ফি	এই সেমিস্টারের পড়াশোনার ফি ইতিমধ্যে দেওয়া হয়েছে।	matrikula	Nabayaran na ang matrikula para sa terminong ito.
1838:学院	学院	学院	महाविद्यालय; संस्थान	वह विदेशी भाषाओं के महाविद्यालय में पढ़ती है।	কলেজ; প্রতিষ্ঠান	সে বিদেশি ভাষার কলেজে পড়ে।	kolehiyo; institusyon	Nag-aaral siya sa kolehiyo ng mga wikang banyaga.
1839:压	压	压	दबाना	कृपया इस कागज़ को हाथ से दबाकर रखें।	চেপে ধরা	অনুগ্রহ করে হাত দিয়ে এই কাগজটি চেপে ধরুন।	diinan; pigilin	Pakiipitin ng kamay ang papel na ito.
1843:烟	烟	烟	धुआँ; सिगरेट	कमरे में धुएँ की गंध है।	ধোঁয়া; সিগারেট	ঘরে ধোঁয়ার গন্ধ আছে।	usok; sigarilyo	May amoy-usok sa silid.
1847:研究生	研究生	研究生	स्नातकोत्तर छात्र	वह एक स्नातकोत्तर छात्र है।	স্নাতকোত্তর শিক্ষার্থী	সে একজন স্নাতকোত্তর শিক্ষার্থী।	mag-aaral sa gradwadong antas	Isa siyang mag-aaral sa gradwadong antas.
1849:演	演	演	अभिनय करना	वह फ़िल्म में डॉक्टर की भूमिका निभाता है।	অভিনয় করা	সে সিনেমায় চিকিৎসকের চরিত্রে অভিনয় করে।	gumanap	Gumanap siya bilang doktor sa pelikula.
