hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
2611:紧密	紧密	紧密	അടുത്ത; സാന്ദ്രമായ	രണ്ട് വകുപ്പുകളും അടുത്ത സഹകരണം നിലനിർത്തുന്നു.	тығыз; жақын	Екі бөлім тығыз ынтымақтастықты сақтап отыр.
2617:近年来	近年来	近年来	സമീപ വർഷങ്ങളിൽ	സമീപ വർഷങ്ങളിൽ ഈ നഗരത്തിൽ വലിയ മാറ്റം സംഭവിച്ചു.	соңғы жылдары	Соңғы жылдары бұл қала көп өзгерді.
2618:近期	近期	近期	സമീപകാലം; അടുത്ത കാലം	സമീപകാലത്ത് ഞങ്ങൾ പുതിയ ക്രമീകരണം പ്രഖ്യാപിക്കും.	жақын арада; соңғы кезең	Жақын арада біз жаңа жоспарды жариялаймыз.
2619:近日	近日	近日	അടുത്തിടെ; അടുത്ത ദിവസങ്ങളിൽ	അടുത്തിടെ താപനില വ്യക്തമായി കുറഞ്ഞു.	жақында; осы күндері	Осы күндері ауа температурасы айқын төмендеді.
2620:进一步	进一步	进一步	കൂടുതൽ; ഒരു പടി കൂടി	രണ്ട് പക്ഷങ്ങളും സഹകരണത്തിന്റെ വിശദാംശങ്ങൾ കൂടുതൽ ചർച്ച ചെയ്യും.	әрі қарай; тағы бір қадам	Екі тарап ынтымақтастықтың егжей-тегжейін әрі қарай талқылайды.
2624:惊喜	惊喜	惊喜	സന്തോഷകരമായ അപ്രതീക്ഷിത കാര്യം	സുഹൃത്തുകൾ അവൾക്കായി ഒരു സന്തോഷകരമായ അപ്രതീക്ഷിത കാര്യം തയ്യാറാക്കി.	қуанышты тосынсый	Достары оған қуанышты тосынсый дайындады.
2626:静	静	静	ശാന്തമായ; നിശ്ചലമായ	രാത്രി വൈകി, തെരുവ് വളരെ ശാന്തമാണ്.	тыныш; қозғалмайтын	Түн ортасында көше өте тыныш.
2628:久远	久远	久远	വളരെ പഴയ; ദൂരകാലത്തെ	ഈ കഥ വളരെ പഴയ കാലത്തുനിന്നാണ് വരുന്നത്.	өте ертедегі; алыс	Бұл аңыз өте ертедегі заманнан қалған.
2635:橘子	橘子	橘子	മാൻഡറിൻ ഓറഞ്ച്	അവൾ പുതുതായി ലഭിച്ച മാൻഡറിൻ ഓറഞ്ചുകളുടെ ഒരു ബാഗ് വാങ്ങി.	мандарин	Ол бір қап жаңа мандарин сатып алды.
2636:据	据	据	പ്രകാരം; അടിസ്ഥാനമാക്കി	കാലാവസ്ഥ പ്രവചനപ്രകാരം നാളെ മഴ പെയ്യും.	бойынша; негізінде	Ауа райы болжамы бойынша ертең жаңбыр жауады.
2637:距	距	距	ദൂരെയായിരിക്കുക; അകലമുള്ളത്	സ്കൂൾ സ്റ്റേഷനിൽ നിന്ന് ഏകദേശം രണ്ട് കിലോമീറ്റർ അകലെയാണ്.	қашық болу; арақашықтық	Мектеп станциядан шамамен екі километр қашық.
2639:剧场	剧场	剧场	നാടകശാല; തിയേറ്റർ	പുതിയ നാടകശാല അടുത്ത ആഴ്ച ഔദ്യോഗികമായി തുറക്കും.	театр	Жаңа театр келесі аптада ресми түрде ашылады.
2643:具有	具有	具有	ഉണ്ടാകുക; സ്വന്തമാക്കുക	ഈ പുസ്തകത്തിന് ഉയർന്ന റഫറൻസ് മൂല്യമുണ്ട്.	ие болу; бар болу	Бұл кітаптың анықтамалық құндылығы жоғары.
2651:开幕	开幕	开幕	ആരംഭിക്കുക; ഉദ്ഘാടനം ചെയ്യുക	ചലച്ചിത്രോത്സവം ഇന്ന് രാത്രി ഔദ്യോഗികമായി ആരംഭിക്കും.	ашылу; басталу	Кинофестиваль бүгін кешке ресми түрде ашылады.
2654:开通	开通	开通	തുറക്കുക; സേവനം ആരംഭിക്കുക	ഈ മെട്രോ പാത നാളെ പ്രവർത്തനം ആരംഭിക്കും.	іске қосу; ашу	Бұл метро желісі ертең іске қосылады.
2655:开业	开业	开业	വ്യാപാരം ആരംഭിക്കുക	പുതിയ പുസ്തകശാല അടുത്ത ആഴ്ച തുറക്കും.	ашылу; жұмысын бастау	Жаңа кітап дүкені келесі аптада ашылады.
2659:看作	看作	看作	ആയി കാണുക	എല്ലാവരും അവനെ ടീമിന്റെ കേന്ദ്രമായി കാണുന്നു.	деп қарау	Барлығы оны команданың өзегі деп қарайды.
2661:靠近	靠近	靠近	അടുത്തുചെല്ലുക; സമീപം ഇരിക്കുക	ദയവായി അപകട മേഖലയോട് അടുത്തുചെല്ലരുത്.	жақындау; жақын болу	Қауіпті аймаққа жақындамаңыз.
2663:科研	科研	科研	ശാസ്ത്രീയ ഗവേഷണം	ഈ സർവകലാശാല ശാസ്ത്രീയ ഗവേഷണത്തിന് വലിയ പ്രാധാന്യം നൽകുന്നു.	ғылыми зерттеу	Бұл университет ғылыми зерттеуге көп мән береді.
2668:客服	客服	客服	ഉപഭോക്തൃ സേവനം	ഓർഡർ പ്രശ്നം പരിഹരിക്കാൻ ഞാൻ ഉപഭോക്തൃ സേവനവുമായി ബന്ധപ്പെട്ടു.	клиенттерге қызмет көрсету	Тапсырыс мәселесін шешу үшін клиенттерге қызмет көрсету бөліміне хабарластым.
2672:空中	空中	空中	ആകാശത്തിൽ; വായുവിൽ	പട്ടം ആകാശത്തിൽ വളരെ ഉയരത്തിൽ പറക്കുന്നു.	ауада	Батпырауық ауада биік ұшып жүр.
2674:口袋	口袋	口袋	കൈപ്പൈ; പോക്കറ്റ്	അവൻ താക്കോൽ പോക്കറ്റിൽ വെച്ചു.	қалта	Ол кілтті қалтасына салды.
2676:库	库	库	ഗൊഡൗൺ; ഡാറ്റാബേസ്	കമ്പനി വിവരങ്ങൾ ഡാറ്റാബേസിൽ സൂക്ഷിച്ചു.	қойма; дерекқор	Компания материалдарды дерекқорға сақтады.
2678:宽度	宽度	宽度	വീതി	ഈ മേശയുടെ വീതി ഒരു മീറ്ററാണ്.	ені	Бұл үстелдің ені бір метр.
2679:亏	亏	亏	നഷ്ടം വരുക; കുറവാകുക	ഈ കടയ്ക്ക് കഴിഞ്ഞ മാസം നല്ലത്ര പണം നഷ്ടമായി.	шығынға ұшырау; жетіспеу	Бұл дүкен өткен айда біраз шығынға ұшырады.
2686:老公	老公	老公	ഭർത്താവ്	അവളുടെ ഭർത്താവ് ഇന്ന് വളരെ വൈകും വരെ അധികസമയം ജോലി ചെയ്തു.	күйеу	Оның күйеуі бүгін кешке дейін артық жұмыс істеді.
2689:姥爷	姥爷	姥爷	അമ്മയുടെ അച്ഛൻ	ചെറുപ്പത്തിൽ ഞാൻ പലപ്പോഴും വേനലവധി അമ്മയുടെ അച്ഛന്റെ വീട്ടിൽ ചെലവഴിച്ചു.	нағашы ата	Кішкентайымда жазғы демалысты нағашы атамның үйінде жиі өткізетінмін.
2692:泪	泪	泪	കണ്ണുനീർ	വാർത്ത കേട്ട ശേഷം അവൾ കണ്ണുനീർ പൊഴിച്ചു.	көз жасы	Бұл хабарды естігеннен кейін оның көзіне жас келді.
2693:类	类	类	വർഗ്ഗം; തരം	ഇത്തരം പ്രശ്നങ്ങൾ ശ്രദ്ധാപൂർവ്വം കൈകാര്യം ചെയ്യണം.	түр; санат	Мұндай мәселені мұқият шешу керек.
2694:泪水	泪水	泪水	കണ്ണുനീർ	കണ്ണുനീർ അവളുടെ മുഖത്ത് ഒഴുകി.	көз жасы	Көз жасы оның бетінен ағып түсті.
2700:离职	离职	离职	ജോലി വിടുക; രാജിവെക്കുക	അവൻ അടുത്ത മാസം ജോലി വിടാൻ തയ്യാറെടുക്കുന്നു.	жұмыстан кету	Ол келесі айда жұмыстан кетуді жоспарлап отыр.
2702:里头	里头	里头	അകത്ത്	പെട്ടിയുടെ അകത്ത് ഒരു കത്ത് വെച്ചിരിക്കുന്നു.	ішінде	Қораптың ішінде бір хат жатыр.
2704:力	力	力	ശക്തി; ബലം	ഒരു ആളിന്റെ ശക്തി പരിമിതമാണ്, ടീം കൂടുതൽ പ്രധാനമാണ്.	күш	Бір адамның күші шектеулі, команда маңыздырақ.
2712:连接	连接	连接	ബന്ധിപ്പിക്കുക	ഈ റോഡ് രണ്ട് നഗരപ്രദേശങ്ങളെ ബന്ധിപ്പിക്കുന്നു.	байланыстыру; қосу	Бұл жол екі қала ауданын байланыстырады.
2715:脸色	脸色	脸色	മുഖനിറം; മുഖഭാവം	അവന്റെ മുഖനിറം അത്ര നല്ലതായി തോന്നുന്നില്ല, അവൻ ക്ഷീണിച്ചിരിക്കാം.	өң; бет әлпеті	Оның өңі онша жақсы емес, шаршаған болуы мүмкін.
2719:量	量	量	അളവ്; തോത്	ഇത്തവണ ഹോംവർക്ക് അളവ് അല്പം കൂടുതലാണ്.	мөлшер; көлем	Бұл жолғы үй тапсырмасының көлемі біраз үлкен.
2725:领	领	领	സ്വീകരിക്കുക; കോളർ	യോഗ സാമഗ്രികൾ സ്വീകരിക്കാൻ മുന്നിലെ കൗണ്ടറിലേക്ക് പോകുക.	алу; жаға	Жиналыс материалдарын алу үшін алдыңғы үстелге барыңыз.
2726:领带	领带	领带	കഴുത്തുകെട്ട്	അവൻ ഇന്ന് നീല നിറമുള്ള ഒരു കഴുത്തുകെട്ട് ധരിച്ചു.	галстук	Ол бүгін көк галстук тақты.
2728:领取	领取	领取	സ്വീകരിക്കുക; ഏറ്റുവാങ്ങുക	വിദ്യാർത്ഥികൾ തിരിച്ചറിയൽ രേഖ കാണിച്ച് പാഠപുസ്തകങ്ങൾ ഏറ്റുവാങ്ങാം.	алу; қабылдап алу	Оқушылар құжатымен оқулықтарды ала алады.
2731:令	令	令	കാരണമാകുക; ഉണ്ടാക്കുക	ഈ ഫലം എല്ലാവരെയും വളരെ സന്തോഷിപ്പിച്ചു.	себеп болу	Бұл нәтиже бәрін өте қанағаттандырды.
2733:流感	流感	流感	ഫ്ലൂ; ഇൻഫ്ലൂവെൻസ	സമീപകാലത്ത് ഫ്ലൂ വളരെ ഗുരുതരമാണ്.	тұмау	Соңғы кезде тұмау біршама күшейді.
2735:留言	留言	留言	സന്ദേശം വിടുക; സന്ദേശം	ഞാൻ ഇവിടെ ഇല്ലെങ്കിൽ ദയവായി എനിക്ക് സന്ദേശം വിടുക.	хабар қалдыру; хабарлама	Егер мен жоқ болсам, маған хабар қалдырыңыз.
2738:录	录	录	റെക്കോർഡ് ചെയ്യുക	അധ്യാപകൻ ഈ സംഭാഷണം റെക്കോർഡ് ചെയ്തു.	жазып алу	Мұғалім бұл әңгімені жазып алды.
2741:路人	路人	路人	വഴിയാത്രക്കാരൻ	ചില വഴിയാത്രക്കാർ മുതിർന്നയാൾക്കായി കാർ വിളിക്കാൻ സഹായിച്ചു.	жолаушы; өтіп бара жатқан адам	Бірнеше өтіп бара жатқан адам қарт кісіге көлік шақыруға көмектесті.
2742:路线	路线	路线	റൂട്ട്; വഴി	ഗൈഡ് ഇന്നത്തെ വഴി ഞങ്ങൾക്ക് വിശദീകരിച്ചു.	бағыт; маршрут	Гид бізге бүгінгі маршрутты түсіндірді.
2745:旅行社	旅行社	旅行社	ട്രാവൽ ഏജൻസി	ഞങ്ങൾ ട്രാവൽ ഏജൻസിയിലൂടെ വിമാന ടിക്കറ്റ് ബുക്ക് ചെയ്തു.	туристік агенттік	Біз билеттерді туристік агенттік арқылы брондадық.
2749:买卖	买卖	买卖	വ്യാപാരം; ഇടപാട്	ഈ ഇടപാടിൽ ഇരുവിഭാഗങ്ങളും വളരെ സംതൃപ്തരാണ്.	сауда; мәміле	Бұл мәмілеге екі тарап та риза.
2752:毛笔	毛笔	毛笔	കലിഗ്രാഫി തൂലിക	മുത്തച്ഛൻ കലിഗ്രാഫി തൂലിക ഉപയോഗിച്ച് വസന്തദ്വിപദികൾ എഴുതുന്നു.	қылқалам	Атам қылқаламмен мерекелік жұп жазу жазады.
2755:没法儿	没法儿	没法儿	വഴിയില്ല; കഴിയില്ല	മഴ വളരെ കനത്തതിനാൽ ഞങ്ങൾക്ക് പുറത്തുപോകാൻ കഴിയില്ല.	амал жоқ; мүмкін емес	Жаңбыр тым қатты, біз далаға шыға алмаймыз.
2756:玫瑰	玫瑰	玫瑰	റോസ് പുഷ്പം	പുഷ്പക്കടയുടെ വാതിൽക്കൽ നിരവധി റോസ് പുഷ്പങ്ങൾ വെച്ചിരിക്കുന്നു.	раушан	Гүл дүкенінің алдында көп раушан тұр.
2759:美味	美味	美味	രുചികരമായ; രുചിയുള്ള ഭക്ഷണം	ഈ വിഭവം വളരെ രുചികരമാണ്.	дәмді; дәмді тағам	Бұл тағам өте дәмді.
2761:门诊	门诊	门诊	ബാഹ്യരോഗി വിഭാഗം	അവൻ രാവിലെ ആശുപത്രിയിലെ ബാഹ്യരോഗി വിഭാഗത്തിലേക്ക് പോയി.	амбулаториялық қабылдау	Ол таңертең аурухананың амбулаториялық қабылдауына барды.
2762:迷	迷	迷	ആരാധകൻ; ആസക്തൻ	അവൻ ഒരു ബാസ്കറ്റ്‌ബോൾ ആരാധകനാണ്.	жанкүйер; әуесқой	Ол баскетбол жанкүйері.
2767:面2	面2	面	വശം; ഉപരിതലം	മതിലിന്റെ ഈ വശം വീണ്ടും പെയിന്റ് ചെയ്യണം.	жақ; бет	Бұл қабырғаның осы жағын қайта бояу керек.
2770:面向	面向	面向	ലക്ഷ്യമാക്കുക; അഭിമുഖീകരിക്കുക	ഈ കോഴ്‌സ് തുടക്കക്കാരെ ലക്ഷ്യമിടുന്നു.	бағытталу; арнау	Бұл курс бастаушыларға арналған.
2771:描述	描述	描述	വിവരിക്കുക; വിവരണം നൽകുക	ദയവായി സംഭവിച്ചത് എങ്ങനെ എന്ന് വിവരിക്കൂ.	сипаттау	Болған оқиғаны сипаттап беріңіз.
2773:名称	名称	名称	പേര്; നാമം	ഫോമിൽ കമ്പനിയുടെ പേര് പൂരിപ്പിക്കുക.	атау; аты	Кестеге компания атауын жазыңыз.
2779:命1	命1	命	ജീവൻ; വിധി	ഈ ശസ്ത്രക്രിയ അവന്റെ ജീവൻ രക്ഷിച്ചു.	өмір; тағдыр	Бұл ота оның өмірін сақтап қалды.
2790:难度	难度	难度	ബുദ്ധിമുട്ട്; പ്രയാസനില	ഈ പ്രശ്നത്തിന് നല്ല പ്രയാസമുണ്ട്.	қиындық деңгейі	Бұл есептің қиындығы аз емес.
2791:难以	难以	难以	ചെയ്യാൻ പ്രയാസം; ബുദ്ധിമുട്ടുള്ള	ഈ പ്രശ്നം ചുരുങ്ങിയ കാലത്ത് പരിഹരിക്കാൻ പ്രയാസമാണ്.	қиын; оңай емес	Бұл мәселені қысқа мерзімде шешу қиын.
2792:男子	男子	男子	പുരുഷൻ	ഒരു യുവ പുരുഷൻ വഴി ചോദിക്കുകയാണ്.	ер адам	Бір жас ер адам жол сұрап тұр.
2793:闹	闹	闹	ശബ്ദമുള്ള; പ്രശ്നമുണ്ടാക്കുക	പുറത്ത് വളരെ ശബ്ദമാണ്, എനിക്ക് വിശ്രമിക്കാൻ കഴിയുന്നില്ല.	шу; мазасыздық жасау	Сырт тым шулы, демала алмаймын.
2794:闹钟	闹钟	闹钟	അലാറം ഘടികാരം	ഞാൻ അലാറം രാവിലെ ആറിന് വെച്ചു.	оятқыш	Мен оятқышты таңғы алтыға қойдым.
2797:年初	年初	年初	വർഷാരംഭം	വർഷാരംഭത്തിൽ കമ്പനി പുതിയ പദ്ധതി തയ്യാറാക്കി.	жыл басы	Жыл басында компания жаңа жоспар жасады.
2800:年夜饭	年夜饭	年夜饭	വർഷാവസാന കുടുംബവിരുന്ന്	കുടുംബം മുഴുവൻ വർഷാവസാന വിരുന്ന് ഒരുമിച്ച് കഴിക്കുന്നു.	жаңа жыл қарсаңындағы ас	Бүкіл отбасы жаңа жыл қарсаңындағы асты бірге ішеді.
2806:女子	女子	女子	സ്ത്രീ; യുവതി	ആ സ്ത്രീ അഭിമുഖം സ്വീകരിക്കുകയാണ്.	әйел	Ана әйел сұхбат беріп жатыр.
2810:拍摄	拍摄	拍摄	ചിത്രീകരിക്കുക; ഫോട്ടോ എടുക്കുക	അവർ കടൽത്തീരത്ത് വിവാഹഫോട്ടോ എടുക്കുന്നു.	түсіру; суретке түсіру	Олар теңіз жағасында үйлену суреттерін түсіріп жатыр.
2813:派出所	派出所	派出所	പോലീസ് സ്റ്റേഷൻ	അവൻ കിട്ടിയ പണപ്പെട്ടി പോലീസ് സ്റ്റേഷനിൽ ഏൽപ്പിച്ചു.	полиция бөлімшесі	Ол жоғалған әмиянды полиция бөлімшесіне тапсырды.
2814:跑道	跑道	跑道	ഓട്ടപ്പാത; റൺവേ	കായികതാരം ഓട്ടപ്പാതയുടെ തുടക്കത്തിൽ നിന്നു.	жүгіру жолы; ұшу-қону жолағы	Спортшы жүгіру жолының басында тұрды.
2815:赔	赔	赔	നഷ്ടപരിഹാരം നൽകുക; പണം കൊടുക്കുക	അവൻ കപ്പ് പൊട്ടിച്ചതിനാൽ സ്വമേധയാ പണം നൽകി.	өтеу; төлеу	Ол кесені сындырып, ақшасын өзі төледі.
2816:陪伴	陪伴	陪伴	കൂടെയിരിക്കുക; കൂട്ടായി നിൽക്കുക	കുടുംബത്തിന്റെ കൂടെയിരിപ്പ് അവളെ ഏറെ ആശ്വസിപ്പിച്ചു.	бірге болу; серік болу	Отбасының жанында болуы оны көп тыныштандырды.
2819:配	配	配	പൊരുത്തപ്പെടുക; കൂട്ടുക	ഈ ടൈയും സ്യൂട്ടും നന്നായി പൊരുത്തപ്പെടുന്നു.	үйлесу; бөлу	Бұл галстук костюмге жақсы үйлеседі.
2821:配送	配送	配送	എത്തിച്ചുകൊടുക്കുക; വിതരണം ചെയ്യുക	പ്ലാറ്റ്ഫോം രണ്ട് മണിക്കൂറിനകം സാധനങ്ങൾ എത്തിക്കും.	жеткізу; тарату	Платформа тауарды екі сағат ішінде жеткізеді.
2824:碰见	碰见	碰见	യാദൃശ്ചികമായി കാണുക	ഞാൻ സൂപ്പർമാർക്കറ്റിൽ പഴയ സഹപാഠിയെ കണ്ടു.	кездейсоқ кездесу	Мен супермаркетте ескі сыныптасымды кездестірдім.
2830:拼	拼	拼	കൂട്ടിച്ചേർക്കുക; അക്ഷരങ്ങളായി പറയുക; പരിശ്രമിക്കുക	കുട്ടി ഈ ചിത്രങ്ങൾ ഒത്തുചേർത്തു.	құрастыру; әріптеп айту; бар күшін салу	Бала осы суреттерді біріктіріп құрастырды.
2832:品	品	品	തരം; ഉൽപ്പന്നം; രുചിക്കുക	ഈ കടയിൽ പല പ്രാദേശിക പ്രത്യേക ഉൽപ്പന്നങ്ങളും വിൽക്കുന്നു.	сорт; өнім; дәмін көру	Бұл дүкен көп жергілікті ерекше өнім сатады.
2833:品牌	品牌	品牌	ബ്രാൻഡ്	ഈ ബ്രാൻഡിന്റെ വീട്ടുപകരണങ്ങളുടെ ഗുണമേന്മ നല്ലതാണ്.	бренд; марка	Бұл брендтің тұрмыстық техникасының сапасы жақсы.
2836:聘请	聘请	聘请	നിയമിക്കുക; ക്ഷണിച്ച് നിയമിക്കുക	സ്കൂൾ ഒരു പുതിയ അധ്യാപകനെ നിയമിച്ചു.	жұмысқа алу; шақырып жалдау	Мектеп жаңа мұғалімді жұмысқа алды.
2838:评	评	评	വിലയിരുത്തുക; അഭിപ്രായം പറയുക	അധ്യാപകൻ ഓരോ വിദ്യാർത്ഥിയുടെയും ലേഖനം വിലയിരുത്തും.	бағалау; пікір айту	Мұғалім әр оқушының шығармасын бағалайды.
2843:凭借	凭借	凭借	ആശ്രയിച്ച്; അടിസ്ഥാനമാക്കി	അവൻ കഠിനാധ്വാനത്തിന്റെ ബലത്തിൽ സർവകലാശാലയിൽ ചേർന്നു.	сүйеніп; арқасында	Ол еңбегінің арқасында университетке түсті.
2847:平台	平台	平台	പ്ലാറ്റ്ഫോം; വേദി	ഈ പ്ലാറ്റ്ഫോമിലൂടെ ഓൺലൈനായി ചൈനീസ് പഠിക്കാം.	платформа	Бұл платформада қытай тілін онлайн үйренуге болады.
2852:齐	齐	齐	ക്രമമായി; പൂർണ്ണമായി; ഒരുമിച്ച്	എല്ലാവരും മേശകളും കസേരകളും ക്രമമായി വെച്ചു.	түзу; толық; бірге	Барлығы үстелдер мен орындықтарды түзу қойды.
2853:其	其	其	അതിന്റെ; അവരുടെ	ഈ കമ്പനി അതിന്റെ വിദേശ ബിസിനസ് വികസിപ്പിക്കുകയാണ്.	оның; өз	Бұл компания өзінің шетелдегі бизнесін кеңейтіп жатыр.
2857:气球	气球	气球	ബലൂൺ	കുട്ടിയുടെ കയ്യിൽ ഒരു ചുവന്ന ബലൂൺ ഉണ്ട്.	шар	Баланың қолында қызыл шар бар.
2860:签订	签订	签订	ഒപ്പുവയ്ക്കുക; കരാർ ചെയ്യുക	ഇരുവിഭാഗവും നാളെ സഹകരണ കരാറിൽ ഒപ്പുവയ്ക്കും.	қол қою; келісім жасау	Екі тарап ертең ынтымақтастық келісіміне қол қояды.
2861:签名	签名	签名	ഒപ്പ്; ഒപ്പിടുക	ദയവായി ഫോമിന്റെ താഴെ ഒപ്പിടുക.	қолтаңба; қол қою	Кестенің астына қол қойыңыз.
2862:签字	签字	签字	ഒപ്പിടുക	കരാറിൽ ബന്ധപ്പെട്ട വ്യക്തി തന്നെ ഒപ്പിടണം.	қол қою	Шартқа адамның өзі қол қоюы керек.
2863:前进	前进	前进	മുന്നോട്ട് നീങ്ങുക	സംഘം മലമുകളിലേക്കു മുന്നോട്ട് നീങ്ങി.	алға жылжу	Топ тау шыңына қарай алға жылжи берді.
2864:前来	前来	前来	വരിക; എത്തുക	നിരവധി പ്രേക്ഷകർ മത്സരം കാണാൻ എത്തി.	келу	Көп көрермен жарысты көруге келді.
2866:前往	前往	前往	പോകുക; യാത്രതിരിക്കുക	പ്രതിനിധി സംഘം നാളെ ഷാങ്ഹായിലേക്ക് പോകും.	бару; жол тарту	Делегация ертең Шанхайға барады.
2870:强大	强大	强大	ശക്തമായ; ബലമുള്ള	ഈ സംഘം വളരെ ശക്തമാണ്.	қуатты; күшті	Бұл команда өте күшті.
2872:强度	强度	强度	തീവ്രത; ശക്തിനില	പരിശീലനത്തിന്റെ തീവ്രത വളരെ കൂടുതലായതിനാൽ എല്ലാവരും ക്ഷീണിച്ചു.	қарқын; күш деңгейі	Жаттығудың қарқыны тым жоғары, бәрі шаршады.
2878:亲	亲	亲	ചുംബിക്കുക; അടുപ്പമുള്ള	അമ്മ കുട്ടിയുടെ കവിളിൽ ചുംബിച്ചു.	сүю; жақын	Анасы баласының бетінен сүйді.
2880:亲朋好友	亲朋好友	亲朋好友	ബന്ധുക്കളും സുഹൃത്തുക്കളും	വസന്തോത്സവത്തിൽ ബന്ധുക്കളും സുഹൃത്തുക്കളും വീട്ടിൽ വിരുന്നിനായി വന്നു.	туыс-туғандар мен достар	Көктем мерекесінде туыс-туғандар мен достар үйге тамаққа келді.
2882:亲情	亲情	亲情	കുടുംബസ്നേഹം	ഈ സിനിമ കുടുംബസ്നേഹത്തെക്കുറിച്ചാണ്.	отбасылық мейірім	Бұл фильм отбасылық мейірім туралы.
2883:亲人	亲人	亲人	കുടുംബാംഗം; പ്രിയപ്പെട്ടവൻ	രോഗിയായിരിക്കുമ്പോൾ കുടുംബാംഗങ്ങളുടെ കൂടെയിരിപ്പ് വളരെ പ്രധാനമാണ്.	туыс; жақын адам	Ауырғанда жақын адамның жанында болуы өте маңызды.
2888:轻重	轻重	轻重	പ്രാധാന്യവ്യത്യാസം; ഭാരം	കാര്യങ്ങൾ കൈകാര്യം ചെയ്യുമ്പോൾ പ്രധാനവും കുറച്ച് പ്രധാനവുമായതു വേർതിരിച്ച് അറിയണം.	маңыздылық; салмақ	Істі шешкенде ненің маңызды екенін ажырата білу керек.
2889:情感	情感	情感	വികാരം; അനുഭൂതി	സംഗീതത്തിന് സങ്കീർണ്ണമായ വികാരങ്ങൾ പ്രകടിപ്പിക്കാൻ കഴിയും.	сезім; эмоция	Музыка күрделі сезімдерді білдіре алады.
2898:权	权	权	അവകാശം; അധികാരം	ഈ തീരുമാനത്തിന്റെ അധികാരം മാനേജറുടെ കയ്യിലാണ്.	құқық; өкілеттік	Бұл шешімнің өкілеттігі менеджердің қолында.
2900:全力	全力	全力	മുഴുവൻ ശക്തിയോടെ	ഡോക്ടർമാർ രോഗിയെ രക്ഷിക്കാൻ മുഴുവൻ ശ്രമവും നടത്തുന്നു.	бар күшпен	Дәрігерлер науқасты құтқаруға бар күшін салып жатыр.
2902:全体	全体	全体	എല്ലാവരും; മുഴുവൻ സംഘം	എല്ലാ ജീവനക്കാരും പരിശീലനത്തിൽ പങ്കെടുത്തു.	барлық; бүкіл ұжым	Барлық қызметкер оқуға қатысты.
2903:全新	全新	全新	പൂർണ്ണമായും പുതിയത്	അവൻ പൂർണ്ണമായും പുതിയ ഒരു കമ്പ്യൂട്ടർ വാങ്ങി.	мүлде жаңа	Ол мүлде жаңа компьютер сатып алды.
2910:群体	群体	群体	സംഘം; സമൂഹവിഭാഗം	വയോധികർ ശ്രദ്ധിക്കേണ്ട ഒരു സമൂഹവിഭാഗമാണ്.	топ; қауым	Қарт адамдар назар аударуды қажет ететін топ.
2914:热量	热量	热量	ചൂട്; കലോറി	ഈ പാനീയത്തിൽ കലോറി വളരെ കൂടുതലാണ്.	жылу; калория	Бұл сусынның калориясы өте жоғары.
2919:人际	人际	人际	മനുഷ്യബന്ധങ്ങളിലെ	നല്ല മനുഷ്യബന്ധങ്ങൾ ജോലിക്ക് സഹായകരമാണ്.	адамдар арасындағы	Жақсы адамдар арасындағы қарым-қатынас жұмысқа көмектеседі.
2922:人力	人力	人力	മാനവശേഷി; മനുഷ്യവിഭവം	ഈ പദ്ധതിക്ക് കൂടുതൽ മാനവശേഷി വേണം.	адам күші; кадр ресурсы	Бұл жобаға көбірек адам күші керек.
2923:人民	人民	人民	ജനങ്ങൾ; ജനത	ഈ സ്മാരകമന്ദിരം ജനങ്ങൾക്ക് സൗജന്യമായി തുറന്നിരിക്കുന്നു.	халық	Бұл мемориал халыққа тегін ашық.
2925:人群	人群	人群	ജനക്കൂട്ടം; ആളുകളുടെ സംഘം	ഉത്സവത്തിലെ ജനക്കൂട്ടം ചത്വരം നിറച്ചു.	адамдар тобы; көпшілік	Мерекедегі көпшілік алаңды толтырды.
2926:人体	人体	人体	മനുഷ്യശരീരം	ഈ കോഴ്‌സ് മനുഷ്യശരീരത്തിന്റെ അടിസ്ഥാന ഘടന പരിചയപ്പെടുത്തുന്നു.	адам денесі	Бұл курс адам денесінің негізгі құрылымын таныстырады.
2928:忍	忍	忍	സഹിക്കുക; ക്ഷമിച്ച് നിൽക്കുക	വേദന ശക്തമായിരുന്നെങ്കിലും അവൻ തുടർച്ചയായി സഹിച്ചു.	шыдау; төзу	Ауыру қатты болды, бірақ ол шыдап отырды.
2929:认	认	认	തിരിച്ചറിയുക; സമ്മതിക്കുക	ഞാൻ ഒരു നോട്ടത്തിൽ തന്നെ അവനെ തിരിച്ചറിഞ്ഞു.	тану; мойындау	Мен оны бірден таныдым.
2932:如	如	如	പോലെ; എങ്കിൽ	ഫലം ഞങ്ങൾ പ്രതീക്ഷിച്ചതുപോലെയായിരുന്നു.	сияқты; егер	Нәтиже біз күткендей болды.
2933:如此	如此	如此	ഇത്ര; ഇങ്ങനെ	പ്രശ്നം ഇത്ര സങ്കീർണ്ണമാകും എന്ന് ഞാൻ കരുതിയില്ല.	соншалық; осылай	Мәселе соншалық күрделі болады деп ойламадым.
2936:如同	如同	如同	പോലെ; എന്നപോലെ	രാത്രിയിലെ തടാകത്തിന്റെ ഉപരിതലം കണ്ണാടിപോലെയായിരുന്നു.	сияқты; секілді	Түнгі көл беті айна сияқты болды.
