hsk_key	source_word	simplified	ES	example_ES	FR	example_FR	DE	example_DE	IT	example_IT	PT	example_PT	RU	example_RU
919:养	养	养	criar; mantener	Su familia tiene un gato.	élever; garder	Sa famille garde un chat.	halten; aufziehen	Seine Familie hält eine Katze.	allevare; tenere	La sua famiglia tiene un gatto.	criar; ter	A família dele tem um gato.	растить; держать животное	У него дома держат кошку.
924:一块儿	一块儿	一块儿	juntos	Vamos a comer juntos.	ensemble	Allons manger ensemble.	zusammen	Lass uns zusammen essen gehen.	insieme	Andiamo a mangiare insieme.	juntos	Vamos comer juntos.	вместе	Давай пойдем поесть вместе.
926:以后	以后	以后	después; más tarde	Voy a casa después de clase.	après; plus tard	Je rentre chez moi après le cours.	nach; später	Nach dem Unterricht gehe ich nach Hause.	dopo; più tardi	Dopo lezione torno a casa.	depois; mais tarde	Depois da aula vou para casa.	после; потом	После урока я иду домой.
928:以上	以上	以上	por encima de; más de	Las personas mayores de dieciocho años pueden comprar entradas.	au-dessus de; plus de	Les personnes de plus de dix-huit ans peuvent acheter des billets.	über; mehr als	Personen über achtzehn können Eintrittskarten kaufen.	sopra; più di	Le persone sopra i diciotto anni possono comprare i biglietti.	acima de; mais de	Pessoas com mais de dezoito anos podem comprar bilhetes.	выше; более	Люди старше восемнадцати могут купить билет.
929:以外	以外	以外	fuera de; excepto	Fuera del aula está muy tranquilo.	en dehors de; sauf	En dehors de la salle de classe, c'est très calme.	außerhalb; außer	Außerhalb des Klassenzimmers ist es sehr ruhig.	fuori da; eccetto	Fuori dall'aula è molto tranquillo.	fora de; exceto	Fora da sala de aula está muito sossegado.	за пределами; кроме	За пределами класса очень тихо.
931:以下	以下	以下	debajo de; lo siguiente	Por favor, lee con atención el siguiente contenido.	ci-dessous; les suivants	Lis attentivement le contenu suivant, s'il te plaît.	unter; folgend	Bitte lies den folgenden Inhalt sorgfältig.	sotto; il seguente	Per favore, leggi attentamente il contenuto seguente.	abaixo; o seguinte	Por favor, lê com atenção o conteúdo seguinte.	ниже; следующий	Пожалуйста, внимательно прочитай следующий материал.
937:银行卡	银行卡	银行卡	la tarjeta bancaria	No encuentro mi tarjeta bancaria.	la carte bancaire	Je ne trouve plus ma carte bancaire.	die Bankkarte	Ich kann meine Bankkarte nicht finden.	la carta bancaria	Non trovo la mia carta bancaria.	o cartão bancário	Não encontro o meu cartão bancário.	банковская карта	Я не могу найти свою банковскую карту.
942:邮件	邮件	邮件	el correo electrónico; el correo	Envié un correo electrónico.	l'e-mail; le courrier	J'ai envoyé un e-mail.	die E-Mail; die Post	Ich habe eine E-Mail geschickt.	l'email; la posta	Ho inviato un'email.	o e-mail; o correio	Enviei um e-mail.	электронное письмо; почта	Я отправил электронное письмо.
943:游客	游客	游客	el turista; el visitante	Aquí hay muchos turistas todos los días.	le touriste; le visiteur	Il y a beaucoup de touristes ici tous les jours.	der Tourist; der Besucher	Hier gibt es jeden Tag viele Touristen.	il turista; il visitatore	Qui ci sono molti turisti ogni giorno.	o turista; o visitante	Aqui há muitos turistas todos os dias.	турист; посетитель	Здесь каждый день много туристов.
945:邮箱	邮箱	邮箱	el buzón de correo electrónico; el buzón	Por favor, envía el archivo a mi buzón de correo electrónico.	la boîte e-mail; la boîte aux lettres	Envoie le fichier à ma boîte e-mail, s'il te plaît.	das E-Mail-Postfach; der Briefkasten	Bitte schick die Datei an mein E-Mail-Postfach.	la casella email; la cassetta postale	Per favore, invia il file alla mia casella email.	a caixa de e-mail; a caixa de correio	Por favor, envia o ficheiro para a minha caixa de e-mail.	почтовый ящик; электронная почта	Пожалуйста, отправь файл на мою электронную почту.
946:有关	有关	有关	relacionado con; sobre	Este libro está relacionado con la cultura china.	lié à; concernant	Ce livre est lié à la culture chinoise.	bezogen auf; betreffend	Dieses Buch hat mit chinesischer Kultur zu tun.	relativo a; riguardante	Questo libro è relativo alla cultura cinese.	relacionado com; sobre	Este livro está relacionado com a cultura chinesa.	связанный с; касающийся	Эта книга связана с китайской культурой.
948:有用	有用	有用	útil	Esta herramienta es muy útil.	utile	Cette méthode est très utile.	nützlich	Diese Methode ist sehr nützlich.	utile	Questo metodo è molto utile.	útil	Esta ferramenta é muito útil.	полезный	Этот способ очень полезен.
952:雨衣	雨衣	雨衣	el impermeable	Ponte un impermeable cuando llueva.	l'imperméable	Porte un imperméable quand il pleut.	der Regenmantel	Bitte trag einen Regenmantel, wenn es regnet.	l'impermeabile	Per favore, indossa un impermeabile quando piove.	a capa de chuva	Veste uma capa de chuva quando chover.	дождевик	Когда идет дождь, надевай дождевик.
954:遇见	遇见	遇见	encontrarse con; toparse con	Me encontré con mi profesor en el camino.	rencontrer; tomber sur	J'ai rencontré mon professeur sur la route.	treffen; begegnen	Ich bin unterwegs meinem Lehrer begegnet.	incontrare; imbattersi in	Ho incontrato il mio insegnante per strada.	encontrar; deparar-se com	Encontrei o meu professor no caminho.	встретить; столкнуться	По дороге я встретил учителя.
955:园	园	园	el jardín; el parque	Hay muchas flores en este jardín.	le jardin; le parc	Il y a beaucoup de fleurs dans ce jardin.	der Garten; der Park	In diesem Garten gibt es viele Blumen.	il giardino; il parco	In questo giardino ci sono molti fiori.	o jardim; o parque	Há muitas flores neste jardim.	сад; парк	В этом саду много цветов.
956:员	员	员	sufijo para una persona con una función	Mi hermano mayor es camarero.	suffixe pour une personne dans un rôle	Mon grand frère est serveur.	Suffix für eine Person in einer Rolle	Mein älterer Bruder ist Kellner.	suffisso per una persona con un ruolo	Mio fratello maggiore è cameriere.	sufixo para uma pessoa numa função	O meu irmão mais velho é empregado de mesa.	суффикс лица по роли	Мой старший брат работает официантом.
960:运动会	运动会	运动会	la competición deportiva; el encuentro deportivo	La escuela celebrará una competición deportiva la semana que viene.	la rencontre sportive; les jeux sportifs	L'école organisera une rencontre sportive la semaine prochaine.	das Sportfest	Die Schule veranstaltet nächste Woche ein Sportfest.	la giornata sportiva; la competizione sportiva	La scuola organizzerà una giornata sportiva la prossima settimana.	o encontro desportivo; os jogos escolares	A escola vai realizar um encontro desportivo na próxima semana.	спортивные соревнования; спортивный праздник	На следующей неделе школа проведет спортивные соревнования.
961:运动员	运动员	运动员	el atleta; el deportista	Este atleta corre muy rápido.	l'athlète; le sportif	Cet athlète court très vite.	der Sportler; der Athlet	Dieser Sportler läuft sehr schnell.	l'atleta; lo sportivo	Questo atleta corre molto veloce.	o atleta; o desportista	Este atleta corre muito depressa.	спортсмен	Этот спортсмен очень быстро бегает.
964:怎么办	怎么办	怎么办	qué hacer; cómo solucionarlo	No sé qué hacer.	que faire; comment faire	Je ne sais pas quoi faire.	was tun; wie damit umgehen	Ich weiß nicht, was ich tun soll.	che fare; come fare	Non so cosa fare.	o que fazer; como resolver	Não sei o que fazer.	что делать; как быть	Я не знаю, что делать.
965:怎样	怎样	怎样	cómo; qué tal	¿Qué te parece este plan?	comment; quel genre de	Que penses-tu de cette méthode ?	wie; was für	Was hältst du von dieser Methode?	come; che tipo di	Che ne pensi di questo metodo?	como; que tal	O que achas deste plano?	как; какой	Что ты думаешь об этом способе?
973:照相	照相	照相	tomar una foto; fotografiar	Estamos tomando una foto en la entrada.	prendre une photo	Nous prenons une photo à l'entrée.	ein Foto machen	Wir machen am Eingang ein Foto.	fare una foto	Stiamo facendo una foto all'ingresso.	tirar uma fotografia	Estamos a tirar uma fotografia à entrada.	фотографировать	Мы фотографируемся у входа.
974:直到	直到	直到	hasta	No volví a casa hasta la noche.	jusqu'à	Je ne suis rentré chez moi que le soir.	bis	Ich ging erst am Abend nach Hause.	fino a	Non sono tornato a casa fino a sera.	até	Só fui para casa à noite.	до; вплоть до	Я вернулся домой только вечером.
976:纸	纸	纸	el papel	Hay una hoja de papel sobre la mesa.	le papier	Il y a une feuille de papier sur la table.	das Papier	Auf dem Tisch liegt ein Blatt Papier.	la carta	Sul tavolo c'è un foglio di carta.	o papel	Há uma folha de papel em cima da mesa.	бумага	На столе лежит лист бумаги.
977:只能	只能	只能	solo poder; no tener más opción que	Hoy llueve, así que solo podemos quedarnos en casa.	ne pouvoir que; seulement pouvoir	Il pleut aujourd'hui, donc nous ne pouvons que rester à la maison.	nur können; nichts anderes können	Heute regnet es, also können wir nur zu Hause bleiben.	poter solo	Oggi piove, quindi possiamo solo restare a casa.	só poder	Hoje está a chover, por isso só podemos ficar em casa.	можно только; вынужден	Сегодня идет дождь, поэтому мы можем только остаться дома.
978:只是	只是	只是	solo; simplemente	Solo quiero ayudarte.	seulement; simplement	Je veux simplement t'aider.	nur; bloß	Ich will dir nur helfen.	solo; semplicemente	Voglio solo aiutarti.	apenas; simplesmente	Só quero ajudar-te.	только; просто	Я просто хочу тебе помочь.
980:只有	只有	只有	solo hay; solamente	Aquí solo hay una habitación.	il n'y a que; seulement	Il n'y a qu'une seule pièce ici.	es gibt nur; nur	Hier gibt es nur ein Zimmer.	c'è solo; soltanto	Qui c'è solo una stanza.	só há; apenas	Aqui só há um quarto.	только; имеется только	Здесь только одна комната.
981:中	中	中	en; entre	Hay tres personas en la foto.	dans; parmi	Il y a trois personnes sur la photo.	in; unter	Auf dem Foto sind drei Personen.	in; tra	Nella foto ci sono tre persone.	em; entre	Na fotografia há três pessoas.	в; среди	На фотографии три человека.
989:住院	住院	住院	estar hospitalizado	El abuelo está en el hospital.	être hospitalisé	Grand-père est à l'hôpital.	im Krankenhaus liegen	Großvater ist im Krankenhaus.	essere ricoverato	Il nonno è in ospedale.	estar internado	O avô está no hospital.	лежать в больнице; быть госпитализированным	Дедушка лежит в больнице.
990:字典	字典	字典	el diccionario	Uso un diccionario para buscar palabras nuevas.	le dictionnaire	J'utilise un dictionnaire pour chercher les mots nouveaux.	das Wörterbuch	Ich benutze ein Wörterbuch, um neue Wörter nachzuschlagen.	il dizionario	Uso un dizionario per cercare parole nuove.	o dicionário	Uso um dicionário para procurar palavras novas.	словарь	Я пользуюсь словарем, чтобы искать новые слова.
992:子	子	子	sufijo usado en sustantivos	Hay un libro sobre la mesa.	suffixe employé dans des noms	Il y a un livre sur la table.	Suffix in Substantiven	Auf dem Tisch liegt ein Buch.	suffisso usato nei sostantivi	C'è un libro sul tavolo.	sufixo usado em substantivos	Há um livro em cima da mesa.	суффикс в существительных	На столе лежит книга.
993:总	总	总	siempre; en general	Él siempre llega muy temprano a la escuela.	toujours; généralement	Il arrive toujours très tôt à l'école.	immer; insgesamt	Er kommt immer sehr früh in die Schule.	sempre; in generale	Arriva sempre molto presto a scuola.	sempre; em geral	Ele chega sempre muito cedo à escola.	всегда; в целом	Он всегда очень рано приходит в школу.
999:做客	做客	做客	ir de visita; ser invitado	Este fin de semana voy de visita a casa de un amigo.	être invité; rendre visite	Ce week-end, je vais chez un ami en invité.	zu Gast sein	Am Wochenende bin ich bei einem Freund zu Gast.	essere ospite	Nel fine settimana sarò ospite a casa di un amico.	ser convidado; ir de visita	No fim de semana vou visitar a casa de um amigo.	быть в гостях; гостить	В выходные я пойду в гости к другу.
