hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
4294:解读	解读	解读	yorumlamak; analiz etmek	Uzman yeni politikayı yorumladı.	kutafsiri; kuchambua	Mtaalamu alitafsiri sera mpya.	şərh etmək; təhlil etmək	Ekspert yeni siyasəti şərh etdi.	talqin qilmoq; tahlil qilmoq	Mutaxassis yangi siyosatni tahlil qildi.
4296:解说	解说	解说	anlatmak; açıklamalı sunmak	Belgeseli o seslendirip anlatıyor.	kusimulia; kueleza	Anasimulia filamu hiyo ya hali halisi.	izah etmək; şərh etmək	O, sənədli filmi şərh edir.	izohlamoq; sharhlamoq	U hujjatli filmga sharh beradi.
4300:金额	金额	金额	para tutarı	Lütfen ödeme tutarını onaylayın.	kiasi cha pesa	Tafadhali thibitisha kiasi cha malipo.	pul məbləği	Zəhmət olmasa, ödəniş məbləğini təsdiqləyin.	pul miqdori	Iltimos, to‘lov miqdorini tasdiqlang.
4301:金牌	金牌	金牌	altın madalya	Sonunda altın madalyayı kazandı.	medali ya dhahabu	Hatimaye alishinda medali ya dhahabu.	qızıl medal	O, nəhayət qızıl medal qazandı.	oltin medal	U nihoyat oltin medalni qo‘lga kiritdi.
4302:金钱	金钱	金钱	para; servet	Para gerçek dostluğu satın alamaz.	pesa; utajiri	Pesa haziwezi kununua urafiki wa kweli.	pul; sərvət	Pul həqiqi dostluğu ala bilməz.	pul; boylik	Pul haqiqiy do‘stlikni sotib ololmaydi.
4305:金子	金子	金子	altın	Bu yüzük altından yapılmış.	dhahabu	Pete hii imetengenezwa kwa dhahabu.	qızıl	Bu üzük qızıldan hazırlanıb.	oltin	Bu uzuk oltindan yasalgan.
4306:尽	尽	尽	tüketmek; elinden geleni yapmak	Elinden gelenin en iyisini yaptı.	kumaliza; kutumia yote	Alifanya juhudi zake zote.	tükətmək; əlindən gələni etmək	O, əlindən gələnin ən yaxşısını etdi.	tugatmoq; bor kuchini sarflamoq	U bor kuchini sarfladi.
4308:进度	进度	进度	ilerleme; takvim	Projenin ilerlemesi plandan daha hızlı.	maendeleo; ratiba	Maendeleo ya mradi ni ya haraka kuliko mpango.	irəliləyiş; qrafik	Layihənin gedişi plandan daha sürətlidir.	jarayon; jadval	Loyihaning borishi rejadan tezroq.
4311:近视	近视	近视	miyop; uzağı göremeyen	İlkokuldan beri miyop.	kuona karibu; miopia	Ana tatizo la kuona karibu tangu shule ya msingi.	yaxınıgörmə; miopiya	O, ibtidai məktəbdən bəri yaxınıgörəndir.	yaqinni ko‘rish; miopiya	U boshlang‘ich maktabdan beri yaqinni ko‘radi.
4313:精美	精美	精美	zarif; özenli	Bu albüm çok özenli basılmış.	maridadi; nzuri sana	Albamu hii ya picha imechapishwa kwa uzuri sana.	nəfis; incə	Bu şəkil albomu çox nəfis çap olunub.	nafis; chiroyli	Bu rasm albomi juda nafis bosilgan.
4315:惊人	惊人	惊人	şaşırtıcı; hayret verici	Onun ilerleme hızı şaşırtıcı.	kushangaza	Kasi ya maendeleo yake inashangaza.	heyrətamiz; təəccüblü	Onun inkişaf sürəti heyrətamizdir.	hayratlanarli	Uning rivojlanish tezligi hayratlanarli.
4321:精准	精准	精准	kesin; hassas	Bu sistem konumu çok hassas belirleyebilir.	sahihi; makini	Mfumo huu unaweza kutambua mahali kwa usahihi.	dəqiq; həssas	Bu sistem yeri dəqiq müəyyən edə bilir.	aniq; puxta	Bu tizim joylashuvni aniq topa oladi.
4324:景观	景观	景观	manzara; görünüm	Otel penceresinin dışındaki manzara çok güzel.	mandhari; mwonekano	Mandhari nje ya dirisha la hoteli ni nzuri.	mənzərə; landşaft	Otel pəncərəsinin çölündəki mənzərə çox gözəldir.	manzara; ko‘rinish	Mehmonxona derazasidan ko‘rinadigan manzara juda chiroyli.
4325:景象	景象	景象	manzara; görüntü	Yağmurdan sonra şehir yeni bir görüntü sundu.	taswira; mandhari	Baada ya mvua, jiji lilionyesha taswira mpya.	mənzərə; görüntü	Yağışdan sonra şəhər yeni bir mənzərə aldı.	manzara; holat	Yomg‘irdan keyin shahar yangi manzara kasb etdi.
4327:净	净	净	temiz; yalnız	Bu oda çok iyi temizlenmiş.	safi; tu	Chumba hiki kimesafishwa vizuri sana.	təmiz; yalnız	Bu otaq çox yaxşı təmizlənib.	toza; faqat	Bu xona juda yaxshi tozalangan.
4333:酒水	酒水	酒水	içecekler; alkollü içecekler	Restoran dışarıdan içecek getirilmesine izin vermiyor.	vinywaji; pombe	Mkahawa hauruhusu wateja kuleta vinywaji vyao.	içkilər; spirtli içkilər	Restoran müştərilərin öz içkilərini gətirməsinə icazə vermir.	ichimliklar; spirtli ichimliklar	Restoran mijozlarga o‘z ichimliklarini olib kelishga ruxsat bermaydi.
4334:就读	就读	就读	bir okulda okumak	Şu anda Pekin Üniversitesi'nde okuyor.	kusoma katika shule	Kwa sasa anasoma katika Chuo Kikuu cha Beijing.	təhsil almaq	O, hazırda Pekin Universitetində təhsil alır.	o‘qimoq; ta’lim olmoq	U hozir Pekin universitetida o‘qiydi.
4336:救命	救命	救命	hayat kurtarmak; imdat	Kritik anda doktor hayat kurtardı.	kuokoa maisha; msaada	Wakati muhimu, daktari aliokoa maisha.	həyat xilas etmək; kömək	Kritik anda həkim həyat xilas etdi.	jon saqlamoq; yordam	Muhim paytda shifokor jon saqlab qoldi.
4337:就算	就算	就算	olsa bile; varsayalım	Yağmur yağsa bile yola çıkacağız.	hata kama	Hata kama mvua ikinyesha, tutaondoka.	hətta əgər; olsa belə	Yağış yağsa belə, biz yola çıxacağıq.	hatto; bo‘lsa ham	Yomg‘ir yog‘sa ham, biz yo‘lga chiqamiz.
4338:救援	救援	救援	kurtarma; yardım	Kurtarma ekibi afet bölgesine çoktan ulaştı.	uokoaji; msaada wa dharura	Timu ya uokoaji tayari imefika eneo la maafa.	xilasetmə; yardım	Xilasetmə qrupu artıq fəlakət bölgəsinə çatıb.	qutqaruv; yordam	Qutqaruv guruhi allaqachon ofat hududiga yetib keldi.
4339:救灾	救灾	救灾	afet yardımı; afetzedelere yardım	Hükümet afet yardımı için personel organize etti.	kusaidia wakati wa maafa	Serikali iliandaa watu kwa ajili ya kusaidia wakati wa maafa.	fəlakət yardımı	Hökumət fəlakətə yardım üçün işçilər təşkil etdi.	ofat oqibatlarini bartaraf etish	Hukumat ofatga yordam berish uchun xodimlarni tashkil qildi.
4340:救助	救助	救助	yardım etmek; kurtarmak	Vakıf birçok zor durumdaki aileye yardım etti.	kusaidia; kuokoa	Mfuko huo ulisaidia familia nyingi zenye shida.	yardım etmək; xilas etmək	Fond çətin vəziyyətdə olan bir çox ailəyə yardım etdi.	yordam bermoq; qutqarmoq	Jamg‘arma ko‘plab qiynalgan oilalarga yordam berdi.
4341:局1	局1	局	el; oyun	Bu satranç elini o kazandı.	mchezo; raundi	Alishinda mchezo huu wa chess.	partiya; oyun	O, bu şahmat partiyasını qazandı.	partiya; o‘yin	U bu shaxmat partiyasida g‘alaba qozondi.
4342:局2	局2	局	müdürlük; daire	İşlem yapmak için vergi dairesine gitti.	idara; ofisi	Alienda idara ya kodi kushughulikia taratibu.	idarə; şöbə	O, prosedurları etmək üçün vergi idarəsinə getdi.	idora; boshqarma	U rasmiy ish uchun soliq idorasiga bordi.
4343:菊花	菊花	菊花	krizantem	Sonbaharda park krizantemlerle dolar.	krizantemu; ua la chrysanthemum	Wakati wa vuli, krizantemu huchanua katika bustani nzima.	xrizantema	Payızda park xrizantemalarla dolur.	xrizantema	Kuzda park xrizantemalarga to‘ladi.
4348:聚集	聚集	聚集	toplanmak; bir araya gelmek	Kalabalık meydanda toplandı.	kukusanyika	Umati ulikusanyika uwanjani.	toplanmaq; yığışmaq	İzdiham meydanda toplandı.	to‘planmoq; yig‘ilmoq	Olomon maydonga to‘plandi.
4351:捐款	捐款	捐款	para bağışlamak; bağış	Birçok kişi afet bölgesine para bağışladı.	kutoa mchango wa pesa; mchango	Watu wengi walitoa pesa kwa eneo la maafa.	pul ianə etmək; ianə	Çox insan fəlakət bölgəsinə pul ianə etdi.	pul xayriya qilmoq; xayriya	Ko‘p odamlar ofat hududiga pul xayriya qildi.
4352:捐赠	捐赠	捐赠	bağışlamak	Şirket bir parti bilgisayar bağışladı.	kutoa msaada; kuchangia	Kampuni ilitoa kompyuta kadhaa kama msaada.	ianə etmək	Şirkət bir dəstə kompüter ianə etdi.	xayriya qilmoq; sovg‘a qilmoq	Korxona bir partiya kompyuter xayriya qildi.
4358:军人	军人	军人	asker; askeri personel	O asker yaşlı kişiye yolu geçmesinde yardım etti.	mwanajeshi	Mwanajeshi huyo alimsaidia mzee kuvuka barabara.	hərbçi; əsgər	O hərbçi yaşlı adama yolu keçməyə kömək etdi.	harbiy; askar	O‘sha harbiy kishi keksa odamga yo‘ldan o‘tishga yordam berdi.
4360:卡片	卡片	卡片	kart	Kartın üzerine iyi dileklerini yazdı.	kadi	Aliandika salamu zake kwenye kadi.	kart; kartça	O, kartın üzərinə arzularını yazdı.	kartochka; karta	U kartochkaga tilaklarini yozdi.
4361:开创	开创	开创	başlatmak; öncülük etmek	Bu teknoloji yeni bir çağ başlattı.	kuanzisha; kufungua njia	Teknolojia hii ilianzisha enzi mpya.	başlamaq; yol açmaq	Bu texnologiya yeni dövr açdı.	boshlamoq; asos solmoq	Bu texnologiya yangi davrni boshlab berdi.
4362:开关	开关	开关	anahtar; düğme	Kapının yanındaki anahtar bozuk.	swichi	Swichi iliyo karibu na mlango imeharibika.	açar; düymə	Qapının yanındakı açar xarabdır.	kalit; tugma	Eshik yonidagi kalit buzilgan.
4363:开启	开启	开启	açmak; başlatmak	Toplantı yeni işbirliği fırsatları açtı.	kufungua; kuanza	Mkutano ulifungua fursa mpya za ushirikiano.	açmaq; başlatmaq	İclas yeni əməkdaşlıq imkanları açdı.	ochmoq; boshlamoq	Yig‘ilish yangi hamkorlik imkoniyatlarini ochdi.
4364:开设	开设	开设	açmak; kurmak	Okul Çince kursu açtı.	kufungua; kuanzisha	Shule ilifungua kozi ya Kichina.	açmaq; təşkil etmək	Məktəb Çin dili kursu açdı.	ochmoq; tashkil etmoq	Maktab xitoy tili kursini ochdi.
4365:开头	开头	开头	başlangıç; giriş	Makalenin başlangıcı çok çekici yazılmış.	mwanzo	Mwanzo wa makala umeandikwa kwa kuvutia sana.	başlanğıc; giriş	Məqalənin başlanğıcı çox cəlbedici yazılıb.	boshlanish; kirish	Maqolaning boshi juda qiziqarli yozilgan.
4369:看得起	看得起	看得起	saygı duymak; değer vermek	Çok çalışıyor ve başkalarının ona saygı duymasını umuyor.	kuheshimu; kumthamini	Anafanya kazi kwa bidii na anatumaini wengine watamheshimu.	hörmət etmək; yüksək qiymətləndirmək	O, çox çalışır və başqalarının ona hörmət etməsini istəyir.	hurmat qilmoq; yuqori baholamoq	U astoydil ishlaydi va boshqalar uni hurmat qilishini xohlaydi.
4370:看好	看好	看好	iyimser olmak; umutlu görmek	Yatırımcılar bu sektör konusunda iyimser.	kuwa na matumaini; kuona vizuri	Wawekezaji wana matumaini kuhusu sekta hii.	ümidli olmaq; yaxşı görmək	İnvestorlar bu sahəyə ümidlə baxırlar.	ijobiy qaramoq; umid qilmoq	Investorlar bu soha haqida ijobiy fikrda.
4371:看似	看似	看似	görünüşte; sanki	Bu sorun basit görünüyor ama aslında karmaşık.	inaonekana; kana kwamba	Tatizo hili linaonekana rahisi, lakini kwa kweli ni tata.	görünüşdə; sanki	Bu problem görünüşdə sadədir, amma əslində mürəkkəbdir.	ko‘rinishidan; go‘yo	Bu masala oddiy ko‘rinadi, aslida esa murakkab.
4372:看中	看中	看中	beğenmek; seçmek	Küçük bir daireyi beğendi.	kupenda; kuchagua	Alipenda nyumba ndogo.	bəyənmək; seçmək	O, kiçik bir mənzili bəyəndi.	ko‘ngliga yoqmoq; tanlamoq	U kichik bir xonadonni yoqtirib qoldi.
4373:看重	看重	看重	değer vermek; önemsemek	Şirket çalışanların yeteneklerine çok değer verir.	kuthamini; kutilia maanani	Kampuni inathamini uwezo wa wafanyakazi.	dəyər vermək; önəm vermək	Şirkət işçilərin bacarığını çox qiymətləndirir.	qadrlamoq; ahamiyat bermoq	Kompaniya xodimlarning qobiliyatini qadrlaydi.
4374:康复	康复	康复	iyileşmek; rehabilitasyon	Ameliyattan sonra iyi toparlandı ve hızla iyileşti.	kupona; ukarabati	Baada ya upasuaji, alipata nafuu vizuri na akapona haraka.	sağalmaq; reabilitasiya	Əməliyyatdan sonra yaxşı bərpa oldu və tez sağaldı.	sog‘aymoq; reabilitatsiya	Operatsiyadan keyin u yaxshi tiklandi va tez sog‘aydi.
4379:科	科	科	bölüm; dal	İç hastalıkları bölümüne kayıt yaptırdı.	idara; fani	Alijiandikisha katika idara ya magonjwa ya ndani.	şöbə; fənn	O, daxili xəstəliklər şöbəsinə qeydiyyatdan keçdi.	bo‘lim; fan	U ichki kasalliklar bo‘limiga ro‘yxatdan o‘tdi.
4380:科幻	科幻	科幻	bilim kurgu	Bu bilim kurgu filmi çok seviliyor.	sayansi bunifu	Filamu hii ya sayansi bunifu inapendwa sana.	elmi fantastika	Bu elmi fantastika filmi çox sevilir.	ilmiy fantastika	Bu ilmiy fantastika filmi juda mashhur.
4382:科普	科普	科普	popüler bilim	Öğretmen öğrencilere popüler bilim konulu bir seminer verdi.	elimu ya sayansi kwa umma	Mwalimu aliwapa wanafunzi mhadhara wa elimu ya sayansi kwa umma.	elmi maarifləndirmə	Müəllim şagirdlərə elmi-maarifləndirici mühazirə verdi.	ilmiy-ommabop bilim	O‘qituvchi o‘quvchilarga ilmiy-ommabop ma'ruza o‘qidi.
4387:客车	客车	客车	yolcu otobüsü	Yolcu otobüsü sabah saat yedide kalkıyor.	basi la abiria	Basi la abiria linaondoka saa moja asubuhi.	sərnişin avtobusu	Sərnişin avtobusu səhər saat yeddidə yola düşür.	yo‘lovchi avtobusi	Yo‘lovchi avtobusi ertalab soat yettida jo‘naydi.
4389:肯	肯	肯	razı olmak; istekli olmak	Başkalarına yardım etmek için zaman ayırmaya razı.	kuwa tayari	Yuko tayari kutumia muda kusaidia wengine.	razı olmaq; istəkli olmaq	O, başqalarına kömək etmək üçün vaxt ayırmağa razıdır.	rozi bo‘lmoq; tayyor bo‘lmoq	U boshqalarga yordam berishga vaqt ajratishga tayyor.
4391:空地	空地	空地	boş alan; arsa	Çocuklar boş alanda futbol oynuyor.	eneo wazi; kiwanja tupu	Watoto wanacheza mpira katika eneo wazi.	boş sahə; boş torpaq	Uşaqlar boş sahədə futbol oynayırlar.	bo‘sh joy; ochiq maydon	Bolalar bo‘sh maydonda futbol o‘ynayapti.
4393:口感	口感	口感	doku; ağız hissi	Bu ekmeğin dokusu çok yumuşak.	hisia ya mdomoni; muundo	Mkate huu una muundo laini sana.	dad və tekstura; ağız hissi	Bu çörəyin teksturası çox yumşaqdır.	ta'm va tuzilish; og‘izdagi his	Bu nonning tuzilishi juda yumshoq.
4394:口号	口号	口号	slogan; parola	Herkes sloganı birlikte attı.	kaulimbiu	Wote walipiga kaulimbiu pamoja.	şüar	Hamı birlikdə şüarı səsləndirdi.	shior	Hamma birga shiorni aytdi.
4399:酷	酷	酷	havalı; şık	Bu palto çok havalı görünüyor.	poa; ya mtindo	Koti hili linaonekana poa.	qəşəng; dəbli	Bu palto çox dəbli görünür.	zo‘r; zamonaviy	Bu palto juda zo‘r ko‘rinadi.
4401:夸奖	夸奖	夸奖	övmek	Öğretmen onun ilerlemesini övdü.	kusifu	Mwalimu alisifu maendeleo yake.	tərifləmək	Müəllim onun irəliləyişini təriflədi.	maqtamoq	O‘qituvchi uning yutug‘ini maqtadi.
4404:快捷	快捷	快捷	hızlı; pratik	İnternetten ödeme yapmak çok hızlı ve pratik.	haraka; rahisi	Malipo ya mtandaoni ni ya haraka na rahisi sana.	sürətli; rahat	Onlayn ödəniş çox sürətli və rahatdır.	tez; qulay	Onlayn to‘lov juda tez va qulay.
4405:款	款	款	model; tarz	Bu telefon modeli çok iyi satılıyor.	aina; modeli	Modeli hii ya simu inauzwa vizuri sana.	model; üslub	Bu telefon modeli yaxşı satılır.	model; uslub	Bu telefon modeli yaxshi sotilmoqda.
4408:困扰	困扰	困扰	rahatsız etmek; sıkıntı vermek	Bu sorun onu uzun süre rahatsız etti.	kusumbua	Tatizo hili lilimsumbua kwa muda mrefu.	narahat etmək; çətinlik yaratmaq	Bu problem onu uzun müddət narahat etdi.	bezovta qilmoq; qiynamoq	Bu muammo uni uzoq vaqt qiynadi.
4409:扩展	扩展	扩展	genişletmek	Şirket yurt dışı pazarını genişletmeyi planlıyor.	kupanua	Kampuni inapanga kupanua soko la nje.	genişləndirmək	Şirkət xarici bazarı genişləndirməyi planlaşdırır.	kengaytirmoq	Kompaniya xorijiy bozorni kengaytirishni rejalashtirmoqda.
4410:落	落	落	unutmak; geride bırakmak	Telefonunu takside unuttu.	kuacha nyuma; kusahau	Alisahau simu yake kwenye teksi.	unutmaq; geridə qoymaq	O, telefonunu taksidə unutdu.	unutib qoldirmoq; tashlab ketmoq	U telefonini taksida unutib qoldirdi.
4413:来临	来临	来临	gelmek; yaklaşmak	Bahar Bayramı yaklaşıyor.	kuwasili; kukaribia	Sikukuu ya Mwaka Mpya wa Kichina inakaribia.	gəlmək; yaxınlaşmaq	Bahar bayramı yaxınlaşır.	kelmoq; yaqinlashmoq	Bahor bayrami yaqinlashmoqda.
4414:来往	来往	来往	gidip gelmek; ilişki kurmak	Bu yolda çok araç gelip gidiyor.	kwenda na kurudi; kushirikiana	Magari mengi yanapita kwenye barabara hii.	gedib-gəlmək; əlaqədə olmaq	Bu yolda çox maşın gedib-gəlir.	qatnamoq; aloqa qilmoq	Bu yo‘lda mashinalar ko‘p qatnaydi.
4415:赖	赖	赖	suçu atmak; bağlı olmak	Bu olay için onu suçlayamayız.	kumlaumu; kutegemea	Hatuwezi kumlaumu kwa jambo hili.	günahlandırmaq; asılı olmaq	Bu işə görə onu günahlandırmaq olmaz.	ayblamoq; tayanmoq	Bu ishda uni ayblab bo‘lmaydi.
4417:栏	栏	栏	sütun; alan	Lütfen ad alanına adınızı yazın.	safu; sehemu	Tafadhali andika jina lako katika sehemu ya jina.	sütun; xana	Zəhmət olmasa ad xanasına adınızı yazın.	ustun; maydon	Iltimos, ism maydoniga ismingizni yozing.
4418:兰花	兰花	兰花	orkide	Pencere önündeki orkide açtı.	okidi	Okidi kwenye kizingiti cha dirisha imechanua.	orkide	Pəncərə altındakı orkide açıb.	orxideya	Deraza tokchasidagi orxideya gulladi.
4420:狼	狼	狼	kurt	Gece dağdan kurt ulumaları geldi.	mbwa mwitu	Usiku, milio ya mbwa mwitu ilisikika kutoka mlimani.	canavar	Gecə dağdan canavar ulartısı eşidildi.	bo‘ri	Kechasi tog‘dan bo‘ri uvillashi eshitildi.
4422:牢	牢	牢	sağlam	Bu sandalye çok sağlam.	imara	Kiti hiki ni imara sana.	möhkəm	Bu stul çox möhkəmdir.	mustahkam	Bu stul juda mustahkam.
4423:劳动力	劳动力	劳动力	iş gücü	Bu sektör çok iş gücüne ihtiyaç duyar.	nguvu kazi	Sekta hii inahitaji nguvu kazi nyingi.	işçi qüvvəsi	Bu sahəyə çox işçi qüvvəsi lazımdır.	ishchi kuchi	Bu soha ko‘p ishchi kuchiga muhtoj.
4426:老太太	老太太	老太太	yaşlı kadın	O yaşlı kadın her gün parka yürüyüşe gelir.	bibi mzee	Yule bibi mzee huja bustanini kutembea kila siku.	yaşlı qadın	O yaşlı qadın hər gün parkda gəzməyə gəlir.	kampir; keksa ayol	O‘sha keksa ayol har kuni parkka sayr qilish uchun keladi.
4427:乐于	乐于	乐于	istekli olmak; memnuniyetle yapmak	Yeni zorlukları kabul etmeye istekli.	kuwa tayari; kupenda	Yuko tayari kukubali changamoto mpya.	həvəslə etmək; istəkli olmaq	O, yeni çağırışları qəbul etməyə həvəslidir.	bajonidil; tayyor bo‘lmoq	U yangi sinovlarni qabul qilishga tayyor.
4429:类别	类别	类别	kategori; sınıf	Lütfen dosyaları kategoriye göre düzenleyin.	kategoria; aina	Tafadhali panga faili kulingana na kategoria.	kateqoriya; növ	Faylları kateqoriyaya görə düzün.	toifa; tur	Iltimos, fayllarni toifaga qarab tartiblang.
4430:理	理	理	cevap vermek; ilgilenmek	Soruma cevap vermedi.	kujibu; kujali	Hakujibu swali langu.	cavab vermək; əhəmiyyət vermək	O, mənim sualıma cavab vermədi.	javob bermoq; e'tibor bermoq	U mening savolimga javob bermadi.
4431:理财	理财	理财	para yönetmek; finans yönetimi	Para yönetmeyi öğrenmeye başladı.	kusimamia fedha	Alianza kujifunza kusimamia fedha.	maliyyəni idarə etmək	O, pul idarə etməyi öyrənməyə başladı.	moliyani boshqarish	U pulni boshqarishni o‘rganishni boshladi.
4432:理科	理科	理科	fen bilimleri	Lisede fen bilimlerini seçti.	masomo ya sayansi	Alichagua masomo ya sayansi katika shule ya sekondari.	təbiət elmləri	O, liseydə təbiət elmlərini seçdi.	tabiiy fanlar	U maktabda tabiiy fanlarni tanladi.
4433:理念	理念	理念	fikir; anlayış	Bu şirket çevre koruma anlayışına önem verir.	dhana; falsafa	Kampuni hii inathamini dhana ya kulinda mazingira.	konsepsiya; prinsip	Bu şirkət ətraf mühitin qorunması prinsipinə önəm verir.	g‘oya; tamoyil	Bu kompaniya atrof-muhitni asrash tamoyiliga ahamiyat beradi.
4434:理性	理性	理性	akılcı; rasyonel	Bu konuyu akılcı biçimde tartışmamız gerekiyor.	kiakili; kwa busara	Tunahitaji kujadili suala hili kwa busara.	rasional; ağıllı	Bu məsələni rasional şəkildə müzakirə etməliyik.	oqilona; ratsional	Bu masalani oqilona muhokama qilishimiz kerak.
4435:立	立	立	dikilmek; kurmak	Girişte bir tabela duruyor.	kusimama; kuweka	Kuna bango lililosimama mlangoni.	durmaq; qurmaq	Girişdə bir lövhə dayanıb.	tik turmoq; o‘rnatmoq	Kirish joyida bir lavha turibdi.
4438:力度	力度	力度	güç; yoğunluk	Hükümet destek düzeyini artırdı.	nguvu; kiwango	Serikali iliongeza kiwango cha msaada.	güc; səviyyə	Hökumət dəstək səviyyəsini artırdı.	kuch; daraja	Hukumat qo‘llab-quvvatlash darajasini oshirdi.
4439:历经	历经	历经	yaşamak; geçirmek	Bu şehir birçok değişim geçirdi.	kupitia	Mji huu umepitia mabadiliko mengi.	keçirmək; yaşamaq	Bu şəhər çox dəyişiklikdən keçib.	boshdan kechirmoq	Bu shahar ko‘p o‘zgarishlarni boshdan kechirdi.
4440:历年	历年	历年	geçmiş yıllar	Geçmiş yıllara ait veriler burada saklanıyor.	miaka iliyopita	Data za miaka iliyopita zimehifadhiwa hapa.	keçmiş illər	Keçmiş illərin məlumatları burada saxlanılır.	o‘tgan yillar	O‘tgan yillarning ma'lumotlari shu yerda saqlanadi.
4443:联合国	联合国	联合国	Birleşmiş Milletler	Birleşmiş Milletler yeni bir rapor yayımladı.	Umoja wa Mataifa	Umoja wa Mataifa ulitoa ripoti mpya.	Birləşmiş Millətlər Təşkilatı	Birləşmiş Millətlər Təşkilatı yeni hesabat yayımladı.	Birlashgan Millatlar Tashkiloti	Birlashgan Millatlar Tashkiloti yangi hisobot chiqardi.
4444:联网	联网	联网	ağa bağlanmak; internete bağlanmak	Bu bilgisayar henüz internete bağlı değil.	kuunganishwa kwenye mtandao	Kompyuta hii bado haijaunganishwa kwenye intaneti.	şəbəkəyə qoşulmaq	Bu kompüter hələ internetə qoşulmayıb.	tarmoqqa ulanmoq	Bu kompyuter hali internetga ulanmagan.
4446:链接	链接	链接	bağlantı; link	Lütfen bağlantıyı bana gönder.	kiungo	Tafadhali nitumie kiungo.	keçid; link	Zəhmət olmasa keçidi mənə göndərin.	havola	Iltimos, havolani menga yuboring.
4447:两岸	两岸	两岸	iki kıyı; iki taraf	İki kıyının manzarası da çok güzel.	kingo mbili; pande mbili	Mandhari ya kingo zote mbili ni nzuri sana.	iki sahil; iki tərəf	Hər iki sahilin mənzərəsi çox gözəldir.	ikki qirg‘oq; ikki tomon	Ikki qirg‘oqning manzarasi ham juda chiroyli.
4448:两极	两极	两极	iki kutup; uçlar	Bu konu iki uç tepkiye yol açtı.	ncha mbili; misimamo mikali	Suala hili lilisababisha majibu ya misimamo mikali.	iki qütb; ifratlar	Bu məsələ iki ifrat reaksiya doğurdu.	ikki qutb; keskin qarama-qarshiliklar	Bu masala keskin ikki xil munosabatga sabab bo‘ldi.
4450:料1	料1	料	malzeme; içerik	Bu yemeği yapmak için taze malzeme hazırlamak gerekir.	kiungo; malighafi	Ili kupika chakula hiki, unahitaji kuandaa viungo vibichi.	ərzaq; material	Bu yeməyi bişirmək üçün təzə ərzaq hazırlamaq lazımdır.	masalliq; material	Bu taomni tayyorlash uchun yangi masalliqlar kerak.
4451:料2	料2	料	tahmin etmek; beklemek	Onun bu kadar erken geleceğini tahmin etmemiştim.	kutarajia; kukisia	Sikutarajia angekuja mapema hivyo.	gözləmək; təxmin etmək	Onun bu qədər tez gələcəyini gözləmirdim.	kutmoq; taxmin qilmoq	Uning bunchalik erta kelishini kutmagandim.
4454:流程	流程	流程	süreç; iş akışı	Lütfen önce kayıt sürecini öğrenin.	mchakato; mtiririko wa kazi	Tafadhali elewa kwanza mchakato wa kujiandikisha.	proses; iş axını	Zəhmət olmasa əvvəl qeydiyyat prosesini öyrənin.	jarayon; ish oqimi	Iltimos, avval ro‘yxatdan o‘tish jarayonini tushunib oling.
4455:流动	流动	流动	akmak; hareket etmek	Tatil günlerinde şehir nüfusunda hareketlilik çok olur.	kutiririka; kusonga	Wakati wa sikukuu, mzunguko wa watu mjini huwa mkubwa.	axmaq; hərəkət etmək	Bayram günlərində şəhər əhalisinin hərəkəti çox olur.	oqmoq; harakatlanmoq	Bayram kunlari shaharda aholining harakati juda katta bo‘ladi.
4456:浏览器	浏览器	浏览器	tarayıcı	Lütfen bu web sayfasını tarayıcıyla açın.	kivinjari	Tafadhali fungua ukurasa huu wa wavuti kwa kivinjari.	brauzer	Zəhmət olmasa bu veb səhifəni brauzerdə açın.	brauzer	Iltimos, bu veb sahifani brauzerda oching.
4457:流量	流量	流量	trafik; veri akışı	Bu sitenin bugün trafiği çok yüksek.	trafiki; mtiririko wa data	Tovuti hii ina trafiki kubwa leo.	trafik; məlumat axını	Bu saytın bu gün trafiki çox yüksəkdir.	trafik; ma'lumot oqimi	Bu saytning bugun trafiki juda yuqori.
4458:流入	流入	流入	içeri akmak; akıp girmek	Yağmur suyu yer altı borularına aktı.	kuingia kwa mtiririko	Maji ya mvua yaliingia kwenye mabomba ya chini ya ardhi.	axıb daxil olmaq	Yağış suyu yeraltı borulara axdı.	oqib kirmoq	Yomg‘ir suvi yerosti quvurlariga oqib kirdi.
4460:楼道	楼道	楼道	koridor; merdiven boşluğu	Koridorda gereksiz eşya biriktirmeyin.	korido; ngazi za jengo	Usirundike vitu visivyo vya lazima kwenye korido.	dəhliz; pilləkən keçidi	Dəhlizə artıq əşyalar yığmayın.	yo‘lak; zinapoya	Yo‘lakda ortiqcha buyumlarni uyib qo‘ymang.
4461:露	露	露	göstermek; açığa çıkarmak	Gülümsediğinde dişleri göründü.	kuonyesha; kufichua	Alipotabasamu, meno yake yalionekana.	göstərmək; üzə çıxarmaq	O güləndə dişləri göründü.	ko‘rsatmoq; oshkor qilmoq	U kulganda tishlari ko‘rindi.
4462:漏洞	漏洞	漏洞	açık; güvenlik açığı	Bu sistemde bir güvenlik açığı var.	mwanya; udhaifu wa usalama	Mfumo huu una udhaifu wa usalama.	boşluq; təhlükəsizlik zəifliyi	Bu sistemdə təhlükəsizlik boşluğu var.	zaiflik; xavfsizlik teshigi	Bu tizimda xavfsizlik zaifligi bor.
