hsk_key	source_word	simplified	gloss	example_zh	example_pinyin	example_en
4408:困扰	困扰	困扰	to trouble; bother	这个问题困扰了他很久。	Zhè ge wèn tí kùnrǎo le tā hěn jiǔ.	This problem has troubled him for a long time.
4409:扩展	扩展	扩展	to expand; extend	公司计划扩展海外市场。	Gōng sī jì huà kuòzhǎn hǎi wài shì chǎng.	The company plans to expand overseas markets.
4410:落	落	落	to leave behind; miss out	他把手机落在出租车上了。	Tā bǎ shǒu jī là zài chū zū chē shang le.	He left his phone behind in the taxi.
4413:来临	来临	来临	to arrive; approach	春节即将来临。	Chūn Jié jí jiāng láilín.	Spring Festival is about to arrive.
4414:来往	来往	来往	to come and go; have dealings	这条路上车辆来往很多。	Zhè tiáo lù shang chē liàng láiwǎng hěn duō.	Many vehicles come and go on this road.
4415:赖	赖	赖	to blame; depend on	这件事不能赖他。	Zhè jiàn shì bù néng lài tā.	This matter cannot be blamed on him.
4417:栏	栏	栏	column; field	请在姓名栏写名字。	Qǐng zài xìngmíng lán xiě míngzi.	Please write your name in the name field.
4418:兰花	兰花	兰花	orchid	窗台上的兰花开了。	Chuāng tái shang de lánhuā kāi le.	The orchid on the windowsill has bloomed.
4420:狼	狼	狼	wolf	夜里山上传来狼叫声。	Yè lǐ shān shang chuán lái láng jiào shēng.	At night, wolf howls came from the mountain.
4422:牢	牢	牢	firm; sturdy	这把椅子很牢。	Zhè bǎ yǐ zi hěn láo.	This chair is very sturdy.
4423:劳动力	劳动力	劳动力	labor force	这个行业需要大量劳动力。	Zhè ge háng yè xū yào dà liàng láodònglì.	This industry needs a large labor force.
4426:老太太	老太太	老太太	elderly lady	那位老太太每天来公园散步。	Nà wèi lǎotàitai měi tiān lái gōng yuán sàn bù.	That elderly lady comes to the park for a walk every day.
4427:乐于	乐于	乐于	to be willing; glad to	他乐于接受新的挑战。	Tā lèyú jiē shòu xīn de tiǎo zhàn.	He is willing to accept new challenges.
4429:类别	类别	类别	category; class	请按类别整理文件。	Qǐng àn lèibié zhěng lǐ wén jiàn.	Please sort the files by category.
4430:理	理	理	to respond to; pay attention to	他没理我的问题。	Tā méi lǐ wǒ de wèn tí.	He ignored my question.
4431:理财	理财	理财	to manage finances	她开始学习理财。	Tā kāi shǐ xué xí lǐcái.	She began learning to manage money.
4432:理科	理科	理科	science subjects	他高中时选择了理科。	Tā gāo zhōng shí xuǎn zé le lǐkē.	He chose science subjects in high school.
4433:理念	理念	理念	concept; philosophy	这家公司重视环保理念。	Zhè jiā gōng sī zhòng shì huán bǎo lǐniàn.	This company values environmental principles.
4434:理性	理性	理性	rational; reason	我们需要理性地讨论这个问题。	Wǒ men xū yào lǐxìng de tǎo lùn zhè ge wèn tí.	We need to discuss this issue rationally.
4435:立	立	立	to stand; set up	门口立着一块牌子。	Mén kǒu lì zhe yí kuài pái zi.	A sign is standing at the entrance.
4438:力度	力度	力度	strength; intensity	政府加大了支持力度。	Zhèng fǔ jiā dà le zhī chí lìdù.	The government increased the level of support.
4439:历经	历经	历经	to go through; experience	这座城市历经多次变化。	Zhè zuò chéng shì lìjīng duō cì biàn huà.	This city has gone through many changes.
4440:历年	历年	历年	past years	历年的数据都保存在这里。	Lìnián de shù jù dōu bǎo cún zài zhè lǐ.	Data from past years is kept here.
4443:联合国	联合国	联合国	United Nations	联合国发布了新的报告。	Liánhéguó fā bù le xīn de bào gào.	The United Nations released a new report.
4444:联网	联网	联网	to connect to a network	这台电脑还没有联网。	Zhè tái diàn nǎo hái méi yǒu liánwǎng.	This computer is not connected to the internet yet.
4446:链接	链接	链接	link	请把链接发给我。	Qǐng bǎ liànjiē fā gěi wǒ.	Please send me the link.
4447:两岸	两岸	两岸	both banks; both sides	两岸的风景都很美。	Liǎng'àn de fēng jǐng dōu hěn měi.	The scenery on both banks is beautiful.
4448:两极	两极	两极	two poles; extremes	这个问题引起了两极反应。	Zhè ge wèn tí yǐn qǐ le liǎngjí fǎn yìng.	This issue caused two extreme reactions.
4450:料1	料1	料	material; ingredient	做这道菜要准备新鲜的料。	Zuò zhè dào cài yào zhǔn bèi xīn xiān de liào.	To make this dish, you need to prepare fresh ingredients.
4451:料2	料2	料	to expect; anticipate	我没料到他会这么早来。	Wǒ méi liào dào tā huì zhè me zǎo lái.	I did not expect him to arrive so early.
4454:流程	流程	流程	process; workflow	请先了解报名流程。	Qǐng xiān liǎo jiě bào míng liúchéng.	Please first understand the registration process.
4455:流动	流动	流动	to flow; move	节假日城市人口流动很大。	Jié jià rì chéng shì rén kǒu liúdòng hěn dà.	During holidays, urban population movement is high.
4456:浏览器	浏览器	浏览器	browser	请用浏览器打开这个网页。	Qǐng yòng liúlǎnqì dǎ kāi zhè ge wǎng yè.	Please open this web page with a browser.
4457:流量	流量	流量	traffic; data flow	这个网站今天流量很高。	Zhè ge wǎng zhàn jīn tiān liúliàng hěn gāo.	This website has high traffic today.
4458:流入	流入	流入	to flow into	雨水流入了地下管道。	Yǔ shuǐ liúrù le dì xià guǎn dào.	Rainwater flowed into the underground pipes.
4460:楼道	楼道	楼道	corridor; stairwell	楼道里不要堆放杂物。	Lóudào lǐ bù yào duī fàng zá wù.	Do not pile clutter in the corridor.
4461:露	露	露	to show; reveal	他一笑就露出了牙齿。	Tā yí xiào jiù lòu chū le yá chǐ.	When he smiled, he showed his teeth.
4462:漏洞	漏洞	漏洞	loophole; vulnerability	这个系统存在安全漏洞。	Zhè ge xì tǒng cún zài ān quán lòudòng.	This system has a security vulnerability.
4463:露1	露1	露	to appear; reveal	他终于露面了。	Tā zhōng yú lùmiàn le.	He finally appeared.
4464:路程	路程	路程	distance; journey	从这里到学校路程不远。	Cóng zhè lǐ dào xué xiào lùchéng bù yuǎn.	The distance from here to the school is not far.
4465:路况	路况	路况	road conditions	司机提前查看路况。	Sī jī tí qián chá kàn lùkuàng.	The driver checked the road conditions in advance.
4466:路面	路面	路面	road surface	雨后路面很滑。	Yǔ hòu lùmiàn hěn huá.	The road surface is slippery after the rain.
4467:录像	录像	录像	video recording	会议全程都有录像。	Huì yì quán chéng dōu yǒu lùxiàng.	The whole meeting was recorded on video.
4468:录用	录用	录用	to hire; employ	公司决定录用他。	Gōng sī jué dìng lùyòng tā.	The company decided to hire him.
4469:录制	录制	录制	to record	他们正在录制节目。	Tā men zhèng zài lùzhì jié mù.	They are recording a program.
4470:旅程	旅程	旅程	journey	这次旅程让我难忘。	Zhè cì lǚchéng ràng wǒ nán wàng.	This journey was unforgettable for me.
4471:旅途	旅途	旅途	journey; trip	旅途中要注意安全。	Lǚtú zhōng yào zhù yì ān quán.	Pay attention to safety during the trip.
4473:率	率	率	rate; ratio suffix	这个地区的就业率很高。	Zhè ge dì qū de jiù yè lǜ hěn gāo.	The employment rate in this area is high.
4474:绿化	绿化	绿化	greening; plant coverage	城市绿化让空气更好。	Chéng shì lǜhuà ràng kōng qì gèng hǎo.	Urban greening makes the air better.
4475:轮	轮	轮	round; turn; wheel	这轮比赛他表现很好。	Zhè lún bǐ sài tā biǎo xiàn hěn hǎo.	He performed well in this round of the competition.
4478:轮椅	轮椅	轮椅	wheelchair	老人坐着轮椅进了电梯。	Lǎo rén zuò zhe lúnyǐ jìn le diàn tī.	The elderly man entered the elevator in a wheelchair.
4479:轮子	轮子	轮子	wheel	箱子的轮子坏了。	Xiāng zi de lúnzi huài le.	The wheel on the suitcase is broken.
4481:落地	落地	落地	to land; touch the ground	飞机安全落地了。	Fēi jī ān quán luòdì le.	The plane landed safely.
4487:埋	埋	埋	to bury	孩子把贝壳埋在沙子里。	Hái zi bǎ bèi ké mái zài shā zi lǐ.	The child buried the shell in the sand.
4492:盲人	盲人	盲人	blind person	这个路口有盲人通道。	Zhè ge lù kǒu yǒu mángrén tōng dào.	There is an accessible path for blind people at this intersection.
4493:冒	冒	冒	to emit; risk	锅里冒着热气。	Guō lǐ mào zhe rè qì.	Steam is rising from the pot.
4496:煤	煤	煤	coal	这家工厂过去用煤发电。	Zhè jiā gōng chǎng guò qù yòng méi fā diàn.	This factory used coal to generate electricity in the past.
4497:梅花	梅花	梅花	plum blossom	冬天梅花开得很漂亮。	Dōng tiān méihuā kāi de hěn piào liang.	Plum blossoms bloom beautifully in winter.
4502:密	密	密	dense; close	这片树林很密。	Zhè piàn shù lín hěn mì.	This forest is very dense.
4505:密集	密集	密集	dense; intensive	这里人口密集。	Zhè lǐ rén kǒu mìjí.	The population here is dense.
4506:棉	棉	棉	cotton	这件衣服是棉的。	Zhè jiàn yī fu shì mián de.	This piece of clothing is made of cotton.
4507:免	免	免	to exempt; avoid	儿童可以免票进入。	Ér tóng kě yǐ miǎn piào jìn rù.	Children can enter free of charge.
4509:免税	免税	免税	tax-free	机场有免税商店。	Jī chǎng yǒu miǎnshuì shāng diàn.	The airport has tax-free shops.
4511:面部	面部	面部	face; facial area	医生检查了他的面部伤口。	Yī shēng jiǎn chá le tā de miànbù shāng kǒu.	The doctor examined the wound on his face.
4512:面粉	面粉	面粉	flour	我需要一袋面粉做面包。	Wǒ xū yào yì dài miànfěn zuò miàn bāo.	I need a bag of flour to make bread.
4516:妙	妙	妙	wonderful; clever	这个办法真妙。	Zhè ge bàn fǎ zhēn miào.	This method is really clever.
4517:灭	灭	灭	to extinguish; go out	风把蜡烛吹灭了。	Fēng bǎ là zhú chuī miè le.	The wind blew out the candle.
4518:民歌	民歌	民歌	folk song	她会唱很多民歌。	Tā huì chàng hěn duō míngē.	She can sing many folk songs.
4520:民俗	民俗	民俗	folk customs	这个展览介绍当地民俗。	Zhè ge zhǎn lǎn jiè shào dāng dì mínsú.	This exhibition introduces local folk customs.
4521:民宿	民宿	民宿	homestay; guesthouse	我们周末住在山里的民宿。	Wǒ men zhōu mò zhù zài shān lǐ de mínsù.	We stayed at a mountain guesthouse over the weekend.
4522:民众	民众	民众	the public; the people	民众对新政策很关注。	Mínzhòng duì xīn zhèng cè hěn guān zhù.	The public is very concerned about the new policy.
4525:明亮	明亮	明亮	bright	教室很明亮。	Jiào shì hěn míngliàng.	The classroom is very bright.
4527:名气	名气	名气	fame; reputation	这位作家很有名气。	Zhè wèi zuò jiā hěn yǒu míngqi.	This writer is very well known.
4528:名胜	名胜	名胜	famous scenic spot	北京有很多名胜。	Běi jīng yǒu hěn duō míngshèng.	Beijing has many famous scenic spots.
4532:模拟	模拟	模拟	to simulate; mock	学生在课堂上模拟面试。	Xué sheng zài kè táng shang mónǐ miàn shì.	The students simulated an interview in class.
4533:模特儿	模特儿	模特儿	model	模特儿穿着新款衣服走上台。	Mótèr chuān zhe xīn kuǎn yī fu zǒu shàng tái.	The model walked onto the stage wearing new clothes.
4538:母	母	母	female; mother	这只母猫刚生了小猫。	Zhè zhī mǔ māo gāng shēng le xiǎo māo.	This female cat has just given birth to kittens.
4540:木材	木材	木材	timber; wood	这些木材可以做家具。	Zhè xiē mùcái kě yǐ zuò jiā jù.	This timber can be used to make furniture.
4542:奶粉	奶粉	奶粉	milk powder	妈妈给孩子冲奶粉。	Mā ma gěi hái zi chōng nǎifěn.	The mother mixed milk powder for the child.
4543:难点	难点	难点	difficult point	语法是这课的难点。	Yǔ fǎ shì zhè kè de nándiǎn.	Grammar is the difficult point of this lesson.
4544:南极洲	南极洲	南极洲	Antarctica	南极洲的气候非常寒冷。	Nánjízhōu de qì hòu fēi cháng hán lěng.	The climate in Antarctica is extremely cold.
4545:南美洲	南美洲	南美洲	South America	南美洲有丰富的自然资源。	Nánměizhōu yǒu fēng fù de zì rán zī yuán.	South America has rich natural resources.
4548:脑子	脑子	脑子	brain; mind	他脑子转得很快。	Tā nǎozi zhuàn de hěn kuài.	His mind works very quickly.
4551:内外	内外	内外	inside and outside	这座楼内外都很干净。	Zhè zuò lóu nèiwài dōu hěn gān jìng.	This building is clean inside and outside.
4552:内衣	内衣	内衣	underwear	她把内衣放进抽屉里。	Tā bǎ nèiyī fàng jìn chōu ti lǐ.	She put the underwear into the drawer.
4555:泥	泥	泥	mud	雨后路上都是泥。	Yǔ hòu lù shang dōu shì ní.	The road is covered with mud after the rain.
4557:年终	年终	年终	year-end	年终总结下周提交。	Niánzhōng zǒng jié xià zhōu tí jiāo.	The year-end summary is due next week.
4558:念书	念书	念书	to study; attend school	他小时候在乡下念书。	Tā xiǎo shí hou zài xiāng xià niànshū.	He studied in the countryside when he was a child.
4559:扭	扭	扭	to twist; sprain	她不小心扭了脚。	Tā bù xiǎo xīn niǔ le jiǎo.	She accidentally sprained her foot.
4560:农产品	农产品	农产品	agricultural product	市场上有许多新鲜农产品。	Shì chǎng shang yǒu xǔ duō xīn xiān nóngchǎnpǐn.	There are many fresh agricultural products at the market.
4562:农田	农田	农田	farmland	春天农田里一片绿色。	Chūn tiān nóngtián lǐ yí piàn lǜ sè.	In spring, the farmland is covered in green.
4563:暖	暖	暖	warm; to warm up	天气暖了，花也开了。	Tiān qì nuǎn le, huā yě kāi le.	The weather has warmed up, and the flowers have bloomed.
4564:暖气	暖气	暖气	heating	北方冬天常用暖气。	Běi fāng dōng tiān cháng yòng nuǎnqì.	Heating is often used in northern winters.
4569:排名	排名	排名	to rank; ranking	这次比赛按成绩排名。	Zhè cì bǐ sài àn chéng jì páimíng.	This competition is ranked by results.
4570:盘	盘	盘	plate; dish measure word	服务员端来一盘水果。	Fú wù yuán duān lái yì pán shuǐ guǒ.	The server brought a plate of fruit.
4573:抛	抛	抛	to throw; toss	他把球高高抛起。	Tā bǎ qiú gāo gāo pāo qǐ.	He tossed the ball high into the air.
4574:泡	泡	泡	to soak; bubble	把豆子泡在水里一夜。	Bǎ dòu zi pào zài shuǐ lǐ yí yè.	Soak the beans in water overnight.
4576:陪同	陪同	陪同	to accompany	导游陪同客人参观博物馆。	Dǎo yóu péitóng kè rén cān guān bó wù guǎn.	The guide accompanied the guests on a museum visit.
4581:喷	喷	喷	to spray; spurt	喷泉向空中喷水。	Pēn quán xiàng kōng zhōng pēn shuǐ.	The fountain sprays water into the air.
4583:碰撞	碰撞	碰撞	to collide; collision	两辆车在路口发生碰撞。	Liǎng liàng chē zài lù kǒu fā shēng pèngzhuàng.	Two cars collided at the intersection.
4585:皮	皮	皮	skin; leather	这双鞋是皮的。	Zhè shuāng xié shì pí de.	This pair of shoes is made of leather.
4589:骗子	骗子	骗子	fraudster; swindler	警察抓住了那个骗子。	Jǐng chá zhuā zhù le nà ge piànzi.	The police caught that swindler.
4591:漂	漂	漂	to float	小船在水面上漂着。	Xiǎo chuán zài shuǐ miàn shang piāo zhe.	The small boat is floating on the water.
4600:平方米	平方米	平方米	square meter	这套房子有九十平方米。	Zhè tào fáng zi yǒu jiǔ shí píngfāngmǐ.	This apartment is ninety square meters.
4603:评选	评选	评选	to select by evaluation	学校正在评选优秀教师。	Xué xiào zhèng zài píngxuǎn yōu xiù jiào shī.	The school is selecting outstanding teachers.
4610:扑灭	扑灭	扑灭	to put out; extinguish	消防员很快扑灭了大火。	Xiāo fáng yuán hěn kuài pūmiè le dà huǒ.	The firefighters quickly put out the fire.
4615:其间	其间	其间	during that time	会议三天，其间安排了多场讨论。	Huì yì sān tiān, qíjiān ān pái le duō chǎng tǎo lùn.	The conference lasted three days, during which several discussions were arranged.
4617:棋子	棋子	棋子	chess piece; game piece	桌上少了一颗棋子。	Zhuō shang shǎo le yì kē qízǐ.	One game piece is missing from the table.
4619:起点	起点	起点	starting point	这条路的起点在学校门口。	Zhè tiáo lù de qǐdiǎn zài xué xiào mén kǒu.	The starting point of this road is at the school gate.
4620:启动	启动	启动	to start; launch	项目下个月正式启动。	Xiàng mù xià ge yuè zhèng shì qǐdòng.	The project will officially launch next month.
4626:气体	气体	气体	gas	这种气体没有颜色。	Zhè zhǒng qìtǐ méi yǒu yán sè.	This kind of gas has no color.
4630:恰好	恰好	恰好	just right; by chance	他恰好也在办公室。	Tā qiàhǎo yě zài bàn gōng shì.	He happened to be in the office too.
4631:恰恰	恰恰	恰恰	precisely; exactly	问题恰恰出在这里。	Wèn tí qiàqià chū zài zhè lǐ.	The problem lies precisely here.
4633:千家万户	千家万户	千家万户	every household	春节时千家万户都贴春联。	Chūn Jié shí qiānjiā-wànhù dōu tiē chūn lián.	During Spring Festival, every household puts up couplets.
4637:前期	前期	前期	early stage	项目前期需要做大量准备。	Xiàng mù qiánqī xū yào zuò dà liàng zhǔn bèi.	The early stage of the project requires a lot of preparation.
4639:前者	前者	前者	the former	前者更便宜，后者质量更好。	Qiánzhě gèng pián yi, hòu zhě zhì liàng gèng hǎo.	The former is cheaper, while the latter is better in quality.
4641:墙壁	墙壁	墙壁	wall	墙壁上挂着一幅画。	Qiángbì shang guà zhe yì fú huà.	A painting hangs on the wall.
4642:强化	强化	强化	to strengthen	公司要强化安全管理。	Gōng sī yào qiánghuà ān quán guǎn lǐ.	The company will strengthen safety management.
4643:强壮	强壮	强壮	strong; sturdy	经常运动让他更强壮。	Jīng cháng yùn dòng ràng tā gèng qiángzhuàng.	Regular exercise makes him stronger.
4650:亲属	亲属	亲属	relative; family member	他的亲属都来参加婚礼。	Tā de qīnshǔ dōu lái cān jiā hūn lǐ.	His relatives all came to the wedding.
4652:清	清	清	clear; clean	河水很清。	Hé shuǐ hěn qīng.	The river water is very clear.
4655:青春期	青春期	青春期	adolescence; puberty	青春期的孩子需要理解和支持。	Qīngchūnqī de hái zi xū yào lǐ jiě hé zhī chí.	Children in adolescence need understanding and support.
4659:清扫	清扫	清扫	to sweep; clean	志愿者清扫了街道。	Zhì yuàn zhě qīngsǎo le jiē dào.	The volunteers cleaned the street.
4661:清洗	清洗	清洗	to wash; clean	请把水果清洗干净。	Qǐng bǎ shuǐ guǒ qīngxǐ gān jìng.	Please wash the fruit clean.
4668:求	求	求	to ask for; seek	他求老师再给一次机会。	Tā qiú lǎo shī zài gěi yí cì jī huì.	He asked the teacher for another chance.
4669:求婚	求婚	求婚	to propose marriage	他在海边向女友求婚。	Tā zài hǎi biān xiàng nǚ yǒu qiúhūn.	He proposed to his girlfriend by the sea.
4670:求救	求救	求救	to call for help	船员通过无线电求救。	Chuán yuán tōng guò wú xiàn diàn qiújiù.	The crew called for help by radio.
4671:求职	求职	求职	to seek employment	她正在网上求职。	Tā zhèng zài wǎng shàng qiúzhí.	She is looking for a job online.
4672:求助	求助	求助	to seek help	遇到困难时可以向老师求助。	Yù dào kùn nan shí kě yǐ xiàng lǎo shī qiúzhù.	When you meet difficulties, you can ask the teacher for help.
4675:曲	曲	曲	tune; piece of music	他会弹一首古典曲。	Tā huì tán yì shǒu gǔ diǎn qǔ.	He can play a classical tune.
4677:取代	取代	取代	to replace	新技术可能取代旧方法。	Xīn jì shù kě néng qǔdài jiù fāng fǎ.	New technology may replace old methods.
4680:全程	全程	全程	whole process; full journey	比赛全程都有直播。	Bǐ sài quánchéng dōu yǒu zhí bō.	The whole competition is broadcast live.
4682:券	券	券	coupon; voucher	我有一张电影券。	Wǒ yǒu yì zhāng diàn yǐng quàn.	I have a movie voucher.
4686:燃料	燃料	燃料	fuel	这辆车使用清洁燃料。	Zhè liàng chē shǐ yòng qīng jié ránliào.	This vehicle uses clean fuel.
4688:热点	热点	热点	hot topic; hotspot	环保是今天讨论的热点。	Huán bǎo shì jīn tiān tǎo lùn de rèdiǎn.	Environmental protection is the hot topic of today's discussion.
4689:热度	热度	热度	popularity; heat level	这部剧的热度很高。	Zhè bù jù de rèdù hěn gāo.	This show is very popular.
4691:热水器	热水器	热水器	water heater	浴室里的热水器坏了。	Yù shì lǐ de rèshuǐqì huài le.	The water heater in the bathroom is broken.
4692:热线	热线	热线	hotline	客服热线二十四小时开放。	Kè fú rèxiàn èr shí sì xiǎo shí kāi fàng.	The customer service hotline is open twenty-four hours a day.
4693:热议	热议	热议	to discuss heatedly	这件事在网上引起热议。	Zhè jiàn shì zài wǎng shàng yǐn qǐ rèyì.	This matter sparked heated discussion online.
4694:人工智能	人工智能	人工智能	artificial intelligence	人工智能正在改变很多行业。	Réngōng zhìnéng zhèng zài gǎi biàn hěn duō háng yè.	Artificial intelligence is changing many industries.
4696:人均	人均	人均	per capita; per person	这个城市人均收入提高了。	Zhè ge chéng shì rénjūn shōu rù tí gāo le.	Per capita income in this city has increased.
4697:人山人海	人山人海	人山人海	huge crowd	节日的广场上人山人海。	Jié rì de guǎng chǎng shang rénshān-rénhǎi.	The festival square was packed with people.
4701:人行道	人行道	人行道	sidewalk	行人应该走人行道。	Xíng rén yīng gāi zǒu rénxíngdào.	Pedestrians should walk on the sidewalk.
4703:认错	认错	认错	to admit a mistake; apologize	他主动认错并道歉。	Tā zhǔ dòng rèncuò bìng dào qiàn.	He admitted his mistake and apologized voluntarily.
4706:认同	认同	认同	to agree with; identify with	我认同你的看法。	Wǒ rèntóng nǐ de kàn fǎ.	I agree with your view.
4707:认知	认知	认知	to understand; cognition	我们需要重新认知这个问题。	Wǒ men xū yào chóngxīn rènzhī zhè ge wèn tí.	We need to understand this issue again.
4709:日后	日后	日后	in the future	日后有机会再见。	Rìhòu yǒu jī huì zài jiàn.	We can meet again if there is a chance in the future.
4710:日前	日前	日前	a few days ago; recently	公司日前发布了通知。	Gōng sī rìqián fā bù le tōng zhī.	The company issued a notice a few days ago.
4711:日夜	日夜	日夜	day and night	工人日夜抢修道路。	Gōng rén rìyè qiǎng xiū dào lù.	The workers repaired the road day and night.
4713:融合	融合	融合	to blend; merge	传统文化和现代设计融合在一起。	Chuán tǒng wén huà hé xiàn dài shè jì rónghé zài yì qǐ.	Traditional culture and modern design blend together.
4715:容量	容量	容量	capacity	这个硬盘容量很大。	Zhè ge yìng pán róngliàng hěn dà.	This hard drive has a large capacity.
4716:融入	融入	融入	to integrate into	新员工很快融入了团队。	Xīn yuán gōng hěn kuài róngrù le tuán duì.	The new employee quickly integrated into the team.
4718:柔软	柔软	柔软	soft	这条毛巾很柔软。	Zhè tiáo máo jīn hěn róuruǎn.	This towel is very soft.
4719:入境	入境	入境	to enter a country	旅客入境时需要出示护照。	Lǚ kè rùjìng shí xū yào chū shì hù zhào.	Travelers need to show a passport when entering the country.
4720:入门	入门	入门	to get started; beginner level	这本书适合汉语入门。	Zhè běn shū shì hé Hàn yǔ rùmén.	This book is suitable for getting started with Chinese.
4721:入选	入选	入选	to be selected	她的作品入选了展览。	Tā de zuò pǐn rùxuǎn le zhǎn lǎn.	Her work was selected for the exhibition.
4723:撒	撒	撒	to scatter; sprinkle	厨师在汤上撒了葱花。	Chú shī zài tāng shang sǎ le cōng huā.	The chef sprinkled chopped scallions on the soup.
4724:塞	塞	塞	to stuff; plug	他把衣服塞进箱子里。	Tā bǎ yī fu sāi jìn xiāng zi lǐ.	He stuffed the clothes into the suitcase.
4725:赛事	赛事	赛事	sports event; competition	这项赛事吸引了很多观众。	Zhè xiàng sàishì xī yǐn le hěn duō guān zhòng.	This competition attracted many spectators.
4726:散	散	散	to scatter; come loose	纸散了一地。	Zhǐ sǎn le yì dì.	The papers scattered all over the floor.
4728:散	散	散	to disperse; break up	会议结束后大家散了。	Huì yì jié shù hòu dà jiā sàn le.	After the meeting ended, everyone dispersed.
4732:扫描	扫描	扫描	to scan	请扫描二维码付款。	Qǐng sǎomiáo èr wéi mǎ fù kuǎn.	Please scan the QR code to pay.
4735:鲨鱼	鲨鱼	鲨鱼	shark	海里有一条鲨鱼。	Hǎi lǐ yǒu yì tiáo shāyú.	There is a shark in the sea.
4737:山顶	山顶	山顶	mountaintop	我们终于爬到山顶。	Wǒ men zhōng yú pá dào shāndǐng.	We finally climbed to the mountaintop.
4738:山峰	山峰	山峰	mountain peak	远处的山峰被雪覆盖。	Yuǎn chù de shānfēng bèi xuě fù gài.	The distant mountain peak is covered with snow.
4739:山坡	山坡	山坡	hillside	羊在山坡上吃草。	Yáng zài shānpō shang chī cǎo.	The sheep are eating grass on the hillside.
4740:闪	闪	闪	to flash; dodge	天空中闪了一道光。	Tiān kōng zhōng shǎn le yí dào guāng.	A flash of light appeared in the sky.
4742:扇	扇	扇	measure word for doors or windows	他打开了一扇窗户。	Tā dǎ kāi le yì shàn chuāng hu.	He opened a window.
4744:伤口	伤口	伤口	wound	伤口需要每天换药。	Shāngkǒu xū yào měi tiān huàn yào.	The wound needs to be dressed every day.
4745:伤亡	伤亡	伤亡	casualties; injury and death	事故造成多人伤亡。	Shì gù zào chéng duō rén shāngwáng.	The accident caused multiple casualties.
4746:伤员	伤员	伤员	wounded person	医护人员正在救治伤员。	Yī hù rén yuán zhèng zài jiù zhì shāngyuán.	Medical staff are treating the wounded.
4750:上市	上市	上市	to go on the market; go public	这款新车下月上市。	Zhè kuǎn xīn chē xià yuè shàngshì.	This new car model will go on the market next month.
4751:上述	上述	上述	above-mentioned	上述问题需要尽快解决。	Shàngshù wèn tí xū yào jǐn kuài jiě jué.	The above-mentioned problems need to be solved quickly.
4752:上台	上台	上台	to go on stage; come to power	演员上台后观众鼓掌。	Yǎn yuán shàngtái hòu guān zhòng gǔ zhǎng.	The audience applauded after the actor went on stage.
4753:上旬	上旬	上旬	first ten days of a month	会议安排在六月上旬。	Huì yì ān pái zài liù yuè shàngxún.	The meeting is scheduled for early June.
4754:少儿	少儿	少儿	children	这个节目适合少儿观看。	Zhè ge jié mù shì hé shào'ér guān kàn.	This program is suitable for children to watch.
4756:社	社	社	society; club	他加入了学校的文学社。	Tā jiā rù le xué xiào de wén xué shè.	He joined the school's literature club.
4757:射	射	射	to shoot	运动员射中了目标。	Yùn dòng yuán shè zhòng le mù biāo.	The athlete hit the target with a shot.
4760:摄像	摄像	摄像	to record video	工作人员正在摄像。	Gōng zuò rén yuán zhèng zài shèxiàng.	The staff are recording video.
4762:摄像头	摄像头	摄像头	camera	门口安装了摄像头。	Mén kǒu ān zhuāng le shèxiàngtóu.	A camera was installed at the entrance.
4763:身心	身心	身心	body and mind	运动有益于身心健康。	Yùn dòng yǒu yì yú shēnxīn jiàn kāng.	Exercise benefits physical and mental health.
4764:深夜	深夜	深夜	late at night	深夜街上很安静。	Shēnyè jiē shang hěn ān jìng.	The street is very quiet late at night.
4765:神	神	神	god; spirit	古人相信山里有神。	Gǔ rén xiāng xìn shān lǐ yǒu shén.	Ancient people believed there were spirits in the mountains.
4770:生成	生成	生成	to generate	系统会自动生成报告。	Xì tǒng huì zì dòng shēngchéng bào gào.	The system will automatically generate a report.
4772:生命力	生命力	生命力	vitality	这种植物生命力很强。	Zhè zhǒng zhí wù shēngmìnglì hěn qiáng.	This plant has strong vitality.
4774:升学	升学	升学	to enter a higher school	很多学生为升学做准备。	Hěn duō xué sheng wèi shēngxué zuò zhǔn bèi.	Many students prepare to enter a higher school.
4775:剩余	剩余	剩余	remaining	剩余的票已经不多了。	Shèngyú de piào yǐ jīng bù duō le.	There are not many remaining tickets.
4776:诗词	诗词	诗词	classical poetry	爷爷喜欢读古代诗词。	Yé ye xǐ huan dú gǔ dài shīcí.	Grandpa likes reading classical poetry.
4777:湿度	湿度	湿度	humidity	今天空气湿度很高。	Jīn tiān kōng qì shīdù hěn gāo.	The air humidity is high today.
4778:师父	师父	师父	master; skilled mentor	他跟师父学做木工。	Tā gēn shīfu xué zuò mù gōng.	He learned carpentry from his master.
4779:诗歌	诗歌	诗歌	poetry; poem	这首诗歌表达了思乡之情。	Zhè shǒu shīgē biǎo dá le sī xiāng zhī qíng.	This poem expresses homesickness.
4781:识	识	识	to know; recognize	他识字不多。	Tā shí zì bù duō.	He does not know many written characters.
4789:实时	实时	实时	real-time	系统实时更新数据。	Xì tǒng shíshí gēng xīn shù jù.	The system updates data in real time.
4790:时速	时速	时速	speed per hour	这辆车时速超过一百公里。	Zhè liàng chē shísù chāo guò yì bǎi gōng lǐ.	This car's speed exceeds one hundred kilometers per hour.
4792:食欲	食欲	食欲	appetite	生病后他没有食欲。	Shēng bìng hòu tā méi yǒu shíyù.	He had no appetite after getting sick.
