hsk_key	source_word	simplified	KA	example_KA	HY	example_HY
4333:酒水	酒水	酒水	სასმელები; ალკოჰოლური სასმელები	რესტორანში საკუთარი სასმელების შეტანა არ შეიძლება.	խմիչքներ; ալկոհոլային խմիչքներ	Ռեստորանում չի թույլատրվում սեփական խմիչք բերել։
4334:就读	就读	就读	სწავლა; ჩარიცხული ყოფნა	ის ამჟამად პეკინის უნივერსიტეტში სწავლობს.	սովորել; ընդունված լինել	Նա այժմ սովորում է Պեկինի համալսարանում։
4336:救命	救命	救命	სიცოცხლის გადარჩენა; დახმარება	კრიტიკულ მომენტში ექიმმა სიცოცხლე გადაარჩინა.	կյանք փրկել; օգնություն	Վճռական պահին բժիշկը կյանք փրկեց։
4337:就算	就算	就算	თუნდაც; მაშინაც კი, თუ	თუნდაც იწვიმოს, მაინც გავემგზავრებით.	նույնիսկ եթե; թեկուզ	Նույնիսկ եթե անձրև գա, մենք կմեկնենք։
4338:救援	救援	救援	მაშველობა; გადარჩენა	მაშველთა ჯგუფი უკვე მივიდა სტიქიის ზონაში.	փրկարարություն; օգնություն	Փրկարարական խումբն արդեն հասել է աղետի գոտի։
4339:救灾	救灾	救灾	კატასტროფის შემდეგ დახმარება	მთავრობამ კატასტროფის დახმარებისთვის ხალხი მოაწყო.	աղետի օգնություն; աղետից փրկարար աշխատանք	Կառավարությունը մարդկանց կազմակերպեց աղետի օգնության համար։
4340:救助	救助	救助	დახმარება; გადარჩენა	ფონდმა ბევრ გაჭირვებულ ოჯახს დაეხმარა.	օգնել; փրկել	Հիմնադրամը օգնեց շատ դժվար վիճակում գտնվող ընտանիքների։
4341:局1	局1	局	პარტია; რაუნდი	ჭადრაკის ეს პარტია მან მოიგო.	պարտիա; փուլ	Շախմատի այս պարտիան նա հաղթեց։
4342:局2	局2	局	სამმართველო; ბიურო	ის საბუთების გასაფორმებლად საგადასახადო სამმართველოში წავიდა.	վարչություն; գրասենյակ	Նա գնաց հարկային վարչություն փաստաթղթեր ձևակերպելու։
4343:菊花	菊花	菊花	ქრიზანთემა	შემოდგომაზე პარკი ქრიზანთემებით ივსება.	քրիզանթեմ	Աշնանը այգին լցվում է քրիզանթեմներով։
4348:聚集	聚集	聚集	შეკრება; თავმოყრა	ხალხი მოედანზე შეიკრიბა.	հավաքվել; համախմբվել	Մարդիկ հավաքվեցին հրապարակում։
4351:捐款	捐款	捐款	ფულის შეწირვა; შემოწირულობა	ბევრმა ადამიანმა სტიქიის ზონას ფული შესწირა.	գումար նվիրաբերել; նվիրատվություն	Շատ մարդիկ գումար նվիրաբերեցին աղետի գոտուն։
4352:捐赠	捐赠	捐赠	შეწირვა; ჩუქება	კომპანიამ კომპიუტერების პარტია შესწირა.	նվիրաբերել; նվիրատվություն անել	Ընկերությունը մի խումբ համակարգիչներ նվիրաբերեց։
4358:军人	军人	军人	სამხედრო; ჯარისკაცი	იმ სამხედრო პირმა მოხუცს გზის გადაკვეთაში დაეხმარა.	զինվորական; զինվոր	Այդ զինվորականը օգնեց տարեց մարդուն անցնել ճանապարհը։
4360:卡片	卡片	卡片	ბარათი	მან ბარათზე კეთილი სურვილები დაწერა.	քարտ	Նա քարտի վրա բարեմաղթանքներ գրեց։
4361:开创	开创	开创	დაწყება; საფუძვლის ჩაყრა	ამ ტექნოლოგიამ ახალ ეპოქას ჩაუყარა საფუძველი.	սկիզբ դնել; նոր ուղի բացել	Այս տեխնոլոգիան սկիզբ դրեց նոր դարաշրջանի։
4362:开关	开关	开关	ჩამრთველი; გამრთველი	კართან მდებარე ჩამრთველი გაფუჭდა.	անջատիչ; միացուցիչ	Դռան մոտի անջատիչը փչացել է։
4363:开启	开启	开启	გახსნა; დაწყება	შეხვედრამ თანამშრომლობის ახალი შესაძლებლობები გახსნა.	բացել; սկսել	Հանդիպումը բացեց համագործակցության նոր հնարավորություններ։
4364:开设	开设	开设	გახსნა; დაარსება	სკოლამ ჩინური ენის კურსი გახსნა.	բացել; հիմնել	Դպրոցը բացեց չիներենի դասընթաց։
4365:开头	开头	开头	დასაწყისი	სტატიის დასაწყისი ძალიან მიმზიდველად არის დაწერილი.	սկիզբ	Հոդվածի սկիզբը շատ գրավիչ է գրված։
4369:看得起	看得起	看得起	პატივისცემა; დაფასება	ის ბევრს მუშაობს და სურს, სხვებმა დააფასონ.	հարգանքով նայել; բարձր գնահատել	Նա շատ է աշխատում և ուզում է, որ ուրիշները նրան հարգեն։
4370:看好	看好	看好	დადებითად ყურება; იმედის ქონა	ინვესტორები ამ დარგს დადებითად უყურებენ.	լավատես լինել; դրական գնահատել	Ներդրողները լավատես են այս ոլորտի նկատմամբ։
4371:看似	看似	看似	თითქოს; ერთი შეხედვით	ეს პრობლემა ერთი შეხედვით მარტივია, მაგრამ სინამდვილეში რთულია.	թվում է; կարծես	Այս խնդիրը թվում է պարզ, բայց իրականում բարդ է։
4372:看中	看中	看中	მოწონება; არჩევა	მას ერთი პატარა ბინა მოეწონა.	հավանել; ընտրել	Նա հավանեց մի փոքր բնակարան։
4373:看重	看重	看重	დაფასება; მნიშვნელობის მინიჭება	კომპანია თანამშრომლების უნარებს დიდ მნიშვნელობას ანიჭებს.	արժևորել; կարևորել	Ընկերությունը շատ է կարևորում աշխատակիցների կարողությունները։
4374:康复	康复	康复	გამოჯანმრთელება; რეაბილიტაცია	ოპერაციის შემდეგ ის კარგად გამოჯანმრთელდა.	ապաքինվել; վերականգնում	Վիրահատությունից հետո նա լավ ապաքինվեց։
4379:科	科	科	განყოფილება; საგანი	მან თერაპიის განყოფილებაში ვიზიტი ჩაიწერა.	բաժին; առարկա	Նա գրանցվեց ներքին բժշկության բաժնում։
4380:科幻	科幻	科幻	სამეცნიერო ფანტასტიკა	ეს სამეცნიერო ფანტასტიკის ფილმი ძალიან პოპულარულია.	գիտաֆանտաստիկա	Այս գիտաֆանտաստիկ ֆիլմը շատ սիրված է։
4382:科普	科普	科普	სამეცნიერო-პოპულარული ცოდნა	მასწავლებელმა მოსწავლეებს სამეცნიერო-პოპულარული ლექცია ჩაუტარა.	գիտահանրամատչելի գիտելիք	Ուսուցիչը աշակերտների համար գիտահանրամատչելի դասախոսություն անցկացրեց։
4387:客车	客车	客车	სამგზავრო ავტობუსი	სამგზავრო ავტობუსი დილის შვიდ საათზე გადის.	ուղևորատար ավտոբուս	Ուղևորատար ավտոբուսը մեկնում է առավոտյան յոթին։
4389:肯	肯	肯	თანახმა ყოფნა; მზად ყოფნა	ის მზად არის, დრო სხვების დახმარებას დაუთმოს.	պատրաստ լինել; համաձայն լինել	Նա պատրաստ է ժամանակ ծախսել ուրիշներին օգնելու համար։
4391:空地	空地	空地	ცარიელი მოედანი; თავისუფალი მიწა	ბავშვები ცარიელ მოედანზე ფეხბურთს თამაშობენ.	բաց տարածք; դատարկ հող	Երեխաները բաց տարածքում ֆուտբոլ են խաղում։
4393:口感	口感	口感	ტექსტურა; გემო პირში	ამ პურს ძალიან რბილი ტექსტურა აქვს.	համային զգացողություն; բերանային հյուսվածք	Այս հացը շատ փափուկ հյուսվածք ունի։
4394:口号	口号	口号	ლოზუნგი	ყველამ ერთად ლოზუნგი დაიყვირა.	կարգախոս	Բոլորը միասին կարգախոսը բղավեցին։
4399:酷	酷	酷	მაგარი; მოდური	ეს ქურთუკი ძალიან მოდურად გამოიყურება.	հիանալի; ոճային	Այս վերարկուն շատ ոճային է երևում։
4401:夸奖	夸奖	夸奖	შექება	მასწავლებელმა მისი წინსვლა შეაქო.	գովել	Ուսուցիչը գովեց նրա առաջընթացը։
4404:快捷	快捷	快捷	სწრაფი; მოსახერხებელი	ონლაინ გადახდა ძალიან სწრაფი და მოსახერხებელია.	արագ; հարմար	Առցանց վճարումը շատ արագ և հարմար է։
4405:款	款	款	მოდელი; სტილი	ტელეფონის ეს მოდელი კარგად იყიდება.	մոդել; ձև	Այս հեռախոսի մոդելը լավ է վաճառվում։
4408:困扰	困扰	困扰	შეწუხება; აწუხებდეს	ეს პრობლემა მას დიდხანს აწუხებდა.	անհանգստացնել; նեղել	Այս խնդիրը նրան երկար ժամանակ անհանգստացնում էր։
4409:扩展	扩展	扩展	გაფართოება; განვრცობა	კომპანია საზღვარგარეთის ბაზრის გაფართოებას გეგმავს.	ընդլայնել; տարածել	Ընկերությունը ծրագրում է ընդլայնել արտասահմանյան շուկան։
4410:落	落	落	დატოვება; ჩამორჩენა	მან ტელეფონი ტაქსიში დატოვა.	մոռանալ թողնել; հետ մնալ	Նա հեռախոսը թողեց տաքսիում։
4413:来临	来临	来临	მოახლოება; დადგომა	გაზაფხულის დღესასწაული მალე დადგება.	մոտենալ; գալ	Գարնան տոնը շուտով կգա։
4414:来往	来往	来往	მიმოსვლა; ურთიერთობა	ამ გზაზე ბევრი მანქანა მოძრაობს.	երթևեկել; հարաբերություններ ունենալ	Այս ճանապարհով շատ մեքենաներ են երթևեկում։
4415:赖	赖	赖	დაბრალება; დამოკიდებულება	ამ საქმეს მას ვერ დავაბრალებთ.	մեղադրել; կախված լինել	Այս գործի համար նրան մեղադրել չի կարելի։
4417:栏	栏	栏	გრაფა; სვეტი	გთხოვ, სახელის გრაფაში სახელი ჩაწერო.	սյունակ; դաշտ	Խնդրում եմ անունը գրիր անվան դաշտում։
4418:兰花	兰花	兰花	ორქიდეა	ფანჯრის რაფაზე ორქიდეა აყვავდა.	խոլորձ	Պատուհանագոգի խոլորձը ծաղկել է։
4420:狼	狼	狼	მგელი	ღამით მთიდან მგლის ყმუილი ისმოდა.	գայլ	Գիշերը սարից գայլի ոռնոց էր լսվում։
4422:牢	牢	牢	მტკიცე; გამძლე	ეს სკამი ძალიან მტკიცეა.	ամուր; դիմացկուն	Այս աթոռը շատ ամուր է։
4423:劳动力	劳动力	劳动力	სამუშაო ძალა	ამ დარგს დიდი სამუშაო ძალა სჭირდება.	աշխատուժ	Այս ոլորտին մեծ աշխատուժ է պետք։
4426:老太太	老太太	老太太	ხანდაზმული ქალი; მოხუცი ქალბატონი	ის ხანდაზმული ქალი ყოველდღე პარკში სასეირნოდ მოდის.	տարեց կին; պառավ տիկին	Այդ տարեց կինը ամեն օր այգի է գալիս զբոսնելու։
4427:乐于	乐于	乐于	სიხარულით მზად ყოფნა	ის სიამოვნებით იღებს ახალ გამოწვევებს.	սիրով պատրաստ լինել	Նա սիրով ընդունում է նոր մարտահրավերները։
4429:类别	类别	类别	კატეგორია; კლასი	გთხოვ, ფაილები კატეგორიების მიხედვით დაალაგო.	կատեգորիա; դաս	Խնդրում եմ ֆայլերը դասավորիր ըստ կատեգորիայի։
4430:理	理	理	ყურადღების მიქცევა; პასუხის გაცემა	მან ჩემს კითხვას ყურადღება არ მიაქცია.	ուշադրություն դարձնել; պատասխանել	Նա իմ հարցին ուշադրություն չդարձրեց։
4431:理财	理财	理财	ფინანსების მართვა	მან ფინანსების მართვის სწავლა დაიწყო.	ֆինանսներ կառավարել	Նա սկսեց սովորել ֆինանսներ կառավարել։
4432:理科	理科	理科	საბუნებისმეტყველო საგნები	საშუალო სკოლაში მან საბუნებისმეტყველო მიმართულება აირჩია.	բնագիտական առարկաներ	Ավագ դպրոցում նա ընտրեց բնագիտական առարկաներ։
4433:理念	理念	理念	იდეა; პრინციპი	ეს კომპანია გარემოს დაცვის პრინციპებს აფასებს.	գաղափար; սկզբունք	Այս ընկերությունը կարևորում է բնապահպանական սկզբունքները։
4434:理性	理性	理性	რაციონალური; გონივრული	ამ საკითხზე გონივრულად უნდა ვიმსჯელოთ.	ռացիոնալ; բանական	Մենք պետք է այս հարցը ռացիոնալ քննարկենք։
4435:立	立	立	დადგმა; აღმართვა	შესასვლელთან დაფა დგას.	կանգնել; տեղադրել	Մուտքի մոտ ցուցանակ է կանգնած։
4438:力度	力度	力度	ძალა; ინტენსივობა	მთავრობამ მხარდაჭერის ძალა გაზარდა.	ուժ; ինտենսիվություն	Կառավարությունը մեծացրեց աջակցության ուժը։
4439:历经	历经	历经	გამოვლა; გადატანა	ამ ქალაქმა ბევრი ცვლილება გამოიარა.	անցնել; ապրել	Այս քաղաքը բազմաթիվ փոփոխություններ է անցել։
4440:历年	历年	历年	გასული წლები; წლების განმავლობაში	გასული წლების მონაცემები აქ ინახება.	անցած տարիներ	Անցած տարիների տվյալները պահվում են այստեղ։
4443:联合国	联合国	联合国	გაერთიანებული ერების ორგანიზაცია	გაერთიანებული ერების ორგანიზაციამ ახალი ანგარიში გამოაქვეყნა.	Միավորված ազգերի կազմակերպություն	Միավորված ազգերի կազմակերպությունը հրապարակեց նոր զեկույց։
4444:联网	联网	联网	ქსელში ჩართვა; ინტერნეტთან დაკავშირება	ეს კომპიუტერი ჯერ ინტერნეტთან არ არის დაკავშირებული.	ցանցին միանալ; համացանցին միանալ	Այս համակարգիչը դեռ համացանցին միացված չէ։
4446:链接	链接	链接	ბმული	გთხოვ, ბმული გამომიგზავნო.	հղում	Խնդրում եմ հղումն ուղարկիր ինձ։
4447:两岸	两岸	两岸	ორივე ნაპირი; ორივე მხარე	ორივე ნაპირის ხედი ძალიან ლამაზია.	երկու ափ; երկու կողմ	Երկու ափերի տեսարանն էլ գեղեցիկ է։
4448:两极	两极	两极	ორი პოლუსი; უკიდურესობები	ამ საკითხმა ორი უკიდურესი რეაქცია გამოიწვია.	երկու բևեռ; ծայրահեղություններ	Այս հարցը երկու ծայրահեղ արձագանք առաջացրեց։
4450:料1	料1	料	მასალა; ინგრედიენტი	ამ კერძის მოსამზადებლად ახალი ინგრედიენტები უნდა მოამზადო.	նյութ; բաղադրիչ	Այս ուտեստը պատրաստելու համար պետք է թարմ բաղադրիչներ պատրաստել։
4451:料2	料2	料	მოლოდინი; ვარაუდი	არ ველოდი, რომ ის ასე ადრე მოვიდოდა.	ակնկալել; կանխատեսել	Ես չէի ակնկալում, որ նա այդքան շուտ կգա։
4454:流程	流程	流程	პროცესი; სამუშაო ნაკადი	გთხოვ, ჯერ რეგისტრაციის პროცესი გაიგო.	գործընթաց; ընթացակարգ	Խնդրում եմ նախ ծանոթացիր գրանցման գործընթացին։
4455:流动	流动	流动	დინება; გადაადგილება	დღესასწაულებზე ქალაქში მოსახლეობის გადაადგილება დიდია.	հոսել; տեղաշարժվել	Տոներին քաղաքում բնակչության տեղաշարժը մեծ է։
4456:浏览器	浏览器	浏览器	ბრაუზერი	გთხოვ, ეს ვებგვერდი ბრაუზერით გახსნა.	զննարկիչ	Խնդրում եմ այս կայքէջը բացիր զննարկիչով։
4457:流量	流量	流量	ტრაფიკი; მონაცემთა ნაკადი	ამ ვებგვერდს დღეს მაღალი ტრაფიკი აქვს.	այցելությունների հոսք; տվյալների հոսք	Այս կայքն այսօր մեծ այցելությունների հոսք ունի։
4458:流入	流入	流入	შედინება; შიგნით ჩადინება	წვიმის წყალი მიწისქვეშა მილებში ჩაედინა.	ներհոսել; ներս հոսել	Անձրևաջուրը ներհոսեց ստորգետնյա խողովակների մեջ։
4460:楼道	楼道	楼道	სადარბაზოს დერეფანი; კიბის უჯრედი	სადარბაზოს დერეფანში ზედმეტი ნივთები არ დააწყო.	միջանցք; աստիճանավանդակ	Միջանցքում ավելորդ իրեր մի կուտակիր։
4461:露	露	露	გამოჩენა; გამოჩენა რაღაცის	როცა გაიღიმა, კბილები გამოუჩნდა.	երևացնել; բացահայտել	Երբ նա ժպտաց, ատամները երևացին։
4462:漏洞	漏洞	漏洞	ხარვეზი; უსაფრთხოების სისუსტე	ამ სისტემაში უსაფრთხოების ხარვეზი არსებობს.	բացթողում; խոցելիություն	Այս համակարգում անվտանգության խոցելիություն կա։
4463:露1	露1	露	გამოჩენა; თავის გამოჩენა	ის ბოლოს და ბოლოს გამოჩნდა.	երևալ; հայտնվել	Նա վերջապես հայտնվեց։
4464:路程	路程	路程	მანძილი; გზა	აქედან სკოლამდე მანძილი შორი არ არის.	ճանապարհ; հեռավորություն	Այստեղից դպրոց ճանապարհը հեռու չէ։
4465:路况	路况	路况	გზის მდგომარეობა	მძღოლმა გზის მდგომარეობა წინასწარ გადაამოწმა.	ճանապարհային վիճակ	Վարորդը նախապես ստուգեց ճանապարհային վիճակը։
4466:路面	路面	路面	გზის საფარი	წვიმის შემდეგ გზის საფარი ძალიან სრიალაა.	ճանապարհի մակերես	Անձրևից հետո ճանապարհի մակերեսը սահուն է։
4467:录像	录像	录像	ვიდეოჩანაწერი; ვიდეოზე ჩაწერა	შეხვედრის მთელი მიმდინარეობა ვიდეოზე ჩაიწერა.	տեսագրություն; տեսագրել	Հանդիպման ամբողջ ընթացքը տեսագրվեց։
4468:录用	录用	录用	დაქირავება; სამსახურში აყვანა	კომპანიამ მისი სამსახურში აყვანა გადაწყვიტა.	աշխատանքի ընդունել	Ընկերությունը որոշեց նրան աշխատանքի ընդունել։
4469:录制	录制	录制	ჩაწერა	ისინი გადაცემას იწერენ.	ձայնագրել; տեսագրել	Նրանք հաղորդում են ձայնագրում։
4470:旅程	旅程	旅程	მოგზაურობა; მგზავრობა	ეს მოგზაურობა ჩემთვის დაუვიწყარი იყო.	ճանապարհորդություն	Այս ճանապարհորդությունը ինձ համար անմոռանալի էր։
4471:旅途	旅途	旅途	მგზავრობა; გზა	მგზავრობისას უსაფრთხოებას ყურადღება მიაქციე.	ուղևորություն; ճանապարհ	Ուղևորության ընթացքում պետք է ուշադրություն դարձնել անվտանգությանը։
4473:率	率	率	მაჩვენებელი; პროცენტული წილი	ამ რეგიონში დასაქმების მაჩვენებელი მაღალია.	ցուցանիշ; տոկոսադրույք	Այս շրջանում զբաղվածության ցուցանիշը բարձր է։
4474:绿化	绿化	绿化	გამწვანება	ქალაქის გამწვანება ჰაერს უკეთესს ხდის.	կանաչապատում	Քաղաքային կանաչապատումը օդը ավելի լավ է դարձնում։
4475:轮	轮	轮	რაუნდი; რიგი; ბორბალი	ამ რაუნდში მან კარგად იასპარეზა.	փուլ; հերթ; անիվ	Մրցույթի այս փուլում նա լավ հանդես եկավ։
4478:轮椅	轮椅	轮椅	ინვალიდის ეტლი	მოხუცი ინვალიდის ეტლით ლიფტში შევიდა.	անվասայլակ	Տարեց մարդը անվասայլակով մտավ վերելակ։
4479:轮子	轮子	轮子	ბორბალი	ჩემოდნის ბორბალი გაფუჭდა.	անիվ	Ճամպրուկի անիվը փչացել է։
4481:落地	落地	落地	დაშვება; მიწაზე დაჯდომა	თვითმფრინავი უსაფრთხოდ დაეშვა.	վայրէջք կատարել; գետնին հասնել	Ինքնաթիռը անվտանգ վայրէջք կատարեց։
4487:埋	埋	埋	დამარხვა	ბავშვმა ნიჟარა ქვიშაში დამარხა.	թաղել	Երեխան խեցին թաղեց ավազի մեջ։
4492:盲人	盲人	盲人	უსინათლო ადამიანი	ამ გადასასვლელთან უსინათლოთათვის ბილიკია.	կույր մարդ; տեսողության խնդիր ունեցող մարդ	Այս խաչմերուկում տեսողության խնդիր ունեցող մարդկանց համար ուղի կա։
4493:冒	冒	冒	ამოსვლა; რისკზე წასვლა	ქვაბიდან ორთქლი ამოდის.	դուրս գալ; ռիսկի դիմել	Կաթսայից գոլորշի է դուրս գալիս։
4496:煤	煤	煤	ქვანახშირი	ეს ქარხანა ადრე ელექტროენერგიას ქვანახშირით აწარმოებდა.	ածուխ	Այս գործարանը նախկինում էլեկտրաէներգիա էր արտադրում ածուխով։
4497:梅花	梅花	梅花	ქლიავის ყვავილი	ზამთარში ქლიავის ყვავილები ლამაზად ყვავის.	սալորենու ծաղիկ	Ձմռանը սալորենու ծաղիկները գեղեցիկ են ծաղկում։
4502:密	密	密	ხშირი; მჭიდრო	ეს ტყე ძალიან ხშირია.	խիտ; սերտ	Այս անտառը շատ խիտ է։
4505:密集	密集	密集	მჭიდრო; ხშირი	აქ მოსახლეობა მჭიდროდ არის დასახლებული.	խիտ; կենտրոնացված	Այստեղ բնակչությունը խիտ է։
4506:棉	棉	棉	ბამბა	ეს ტანსაცმელი ბამბისაა.	բամբակ	Այս հագուստը բամբակից է։
4507:免	免	免	გათავისუფლება; თავიდან აცილება	ბავშვებს უფასოდ შესვლა შეუძლიათ.	ազատել; խուսափել	Երեխաները կարող են անվճար մտնել։
4509:免税	免税	免税	გადასახადისგან თავისუფალი	აეროპორტში გადასახადისგან თავისუფალი მაღაზიებია.	հարկերից ազատ; առանց հարկի	Օդանավակայանում հարկերից ազատ խանութներ կան։
4511:面部	面部	面部	სახე; სახის არე	ექიმმა მის სახეზე ჭრილობა შეამოწმა.	դեմք; դեմքի հատված	Բժիշկը ստուգեց նրա դեմքի վերքը։
4512:面粉	面粉	面粉	ფქვილი	პურის მოსამზადებლად ერთი ტომარა ფქვილი მჭირდება.	ալյուր	Հաց պատրաստելու համար ինձ մի պարկ ալյուր է պետք։
4516:妙	妙	妙	საოცარი; მოხერხებული	ეს ხერხი მართლაც საოცარია.	հրաշալի; հնարամիտ	Այս միջոցը իսկապես հնարամիտ է։
4517:灭	灭	灭	ჩაქრობა; გაქრობა	ქარმა სანთელი ჩააქრო.	մարել; հանգցնել	Քամին հանգցրեց մոմը։
4518:民歌	民歌	民歌	ხალხური სიმღერა	მას ბევრი ხალხური სიმღერის მღერა შეუძლია.	ժողովրդական երգ	Նա կարող է շատ ժողովրդական երգեր երգել։
4520:民俗	民俗	民俗	ხალხური წეს-ჩვეულებები	ეს გამოფენა ადგილობრივ ხალხურ წეს-ჩვეულებებს აცნობს.	ժողովրդական սովորույթներ	Այս ցուցահանդեսը ներկայացնում է տեղական ժողովրդական սովորույթները։
4521:民宿	民宿	民宿	საოჯახო სასტუმრო	შაბათ-კვირას მთაში საოჯახო სასტუმროში დავრჩით.	հյուրատուն; ընտանեկան հյուրանոց	Հանգստյան օրերին մենք մնացինք լեռան հյուրատանը։
4522:民众	民众	民众	მოსახლეობა; ხალხი	მოსახლეობა ახალ პოლიტიკას დიდ ყურადღებას აქცევს.	ժողովուրդ; հանրություն	Հանրությունը մեծ ուշադրություն է դարձնում նոր քաղաքականությանը։
4525:明亮	明亮	明亮	ნათელი; კაშკაშა	საკლასო ოთახი ძალიან ნათელია.	լուսավոր; պայծառ	Դասասենյակը շատ լուսավոր է։
4527:名气	名气	名气	სახელი; პოპულარობა	ეს მწერალი ძალიან ცნობილია.	համբավ; ճանաչում	Այս գրողը մեծ ճանաչում ունի։
4528:名胜	名胜	名胜	ცნობილი ღირსშესანიშნაობა	პეკინში ბევრი ცნობილი ღირსშესანიშნაობაა.	հայտնի տեսարժան վայր	Պեկինում շատ հայտնի տեսարժան վայրեր կան։
4532:模拟	模拟	模拟	სიმულაცია; მიბაძვა	მოსწავლეებმა გაკვეთილზე გასაუბრების სიმულაცია ჩაატარეს.	մոդելավորել; նմանակել	Աշակերտները դասարանում հարցազրույց մոդելավորեցին։
4533:模特儿	模特儿	模特儿	მოდელი	მოდელი ახალი ტანსაცმლით სცენაზე ავიდა.	մոդել	Մոդելը նորաձև հագուստով բեմ բարձրացավ։
4538:母	母	母	დედალი; დედა	ამ დედალმა კატამ ახლახან კნუტები გააჩინა.	էգ; մայր	Այս էգ կատուն հենց նոր ձագեր է ծնել։
4540:木材	木材	木材	ხე-ტყე; მერქანი	ამ ხე-ტყით ავეჯის გაკეთება შეიძლება.	փայտանյութ; փայտ	Այս փայտանյութով կարելի է կահույք պատրաստել։
4542:奶粉	奶粉	奶粉	რძის ფხვნილი	დედამ ბავშვისთვის რძის ფხვნილი გახსნა.	կաթի փոշի	Մայրը երեխայի համար կաթի փոշի խառնեց։
4543:难点	难点	难点	სირთულე; რთული ნაწილი	გრამატიკა ამ გაკვეთილის რთული ნაწილია.	դժվար կետ; բարդ մաս	Քերականությունը այս դասի բարդ մասն է։
4544:南极洲	南极洲	南极洲	ანტარქტიდა	ანტარქტიდის კლიმატი ძალიან ცივია.	Անտարկտիդա	Անտարկտիդայի կլիման շատ ցուրտ է։
4545:南美洲	南美洲	南美洲	სამხრეთი ამერიკა	სამხრეთ ამერიკას მდიდარი ბუნებრივი რესურსები აქვს.	Հարավային Ամերիկա	Հարավային Ամերիկան հարուստ բնական պաշարներ ունի։
4548:脑子	脑子	脑子	ტვინი; გონება	მას გონება ძალიან სწრაფად უმუშავებს.	ուղեղ; միտք	Նրա միտքը շատ արագ է աշխատում։
4551:内外	内外	内外	შიგნით და გარეთ	ეს შენობა შიგნითაც და გარეთაც სუფთაა.	ներս ու դուրս	Այս շենքը ներսից և դրսից մաքուր է։
4552:内衣	内衣	内衣	საცვალი	მან საცვალი უჯრაში ჩადო.	ներքնազգեստ	Նա ներքնազգեստը դրեց դարակի մեջ։
4555:泥	泥	泥	ტალახი	წვიმის შემდეგ გზაზე სულ ტალახია.	ցեխ	Անձրևից հետո ճանապարհը ամբողջությամբ ցեխոտ է։
4557:年终	年终	年终	წლის ბოლო	წლის ბოლოს ანგარიში მომავალ კვირას უნდა ჩაბარდეს.	տարեվերջ	Տարեվերջյան ամփոփումը պետք է ներկայացվի հաջորդ շաբաթ։
4558:念书	念书	念书	სწავლა; სკოლაში სიარული	ბავშვობაში ის სოფელში სწავლობდა.	սովորել; դպրոց գնալ	Մանկության տարիներին նա գյուղում էր սովորում։
4559:扭	扭	扭	მობრუნება; დაჭიმვა	მან შემთხვევით ფეხი იღრძო.	ոլորել; վնասել	Նա պատահաբար ոտքը ոլորեց։
4560:农产品	农产品	农产品	სასოფლო-სამეურნეო პროდუქტი	ბაზარში ბევრი ახალი სასოფლო-სამეურნეო პროდუქტია.	գյուղատնտեսական արտադրանք	Շուկայում շատ թարմ գյուղատնտեսական արտադրանք կա։
4562:农田	农田	农田	სასოფლო-სამეურნეო მიწა; ყანა	გაზაფხულზე ყანები მწვანედ არის დაფარული.	գյուղատնտեսական հող; արտ	Գարնանը արտերը կանաչով են ծածկված։
4563:暖	暖	暖	თბილი; გათბობა	ამინდი გათბა და ყვავილებიც აყვავდა.	տաք; տաքանալ	Եղանակը տաքացավ, և ծաղիկներն էլ բացվեցին։
4564:暖气	暖气	暖气	გათბობა	ჩრდილოეთში ზამთარში ხშირად იყენებენ გათბობას.	ջեռուցում	Հյուսիսում ձմռանը հաճախ ջեռուցում են օգտագործում։
4569:排名	排名	排名	რეიტინგი; რიგითობა	ამ შეჯიბრში ადგილები შედეგების მიხედვით განისაზღვრება.	դասակարգում; վարկանիշ	Այս մրցույթում դասակարգումը կատարվում է ըստ արդյունքների։
4570:盘	盘	盘	თეფში; ლანგარი	ოფიციანტმა ხილის თეფში მოიტანა.	ափսե; սկուտեղ	Մատուցողը բերեց մի ափսե միրգ։
4573:抛	抛	抛	სროლა; აგდება	მან ბურთი მაღლა აისროლა.	նետել; վեր գցել	Նա գնդակը բարձր վեր նետեց։
4574:泡	泡	泡	დალბობა; ბუშტი	ლობიო მთელი ღამით წყალში დაალბე.	թրջել; պղպջակ	Լոբին ամբողջ գիշեր թրջիր ջրի մեջ։
4576:陪同	陪同	陪同	თანხლება	გიდი სტუმრებს მუზეუმის დათვალიერებისას ახლდა.	ուղեկցել	Էքսկուրսավարը հյուրերին ուղեկցեց թանգարանում։
4581:喷	喷	喷	შესხურება; ამოფრქვევა	შადრევანი წყალს ჰაერში ასხურებს.	ցողել; ժայթքել	Շատրվանը ջուր է ցողում օդի մեջ։
4583:碰撞	碰撞	碰撞	შეჯახება	ორ მანქანას გზაჯვარედინზე შეჯახება მოუვიდა.	բախվել; բախում	Երկու մեքենա խաչմերուկում բախվեցին։
4585:皮	皮	皮	კანი; ტყავი	ეს ფეხსაცმელი ტყავისაა.	մաշկ; կաշի	Այս կոշիկները կաշվից են։
4589:骗子	骗子	骗子	თაღლითი	პოლიციამ ის თაღლითი დაიჭირა.	խաբեբա	Ոստիկանությունը բռնեց այդ խաբեբային։
