hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
916:牙	牙	牙	zub	Malo me boli zub.	zob	Malo me boli zob.	dantis	Man šiek tiek skauda dantį.	zobs	Man mazliet sāp zobs.	hammas	Mul valutab natuke hammas.	tönn	Tönnin mín verkjar aðeins.
917:牙刷	牙刷	牙刷	četkica za zube	Kupio sam novu četkicu za zube.	zobna ščetka	Kupil sem novo zobno ščetko.	dantų šepetėlis	Nusipirkau naują dantų šepetėlį.	zobu birste	Es nopirku jaunu zobu birsti.	hambahari	Ostsin uue hambaharja.	tannbursti	Ég keypti nýjan tannbursta.
918:羊	羊	羊	ovca; koza	Na planini ima nekoliko ovaca.	ovca; koza	Na gori je nekaj ovac.	avis; ožka	Kalne yra kelios avys.	aita; kaza	Kalnā ir dažas aitas.	lammas; kits	Mäel on mõned lambad.	sauðkind; geit	Á fjallinu eru nokkrar kindur.
919:养	养	养	gajiti; držati	Njegova porodica drži jednu mačku.	gojiti; imeti	Njegova družina ima mačko.	auginti; laikyti	Jo šeima laiko katę.	audzēt; turēt	Viņa ģimene tur kaķi.	kasvatama; pidama	Tema pere peab kassi.	ala upp; halda	Fjölskylda hans heldur kött.
924:一块儿	一块儿	一块儿	zajedno	Hajde da idemo zajedno da jedemo.	skupaj	Pojdimo skupaj jest.	kartu	Eikime kartu pavalgyti.	kopā	Iesim kopā paēst.	koos	Lähme koos sööma.	saman	Förum saman að borða.
926:以后	以后	以后	posle; kasnije	Posle časa idem kući.	potem; kasneje	Po pouku grem domov.	po; vėliau	Po pamokos einu namo.	pēc; vēlāk	Pēc stundas es eju mājās.	pärast; hiljem	Pärast tundi lähen koju.	eftir; seinna	Ég fer heim eftir tímann.
928:以上	以上	以上	iznad; više od	Osobe starije od osamnaest godina mogu kupiti kartu.	nad; več kot	Osebe, starejše od osemnajst let, lahko kupijo vozovnico.	virš; daugiau nei	Vyresni nei aštuoniolikos metų gali pirkti bilietą.	virs; vairāk nekā	Cilvēki, kas vecāki par astoņpadsmit gadiem, var nopirkt biļeti.	üle; rohkem kui	Üle kaheksateist aasta vanad inimesed saavad pileti osta.	yfir; meira en	Fólk yfir átján ára aldri má kaupa miða.
929:以外	以外	以外	izvan; osim	Izvan učionice je veoma tiho.	zunaj; razen	Zunaj učilnice je zelo tiho.	už; išskyrus	Už klasės labai tylu.	ārpus; izņemot	Ārpus klases ir ļoti kluss.	väljaspool; peale	Väljaspool klassiruumi on väga vaikne.	fyrir utan; nema	Fyrir utan kennslustofuna er mjög hljótt.
931:以下	以下	以下	ispod; sledeće	Molim te, pažljivo pročitaj sledeći sadržaj.	spodaj; naslednje	Prosimo, pozorno preberi naslednjo vsebino.	žemiau; toliau pateikta	Prašau atidžiai perskaityti toliau pateiktą turinį.	zemāk; turpmāk	Lūdzu, rūpīgi izlasi turpmāko saturu.	allpool; järgnevalt	Palun loe järgnev sisu hoolikalt läbi.	fyrir neðan; eftirfarandi	Vinsamlegast lestu eftirfarandi efni vandlega.
937:银行卡	银行卡	银行卡	bankovna kartica	Ne mogu da nađem svoju bankovnu karticu.	bančna kartica	Ne najdem svoje bančne kartice.	banko kortelė	Nerandu savo banko kortelės.	bankas karte	Es nevaru atrast savu bankas karti.	pangakaart	Ma ei leia oma pangakaarti.	bankakort	Ég finn ekki bankakortið mitt.
942:邮件	邮件	邮件	mejl; elektronska pošta	Poslao sam jedan mejl.	e-pošta	Poslal sem eno e-pošto.	el. laiškas; paštas	Išsiunčiau el. laišką.	e-pasts; pasts	Es nosūtīju vienu e-pastu.	e-kiri; post	Saatsin ühe e-kirja.	tölvupóstur; póstur	Ég sendi tölvupóst.
943:游客	游客	游客	turista; posetilac	Ovde svakog dana ima mnogo turista.	turist; obiskovalec	Tukaj je vsak dan veliko turistov.	turistas; lankytojas	Čia kasdien yra daug turistų.	tūrists; apmeklētājs	Šeit katru dienu ir daudz tūristu.	turist; külastaja	Siin on iga päev palju turiste.	ferðamaður; gestur	Hér eru margir ferðamenn á hverjum degi.
945:邮箱	邮箱	邮箱	mejl sanduče; poštansko sanduče	Molim te, pošalji dokument u moje mejl sanduče.	e-poštni predal; poštni nabiralnik	Prosim, pošlji dokument v moj e-poštni predal.	el. pašto dėžutė; pašto dėžutė	Prašau nusiųsti failą į mano el. pašto dėžutę.	e-pasta iesūtne; pastkaste	Lūdzu, nosūti failu uz manu e-pasta iesūtni.	e-postkast; postkast	Palun saada fail minu e-postkasti.	pósthólf; tölvupósthólf	Vinsamlegast sendu skjalið í tölvupósthólfið mitt.
946:有关	有关	有关	povezan sa; u vezi sa	Ova knjiga je povezana sa kineskom kulturom.	povezan z; v zvezi s	Ta knjiga je povezana s kitajsko kulturo.	susijęs su	Ši knyga susijusi su kinų kultūra.	saistīts ar	Šī grāmata ir saistīta ar ķīniešu kultūru.	seotud	Sellel raamatul on seos Hiina kultuuriga.	tengdur; varðar	Þessi bók tengist kínverskri menningu.
948:有用	有用	有用	koristan	Ovaj metod je veoma koristan.	uporaben	Ta metoda je zelo uporabna.	naudingas	Šis būdas labai naudingas.	noderīgs	Šī metode ir ļoti noderīga.	kasulik	See meetod on väga kasulik.	gagnlegur	Þessi aðferð er mjög gagnleg.
952:雨衣	雨衣	雨衣	kabanica	Kada pada kiša, obuci kabanicu.	dežni plašč	Ko dežuje, obleci dežni plašč.	lietpaltis	Kai lyja, apsivilk lietpaltį.	lietussmētelis	Lietus laikā uzvelc lietussmēteli.	vihmamantel	Vihma korral pane vihmamantel selga.	regnfrakki	Vertu í regnfrakka þegar rignir.
954:遇见	遇见	遇见	sresti; naleteti na	Na putu sam sreo nastavnika.	srečati; naleteti na	Na poti sem srečal učitelja.	sutikti; netikėtai susidurti	Kelyje sutikau mokytoją.	satikt; nejauši sastapt	Pa ceļam es satiku skolotāju.	kohtama; kokku sattuma	Kohtasin teel õpetajat.	hitta; rekast á	Ég rakst á kennarann á leiðinni.
955:园	园	园	vrt; park	U ovom vrtu ima mnogo cveća.	vrt; park	V tem vrtu je veliko rož.	sodas; parkas	Šiame sode yra daug gėlių.	dārzs; parks	Šajā dārzā ir daudz ziedu.	aed; park	Selles aias on palju lilli.	garður	Í þessum garði eru mörg blóm.
956:员	员	员	sufiks za osobu u ulozi	Moj stariji brat je konobar.	pripona za osebo v vlogi	Moj starejši brat je natakar.	priesaga asmeniui pagal vaidmenį	Mano vyresnysis brolis yra padavėjas.	piedēklis personas lomai	Mans vecākais brālis ir viesmīlis.	rolli tähistav isikuliide	Mu vanem vend on teenindaja.	viðskeyti fyrir hlutverk	Eldri bróðir minn er þjónn.
960:运动会	运动会	运动会	sportsko takmičenje	Škola će sledeće nedelje održati sportsko takmičenje.	športno srečanje	Šola bo naslednji teden pripravila športno srečanje.	sporto varžybos	Mokykla kitą savaitę rengs sporto varžybas.	sporta sacensības	Skola nākamnedēļ rīkos sporta sacensības.	spordivõistlus	Kool korraldab järgmisel nädalal spordivõistluse.	íþróttamót	Skólinn heldur íþróttamót í næstu viku.
961:运动员	运动员	运动员	sportista	Ovaj sportista trči veoma brzo.	športnik	Ta športnik teče zelo hitro.	sportininkas	Šis sportininkas bėga labai greitai.	sportists	Šis sportists skrien ļoti ātri.	sportlane	See sportlane jookseb väga kiiresti.	íþróttamaður	Þessi íþróttamaður hleypur mjög hratt.
964:怎么办	怎么办	怎么办	šta raditi; kako rešiti	Ne znam šta da radim.	kaj storiti; kako rešiti	Ne vem, kaj naj storim.	ką daryti; kaip tvarkytis	Nežinau, ką daryti.	ko darīt; kā rīkoties	Es nezinu, ko darīt.	mida teha; kuidas toimida	Ma ei tea, mida teha.	hvað á að gera; hvernig leysa	Ég veit ekki hvað ég á að gera.
965:怎样	怎样	怎样	kako; kakav	Šta misliš o ovom metodu?	kako; kakšen	Kaj meniš o tej metodi?	kaip; koks	Ką manai apie šį būdą?	kā; kāds	Ko tu domā par šo metodi?	kuidas; missugune	Mida sa sellest meetodist arvad?	hvernig; hvers konar	Hvað finnst þér um þessa aðferð?
973:照相	照相	照相	fotografisati	Fotografišemo se na ulazu.	fotografirati	Fotografiramo se pri vhodu.	fotografuoti	Fotografuojamės prie įėjimo.	fotografēt	Mēs fotografējamies pie ieejas.	pildistama	Teeme sissepääsu juures pilti.	taka mynd	Við tökum mynd við innganginn.
974:直到	直到	直到	do; sve do	Vratio sam se kući tek uveče.	do; vse do	Šele zvečer sem se vrnil domov.	iki	Namo grįžau tik vakare.	līdz	Es atgriezos mājās tikai vakarā.	kuni	Jõudsin koju alles õhtul.	þangað til	Ég fór ekki heim fyrr en um kvöldið.
976:纸	纸	纸	papir	Na stolu je jedan list papira.	papir	Na mizi je list papirja.	popierius	Ant stalo yra lapas popieriaus.	papīrs	Uz galda ir papīra lapa.	paber	Laual on üks paberileht.	pappír	Það er blað á borðinu.
977:只能	只能	只能	moći samo	Danas pada kiša, možemo samo ostati kod kuće.	lahko samo	Danes dežuje, zato lahko ostanemo samo doma.	galėti tik	Šiandien lyja, todėl galime tik likti namuose.	var tikai	Šodien līst, tāpēc varam tikai palikt mājās.	saab ainult	Täna sajab, seega saame ainult koju jääda.	geta aðeins	Það rignir í dag, svo við getum aðeins verið heima.
978:只是	只是	只是	samo; tek	Samo želim da ti pomognem.	samo; zgolj	Samo pomagati ti želim.	tik; tiesiog	Aš tik noriu tau padėti.	tikai; vienkārši	Es tikai gribu tev palīdzēt.	ainult; lihtsalt	Ma tahan sind lihtsalt aidata.	bara; aðeins	Ég vil bara hjálpa þér.
980:只有	只有	只有	samo; ima samo	Ovde ima samo jedna soba.	samo; je samo	Tukaj je samo ena soba.	tik; yra tik	Čia yra tik vienas kambarys.	tikai; ir tikai	Šeit ir tikai viena istaba.	ainult; on ainult	Siin on ainult üks tuba.	aðeins; það er aðeins	Hér er aðeins eitt herbergi.
981:中	中	中	u; među	Na fotografiji ima troje ljudi.	v; med	Na fotografiji so trije ljudje.	viduje; tarp	Nuotraukoje yra trys žmonės.	iekš; starp	Fotogrāfijā ir trīs cilvēki.	sees; hulgas	Fotol on kolm inimest.	í; meðal	Á myndinni eru þrjár manneskjur.
989:住院	住院	住院	biti u bolnici	Deda je u bolnici.	biti v bolnišnici	Dedek je v bolnišnici.	gulėti ligoninėje	Senelis guli ligoninėje.	atrasties slimnīcā	Vectēvs ir slimnīcā.	haiglas olema	Vanaisa on haiglas.	vera á sjúkrahúsi	Afi er á sjúkrahúsi.
990:字典	字典	字典	rečnik	Koristim rečnik da proverim nove reči.	slovar	S slovarjem poiščem nove besede.	žodynas	Naudoju žodyną naujiems žodžiams ieškoti.	vārdnīca	Es izmantoju vārdnīcu, lai sameklētu jaunus vārdus.	sõnaraamat	Kasutan sõnaraamatut uute sõnade otsimiseks.	orðabók	Ég nota orðabók til að fletta upp nýjum orðum.
992:子	子	子	sufiks u imenicama	Na stolu je jedna knjiga.	pripona v samostalnikih	Na mizi je knjiga.	daiktavardžių priesaga	Ant stalo yra knyga.	lietvārdu piedēklis	Uz galda ir grāmata.	nimisõnade liide	Laual on üks raamat.	nafnorðsviðskeyti	Það er bók á borðinu.
993:总	总	总	uvek; uglavnom	On uvek rano stiže u školu.	vedno; na splošno	Vedno pride zgodaj v šolo.	visada; paprastai	Jis visada anksti atvyksta į mokyklą.	vienmēr; parasti	Viņš vienmēr agri ierodas skolā.	alati; üldiselt	Ta jõuab alati vara kooli.	alltaf; yfirleitt	Hann kemur alltaf snemma í skólann.
999:做客	做客	做客	biti gost	Za vikend idem u goste kod prijatelja.	biti gost	Za konec tedna grem na obisk k prijatelju.	būti svečiu	Savaitgalį eisiu pas draugą į svečius.	būt viesim	Nedēļas nogalē iešu ciemos pie drauga.	külas olema	Nädalavahetusel lähen sõbra juurde külla.	vera gestur	Um helgina fer ég í heimsókn til vinar míns.
