hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
1510:面试	面试	面试	အင်တာဗျူး	သူ မနက်ဖြန် မနက်မှာ အင်တာဗျူးဖြေမယ်။	សម្ភាសន៍	គាត់នឹងចូលរួមសម្ភាសន៍ព្រឹកស្អែក។	ການສຳພາດ	ລາວຈະໄປສຳພາດຕອນເຊົ້າມື້ອື່ນ.	अन्तर्वार्ता	ऊ भोलि बिहान अन्तर्वार्तामा सहभागी हुनेछ।
1513:末	末	末	အဆုံးပိုင်း	ဇွန်လအဆုံးပိုင်းမှာ ကျောင်းပိတ်ရက်စမယ်။	ចុង; ទីបញ្ចប់	វិស្សមកាលសាលាចាប់ផ្តើមនៅចុងខែមិថុនា។	ທ້າຍ; ຕອນຈົບ	ວັນພັກໂຮງຮຽນເລີ່ມຕອນທ້າຍເດືອນມິຖຸນາ.	अन्त्य	जुन महिनाको अन्त्यमा विद्यालय बिदा सुरु हुन्छ।
1514:母女	母女	母女	မိခင်နှင့်သမီး	ဒီမိခင်နဲ့သမီးက အတူခရီးသွားနေကြတယ်။	ម្តាយនិងកូនស្រី	ម្តាយនិងកូនស្រីគូនេះកំពុងធ្វើដំណើរជាមួយគ្នា។	ແມ່ແລະລູກສາວ	ແມ່ກັບລູກສາວຄູ່ນີ້ກຳລັງເດີນທາງນຳກັນ.	आमा र छोरी	यी आमा र छोरी सँगै यात्रा गर्दैछन्।
1516:母子	母子	母子	မိခင်နှင့်သား	ဒီမိခင်နဲ့သားက တောင်ပိုင်းမှာ နေကြတယ်။	ម្តាយនិងកូនប្រុស	ម្តាយនិងកូនប្រុសគូនេះរស់នៅភាគខាងត្បូង។	ແມ່ແລະລູກຊາຍ	ແມ່ກັບລູກຊາຍຄູ່ນີ້ອາໄສຢູ່ພາກໃຕ້.	आमा र छोरा	यी आमा र छोरा दक्षिणी भागमा बस्छन्।
1519:目的地	目的地	目的地	ဦးတည်ရာ; သွားမည့်နေရာ	ကျွန်တော်တို့ရဲ့ ဦးတည်ရာက ဘေဂျင်းဖြစ်တယ်။	គោលដៅដំណើរ	គោលដៅដំណើររបស់យើងគឺទីក្រុងប៉េកាំង។	ຈຸດໝາຍປາຍທາງ	ຈຸດໝາຍຂອງພວກເຮົາແມ່ນປັກກິ່ງ.	गन्तव्य	हाम्रो गन्तव्य बेइजिङ हो।
1522:南部	南部	南部	တောင်ပိုင်း	ဒီနိုင်ငံရဲ့ တောင်ပိုင်းက အရမ်းပူနွေးတယ်။	ភាគខាងត្បូង	ភាគខាងត្បូងនៃប្រទេសនេះកក់ក្តៅណាស់។	ພາກໃຕ້	ພາກໃຕ້ຂອງປະເທດນີ້ອົບອຸ່ນຫຼາຍ.	दक्षिणी भाग	यस देशको दक्षिणी भाग न्यानो छ।
1524:男士	男士	男士	အမျိုးသား; ဂျန်တယ်မန်	အမျိုးသားအိမ်သာက ဘယ်ဘက်မှာရှိတယ်။	បុរស; លោក	បន្ទប់ទឹកបុរសនៅខាងឆ្វេង។	ຜູ້ຊາຍ; ສຸພາບບຸລຸດ	ຫ້ອງນ້ຳຜູ້ຊາຍຢູ່ທາງຊ້າຍ.	पुरुष; सज्जन	पुरुष शौचालय बायाँतिर छ।
1526:难忘	难忘	难忘	မမေ့နိုင်သော	ဒီခရီးစဉ်က အလွန်မမေ့နိုင်စရာဖြစ်ခဲ့တယ်။	មិនអាចបំភ្លេចបាន	ដំណើរនេះមិនអាចបំភ្លេចបានទេ។	ລືມບໍ່ໄດ້	ການເດີນທາງນີ້ລືມບໍ່ໄດ້ຫຼາຍ.	अविस्मरणीय	यो यात्रा धेरै अविस्मरणीय थियो।
1527:男性	男性	男性	အမျိုးသား; ကျား	ဒီလှုပ်ရှားမှုမှာ အမျိုးသားနဲ့ အမျိုးသမီး နှစ်မျိုးလုံး ပါဝင်နိုင်တယ်။	ភេទប្រុស; បុរស	សកម្មភាពនេះស្វាគមន៍ទាំងបុរសនិងស្ត្រីចូលរួម។	ເພດຊາຍ; ຜູ້ຊາຍ	ກິດຈະກຳນີ້ຕ້ອນຮັບທັງຜູ້ຊາຍແລະຜູ້ຍິງເຂົ້າຮ່ວມ.	पुरुष; पुरुष लिङ्ग	यस गतिविधिमा पुरुष र महिला दुवैलाई स्वागत छ।
1530:内心	内心	内心	စိတ်အတွင်းပိုင်း; ခံစားချက်	တကယ်တော့ သူ့စိတ်ထဲမှာ အလွန်တင်းကြပ်နေတယ်။	ចិត្តខាងក្នុង; អារម្មណ៍	តាមពិត ក្នុងចិត្តគាត់តានតឹងណាស់។	ຈິດໃຈຂ້າງໃນ; ຄວາມຮູ້ສຶກ	ຈິງໆແລ້ວ ຂ້າງໃນໃຈລາວຕື່ນເຕັ້ນຫຼາຍ.	भित्री मन; भावना	भित्रभित्रै ऊ वास्तवमा धेरै तनावमा छ।
1531:能否	能否	能否	လုပ်နိုင်မလား; ဖြစ်နိုင်မလား	ကြိုတင်စာရင်းသွင်းလို့ ရနိုင်မလား မေးပါရစေ။	អាចឬអត់	សូមសួរថាតើអាចចុះឈ្មោះជាមុនបានឬអត់។	ສາມາດຫຼືບໍ່	ຂໍຖາມວ່າສາມາດລົງທະບຽນລ່ວງໜ້າໄດ້ບໍ່.	सक्छ कि सक्दैन	म सोध्न चाहन्छु, अग्रिम दर्ता गर्न सकिन्छ कि सकिँदैन?
1532:能够	能够	能够	လုပ်နိုင်သည်	သူ အလုပ်ကို ကိုယ်တိုင်ပြီးစီးအောင် လုပ်နိုင်တယ်။	អាច	គាត់អាចបញ្ចប់ការងារដោយឯករាជ្យ។	ສາມາດ	ລາວສາມາດເຮັດວຽກໃຫ້ສຳເລັດດ້ວຍຕົນເອງ.	सक्नु	ऊ स्वतन्त्र रूपमा काम पूरा गर्न सक्छ।
1535:年底	年底	年底	နှစ်ကုန်	ကုမ္ပဏီက နှစ်ကုန်မှာ အတူစားသောက်ပွဲ လုပ်မယ်။	ចុងឆ្នាំ	ក្រុមហ៊ុននឹងរៀបចំពិធីជប់លៀងនៅចុងឆ្នាំ។	ທ້າຍປີ	ບໍລິສັດຈະຈັດງານກິນລ້ຽງຕອນທ້າຍປີ.	वर्षको अन्त्य	कम्पनीले वर्षको अन्त्यमा सामूहिक भोज गर्नेछ।
1539:女性	女性	女性	အမျိုးသမီး; မိန်းမ	ဒီဆိုင်မှာ အမျိုးသမီးဖောက်သည် အများကြီးရှိတယ်။	ភេទស្រី; ស្ត្រី	ហាងនេះមានអតិថិជនស្ត្រីច្រើន។	ເພດຍິງ; ຜູ້ຍິງ	ຮ້ານນີ້ມີລູກຄ້າຜູ້ຍິງຫຼາຍ.	महिला; स्त्री	यो पसलमा धेरै महिला ग्राहक छन्।
1543:排	排	排	တန်းစီသည်; အတန်း	လူတိုင်းက တံခါးရှေ့မှာ တန်းစီနေကြတယ်။	តម្រង់ជួរ; ជួរ	មនុស្សគ្រប់គ្នាកំពុងតម្រង់ជួរនៅមាត់ទ្វារ។	ຕໍ່ແຖວ; ແຖວ	ທຸກຄົນກຳລັງຕໍ່ແຖວຢູ່ປະຕູ.	लाइन लाग्नु; पङ्क्ति	सबैजना ढोकामा लाइन लागिरहेका छन्।
1544:牌	牌	牌	ဆိုင်းဘုတ်; ကတ်; အမှတ်တံဆိပ်	တံခါးရှေ့က ဆိုင်းဘုတ်မှာ ဆိုင်ဖွင့်ချိန် ရေးထားတယ်။	ផ្លាក; កាត; ម៉ាក	ផ្លាកនៅមាត់ទ្វារសរសេរម៉ោងបើកហាង។	ປ້າຍ; ບັດ; ຍີ່ຫໍ້	ປ້າຍຢູ່ປະຕູຂຽນເວລາເປີດຮ້ານ.	साइन; कार्ड; ब्रान्ड	ढोकाको साइनमा खुल्ने समय लेखिएको छ।
1546:排球	排球	排球	ဘော်လီဘော	ကျွန်တော်တို့ ဒီနေ့မွန်းလွဲမှာ ဘော်လီဘောကစားမယ်။	បាល់ទះ	ពេលរសៀលយើងលេងបាល់ទះ។	ບານສົ່ງ	ພວກເຮົາຫຼິ້ນບານສົ່ງຕອນບ່າຍ.	भलिबल	हामी आज दिउँसो भलिबल खेल्दैछौँ।
1547:牌子	牌子	牌子	အမှတ်တံဆိပ်; ဆိုင်းဘုတ်	ဒီအမှတ်တံဆိပ်ရဲ့ အိတ်တွေက လူကြိုက်များတယ်။	ម៉ាក; ផ្លាក	កាបូបម៉ាកនេះពេញនិយមណាស់។	ຍີ່ຫໍ້; ປ້າຍ	ກະເປົາຍີ່ຫໍ້ນີ້ເປັນທີ່ນິຍົມຫຼາຍ.	ब्रान्ड; साइन	यो ब्रान्डका झोलाहरू धेरै लोकप्रिय छन्।
1560:葡萄酒	葡萄酒	葡萄酒	ဝိုင်	ညစာစားချိန်မှာ သူတို့ ဝိုင်နည်းနည်း သောက်ခဲ့တယ်။	ស្រាទំពាំងបាយជូរ	ពេលញ៉ាំអាហារពេលល្ងាច ពួកគេផឹកស្រាទំពាំងបាយជូរបន្តិច។	ເຫຼົ້າແວງ	ຕອນກິນເຂົ້າແລງ ພວກເຂົາດື່ມເຫຼົ້າແວງນ້ອຍໜຶ່ງ.	वाइन	रातिको खानामा उनीहरूले अलिकति वाइन पिए।
1562:普通	普通	普通	သာမန်; ပုံမှန်	ဒါက သာမန်စားသောက်ဆိုင်တစ်ဆိုင်ပါ။	ធម្មតា	នេះគឺជាភោជនីយដ្ឋានធម្មតាមួយ។	ທຳມະດາ	ນີ້ແມ່ນຮ້ານອາຫານທຳມະດາແຫ່ງໜຶ່ງ.	साधारण; सामान्य	यो एउटा साधारण रेस्टुरेन्ट हो।
1564:期	期	期	ကာလ; အဆင့်; အပိုင်း	ဒီသင်တန်းကို အဆင့်သုံးဆင့် ခွဲထားတယ်။	រយៈពេល; ដំណាក់កាល	វគ្គសិក្សានេះត្រូវបានបែងចែកជាបីដំណាក់កាល។	ໄລຍະ; ງວດ; ຂັ້ນຕອນ	ຫຼັກສູດນີ້ແບ່ງເປັນສາມໄລຍະ.	अवधि; चरण	यो कोर्स तीन चरणमा बाँडिएको छ।
1565:期末	期末	期末	စာသင်ကာလအဆုံး	စာသင်ကာလအဆုံး စာမေးပွဲ နီးလာပြီ။	ចុងឆមាស	ការប្រឡងចុងឆមាសជិតមកដល់ហើយ។	ທ້າຍພາກຮຽນ	ການສອບເສັງທ້າຍພາກຮຽນໃກ້ມາແລ້ວ.	सत्र अन्त्य	सत्र अन्त्यको परीक्षा नजिकिँदैछ।
1566:期中	期中	期中	စာသင်ကာလအလယ်	စာသင်ကာလအလယ် စာမေးပွဲက လာမယ့်အပတ်မှာပါ။	ពាក់កណ្តាលឆមាស	ការប្រឡងពាក់កណ្តាលឆមាសនៅសប្តាហ៍ក្រោយ។	ກາງພາກຮຽນ	ການສອບເສັງກາງພາກຮຽນຢູ່ອາທິດໜ້າ.	मध्यावधि	मध्यावधि परीक्षा अर्को हप्ता छ।
1569:起到	起到	起到	အကျိုးသက်ရောက်မှုရှိသည်; အခန်းကဏ္ဍရှိသည်	ဒီလှုပ်ရှားမှုက အလွန်ကောင်းတဲ့ အကျိုးသက်ရောက်မှု ရှိခဲ့တယ်။	មានតួនាទី; មានប្រសិទ្ធភាព	សកម្មភាពនេះមានប្រសិទ្ធភាពល្អណាស់។	ມີບົດບາດ; ມີຜົນ	ກິດຈະກຳນີ້ມີຜົນດີຫຼາຍ.	भूमिका खेल्नु; प्रभाव पार्नु	यस गतिविधिले धेरै राम्रो प्रभाव पारेको थियो।
1570:气	气	气	လေ; ဓာတ်ငွေ့	စက်ဘီးဘီးမှာ လေမရှိတော့ဘူး။	ខ្យល់; ឧស្ម័ន	កង់របស់កង់គ្មានខ្យល់ហើយ។	ອາກາດ; ກາສ	ຢາງລົດຖີບບໍ່ມີລົມແລ້ວ.	हावा; ग्यास	साइकलको टायरमा हावा छैन।
1572:汽水	汽水	汽水	ဆိုဒါ; အချိုရည်	ကလေးတွေက ဆိုဒါသောက်ရတာ ကြိုက်ကြတယ်။	ទឹកក្រូចមានហ្គាស	កុមារចូលចិត្តផឹកទឹកក្រូចមានហ្គាស។	ນ້ຳອັດລົມ	ເດັກນ້ອຍມັກດື່ມນ້ຳອັດລົມ.	सोडा	बालबालिकालाई सोडा पिउन मन पर्छ।
1573:气温	气温	气温	လေအပူချိန်	ဒီနေ့ အပူချိန်က မနေ့ကထက် ပိုမြင့်တယ်။	សីតុណ្ហភាពខ្យល់	សីតុណ្ហភាពថ្ងៃនេះខ្ពស់ជាងម្សិលមិញ។	ອຸນຫະພູມອາກາດ	ອຸນຫະພູມມື້ນີ້ສູງກວ່າມື້ວານ.	हावाको तापक्रम	आजको तापक्रम हिजोभन्दा बढी छ।
1574:千克	千克	千克	ကီလိုဂရမ်	ဒီဆန်အိတ်က ငါးကီလိုဂရမ် လေးတယ်။	គីឡូក្រាម	ថង់អង្ករនេះមានទម្ងន់ប្រាំគីឡូក្រាម។	ກິໂລກຣາມ	ຖົງເຂົ້ານີ້ໜັກຫ້າກິໂລກຣາມ.	किलोग्राम	यो चामलको झोला पाँच किलोग्राम तौलको छ।
1577:前方	前方	前方	ရှေ့ဘက်	ရှေ့ဘက်မှာ လမ်းဆုံတစ်ခုရှိတယ်။	ខាងមុខ	ខាងមុខមានផ្លូវប្រសព្វមួយ។	ຂ້າງໜ້າ	ຂ້າງໜ້າມີສີ່ແຍກໜຶ່ງ.	अगाडि	अगाडि एउटा चोक छ।
1578:前后	前后	前后	ရှေ့နောက်; အနီးပါး	အစည်းအဝေးက စုစုပေါင်း နှစ်နာရီလောက် ကြာခဲ့တယ်။	មុនក្រោយ; ប្រហែល	កិច្ចប្រជុំចំណាយពេលសរុបប្រហែលពីរម៉ោង។	ກ່ອນຫຼັງ; ປະມານ	ການປະຊຸມໃຊ້ເວລາລວມປະມານສອງຊົ່ວໂມງ.	वरिपरि; अघि-पछि	बैठक कुल करिब दुई घण्टा चल्यो।
1579:强	强	强	အားကောင်းသော; ခိုင်မာသော	ဒီအသင်းက အရမ်းအားကောင်းတယ်။	ខ្លាំង	ក្រុមនេះខ្លាំងណាស់។	ແຂງແຮງ; ເກັ່ງ	ທີມນີ້ແຂງແຮງຫຼາຍ.	बलियो	यो टोली धेरै बलियो छ।
1582:巧	巧	巧	တိုက်ဆိုင်သော; ကျွမ်းကျင်သော	တိုက်ဆိုင်လိုက်တာ၊ ကျွန်တော်တို့ ပြန်တွေ့ကြပြီ။	ចៃដន្យ; ប៉ិនប្រសប់	ចៃដន្យណាស់ យើងបានជួបគ្នាម្តងទៀត។	ບັງເອີນ; ຊຳນານ	ບັງເອີນຈັງ ພວກເຮົາພົບກັນອີກແລ້ວ.	संयोग; सिपालु	कस्तो संयोग, हामी फेरि भेट्यौँ।
1585:琴	琴	琴	တူရိယာ	သူက ငယ်ငယ်ကတည်းက တူရိယာတီးတာ သင်လာခဲ့တယ်။	ឧបករណ៍តន្ត្រី	គាត់បានរៀនលេងឧបករណ៍តន្ត្រីតាំងពីក្មេង។	ເຄື່ອງດົນຕີ	ນາງຮຽນຫຼິ້ນເຄື່ອງດົນຕີຕັ້ງແຕ່ນ້ອຍ.	वाद्ययन्त्र	उसले सानैदेखि वाद्ययन्त्र बजाउन सिकेकी छ।
1587:青年	青年	青年	လူငယ်	လူငယ်အများကြီးက ဒီအားကစားကို ကြိုက်ကြတယ်။	យុវជន	យុវជនជាច្រើនចូលចិត្តកីឡានេះ។	ໄວໜຸ່ມ; ຊາວໜຸ່ມ	ຊາວໜຸ່ມຫຼາຍຄົນມັກກິລານີ້.	युवा	धेरै युवाहरूलाई यो खेल मन पर्छ।
1591:球队	球队	球队	အားကစားအသင်း	ဒီအသင်းမှာ အဖွဲ့ဝင်အသစ် အများကြီးရှိတယ်။	ក្រុមកីឡា	ក្រុមនេះមានសមាជិកថ្មីច្រើន។	ທີມກິລາ	ທີມນີ້ມີສະມາຊິກໃໝ່ຫຼາຍຄົນ.	खेल टोली	यो टोलीमा धेरै नयाँ सदस्य छन्।
1593:区	区	区	ခရိုင်; ဧရိယာ	ဒီခရိုင်မှာ ကျောင်းအများကြီးရှိတယ်။	សង្កាត់; តំបន់	តំបន់នេះមានសាលារៀនច្រើន។	ເຂດ; ພື້ນທີ່	ເຂດນີ້ມີໂຮງຮຽນຫຼາຍ.	जिल्ला; क्षेत्र	यो क्षेत्रमा धेरै विद्यालय छन्।
1596:取得	取得	取得	ရရှိသည်; အောင်မြင်သည်	သူက ရလဒ်ကောင်းတွေ ရရှိခဲ့တယ်။	ទទួលបាន; សម្រេចបាន	គាត់ទទួលបានលទ្ធផលល្អ។	ໄດ້ຮັບ; ບັນລຸ	ລາວໄດ້ຮັບຜົນດີ.	प्राप्त गर्नु; हासिल गर्नु	उसले राम्रो नतिजा हासिल गर्‍यो।
1598:全	全	全	အားလုံး; တစ်ခုလုံး	တစ်တန်းလုံးက ပြိုင်ပွဲမှာ ပါဝင်ခဲ့တယ်။	ទាំងមូល; ទាំងអស់	ថ្នាក់ទាំងមូលបានចូលរួមការប្រកួត។	ທັງໝົດ; ທັງຫມົດ	ນັກຮຽນທັງຫ້ອງເຂົ້າຮ່ວມການແຂ່ງຂັນ.	पूरै; सबै	पूरै कक्षा प्रतियोगितामा सहभागी भयो।
1600:全都	全都	全都	အားလုံး	ဒီပြဿနာတွေ အားလုံး ဖြေရှင်းပြီးပြီ။	ទាំងអស់	បញ្ហាទាំងនេះត្រូវបានដោះស្រាយអស់ហើយ។	ທັງໝົດ	ບັນຫາເຫຼົ່ານີ້ຖືກແກ້ໄຂໝົດແລ້ວ.	सबै	यी सबै समस्या समाधान भइसकेका छन्।
1601:全球	全球	全球	ကမ္ဘာလုံးဆိုင်ရာ; တစ်ကမ္ဘာလုံး	တစ်ကမ္ဘာလုံးက ခရီးသွားတွေ ဒီရှုခင်းနေရာကို ကြိုက်ကြတယ်။	សកល; ពិភពលោកទាំងមូល	អ្នកទេសចរពីទូទាំងពិភពលោកចូលចិត្តកន្លែងទេសចរណ៍នេះ។	ທົ່ວໂລກ	ນັກທ່ອງທ່ຽວທົ່ວໂລກມັກສະຖານທີ່ນີ້.	विश्वव्यापी; सारा संसार	सारा संसारका पर्यटकलाई यो दृश्यस्थल मन पर्छ।
1602:全身	全身	全身	တစ်ကိုယ်လုံး	ပြေးပြီးနောက် သူ့တစ်ကိုယ်လုံး ချွေးတွေဖြစ်နေတယ်။	រាងកាយទាំងមូល	រត់រួច រាងកាយគាត់ទាំងមូលពោរពេញដោយញើស។	ທົ່ວຮ່າງກາຍ	ຫຼັງຈາກແລ່ນແລ້ວ ທັງຕົວລາວເຕັມໄປດ້ວຍເຫື່ອ.	पूरै शरीर	दौडिएपछि उसको पूरै शरीर पसिनाले भिज्यो।
1603:缺	缺	缺	မလုံလောက်; ချို့တဲ့သည်	ကျွန်တော်တို့မှာ ထိုင်ခုံတစ်လုံး လိုနေသေးတယ်။	ខ្វះ	យើងនៅខ្វះកៅអីមួយទៀត។	ຂາດ	ພວກເຮົາຍັງຂາດຕັ່ງອີກໜຶ່ງໂຕ.	अभाव हुनु; कम हुनु	हामीलाई अझै एउटा कुर्सी कम छ।
1611:人数	人数	人数	လူဦးရေ	ဒီလှုပ်ရှားမှုမှာ လူဦးရေ မများဘူး။	ចំនួនមនុស្ស	សកម្មភាពនេះមានចំនួនមនុស្សមិនច្រើនទេ។	ຈຳນວນຄົນ	ກິດຈະກຳນີ້ມີຈຳນວນຄົນບໍ່ຫຼາຍ.	मानिसको संख्या	यस गतिविधिमा मानिसको संख्या धेरै छैन।
1616:仍	仍	仍	နေဆဲ; ဆက်လက်	သူက တရုတ်ဘာသာကို လေ့လာနေဆဲပါ။	នៅតែ	គាត់នៅតែរៀនភាសាចិន។	ຍັງ	ລາວຍັງຮຽນພາສາຈີນຢູ່.	अझै	ऊ अझै चिनियाँ भाषा पढिरहेको छ।
1622:入	入	入	ဝင်သည်	ကျေးဇူးပြု၍ တောင်ဘက်တံခါးကနေ ဝင်ပါ။	ចូល	សូមចូលតាមច្រកខាងត្បូង។	ເຂົ້າ	ກະລຸນາເຂົ້າຜ່ານປະຕູທາງໃຕ້.	प्रवेश गर्नु	कृपया दक्षिणी ढोकाबाट प्रवेश गर्नुहोस्।
1624:入学	入学	入学	ကျောင်းဝင်သည်	ကလေးက ဒီနှစ် စက်တင်ဘာမှာ ကျောင်းဝင်မယ်။	ចូលរៀន	កុមារនឹងចូលរៀននៅខែកញ្ញាឆ្នាំនេះ។	ເຂົ້າໂຮງຮຽນ	ເດັກຈະເຂົ້າໂຮງຮຽນເດືອນກັນຍາປີນີ້.	विद्यालय प्रवेश गर्नु	बालक यस वर्ष सेप्टेम्बरमा विद्यालय प्रवेश गर्नेछ।
1625:入住	入住	入住	တည်းခိုဝင်သည်; ပြောင်းဝင်သည်	ကျွန်တော်တို့ မွန်းလွဲနှစ်နာရီမှာ check-in ဝင်နိုင်တယ်။	ចូលស្នាក់នៅ; ចូលនៅ	យើងអាចចូលស្នាក់នៅម៉ោងពីររសៀល។	ເຂົ້າພັກ; ຍ້າຍເຂົ້າຢູ່	ພວກເຮົາສາມາດເຂົ້າພັກໄດ້ຕອນບ່າຍສອງໂມງ.	चेक-इन गर्नु; बसाइँ सर्नु	हामी दिउँसो दुई बजे चेक-इन गर्न सक्छौँ।
1627:扫码	扫码	扫码	ကုဒ်စကန်ဖတ်သည်	လက်မှတ်မဝယ်ခင် ကုဒ်စကန်ဖတ်ဖို့ လိုတယ်။	ស្កេនកូដ	មុនទិញសំបុត្រ ត្រូវស្កេនកូដ។	ສະແກນລະຫັດ	ກ່ອນຊື້ປີ້ຕ້ອງສະແກນລະຫັດ.	कोड स्क्यान गर्नु	टिकट किन्नुअघि कोड स्क्यान गर्नुपर्छ।
1632:上门	上门	上门	အိမ်တိုင်ရာရောက်; အိမ်လာသည်	ဆရာဝန်က အိမ်တိုင်ရာရောက် ဝန်ဆောင်မှုပေးနိုင်တယ်။	ទៅដល់ផ្ទះ; ផ្តល់សេវាដល់ផ្ទះ	វេជ្ជបណ្ឌិតអាចផ្តល់សេវាដល់ផ្ទះបាន។	ໄປຮອດເຮືອນ; ບໍລິການຮອດເຮືອນ	ໝໍສາມາດໃຫ້ບໍລິການຮອດເຮືອນໄດ້.	घरमै आउने; घरदैलो	डाक्टरले घरमै सेवा दिन सक्छन्।
1633:稍	稍	稍	အနည်းငယ်	ကျေးဇူးပြု၍ ခဏစောင့်ပါ။	បន្តិច	សូមរង់ចាំបន្តិច។	ໜ້ອຍໜຶ່ງ	ກະລຸນາລໍຖ້າໜ້ອຍໜຶ່ງ.	अलिकति	कृपया एकछिन पर्खनुहोस्।
1635:少见	少见	少见	ရှားပါးသော; မကြာခဏမတွေ့ရသော	ဒီလိုအခြေအနေက အတော်လေး ရှားပါတယ်။	កម្រឃើញ	ស្ថានភាពបែបនេះកម្រឃើញណាស់។	ພົບເຫັນໄດ້ຍາກ	ສະຖານະການແບບນີ້ພົບໄດ້ຍາກພໍສົມຄວນ.	दुर्लभ; कम देखिने	यस्तो अवस्था तुलनात्मक रूपमा दुर्लभ छ।
1636:少量	少量	少量	အနည်းငယ်သောပမာဏ	ကျေးဇူးပြု၍ ဆားအနည်းငယ် ထည့်ပါ။	បរិមាណតិច	សូមបន្ថែមអំបិលបន្តិច។	ປະລິມານໜ້ອຍ	ກະລຸນາໃສ່ເກືອໜ້ອຍໜຶ່ງ.	थोरै मात्रा	कृपया थोरै नुन थप्नुहोस्।
1637:少数	少数	少数	အနည်းစု; အနည်းငယ်သောအရေအတွက်	ကျောင်းသားအနည်းစုက ကျောင်းကို လမ်းလျှောက်သွားဖို့ ရွေးကြတယ်။	ចំនួនតិច; ជនជាតិភាគតិច	សិស្សចំនួនតិចជ្រើសរើសដើរទៅសាលា។	ຈຳນວນໜ້ອຍ; ສ່ວນນ້ອຍ	ນັກຮຽນຈຳນວນໜ້ອຍເລືອກຍ່າງໄປໂຮງຮຽນ.	थोरै संख्या; अल्पसंख्यक	थोरै विद्यार्थीहरू विद्यालय पैदल जान रोज्छन्।
1638:少年	少年	少年	ဆယ်ကျော်သက်; လူငယ်	ဒီဆယ်ကျော်သက်လေးက ဘတ်စကက်ဘောကစားရတာ ကြိုက်တယ်။	ក្មេងជំទង់; យុវវ័យ	ក្មេងជំទង់នេះចូលចិត្តលេងបាល់បោះ។	ໄວລຸ້ນ; ເດັກໜຸ່ມ	ໄວລຸ້ນຄົນນີ້ມັກຫຼິ້ນບານບ້ວງ.	किशोर; युवा	यो किशोरलाई बास्केटबल खेल्न मन पर्छ।
1641:身	身	身	ခန္ဓာကိုယ်; ဝတ်စုံတစ်စုံအတွက် အရေအတွက်စကားလုံး	သူက အနက်ရောင်ဝတ်စုံတစ်စုံ ဝတ်ထားတယ်။	ខ្លួន; ពាក្យរាប់សម្រាប់ឈុតសម្លៀកបំពាក់	គាត់ស្លៀកសម្លៀកបំពាក់ខ្មៅមួយឈុត។	ຮ່າງກາຍ; ຄຳນັບຊຸດເສື້ອຜ້າ	ລາວນຸ່ງຊຸດສີດຳທັງຊຸດ.	शरीर; कपडाको पूरा सेट	उसले कालो कपडाको पूरा सेट लगाएको थियो।
1643:身份证	身份证	身份证	နိုင်ငံသားမှတ်ပုံတင်ကတ်	ကတ်လုပ်တဲ့အခါ မှတ်ပုံတင်ကတ် လိုအပ်တယ်။	អត្តសញ្ញាណបណ្ណ	ធ្វើកាតត្រូវការអត្តសញ្ញាណបណ្ណ។	ບັດປະຈຳຕົວ	ເວລາເຮັດບັດຈຳເປັນຕ້ອງມີບັດປະຈຳຕົວ.	परिचयपत्र	कार्ड बनाउँदा परिचयपत्र चाहिन्छ।
1646:生1	生1	生	မွေးသည်; ပေါက်သည်	သူမ မနေ့က သမီးတစ်ယောက် မွေးခဲ့တယ်။	សម្រាលកូន; លូតលាស់	នាងបានសម្រាលកូនស្រីម្នាក់ម្សិលមិញ។	ຄອດລູກ; ງອກ	ມື້ວານນາງຄອດລູກສາວຄົນໜຶ່ງ.	जन्म दिनु; उम्रनु	उनले हिजो एउटी छोरी जन्माइन्।
1647:生2	生2	生	မကျက်သေးသော; အစိမ်း	ဒီအသားတုံးက မကျက်သေးဘူး။	ឆៅ; មិនទាន់ឆ្អិន	សាច់ដុំនេះនៅឆៅនៅឡើយ។	ດິບ; ຍັງບໍ່ສຸກ	ຊີ້ນກ້ອນນີ້ຍັງດິບຢູ່.	काँचो; नपाकेको	यो मासुको टुक्रा अझै काँचो छ।
1655:师生	师生	师生	ဆရာနှင့်ကျောင်းသားများ	ကျောင်းတစ်ကျောင်းလုံးက ဆရာကျောင်းသားအားလုံး လှုပ်ရှားမှုမှာ ပါဝင်ခဲ့ကြတယ်။	គ្រូនិងសិស្ស	គ្រូនិងសិស្សទូទាំងសាលាបានចូលរួមសកម្មភាព។	ຄູແລະນັກຮຽນ	ຄູແລະນັກຮຽນທົ່ວໂຮງຮຽນເຂົ້າຮ່ວມກິດຈະກຳ.	शिक्षक र विद्यार्थी	पूरै विद्यालयका शिक्षक र विद्यार्थी गतिविधिमा सहभागी भए।
1659:时间表	时间表	时间表	အချိန်ဇယား	ကျေးဇူးပြု၍ အချိန်ဇယားကို ကျွန်တော့်ဆီ ပို့ပါ။	តារាងពេលវេលា	សូមផ្ញើតារាងពេលវេលាមកខ្ញុំ។	ຕາຕະລາງເວລາ	ກະລຸນາສົ່ງຕາຕະລາງເວລາໃຫ້ຂ້ອຍ.	समयतालिका	कृपया समयतालिका मलाई पठाउनुहोस्।
