hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
4236:家园	家园	家园	domov; vlast	Společně chrání svůj domov.	domov; vlasť	Spoločne chránia svoj domov.	otthon; haza	Együtt védik a saját otthonukat.	cămin; patrie	Își protejează împreună căminul.	дом; родина	Те заедно защитават своя дом.	dom; domovina	Zajedno štite svoj dom.
4237:加重	加重	加重	zhoršit; zvýšit	Ponocování zhoršuje únavu.	zhoršiť; zvýšiť	Ponocovanie zhoršuje únavu.	súlyosbítani; növelni	Az éjszakázás fokozza a fáradtságot.	a agrava; a crește	Statul treaz până târziu agravează oboseala.	утежнявам; увеличавам	Стоенето до късно увеличава умората.	pogoršati; povećati	Ostajanje budnim do kasno pojačava umor.
4240:尖	尖	尖	ostrý; špička	Špička této tužky se zlomila.	ostrý; špička	Špička tejto ceruzky sa zlomila.	hegyes; hegy	Ennek a ceruzának letört a hegye.	ascuțit; vârf	Vârful acestui creion s-a rupt.	остър; връх	Върхът на този молив се счупи.	oštar; vrh	Vrh ove olovke se slomio.
4242:监测	监测	监测	sledovat; monitorovat	Pracovníci sledují kvalitu ovzduší.	sledovať; monitorovať	Pracovníci sledujú kvalitu ovzdušia.	figyelni; ellenőrizni	A dolgozók a levegő minőségét figyelik.	a monitoriza; a supraveghea	Personalul monitorizează calitatea aerului.	наблюдавам; следя	Служителите наблюдават качеството на въздуха.	pratiti; nadzirati	Osoblje prati kvalitetu zraka.
4248:艰辛	艰辛	艰辛	obtížný; strastiplný	Proces zakládání firmy je velmi obtížný.	ťažký; strastiplný	Proces zakladania firmy je veľmi ťažký.	nehéz; fáradságos	A vállalkozás indítása nagyon nehéz folyamat.	dificil; anevoios	Procesul de a începe o afacere este foarte dificil.	труден; мъчителен	Процесът на започване на бизнес е много труден.	težak; mukotrpan	Pokretanje posla vrlo je mukotrpan proces.
4251:检测	检测	检测	testovat; kontrolovat	Inženýr zkontroloval teplotu stroje.	testovať; kontrolovať	Inžinier skontroloval teplotu stroja.	tesztelni; ellenőrizni	A mérnök ellenőrizte a gép hőmérsékletét.	a testa; a verifica	Inginerul a verificat temperatura mașinii.	тествам; проверявам	Инженерът провери температурата на машината.	testirati; provjeriti	Inženjer je provjerio temperaturu stroja.
4253:简介	简介	简介	stručný úvod; anotace	Nejprve si prosím přečtěte stručný popis kurzu.	stručný úvod; anotácia	Najprv si prosím prečítajte stručný opis kurzu.	rövid bemutatás; ismertető	Kérjük, először olvassa el a kurzus rövid ismertetőjét.	scurtă introducere; prezentare succintă	Vă rog să citiți mai întâi scurta prezentare a cursului.	кратко представяне; въведение	Моля, първо прочетете краткото представяне на курса.	kratak uvod; sažetak	Molim vas, najprije pročitajte kratak opis tečaja.
4254:减弱	减弱	减弱	slábnout; oslabit	V noci vítr postupně slábl.	slabnúť; oslabiť	V noci vietor postupne slabol.	gyengülni; csökkenteni	Éjszaka a szél fokozatosan gyengült.	a slăbi; a reduce	Noaptea, vântul a slăbit treptat.	отслабвам; намалявам	През нощта вятърът постепенно отслабна.	oslabjeti; smanjiti	Noću je vjetar postupno oslabio.
4255:减压	减压	减压	snížit tlak; uvolnit stres	Cvičení může pomoci uvolnit stres.	znížiť tlak; zmierniť stres	Cvičenie môže pomôcť zmierniť stres.	nyomást csökkenteni; stresszt oldani	A mozgás segíthet oldani a stresszt.	a reduce presiunea; a diminua stresul	Exercițiul fizic poate ajuta la reducerea stresului.	намалявам напрежението; облекчавам стреса	Спортът може да помогне за облекчаване на стреса.	smanjiti pritisak; ublažiti stres	Vježbanje može pomoći ublažiti stres.
4258:箭	箭	箭	šíp	Šíp letěl k vzdálenému terči.	šíp	Šíp letel k vzdialenému terču.	nyíl	A nyíl a távoli céltábla felé repült.	săgeată	Săgeata a zburat spre ținta îndepărtată.	стрела	Стрелата полетя към далечната мишена.	strijela	Strijela je poletjela prema udaljenoj meti.
4263:建筑物	建筑物	建筑物	budova; stavba	Tato budova má stoletou historii.	budova; stavba	Táto budova má storočnú históriu.	épület; építmény	Ennek az épületnek százéves története van.	clădire; construcție	Această clădire are o istorie de o sută de ani.	сграда; постройка	Тази сграда има стогодишна история.	zgrada; građevina	Ova zgrada ima povijest dugu sto godina.
4265:讲解	讲解	讲解	vysvětlovat; vykládat	Průvodce vysvětluje historii starého města.	vysvetľovať; vykladať	Sprievodca vysvetľuje históriu starého mesta.	magyarázni; bemutatni	Az idegenvezető az óváros történetét magyarázza.	a explica; a prezenta	Ghidul explică istoria orașului vechi.	обяснявам; разяснявам	Екскурзоводът обяснява историята на стария град.	objašnjavati; tumačiti	Vodič objašnjava povijest starog grada.
4266:奖牌	奖牌	奖牌	medaile	V soutěži získala zlatou medaili.	medaila	V súťaži získala zlatú medailu.	érem	A versenyen aranyérmet nyert.	medalie	Ea a câștigat o medalie de aur la concurs.	медал	Тя спечели златен медал в състезанието.	medalja	Na natjecanju je osvojila zlatnu medalju.
4267:奖品	奖品	奖品	cena; výhra	Po skončení akce se budou rozdávat ceny.	cena; výhra	Po skončení podujatia sa budú rozdávať ceny.	díj; nyeremény	A program végén díjakat osztanak ki.	premiu; recompensă	După încheierea activității se vor acorda premii.	награда; приз	След края на събитието ще се раздадат награди.	nagrada; dobitak	Nakon završetka aktivnosti podijelit će se nagrade.
4268:酱	酱	酱	omáčka; pasta	Trocha omáčky v nudlích zlepší chuť.	omáčka; pasta	Trocha omáčky v rezancoch zlepší chuť.	szósz; paszta	Egy kis szósz finomabbá teszi a tésztát.	sos; pastă	Puțin sos adăugat în tăiței îi face mai gustoși.	сос; паста	Малко сос в нудълите ги прави по-вкусни.	umak; pasta	Malo umaka u rezancima čini ih ukusnijima.
4270:胶带	胶带	胶带	lepicí páska	Prosím zalepte krabici lepicí páskou.	lepiaca páska	Prosím zalepte škatuľu lepiacou páskou.	ragasztószalag	Kérjük, ragasztószalaggal zárja le a dobozt.	bandă adezivă	Vă rog să sigilați cutia cu bandă adezivă.	тиксо; лепяща лента	Моля, запечатайте кутията с тиксо.	ljepljiva traka	Molim vas, zatvorite kutiju ljepljivom trakom.
4273:焦虑	焦虑	焦虑	úzkost; znepokojený	Před zkouškou se cítil velmi úzkostně.	úzkosť; znepokojený	Pred skúškou sa cítil veľmi úzkostne.	szorongás; nyugtalan	A vizsga előtt nagyon szorongott.	anxietate; anxios	Înainte de examen s-a simțit foarte anxios.	тревожност; тревожен	Преди изпита той се чувстваше много тревожен.	tjeskoba; tjeskoban	Prije ispita osjećao se vrlo tjeskobno.
4275:交谈	交谈	交谈	mluvit; rozmlouvat	Dlouho spolu mluvili v kavárně.	hovoriť; rozprávať sa	Dlho sa rozprávali v kaviarni.	beszélgetni	Hosszú ideig beszélgettek a kávézóban.	a discuta; a conversa	Au discutat mult timp în cafenea.	разговарям	Те разговаряха дълго в кафенето.	razgovarati	Dugo su razgovarali u kafiću.
4276:郊外	郊外	郊外	předměstí; okraj města	O víkendu jsme šli na procházku za město.	predmestie; okraj mesta	Cez víkend sme išli na prechádzku za mesto.	külváros; városszél	Hétvégén kimentünk a külvárosba sétálni.	suburbii; împrejurimi	În weekend am mers la plimbare la marginea orașului.	предградия; покрайнини	През уикенда отидохме на разходка в покрайнините.	predgrađe; okolica	Za vikend smo otišli u šetnju izvan grada.
4278:脚印	脚印	脚印	stopa; otisk nohy	Ve sněhu zůstaly otisky stop.	stopa; odtlačok nohy	V snehu zostali odtlačky nôh.	lábnyom	A hóban lábnyomok maradtak.	urmă de picior	Au rămas urme de pași în zăpadă.	следа от стъпка	В снега останаха следи от стъпки.	otisak stopala	U snijegu su ostali otisci stopala.
4279:较为	较为	较为	poměrně; relativně	Tato metoda je poměrně jednoduchá.	pomerne; relatívne	Táto metóda je pomerne jednoduchá.	viszonylag; aránylag	Ez a módszer viszonylag egyszerű.	relativ; comparativ	Această metodă este relativ simplă.	сравнително; относително	Този метод е сравнително прост.	relativno; razmjerno	Ova je metoda relativno jednostavna.
4281:结	结	结	nést plody; uvázat	Na stromě se urodilo mnoho plodů.	niesť plody; zaviazať	Na strome sa urodilo veľa plodov.	gyümölcsöt hozni; megkötni	A fán sok gyümölcs termett.	a face rod; a lega	Pomul a făcut multe fructe.	раждам плод; връзвам	Дървото даде много плодове.	davati plod; vezati	Stablo je rodilo mnogo plodova.
4285:街头	街头	街头	ulice; roh ulice	Na ulici je mnoho stánků s občerstvením.	ulica; roh ulice	Na ulici je veľa stánkov s občerstvením.	utca; utcasarok	Az utcán sok ételárus bódé van.	stradă; colț de stradă	Pe stradă sunt multe tarabe cu gustări.	улица; уличен ъгъл	На улицата има много сергии за закуски.	ulica; ulični kut	Na ulici ima mnogo štandova s grickalicama.
4287:节能	节能	节能	šetřit energii; úsporný	Tato klimatizace je velmi úsporná.	šetriť energiu; úsporný	Táto klimatizácia je veľmi úsporná.	energiát takarítani meg; energiatakarékos	Ez a légkondicionáló nagyon energiatakarékos.	a economisi energie; eficient energetic	Acest aparat de aer condiționat economisește multă energie.	пестя енергия; енергоспестяващ	Този климатик е много енергоспестяващ.	štedjeti energiju; energetski učinkovit	Ovaj klima-uređaj jako štedi energiju.
4288:结尾	结尾	结尾	konec; závěr	Závěr příběhu byl velmi hřejivý.	koniec; záver	Záver príbehu bol veľmi hrejivý.	befejezés; lezárás	A történet vége nagyon megható volt.	final; încheiere	Finalul poveștii a fost foarte cald.	край; заключение	Краят на историята беше много топъл.	kraj; završetak	Kraj priče bio je vrlo topao.
4292:解	解	解	vyřešit; rozvázat	Tento úkol rychle vyřešil.	vyriešiť; rozviazať	Túto úlohu rýchlo vyriešil.	megoldani; kioldani	Gyorsan megoldotta ezt a feladatot.	a rezolva; a dezlega	El a rezolvat rapid această problemă.	решавам; развързвам	Той бързо реши тази задача.	riješiti; odvezati	Brzo je riješio ovaj zadatak.
4293:解答	解答	解答	odpovědět; vysvětlit	Učitel trpělivě odpověděl na otázky studentů.	odpovedať; vysvetliť	Učiteľ trpezlivo odpovedal na otázky študentov.	megválaszolni; elmagyarázni	A tanár türelmesen megválaszolta a diákok kérdéseit.	a răspunde; a explica	Profesorul a răspuns cu răbdare la întrebările elevilor.	отговарям; обяснявам	Учителят търпеливо отговори на въпросите на учениците.	odgovoriti; objasniti	Učitelj je strpljivo odgovorio na pitanja učenika.
4294:解读	解读	解读	vyložit; interpretovat	Odborník vyložil novou politiku.	vyložiť; interpretovať	Odborník vyložil novú politiku.	értelmezni; elemezni	A szakértő értelmezte az új politikát.	a interpreta; a analiza	Expertul a interpretat noua politică.	тълкувам; анализирам	Експертът тълкува новата политика.	tumačiti; analizirati	Stručnjak je protumačio novu politiku.
4296:解说	解说	解说	komentovat; vysvětlovat	Komentuje dokumentární film.	komentovať; vysvetľovať	Komentuje dokumentárny film.	narrálni; magyarázni	Ő narrálja a dokumentumfilmet.	a comenta; a explica	El narează documentarul.	разказвам; обяснявам	Той озвучава документалния филм.	pripovijedati; objašnjavati	On pripovijeda dokumentarni film.
4300:金额	金额	金额	částka; peněžní suma	Prosím potvrďte částku platby.	suma; peňažná čiastka	Prosím potvrďte sumu platby.	összeg; pénzösszeg	Kérjük, erősítse meg a fizetendő összeget.	sumă de bani	Vă rog să confirmați suma de plată.	сума; парична стойност	Моля, потвърдете сумата за плащане.	iznos novca	Molim vas, potvrdite iznos uplate.
4301:金牌	金牌	金牌	zlatá medaile	Nakonec získala zlatou medaili.	zlatá medaila	Napokon získala zlatú medailu.	aranyérem	Végül aranyérmet nyert.	medalie de aur	În cele din urmă, ea a câștigat medalia de aur.	златен медал	Най-накрая тя спечели златния медал.	zlatna medalja	Napokon je osvojila zlatnu medalju.
4302:金钱	金钱	金钱	peníze; bohatství	Peníze si nemohou koupit skutečné přátelství.	peniaze; bohatstvo	Peniaze si nemôžu kúpiť skutočné priateľstvo.	pénz; vagyon	A pénz nem tud igazi barátságot venni.	bani; avere	Banii nu pot cumpăra prietenia adevărată.	пари; богатство	Парите не могат да купят истинско приятелство.	novac; bogatstvo	Novac ne može kupiti pravo prijateljstvo.
4305:金子	金子	金子	zlato	Tento prsten je vyroben ze zlata.	zlato	Tento prsteň je vyrobený zo zlata.	arany	Ez a gyűrű aranyból készült.	aur	Acest inel este făcut din aur.	злато	Този пръстен е направен от злато.	zlato	Ovaj je prsten napravljen od zlata.
4306:尽	尽	尽	vyčerpat; vynaložit vše	Vynaložil největší možné úsilí.	vyčerpať; vynaložiť všetko	Vynaložil svoje najväčšie úsilie.	kimeríteni; mindent beleadni	Mindent megtett, amit tudott.	a epuiza; a depune tot efortul	El și-a depus efortul maxim.	изчерпвам; давам всичко от себе си	Той положи максимални усилия.	iscrpiti; dati sve od sebe	Dao je sve od sebe.
4308:进度	进度	进度	postup; harmonogram	Postup projektu je rychlejší než plán.	postup; harmonogram	Postup projektu je rýchlejší než plán.	előrehaladás; ütemterv	A projekt előrehaladása gyorsabb a tervezettnél.	progres; program	Progresul proiectului este mai rapid decât planul.	напредък; график	Напредъкът на проекта е по-бърз от плана.	napredak; raspored	Napredak projekta brži je od plana.
4311:近视	近视	近视	krátkozraký	Je krátkozraký už od základní školy.	krátkozraký	Je krátkozraký už od základnej školy.	rövidlátó	Általános iskola óta rövidlátó.	miop; cu vedere scurtă	El este miop încă din școala primară.	късоглед	Той е късоглед още от началното училище.	kratkovidan	Kratkovidan je od osnovne škole.
4313:精美	精美	精美	jemný; krásně provedený	Toto album obrazů je vytištěno velmi krásně.	jemný; krásne vyhotovený	Tento album obrazov je vytlačený veľmi krásne.	kifinomult; szép kivitelű	Ez a képes album nagyon szép kivitelben készült.	rafinat; fin	Acest album ilustrat este tipărit foarte frumos.	изящен; фин	Този албум е отпечатан много изящно.	profinjen; lijepo izrađen	Ovaj je album tiskan vrlo lijepo.
4315:惊人	惊人	惊人	ohromující; překvapivý	Rychlost jeho pokroku je ohromující.	ohromujúci; prekvapivý	Rýchlosť jeho pokroku je ohromujúca.	megdöbbentő; elképesztő	A fejlődésének sebessége elképesztő.	uimitor; surprinzător	Viteza progresului său este uimitoare.	удивителен; изумителен	Скоростта на неговия напредък е удивителна.	zapanjujući; nevjerojatan	Brzina njegova napretka je zapanjujuća.
4321:精准	精准	精准	přesný; precizní	Tento systém dokáže přesně určovat polohu.	presný; precízny	Tento systém dokáže presne určovať polohu.	pontos; precíz	Ez a rendszer pontos helymeghatározásra képes.	precis; exact	Acest sistem poate localiza cu precizie.	прецизен; точен	Тази система може да определя местоположение много точно.	precizan; točan	Ovaj sustav može precizno odrediti lokaciju.
4324:景观	景观	景观	výhled; krajinný pohled	Výhled z hotelového okna je krásný.	výhľad; krajinný pohľad	Výhľad z hotelového okna je krásny.	kilátás; tájkép	A szálloda ablakából szép a kilátás.	peisaj; priveliște	Priveliștea de la fereastra hotelului este frumoasă.	пейзаж; гледка	Гледката от прозореца на хотела е красива.	krajolik; pogled	Pogled kroz hotelski prozor vrlo je lijep.
4325:景象	景象	景象	výjev; pohled	Město po dešti ukázalo nový výjev.	výjav; pohľad	Mesto po daždi ukázalo nový výjav.	látvány; jelenet	Az eső utáni város új látványt mutatott.	scenă; priveliște	Orașul de după ploaie a arătat o nouă priveliște.	гледка; картина	Градът след дъжда показа нова картина.	prizor; pogled	Grad nakon kiše pokazao je novi prizor.
4327:净	净	净	čistý; jen	Tato místnost byla velmi dobře uklizena.	čistý; len	Táto izba bola veľmi dobre uprataná.	tiszta; csak	Ezt a szobát nagyon jól kitakarították.	curat; doar	Această cameră a fost curățată foarte bine.	чист; само	Тази стая беше почистена много добре.	čist; samo	Ova je soba vrlo dobro očišćena.
4333:酒水	酒水	酒水	nápoje; alkoholické nápoje	Restaurace nedovoluje přinést si vlastní nápoje.	nápoje; alkoholické nápoje	Reštaurácia nedovoľuje priniesť si vlastné nápoje.	italok; alkoholtartalmú italok	Az étterem nem engedi, hogy saját italokat hozzanak be.	băuturi; băuturi alcoolice	Restaurantul nu permite clienților să aducă băuturi proprii.	напитки; алкохолни напитки	Ресторантът не позволява клиентите да носят свои напитки.	pića; alkoholna pića	Restoran ne dopušta gostima da donose svoja pića.
4334:就读	就读	就读	studovat na škole	V současnosti studuje na Pekingské univerzitě.	študovať na škole	V súčasnosti študuje na Pekingskej univerzite.	iskolában tanulni; egyetemre járni	Jelenleg a Pekingi Egyetemen tanul.	a studia la o școală	În prezent, ea studiază la Universitatea din Beijing.	уча в учебно заведение	В момента тя учи в Пекинския университет.	studirati; pohađati školu	Trenutačno studira na Sveučilištu u Pekingu.
4336:救命	救命	救命	zachránit život; pomoc	V rozhodující chvíli lékař zachránil život.	zachrániť život; pomoc	V rozhodujúcej chvíli lekár zachránil život.	életet menteni; segítség	A kritikus pillanatban az orvos életet mentett.	a salva o viață; ajutor	În momentul critic, medicul a salvat o viață.	спасявам живот; помощ	В критичния момент лекарят спаси живот.	spasiti život; pomoć	U ključnom trenutku liječnik je spasio život.
4337:就算	就算	就算	i kdyby; i když	I kdyby pršelo, vyrazíme.	aj keby; i keď	Aj keby pršalo, vyrazíme.	még ha	Még ha esik is, elindulunk.	chiar dacă	Chiar dacă plouă, vom porni.	дори ако	Дори ако вали, ще тръгнем.	čak i ako	Čak i ako pada kiša, krenut ćemo.
4338:救援	救援	救援	záchrana; pomoc	Záchranný tým už dorazil do postižené oblasti.	záchrana; pomoc	Záchranný tím už dorazil do postihnutej oblasti.	mentés; segély	A mentőcsapat már megérkezett a katasztrófa sújtotta területre.	salvare; ajutor	Echipa de salvare a ajuns deja în zona afectată de dezastru.	спасяване; помощ	Спасителният екип вече пристигна в бедстващия район.	spašavanje; pomoć	Spasilački tim već je stigao u pogođeno područje.
4339:救灾	救灾	救灾	pomoc při katastrofě; záchranné práce	Vláda zorganizovala pracovníky na pomoc při katastrofě.	pomoc pri katastrofe; záchranné práce	Vláda zorganizovala pracovníkov na pomoc pri katastrofe.	katasztrófasegély; mentési munka	A kormány embereket szervezett a katasztrófasegélyhez.	ajutor în caz de dezastru	Guvernul a organizat personal pentru ajutor în caz de dezastru.	помощ при бедствия; спасителни дейности	Правителството организира хора за помощ при бедствието.	pomoć pri katastrofi; spašavanje	Vlada je organizirala ljude za pomoć pri katastrofi.
4340:救助	救助	救助	pomoci; zachránit	Nadace pomohla mnoha rodinám v nouzi.	pomôcť; zachrániť	Nadácia pomohla mnohým rodinám v núdzi.	segíteni; megmenteni	Az alapítvány sok nehéz helyzetben lévő családnak segített.	a ajuta; a salva	Fundația a ajutat multe familii aflate în dificultate.	помагам; спасявам	Фондацията помогна на много семейства в затруднение.	pomoći; spasiti	Zaklada je pomogla mnogim obiteljima u teškoćama.
4341:局1	局1	局	partie; kolo	V této šachové partii vyhrál.	partia; kolo	Túto šachovú partiu vyhral.	játszma; forduló	Ezt a sakkjátszmát megnyerte.	partidă; rundă	El a câștigat această partidă de șah.	партия; рунд	Той спечели тази партия шах.	partija; krug	Dobio je ovu šahovsku partiju.
4342:局2	局2	局	úřad; kancelář	Šel na finanční úřad vyřídit formality.	úrad; kancelária	Išiel na daňový úrad vybaviť formality.	hivatal; iroda	Elment az adóhivatalba ügyeket intézni.	birou; oficiu	A mers la biroul fiscal să rezolve formalități.	бюро; служба	Той отиде в данъчната служба да уреди документи.	ured; služba	Otišao je u porezni ured obaviti postupak.
4343:菊花	菊花	菊花	chryzantéma	Na podzim je park plný rozkvetlých chryzantém.	chryzantéma	Na jeseň je park plný rozkvitnutých chryzantém.	krizantém	Ősszel a park tele van virágzó krizantémokkal.	crizantemă	Toamna, crizantemele înfloresc în tot parcul.	хризантема	През есента паркът е пълен с цъфнали хризантеми.	krizantema	U jesen krizanteme cvatu po cijelom parku.
4348:聚集	聚集	聚集	shromáždit se; seskupit se	Dav se shromáždil na náměstí.	zhromaždiť sa; zoskupiť sa	Dav sa zhromaždil na námestí.	összegyűlni; összeseregleni	A tömeg összegyűlt a téren.	a se aduna; a se strânge	Mulțimea s-a adunat în piață.	събирам се; струпвам се	Тълпата се събра на площада.	okupiti se; skupiti se	Mnoštvo se okupilo na trgu.
4351:捐款	捐款	捐款	darovat peníze; finanční dar	Mnoho lidí darovalo peníze postižené oblasti.	darovať peniaze; finančný dar	Mnoho ľudí darovalo peniaze postihnutej oblasti.	pénzt adományozni; pénzadomány	Sokan adományoztak pénzt a katasztrófa sújtotta területnek.	a dona bani; donație	Mulți oameni au donat bani zonei afectate de dezastru.	дарявам пари; дарение	Много хора дариха пари на бедстващия район.	donirati novac; novčana donacija	Mnogi su ljudi donirali novac pogođenom području.
4352:捐赠	捐赠	捐赠	darovat; věnovat	Firma darovala jednu dávku počítačů.	darovať; venovať	Firma darovala jednu zásielku počítačov.	adományozni	A vállalat egy adag számítógépet adományozott.	a dona	Compania a donat un lot de calculatoare.	дарявам	Компанията дари партида компютри.	donirati	Tvrtka je donirala seriju računala.
4358:军人	军人	军人	voják; vojenská osoba	Ten voják pomohl staršímu člověku přejít silnici.	vojak; vojenská osoba	Ten vojak pomohol staršiemu človeku prejsť cez cestu.	katona; katonai személy	Az a katona segített az idős embernek átkelni az úton.	soldat; militar	Acel soldat a ajutat persoana în vârstă să treacă strada.	войник; военнослужещ	Този войник помогна на възрастния човек да пресече пътя.	vojnik; vojna osoba	Taj je vojnik pomogao starijoj osobi prijeći cestu.
4360:卡片	卡片	卡片	kartička; pohlednice	Na kartičku napsala přání.	kartička; pohľadnica	Na kartičku napísala želanie.	kártya; lap	Jókívánságokat írt a kártyára.	cartonaș; felicitare	Ea a scris urări pe cartonaș.	картичка; карта	Тя написа пожелания върху картичката.	kartica; čestitka	Na karticu je napisala lijepe želje.
4361:开创	开创	开创	vytvořit; být průkopníkem	Tato technologie otevřela novou éru.	vytvoriť; byť priekopníkom	Táto technológia otvorila novú éru.	megteremteni; úttörőnek lenni	Ez a technológia új korszakot nyitott.	a crea; a deschide drum	Această tehnologie a deschis o nouă eră.	създавам; поставям начало	Тази технология откри нова епоха.	stvoriti; biti začetnik	Ova je tehnologija otvorila novo doba.
4362:开关	开关	开关	vypínač; spínač	Vypínač u dveří je rozbitý.	vypínač; spínač	Vypínač pri dverách je pokazený.	kapcsoló	Az ajtó melletti kapcsoló elromlott.	întrerupător; comutator	Întrerupătorul de lângă ușă este stricat.	ключ; превключвател	Ключът до вратата е счупен.	prekidač	Prekidač kraj vrata je pokvaren.
4363:开启	开启	开启	otevřít; zahájit	Schůze otevřela nové možnosti spolupráce.	otvoriť; začať	Stretnutie otvorilo nové možnosti spolupráce.	megnyitni; elindítani	Az ülés új együttműködési lehetőségeket nyitott meg.	a deschide; a începe	Întâlnirea a deschis noi oportunități de cooperare.	откривам; започвам	Срещата откри нови възможности за сътрудничество.	otvoriti; započeti	Sastanak je otvorio nove mogućnosti suradnje.
4364:开设	开设	开设	otevřít; zřídit	Škola otevřela kurz čínštiny.	otvoriť; zriadiť	Škola otvorila kurz čínštiny.	indítani; létrehozni	Az iskola kínai nyelvtanfolyamot indított.	a deschide; a înființa	Școala a deschis un curs de chineză.	откривам; създавам	Училището откри курс по китайски език.	otvoriti; uspostaviti	Škola je otvorila tečaj kineskog jezika.
4365:开头	开头	开头	začátek; úvod	Začátek článku je napsán velmi poutavě.	začiatok; úvod	Začiatok článku je napísaný veľmi pútavo.	kezdet; bevezetés	A cikk eleje nagyon figyelemfelkeltően van megírva.	început; introducere	Începutul articolului este scris foarte atractiv.	начало; увод	Началото на статията е написано много привлекателно.	početak; uvod	Početak članka napisan je vrlo privlačno.
4369:看得起	看得起	看得起	vážit si; mít v úctě	Tvrdě pracuje a doufá, že si ho ostatní budou vážit.	vážiť si; mať v úcte	Tvrdo pracuje a dúfa, že si ho ostatní budú vážiť.	nagyra tartani	Keményen dolgozik, és reméli, hogy mások nagyra tartják.	a aprecia; a respecta	El muncește din greu și speră ca ceilalți să îl respecte.	ценя; уважавам	Той работи усърдно и се надява другите да го уважават.	cijeniti; poštovati	Naporno radi i nada se da će ga drugi cijeniti.
4370:看好	看好	看好	věřit v; být optimistický ohledně	Investoři jsou ohledně tohoto odvětví optimističtí.	veriť v; byť optimistický ohľadom	Investori sú optimistickí ohľadom tohto odvetvia.	bizakodni valamiben; jónak látni	A befektetők bizakodnak ezzel az ágazattal kapcsolatban.	a fi optimist în privința	Investitorii sunt optimiști în privința acestui sector.	гледам с оптимизъм на	Инвеститорите гледат с оптимизъм на този отрасъл.	biti optimističan u vezi s	Ulagači su optimistični u vezi s ovom industrijom.
4371:看似	看似	看似	zdát se; na první pohled	Tento problém se zdá jednoduchý, ale ve skutečnosti je složitý.	zdať sa; na prvý pohľad	Tento problém sa zdá jednoduchý, ale v skutočnosti je zložitý.	látszólag; úgy tűnik	Ez a probléma látszólag egyszerű, valójában azonban bonyolult.	a părea; aparent	Această problemă pare simplă, dar de fapt este complexă.	изглежда; привидно	Този проблем изглежда прост, но всъщност е сложен.	činiti se; naizgled	Ovaj se problem čini jednostavnim, ali je zapravo složen.
4372:看中	看中	看中	oblíbit si; vybrat si	Vyhlédl si jeden malý byt.	obľúbiť si; vybrať si	Vyhliadol si jeden malý byt.	megkedvelni; kiválasztani	Megtetszett neki egy kis lakás.	a îi plăcea; a alege	I-a plăcut un apartament mic.	харесвам; избирам	Той си хареса малък апартамент.	svidjeti se; odabrati	Svidio mu se jedan mali stan.
4373:看重	看重	看重	cenit si; přikládat význam	Firma si velmi cení schopností zaměstnanců.	ceniť si; prikladať význam	Firma si veľmi cení schopnosti zamestnancov.	értékelni; fontosnak tartani	A vállalat nagyra értékeli az alkalmazottak képességeit.	a aprecia; a acorda importanță	Compania apreciază mult abilitățile angajaților.	ценя; отдавам значение	Компанията високо цени способностите на служителите.	cijeniti; pridavati važnost	Tvrtka jako cijeni sposobnosti zaposlenika.
4374:康复	康复	康复	zotavit se; rehabilitace	Po operaci se zotavoval dobře a brzy se uzdravil.	zotaviť sa; rehabilitácia	Po operácii sa zotavoval dobre a čoskoro sa uzdravil.	felépülni; rehabilitáció	A műtét után jól gyógyult, és hamar felépült.	a se recupera; recuperare	După operație, s-a recuperat bine și și-a revenit repede.	възстановявам се; рехабилитация	След операцията той се възстанови добре и скоро оздравя.	oporaviti se; rehabilitacija	Nakon operacije dobro se oporavljao i brzo je ozdravio.
4379:科	科	科	oddělení; obor	Objednal se na interní oddělení.	oddelenie; odbor	Objednal sa na interné oddelenie.	osztály; tantárgy	Belgyógyászati osztályra kért időpontot.	secție; disciplină	S-a programat la secția de medicină internă.	отделение; предмет	Той си записа час за вътрешното отделение.	odjel; predmet	Naručio se na odjel interne medicine.
4380:科幻	科幻	科幻	vědeckofantastický; sci-fi	Tento sci-fi film je velmi populární.	vedecko-fantastický; sci-fi	Tento sci-fi film je veľmi populárny.	tudományos-fantasztikus; sci-fi	Ez a sci-fi film nagyon népszerű.	fantastic științific; SF	Acest film SF este foarte popular.	научна фантастика	Този научнофантастичен филм е много популярен.	znanstvena fantastika; SF	Ovaj znanstvenofantastični film vrlo je popularan.
4382:科普	科普	科普	popularizace vědy; naučně-populární	Učitel udělal pro studenty naučně-populární přednášku.	popularizácia vedy; náučnopopulárny	Učiteľ pripravil pre študentov náučnopopulárnu prednášku.	ismeretterjesztő tudomány; tudománynépszerűsítés	A tanár ismeretterjesztő előadást tartott a diákoknak.	popularizare științifică	Profesorul le-a ținut elevilor o prelegere de popularizare științifică.	популярна наука; научнопопулярен	Учителят изнесе научнопопулярна лекция на учениците.	popularizacija znanosti; znanstveno-popularan	Učitelj je učenicima održao znanstveno-popularno predavanje.
4387:客车	客车	客车	autobus; osobní autobus	Autobus odjíždí ráno v sedm.	autobus; osobný autobus	Autobus odchádza ráno o siedmej.	távolsági busz; személybusz	A busz reggel hétkor indul.	autobuz; autocar	Autobuzul pleacă la șapte dimineața.	пътнически автобус	Автобусът тръгва в седем сутринта.	putnički autobus	Autobus polazi u sedam ujutro.
