simplified	ID	example_ID
玩具	mainan	Anak itu memasukkan mainan ke dalam kotak.
万一	jika; sekiranya	Jika hujan, kita pergi hari lain.
王子	pangeran	Pangeran dalam cerita itu sangat berani.
往返	pergi-pulang	Tiket ini memungkinkan perjalanan pergi-pulang pada hari yang sama.
网络	internet; jaringan	Koneksi internet di sini sangat stabil.
危害	membahayakan; merugikan	Merokok dapat membahayakan kesehatan.
威胁	mengancam	Polusi sedang mengancam sungai itu.
微笑	senyum; tersenyum	Dia tersenyum kepada saya.
唯一	satu-satunya	Ini satu-satunya cara.
围巾	syal	Dia memakai syal pada musim dingin.
围绕	berpusat pada; berkisar tentang	Diskusi berpusat pada masalah ini.
维修	memperbaiki; perawatan	Lift sedang diperbaiki.
违反	melanggar	Melakukan ini melanggar aturan.
伟大	hebat; agung	Ini adalah penemuan hebat.
委屈	merasa diperlakukan tidak adil	Dia merasa sangat diperlakukan tidak adil.
尾巴	ekor	Anak anjing itu mengibaskan ekornya.
位于	terletak	Sekolah itu terletak di pusat kota.
位置	posisi; tempat	Tempat ini sangat tenang.
未必	belum tentu	Apa yang dia katakan belum tentu benar.
未来	masa depan	Kita perlu bersiap untuk masa depan.
胃	lambung; perut	Perut saya terasa agak tidak nyaman.
胃口	nafsu makan	Hari ini nafsu makannya baik.
温暖	hangat	Sinar matahari musim semi sangat hangat.
温柔	lembut	Dia berbicara dengan sangat lembut.
文件	dokumen; berkas	Tolong kirimkan dokumen itu kepada saya.
文具	alat tulis	Ada banyak alat tulis di tas sekolah.
文明	beradab; peradaban	Antre adalah perilaku yang beradab.
文学	sastra	Dia suka sastra Tiongkok.
文字	tulisan; aksara	Tulisan ini sulit dibaca.
闻	mencium bau	Saya mencium aroma bunga.
吻	mencium; ciuman	Ibu mencium pipi anaknya.
稳定	stabil	Harga tetap stabil.
问候	menyampaikan salam	Tolong sampaikan salam saya kepada keluargamu.
卧室	kamar tidur	Ada tempat tidur besar di kamar tidur.
握手	berjabat tangan	Mereka berjabat tangan saat bertemu.
屋子	ruangan; rumah	Di dalam ruangan itu hangat.
无奈	tidak berdaya	Dia menggelengkan kepala dengan tidak berdaya.
无数	tak terhitung	Ada bintang tak terhitung di langit malam.
无所谓	tidak masalah; tidak peduli	Tidak masalah kamu mau makan apa.
武术	seni bela diri	Dia belajar seni bela diri sejak kecil.
勿	jangan	Tolong jangan merokok di sini.
物理	fisika	Kelas fisika sangat menarik.
物质	zat; materi	Air adalah zat yang penting.
雾	kabut	Pagi itu ada kabut tebal.
吸取	mengambil pelajaran	Kita harus mengambil pelajaran dari hal ini.
吸收	menyerap	Tumbuhan menyerap air.
戏剧	drama; teater	Dia suka menonton drama tradisional.
系	jurusan	Dia belajar di jurusan bahasa Mandarin.
系统	sistem	Sistem ini berjalan stabil.
细节	perincian	Tolong perhatikan perincian ini.
瞎	sembarangan; membabi buta	Jangan menebak sembarangan; lihat bahan dulu.
下载	mengunduh	Saya mengunduh perangkat lunak ini.
吓	menakuti; mengejutkan	Suara mendadak itu mengejutkan saya.
夏令营	kemah musim panas	Anak itu mengikuti kemah musim panas bahasa Mandarin.
鲜艳	cerah	Warna rok ini sangat cerah.
显得	tampak; terlihat	Pakaian ini membuatnya tampak sangat muda.
显然	jelas	Jelas, dia sudah tahu hasilnya.
显示	menampilkan	Layar menampilkan waktu yang salah.
县	kabupaten	Kabupaten ini memiliki banyak kebun teh.
现代	modern	Kehidupan modern tidak dapat dipisahkan dari internet.
现实	kenyataan	Kita harus menghadapi kenyataan.
现象	fenomena	Fenomena ini sangat umum.
限制	membatasi	Masuknya kendaraan di sini dibatasi.
相处	bergaul	Mereka bergaul dengan sangat baik.
相当	cukup; lumayan	Buku ini cukup menarik.
相对	relatif	Harga di sini relatif murah.
相关	terkait	Tolong sediakan bahan yang terkait.
相似	mirip; serupa	Makna dua aksara ini sangat mirip.
香肠	sosis	Ada telur dan sosis untuk sarapan.
享受	menikmati	Mereka sedang menikmati liburan.
想念	merindukan	Saya sangat merindukan keluarga saya.
想象	membayangkan	Saya tidak bisa membayangkan kehidupan seperti itu.
象棋	catur Tiongkok	Kakek suka bermain catur Tiongkok.
象征	melambangkan	Putih sering melambangkan kemurnian.
项	butir; hal	Tugas ini sangat penting.
项链	kalung	Dia memakai kalung perak.
项目	proyek; acara	Proyek ini membutuhkan tiga bulan.
消费	konsumsi; berbelanja	Konsumsi meningkat selama liburan.
消化	pencernaan	Berjalan setelah makan membantu pencernaan.
消极	negatif	Jangan melihat masalah dengan sikap negatif.
消失	menghilang	Matahari perlahan-lahan menghilang di balik gunung.
销售	menjual; penjualan	Perusahaan ini menjual produk elektronik.
小麦	gandum	Banyak gandum ditanam di utara.
小气	pelit	Jangan begitu pelit.
孝顺	berbakti kepada orang tua	Dia sangat berbakti kepada orang tuanya.
效率	efisiensi	Melakukan dengan cara ini dapat meningkatkan efisiensi.
歇	beristirahat	Mari kita beristirahat sebentar dulu.
斜	miring	Jalan ini agak miring.
写作	menulis; penulisan	Menulis membutuhkan latihan jangka panjang.
心理	psikologis; mental	Anda perlu menyesuaikan kondisi mental sebelum ujian.
心脏	jantung	Kesehatan jantung sangat penting.
欣赏	menikmati; mengagumi	Kami menikmati pemandangan yang indah.
信号	sinyal	Sinyal ponsel di sini buruk.
信任	kepercayaan; mempercayai	Teman membutuhkan kepercayaan satu sama lain.
形成	terbentuk	Kebiasaan baik perlu terbentuk secara bertahap.
形容	menggambarkan	Saya tidak tahu bagaimana menggambarkan perasaan ini.
形势	situasi	Situasi saat ini relatif rumit.
形式	bentuk	Rapat dapat diadakan dalam bentuk daring.
形象	citra	Citra publiknya sangat baik.
形状	bentuk	Bentuk kotak ini sangat istimewa.
行动	tindakan	Kita perlu segera mengambil tindakan.
行人	pejalan kaki	Perhatikan pejalan kaki saat menyeberang jalan.
行为	perilaku	Perilaku seperti ini tidak sopan.
幸亏	untungnya	Untungnya, kamu mengingatkan saya.
幸运	beruntung	Dia beruntung mendapat pekerjaan.
性质	sifat	Sifat masalah ini sangat serius.
兄弟	saudara laki-laki	Hubungan dua saudara laki-laki itu baik.
胸	dada	Dadanya terasa agak sesak.
休闲	santai; waktu luang	Akhir pekan adalah waktu yang baik untuk bersantai.
修改	merevisi; mengubah	Tolong revisi artikel ini.
虚心	rendah hati; terbuka	Kita harus mendengarkan pendapat dengan rendah hati.
叙述	menceritakan	Dia menceritakan kejadian itu dengan jelas.
宣布	mengumumkan	Sekolah mengumumkan aturan baru.
宣传	mempromosikan; menyebarkan	Mereka sedang mempromosikan pengetahuan perlindungan lingkungan.
学历	riwayat pendidikan; kualifikasi akademik	Pekerjaan ini membutuhkan gelar sarjana.
学术	akademik	Rapat ini membahas masalah akademik.
学问	ilmu pengetahuan	Dia sangat berilmu.
血	darah	Tangannya berdarah sedikit.
寻找	mencari	Kami sedang mencari metode baru.
询问	bertanya; menanyakan	Dia bertanya kepada guru tentang waktu ujian.
训练	latihan; melatih	Atlet itu berlatih setiap hari.
迅速	cepat	Berita itu menyebar dengan cepat.
押金	uang jaminan; deposit	Menyewa tempat perlu membayar uang jaminan.
牙齿	gigi	Tolong rawat gigimu dengan baik setiap hari.
严肃	serius	Ekspresi guru itu sangat serius.
延长	memperpanjang	Rapat diperpanjang setengah jam.
演讲	pidato; ceramah	Dia sedang menyiapkan pidato besok.
宴会	jamuan	Mereka menghadiri sebuah jamuan.
阳台	balkon	Ada beberapa pot bunga di balkon.
痒	gatal	Lengan saya agak gatal.
样式	gaya; model	Model ini sangat populer.
腰	pinggang	Pinggang bisa sakit setelah duduk terlalu lama.
摇	menggoyangkan	Angin menggoyangkan dahan bolak-balik.
咬	menggigit	Anjing ini tidak menggigit orang.
要不	kalau begitu; bagaimana kalau	Bagaimana kalau kita pergi lagi besok?
业务	bisnis; urusan	Bisnis perusahaan sedang berkembang.
业余	waktu luang	Dia belajar fotografi pada waktu luang.
夜	malam	Jalan itu sangat sepi pada malam hari.
依然	masih	Dia masih tinggal di Beijing.
一辈子	seumur hidup	Dia mencintai musik seumur hidupnya.
一旦	begitu; setelah	Begitu kamu memutuskan, kamu harus bertahan.
一律	semua; tanpa kecuali	Semua ponsel harus dimatikan selama rapat.
一再	berulang kali	Dia berulang kali mengingatkan kami agar memperhatikan keselamatan.
一致	konsisten; sependapat	Pendapat semua orang sepenuhnya konsisten.
疑问	pertanyaan; keraguan	Saya punya pertanyaan tentang jawaban ini.
移动	memindahkan; bergerak	Tolong pindahkan meja itu sedikit.
移民	berimigrasi; imigran	Mereka berencana berimigrasi ke luar negeri.
遗憾	menyesal; penyesalan	Saya menyesal tidak bisa bertemu denganmu.
乙	pihak B; kedua	Dalam kontrak, Pihak B bertanggung jawab membayar.
以及	serta; dan juga	Saya membeli buku serta alat tulis.
以来	sejak	Sejak lulus, dia bekerja di Beijing.
义务	kewajiban	Melindungi lingkungan adalah kewajiban setiap orang.
亿	seratus juta	Negara ini memiliki penduduk lebih dari satu miliar.
意外	tidak terduga; kecelakaan	Keterlambatan kali ini benar-benar tidak terduga.
意义	makna; arti	Acara ini sangat bermakna.
议论	membicarakan; mendiskusikan	Semua orang sedang membicarakan hal ini.
因而	oleh karena itu	Dia belajar keras, oleh karena itu nilainya baik.
因素	faktor	Cuaca adalah faktor penting.
银	perak	Dia memakai gelang perak.
印刷	mencetak; percetakan	Buku ini dicetak dengan sangat jelas.
英俊	tampan	Dia sangat tampan.
英雄	pahlawan	Petugas pemadam kebakaran adalah pahlawan sejati.
营养	gizi	Sarapan harus memiliki gizi yang cukup.
营业	beroperasi; berbisnis	Toko ini mulai beroperasi pukul sembilan.
迎接	menyambut	Kami pergi ke bandara untuk menyambut tamu.
影子	bayangan	Bayangannya ada di bawah lampu jalan.
应付	menangani	Dia bisa menangani masalah ini.
应用	menerapkan; aplikasi	Metode ini dapat diterapkan dalam pengajaran.
硬	keras	Kursi ini terlalu keras.
硬件	perangkat keras	Komputer ini memiliki perangkat keras yang baik.
拥抱	memeluk	Anak itu berlari untuk memeluk ibunya.
拥挤	padat; sesak	Kereta bawah tanah sangat sesak pada jam sibuk pagi.
勇气	keberanian	Dia memiliki keberanian untuk mengakui kesalahannya.
用功	rajin belajar	Dia belajar dengan sangat rajin.
用途	kegunaan	Bahan ini memiliki banyak kegunaan.
优惠	diskon; penawaran khusus	Toko ini ada diskon hari ini.
优美	indah; anggun	Lingkungan di sini sangat indah.
优势	keunggulan	Keunggulannya adalah pengalaman yang kaya.
悠久	panjang; lama	Tiongkok memiliki sejarah yang panjang.
油炸	menggoreng rendam	Saya jarang makan makanan gorengan.
游览	berwisata; mengunjungi	Besok kami akan mengunjungi Kota Terlarang.
犹豫	ragu-ragu	Dia ragu-ragu sebentar sebelum menjawab.
有利	menguntungkan; bermanfaat	Kondisi ini menguntungkan bagi kita.
幼儿园	taman kanak-kanak	Anak itu akan masuk taman kanak-kanak tahun depan.
娱乐	hiburan	Menonton film adalah salah satu jenis hiburan.
与其	daripada	Daripada mengeluh, lebih baik bertindak.
语气	nada bicara	Nada bicaranya sangat lembut.
玉米	jagung	Ada sup jagung untuk makan malam.
预报	ramalan	Ramalan cuaca mengatakan besok akan hujan.
预订	memesan	Saya sudah memesan hotel.
预防	mencegah	Sering mencuci tangan dapat mencegah flu.
元旦	Hari Tahun Baru	Kami libur satu hari pada Hari Tahun Baru.
原料	bahan mentah	Bahan mentah utama roti adalah tepung.
原则	prinsip	Seseorang harus memiliki prinsip.
员工	karyawan	Perusahaan itu memiliki tiga ratus karyawan.
圆	bulat	Bulan itu besar dan bulat.
愿望	keinginan	Keinginannya adalah berkeliling dunia.
乐器	alat musik	Dia bisa memainkan beberapa alat musik.
晕	pusing	Saya merasa agak pusing saat naik perahu.
运气	keberuntungan	Hari ini keberuntungan saya baik.
运输	transportasi; pengangkutan	Barang-barang ini membutuhkan transportasi kereta api.
运用	menggunakan; menerapkan	Tolong gunakan kata-kata ini dengan fleksibel.
灾害	bencana	Banjir adalah sejenis bencana alam.
再三	berulang-ulang	Guru berulang-ulang mengingatkan kami untuk mengulang pelajaran.
在乎	peduli	Dia sangat peduli pada pendapat teman-temannya.
在于	terletak pada	Keberhasilan terletak pada ketekunan.
赞成	setuju	Saya setuju dengan saranmu.
赞美	memuji	Semua orang memuji keberaniannya.
糟糕	buruk sekali	Cuaca hari ini benar-benar buruk.
造成	menyebabkan	Hujan lebat menyebabkan kemacetan lalu lintas.
则	maka	Jika seseorang bekerja keras, maka akan ada kemajuan.
责备	menyalahkan; menegur	Guru tidak menyalahkannya.
摘	memetik	Dia memetik sekuntum bunga di taman.
窄	sempit	Jalan ini terlalu sempit.
粘贴	menempelkan	Tolong tempelkan foto di sini.
展开	memulai; menjalankan	Diskusi segera dimulai.
展览	pameran	Museum memiliki pameran baru.
占	menempati; memakan tempat	Meja ini memakan tempat.
战争	perang	Perang membawa penderitaan bagi manusia.
掌握	menguasai	Dia sudah menguasai tata bahasa dasar.
涨	naik	Sewa rumah naik lagi belakangan ini.
长辈	orang yang lebih tua	Saat Tahun Baru, kita harus memberi salam kepada orang yang lebih tua.
账户	rekening; akun	Tolong periksa rekening bank Anda.
招待	menerima tamu; menjamu	Tuan rumah menjamu tamu dengan hangat.
着火	terbakar	Dapur tiba-tiba terbakar.
着凉	masuk angin	Cuaca dingin, jadi jangan sampai masuk angin.
召开	mengadakan rapat	Sekolah akan mengadakan rapat besok.
照常	seperti biasa	Toko akan buka seperti biasa besok.
哲学	filsafat	Dia belajar filsafat di universitas.
珍惜	menghargai	Kita harus menghargai waktu.
真实	benar; nyata	Cerita ini benar.
针对	ditujukan kepada; menargetkan	Saran ini ditujukan kepada siswa baru.
诊断	diagnosis	Dokter segera membuat diagnosis.
振动	bergetar	Ponsel sedang bergetar di atas meja.
阵	sebentar; satu gelombang	Di luar turun hujan sebentar.
争论	berdebat; perdebatan	Mereka berdebat lama tentang masalah ini.
争取	berusaha mendapatkan	Kita harus berusaha mendapatkan lebih banyak kesempatan.
征求	meminta; mencari	Guru meminta pendapat semua orang.
挣	berusaha melepaskan diri; mencari uang	Burung itu berusaha melepaskan diri dari tali.
睁	membuka mata	Tolong buka matamu sedikit lebih lebar.
整个	seluruh	Seluruh kota sangat tenang.
整齐	rapi	Buku-buku disusun dengan sangat rapi.
整体	keseluruhan	Kita perlu mempertimbangkan efek keseluruhan.
政府	pemerintah	Pemerintah mengeluarkan pemberitahuan baru.
政治	politik	Dia sangat tertarik pada politik.
正	benar; tepat	Jawaban ini benar.
证件	dokumen identitas	Tolong tunjukkan dokumen identitas Anda.
证据	bukti	Polisi menemukan bukti baru.
支	batang; kata bantu bilangan untuk pena	Ada sebatang pena di atas meja.
支票	cek	Dia membayar dengan cek.
执照	izin; lisensi	Mengemudi memerlukan SIM.
直	lurus	Jalan terus di jalan ini.
指导	membimbing	Guru membimbing kami menulis makalah.
指挥	mengarahkan; memimpin	Dia bertanggung jawab mengarahkan operasi ini.
制定	menyusun; merumuskan	Perusahaan menyusun rencana baru.
制度	sistem	Sekolah memiliki sistem yang ketat.
制造	memproduksi; membuat	Pabrik ini memproduksi mesin.
制作	membuat	Dia sedang membuat kue ulang tahun.
志愿者	relawan	Banyak relawan mengikuti acara itu.
智慧	kebijaksanaan	Orang tua ini memiliki kebijaksanaan besar.
治疗	merawat; pengobatan	Dokter sedang merawat pasien.
秩序	ketertiban	Tolong jaga ketertiban.
至今	hingga kini	Masalah ini hingga kini belum terselesaikan.
至于	mengenai; adapun	Mengenai biayanya, kita bahas besok.
中介	agen; perantara	Dia menyewa apartemen melalui agen.
中心	pusat	Rumah sakit berada di pusat kota.
中旬	pertengahan bulan	Rapat dijadwalkan pada pertengahan Mei.
种类	jenis	Ada banyak jenis buah di sini.
重大	besar; penting	Ini keputusan besar.
重量	berat	Berapa berat kotak ini?
周到	penuh perhatian; teliti	Layanannya sangat penuh perhatian.
猪	babi	Ada banyak babi di peternakan.
竹子	bambu	Panda suka makan bambu.
逐步	langkah demi langkah	Rencana itu akan dilaksanakan langkah demi langkah.
逐渐	secara bertahap	Cuaca secara bertahap menjadi lebih dingin.
主持	memandu; memimpin	Dia memandu rapat hari ini.
主动	berinisiatif	Dia berinisiatif membantu teman sekelasnya.
主观	subjektif	Penilaian ini agak subjektif.
主人	tuan rumah; pemilik	Tuan rumah menyambut kami dengan hangat.
主任	kepala; direktur	Kepala bagian ada di kantor.
主题	tema; topik	Topik diskusi hari ini adalah perlindungan lingkungan.
主席	ketua	Ketua mengumumkan dimulainya rapat.
主张	menganjurkan; pandangan	Dia menganjurkan agar masalah lalu lintas diselesaikan dahulu.
煮	memasak; merebus	Ibu sedang memasak mi.
注册	mendaftar	Pengguna baru perlu mendaftar terlebih dahulu.
祝福	ucapan selamat; doa	Teman-teman mengirimkan ucapan selamat.
抓	menangkap; menggenggam	Anak itu menggenggam tangan ibunya.
抓紧	memanfaatkan dengan baik; menggenggam erat	Kita perlu memanfaatkan waktu dengan baik.
专家	pakar	Pakar itu memberikan saran.
专心	berkonsentrasi	Kamu harus mendengarkan dengan penuh perhatian di kelas.
转变	perubahan; berubah	Sikapnya berubah.
转告	menyampaikan	Tolong beri tahu dia bahwa besok ada rapat.
装	memasukkan; berpura-pura	Tolong masukkan buku ke dalam tas.
装饰	menghias; dekorasi	Mereka menghias kamar dengan bunga.
装修	merenovasi	Rumah baru sedang direnovasi.
撞	menabrak	Dua mobil bertabrakan di persimpangan.
状况	keadaan	Keadaan saat ini relatif stabil.
状态	kondisi; keadaan	Hari ini kondisinya baik.
追	mengejar	Anak itu mengejar anak anjing dari belakang.
追求	mengejar; berusaha mencapai	Dia selalu mengejar impiannya.
咨询	berkonsultasi	Anda bisa berkonsultasi dengan dokter profesional.
姿势	postur	Tolong pertahankan postur yang benar.
资格	kualifikasi	Dia memiliki kualifikasi untuk mengikuti kompetisi.
资金	dana	Proyek ini membutuhkan lebih banyak dana.
资料	bahan; informasi	Tolong kirimkan bahan-bahan itu kepada saya.
资源	sumber daya	Air adalah sumber daya alam yang penting.
紫	ungu	Dia suka warna ungu.
字母	huruf	Bahasa Inggris memiliki dua puluh enam huruf.
字幕	takarir; subtitel	Film ini memiliki takarir bahasa Mandarin.
自从	sejak	Sejak lulus, dia jarang kembali.
自动	otomatis	Pintu ini terbuka secara otomatis.
自豪	bangga	Saya merasa bangga atas kemajuan saya.
自觉	atas inisiatif sendiri; sadar	Dia menyelesaikan PR atas inisiatif sendiri.
自私	egois	Seseorang tidak boleh terlalu egois.
自由	kebebasan	Setiap orang menghargai kebebasan.
自愿	sukarela	Mereka secara sukarela mengikuti kegiatan itu.
综合	menyeluruh; menggabungkan	Kita perlu mempertimbangkan berbagai faktor secara menyeluruh.
总裁	direktur utama; CEO	Direktur utama memberikan pidato hari ini.
总共	total; semuanya	Perjalanan ini total menghabiskan tiga ribu yuan.
总理	perdana menteri	Perdana menteri menghadiri rapat.
总算	akhirnya	Masalah itu akhirnya terselesaikan.
总统	presiden	Presiden menyampaikan pidato di televisi.
总之	singkatnya	Singkatnya, kita harus selesai tepat waktu.
组	kelompok; membentuk	Guru membagi kami menjadi tiga kelompok.
组成	terdiri dari; membentuk	Air terdiri dari hidrogen dan oksigen.
组合	kombinasi	Kombinasi warna ini terlihat bagus.
组织	mengorganisasi; organisasi	Sekolah mengorganisasi perjalanan.
阻止	mencegah; menghalangi	Polisi menghentikan perilaku berbahaya itu.
最初	pada awalnya	Pada awalnya, saya tidak begitu mengerti.
醉	mabuk	Dia minum terlalu banyak dan agak mabuk.
尊敬	menghormati	Semua siswa menghormati guru itu.
遵守	mematuhi	Kita harus mematuhi peraturan lalu lintas.
作品	karya	Lukisan ini adalah karyanya.
作为	sebagai	Sebagai guru, dia sangat sabar.
作文	karangan	Guru meminta kami menulis karangan.
