hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
973:照相	照相	照相	ఫోటో తీయడం	మేము ప్రవేశద్వారం దగ్గర ఫోటో తీస్తున్నాము.	ಫೋಟೋ ತೆಗೆಯುವುದು	ನಾವು ಪ್ರವೇಶದ್ವಾರದಲ್ಲಿ ಫೋಟೋ ತೆಗೆದುಕೊಳ್ಳುತ್ತಿದ್ದೇವೆ.
974:直到	直到	直到	వరకు	నేను సాయంత్రం వరకు ఇంటికి వెళ్లలేదు.	ತನಕ	ನಾನು ಸಂಜೆ ತನಕ ಮನೆಗೆ ಹೋಗಲಿಲ್ಲ.
976:纸	纸	纸	కాగితం	మెజపై ఒక కాగితం ముక్క ఉంది.	ಕಾಗದ	ಮೇಜಿನ ಮೇಲೆ ಒಂದು ಕಾಗದದ ತುಂಡು ಇದೆ.
977:只能	只能	只能	మాత్రమే చేయగలగడం	ఈ రోజు వర్షం పడుతోంది, కాబట్టి మేము ఇంట్లోనే ఉండగలం.	ಮಾತ್ರ ಸಾಧ್ಯ	ಇಂದು ಮಳೆ ಬರುತ್ತಿದೆ, ಆದ್ದರಿಂದ ನಾವು ಮನೆಯಲ್ಲಿ ಮಾತ್ರ ಇರಬಹುದು.
978:只是	只是	只是	కేవలం; మాత్రమే	నేను నీకు సహాయం చేయాలనుకోవడమే.	ಕೇವಲ; ಮಾತ್ರ	ನಾನು ನಿನಗೆ ಸಹಾಯ ಮಾಡಲು ಮಾತ್ರ ಬಯಸುತ್ತೇನೆ.
980:只有	只有	只有	మాత్రమే ఉంది	ఇక్కడ ఒక గది మాత్రమే ఉంది.	ಮಾತ್ರ ಇದೆ	ಇಲ್ಲಿ ಒಂದು ಕೊಠಡಿ ಮಾತ್ರ ಇದೆ.
981:中	中	中	లో; మధ్యలో	ఫోటోలో ముగ్గురు వ్యక్తులు ఉన్నారు.	ಒಳಗೆ; ಮಧ್ಯದಲ್ಲಿ	ಫೋಟೋದಲ್ಲಿ ಮೂವರು ಜನರಿದ್ದಾರೆ.
989:住院	住院	住院	ఆసుపత్రిలో చేరడం	తాతయ్య ఆసుపత్రిలో ఉన్నారు.	ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಾಗುವುದು	ತಾತ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಇದ್ದಾರೆ.
990:字典	字典	字典	నిఘంటువు	కొత్త పదాలను వెతకడానికి నేను నిఘంటువు ఉపయోగిస్తాను.	ನಿಘಂಟು	ಹೊಸ ಪದಗಳನ್ನು ಹುಡುಕಲು ನಾನು ನಿಘಂಟು ಬಳಸುತ್ತೇನೆ.
992:子	子	子	నామవాచకాల్లో వచ్చే ప్రత్యయం	మెజపై ఒక పుస్తకం ఉంది.	ನಾಮಪದಗಳಲ್ಲಿ ಬರುವ ಪ್ರತ್ಯಯ	ಮೇಜಿನ ಮೇಲೆ ಒಂದು ಪುಸ್ತಕ ಇದೆ.
993:总	总	总	ఎప్పుడూ; సాధారణంగా	అతను ఎప్పుడూ పాఠశాలకు చాలా ముందుగానే వస్తాడు.	ಯಾವಾಗಲೂ; ಸಾಮಾನ್ಯವಾಗಿ	ಅವನು ಯಾವಾಗಲೂ ಶಾಲೆಗೆ ತುಂಬ ಬೇಗ ಬರುತ್ತಾನೆ.
999:做客	做客	做客	అతిథిగా వెళ్లడం	ఈ వారాంతంలో నేను స్నేహితుడి ఇంటికి అతిథిగా వెళ్తాను.	ಅತಿಥಿಯಾಗಿ ಹೋಗುವುದು	ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ನಾನು ಸ್ನೇಹಿತನ ಮನೆಗೆ ಅತಿಥಿಯಾಗಿ ಹೋಗುತ್ತೇನೆ.
